dates,satname,nzd0274-0000,nzd0274-0001,nzd0274-0002,nzd0274-0003,nzd0274-0004
1999-12-09 21:59:21.619000,L7,156.16,246.67,294.17,310.68,298.16
2000-07-04 21:58:02.420000,L7,,,273.83,284.75,281.10
2000-11-09 21:56:45.337000,L7,157.34,233.61,290.28,302.71,294.70
2002-02-16 21:55:18.119000,L7,184.83,263.27,300.36,307.00,303.49
2002-10-14 21:54:07.948000,L7,,,277.78,293.86,280.24
2002-12-01 21:54:40.891000,L7,142.87,225.08,299.49,306.06,
2003-07-21 21:42:57.544000,L5,,,279.21,289.60,283.34
2004-04-02 21:45:42.656000,L5,,191.19,267.62,279.44,274.84
2004-04-18 21:46:13.246000,L5,111.65,195.37,282.44,295.50,285.99
2004-07-07 21:48:33.010000,L5,,,275.09,289.33,282.77
2004-07-23 21:48:56.995000,L5,,,280.36,290.88,281.84
2004-09-25 21:50:31.000000,L5,104.69,243.57,277.39,289.02,284.72
2005-01-31 21:52:45.327000,L5,155.95,256.20,284.12,298.68,283.80
2005-03-04 21:53:16.048000,L5,138.91,215.02,265.92,281.61,265.27
2005-09-28 21:54:32.218000,L5,,253.65,283.75,289.93,276.87
2005-10-30 21:54:27.218000,L5,264.01,302.12,321.81,331.30,304.45
2006-02-03 21:56:42.865000,L5,255.63,297.56,306.92,315.68,310.10
2006-11-02 22:00:44.654000,L5,203.32,286.53,306.45,314.59,311.57
2009-11-26 21:56:52.561000,L5,133.36,218.67,271.52,293.18,287.23
2010-01-13 21:57:13.219000,L5,138.66,216.12,269.35,275.57,275.26
2010-12-31 21:56:20.363000,L5,143.92,240.17,277.37,289.33,286.16
2011-01-16 21:56:21.862000,L5,161.89,256.08,285.48,293.98,291.16
2013-04-27 22:08:11.520000,L8,134.69,196.93,290.63,305.65,297.22
2013-05-13 22:08:23.242000,L8,129.46,,288.92,306.37,298.23
2013-08-17 22:08:27.088000,L8,,,288.79,306.82,298.50
2013-09-02 22:08:28.553000,L8,316.72,291.31,307.31,316.76,323.18
2013-11-21 22:08:01.711000,L8,256.43,286.32,306.46,313.73,320.91
2014-01-24 22:07:33.459000,L8,147.78,212.52,285.57,304.83,287.86
2014-02-25 22:07:08.406000,L8,151.30,222.25,251.03,,
2014-04-30 22:06:10.487000,L8,127.99,,286.85,304.59,292.43
2014-06-01 22:06:02.776000,L8,,,284.16,304.74,287.97
2014-07-03 22:06:14.073000,L8,,,287.72,306.07,298.02
2014-08-20 22:06:30.681000,L8,,,292.67,306.18,293.99
2014-10-23 22:06:39.356000,L8,,198.63,284.79,291.49,295.08
2014-11-08 22:06:40.082000,L8,263.47,294.10,303.85,314.17,312.13
2015-02-12 22:06:15.200000,L8,246.36,283.22,311.26,377.30,376.33
