dates,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0011,nzd0477-0012,nzd0477-0013,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034
2014-08-11 22:14:39+00:00,343.97,307.7933333333333,313.05600000000004,311.2916666666667,300.4214285714285,310.70375,318.57625,321.44124999999997,323.31888888888886,315.955,310.13142857142856,313.96571428571434,309.4866666666667,306.52000000000004,306.27555555555557,309.11875,321.5133333333333,325.39,319.584,318.405,315.212,310.814,307.52500000000003,313.12666666666667,303.7688888888889,302.15222222222224,309.9733333333333,312.34,299.62111111111113,308.93666666666667,316.28833333333336,299.315,296.07625,328.8066666666667,374.2833333333333
2014-09-03 22:20:30+00:00,343.97,308.78555555555556,313.304,312.05833333333334,300.15285714285716,312.05375,319.7525,321.79375,324.36333333333334,317.48625,310.62857142857143,313.38,310.2677777777778,306.83444444444444,306.8544444444444,309.9,324.185,326.9820000000001,320.82800000000003,319.03833333333336,316.462,311.382,308.4816666666666,313.96166666666664,305.0444444444445,303.1744444444445,311.6788888888889,314.04555555555555,300.7277777777778,311.5183333333333,317.83666666666664,300.5,297.13124999999997,330.59999999999997,377.89166666666665
2014-09-19 22:20:30+00:00,,308.93625,314.414,311.59000000000003,299.1271428571428,311.81500000000005,319.11,320.88428571428574,322.575,317.775,310.43571428571425,313.0083333333333,309.02125,306.30625,306.41,311.0657142857143,327.506,329.046,324.746,322.904,321.366,316.04200000000003,315.622,317.29200000000003,305.7525,304.27375,313.41999999999996,316.295,303.58125,317.678,322.28200000000004,304.50714285714287,300.9214285714285,334.76000000000005,380.9
2014-09-28 22:14:44+00:00,,308.11999999999995,315.764,315.08,300.9542857142857,313.24875000000003,320.57375,323.07428571428574,325.02625,319.78499999999997,311.50428571428574,312.5866666666667,309.56875,306.59625,307.24875,312.3071428571429,329.89,330.262,326.78999999999996,323.922,323.18999999999994,318.46,319.61,319.908,308.055,305.22875,314.30249999999995,318.29,304.5775,322.358,323.946,305.71571428571434,302.0128571428572,339.594,382.554
2014-10-21 22:20:37+00:00,,308.11999999999995,315.764,315.08,300.9542857142857,313.24875000000003,320.57375,323.07428571428574,325.02625,319.78499999999997,311.50428571428574,313.02857142857147,305.8211111111111,306.59625,306.53444444444443,312.3071428571429,329.89,330.262,326.78999999999996,323.922,323.18999999999994,318.46,319.61,319.908,308.055,305.22875,314.30249999999995,318.53,306.1622222222222,317.5133333333334,323.946,302.08125,302.0128571428572,339.594,382.554
2014-11-06 22:20:37+00:00,344.46,308.56374999999997,315.43666666666667,314.0133333333333,301.8825,313.3411111111111,320.27666666666664,323.38625,324.8111111111111,319.5255555555555,311.10625,308.555,302.712,306.59625,303.145,312.3071428571429,321.9633333333333,330.262,319.01166666666666,323.922,314.9433333333333,311.43333333333334,311.47999999999996,319.908,307.90333333333336,305.5022222222222,313.9533333333333,317.94100000000003,305.74899999999997,314.1871428571429,322.435,302.05444444444447,301.5,334.13666666666666,375.42333333333335
2015-02-10 22:20:14+00:00,342.89,316.1075,315.63,314.12,312.42999999999995,320.85599999999994,325.902,331.46,331.64199999999994,326.72400000000005,318.618,309.00500000000005,302.67833333333334,313.2725,305.29833333333335,317.46,319.62,329.6,316.582,322.78,311.01599999999996,307.472,309.476,317.96500000000003,315.28000000000003,314.398,319.886,321.615,311.9216666666667,309.795,321.154,302.455,305.85200000000003,325.91999999999996,359.82000000000005
2015-02-26 22:20:10+00:00,336.21999999999997,316.1075,315.63,314.12,306.5316666666667,317.145,322.2766666666667,327.4883333333333,327.04833333333335,322.8616666666667,315.2183333333333,309.00500000000005,302.67833333333334,313.2725,305.29833333333335,317.46,319.62,329.6,316.582,322.78,311.01599999999996,305.45666666666665,307.3,313.93,315.28000000000003,314.398,316.22499999999997,321.615,311.9216666666667,309.795,321.154,300.65999999999997,302.22333333333336,318.94166666666666,359.82000000000005
2015-03-14 22:19:59+00:00,339.89,320.0175,319.69,316.662,310.1616666666667,318.86999999999995,322.87666666666667,328.82,326.46999999999997,322.055,313.83,309.815,301.695,315.1225,306.7416666666667,321.4575,318.686,331.74,319.32399999999996,328.3925,315.554,305.124,310.335,315.85,318.632,316.48400000000004,317.49,325.4483333333333,315.625,306.91999999999996,326.264,299.8066666666667,301.66600000000005,316.54400000000004,354.428
2015-04-15 22:19:46+00:00,339.89,319.6625,321.15250000000003,316.1225,304.454,316.26000000000005,320.43,323.46500000000003,319.576,315.88,304.99,307.586,299.152,319.0133333333333,306.23199999999997,320.68499999999995,317.4025,331.115,314.525,329.1766666666667,311.61,292.8866666666667,304.37600000000003,315.285,319.40500000000003,315.165,319.99,328.378,313.988,293.4033333333333,332.665,291.68999999999994,292.36666666666673,300.14000000000004,343.805
2015-04-24 22:13:32+00:00,338.972,319.6625,315.392,310.706,300.16,313.2816666666667,317.2633333333333,318.574,319.576,315.88,304.99,302.26,302.624,312.7425,304.59000000000003,311.52,317.4025,331.115,314.525,329.1766666666667,311.61,292.8866666666667,302.0566666666667,315.285,319.40500000000003,308.842,316.0416666666667,323.684,307.328,293.4599999999999,332.665,294.68,292.36666666666673,294.98749999999995,343.805
2015-05-01 22:19:36+00:00,338.972,318.684,315.83166666666665,312.185,302.27857142857147,314.3442857142858,320.15857142857146,318.574,319.576,315.88,304.99,303.72999999999996,304.59000000000003,314.088,304.59000000000003,316.4525,317.4025,332.26666666666665,314.525,329.1766666666667,317.066,303.27,305.9985714285714,320.44,323.12600000000003,312.2633333333333,318.32714285714286,325.2,309.12333333333333,303.51,330.826,300.686,298.90500000000003,294.98749999999995,346.12
2015-05-17 22:19:25+00:00,337.59999999999997,318.38599999999997,314.83666666666664,312.03,301.39142857142855,314.2528571428571,319.7185714285714,317.77,318.84799999999996,314.9325,305.47333333333336,308.16833333333335,309.4816666666666,311.855,311.07399999999996,315.446,326.565,329.975,324.2575,326.32,324.952,311.4825,311.3971428571429,319.13,323.726,312.705,318.89428571428573,326.745,312.3533333333333,316.90333333333336,334.8125,300.3975,299.2366666666667,291.0333333333333,351.67199999999997
2015-06-11 22:13:28+00:00,337.59999999999997,316.98333333333335,313.8614285714286,311.3385714285714,301.4875,314.31375,319.71375,318.93666666666667,318.8616666666666,314.58000000000004,307.4725,308.09285714285716,309.3642857142857,310.25857142857143,309.9433333333333,314.205,325.35,328.572,322.834,324.414,323.20666666666665,311.68600000000004,311.53375,318.2728571428571,322.035,312.75142857142856,318.81875,326.25714285714287,311.17285714285714,314.5025,330.82399999999996,301.93600000000004,300.645,296.2125,349.1016666666667
2015-06-27 22:13:34+00:00,337.59999999999997,314.25714285714287,308.85625,308.0075,298.7311111111111,312.4377777777778,319.71375,318.93666666666667,312.9342857142857,311.65500000000003,305.24,308.09285714285716,306.76374999999996,307.335,305.9357142857143,311.0157142857143,321.32166666666666,323.97333333333336,318.99,319.54,318.34285714285716,308.80333333333334,309.72,315.12875,316.4142857142857,308.19375,316.4455555555556,322.60125,307.71375,314.5025,330.82399999999996,301.93600000000004,300.645,296.2125,345.40857142857146
2015-07-04 22:19:50+00:00,334.68999999999994,311.995,308.85625,305.5777777777778,296.429,310.836,319.71375,318.93666666666667,309.05499999999995,309.32,303.73,308.09285714285716,304.65111111111105,303.77555555555557,305.9357142857143,308.285,318.20714285714286,320.3985714285714,315.9271428571428,316.2128571428571,315.135,306.86285714285714,308.278,312.73333333333335,312.905,305.3122222222222,314.24,319.90555555555557,307.71375,314.5025,330.82399999999996,301.93600000000004,300.645,296.2125,342.37
2015-07-29 22:14:13+00:00,334.68999999999994,311.73555555555555,308.69,305.639,296.8972727272727,311.17636363636365,319.2677777777778,319.2557142857143,310.2611111111111,310.37375,305.57142857142856,308.36625,306.194,304.165,306.19624999999996,308.5222222222222,318.33500000000004,320.75,316.20125,316.28125,315.1822222222222,307.555,308.7109090909091,312.485,312.53444444444443,305.67199999999997,314.4409090909091,319.446,306.77444444444444,314.5025,330.82399999999996,301.93600000000004,300.645,302.552,344.53444444444443
2015-08-05 22:20:00+00:00,334.68999999999994,313.005,311.173,308.76454545454544,300.25666666666666,313.4533333333333,322.174,323.14625,313.489,310.37375,305.57142857142856,308.36625,306.194,304.165,306.19624999999996,310.761,320.4777777777778,321.73777777777775,317.8133333333333,317.9766666666667,316.452,308.8855555555556,309.5975,313.09090909090907,312.86,306.39363636363635,315.6116666666667,320.90727272727275,309.008,314.5025,333.68666666666667,307.37333333333333,307.158,310.32166666666666,344.53444444444443
2015-08-21 22:20:09+00:00,333.03249999999997,313.15500000000003,311.29100000000005,309.1645454545455,300.4941666666667,313.73333333333335,322.04799999999994,323.20625,313.686,310.33875,305.5642857142857,308.12,305.936,304.65999999999997,305.92,311.126,320.10999999999996,321.68333333333334,318.11555555555555,318.1877777777778,316.595,309.25666666666666,309.81083333333333,313.47181818181815,313.009,306.33363636363634,315.74916666666667,321.12727272727267,308.946,315.4575,333.9666666666667,308.00666666666666,307.94999999999993,312.18,347.83222222222224
2015-10-08 22:20:24+00:00,329.17499999999995,310.55222222222227,309.23400000000004,308.2054545454546,300.8627272727273,316.5690909090909,325.6955555555556,324.1228571428572,317.4944444444444,315.11,306.7883333333333,306.6671428571429,305.0877777777778,302.99111111111114,305.15500000000003,310.586,320.32,320.8411111111111,316.88666666666666,316.4477777777778,314.89099999999996,311.74,310.21818181818185,314.88,311.586,305.9318181818182,316.53727272727275,318.5,306.28000000000003,312.546,329.625,312.2766666666667,311.98799999999994,322.6016666666667,350.3533333333333
2015-10-24 22:20:28+00:00,332.57500000000005,309.5577777777778,309.0944444444445,308.488,302.591,317.62,326.785,327.18142857142857,317.3922222222222,315.295,307.21999999999997,308.6566666666667,304.71625,301.255,303.87,312.18,318.1477777777778,320.91700000000003,315.53222222222223,315.1244444444444,313.56100000000004,311.352,311.146,312.21500000000003,308.231,306.306,315.213,316.91099999999994,307.2622222222222,309.5783333333333,322.9066666666667,313.885,309.1266666666666,328.68833333333333,353.2033333333334
2015-11-18 22:14:44+00:00,332.57500000000005,308.7242857142857,307.99857142857144,307.19375,301.09375,317.755,326.98833333333334,328.12,317.135,315.5285714285714,306.795,309.2475,303.205,298.3133333333333,303.6716666666667,309.89125,318.04375,318.9375,315.0925,314.79625,310.4475,308.74375,309.14875,308.56374999999997,304.32624999999996,302.91875,313.12,314.30249999999995,303.6928571428571,299.8625,322.794,311.71999999999997,307.24799999999993,328.68833333333333,355.56374999999997
2016-01-05 22:14:17+00:00,338.42,313.224,313.63500000000005,313.86833333333334,309.0216666666667,323.7133333333333,326.52666666666664,327.6933333333333,329.3566666666667,323.56399999999996,310.5925,310.035,310.1925,308.365,308.996,316.165,322.77833333333336,324.27000000000004,319.85166666666663,320.74833333333333,316.2716666666667,311.82166666666666,311.99500000000006,312.0133333333334,308.4083333333333,309.15000000000003,317.715,318.2333333333333,306.12166666666667,297.1225,323.136,309.522,305.544,330.45166666666665,370.07166666666666
2016-01-21 22:14:17+00:00,337.7266666666667,312.535,312.67285714285714,312.29285714285714,307.66285714285715,321.4157142857143,324.93571428571425,326.67428571428576,327.46000000000004,321.83,309.96799999999996,309.402,309.214,307.094,308.1466666666667,314.4857142857143,321.28000000000003,322.96000000000004,318.78285714285715,319.75,314.85,310.4271428571429,310.3885714285715,310.5242857142857,307.3971428571428,308.44571428571425,316.90000000000003,317.1171428571428,304.5157142857143,296.59,321.56333333333333,307.22499999999997,303.37833333333333,328.3557142857143,367.9814285714286
2016-02-29 22:20:17+00:00,337.725,309.9675,309.438,307.76,303.066,318.474,322.128,322.81000000000006,325.45,322.45799999999997,307.9025,308.025,304.485,303.9275,307.648,311.04200000000003,318.142,321.17400000000004,316.036,317.304,311.57,307.404,307.192,307.55199999999996,305.09599999999995,306.812,313.148,313.48400000000004,300.14000000000004,296.07599999999996,316.608,300.614,296.50600000000003,322.57599999999996,368.8066666666667
2016-03-16 22:20:12+00:00,338.51,310.098,309.77333333333337,307.93333333333334,302.91833333333335,317.4866666666667,321.71999999999997,327.0183333333334,324.585,321.3283333333333,308.2,307.56,304.17199999999997,303.802,307.5133333333333,310.38666666666666,319.0883333333333,321.44166666666666,316.7416666666667,317.5083333333334,311.7283333333333,307.32666666666665,306.895,307.4316666666667,304.7,307.14166666666665,313.145,314.04833333333335,300.07,296.21999999999997,316.62999999999994,300.4866666666667,296.81,321.18833333333333,365.41285714285715
2016-04-17 22:19:57+00:00,339.1516666666667,310.22999999999996,309.58166666666665,306.955,301.10166666666663,311.49499999999995,317.3066666666667,326.70166666666665,318.845,315.3466666666667,308.62833333333333,307.58166666666665,304.46999999999997,304.00166666666667,309.0366666666667,307.81666666666666,317.5883333333333,320.485,316.11,316.31,310.7916666666667,305.75166666666667,305.065,305.435,303.085,304.98833333333334,311.91333333333336,313.32,299.9116666666667,298.70166666666665,315.7183333333333,298.3016666666667,296.0166666666667,316.21,364.9157142857143
2016-05-12 22:14:08+00:00,339.78166666666664,309.8,309.83666666666664,307.24666666666667,301.24333333333334,311.82666666666665,317.705,329.2283333333333,318.87333333333333,318.13666666666666,309.94166666666666,307.90500000000003,306.23499999999996,304.75333333333333,310.32666666666665,309.16833333333335,318.4316666666667,321.275,317.56666666666666,316.94666666666666,312.1133333333333,308.15,304.7,306.80333333333334,304.6383333333334,307.17333333333335,313.6933333333333,314.4616666666667,300.94,305.28999999999996,317.495,301.3233333333333,298.1433333333334,316.5516666666667,365.96999999999997
2016-06-04 22:20:04+00:00,339.4371428571429,305.5357142857143,306.75428571428574,304.7885714285714,296.2742857142857,309.09999999999997,315.5557142857143,324.4371428571429,315.9371428571429,315.4857142857143,307.7714285714286,305.45285714285717,303.42285714285714,302.2628571428572,306.4142857142857,306.37857142857143,315.7042857142857,317.36,313.84857142857146,312.2,308.0242857142857,305.00857142857143,302.20142857142855,304.25714285714287,298.3228571428572,307.17333333333335,313.6933333333333,308.9857142857143,295.85857142857145,305.28999999999996,317.495,299.5257142857143,295.8442857142858,312.12,362.20000000000005
2016-06-29 22:14:02+00:00,338.91625,304.53625,305.04875,302.90375,293.7525,307.94875,313.59125,324.4371428571429,314.37874999999997,313.82,306.705,304.1275,302.32125,300.9475,304.31125000000003,304.74875,314.07,315.47125,312.12125,310.24125,306.55375,303.91875,301.19,303.01125,297.115,304.39428571428573,311.3142857142857,308.07875,295.15125,299.70714285714286,314.6771428571429,298.785,291.6975,311.01,362.20000000000005
2016-07-06 22:20:17+00:00,339.065,303.0425,304.6771428571428,300.21875,290.2475,306.1575,311.3325,324.80833333333334,311.80875000000003,311.70624999999995,304.9275,301.71625,300.02250000000004,298.64750000000004,300.945,303.00125,312.08625,312.73375000000004,309.74125,307.255,303.0125,302.46500000000003,299.34250000000003,301.045,294.8325,301.0814285714286,308.9714285714286,305.6475,293.05125,300.2683333333333,314.36,299.02571428571434,291.0328571428571,305.985,363.33600000000007
2016-08-16 22:14:41+00:00,339.91625,303.20124999999996,304.92142857142863,300.60625,290.605,307.0425,311.9025,325.42333333333335,312.3575,312.11375,305.60249999999996,301.72625000000005,300.55875000000003,298.7425,300.97749999999996,303.72625,312.89874999999995,313.445,310.16,307.62125,304.04499999999996,303.0575,300.01750000000004,301.9225,295.73,302.9357142857143,311.39428571428573,305.9725,293.99375000000003,301.04,314.19666666666666,299.2142857142857,291.32142857142856,309.71,368.11
2016-09-01 22:14:48+00:00,340.81625,303.02,304.9057142857143,300.56125,290.8675,307.62125000000003,312.3875,325.9866666666666,312.81,312.5975,306.14124999999996,302.26,301.33625,299.16625,301.51625,304.3775,313.08250000000004,313.19624999999996,310.085,307.56624999999997,304.2025,303.2625,300.19625,301.94624999999996,296.25374999999997,303.55,312.41285714285715,306.5375,294.4475,302.46,314.08599999999996,299.6716666666667,291.90000000000003,310.255,374.948
2016-09-08 22:20:36+00:00,340.81625,304.3355555555556,309.1025,305.7044444444444,294.1388888888889,310.05222222222227,314.66,327.59,315.2233333333333,314.3788888888889,307.8277777777778,304.0377777777778,302.88,301.23222222222216,302.2633333333333,306.23333333333335,315.39444444444445,315.1044444444444,311.88222222222225,309.72444444444443,305.90222222222224,304.7944444444445,301.5344444444445,303.59222222222223,298.3566666666667,304.8875,313.13625,308.44888888888886,296.5211111111111,303.22333333333336,315.0183333333333,301.09285714285716,294.1025,312.7344444444445,374.25666666666666
2016-11-27 22:20:43+00:00,339.32800000000003,302.97285714285715,307.925,304.2557142857143,292.39714285714285,308.39285714285717,312.9771428571429,321.144,313.57857142857137,311.2814285714286,306.60714285714283,302.88428571428574,301.06,300.5585714285714,298.26714285714286,304.9157142857143,311.77,311.2914285714286,308.0157142857143,306.4585714285714,302.59714285714284,301.40285714285716,299.60714285714283,301.5514285714286,295.4557142857143,302.16499999999996,310.40166666666664,305.84999999999997,293.5785714285715,291.4925,311.2925,297.28000000000003,290.4433333333333,312.57142857142856,381.59000000000003
2016-12-29 22:20:37+00:00,341.3333333333333,309.3333333333333,316.08000000000004,310.05833333333334,301.66,313.3683333333333,318.29333333333335,327.088,319.6116666666667,316.13666666666666,310.9816666666667,307.42833333333334,305.715,305.0083333333333,303.6666666666667,310.69,316.31166666666667,317.55333333333334,313.75333333333333,313.74666666666667,308.50666666666666,305.955,303.97666666666663,306.6933333333333,303.82,305.5183333333334,313.15333333333336,312.87333333333333,300.0183333333334,299.77,316.39750000000004,301.8275,299.73999999999995,321.84499999999997,384.61600000000004
2017-01-14 22:20:33+00:00,344.2633333333333,311.645,314.83666666666664,314.57,306.55833333333334,316.24,321.24666666666667,326.40500000000003,323.16833333333335,319.1066666666666,313.81166666666667,310.0116666666667,308.59166666666664,308.125,307.7083333333333,313.7283333333333,319.41333333333336,321.74333333333334,317.46,317.8883333333333,313.345,308.3233333333333,307.015,310.2966666666667,307.94666666666666,309.87,316.00333333333333,316.24833333333333,302.32666666666665,299.348,316.68,300.946,299.275,328.2833333333333,382.42666666666673
2017-02-08 22:14:10+00:00,343.745,311.40999999999997,314.2742857142857,313.95,306.3085714285715,315.59000000000003,320.56,325.80571428571426,322.3942857142857,318.40285714285716,312.9371428571429,309.34285714285716,308.03999999999996,307.2857142857143,307.2314285714286,312.97999999999996,319.3757142857143,321.8514285714286,316.95142857142855,317.40285714285716,312.7657142857143,307.92285714285714,306.7471428571429,310.1171428571429,307.4371428571429,308.89285714285717,315.42571428571426,315.8828571428571,301.65999999999997,298.83666666666664,316.37,300.36,299.09714285714284,326.4428571428571,380.8028571428572
2017-04-20 22:19:47+00:00,343.9066666666667,311.546,311.00800000000004,309.928,304.206,312.674,318.308,323.662,320.51,316.65999999999997,311.356,307.57399999999996,306.698,305.73999999999995,307.49800000000005,311.79200000000003,317.222,320.71,314.832,315.466,311.604,305.72200000000004,305.758,310.614,305.988,306.28599999999994,312.946,313.898,299.034,296.61,315.62,298.434,299.014,320.696,376.384
2017-05-06 22:19:43+00:00,343.9066666666667,311.64833333333337,311.125,310.1583333333333,304.3316666666667,313.16,318.72166666666664,324.07,321.23499999999996,316.84,312.215,307.3566666666666,306.98833333333334,305.53499999999997,306.91833333333335,311.815,316.66333333333336,321.05833333333334,315.015,315.56,311.37666666666667,305.7816666666667,305.6116666666667,310.5983333333333,306.5183333333334,306.335,312.78333333333336,313.8883333333333,299.6716666666667,296.88166666666666,315.48333333333335,298.8066666666667,299.0,320.39666666666665,374.75
2017-05-22 22:19:54+00:00,343.9066666666667,311.79285714285714,311.65000000000003,310.5585714285714,304.36571428571426,313.63714285714286,319.0657142857143,324.8757142857143,321.2257142857143,316.7557142857143,312.49142857142857,307.4871428571428,307.44,305.57857142857137,307.43,311.82,317.4371428571429,321.0628571428571,315.5842857142857,316.0242857142857,311.9057142857143,306.35571428571427,306.06714285714287,310.63714285714286,307.45285714285717,307.2185714285714,313.4128571428572,314.04285714285714,300.22428571428566,297.75999999999993,315.7357142857143,300.09999999999997,300.4857142857143,322.4114285714286,375.1114285714286
2017-06-07 22:20:02+00:00,343.9066666666667,311.52,311.94571428571425,310.70142857142855,304.5457142857143,314.44714285714286,319.71714285714285,325.46,321.64142857142855,316.0785714285715,312.81142857142856,306.44,309.23857142857145,305.6485714285714,306.7085714285714,311.9928571428572,317.27142857142854,322.04857142857145,316.2914285714286,316.20428571428573,312.23285714285714,307.1114285714286,306.42857142857144,311.36,308.2471428571429,307.64285714285717,314.1085714285714,314.0728571428571,300.96999999999997,298.4483333333333,315.85833333333335,300.5533333333333,301.3566666666666,323.28428571428566,372.9771428571429
2017-07-02 22:14:23+00:00,340.64,309.1257142857143,308.5642857142857,308.2342857142857,300.9428571428571,312.2442857142857,317.02714285714285,322.06,318.04428571428576,315.4933333333334,312.67499999999995,305.85166666666663,306.6471428571429,302.65000000000003,303.76000000000005,309.17,317.2416666666666,321.99,316.01,315.98500000000007,312.17,306.90333333333336,303.0842857142857,308.30285714285714,305.5514285714286,304.00142857142856,309.5828571428571,312.2657142857143,298.68285714285713,298.274,315.392,300.01399999999995,301.476,317.71571428571434,363.0128571428571
2017-07-09 22:20:11+00:00,339.33000000000004,307.34250000000003,306.54375,306.47625,298.6475,310.425,315.47125,319.59375,315.8225,315.4933333333334,312.67499999999995,305.85166666666663,304.5875,300.79375,301.35875,307.22625,317.2416666666666,321.99,316.01,315.98500000000007,312.17,306.90333333333336,300.7825,308.30285714285714,300.26875,297.98125,301.7,310.7625,298.68285714285713,298.274,315.392,300.01399999999995,301.476,312.935,358.5775
2017-08-03 22:14:11+00:00,337.9825,306.98125000000005,306.02875,306.17875,298.66375,310.4575,315.42625,319.12,315.57625,314.52666666666664,312.1383333333333,304.5833333333333,303.98375,299.45,300.24875,305.6875,316.875,320.6466666666667,314.675,314.77000000000004,311.1016666666667,306.43,300.2425,307.6742857142857,299.88875,297.1975,301.3325,310.50374999999997,299.08,298.42749999999995,314.7875,300.66249999999997,302.6075,311.99749999999995,355.92125000000004
2017-09-27 22:20:36+00:00,336.58,306.55000000000007,305.3328571428571,305.59999999999997,297.7857142857143,310.28142857142853,315.28142857142853,318.67857142857144,315.2657142857143,314.596,313.02799999999996,304.43399999999997,303.8771428571428,299.05,299.65999999999997,305.2871428571429,316.41999999999996,320.276,314.83000000000004,314.826,311.464,306.61199999999997,299.54285714285714,307.44666666666666,299.2471428571429,295.015,299.3925,308.88624999999996,297.15000000000003,299.14333333333326,314.7766666666667,301.73999999999995,304.1333333333334,311.51142857142855,353.75857142857143
2017-10-29 22:20:41+00:00,332.46500000000003,305.7533333333334,307.6114285714285,304.81666666666666,296.90000000000003,309.805,314.5833333333333,322.3671428571428,319.83,314.2625,317.406,310.496,308.35571428571427,298.09,298.49,304.3833333333334,315.945,326.784,322.354,314.94,310.67,314.49799999999993,304.58000000000004,306.044,304.16857142857145,293.22142857142853,301.6775,312.95875,296.35333333333335,310.84999999999997,324.1066666666667,306.8666666666666,305.2966666666667,311.25833333333327,357.7957142857143
2017-11-30 22:20:32+00:00,336.54333333333335,304.918,307.0133333333333,303.842,296.578,309.206,314.104,321.0316666666667,319.82,314.43333333333334,317.7475,312.40000000000003,308.5783333333333,297.85800000000006,297.602,303.274,316.27,329.03000000000003,324.6225,315.17,310.77,318.0725,304.725,306.0725,303.4433333333333,290.895,299.94571428571425,313.6471428571429,295.02799999999996,316.74,329.955,307.225,302.39,308.496,356.74666666666667
2018-04-16 22:13:54+00:00,344.7,314.89,320.76,314.58,314.28499999999997,319.29,324.94,337.45000000000005,339.83000000000004,320.24,324.0,324.43000000000006,325.885,319.08000000000004,311.59,313.85,326.13,339.29,335.7333333333333,329.05499999999995,322.81,331.74,327.86666666666673,325.755,328.44000000000005,321.18,331.3333333333333,332.57000000000005,310.735,322.86999999999995,334.07666666666665,307.225,308.0,328.33,384.6550000000001
2018-05-18 22:13:34+00:00,344.7,317.11,315.31,314.58,317.90333333333336,325.81,330.34000000000003,333.70500000000004,326.14,320.24,314.62,317.76,320.28499999999997,321.1466666666667,311.59,313.85,330.65000000000003,333.0,329.95666666666665,333.2633333333333,325.1333333333333,327.56333333333333,328.30333333333334,325.755,313.71,323.26,329.34,320.67,312.27,325.3633333333333,333.56333333333333,320.03,313.39000000000004,341.905,382.905
2018-07-12 22:19:32+00:00,,315.29999999999995,312.01,314.5,316.74666666666667,325.91499999999996,328.83000000000004,335.115,323.87,309.31,309.09,312.56,319.75,320.6033333333333,309.17,313.99,330.2633333333333,331.31,329.77333333333337,333.2066666666667,326.4166666666667,327.31,328.2633333333333,324.755,309.85,322.53666666666663,331.42499999999995,319.67,312.5533333333333,327.28666666666663,332.08666666666664,321.78999999999996,315.01000000000005,347.975,389.54
2018-07-21 22:13:25+00:00,,313.52666666666664,310.1,312.885,313.395,323.43666666666667,325.8066666666667,334.33666666666664,321.315,309.365,309.15999999999997,308.6366666666667,316.9266666666667,317.3825,309.90999999999997,312.865,327.8025,327.95666666666665,327.125,329.31,323.84250000000003,323.9975,323.1675,320.6666666666667,311.81,320.5775,326.75333333333333,321.88,309.47999999999996,321.59749999999997,327.605,316.35999999999996,312.0725,340.43666666666667,385.64000000000004
2018-09-14 22:20:00+00:00,,313.9,311.17333333333335,312.9733333333333,311.87199999999996,321.705,325.895,332.6425,321.315,298.95,297.17333333333335,300.0425,304.90999999999997,307.8,309.90999999999997,312.865,327.8025,325.9875,325.336,326.78200000000004,321.53200000000004,321.246,319.946,318.765,310.98333333333335,317.674,322.6825,319.05333333333334,307.866,316.626,324.54,311.56,308.11,334.47,381.8175
2018-11-10 22:14:08+00:00,345.15,313.76,311.64,312.465,310.164,320.614,324.22400000000005,330.752,324.00333333333333,302.93,300.015,300.99,298.40999999999997,294.796,309.90999999999997,312.865,323.3875,325.47200000000004,322.06,322.968,318.48400000000004,316.48799999999994,314.97799999999995,312.82500000000005,310.2525,313.1,314.94500000000005,317.8975,304.71799999999996,309.284,318.8,308.35,302.42400000000004,331.55,379.606
2018-12-28 22:14:29+00:00,345.15,312.3675,311.64,312.465,306.41999999999996,317.685,321.345,327.9475,324.00333333333333,302.93,300.015,295.27250000000004,290.7625,287.175,309.90999999999997,312.865,317.9533333333333,321.8625,319.1975,318.29,315.66,312.655,308.09999999999997,312.82500000000005,310.2525,309.52000000000004,314.94500000000005,317.8975,302.0625,301.915,313.8175,301.0175,297.0975,325.5675,380.054
2019-01-04 22:20:15+00:00,345.15,312.498,311.046,311.27,305.806,317.692,321.236,327.442,323.5225,305.394,302.25,297.842,293.988,290.40600000000006,308.1766666666667,310.6766666666667,316.85749999999996,320.604,318.636,317.96400000000006,314.748,311.256,307.79,312.582,309.27200000000005,308.87600000000003,314.53000000000003,317.37399999999997,301.99,300.884,314.288,300.206,296.454,326.024,378.1366666666667
2019-02-05 22:20:09+00:00,345.15,313.74666666666667,311.6766666666667,310.1933333333333,306.0466666666667,316.82666666666665,321.5,325.39000000000004,325.72999999999996,302.74666666666667,297.6433333333334,295.71999999999997,282.72,278.28000000000003,304.71,306.3,323.6133333333333,319.68666666666667,317.6333333333334,317.26000000000005,312.94,309.09999999999997,307.0733333333333,312.32,307.58000000000004,306.6433333333334,311.90333333333336,314.36999999999995,301.8066666666667,297.3066666666667,314.0233333333333,296.54333333333335,292.31,321.43,374.485
