dates,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0021,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0039,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0093,nzd0017-0094,nzd0017-0095,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0038,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0091,nzd0017-0092,satname
1999-11-21 22:10:24+00:00,,,,,,304.31,300.58,,,,,,,,,,,,,,,,,,,421.99,408.91,,399.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-07 22:10:30+00:00,,,,,,304.31,300.58,,,,,,,,,,,,,,,,,,,421.99,408.91,,399.15,,,,,,,,,,,,,,,,439.56,436.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-10-06 22:07:59+00:00,,382.86,,,,291.23,291.29,397.31,390.62,362.52,373.56,381.1,371.76,384.73,,391.87,375.87,378.26,368.16,,,,,,419.32,411.85,427.0,,,403.81,403.67,400.64,404.54,420.15,400.04,412.96,392.62,427.68,434.87,424.35,431.76,415.89,408.53,437.18,424.79,421.98,422.34,387.29,409.02,394.37,411.24,374.87,398.27,391.03,377.62,386.37,,408.69,419.18,415.06,388.81,364.42,,321.58,,,387.91,379.85,376.43,354.63,382.35,,373.15,,359.43,353.83,397.51,349.43,355.27,374.89,367.25,388.04,382.66,,,,,,,,,,,,,,L7
2002-03-18 22:06:22+00:00,,,420.86,394.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.81,375.07,,,,,,,,,,389.36,,,,,,,,,,,,,,L7
2002-10-28 22:05:22+00:00,403.71,402.38,399.72,383.2,377.51,366.36,,365.03,370.65,368.36,385.26,382.69,387.56,395.11,,,389.41,398.54,396.13,418.92,,,,,379.57,389.77,362.77,363.74,364.9,375.37,380.67,385.09,395.64,,421.75,,395.83,400.9,404.06,419.36,402.99,409.09,414.5,,447.87,427.45,421.78,416.85,398.37,394.86,375.25,371.32,377.45,384.22,415.41,367.81,,384.5,396.18,378.48,379.21,378.64,,297.73,295.53,,407.25,404.59,390.71,379.11,415.84,383.81,375.14,,389.97,373.73,360.48,362.91,370.6,379.2,367.53,374.88,368.83,,,362.22,361.86,363.1,426.62,,,388.02,404.06,,373.87,372.33,L7
2003-01-16 22:06:02+00:00,403.71,375.605,392.405,369.48,369.995,351.095,,357.715,361.745,366.68,385.26,382.69,387.56,395.11,,,389.41,398.54,396.13,418.92,,,,,379.57,389.77,362.77,367.645,353.235,375.37,380.67,385.09,395.64,434.68,421.75,,395.83,400.9,404.06,405.495,400.115,397.69,406.115,391.88,447.87,427.45,421.78,416.85,398.37,394.86,375.25,369.705,372.775,384.22,412.97,367.81,,384.5,396.18,378.48,359.525,361.305,289.49,291.78499999999997,290.92499999999995,,407.25,404.59,390.71,379.11,398.42999999999995,376.725,352.85,,389.97,373.73,360.48,362.91,370.6,379.2,367.53,373.805,379.195,,,364.365,366.98,362.58500000000004,426.62,,349.32,369.565,411.51,,363.46000000000004,372.86,L7
2005-02-14 22:04:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.88,,343.48,350.79,346.7,332.67,328.9,326.04,328.03,332.97,326.63,313.56,,,,311.29,333.82,344.0,331.08,,340.65,325.34,,306.48,312.1,,,,,,,,,,,327.11,317.47,343.4,,,,L5
2005-08-25 22:05:41+00:00,,,,300.44,281.51,296.1,287.63,312.45,328.41,,,,,317.28,,,,,,,,,,,,,333.84,349.27,341.8,345.84,338.22,345.94,348.39,,,,,,,,,,,,,373.94,367.24,,360.26,,360.23,350.66,362.03,366.88,,353.42,,355.08,354.8,353.75,,,342.78,313.53,324.39,323.77,327.26,,333.51,331.73,340.82,342.03,323.23,317.82,,326.37,336.26,,331.51,340.93,327.6,347.66,341.6,347.22,293.33,305.01,311.86,316.01,,342.88,345.58,,371.86,362.58,327.93,365.82,L5
2009-01-24 22:02:55+00:00,,,,302.94,307.13,300.26,303.17,297.86,297.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.33,,317.92,,317.68,,323.77,332.85,327.38,323.8,332.23,303.13,302.08,299.71,302.32,309.02,,315.91,309.35,315.88,,,,,,,,,,,,,,314.69,315.13,315.71,301.7,,313.09,303.49,304.42,,,,,L5
2013-12-05 22:19:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.42,301.6,298.64,302.53,289.31,293.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
