dates,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0021,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0039,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0093,nzd0017-0094,nzd0017-0095,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0038,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0091,nzd0017-0092,satname
2015-10-08 22:17:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.11,313.11,318.23,326.27,324.27,322.02,311.39,302.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-01-04 22:17:27+00:00,,,,,,,,309.69,311.26,,,,,,,,,,,,,,,,,417.53,354.72,384.76,,,,,,,,,,,,,,,395.74,,,,,,,,365.24,,369.17,338.82,,,,,,,291.14,295.68,289.45,297.24,297.76,301.2,302.33,,,335.29,354.65,,,390.07,,,,,,,,,,,,312.94,312.92,326.81,,317.28,,,,,,,L8
2020-02-24 22:17:35+00:00,,,,,323.01,322.51,324.95,,,364.56,381.43,383.52,,355.42,375.62,,,,,,,,,,,,,,,,,,,,,398.04,393.32,370.81,393.26,397.23,392.47,,,,,,,420.04,,,,,,340.91,,,373.06,,,318.61,329.32,,,326.05,347.98,,,,,346.91,392.06,,,,,,,386.4,,,,345.82,355.47,346.8,,,,,,,311.86,315.63,393.15,367.17,,,L8
2021-04-15 22:17:16+00:00,,,,297.88,305.55,303.75,306.92,304.85,303.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.18,306.37,309.76,312.81,319.48,319.94,324.18,329.07,,303.0,,,,,,,,,,,,,,,,302.5,301.2,303.11,304.38,,304.58,307.91,301.33,,,,,L8
2022-05-12 22:17:13+00:00,373.54,380.6,389.36,,,,,,,,415.64,408.77,405.65,386.63,401.9,412.37,401.22,397.34,387.67,385.13,395.54,,387.21,387.39,378.74,371.07,361.57,357.89,358.04,370.44,381.27,373.45,383.61,391.65,396.05,402.83,407.12,412.41,405.81,388.34,396.31,401.66,412.51,418.52,415.55,410.31,399.16,396.09,392.17,383.98,378.34,,391.64,,405.12,,407.98,,,,,,,,,,,385.11,,383.15,368.06,,,368.42,373.41,,369.35,355.98,352.73,364.32,381.08,385.8,394.99,,,,,,386.65,,,,374.42,384.78,371.44,367.24,L9
2022-07-15 22:17:24+00:00,373.54,380.6,389.36,,,,,,,,415.64,408.77,405.65,386.63,401.9,412.37,401.22,397.34,387.67,385.13,395.54,,387.21,387.39,378.74,380.1,379.32,357.89,358.04,370.44,381.27,389.78499999999997,383.61,391.65,396.05,402.83,407.12,412.41,405.81,388.34,396.31,401.66,412.51,418.52,415.55,410.31,399.16,396.09,392.17,383.98,378.34,,391.64,,405.12,,407.98,,,,293.76,299.42,287.77,288.88,294.47,297.53,298.31,385.11,,383.15,358.95500000000004,,335.25,368.42,373.41,,369.35,355.98,352.73,364.32,381.08,385.8,394.99,,,,,,386.65,,,,374.42,384.78,371.44,367.24,L9
2022-12-22 22:17:59+00:00,411.75,,334.85,332.44,315.06,308.46,325.57,,323.29,385.52,387.65,,364.72,,,394.46,308.91,,360.33,410.07,413.53,,355.92,379.14,373.63,381.31,385.43,394.78,369.16,380.97,,404.305,420.81,393.17,401.31,391.16,383.29,411.17,399.07,405.12,414.57,,,,,420.41,384.04,,397.53,,,323.88,327.04,338.68,,311.58,,306.05,331.2,314.26,307.49,299.42,287.77,288.88,294.47,311.85,308.525,313.58,302.66,321.41,329.165,,335.25,,,,342.14,337.08,373.16,331.5,345.58,,,,312.02,311.9,319.46,324.1,,306.17,313.49,299.83,404.16,399.12,370.9,373.05,L9
2023-08-03 22:17:19+00:00,,,,,,,313.41,,,,,380.69,395.14,,,339.88,337.27,356.55,,,,332.82,,356.77,380.24,,340.02,,364.56,,,,,381.15,,,,,,,,,,,,,,,,,,,,,,,,,,312.5,,,,,,,,339.37,301.88,,,,359.15,,,,,,,,,,,,303.38,,,,387.21,,,,,,,,L9
2023-09-12 22:17:38+00:00,,,,299.29,288.89,296.75,303.365,307.89,307.22,,,380.69,395.14,,,339.88,337.27,356.55,,,,332.82,,356.77,380.24,,340.02,,364.56,,,,,381.15,,,,,,,,,,,,,,,,,,,,,,,,,296.09,308.055,311.13,305.16,307.58,304.04,301.9,311.11,304.37,339.37,301.88,,,,359.15,,,,,,,,,,,,300.235,295.85,303.76,305.58,387.21,,,,,,,,L8
2023-09-20 22:17:40+00:00,,,302.44,299.525,300.35,310.41499999999996,303.365,327.22,307.22,343.61,,380.69,395.14,,,334.65999999999997,327.28,356.55,330.86,,,346.54999999999995,350.35,341.46500000000003,380.24,,340.02,,364.56,,,,,381.15,,,,,,,,,,,,,,,,,,,332.33,364.49,388.21,,,342.31,313.33,314.0366666666667,316.09000000000003,312.185,313.0,309.975,307.44,315.20000000000005,310.445,324.825,304.555,298.34,307.29,,359.15,,,321.31,314.03,317.28,,310.16,321.19,,,,309.12666666666667,309.725,323.275,323.05499999999995,387.21,,,,,,,,L9
