dates,satname,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026,nzd0445-0003,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0021
1999-11-21 22:12:47.994000,L7,211.27,217.96,233.58,234.97,240.50,230.68,240.98,198.95,204.64,212.06,269.55,286.89,285.47,205.55,220.61,232.61,280.87,224.91,261.74,,,,,,,,
1999-11-21 22:13:11.963000,L7,,,,,,,,,,225.45,261.52,257.73,295.86,191.82,191.66,220.53,268.05,192.14,270.94,,,,,,,,
1999-12-07 22:12:53.785000,L7,419.38,417.77,273.83,269.64,265.71,266.20,259.16,253.93,227.24,336.67,337.70,325.95,343.67,327.90,327.59,324.08,332.62,342.96,359.01,273.10,222.31,318.56,331.31,287.43,337.67,332.97,331.24
1999-12-07 22:13:17.706000,L7,278.94,274.21,272.23,268.69,264.34,264.37,258.33,251.99,225.97,221.86,280.29,326.08,339.94,325.29,321.25,323.11,329.46,341.92,353.71,271.47,221.48,318.28,324.07,286.33,200.54,197.03,324.73
2000-08-19 22:11:01.988000,L7,,,,245.29,242.86,235.79,219.28,194.99,198.66,,,,,,,,,,,,181.45,199.79,,,,,
2000-08-19 22:11:25.950000,L7,,,,,238.68,222.77,,,,,,,,,,,,,,,,,,,,,
2000-11-07 22:10:17.299000,L7,,,,229.02,240.67,228.55,224.77,207.75,195.64,211.38,262.23,257.50,287.56,194.37,207.69,219.76,255.20,204.33,218.22,,,,,,,,
2001-01-26 22:10:54.748000,L7,,,,,,,,,,,,,,,,,247.86,185.91,222.13,,,,,,,,
2001-02-18 22:16:35.003000,L7,248.75,210.87,246.86,227.52,210.50,201.00,205.77,,,,,,,,,,,,,230.50,,,,,,,
2001-02-27 22:10:18.214000,L7,,,,,207.35,212.71,215.87,,,,,,,,,,,,,,,,,,,,
2001-03-31 22:10:31.555000,L7,,,,213.90,227.66,206.99,206.14,190.34,189.58,,,,,,,,,,,,,,,,,,
2002-01-20 22:15:01.686000,L7,253.81,242.65,248.05,232.26,245.52,219.07,215.82,185.07,,231.90,270.98,261.09,291.36,195.93,205.70,224.33,262.09,198.11,264.86,196.33,205.72,206.78,260.34,262.49,271.30,177.73,
2002-01-29 22:09:09.173000,L7,185.89,218.36,231.03,,,,,,,203.69,251.50,245.10,268.24,,184.32,207.42,252.82,203.46,224.05,,,,,,,,
2002-02-05 22:15:01.569000,L7,366.51,325.88,272.33,378.74,394.97,406.73,489.86,413.24,454.60,413.96,338.13,408.24,306.55,297.47,227.94,245.59,268.44,256.65,280.63,268.78,504.59,520.01,374.34,371.13,355.08,364.81,230.88
