dates,satname,nzd0209-0000,nzd0209-0001,nzd0209-0002,nzd0209-0003,nzd0209-0004,nzd0209-0006,nzd0209-0007,nzd0209-0008,nzd0209-0009,nzd0209-0010,nzd0209-0011,nzd0209-0012,nzd0209-0013,nzd0209-0014,nzd0209-0015,nzd0209-0016,nzd0209-0017,nzd0209-0018,nzd0209-0019,nzd0209-0020,nzd0209-0021,nzd0209-0022,nzd0209-0023,nzd0209-0024,nzd0209-0025,nzd0209-0026,nzd0209-0027,nzd0209-0028,nzd0209-0029,nzd0209-0005
2019-11-08 21:54:02.728000,L8,405.41,498.63,254.19,254.95,252.82,254.36,203.55,232.37,272.05,294.97,334.29,333.73,345.02,343.00,325.27,305.59,317.45,325.96,330.12,345.78,202.46,283.41,338.34,308.54,384.33,375.07,316.22,,,249.11
2019-11-24 21:53:59.608000,L8,283.79,259.15,266.49,268.47,273.50,,186.77,231.48,267.05,302.17,337.73,336.82,342.12,342.45,322.69,303.91,313.95,319.64,316.01,301.96,300.25,283.41,287.13,281.21,273.20,262.47,255.11,239.95,,238.90
2020-01-11 21:53:51.736000,L8,275.46,258.98,260.81,263.76,265.40,,189.93,231.82,254.71,288.36,316.44,321.58,333.09,331.06,312.86,291.99,311.28,308.26,309.31,297.25,294.97,280.00,283.14,270.42,259.53,252.76,244.73,234.24,181.26,233.87
2020-01-27 21:53:47.263000,L8,231.08,240.81,246.16,243.22,231.97,,186.59,230.40,253.04,290.06,318.56,319.58,339.34,329.08,311.11,284.48,308.55,307.11,306.69,290.87,291.27,278.99,297.99,268.19,175.24,266.30,285.25,227.26,166.26,199.52
2020-02-12 21:53:42.905000,L8,263.64,234.83,253.58,258.47,261.91,,183.46,223.58,242.70,287.38,314.28,316.20,329.68,328.09,311.02,288.73,308.26,306.40,304.91,287.98,293.17,274.26,277.74,268.77,255.54,249.97,242.91,233.59,184.08,228.73
2020-02-28 21:53:38.517000,L8,288.91,258.33,262.89,268.74,269.22,244.10,183.20,222.77,242.81,291.53,320.04,328.88,336.39,332.97,317.28,330.56,500.52,468.08,469.05,515.26,428.67,481.95,475.28,474.36,471.74,452.75,492.28,513.51,,234.32
2020-03-31 21:53:22.236000,L8,278.78,263.47,267.78,277.29,269.68,,192.88,232.74,268.14,293.18,328.77,330.03,334.51,331.77,312.62,296.59,311.72,310.43,311.68,298.94,295.98,286.61,287.33,277.87,258.14,260.31,259.33,243.73,195.42,238.48
2020-05-18 21:53:06.441000,L8,252.92,272.59,273.22,279.07,290.75,,195.40,241.09,261.82,304.59,326.15,328.95,338.31,336.82,323.91,309.29,314.03,319.41,316.01,307.53,301.53,297.86,296.50,287.86,288.72,276.51,276.07,252.84,199.49,234.91
2020-06-03 21:53:12.345000,L8,,,,,,,170.60,209.25,233.65,236.23,247.68,305.67,314.67,316.69,284.26,202.61,248.43,206.59,262.39,,246.19,251.54,266.04,255.09,238.88,239.24,239.40,228.62,,
2020-10-25 21:54:00.296000,L8,256.59,247.97,260.77,252.12,293.46,186.36,185.05,221.94,253.33,273.43,293.23,325.46,339.91,335.51,319.16,304.10,313.46,317.47,324.76,303.92,302.58,295.03,302.03,296.28,291.03,270.44,256.95,300.62,312.09,207.57
2020-11-10 21:53:57.133000,L8,285.36,265.20,273.48,279.59,280.05,,177.54,211.78,240.08,269.77,281.71,322.00,358.80,351.31,336.29,315.09,337.30,338.17,334.82,307.80,320.92,303.85,298.70,290.98,297.17,276.36,270.85,246.85,185.20,241.45
2020-12-12 21:54:01.522000,L8,265.49,257.38,261.83,257.68,263.43,,180.56,218.29,250.15,278.94,295.28,321.84,334.24,334.85,318.51,298.26,311.08,313.86,311.53,298.71,295.97,282.25,283.72,276.37,263.72,253.28,249.60,233.05,205.85,230.60
2021-01-29 21:53:48.540000,L8,278.41,257.41,261.57,268.72,257.55,,183.36,217.34,241.92,271.17,289.55,309.91,333.14,331.97,313.94,292.20,311.86,310.83,311.09,294.65,293.07,279.02,281.83,277.02,248.95,251.98,247.16,236.44,185.33,234.76
2021-04-03 21:53:26.137000,L8,283.95,263.50,262.74,269.78,265.36,,188.19,226.78,262.79,274.12,275.86,296.81,333.14,331.81,315.16,295.18,312.95,312.21,311.82,298.29,295.89,285.00,286.52,281.08,254.43,261.88,257.13,246.21,200.45,231.96
2021-05-05 21:53:09.749000,L8,253.84,265.70,267.79,276.63,277.12,,194.76,228.69,265.00,276.52,287.77,296.95,336.48,334.72,322.00,304.22,318.26,319.41,315.81,300.47,297.95,293.68,290.50,284.78,276.88,269.73,262.18,249.62,199.49,236.61
2021-06-22 21:53:32.717000,L8,250.04,243.47,256.44,244.90,269.44,276.38,184.57,212.35,228.81,242.25,263.38,290.27,356.70,346.20,329.47,319.05,330.29,329.71,316.93,306.50,301.47,293.31,294.99,284.49,286.32,266.60,261.66,248.88,206.93,301.02
2021-07-08 21:53:34.932000,L8,250.53,257.35,267.33,257.38,258.30,,182.78,215.57,232.45,244.65,264.33,287.80,355.78,350.83,345.23,327.53,340.58,334.95,327.90,316.30,310.65,300.19,303.62,291.30,295.99,275.28,271.41,253.60,208.09,233.29
2021-07-24 21:53:40.405000,L8,,,,,,,172.68,206.85,225.37,236.75,242.27,269.85,333.05,340.26,326.21,311.78,328.10,323.45,321.97,305.64,302.64,300.59,301.36,290.58,296.18,267.59,264.66,257.06,216.90,
2021-08-09 21:53:47.526000,L8,217.23,194.97,208.40,,,,,197.72,210.20,222.93,205.46,246.12,313.41,316.92,302.02,273.90,301.39,299.11,296.13,235.65,277.44,248.83,263.00,233.45,218.01,227.91,232.14,214.91,,
2021-09-10 21:53:56.812000,L8,288.46,258.29,272.66,257.75,245.12,,182.69,217.28,240.97,249.55,264.02,299.39,346.17,351.31,328.89,318.00,344.86,342.20,325.19,341.09,328.95,337.26,298.99,288.30,295.39,273.81,270.40,254.95,181.22,236.16
2021-10-12 21:54:05.415000,L8,,,,,,,,,,,,,,,,,,,,,,,,211.76,215.59,219.73,228.23,201.26,,
2021-12-23 21:53:57.848000,L9,505.13,498.01,279.13,282.94,296.45,341.94,376.80,478.74,465.72,370.93,278.12,302.71,351.34,358.78,353.68,345.38,355.01,357.44,354.58,353.19,399.87,439.25,,,478.08,520.98,544.09,540.44,426.22,344.08
2021-12-31 21:53:55.291000,L8,282.97,262.15,265.31,263.18,288.94,,179.55,213.57,239.80,249.16,249.02,270.83,326.20,339.35,321.49,299.45,316.57,316.81,314.67,300.76,297.52,277.26,284.11,281.30,259.20,255.46,255.15,241.77,177.13,268.04
2022-01-08 21:53:55.798000,L9,323.66,297.89,266.86,271.34,280.94,,178.95,206.70,235.36,251.44,261.21,286.08,344.99,354.59,352.73,304.90,339.19,330.93,325.78,310.49,300.94,286.06,289.60,283.86,274.50,265.56,259.79,250.01,182.04,237.74
2022-04-14 21:53:31.437000,L9,308.03,265.50,267.15,275.51,265.66,,184.55,210.23,243.03,248.24,262.36,269.78,327.59,335.24,321.13,313.04,313.35,313.51,309.97,302.72,301.89,293.06,287.77,281.12,290.66,271.95,267.95,255.27,196.90,256.24
2022-04-22 21:53:28.835000,L8,284.19,259.52,268.58,270.14,256.75,,170.26,203.28,233.26,245.72,253.05,267.82,325.65,334.29,314.57,306.19,315.38,310.29,308.76,298.44,301.20,287.59,285.44,277.37,287.37,266.91,264.79,254.45,189.61,241.03
2022-04-30 21:53:24.906000,L9,,,,,,,175.13,193.46,214.89,216.17,176.14,239.81,241.05,229.36,275.26,292.31,307.12,303.98,301.88,277.92,289.20,248.39,266.94,259.48,259.42,255.37,254.80,241.70,183.63,
2022-05-16 21:53:14.305000,L9,260.58,275.69,283.49,286.81,273.61,,177.88,214.34,240.76,251.43,267.24,285.24,351.81,374.42,345.02,320.47,331.19,342.64,316.68,326.38,325.90,326.67,315.29,302.37,304.46,286.31,291.31,278.10,194.08,260.87
2022-05-24 21:53:36.556000,L8,259.76,277.81,278.87,280.97,277.62,,188.94,213.45,246.76,265.88,266.73,280.69,338.09,346.58,327.81,322.13,323.90,325.54,315.71,312.84,312.83,302.79,298.70,296.77,297.47,283.78,283.05,267.43,198.13,260.07
2022-06-25 21:53:54.601000,L8,,220.03,243.28,234.08,230.08,,,189.59,215.02,228.15,241.95,259.28,313.29,320.52,300.62,273.05,302.13,298.38,288.21,248.75,271.89,229.32,250.11,236.04,240.17,240.48,249.93,238.98,,
2022-07-03 21:53:32.375000,L9,250.14,258.63,263.66,261.49,266.69,,181.89,218.40,239.11,256.76,266.89,284.00,339.26,346.77,325.98,319.48,324.74,322.83,314.89,310.10,306.79,299.80,295.98,289.24,296.79,278.41,272.66,267.80,199.99,239.94
2022-08-04 21:53:47.033000,L9,,,,,,,,182.26,209.05,225.33,237.13,257.19,177.11,195.15,190.15,169.64,181.97,177.63,177.40,247.30,273.51,232.39,251.01,211.54,230.53,230.31,241.41,225.19,,
2022-08-12 21:54:11.286000,L8,260.00,252.31,253.23,256.07,258.18,,178.10,207.84,240.37,259.24,268.58,286.21,340.19,344.92,327.12,319.36,324.72,323.21,315.93,308.44,309.78,297.76,297.27,289.04,294.75,272.26,270.69,257.31,195.77,229.13
2022-08-20 21:53:53.868000,L9,286.19,262.14,268.51,266.49,269.57,356.49,351.18,310.83,243.38,256.58,271.07,290.04,344.71,350.38,329.45,324.01,337.06,337.76,320.99,319.90,321.03,305.74,307.48,293.42,298.01,279.07,275.06,267.34,196.34,249.70
2022-08-28 21:54:12.589000,L8,223.93,222.80,231.46,,,,,185.51,211.10,227.20,238.03,258.97,313.65,321.43,301.88,293.01,301.14,299.46,296.80,274.05,281.47,249.15,266.11,242.45,246.54,240.75,247.16,229.51,,
2022-09-05 21:53:54.124000,L9,230.95,222.54,227.53,210.41,219.06,,,187.40,215.95,231.41,242.09,261.57,313.82,321.75,302.76,292.99,302.97,299.92,295.38,278.47,284.63,251.73,268.04,244.90,245.74,242.89,247.13,229.84,,
2022-10-23 21:54:07.910000,L9,290.23,257.49,264.27,255.40,251.51,,182.23,218.85,237.56,244.16,259.32,279.82,336.85,349.02,331.54,320.44,327.99,322.98,316.85,306.77,311.54,297.95,296.16,290.46,290.64,271.19,267.80,251.02,194.37,256.64
2022-11-24 21:54:07.607000,L9,307.52,269.37,271.50,266.18,263.37,,171.87,203.39,235.43,253.33,267.55,295.19,346.53,354.90,344.22,331.41,336.99,335.71,327.88,316.71,320.10,308.48,308.85,298.50,303.46,280.45,273.89,263.98,183.64,253.20
2022-12-02 21:54:14.237000,L8,292.97,256.75,262.58,252.82,255.92,,178.85,206.69,236.26,259.27,261.64,202.06,,,392.01,375.23,366.53,,,,,,,,,,246.46,354.38,471.40,257.36
2022-12-26 21:54:05.616000,L9,291.19,260.55,267.78,256.84,267.05,,176.52,203.22,224.16,243.83,254.81,273.88,330.72,347.16,328.46,314.53,323.30,321.81,314.47,304.25,303.07,289.74,289.76,289.52,280.61,270.59,263.75,250.06,177.39,252.35
2023-01-19 21:53:58.846000,L8,307.34,274.22,275.96,259.47,249.11,,176.01,216.03,242.89,255.83,284.36,291.24,334.50,347.20,326.94,349.78,326.82,319.95,320.48,305.73,302.67,292.13,293.91,290.63,290.49,271.17,266.27,250.95,184.36,259.03
2023-02-28 21:53:56.178000,L9,274.06,261.06,265.69,240.48,225.17,,,215.56,240.28,212.59,266.15,,285.65,332.63,324.01,310.82,325.40,318.82,312.34,298.41,300.11,284.49,281.54,273.28,275.00,255.69,246.35,238.92,184.23,236.59
2023-03-08 21:53:38.861000,L8,280.02,261.79,267.25,241.49,229.51,,,204.56,237.81,240.99,262.47,275.37,330.30,347.35,325.26,310.83,348.20,320.92,313.43,300.15,299.73,284.67,283.34,276.12,275.14,259.47,251.87,239.27,182.28,248.56
2023-03-24 21:53:30.443000,L8,260.93,255.07,266.73,245.23,225.33,,167.98,210.47,237.99,240.62,260.75,274.91,327.96,336.76,321.63,306.98,321.97,318.06,310.59,296.06,299.07,281.12,282.96,274.77,274.05,258.30,250.11,237.53,,242.79
2023-04-17 21:53:31.690000,L9,323.49,260.22,259.23,242.76,224.99,,171.73,209.37,242.60,270.13,256.93,279.23,336.77,344.26,325.51,309.06,325.93,320.81,318.19,301.85,300.57,294.98,288.30,284.16,289.43,299.24,330.51,269.80,205.23,223.83
2023-04-25 21:53:11.221000,L8,360.77,361.90,354.46,358.79,451.61,511.36,468.73,331.04,348.34,355.60,348.12,354.62,372.61,379.68,366.93,361.07,356.97,358.65,354.47,349.36,346.44,351.85,359.26,358.85,344.92,351.97,351.51,338.08,321.24,455.56
2023-05-11 21:52:58.358000,L8,265.99,272.60,272.81,257.66,251.56,,,211.54,240.68,265.80,273.61,292.96,341.27,369.00,352.65,326.09,350.02,351.00,344.91,323.30,310.46,309.68,309.50,293.26,301.19,277.40,273.99,257.69,193.71,247.64
2023-06-12 21:53:07.226000,L8,253.65,257.42,271.34,257.35,246.10,,176.60,224.37,243.32,257.80,273.75,296.16,342.38,372.31,342.23,329.10,340.45,334.15,326.58,316.20,313.87,307.20,304.95,295.28,301.89,279.74,272.55,262.89,200.84,239.47
2023-06-28 21:53:15.126000,L8,264.32,259.07,264.34,256.37,250.78,,177.56,218.91,239.07,255.11,278.52,295.54,357.83,368.83,340.00,331.75,339.14,334.05,354.36,321.89,343.90,323.59,326.27,364.14,365.85,426.54,,,,242.39
2023-07-14 21:53:22.893000,L8,259.36,264.50,279.21,275.34,264.22,,179.57,220.77,245.53,275.83,292.98,305.26,356.69,362.54,350.26,341.22,345.33,339.57,342.57,345.85,331.15,319.59,319.05,301.11,314.71,282.89,283.09,272.23,200.69,248.96
2023-07-22 21:53:15.800000,L9,259.51,257.34,257.64,229.68,217.64,,,191.81,212.23,231.10,283.84,346.57,359.46,358.91,351.76,360.21,352.95,351.62,353.15,348.23,319.09,310.43,310.16,298.98,304.66,350.66,331.98,342.06,333.62,
2023-07-30 21:53:30.466000,L8,,,,,,,,184.97,210.42,224.03,231.58,256.42,315.49,327.27,308.12,293.71,306.14,304.10,301.84,274.95,282.10,253.85,264.46,207.07,236.45,235.22,235.06,213.65,,
2023-08-07 21:53:26.257000,L9,328.65,263.15,274.83,264.41,262.60,,176.24,213.44,213.82,228.50,232.59,286.93,349.53,358.27,347.91,332.96,342.61,345.10,327.86,320.24,318.10,309.75,308.89,295.54,306.55,280.14,273.78,266.61,186.45,248.19
2023-08-23 21:53:32.316000,L9,218.72,165.12,170.53,172.69,205.41,,,,,,,259.58,167.24,283.07,292.81,295.19,311.22,308.48,302.53,,,273.28,277.20,209.70,,,,,,
2023-08-31 21:53:40.223000,L8,299.13,262.13,268.57,256.60,244.45,,172.96,217.48,242.57,259.81,274.03,294.27,344.44,350.80,333.68,324.44,335.57,331.10,321.64,318.83,311.21,306.01,299.46,292.71,297.11,276.31,266.13,257.07,193.39,240.34
2023-09-16 21:53:44.465000,L8,303.16,260.29,268.84,262.84,245.83,,172.12,211.70,243.25,254.97,272.54,293.78,341.74,348.03,334.41,326.49,333.77,329.46,327.00,313.68,312.99,303.84,299.93,292.59,297.62,275.03,271.29,256.28,199.97,237.49
2023-10-02 21:53:47.913000,L8,328.18,263.45,275.48,267.59,254.54,,173.55,214.53,241.11,249.99,281.90,301.37,355.50,372.97,373.82,346.66,402.58,,,401.04,325.10,298.97,287.69,282.15,301.97,279.14,273.61,261.19,189.48,247.65
2023-10-10 21:53:51.033000,L9,276.75,252.99,261.54,247.33,233.34,,167.94,214.12,341.41,358.68,310.44,305.16,365.67,379.16,327.51,486.25,488.89,321.66,307.26,305.00,302.60,294.79,286.79,283.11,293.94,275.12,266.89,249.03,180.50,228.11
2023-10-18 21:53:49.019000,L8,303.94,261.10,271.39,259.80,244.79,,174.57,218.86,241.11,254.01,269.14,288.05,338.37,349.56,336.74,326.90,334.60,335.37,325.37,315.06,309.98,302.87,298.05,289.38,296.82,274.06,267.39,254.85,194.01,240.23
2023-11-03 21:53:52.735000,L8,359.41,334.87,298.92,337.66,339.78,,172.46,213.95,302.71,341.71,347.02,357.91,364.47,372.39,361.98,360.73,353.69,361.92,354.90,348.62,353.97,348.41,352.91,357.13,354.08,344.82,356.56,342.05,344.31,343.86
2023-11-11 21:53:51.231000,L9,229.57,225.82,233.88,200.27,205.86,,,177.03,204.04,220.97,221.22,249.90,305.87,324.54,307.05,290.30,214.86,,,242.90,275.35,270.27,265.81,210.31,221.24,228.70,228.98,209.01,,
2023-11-27 21:53:59.270000,L9,,,159.26,408.15,475.74,319.16,465.29,255.35,264.78,261.18,334.76,387.77,499.72,436.41,469.82,370.05,438.78,328.01,327.24,310.65,315.80,306.20,321.12,291.30,300.14,284.15,266.63,256.11,191.76,300.05
2023-12-13 21:53:58.396000,L9,298.97,264.41,266.80,263.04,250.83,,170.27,208.27,239.79,255.16,259.39,282.83,334.14,346.83,329.07,317.23,324.32,322.47,320.72,308.08,303.76,295.91,296.16,287.55,290.57,271.14,263.25,250.64,181.06,246.84
2024-01-22 21:53:44.081000,L8,207.99,269.57,287.49,265.24,256.65,,,,234.80,265.09,261.94,273.07,337.14,347.81,326.23,310.32,331.61,323.15,317.62,301.68,298.92,289.39,292.18,272.63,281.37,266.97,256.31,243.58,179.85,248.10
2024-02-07 21:53:46.753000,L8,301.92,267.58,271.83,273.39,264.18,,176.40,216.56,239.66,249.54,258.35,282.59,332.28,345.59,328.76,316.01,325.73,321.55,321.25,305.24,302.16,293.72,296.14,289.31,289.01,269.49,260.87,250.48,186.45,250.08
2024-02-15 21:53:54.385000,L9,279.55,252.02,251.74,255.99,245.12,,,203.57,227.99,233.24,250.42,279.42,361.58,494.24,482.46,352.11,324.43,,,,,,,273.39,332.43,299.96,282.53,283.94,,235.72
2024-02-23 21:53:43.093000,L8,297.90,270.76,267.75,273.72,264.56,,178.17,215.75,240.46,249.77,260.88,282.90,333.12,346.23,329.35,315.69,325.49,324.28,322.38,311.40,303.23,295.11,296.57,290.59,290.20,270.90,260.62,251.88,188.88,248.85
2024-03-10 21:53:31.716000,L8,297.11,268.68,270.34,271.75,266.89,,176.79,219.40,240.89,254.02,258.58,283.85,333.04,346.78,331.93,316.39,323.74,320.74,318.77,308.06,302.62,294.07,295.11,287.79,284.48,270.12,259.12,247.94,188.81,248.36
2024-03-18 21:53:49.665000,L9,301.48,266.81,268.33,272.08,265.79,,178.27,216.63,237.71,253.00,258.64,283.96,332.54,346.12,331.32,316.20,325.47,324.07,321.85,307.82,303.68,295.73,296.93,291.23,292.19,270.90,263.81,253.96,195.93,250.54
2024-03-26 21:53:16.812000,L8,290.39,256.68,261.72,265.13,254.00,,172.37,203.98,232.41,253.62,252.36,279.70,329.04,341.68,327.69,315.31,328.83,322.69,316.97,302.67,300.82,292.44,294.00,286.31,417.52,410.86,324.94,,202.24,239.04
2024-04-27 21:53:04.874000,L8,301.44,273.30,276.05,282.01,271.72,,180.14,218.46,243.49,271.25,270.72,296.78,362.77,367.27,362.61,360.09,351.61,350.69,327.87,316.91,312.20,303.33,304.12,295.49,298.80,279.48,273.94,262.88,199.85,252.79
2024-05-05 21:53:16.802000,L9,298.10,279.70,278.91,282.37,275.60,,185.49,227.49,244.74,273.92,275.33,320.32,363.83,359.84,349.78,333.87,342.89,346.31,330.25,392.20,331.02,308.05,533.53,452.08,418.42,532.44,288.36,324.42,312.32,258.85
2024-05-21 21:53:07.832000,L9,259.30,275.77,266.86,261.99,266.27,168.34,185.46,220.91,259.00,300.68,521.03,468.91,480.31,488.47,472.29,337.22,338.82,335.36,331.89,326.68,317.13,334.25,375.21,435.57,464.83,499.70,487.89,462.36,446.77,254.26
2024-05-29 21:52:42.839000,L8,258.08,266.31,270.13,277.43,271.43,,175.75,218.90,242.90,273.00,271.33,295.31,354.54,368.37,355.80,337.72,340.34,342.71,331.22,319.91,312.13,306.80,304.59,295.74,302.58,278.10,275.65,265.09,203.99,250.52
2024-06-14 21:52:47.520000,L8,263.71,275.25,277.45,280.15,284.70,,185.32,225.37,247.57,304.02,280.35,309.01,349.91,358.77,350.08,337.70,341.55,342.13,343.06,330.00,323.53,317.04,316.95,300.55,313.15,286.81,286.69,273.48,203.96,266.77
2024-07-08 21:53:01.737000,L9,251.96,262.64,261.61,263.94,266.56,,171.71,219.68,236.19,268.35,270.59,295.98,359.27,370.11,363.23,332.33,335.54,356.24,330.39,320.25,311.29,307.34,303.21,293.76,300.59,279.21,271.08,264.31,197.64,241.44
2024-07-24 21:53:05.581000,L9,255.84,262.76,265.46,272.75,259.89,,171.96,214.87,236.67,271.22,273.67,299.01,352.80,350.92,345.26,335.86,346.91,344.42,335.41,324.93,315.56,308.86,304.54,295.00,310.27,280.73,271.50,261.42,190.88,242.96
2024-08-25 21:53:26.860000,L9,240.01,229.22,235.65,221.04,220.05,,,190.46,213.76,221.35,220.32,207.53,204.59,327.72,315.06,306.30,310.63,308.91,304.47,283.96,291.08,280.77,277.92,250.38,267.68,241.77,244.56,195.15,,
2024-09-10 21:53:28.798000,L9,326.50,270.38,278.53,278.49,275.09,,179.54,217.92,312.20,281.47,276.98,302.10,353.14,365.46,349.21,337.03,338.43,345.48,332.22,330.19,324.78,320.40,305.87,296.91,315.65,285.22,282.00,267.77,192.57,267.66
2024-10-04 21:53:32.935000,L8,249.59,238.43,240.43,233.51,234.27,,,,,,,,,,314.42,314.45,314.19,314.05,308.50,295.07,296.83,286.52,280.47,273.59,279.75,256.96,250.51,232.03,,217.94
2024-10-12 21:53:39.268000,L9,292.84,260.44,263.68,266.66,259.36,,182.40,214.96,240.26,258.16,267.86,293.59,344.41,366.81,348.03,331.17,330.22,339.45,321.74,318.00,315.46,307.34,300.36,291.72,302.09,282.84,271.51,257.22,194.46,252.05
2024-10-20 21:53:45.329000,L8,293.43,257.30,259.70,258.26,254.08,,178.64,213.72,230.73,247.20,276.83,292.42,360.98,369.05,351.70,332.59,334.48,350.74,324.71,314.11,308.81,304.76,302.98,290.01,297.35,282.06,264.78,255.84,183.59,236.85
2024-10-28 21:53:49.531000,L9,292.72,263.20,270.25,269.24,276.56,,179.94,217.31,274.83,315.25,312.69,339.30,342.01,372.35,374.34,360.47,371.25,383.13,424.45,505.17,520.00,318.33,303.04,285.50,297.92,283.66,270.95,256.07,187.29,247.45
2024-12-23 21:53:43.692000,L8,282.68,256.31,255.91,257.66,255.26,,170.68,213.21,236.49,246.58,253.24,280.93,332.18,345.92,330.83,316.95,326.66,336.54,321.40,311.34,301.67,296.53,296.70,288.07,292.66,275.78,260.03,251.91,180.28,243.00
2024-12-31 21:53:47.312000,L9,287.38,264.15,265.72,260.10,258.69,,174.54,212.08,231.55,244.93,259.11,277.09,344.58,351.92,349.14,318.19,333.90,344.99,321.55,308.19,300.23,291.74,294.12,285.89,285.86,273.13,262.85,250.87,182.43,249.99
2025-02-09 21:53:42.442000,L8,296.28,268.90,275.67,279.71,263.41,,176.82,210.96,243.03,257.49,270.25,289.73,334.30,345.95,331.82,316.94,324.75,323.42,319.54,310.03,302.60,296.32,297.67,290.32,293.21,276.73,265.00,253.68,189.07,249.46
2025-02-25 21:53:31.115000,L8,295.00,266.30,266.37,271.36,265.49,,176.90,201.50,221.57,231.94,255.00,282.75,331.36,346.30,332.93,317.19,325.67,322.60,319.83,308.98,302.29,296.16,297.77,291.58,293.36,277.06,265.66,254.06,178.74,252.21
2025-03-05 21:53:44.923000,L9,326.55,328.96,325.76,322.52,326.57,323.37,457.04,427.80,514.77,351.07,341.86,357.87,362.52,370.73,365.76,358.95,353.86,354.39,351.04,359.56,318.14,358.58,362.68,361.10,356.60,293.83,292.14,272.31,193.97,331.44
2025-03-21 21:53:32.179000,L9,354.04,275.17,282.43,292.14,303.51,273.98,178.82,215.71,239.44,258.57,264.34,285.21,345.44,350.87,350.81,327.42,338.76,343.42,332.28,321.02,303.97,299.90,301.33,293.55,298.15,280.89,273.51,261.49,193.17,299.18
2025-03-29 21:53:19.999000,L8,292.82,263.63,267.67,273.06,259.65,,173.99,203.51,236.25,232.16,253.85,283.17,337.31,345.74,335.61,319.40,325.90,324.13,321.40,309.84,302.94,297.29,299.58,291.82,296.00,279.08,270.17,257.81,188.82,245.85
2025-04-06 21:53:31.771000,L9,301.23,263.50,277.14,280.64,282.15,,177.73,218.20,248.12,313.83,279.06,300.97,353.03,364.50,352.23,339.41,339.84,341.34,338.67,338.42,338.17,318.49,325.18,299.98,319.00,313.87,281.74,270.82,198.48,258.07
2025-05-16 21:53:05.309000,L8,258.55,256.90,258.70,271.11,259.37,,171.93,213.73,230.20,254.43,268.83,290.72,341.09,349.74,342.69,331.37,330.93,330.16,326.17,315.28,311.95,306.12,305.33,295.32,303.82,285.28,274.20,263.56,193.41,238.36
2025-05-24 21:53:09.627000,L9,260.60,271.65,268.51,276.81,275.78,,175.60,225.23,242.19,312.75,287.84,300.36,350.04,362.50,351.28,337.40,337.84,335.68,332.51,326.91,322.98,311.06,316.17,300.26,313.07,292.31,284.14,270.11,183.77,258.46
2025-06-01 21:53:08.733000,L8,260.98,270.67,267.77,275.44,273.98,,174.91,221.92,250.93,316.35,292.95,302.85,355.04,369.20,363.24,340.79,363.23,347.87,347.38,325.91,329.70,313.61,318.20,300.46,309.53,292.80,283.97,270.33,202.67,252.01
2025-06-09 21:53:09.796000,L9,263.30,271.41,269.52,281.50,279.63,,182.72,224.96,247.09,320.06,297.23,309.17,355.52,366.20,358.32,347.60,345.48,344.45,342.52,331.35,323.89,320.59,319.36,304.10,317.88,295.36,284.88,275.19,203.44,252.26
2025-06-17 21:53:20.455000,L8,,,,,,,,,,,,243.68,316.94,326.35,309.97,294.52,164.21,185.30,194.65,165.18,172.02,174.84,160.23,239.99,241.55,244.08,247.93,215.50,,
2025-06-25 21:53:21.635000,L9,,225.29,238.13,227.02,217.40,,,190.69,212.96,226.06,238.31,269.00,321.41,332.53,323.19,311.72,315.40,313.35,309.65,293.32,294.13,282.84,284.99,271.72,277.36,260.50,252.34,237.83,,
2025-07-11 21:53:24.642000,L9,265.57,276.74,274.22,283.14,283.01,,179.71,229.30,255.14,333.57,330.78,356.75,363.14,372.56,361.21,354.52,348.85,347.60,348.69,335.84,334.59,328.86,328.89,324.04,327.99,313.50,297.39,280.78,203.51,252.41
2025-08-12 21:53:43.900000,L9,283.07,250.06,257.29,253.92,265.74,,181.17,216.21,245.96,268.40,271.09,347.08,357.22,371.80,362.53,331.95,338.20,349.84,327.65,314.41,311.08,306.62,303.06,294.39,303.97,286.21,269.96,261.76,193.00,235.26
2025-08-28 21:53:47.523000,L9,294.06,258.03,259.42,255.61,253.35,,173.13,215.83,243.87,308.81,268.08,293.72,341.12,353.68,346.37,332.31,333.82,343.13,352.59,317.25,315.52,307.73,302.24,293.20,308.74,285.44,270.70,260.48,180.94,234.11
2025-09-29 21:53:57.020000,L9,307.25,261.32,266.68,265.39,265.88,,181.83,215.06,242.46,315.78,273.06,299.21,339.67,350.56,342.87,333.66,329.59,330.70,327.35,320.12,318.08,307.57,306.75,297.04,305.65,293.86,275.66,263.89,185.91,248.94
2025-10-15 21:54:03.410000,L9,302.81,259.82,265.07,260.44,262.93,,176.94,214.88,230.39,315.40,272.25,297.18,337.91,350.07,343.24,332.50,328.13,326.38,329.43,318.57,322.53,306.51,302.87,296.41,304.49,290.30,274.07,261.89,178.12,245.98
2025-10-31 21:53:57.850000,L9,,,,,,,,,,,,,267.05,322.88,,,,,,,262.73,243.10,265.01,,,,,,,
