dates,satname,nzd0093-0000,nzd0093-0001,nzd0093-0002,nzd0093-0003,nzd0093-0004,nzd0093-0005,nzd0093-0006,nzd0093-0007
2007-02-13 22:06:47.368000,L5,334.58,332.39,356.19,360.03,354.20,350.21,365.09,372.99
2008-02-16 22:02:22.163000,L5,,,,,,300.33,305.53,327.35
2010-02-21 22:02:44.773000,L5,305.61,305.70,,,,,,330.63
2011-01-07 22:01:44.406000,L5,306.07,305.74,,337.09,330.25,303.55,327.20,339.60
2011-03-12 22:01:43.554000,L5,295.98,301.00,,329.29,327.74,305.22,312.19,338.67
2011-03-28 22:01:38.376000,L5,309.22,307.74,,332.37,331.67,296.13,312.16,331.24
2011-04-13 22:01:34.017000,L5,301.47,307.10,,328.26,325.08,297.38,320.55,336.76
2011-09-04 22:00:27.603000,L5,296.82,310.23,293.33,334.98,334.97,300.54,323.79,346.96
2013-05-20 22:13:50.559000,L8,,,,337.15,337.29,286.14,,
2013-06-21 22:13:43.313000,L8,,,,337.21,340.05,330.04,304.61,341.50
2013-09-09 22:13:49.699000,L8,,,,328.16,336.02,319.55,304.66,341.64
2013-10-11 22:13:41.596000,L8,308.89,322.61,293.84,336.13,334.56,320.14,302.68,344.94
2013-10-27 22:13:31.854000,L8,,,,,,,,341.88
2013-11-12 22:13:32.202000,L8,316.64,325.12,339.84,337.58,337.87,329.10,330.31,347.48
2013-12-14 22:13:21.591000,L8,,,,,333.77,282.32,296.60,340.53
2014-02-16 22:12:38.819000,L8,,,,,330.99,267.36,298.60,331.82
2014-03-20 22:12:13.789000,L8,310.89,,,,,,,327.88
2014-04-21 22:11:42.175000,L8,,,,339.85,343.12,311.53,319.95,345.40
2014-07-26 22:11:43.162000,L8,,,,326.95,336.99,290.12,298.11,335.14
2014-10-14 22:12:02.705000,L8,,,,329.70,334.39,297.10,305.77,342.56
2014-10-30 22:11:58.859000,L8,,304.60,333.65,344.86,338.40,331.80,335.16,349.70
2014-12-01 22:12:00.318000,L8,311.22,,,,,,,289.28
2015-05-10 22:10:52.487000,L8,,,,324.26,335.83,284.23,306.11,343.14
2015-07-29 22:11:25.856000,L8,299.47,329.09,341.34,338.13,340.87,330.45,320.13,346.74
2015-08-14 22:11:31.426000,L8,305.27,326.76,292.69,335.98,337.43,326.62,322.92,346.93
2016-02-22 22:11:42.580000,L8,,,,335.82,333.29,285.21,309.70,342.08
2016-03-09 22:11:40.902000,L8,312.99,324.10,,330.06,327.53,295.86,311.65,341.96
2016-03-25 22:11:32.353000,L8,,,,,,,,338.91
2016-05-12 22:11:20.683000,L8,,,,333.82,336.31,286.15,299.25,341.02
2016-08-16 22:11:53.694000,L8,306.21,326.77,292.96,337.36,338.95,329.03,331.43,345.08
2016-11-04 22:12:09.415000,L8,,,,328.86,325.66,296.09,323.51,340.57
2016-11-20 22:12:09.409000,L8,,,,323.83,318.08,314.81,304.01,328.14
2017-06-16 22:11:31.847000,L8,,,,303.43,337.36,293.84,319.72,339.95
2017-08-19 22:11:53.133000,L8,,,,337.27,336.82,297.03,320.39,339.37
2018-01-26 22:11:45.215000,L8,,,,,326.44,290.49,301.90,
2018-08-06 22:11:10.291000,L8,,,,336.07,338.36,330.38,322.83,343.40
2018-09-07 22:11:24.397000,L8,298.97,328.44,291.88,336.34,336.60,328.90,335.13,340.17
2019-03-02 22:11:29.304000,L8,308.22,326.50,,,,,,284.81
2019-07-08 22:11:44.725000,L8,,,,301.90,339.88,308.37,320.67,343.12
2019-08-09 22:11:55.358000,L8,,,,295.36,336.01,290.29,299.74,
2020-02-01 22:11:53.781000,L8,364.89,380.99,383.66,388.43,392.28,388.81,381.22,405.14
2020-05-07 22:11:12.613000,L8,,,,,,,,340.61
2020-07-10 22:11:39.723000,L8,,,,,,,302.37,342.42
2020-07-26 22:11:44.648000,L8,,,,312.46,338.44,306.27,330.30,344.72
2020-08-27 22:11:56.368000,L8,290.27,324.02,,295.44,337.41,304.28,302.41,310.78
2020-12-17 22:12:09.375000,L8,310.69,,,,,,,
2021-02-19 22:11:51.945000,L8,310.51,325.28,,,,,,
2021-04-24 22:11:25.382000,L8,,,,,,,,308.49
2021-06-11 22:11:38.046000,L8,,,,302.29,336.26,297.24,,
2021-07-13 22:11:43.513000,L8,,,,323.46,337.21,301.88,304.45,308.15
2021-11-06 22:12:48.299000,L9,,,,,,,297.61,305.19
2021-11-18 22:12:08.776000,L8,,,,323.04,333.74,295.85,318.22,341.89
2022-01-29 22:12:05.530000,L9,,,,,336.71,293.20,293.15,
2022-02-14 22:12:01.049000,L9,,,,,,,,302.36
2022-02-22 22:11:50.626000,L8,,,,321.45,335.42,292.86,301.55,341.69
2022-05-21 22:11:19.594000,L9,,,,,,,,300.85
2022-06-14 22:11:59.156000,L8,,,,303.99,339.52,293.72,302.15,343.09
2022-07-16 22:12:03.012000,L8,,,,,,,301.30,307.36
2022-08-09 22:11:58.475000,L9,,,,332.89,337.68,323.73,335.07,345.49
2022-11-13 22:12:17.201000,L9,,,,,,,,299.76
2023-02-09 22:12:09.040000,L8,,,,,,,312.23,341.22
2023-03-05 22:12:01.427000,L9,,,,302.49,335.09,289.91,,303.88
2023-03-13 22:11:47.152000,L8,,,,,,,298.80,340.25
2023-03-21 22:11:55.188000,L9,300.74,,,,,,320.13,340.47
2023-03-29 22:11:37.049000,L8,355.44,355.07,380.09,373.91,371.40,371.68,387.90,390.46
2023-06-09 22:11:12.914000,L9,,,,,,,283.82,347.31
2023-06-17 22:11:17.056000,L8,,,,,,,,342.04
2023-08-28 22:11:44.258000,L9,,,,324.18,337.28,318.38,319.95,296.08
2023-09-13 22:11:53.459000,L9,298.37,313.01,,,,,,
2023-11-24 22:12:03.999000,L8,308.01,317.62,288.28,324.48,334.90,319.97,330.21,342.87
2024-01-03 22:12:03.955000,L9,,,,,,,,340.68
2024-01-11 22:11:56.446000,L8,,,,,,,,342.61
2024-02-04 22:12:07.739000,L9,,,,325.43,333.78,291.37,295.33,340.57
2024-03-15 22:11:37.973000,L8,310.30,334.01,,,336.90,296.45,297.30,309.51
2024-04-16 22:11:19.307000,L8,303.10,328.67,,,,,,308.47
2024-05-02 22:11:08.519000,L8,312.76,333.93,,335.99,341.67,330.14,334.26,355.50
2024-05-10 22:11:24.784000,L9,300.68,327.58,,326.28,337.14,329.16,327.62,349.28
2024-05-26 22:11:12.218000,L9,,,,,,,,302.21
2024-06-11 22:11:06.286000,L9,,,,324.97,335.44,328.17,327.72,341.48
2024-08-06 22:11:21.454000,L8,296.03,326.02,,322.11,337.00,293.72,329.08,344.92
2024-08-22 22:11:34.534000,L8,,,,320.97,331.30,293.26,314.65,341.62
2024-12-04 22:12:00.480000,L9,316.84,326.27,329.83,338.32,340.91,332.55,341.68,353.08
2025-01-05 22:11:55.058000,L9,,,,,324.07,289.38,296.59,
2025-03-26 22:11:41.456000,L9,310.61,328.68,,,,,,
2025-05-13 22:11:22.590000,L9,,,,,,,,303.91
2025-05-21 22:11:16.046000,L8,,,,,336.99,292.14,297.96,284.90
2025-06-22 22:11:31.725000,L8,,,,,,,298.35,312.77
2025-07-16 22:11:36.965000,L9,,,,298.55,334.43,287.15,301.48,341.01
2025-08-01 22:11:42.925000,L9,,,,,,,299.33,312.51
2025-08-09 22:11:49.526000,L8,,,,,,,301.11,341.54
2025-10-04 22:12:06.102000,L9,,,,,322.02,289.17,299.13,341.07
2025-11-05 22:12:10.440000,L9,307.80,324.36,,308.05,315.67,294.31,303.36,345.02
