dates,satname,nzd0088-0000,nzd0088-0001,nzd0088-0002,nzd0088-0003
2018-08-06 22:11:10.291000,L8,,264.94,293.57,297.61
2018-09-07 22:11:24.397000,L8,309.42,272.81,290.75,298.38
2019-05-21 22:11:27.314000,L8,,264.12,295.49,298.98
2019-06-22 22:11:40.996000,L8,,261.17,294.24,299.45
2019-07-08 22:11:44.725000,L8,,260.63,289.83,297.53
2019-08-09 22:11:55.358000,L8,339.14,302.74,317.75,317.83
2020-02-01 22:11:53.781000,L8,299.17,,,
2020-05-07 22:11:12.613000,L8,303.77,272.73,294.84,298.14
2020-07-10 22:11:39.723000,L8,,262.42,291.21,297.99
2020-07-26 22:11:44.648000,L8,295.95,266.66,280.22,293.61
2020-08-27 22:11:56.368000,L8,319.36,300.22,307.81,308.24
2020-12-17 22:12:09.375000,L8,358.85,323.24,319.82,329.77
2021-02-03 22:11:56.237000,L8,366.22,342.74,337.46,355.35
2021-02-19 22:11:51.945000,L8,344.29,301.46,315.74,315.02
2021-05-26 22:11:31.065000,L8,,262.84,289.10,300.72
2021-07-13 22:11:43.513000,L8,301.98,,,
2021-10-01 22:12:10.732000,L8,309.41,279.38,292.38,276.71
2021-10-17 22:12:14.625000,L8,298.48,267.94,276.29,275.13
2021-11-06 22:12:48.299000,L9,325.83,306.38,310.68,314.11
2021-11-18 22:12:08.776000,L8,315.73,284.93,300.08,301.36
2022-01-13 22:12:02.740000,L9,297.99,259.26,,
2022-01-21 22:11:59.917000,L8,363.45,347.14,316.33,321.17
2022-01-29 22:12:05.530000,L9,327.58,282.86,301.88,305.06
2022-02-22 22:11:50.626000,L8,320.02,283.27,305.87,305.52
2022-05-05 22:11:31.114000,L9,,242.38,280.64,290.59
2022-05-21 22:11:19.594000,L9,311.66,262.95,290.07,284.57
2022-06-14 22:11:59.156000,L8,,259.99,292.50,298.67
2022-07-08 22:11:39.226000,L9,,258.01,288.13,298.54
2022-07-16 22:12:03.012000,L8,320.29,283.51,308.76,309.89
2022-08-09 22:11:58.475000,L9,305.03,261.43,279.75,290.66
2023-02-09 22:12:09.040000,L8,305.27,271.83,285.94,293.39
2023-03-05 22:12:01.427000,L9,314.46,278.68,288.54,298.66
2023-03-13 22:11:47.152000,L8,367.10,348.41,343.63,329.16
2023-03-21 22:11:55.188000,L9,358.42,310.17,322.12,322.16
2023-03-29 22:11:37.049000,L8,363.55,359.48,335.53,343.98
2023-05-16 22:11:04.371000,L8,328.87,286.14,313.26,316.19
2023-06-09 22:11:12.914000,L9,313.37,266.93,300.56,302.77
2023-06-17 22:11:17.056000,L8,321.84,273.06,308.39,309.43
2023-07-11 22:11:24.365000,L9,,,295.88,299.95
2023-07-27 22:11:26.959000,L9,317.88,271.67,301.85,305.67
2023-08-28 22:11:44.258000,L9,316.21,273.30,298.92,303.60
2023-11-24 22:12:03.999000,L8,337.08,302.19,313.15,316.26
2024-01-11 22:11:56.446000,L8,309.16,274.39,289.22,
2024-02-04 22:12:07.739000,L9,324.80,296.72,308.71,310.11
2024-02-12 22:11:54.234000,L8,302.09,265.06,283.15,291.82
2024-02-28 22:11:48.245000,L8,323.70,286.75,305.69,308.75
2024-04-16 22:11:19.307000,L8,334.15,300.32,315.32,317.44
2024-05-10 22:11:24.784000,L9,322.29,271.33,306.90,311.15
2024-06-11 22:11:06.286000,L9,316.00,,,
2024-06-27 22:10:53.037000,L9,327.17,,284.92,311.43
2024-08-06 22:11:21.454000,L8,313.27,260.85,297.09,304.87
2024-08-22 22:11:34.534000,L8,320.03,284.15,314.62,312.02
2024-09-07 22:11:43.073000,L8,315.35,275.99,300.01,304.77
2024-12-04 22:12:00.480000,L9,303.53,266.03,308.74,301.19
2024-12-28 22:11:50.695000,L8,306.59,268.95,281.44,291.37
2025-01-13 22:11:54.516000,L8,289.47,248.91,,
2025-01-21 22:12:01.239000,L9,314.43,272.47,291.41,301.02
2025-01-29 22:11:52.495000,L8,329.96,292.55,313.22,311.06
2025-02-06 22:11:55.429000,L9,351.82,310.88,319.08,322.80
2025-03-10 22:11:52.276000,L9,353.55,321.56,328.30,326.52
2025-03-26 22:11:41.456000,L9,,,272.52,290.53
2025-05-13 22:11:22.590000,L9,340.51,323.47,326.08,328.41
2025-05-21 22:11:16.046000,L8,328.75,289.51,320.74,316.79
2025-06-06 22:11:18.842000,L8,312.06,259.53,,
2025-06-22 22:11:31.725000,L8,316.20,273.33,303.71,301.86
2025-07-16 22:11:36.965000,L9,307.85,261.85,298.28,301.97
2025-08-01 22:11:42.925000,L9,310.67,263.51,284.94,298.17
2025-08-09 22:11:49.526000,L8,312.30,262.37,292.98,299.90
2025-09-18 22:12:01.813000,L9,316.39,277.21,296.14,302.51
2025-11-05 22:12:10.440000,L9,326.87,293.73,309.16,308.54
2025-11-13 22:12:04.594000,L8,323.14,284.42,303.15,302.60
