dates,satname,nzd0473-0000,nzd0473-0001,nzd0473-0002,nzd0473-0003,nzd0473-0004
1999-11-30 22:06:59.059000,L7,302.33,305.87,314.27,315.25,326.15
1999-12-16 22:07:09.748000,L7,284.75,289.03,284.78,289.38,
2000-07-27 22:05:24.302000,L7,281.40,,,,
2000-12-18 22:04:37.758000,L7,301.87,304.28,312.15,316.54,322.50
2001-02-20 22:04:36.568000,L7,285.79,292.95,278.53,276.99,
2001-04-09 22:04:17.927000,L7,,,275.05,284.95,297.28
2002-03-11 22:03:07.402000,L7,288.26,282.58,292.23,297.35,307.38
2002-04-12 22:03:01.345000,L7,,,292.63,307.03,315.91
2002-10-05 22:01:55.235000,L7,,,,374.29,373.32
2002-11-22 22:02:21.568000,L7,318.77,303.69,322.39,314.09,319.68
2002-12-24 22:02:33.044000,L7,292.80,291.97,281.46,288.57,303.28
2003-08-13 21:51:08.818000,L5,,,274.12,277.92,296.39
2003-09-14 21:51:42.461000,L5,291.30,293.11,301.69,305.28,313.09
2003-10-16 21:52:08.058000,L5,316.33,310.52,323.59,315.18,332.26
2003-11-17 21:52:33.290000,L5,301.14,294.71,297.49,297.70,301.17
2004-02-05 21:53:05.047000,L5,290.03,297.80,298.18,291.68,300.42
2004-07-30 21:56:51.838000,L5,281.64,285.45,308.04,309.82,325.52
2004-08-15 21:57:13.549000,L5,303.14,316.52,369.31,336.68,339.77
2004-10-18 21:58:47.729000,L5,320.26,317.37,328.81,322.10,331.30
2005-02-23 22:00:55.316000,L5,288.83,286.40,294.70,297.51,302.55
2005-03-11 22:01:07.710000,L5,275.73,273.72,276.66,286.36,291.00
2005-04-12 22:01:18.889000,L5,278.77,275.29,288.15,290.90,296.77
2005-10-05 22:02:17.195000,L5,286.98,287.77,291.50,291.00,293.08
2005-11-06 22:02:22.875000,L5,303.36,304.54,309.56,308.77,317.17
2006-12-11 22:08:52.184000,L5,317.04,314.88,315.58,320.81,324.45
2007-02-13 22:09:11.063000,L5,308.59,310.45,314.87,311.98,321.34
2007-09-09 22:07:21.190000,L5,275.16,279.53,287.53,288.72,298.79
2008-02-16 22:04:45.714000,L5,281.90,286.24,287.43,288.80,295.73
2008-10-29 21:57:48.288000,L5,288.25,289.64,294.56,298.40,302.61
2008-11-14 21:57:28.308000,L5,278.41,284.12,288.30,293.01,295.20
2009-01-01 21:58:55.309000,L5,,266.31,274.39,280.35,288.75
2009-01-17 21:59:20.568000,L5,300.55,298.53,300.64,301.48,308.23
2010-12-22 22:04:05.307000,L5,297.97,297.20,308.19,303.83,317.25
2011-02-08 22:04:11.186000,L5,346.67,337.57,348.16,345.11,350.94
2011-03-12 22:04:07.249000,L5,,,277.85,278.27,288.61
2011-03-28 22:04:02.070000,L5,320.92,325.09,329.03,327.96,336.30
2013-07-07 22:16:11.966000,L8,282.22,266.03,274.85,276.77,289.47
2013-09-25 22:16:04.975000,L8,302.76,300.16,304.01,351.22,336.66
2013-10-11 22:16:05.328000,L8,286.75,272.89,278.24,277.68,284.11
2013-10-27 22:15:55.590000,L8,289.10,278.78,283.84,284.45,288.82
2013-12-30 22:15:37.096000,L8,289.66,283.19,289.88,288.63,295.70
2014-02-23 22:21:08.076000,L8,283.99,272.07,277.69,276.45,281.00
2014-03-11 22:20:55.957000,L8,282.40,269.65,274.46,275.43,279.53
2014-03-20 22:14:37.534000,L8,282.46,270.05,274.52,272.43,277.70
2014-03-27 22:20:37.696000,L8,292.66,281.44,285.93,287.31,299.63
2014-09-28 22:14:20.662000,L8,296.77,285.89,298.78,302.56,314.31
2014-12-01 22:14:24.062000,L8,297.84,294.61,299.15,300.85,306.07
2015-01-18 22:14:12.454000,L8,296.23,332.80,335.76,312.11,325.38
2015-03-07 22:13:53.954000,L8,289.49,279.80,283.44,281.29,291.64
2015-03-14 22:19:59.243000,L8,,269.10,275.13,273.85,280.37
2015-07-29 22:13:49.622000,L8,286.52,275.07,277.65,277.82,291.54
2015-11-18 22:14:20.859000,L8,276.37,272.60,273.71,272.89,275.12
2016-01-05 22:14:17.033000,L8,288.39,281.46,283.35,281.18,287.91
2016-01-21 22:14:17.820000,L8,296.64,305.67,354.15,310.25,339.66
2016-05-12 22:13:44.453000,L8,288.87,278.26,282.81,281.59,295.38
2016-08-16 22:14:17.460000,L8,291.10,275.58,279.06,280.38,294.30
