dates,satname,nzd0128-0000,nzd0128-0001,nzd0128-0002,nzd0128-0003,nzd0128-0004,nzd0128-0005,nzd0128-0006,nzd0128-0007,nzd0128-0008,nzd0128-0009,nzd0128-0010,nzd0128-0011,nzd0128-0012,nzd0128-0013,nzd0128-0014,nzd0128-0015,nzd0128-0016,nzd0128-0017
1999-07-18 21:58:25.703000,L7,,,,,,,,,,,,,396.17,380.94,384.88,376.08,368.04,366.40
1999-08-26 22:04:44.971000,L7,,356.69,364.83,339.35,,352.12,355.66,310.91,349.31,355.18,351.94,371.70,376.76,368.49,368.53,370.21,360.37,360.81
1999-09-20 21:58:32.521000,L7,364.60,384.32,399.14,377.03,386.18,371.34,377.30,370.74,372.23,371.54,368.67,388.35,394.74,390.03,392.87,390.24,385.32,378.06
1999-09-27 22:04:48.949000,L7,352.55,376.46,375.31,354.10,362.78,362.17,362.02,347.91,357.26,356.05,346.63,368.48,365.92,358.57,366.09,357.11,354.88,356.51
1999-10-22 21:58:28.758000,L7,,404.44,389.59,404.00,382.18,373.57,375.91,374.21,369.47,367.43,367.80,384.75,392.48,382.34,387.48,384.85,377.94,381.73
1999-11-14 22:04:42.286000,L7,356.89,375.59,370.51,357.51,359.05,355.85,357.03,345.40,349.85,353.70,349.02,364.89,366.62,358.75,365.82,359.24,351.75,355.28
1999-12-09 21:58:33.708000,L7,,,335.05,345.61,316.38,340.12,328.59,329.83,321.29,353.21,351.07,371.08,369.69,365.07,370.46,365.06,356.86,361.75
2000-03-30 21:58:09.573000,L7,355.93,384.71,380.88,373.40,378.78,382.15,377.77,370.04,372.04,370.00,367.64,385.94,398.27,382.74,395.87,389.76,383.54,383.66
2000-04-15 21:57:55.957000,L7,,,387.22,374.35,369.83,379.73,385.85,383.16,384.72,381.60,385.94,395.60,418.40,,406.48,420.39,388.82,391.35
2000-05-24 22:03:46.662000,L7,,,,,,338.60,341.11,314.93,320.96,337.60,337.47,360.69,356.95,358.85,367.18,360.60,354.03,359.48
2000-07-20 21:56:59.837000,L7,,,,,,,339.17,310.98,316.69,298.27,332.65,349.09,354.69,355.51,365.75,359.46,316.69,345.13
2000-08-12 22:02:54.094000,L7,283.29,353.54,364.63,346.82,355.72,347.94,347.99,339.30,337.92,349.29,344.76,368.63,368.98,364.42,372.20,366.60,355.90,358.52
2000-09-06 21:56:22.949000,L7,349.46,391.45,383.65,363.60,369.75,371.06,367.11,365.13,361.78,364.54,359.43,378.93,386.73,375.93,381.82,386.78,372.07,376.05
2000-09-13 22:02:26.190000,L7,341.64,361.04,380.13,364.35,371.78,405.82,398.97,,,376.97,392.08,367.96,319.59,347.61,383.01,384.30,381.88,408.88
2000-10-15 22:01:56.204000,L7,373.45,383.23,381.03,369.90,371.90,371.15,373.82,363.92,390.19,369.19,359.44,366.96,370.28,370.30,377.85,372.59,366.81,367.96
2001-01-03 22:02:12.432000,L7,,285.62,382.33,365.08,367.73,366.28,362.80,355.18,357.92,360.27,353.78,373.15,380.36,369.24,374.28,375.86,362.86,366.14
2001-01-12 21:56:06.772000,L7,326.80,366.27,357.19,345.37,,,339.41,315.85,334.85,342.42,338.29,359.84,357.11,355.09,364.19,349.15,333.02,318.22
2001-02-13 21:56:03.778000,L7,288.48,354.87,349.15,343.60,,338.62,339.44,310.94,321.87,344.05,335.10,355.85,347.77,348.04,359.55,343.61,328.84,329.41
2001-03-24 22:01:59.719000,L7,,,,,409.97,411.64,409.81,399.03,396.64,398.04,387.07,406.62,407.71,399.37,,,,
2001-05-20 21:55:29.073000,L7,,,,,,,317.76,305.87,312.79,324.51,335.61,356.84,348.17,340.24,364.54,354.35,350.45,308.13
2001-08-24 21:54:24.664000,L7,,,,,,,,,,,,346.65,330.79,325.25,349.16,337.21,312.59,
2001-09-09 21:54:12.928000,L7,306.77,365.48,362.48,348.01,354.82,356.71,350.18,333.65,341.68,348.82,343.62,362.75,361.53,359.69,364.86,363.15,353.19,324.36
2001-09-25 21:54:04.740000,L7,313.85,,,,,,343.16,313.70,319.51,293.71,342.28,361.41,362.14,355.51,364.26,348.18,326.02,304.62
2001-10-02 22:00:04.650000,L7,349.35,379.57,377.32,362.32,367.31,362.77,361.70,353.54,355.87,355.14,350.35,366.27,371.00,366.41,368.37,368.98,357.80,367.68
2001-10-11 21:53:46.024000,L7,321.40,356.15,369.44,346.95,347.52,353.46,350.35,317.06,340.84,342.59,338.83,358.83,361.77,357.97,364.75,352.64,345.11,333.18
2001-11-03 22:00:10.954000,L7,,,,,340.56,363.03,355.82,346.39,350.42,346.86,330.10,356.19,320.24,333.46,361.54,360.04,350.20,349.26
2002-01-06 22:00:31.992000,L7,293.64,328.44,354.24,341.40,,,325.11,297.14,304.89,297.59,324.60,347.95,343.60,339.18,349.19,341.36,321.39,324.49
2002-01-15 21:54:23.534000,L7,300.75,,,,,,321.75,305.06,311.12,289.70,330.22,354.06,346.02,352.64,366.71,346.28,319.06,320.17
2002-01-22 22:00:40.906000,L7,356.01,414.26,408.92,380.96,379.97,380.94,379.28,374.44,369.99,367.15,363.77,384.39,396.21,373.61,377.94,333.97,317.92,360.61
2002-01-31 21:54:26.647000,L7,,,,,,,,,,,,,,,371.66,361.69,352.23,326.17
2002-03-27 22:00:37.575000,L7,309.66,349.20,371.43,359.48,354.84,298.97,340.39,306.70,353.68,356.05,349.30,363.62,367.06,360.24,368.84,366.41,357.07,362.37
2002-04-12 22:00:37.812000,L7,291.96,,,,,,,,,,,,,374.41,369.84,365.22,357.58,312.27
2002-04-28 22:00:38.357000,L7,297.21,369.43,368.66,352.87,352.88,353.88,354.96,341.19,343.14,349.02,342.11,364.78,363.20,361.70,366.18,361.85,352.68,360.24
2002-05-07 21:54:27.907000,L7,,,,,,,,,,392.48,371.98,400.85,403.82,394.22,396.84,393.23,386.75,390.91
2002-05-23 21:54:18.991000,L7,300.74,367.57,367.84,383.01,374.50,372.46,370.58,351.07,368.80,364.91,362.90,387.41,385.54,393.09,396.19,388.86,383.70,383.88
2002-06-15 22:00:19.658000,L7,,351.51,356.27,342.30,349.14,340.21,352.12,331.18,340.70,351.54,341.60,362.10,364.91,365.03,374.62,365.70,363.48,362.38
2002-06-24 21:54:04.370000,L7,,,,,,343.35,352.08,336.04,340.84,348.94,342.42,362.86,369.93,367.40,373.13,368.22,359.69,364.84
2002-07-17 22:00:08.747000,L7,,379.34,376.53,362.47,367.03,369.71,366.87,350.22,364.39,366.06,362.21,381.24,387.03,378.55,391.27,387.72,375.62,378.54
2002-08-02 22:00:01.321000,L7,,,,,319.15,361.22,363.58,350.50,356.05,355.59,354.76,379.24,387.32,374.79,380.51,372.04,364.34,376.17
2002-08-11 21:53:48.595000,L7,,,,,,,319.12,334.84,340.64,348.87,349.07,368.29,367.56,364.35,364.76,336.85,346.97,362.91
2002-08-18 21:59:57.690000,L7,311.37,378.18,378.54,358.94,371.59,357.15,364.11,357.76,354.51,360.21,352.36,378.16,385.86,376.66,388.38,389.61,376.10,382.08
2002-08-27 21:53:36.267000,L7,297.84,373.85,364.74,359.39,356.83,358.07,358.50,348.18,353.40,356.94,352.61,368.33,373.96,369.91,372.80,371.61,361.47,368.41
2002-09-12 21:53:31.762000,L7,311.32,371.24,367.90,353.54,358.76,355.64,358.15,344.24,343.43,349.86,344.82,362.41,365.97,365.38,366.48,366.07,351.96,352.60
2002-09-19 21:59:35.083000,L7,366.21,387.95,383.99,372.22,374.21,371.20,373.05,363.08,366.69,369.31,364.74,389.03,392.02,381.48,388.49,381.56,366.70,367.66
2002-10-14 21:53:19.813000,L7,385.77,393.35,389.00,380.59,379.71,375.15,381.00,374.44,372.52,369.64,368.59,390.36,401.24,387.45,400.09,394.49,382.73,382.51
2002-10-21 21:59:36.443000,L7,,,,292.04,402.25,308.81,,,,,,,,,,,,
2002-10-30 21:53:25.867000,L7,324.12,362.86,369.31,349.89,,371.58,336.57,360.98,341.11,351.81,343.49,361.20,364.79,363.31,367.19,361.19,349.01,331.33
2002-11-06 21:59:41.879000,L7,345.63,366.18,362.60,352.15,343.16,,,312.55,331.45,337.85,336.43,354.48,355.78,352.15,359.25,357.60,359.63,
2002-12-01 21:53:52.985000,L7,369.38,420.82,396.65,,,,,,,325.92,346.05,383.06,,,,,,
2002-12-24 22:00:09.147000,L7,347.88,368.63,361.04,354.31,355.24,349.78,354.79,347.73,352.11,347.66,342.21,358.69,357.39,355.03,358.17,352.68,342.27,348.46
