dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2004-04-18 21:45:25.586000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.44,229.26,240.61,237.76,256.47,259.18,262.27,263.09,266.93,269.62,267.50,266.25,256.94,260.88,264.96,260.65,264.27,267.31,258.24,252.62,257.52,256.71,254.03,250.76,252.08,244.79,246.27,263.19,247.11,253.77,261.46,241.21,239.91,241.08,229.65,221.62,221.83,232.44,237.06,231.40,235.76,235.48,244.03,243.83,251.62,233.72,193.40,,,,,,,,194.68,192.41,225.02,223.06,212.29,190.16,216.61,225.69,231.19,227.02,218.22,224.90,226.21,219.63,211.15
2004-05-04 21:45:52.076000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.36,244.98,256.38,255.72,258.24,255.30,261.98,261.68,266.43,262.04,253.32,257.64,258.59,265.22,258.70,268.50,255.74,259.85,252.18,254.11,255.92,250.48,251.80,242.69,248.90,259.13,253.27,251.99,263.51,244.02,238.95,237.33,244.58,232.35,272.22,291.59,279.27,233.12,227.88,250.51,254.12,256.63,256.44,235.23,193.94,,,,,,,,203.91,223.84,228.17,240.26,230.64,205.43,203.23,213.82,217.96,226.46,218.57,225.58,228.57,220.61,215.55
2004-05-20 21:46:20.465000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.31,221.79,238.37,243.61,249.72,258.45,262.77,262.67,263.83,264.34,266.02,258.67,256.95,261.18,261.73,260.29,262.56,268.04,255.10,259.68,257.23,256.40,250.98,253.91,252.10,242.86,248.85,250.81,249.80,249.94,258.86,243.08,236.99,237.55,232.31,217.85,217.66,233.65,228.19,229.34,231.43,237.17,247.42,247.80,250.91,231.15,186.00,,,,,,,167.00,206.05,205.72,216.48,222.40,227.51,197.06,211.37,228.14,223.33,228.14,218.38,221.94,225.04,214.62,205.82
2004-06-05 21:46:48.916000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.62,228.99,247.01,253.99,257.55,265.12,265.12,267.73,267.31,272.22,272.44,268.51,269.18,267.86,266.23,266.45,264.86,267.51,262.41,261.44,265.01,266.26,261.42,262.65,255.58,255.36,251.73,261.99,258.42,259.57,266.28,250.82,246.32,246.02,241.53,234.39,227.15,235.88,237.59,240.91,240.72,245.55,256.48,258.29,261.55,241.68,201.49,,,,,,,184.01,211.17,220.87,220.17,228.30,226.28,223.33,235.31,229.65,239.90,233.90,219.16,225.98,235.66,225.05,215.14
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.18,209.17,223.81,236.93,237.64,238.51,247.97,247.52,247.25,243.28,244.48,244.26,244.45,248.17,245.85,246.19,235.80,238.80,241.48,241.11,222.18,232.54,236.55,217.18,215.24,224.72,207.60,204.48,221.58,200.48,,,,,181.43,215.79,213.44,210.95,217.02,222.91,226.99,232.81,244.22,202.34,,,,,,,,,,,,,,,194.04,214.64,218.91,220.63,202.70,214.88,212.73,205.17,195.09
2004-07-07 21:47:45.207000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.73,245.90,258.04,255.14,259.56,255.96,262.13,263.09,265.08,259.00,259.55,258.43,256.66,258.38,264.41,267.26,255.96,259.43,258.44,259.80,254.11,257.07,256.49,246.09,250.14,255.38,252.87,253.71,261.68,241.96,240.93,240.43,241.16,224.30,221.95,233.96,228.50,227.05,230.04,237.57,237.57,250.79,254.57,235.29,189.80,,,,,,,,196.67,207.18,207.91,223.39,221.25,172.80,228.70,232.38,225.19,221.35,214.92,222.46,225.54,220.42,213.29
2004-07-23 21:48:09.192000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.53,241.38,251.55,258.23,257.39,254.14,261.60,262.06,264.89,256.93,259.38,262.59,262.83,261.42,262.56,262.68,260.62,251.15,255.32,253.23,249.76,253.00,251.24,251.66,248.34,259.18,251.52,251.70,264.01,238.93,236.76,237.96,234.64,224.57,213.86,230.96,230.20,223.85,229.08,234.30,239.57,250.95,253.79,218.06,185.78,,,,,,,,190.13,193.11,215.99,221.31,219.41,176.69,232.44,223.47,222.17,223.65,214.30,214.11,224.42,219.87,212.27
2004-07-30 21:54:28.143000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.69,243.37,253.97,251.23,251.79,251.20,255.32,256.79,260.39,253.91,254.28,260.85,258.50,256.77,256.40,262.50,248.29,248.54,250.37,252.37,243.71,246.89,252.09,241.68,247.62,259.13,246.14,252.57,261.31,235.04,224.77,234.69,228.72,207.86,212.60,223.33,221.64,218.45,224.58,231.88,239.23,253.20,253.24,226.41,183.04,,,,,,,164.80,193.24,194.90,202.59,221.83,215.71,168.88,227.14,223.86,217.96,218.26,207.53,219.60,223.08,216.01,209.09
2004-08-08 21:48:26.915000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.52,192.22,254.68,240.19,247.14,262.36,255.04,263.43,256.10,250.05,253.10,249.81,254.71,261.75,256.87,279.40,259.50,252.63,252.29,247.85,240.46,244.44,246.36,240.19,242.86,248.97,245.90,252.87,261.68,242.55,229.15,232.87,226.61,217.03,204.06,,,,,,183.86,259.38,239.99,226.67,191.00,,,,,,,,,,,,,,190.48,216.39,218.45,218.04,210.16,219.65,220.73,215.89,210.44
2004-09-09 21:49:19.975000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.04,235.14,251.17,256.71,252.68,251.85,259.12,261.93,261.58,256.45,257.24,252.38,251.70,255.84,255.54,263.18,248.48,248.10,248.67,251.08,247.82,246.65,251.83,238.45,242.74,251.07,240.91,241.71,254.26,232.10,234.07,230.08,224.09,218.78,212.23,226.68,223.17,221.30,228.88,234.46,237.36,240.60,247.01,214.62,,,,,,,,,,,,,,,199.37,217.99,214.94,220.95,210.29,216.49,216.68,215.70,210.60
2004-09-25 21:49:43.196000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.23,243.94,250.96,257.11,252.72,253.69,255.88,256.38,262.31,262.27,252.38,251.98,259.86,265.58,260.76,265.84,257.25,255.77,252.79,254.31,248.35,246.35,249.44,242.03,250.17,251.44,247.28,246.90,262.37,240.09,235.14,237.34,238.27,221.48,209.15,231.00,217.51,224.00,230.10,237.04,242.32,246.60,252.79,232.25,192.33,174.79,,,,,,,188.06,185.64,202.35,218.84,212.46,167.55,205.80,221.80,235.42,229.71,219.70,226.61,227.74,221.26,212.04
2004-10-18 21:56:23.891000,L5,522.48,534.55,451.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.62,256.73,265.91,270.26,266.99,268.62,259.77,255.55,261.50,260.87,256.81,250.16,252.68,266.80,264.77,273.38,265.74,266.50,268.13,265.96,262.48,250.73,250.71,252.36,251.77,252.44,249.14,253.36,262.82,250.94,251.12,248.82,245.01,237.19,233.84,243.23,234.61,228.69,240.67,246.36,250.78,255.93,254.57,233.78,203.61,179.02,,,,,,172.32,194.42,200.69,201.16,217.69,219.92,213.28,221.75,228.65,235.36,244.90,240.63,234.65,236.84,229.65,222.37
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.33,249.78,263.15,266.55,267.42,268.13,265.19,254.89,258.84,258.00,253.43,253.97,250.51,251.44,256.10,268.81,262.42,264.74,258.99,265.88,260.77,261.29,246.90,246.06,245.97,249.46,248.83,246.95,257.43,242.82,249.74,250.02,245.48,236.89,231.19,241.20,236.37,237.59,238.70,243.80,248.36,250.50,255.78,231.22,190.83,,,,,,,169.97,198.68,196.06,196.72,217.25,212.61,215.57,222.67,230.35,232.15,234.41,238.41,233.26,233.04,227.79,218.30
2005-01-15 21:51:45.464000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.69,244.72,260.29,263.82,263.70,262.67,270.73,264.10,265.62,265.53,261.52,255.32,254.82,259.28,260.24,262.39,253.47,260.20,261.12,264.76,256.25,258.53,256.06,247.74,249.57,253.76,248.73,252.94,258.74,241.33,238.18,240.83,233.68,223.57,223.52,234.90,229.82,233.88,241.60,243.11,249.33,253.18,255.18,236.21,196.00,,,,,,,173.18,205.86,216.75,216.86,226.88,219.14,169.06,212.39,218.43,224.84,231.66,226.21,220.71,220.36,223.75,211.08
2005-01-22 21:58:02.481000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.81,252.50,253.24,257.55,260.20,259.32,259.22,256.12,259.40,268.78,267.67,264.38,271.14,281.94,271.38,275.22,273.49,266.74,268.02,265.96,259.90,264.96,255.86,244.83,258.72,273.70,271.72,273.35,284.92,267.72,262.83,258.50,242.19,228.70,231.11,242.20,249.98,498.62,405.01,312.87,304.40,273.05,277.45,253.55,201.85,,187.35,296.60,309.26,282.47,270.70,303.40,286.26,266.81,234.39,233.38,241.46,234.47,239.43,238.63,240.08,246.48,242.95,254.72,244.03,219.41,208.38
2005-02-07 21:58:15.209000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.22,245.27,252.10,255.07,255.75,253.70,274.91,277.71,282.51,280.34,270.86,269.01,271.27,270.81,269.36,272.07,261.47,253.96,252.83,256.37,249.46,271.41,291.91,311.61,305.90,322.70,312.81,323.46,330.02,253.71,233.35,237.29,230.14,220.35,219.48,227.32,229.42,241.18,247.26,254.97,260.76,265.00,267.60,267.20,195.98,,,,,,171.88,180.21,211.57,228.63,236.77,231.33,229.38,180.80,244.32,239.38,236.23,224.36,214.63,222.56,219.16,214.11,204.41
2005-02-16 21:52:13.954000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.82,247.41,259.42,261.58,262.36,260.28,263.05,267.37,267.36,252.23,249.08,246.23,247.28,252.08,247.41,254.54,251.17,258.27,256.83,258.43,255.46,257.60,252.57,257.83,242.44,237.11,,,,,,,,,,,,,180.96,228.06,234.74,244.68,243.46,223.54,182.62,,,,,,,177.09,201.01,210.00,216.03,224.17,208.39,,202.49,213.87,217.85,220.24,205.67,210.85,215.09,223.43,214.90
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.58,232.90,241.62,252.87,263.81,261.27,260.50,257.54,266.32,267.89,266.26,263.10,266.82,260.03,256.77,253.03,254.44,260.71,252.66,252.01,251.55,250.47,244.34,250.31,248.64,246.04,246.87,258.71,250.92,255.24,259.13,235.95,232.58,234.34,230.31,220.34,212.90,229.45,230.53,234.59,242.12,245.52,252.93,261.42,260.95,245.55,196.76,,,,,,170.71,188.84,216.55,223.46,224.19,235.31,232.71,223.86,227.87,235.52,242.65,232.01,224.75,230.79,225.03,220.05,209.94
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.56,244.60,258.18,257.44,253.39,254.02,260.08,263.35,261.04,260.43,255.51,257.68,253.42,257.28,251.51,262.45,254.15,250.68,249.94,254.44,252.17,253.91,248.13,239.54,242.80,252.12,244.64,253.76,261.10,242.64,241.41,238.80,232.76,221.72,208.26,226.40,230.95,230.83,238.20,236.86,243.61,249.67,255.80,237.95,193.03,,,,,,,169.68,197.76,205.27,212.15,217.51,210.86,170.36,191.79,227.96,235.84,230.70,224.28,224.41,223.77,212.49,198.36
2005-03-20 21:52:38.190000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.49,249.83,264.35,261.25,259.29,263.54,265.70,263.96,262.11,258.57,253.14,250.72,251.37,256.78,230.36,233.77,238.73,254.75,260.33,261.43,261.90,263.26,261.82,246.39,245.59,250.58,247.46,252.21,255.84,239.40,234.55,236.41,239.33,225.45,223.91,236.77,231.39,236.13,244.23,243.19,242.30,248.33,249.88,232.50,187.84,,,,,,,178.01,232.44,226.47,240.92,223.57,238.62,246.92,233.32,226.45,227.00,230.38,218.43,221.34,218.42,223.11,207.32
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.47,229.55,235.72,232.04,238.33,231.94,233.17,231.76,221.92,227.91,238.34,232.75,249.40,254.56,248.26,244.20,253.15,247.05,253.62,257.36,187.61,,236.72,250.92,251.56,229.26,232.77,233.73,234.63,241.85,236.99,249.79,248.01,248.61,229.03,189.69,,,,,,,170.82,193.58,209.38,200.99,212.31,211.88,168.85,180.33,219.39,222.41,219.87,210.51,216.05,218.87,211.33,200.86
2005-04-21 21:52:46.920000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.70,243.15,251.04,258.70,255.27,254.76,263.80,267.56,263.87,265.58,262.52,264.89,259.03,259.25,258.22,262.48,256.51,256.41,254.94,254.08,253.82,254.29,249.18,244.54,246.79,256.37,254.20,253.61,262.56,245.50,233.59,240.14,232.75,220.29,222.23,229.85,226.45,232.41,236.65,240.56,249.41,255.40,257.91,236.57,194.56,,,,,,165.41,174.76,204.90,209.27,215.72,221.46,220.89,170.94,204.56,232.67,228.70,226.37,219.57,222.46,224.16,219.08,204.69
2005-05-23 21:53:00.685000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.28,240.04,255.84,257.21,254.04,249.72,263.00,261.22,262.60,261.80,258.22,262.46,254.22,256.68,264.19,264.07,249.48,247.71,252.88,259.56,246.24,246.81,257.46,235.00,241.92,254.98,240.39,253.00,259.73,229.76,226.09,235.81,232.21,208.85,207.83,226.61,225.34,227.57,226.02,232.30,238.17,245.91,246.38,229.47,183.73,,,,,,168.32,175.40,198.41,211.26,215.49,221.39,218.65,171.46,187.24,221.91,219.39,213.24,211.91,221.12,216.18,215.57,204.61
2005-06-08 21:53:09.034000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.35,223.96,245.29,249.46,260.42,262.87,266.47,258.85,264.23,267.36,263.90,263.61,258.67,252.61,258.79,254.49,255.66,264.53,254.68,256.45,255.65,253.92,255.35,250.67,248.23,236.07,244.84,254.73,250.25,252.64,257.39,242.33,236.53,242.76,232.82,214.25,213.94,230.89,223.40,231.64,229.79,232.94,241.25,248.63,254.16,219.66,192.59,,,,,,,193.03,217.37,215.32,219.20,228.66,223.43,167.44,218.29,216.99,231.20,222.28,209.25,223.67,225.68,218.98,210.27
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.42,219.71,252.79,251.40,302.50,318.45,315.14,287.43,268.72,277.38,278.09,282.80,271.86,273.33,269.07,272.99,262.18,281.08,307.98,268.46,314.04,269.05,263.86,257.63,268.06,247.96,260.77,270.26,262.77,252.58,266.66,245.03,236.34,236.52,217.42,190.41,190.04,222.38,211.99,215.59,239.53,245.58,306.99,289.06,278.52,244.91,194.57,,,,,,176.58,195.89,211.45,225.13,228.39,237.45,241.10,228.40,251.72,233.18,229.89,234.40,206.64,222.30,227.07,224.65,218.39
2005-07-26 21:53:30.504000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.05,227.63,250.33,257.97,267.43,268.58,270.56,267.37,277.43,273.66,275.31,270.52,269.32,264.22,265.89,273.36,268.33,270.88,264.42,265.78,274.20,267.41,262.21,258.59,256.18,248.48,251.70,261.22,254.84,253.55,259.84,254.13,250.90,252.03,243.23,229.77,241.94,241.03,235.99,242.21,235.94,248.09,254.97,252.15,262.59,240.80,196.79,174.91,,,,,167.32,187.07,210.73,232.31,228.24,235.16,233.02,238.02,243.52,232.47,236.05,228.57,223.38,234.34,238.87,229.18,222.21
2005-09-19 21:59:56.928000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.79,244.45,244.26,251.90,252.47,253.55,263.11,255.67,259.32,265.18,267.70,259.12,263.51,264.06,262.41,265.21,256.31,249.60,251.31,255.01,248.78,248.86,247.64,242.18,245.77,256.73,248.34,259.68,263.80,248.61,241.81,242.46,229.24,218.97,219.32,226.35,219.58,231.32,236.69,235.19,243.73,255.46,256.35,251.89,195.72,,,,,,,184.00,213.39,233.21,235.18,254.48,283.87,472.30,466.26,477.96,237.98,231.93,227.84,226.23,215.86,209.39,201.65
2005-10-30 21:53:39.558000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.47,224.76,229.37,232.84,251.12,254.72,254.25,256.36,268.10,281.81,295.67,282.52,259.53,247.89,251.59,251.17,263.70,262.58,253.06,242.67,253.15,271.19,263.63,257.23,272.24,263.96,267.07,275.68,270.97,284.68,275.12,264.04,250.73,248.12,248.59,243.20,233.82,246.06,239.25,246.13,244.63,264.34,271.33,496.87,451.56,436.30,237.48,,,,189.20,181.39,194.52,207.22,243.37,267.68,248.22,246.11,247.39,250.73,252.23,252.52,255.19,256.52,250.71,235.14,237.32,228.87,224.46
2005-11-15 21:54:02.336000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.56,242.02,254.18,250.85,247.61,243.64,192.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.19,240.54,250.60,259.41,262.68,265.50,181.09,230.83,255.36,262.54,263.21,277.74,275.04,289.14,,,,,,,246.63,256.42,255.28,259.51,247.62,213.65,240.38,259.66,262.61,268.64,291.64,271.43,260.49,258.62,232.53,225.83,252.61,234.34,228.60,234.31,242.63,245.21,264.69,268.63,272.01,267.35,224.09,,,,,,170.32,189.15,208.98,216.75,216.70,218.37,230.06,234.03,241.36,247.95,247.76,252.86,247.48,236.96,220.29,217.08,205.57
2006-02-03 21:55:55.062000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.93,244.06,255.84,258.40,254.23,255.81,263.27,262.44,266.42,262.36,260.87,261.43,258.64,260.85,256.91,265.35,257.25,257.52,256.86,260.20,257.63,250.01,251.70,239.28,239.55,249.86,241.39,248.44,258.06,232.88,231.43,239.83,228.66,212.68,213.02,231.65,227.95,226.32,230.46,236.46,242.69,242.92,247.76,230.28,183.01,,,,,,,,,,191.13,221.82,194.74,203.42,241.41,225.87,224.19,222.50,212.33,218.24,216.64,212.73,201.47
2006-02-19 21:56:15.936000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.84,253.11,261.09,259.30,267.05,264.78,269.23,275.93,270.81,269.29,268.46,265.28,261.88,263.75,262.66,271.05,260.96,258.02,257.73,261.94,255.90,259.60,261.84,256.13,256.11,259.74,257.87,256.63,262.01,244.32,244.78,245.15,239.53,219.43,222.20,238.97,237.03,237.71,248.66,247.49,258.94,255.18,259.35,253.13,192.94,,,,,,178.18,238.24,229.45,233.56,227.17,231.71,230.89,218.41,258.08,277.11,201.77,196.98,250.03,243.43,300.02,220.27,206.49
2006-04-08 21:57:12.628000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.42,248.20,254.87,259.44,260.39,256.83,263.07,265.64,264.54,267.30,260.21,260.49,255.96,260.18,255.16,261.68,255.34,253.26,252.66,258.03,260.96,253.62,254.34,245.31,248.94,251.79,247.60,252.31,262.33,240.89,236.69,242.22,230.60,213.28,213.01,229.89,226.68,226.71,233.38,233.18,249.40,244.41,250.94,238.43,185.13,,,,,,,180.90,201.81,211.06,210.12,215.40,213.56,166.35,198.06,214.31,220.53,220.14,209.01,219.39,219.96,217.68,197.82
2006-05-17 22:03:57.969000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.34,249.87,257.42,261.63,262.90,258.97,265.76,262.47,266.11,263.02,262.72,262.69,260.27,260.42,259.11,261.67,257.84,257.79,257.70,260.42,259.54,257.63,254.86,246.14,242.88,249.77,245.78,255.86,258.68,242.53,237.11,238.89,229.18,220.54,217.94,233.25,229.63,235.84,230.90,237.12,245.35,250.29,251.23,236.53,188.24,,,,,,,192.28,210.54,223.14,217.68,220.48,216.19,165.94,199.33,216.80,224.55,231.43,210.70,222.59,219.08,214.64,208.36
2006-06-02 22:04:12.415000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.98,199.01,204.50,222.12,215.72,210.23,226.10,224.40,219.84,185.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:24.681000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.07,225.81,218.38,216.06,217.08,203.73,183.86,194.46,192.40,209.94,195.73,213.89,216.66,214.56,213.05,211.27,195.21,203.91,226.71,197.67,216.82,229.65,195.37,190.26,202.25,183.02,,,190.73,180.86,191.34,177.11,190.41,197.63,163.57,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.71,247.75,259.58,257.36,253.41,250.96,262.61,265.71,268.28,266.90,269.74,262.60,263.14,259.07,263.46,268.34,260.49,256.00,258.02,264.90,259.31,253.21,256.85,248.25,247.10,259.88,243.85,254.01,266.78,248.03,238.43,241.57,232.84,224.99,205.25,233.17,229.75,231.79,228.85,235.00,248.32,260.39,247.86,224.75,191.23,,,,,,,,,,,,,,173.53,215.77,215.86,206.94,202.25,213.10,215.81,212.54,201.32
2006-08-21 22:05:19.629000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66,234.69,244.61,246.88,255.63,255.16,263.44,260.02,265.65,265.04,260.80,258.40,255.38,254.32,251.29,257.67,246.61,240.70,245.30,251.13,255.18,252.53,250.56,239.10,246.02,252.77,244.02,245.65,252.78,232.01,228.10,232.49,223.09,207.45,204.57,225.78,225.18,227.81,233.48,232.33,246.55,247.13,249.17,214.06,,,,,,,,,,,,,,,177.18,215.82,211.23,204.14,200.60,211.05,213.54,209.40,202.40
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.11,197.83,216.74,216.41,214.52,213.37,209.21,209.83,208.80,208.21,208.22,201.83,202.33,202.40,216.07,218.56,217.05,215.05,216.49,213.07,212.66,212.74,193.74,191.86,194.31,200.08,199.63,207.33,196.54,191.17,199.24,196.38,191.83,184.47,188.49,191.74,187.11,199.41,198.37,185.27,195.38,198.10,198.52,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:06:28.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.11,175.04,180.90,190.20,203.50,200.00,202.92,199.79,202.79,204.69,203.99,198.72,181.85,186.07,189.64,194.53,181.66,185.22,178.84,179.83,189.96,189.46,188.17,194.14,186.94,188.28,183.58,189.75,195.82,174.31,171.13,,,,,,,,175.79,183.91,187.69,198.91,185.79,189.32,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:06:52.177000,L5,173.74,343.38,378.35,414.66,380.85,337.13,308.94,252.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.24,250.57,264.81,271.04,272.62,270.57,271.96,267.81,264.92,261.49,254.72,250.15,245.59,236.63,225.22,214.67,202.86,209.21,198.78,196.03,185.04,182.97,184.00,180.81,176.68,165.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.20,252.24,259.78,259.09,248.14,249.11,256.91,256.74,259.55,264.09,252.14,264.48,246.72,274.63,254.15,232.50,172.38,,,,263.95,247.30,247.83,232.93,230.92,248.58,244.56,248.92,264.72,245.01,239.61,241.54,237.45,222.84,212.51,223.92,216.71,222.09,226.84,227.76,243.03,239.76,240.24,240.85,179.61,,,,,,,,,,,,,,,219.80,223.55,225.11,216.95,220.68,217.57,211.62,198.57
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.86,192.03,203.58,204.52,191.61,218.40,213.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
