dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2017-07-11 22:05:26.464000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.20,243.70,247.71,257.77,265.41,263.54,262.37,259.73,260.95,262.40,263.29,261.89,258.84,256.10,257.01,258.03,256.84,255.98,261.17,257.39,256.39,256.45,253.85,250.43,250.77,248.78,249.94,250.54,248.63,251.05,250.42,246.85,240.61,234.57,229.84,225.76,202.48,226.95,227.84,235.07,240.12,244.92,243.21,248.71,253.99,212.77,,,,,,184.05,219.30,231.36,234.02,233.66,231.62,231.83,226.86,226.62,191.02,228.63,230.61,228.90,221.44,221.53,223.32,210.82,206.31
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.10,221.25,229.98,224.43,,,,,,,,,,,,,,,216.86,219.52,210.77,213.18,221.10,197.32,200.81,235.79,201.73,,238.53,193.23,192.29,203.42,199.82,170.62,178.88,207.44,186.19,179.45,177.39,194.25,197.44,188.76,178.48,,,,,,,,,,,,,,,,,191.01,184.39,181.55,187.78,208.39,212.28,204.29,197.52
2017-08-03 22:11:47.949000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.67,241.27,244.92,250.68,262.74,259.77,257.61,255.93,255.96,261.05,258.02,253.43,256.38,252.16,252.30,253.51,254.08,251.09,254.28,255.20,250.78,251.72,249.16,243.73,245.85,244.78,243.91,245.12,244.14,246.09,246.63,244.37,237.42,231.52,226.44,221.21,205.39,221.51,224.37,228.68,237.25,238.61,238.71,248.77,251.40,211.66,,,,,,181.92,216.33,223.41,230.44,232.58,228.66,225.03,223.16,198.05,185.74,226.31,225.33,226.01,219.68,218.65,221.78,209.12,201.79
2017-08-28 22:05:44.051000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.82,232.39,245.01,242.25,,,,,,,,,,,,,,,,208.92,202.11,204.98,227.68,,213.22,239.35,200.19,195.28,193.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18 22:05:49.621000,L8,,,,,,,454.88,435.60,,,,,,,,,,,,,,,,402.30,426.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.17,287.75,436.66,,,,,326.75,499.82,257.32,262.00,256.68,255.55,260.79,258.42,254.86,256.76,250.55,247.85,250.58,251.55,256.18,213.67,198.41,216.80,289.23,433.65,445.98,477.17,,,,,,,252.85,243.05,244.57,271.75,267.70,,,,,,,,,,,,,193.52,241.31,266.11,396.21,411.83,,269.86,239.34,407.58,515.01,517.94,460.48
2018-01-10 22:11:54.118000,L8,324.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.09,244.28,248.12,257.98,266.46,264.23,264.13,260.26,263.38,265.80,264.10,262.47,260.44,255.96,257.77,257.03,255.38,254.79,260.41,258.18,253.94,256.88,254.00,245.96,245.48,249.63,248.58,247.91,247.14,251.41,250.02,245.34,241.56,235.72,229.16,224.98,203.68,227.47,229.40,236.75,242.51,245.74,246.56,255.17,252.28,217.79,177.51,,,,,188.40,219.30,230.48,234.93,235.69,236.04,232.48,229.34,229.97,200.10,229.39,232.60,231.41,226.58,226.93,225.24,215.43,209.46
2018-01-26 22:11:45.215000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.30,247.50,250.52,259.41,268.30,266.16,264.52,259.29,265.52,266.91,266.16,262.49,261.30,256.91,259.64,260.60,257.11,254.91,261.35,260.17,256.69,256.88,254.52,251.46,251.90,251.46,249.80,251.04,248.99,253.11,253.03,249.87,243.12,237.76,231.64,226.65,204.03,230.59,231.91,238.02,244.67,248.15,246.74,258.12,254.24,218.39,177.34,,,,,191.14,226.32,233.98,237.06,237.24,237.07,234.54,230.42,231.89,227.92,233.98,233.93,234.09,226.08,224.40,225.66,217.81,210.01
2018-02-04 22:05:29.733000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.83,241.03,245.06,253.28,264.23,261.20,258.02,255.92,256.86,261.86,260.04,254.80,256.68,254.34,254.64,255.47,254.77,252.82,258.89,255.98,254.31,255.16,253.87,246.93,247.78,248.09,247.04,247.95,245.35,249.19,249.39,242.12,240.13,231.75,225.34,219.96,197.45,224.48,227.20,233.89,241.40,244.91,242.26,250.71,250.54,216.62,180.10,,,,,182.34,218.66,227.85,232.16,232.43,230.46,228.60,226.49,208.23,189.93,224.07,229.65,229.01,221.96,221.21,223.75,213.37,204.78
2018-02-20 22:05:24.255000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.29,241.25,242.21,252.00,263.26,258.58,259.31,256.18,253.40,260.33,259.73,253.67,256.46,254.03,253.92,254.50,253.81,251.86,256.39,254.75,251.97,252.76,249.53,246.96,247.79,247.00,246.79,247.96,245.69,247.28,249.10,238.50,249.14,233.74,224.56,220.09,205.98,217.78,228.86,224.55,216.18,229.88,212.63,252.21,250.16,216.15,169.58,,,,,,221.06,228.05,229.35,230.08,233.19,224.96,225.75,230.03,224.38,231.02,230.30,538.54,473.20,410.37,519.33,500.98,480.88
2018-03-08 22:05:15.942000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.95,242.45,245.18,257.80,265.39,266.00,263.17,258.34,262.80,264.74,262.62,256.77,258.34,256.89,259.16,254.65,254.54,255.67,261.43,256.71,255.38,254.51,252.80,249.77,250.37,249.07,247.82,249.02,247.92,251.94,248.70,247.00,241.06,234.32,227.52,224.17,199.03,228.73,231.07,236.92,239.64,245.26,247.02,254.15,254.55,221.74,173.86,,,,,,,,,,,,414.28,270.40,350.73,257.48,397.21,443.18,488.78,217.57,229.68,212.36,
2018-03-31 22:11:15.901000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82,244.67,248.28,258.94,266.36,267.69,263.65,260.64,296.44,421.20,406.99,384.41,455.63,488.90,258.71,258.98,255.55,255.02,261.68,257.08,254.94,255.75,253.75,251.02,249.49,250.00,250.04,248.60,248.73,254.23,251.31,247.21,242.28,237.88,227.76,226.59,220.96,227.67,232.98,235.86,242.67,243.56,,,182.31,223.62,336.36,331.37,295.10,334.63,170.18,195.88,226.53,235.03,235.20,240.46,236.38,230.63,228.90,230.70,226.34,229.05,232.82,231.60,256.33,228.56,287.94,215.10,211.54
2018-04-09 22:05:00.233000,L8,,,,,,,,,,,,,,,,,,,,288.93,283.90,278.26,,,284.57,290.35,282.81,290.46,289.25,264.48,287.62,296.76,263.95,276.66,237.70,239.71,282.47,287.18,282.81,257.66,292.13,278.12,262.37,289.46,255.92,261.59,259.88,272.42,285.08,288.80,298.61,297.31,263.28,270.05,281.72,279.28,272.46,271.49,274.43,273.05,274.27,270.87,266.26,267.38,267.43,266.58,264.10,265.29,266.68,267.43,266.05,264.09,260.54,261.19,260.54,257.46,257.18,257.78,254.48,260.49,260.23,255.00,245.87,244.70,240.12,234.23,216.38,241.25,252.76,249.02,253.51,260.87,263.93,269.81,266.09,249.40,227.31,186.10,177.80,,185.63,243.46,243.30,245.89,248.28,247.82,243.01,247.81,240.08,237.47,235.90,237.58,239.92,239.16,235.77,241.63,240.75,226.01,214.26
2018-04-16 22:11:06.667000,L8,,,213.84,201.42,211.26,220.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.03,246.31,251.27,262.09,270.41,270.24,265.59,262.68,268.64,266.73,266.84,263.28,261.34,258.01,261.98,260.38,257.99,256.25,263.05,259.66,260.23,259.13,255.66,252.93,253.80,252.95,251.54,250.79,250.80,255.81,252.49,249.35,243.94,509.71,501.52,505.43,489.28,230.67,233.13,241.20,243.70,243.56,241.28,251.70,247.77,214.70,,,,,171.80,200.38,229.49,238.50,238.07,240.60,237.40,235.22,231.74,234.00,230.39,233.47,234.59,234.42,228.44,228.54,228.73,483.08,476.49
2018-05-02 22:10:57.873000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.24,244.20,251.14,258.01,267.19,265.04,264.11,258.67,264.40,264.01,263.95,259.82,259.50,255.24,258.85,256.18,255.85,253.84,261.22,260.04,255.75,255.50,254.15,251.86,250.64,250.09,249.17,248.49,246.78,251.71,252.19,245.65,242.20,235.38,229.19,225.25,198.30,226.90,229.61,234.98,241.82,247.83,245.94,253.67,253.82,222.61,171.75,,,,,192.79,224.43,233.24,235.63,235.76,235.28,231.78,229.16,228.83,190.57,228.78,231.45,228.89,225.54,221.47,223.13,210.24,204.71
2018-06-12 22:04:30.023000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.55,246.58,255.82,261.94,270.47,271.63,266.11,261.61,269.37,267.96,268.59,265.50,260.77,258.79,261.02,260.55,258.13,258.59,263.20,259.50,260.37,259.77,256.05,253.67,254.44,252.04,251.25,252.45,250.05,255.05,254.69,249.75,243.49,236.80,236.03,230.53,223.63,233.52,233.84,242.22,244.14,250.54,250.23,259.10,261.70,215.11,,,,,,189.65,230.01,237.90,239.20,240.46,238.29,238.00,236.24,232.88,236.10,238.45,237.29,235.48,235.04,238.86,264.14,269.12,291.28
2018-06-28 22:04:40.307000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.19,243.70,251.72,259.55,266.92,266.95,265.53,260.73,263.29,265.09,261.88,260.97,260.83,256.92,260.94,261.07,257.05,254.48,261.11,257.32,256.21,256.33,253.15,250.11,252.36,250.94,250.90,250.53,248.16,251.52,250.64,248.25,240.07,234.84,230.75,226.10,203.34,229.58,230.25,237.45,239.73,243.75,247.44,255.68,254.50,208.32,,,,,,184.68,224.55,231.32,234.96,237.47,233.88,231.79,229.97,228.85,229.31,230.96,229.74,228.05,222.04,222.62,223.94,212.21,209.90
2018-07-05 22:10:54.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.06,243.88,251.08,259.74,266.62,268.38,265.59,259.82,261.63,264.79,263.11,261.42,260.15,257.30,260.06,259.02,255.42,254.84,261.41,256.86,257.14,257.47,252.70,250.43,252.41,251.11,249.75,249.00,248.88,253.18,250.33,247.94,241.57,233.53,230.16,226.83,203.99,226.55,230.42,237.55,239.56,244.36,246.51,256.63,256.47,201.95,,,,,,184.37,224.29,231.55,234.33,236.78,233.01,230.33,231.14,228.52,189.51,229.80,228.79,225.67,222.83,221.92,221.18,210.81,209.19
2018-08-06 22:11:10.291000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.46,241.85,247.06,258.11,265.22,262.54,262.12,257.17,260.25,260.52,257.91,257.23,259.08,253.49,254.28,256.18,252.67,251.25,258.00,255.83,252.72,252.96,249.53,247.99,248.05,248.31,245.83,247.18,244.74,248.45,249.13,242.75,238.80,231.47,225.77,221.72,190.12,224.37,225.89,231.21,238.31,242.23,242.40,250.72,251.12,203.27,,,,,,188.48,218.51,228.64,229.93,233.16,231.80,228.31,225.87,224.72,188.05,225.01,224.57,224.84,220.32,219.00,219.71,208.62,204.78
2018-08-31 22:05:11.322000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.22,410.08,391.92,373.57,394.90,439.69,416.40,517.50,,,,,,,253.77,256.35,222.27,,,422.07,300.56,257.62,260.90,260.88,256.74,256.56,255.10,256.72,255.87,277.97,243.07,245.30,344.39,236.92,272.26,323.84,259.03,260.30,249.85,341.62,272.74,,236.65,250.76,236.61,202.13,,216.83,257.14,267.25,231.76,225.71,230.64,234.89,222.41,,,,,342.61,361.46,483.82,,,513.65,523.03,446.19,198.96,209.06,227.15,296.00,496.72,475.98,465.09,542.05,192.97,211.50,207.55,214.75,215.72,207.55,201.17
2018-09-07 22:11:24.397000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.76,240.37,245.62,254.70,263.99,260.47,260.85,256.00,256.49,258.71,256.72,254.81,256.88,251.88,252.53,253.89,251.19,250.11,256.72,254.35,249.70,251.72,248.54,246.16,246.57,248.60,245.39,246.32,244.76,247.65,247.24,241.84,239.31,232.10,221.92,220.85,189.53,222.26,224.14,229.78,237.10,239.70,241.40,249.37,250.58,202.47,,,,,,184.36,216.09,227.14,228.90,230.61,228.60,225.06,222.69,222.97,189.26,224.15,226.22,223.81,217.09,218.29,219.56,207.02,202.87
2018-09-16 22:05:15.874000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.21,199.32,241.51,236.04,255.83,258.78,262.85,256.13,255.05,260.26,261.27,259.90,258.97,255.15,258.59,258.90,252.07,251.48,260.58,255.88,253.35,255.10,252.49,248.27,248.87,248.15,248.63,249.06,247.90,253.26,250.31,245.21,239.77,234.59,222.95,216.87,182.76,214.55,221.75,224.75,234.03,239.38,244.93,250.32,251.78,210.52,,,,,,,,,,,,,,,179.32,218.58,216.03,214.44,207.74,214.88,208.08,204.76,200.28
2018-10-02 22:05:23.291000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.33,242.18,250.85,257.73,265.24,264.46,263.08,260.57,263.96,263.06,258.20,259.11,260.27,255.39,256.87,255.72,254.49,251.85,261.33,256.63,253.80,256.56,253.08,247.73,250.69,249.34,249.82,249.40,247.64,249.52,249.48,245.92,239.80,233.99,224.90,223.75,193.82,226.20,228.07,234.89,240.06,244.19,245.20,252.66,252.52,205.28,,,,,,190.98,221.95,228.60,231.08,232.60,229.03,229.37,227.75,224.77,223.72,227.28,226.52,224.99,218.64,221.82,222.68,211.43,207.33
2018-10-18 22:05:29.751000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.29,241.92,248.91,256.35,265.05,265.68,263.69,260.16,262.39,263.77,260.28,259.75,260.17,255.14,256.27,258.33,254.50,252.67,259.24,256.83,253.39,255.23,251.77,248.88,249.83,248.93,248.54,248.20,247.41,250.13,250.77,245.26,241.05,233.29,226.67,226.48,205.34,226.85,228.08,236.05,240.70,243.62,242.76,251.72,251.92,203.14,,,,,,189.88,222.23,233.70,232.70,231.53,233.17,230.73,228.63,224.77,188.67,228.51,229.57,227.63,223.18,223.54,225.77,213.53,210.07
2018-10-25 22:11:42.546000,L8,,,,,,,,,398.30,521.23,,,,,,,,,,,,,,,,,,337.92,400.36,411.68,407.86,,,,,,,,,,,,,,,,,,,,237.25,241.03,249.61,257.52,266.09,265.55,264.87,262.16,262.08,263.97,261.03,261.75,262.99,256.82,258.03,205.93,,,,,,,,,,,,315.19,294.66,,,446.50,437.25,237.10,227.10,224.93,203.28,227.61,228.10,235.03,239.26,243.02,267.95,271.19,,,,,,,,190.48,438.58,493.50,498.26,225.94,228.22,219.98,223.78,472.34,453.52,488.49,215.76,223.77,221.37,222.40,219.55,213.76,210.05
2018-11-03 22:05:33.462000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.36,242.30,250.11,256.89,265.69,265.16,263.12,260.13,263.72,263.57,260.44,260.08,261.13,256.93,258.67,259.11,253.96,251.98,261.32,256.33,254.44,255.30,252.10,250.71,251.36,249.52,248.84,248.33,248.20,249.81,253.39,256.01,249.90,248.32,242.75,242.10,192.28,227.82,230.98,250.88,248.75,265.54,272.05,271.20,264.97,203.44,,,,,171.17,194.95,232.57,236.84,236.84,236.69,236.37,235.25,230.51,227.02,224.53,228.01,229.04,230.33,223.49,226.26,227.85,215.67,210.91
2019-01-06 22:05:29.894000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.22,245.42,256.46,264.03,264.71,249.70,281.37,319.28,269.36,266.17,265.83,264.60,265.88,269.68,261.14,255.94,255.21,252.76,260.50,257.55,256.40,257.67,253.43,254.49,254.08,252.35,251.80,250.74,251.39,254.34,254.78,247.78,243.41,239.88,229.17,226.95,199.29,229.47,231.99,242.43,243.74,247.28,248.05,258.46,252.07,197.68,,,,438.03,510.29,443.23,453.42,411.93,399.58,335.73,398.67,388.88,346.10,348.31,179.94,182.35,,361.03,263.74,347.26,416.14,490.73,431.37
2019-02-14 22:11:33.473000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.27,244.35,252.85,259.02,266.10,266.13,265.13,259.13,264.51,262.53,260.78,260.87,261.20,256.44,256.75,257.45,254.11,252.85,261.57,255.70,254.22,256.08,251.95,250.91,250.58,250.10,249.17,246.90,246.38,249.82,246.50,246.04,241.47,234.48,227.28,227.12,191.78,228.44,231.25,239.98,241.04,245.65,247.57,256.09,252.76,205.84,,,,,177.39,198.15,233.38,234.07,233.49,239.06,236.87,229.76,229.69,230.87,227.98,231.53,230.68,230.62,228.09,230.72,227.99,214.78,207.84
2019-03-02 22:11:29.304000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.06,245.20,253.15,258.86,266.49,267.00,264.29,257.76,263.80,264.90,260.85,259.93,261.87,257.03,256.87,257.53,254.06,251.90,261.48,255.92,254.75,254.98,253.05,251.36,250.94,249.05,248.63,249.70,247.16,250.93,250.56,245.64,241.05,233.99,226.84,224.29,191.26,229.08,230.94,238.09,241.41,246.95,247.74,255.79,251.15,210.75,,,,,182.03,201.26,233.69,236.43,236.13,237.48,236.81,231.97,230.70,230.57,227.93,230.49,229.06,230.67,225.18,228.13,227.35,215.18,206.93
2019-04-12 22:05:06.784000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.80,246.17,258.90,262.49,272.32,270.85,268.47,260.70,267.89,265.36,264.82,264.19,263.48,260.68,261.39,260.44,257.58,255.88,264.68,258.43,256.08,257.04,254.37,253.98,254.86,252.91,251.72,248.46,249.89,253.75,255.24,250.02,243.08,237.60,232.26,228.20,190.14,231.47,231.94,242.84,243.91,251.05,250.83,258.88,257.33,203.53,,,,,183.46,202.45,239.83,243.23,242.31,244.42,239.66,239.30,239.69,237.66,233.12,234.83,236.69,237.15,234.24,233.35,232.70,218.70,212.37
2019-04-19 22:11:14.619000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.01,250.35,259.62,261.32,272.11,271.66,268.41,263.28,268.41,267.16,265.01,265.51,264.83,262.11,260.80,261.02,259.13,257.34,264.24,259.49,259.65,257.69,256.17,257.46,256.04,252.78,253.82,252.49,251.92,256.12,253.58,251.23,244.57,239.79,232.96,229.11,204.84,232.02,235.60,242.94,245.18,250.81,251.17,258.42,256.98,212.21,,,,,188.73,207.69,242.21,245.43,243.24,244.89,242.09,239.85,238.84,237.86,234.37,237.10,234.07,235.27,232.75,231.91,230.88,219.32,211.98
2019-04-28 22:05:02.570000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.42,247.98,250.40,261.67,265.41,275.62,274.33,275.19,272.50,271.53,269.92,269.98,269.44,269.74,264.57,265.12,266.05,265.10,270.50,267.70,262.85,266.76,262.76,258.76,266.66,259.18,255.93,257.53,253.43,258.95,260.80,260.15,255.57,246.61,240.90,237.52,230.90,201.18,234.34,236.53,246.12,245.81,253.36,261.57,266.84,262.19,202.57,,,,,187.14,204.44,254.95,252.21,251.84,250.86,244.42,249.00,250.17,245.17,240.61,243.92,242.74,244.87,240.76,239.95,240.64,224.43,218.53
2019-05-14 22:05:12.306000,L8,389.65,189.04,202.29,233.69,223.51,224.04,170.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.36,239.56,244.48,249.87,262.61,257.89,257.27,253.46,261.16,266.34,262.52,264.31,264.13,256.69,258.72,258.96,257.01,252.73,257.64,254.59,250.11,252.40,249.81,247.74,247.17,246.40,246.44,246.56,245.14,246.83,247.75,243.78,238.82,233.22,230.72,226.39,207.43,226.41,227.12,236.28,237.89,241.90,246.43,251.68,253.32,203.16,,,,,169.42,191.14,227.87,231.19,232.81,236.16,235.60,231.58,231.38,229.19,228.12,229.38,229.75,228.52,223.09,227.51,228.34,215.86,210.24
2019-06-15 22:05:27.936000,L8,279.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.18,243.70,251.25,256.37,267.86,263.86,264.17,261.49,266.91,262.90,258.17,255.06,260.59,254.85,256.40,254.34,256.75,255.40,263.08,258.66,258.61,257.15,254.91,253.63,253.09,251.79,250.09,247.44,246.26,243.78,245.79,242.85,237.87,232.63,221.67,196.95,186.87,224.09,221.47,240.31,244.21,246.00,240.44,245.58,248.98,195.18,,,,,,187.63,234.49,234.12,236.74,237.25,,,,,237.00,233.58,242.28,231.94,237.30,238.32,234.77,215.23,208.78
2019-06-22 22:11:40.996000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.76,245.43,254.46,260.08,270.00,267.60,266.52,263.33,268.32,266.76,265.40,264.96,264.20,262.12,262.56,260.46,259.55,262.61,264.89,260.12,259.30,258.00,256.18,257.39,254.11,252.94,252.31,252.30,249.54,254.57,255.01,248.28,244.46,240.54,233.31,230.24,194.18,232.94,234.11,244.13,245.08,248.34,249.35,259.33,253.00,207.37,,,,,182.00,204.41,237.41,241.71,240.08,242.81,241.59,237.92,235.22,235.70,234.25,235.07,227.12,228.90,230.62,231.17,233.81,222.93,215.47
2019-07-08 22:11:44.725000,L8,,187.50,198.41,216.54,222.93,224.46,173.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.29,245.67,247.35,260.96,272.31,273.13,455.78,463.58,445.29,473.94,455.91,431.73,402.13,509.37,511.07,265.32,260.81,264.28,265.80,262.92,260.35,261.24,259.40,258.42,256.52,252.67,254.74,249.99,248.30,255.31,251.17,253.98,248.81,246.02,239.61,233.32,231.34,233.44,240.74,245.55,249.62,246.65,275.61,271.57,263.80,202.78,,188.13,199.17,188.88,246.77,247.03,248.33,247.95,247.96,247.37,243.95,244.78,241.32,239.39,242.83,245.11,241.11,242.37,240.21,239.30,239.36,228.03,219.18
2019-07-17 22:05:35.131000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.75,244.01,252.34,259.26,267.67,265.36,264.30,261.51,267.65,265.59,260.79,261.40,261.96,257.84,259.69,256.90,257.16,256.94,263.21,257.56,256.75,256.98,254.91,255.42,253.66,250.91,252.79,251.21,248.52,252.17,251.49,247.59,241.78,235.65,229.35,228.00,194.29,231.27,231.24,239.12,242.40,248.67,249.04,255.78,255.66,202.60,,,,,177.34,202.26,238.07,239.25,239.62,240.98,238.42,236.47,233.04,232.50,231.84,235.09,233.99,232.75,230.37,231.48,232.51,218.10,214.10
2019-07-24 22:11:48.987000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.60,246.69,253.91,259.56,270.71,270.28,265.49,263.08,269.57,267.68,264.16,263.49,263.32,261.11,259.97,256.90,258.50,258.82,263.53,259.27,258.43,258.00,255.29,256.40,254.32,250.41,252.38,250.70,249.25,253.77,252.48,249.05,242.75,237.28,231.25,228.37,199.68,229.62,233.89,240.86,244.20,249.55,249.75,257.02,255.99,205.57,,,,,180.08,202.26,239.05,243.37,242.84,243.47,241.20,241.33,236.16,234.85,235.54,238.23,235.40,233.86,235.17,233.99,234.13,221.31,213.81
2019-08-02 22:05:42.028000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.48,244.44,252.01,259.19,267.38,267.78,265.43,260.00,266.48,266.01,263.42,262.03,261.35,258.74,259.86,261.06,257.47,259.17,263.75,259.37,258.66,258.47,256.32,257.83,254.11,252.25,251.94,252.82,248.97,253.00,252.82,247.65,243.00,237.27,233.47,228.60,193.02,228.63,232.87,240.27,242.70,248.14,250.79,256.75,257.87,201.51,,,,,179.26,201.76,235.59,238.49,238.34,241.06,237.98,235.58,233.45,233.88,231.50,231.37,232.64,230.97,224.33,229.02,229.97,217.29,211.71
2019-08-09 22:11:55.358000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.79,245.40,254.20,260.95,268.11,268.10,266.28,263.98,269.53,267.04,265.58,264.65,263.02,259.86,263.52,260.27,258.05,261.08,266.23,260.60,259.97,259.34,256.61,259.96,254.27,253.54,254.07,250.25,248.68,256.31,254.73,248.11,244.93,238.50,234.30,230.13,192.84,231.74,233.45,243.09,245.04,249.59,251.42,261.41,256.99,203.21,,,,,179.76,201.95,238.83,244.45,242.38,246.33,242.40,239.18,236.22,237.52,235.00,239.07,238.20,237.73,232.88,234.84,235.62,222.49,217.77
