dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0067,nzd0367-0068,nzd0367-0072,nzd0367-0073,nzd0367-0066,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,satname
2016-06-04 22:19:16+00:00,334.812,314.59857142857146,332.99142857142857,341.73999999999995,339.34000000000003,336.71,317.1766666666667,302.415,288.56333333333333,286.06166666666667,275.5657142857143,266.02142857142854,259.3957142857143,260.9157142857143,262.4142857142857,269.44,277.6933333333333,258.375,265.59666666666664,266.51500000000004,259.74333333333334,263.2416666666666,254.50142857142856,256.2471428571429,263.49,267.20714285714286,270.46999999999997,275.68857142857144,290.8383333333333,301.46166666666664,305.42833333333334,311.185,329.24333333333334,283.37166666666667,282.224,270.734,306.99,295.68833333333333,181.02166666666665,192.34833333333333,188.16666666666666,213.05499999999998,229.77499999999998,,,,,165.825,171.27499999999998,,,177.06666666666663,181.03166666666667,,,,,,,,,290.2416666666667,241.30499999999998,238.88333333333333,217.79999999999998,209.956,183.33249999999998,217.19,182.7825,217.814,240.14000000000001,217.51666666666668,221.94500000000002,218.30599999999998,201.342,196.4825,207.1,190.6375,179.9875,177.6375,164.44,,L8
2016-07-06 22:19:29+00:00,349.505,315.496,336.68333333333334,345.5516666666667,343.4783333333333,338.534,321.11800000000005,306.2,293.32800000000003,291.94399999999996,276.15200000000004,270.70166666666665,262.9316666666667,264.5983333333333,266.305,274.606,282.33000000000004,264.282,270.466,272.274,265.26800000000003,268.11199999999997,258.3533333333333,259.4183333333333,267.67400000000004,269.345,273.75166666666667,278.85999999999996,296.26,308.14199999999994,312.72200000000004,321.06399999999996,334.538,297.31600000000003,284.3033333333333,271.39333333333326,316.865,310.79799999999994,186.07399999999998,197.66199999999998,193.448,217.552,231.67666666666665,,,,179.43,171.1966666666667,174.49333333333334,174.11,176.68,182.278,186.74200000000002,,,,,,,,,309.356,242.32,243.88400000000001,221.9475,205.2875,183.33249999999998,217.19,188.90666666666667,219.065,241.40750000000003,219.85000000000002,227.22750000000002,224.42,214.89000000000001,202.02666666666664,211.27999999999997,194.51666666666665,179.49333333333334,178.73333333333332,164.44,,L8
2016-08-07 22:19:37+00:00,357.22666666666663,315.27250000000004,337.63599999999997,346.558,344.17999999999995,340.34000000000003,322.9375,308.75,295.2425,294.78749999999997,276.4925,272.574,264.41600000000005,266.32399999999996,268.254,277.02,285.0,267.9275,273.3975,275.8775,268.9225,270.9675,260.406,261.64399999999995,267.67400000000004,270.476,275.59000000000003,280.904,301.6175,313.29999999999995,318.4825,327.9325,341.51750000000004,304.26,289.25499999999994,274.5799999999999,316.865,321.525,188.73749999999998,199.79999999999998,196.23250000000002,220.535,231.67666666666665,,,,179.43,171.1966666666667,174.49333333333334,174.11,176.68,184.755,189.00250000000003,,,,,,,,,332.404,244.79999999999995,247.60250000000002,226.7833333333333,203.66666666666666,184.7833333333333,217.19,188.84,221.3133333333333,243.7066666666667,225.7833333333334,235.02,224.42,214.89000000000001,202.02666666666664,211.27999999999997,194.51666666666665,179.49333333333334,178.73333333333332,164.44,,L8
2016-12-29 22:19:49+00:00,362.95500000000004,,344.78499999999997,356.13,356.28499999999997,344.46500000000003,324.01,309.505,296.605,296.405,283.39,278.83500000000004,267.765,268.555,272.41999999999996,281.825,288.205,272.88,274.3,280.78,277.44999999999993,281.38,268.55,265.875,274.29499999999996,275.87,281.13,288.06,302.225,315.005,315.95,323.875,342.73,333.46000000000004,301.6,284.24,332.815,323.07,189.8,202.745,197.36,221.195,235.48,,,,179.43,181.94,180.93,174.11,176.68,186.59,191.975,,,,,,,,,372.16499999999996,249.87,253.21,,,,,,,,210.92,234.72,228.77,227.37,224.06,210.03,201.19,184.37,177.39,169.04,164.56,L8
2017-02-15 22:19:31+00:00,360.545,,342.475,354.875,353.725,355.58000000000004,328.28,310.19,293.735,287.61,283.39,271.62,259.65,260.47,265.46,273.37,279.78499999999997,265.79,265.75,268.32500000000005,266.7199999999999,277.495,264.025,260.95,269.36,271.83500000000004,278.44,282.58500000000004,297.7,311.905,318.55499999999995,320.99,336.065,318.76,301.6,284.24,342.305,340.81,182.895,195.245,194.67000000000002,215.17000000000002,221.03,,,,,,,,,177.67000000000002,184.83499999999998,,,,,,,,,,262.03,261.12,,,,,,,,206.71499999999997,242.69,240.385,227.37,224.06,228.32,185.13,178.035,173.57,169.04,165.54500000000002,L8
2017-03-28 22:13:00+00:00,357.77666666666664,350.54,342.95,356.15333333333336,354.2033333333334,356.7033333333334,328.53,311.3233333333333,294.6566666666667,292.515,288.46500000000003,275.545,264.29499999999996,263.675,267.635,275.25,280.24,265.43333333333334,266.2133333333333,270.18,264.72999999999996,276.9766666666667,264.69666666666666,261.9733333333333,270.3966666666667,273.17333333333335,279.53,283.82,298.54,314.62666666666667,322.5433333333333,320.14666666666665,337.73333333333335,309.39,301.07000000000005,285.3,341.15333333333336,340.81,183.74666666666667,196.33333333333334,197.38333333333333,216.35,221.03,,,,,164.8,170.15,,,178.56333333333336,185.54,,,,,,,,,,257.8933333333334,256.5133333333333,219.71,,,,,,,207.24,245.13,240.54999999999998,227.37,235.65,232.92,199.20666666666668,184.8033333333333,175.3033333333333,167.79500000000002,165.54500000000002,L8
2017-04-20 22:18:59+00:00,355.2025,351.375,346.0975,352.3625,350.4875,358.0525,332.585,314.03,296.055,295.7033333333333,291.8866666666667,279.40333333333336,267.31333333333333,279.65333333333336,267.7966666666667,275.9533333333333,281.0075,264.5625,265.8225,272.05,267.58,279.3575,266.5425,264.0175,271.5575,275.77750000000003,281.6775,285.725,300.665,317.3575,327.7925,325.30499999999995,340.88,324.1333333333333,320.27000000000004,308.33,336.485,340.81,185.5075,197.5775,198.18,217.635,226.26999999999998,,,,170.89,166.455,172.91500000000002,,,180.815,186.64249999999998,,,,,,,,,,258.805,253.15,200.025,,,,,,,207.24,245.13,240.54999999999998,227.37,235.65,232.92,199.20666666666668,184.8033333333333,175.3033333333333,167.79500000000002,165.54500000000002,L8
2017-06-07 22:19:15+00:00,365.296,351.375,350.70799999999997,357.77,356.166,361.902,335.77799999999996,318.236,299.314,300.455,296.3825,284.1975,272.8925,281.59000000000003,267.7966666666667,283.15250000000003,284.412,269.652,269.51,275.454,272.068,283.076,269.712,267.45799999999997,274.698,279.634,285.43,289.302,304.048,320.98400000000004,332.818,333.39,345.57,333.955,334.03000000000003,324.945,342.51800000000003,350.03999999999996,188.76399999999998,201.024,201.00799999999998,221.06,226.26999999999998,,,,183.51,171.8166666666667,178.37,188.05,192.27,186.124,186.64249999999998,173.01,,,187.35,183.89,167.73,185.76,182.66,351.44,265.198,258.352,206.40666666666667,192.99,175.81,,,,,211.89499999999998,251.5725,240.54999999999998,227.37,235.65,232.92,210.9475,191.4075,179.235,171.49666666666667,171.29,L8
2017-06-16 22:13:07+00:00,372.99,351.375,354.30333333333334,361.91166666666663,360.02,364.7966666666667,339.4116666666667,321.4166666666667,301.74333333333334,303.7,299.6,287.598,276.878,282.796,273.385,286.604,287.0333333333333,273.305,272.1816666666667,278.98833333333334,275.45,286.43,272.435,269.9116666666667,277.065,282.14000000000004,287.88,291.91833333333335,306.54333333333335,323.66,336.2283333333333,338.7333333333333,349.605,340.47799999999995,342.052,335.03200000000004,347.2083333333333,356.57,191.28,203.34166666666667,203.40666666666667,223.71833333333333,231.18666666666664,,,,187.41,174.72,181.8375,189.86,194.36,189.11333333333334,186.64249999999998,175.035,,,189.035,185.40499999999997,168.24,187.63,186.215,356.28999999999996,265.198,258.352,206.40666666666667,192.99,175.46,,,,,213.658,255.39000000000001,240.54999999999998,227.37,235.65,240.95250000000001,218.32199999999997,195.31599999999997,181.45999999999998,173.63,174.2075,L8
2017-07-25 22:19:30+00:00,381.3033333333333,362.6233333333333,358.66499999999996,365.6033333333333,363.50666666666666,368.0916666666667,340.5683333333333,324.31666666666666,303.38166666666666,307.13,303.05400000000003,290.94399999999996,280.114,285.902,276.28749999999997,288.158,289.2716666666667,275.33666666666664,273.7483333333333,281.10333333333335,276.7633333333333,288.0683333333333,273.71166666666664,271.41833333333335,278.8283333333333,284.10999999999996,289.4833333333333,294.1016666666667,308.8683333333333,326.415,340.05833333333334,343.34666666666664,353.215,344.004,351.27799999999996,351.188,350.47499999999997,356.655,193.93999999999997,205.356,207.11333333333332,225.85000000000002,231.18666666666664,,,,185.54,175.116,181.62,185.64,186.49666666666667,191.53,187.89333333333332,171.0,,,189.035,185.40499999999997,168.24,187.63,186.215,354.2966666666666,270.26599999999996,264.11800000000005,203.3225,187.825,172.50666666666666,,,,,214.3425,260.5575,246.44,,247.24,251.26000000000002,222.60499999999996,193.294,180.024,173.2425,176.015,L8
2017-08-03 22:13:23+00:00,382.57714285714286,362.6225,358.0814285714286,365.71571428571434,361.63714285714286,367.28428571428566,337.90999999999997,322.92,302.21571428571434,306.5833333333333,302.30833333333334,290.1583333333333,278.9933333333333,284.015,276.242,286.84000000000003,289.45714285714286,274.4971428571429,273.92999999999995,280.6714285714286,274.46142857142854,287.5257142857143,272.1328571428572,270.51000000000005,278.04714285714283,283.3828571428571,288.9242857142857,294.1385714285715,309.03714285714284,325.42,335.29714285714283,337.1685714285714,347.2285714285714,337.08666666666664,341.0233333333333,351.49333333333334,350.8542857142857,343.386,194.73,205.96166666666667,207.32571428571427,226.52714285714288,232.1125,,,,185.54,175.116,181.62,185.64,196.1375,191.53,191.785,167.975,186.29,186.12,194.42333333333332,185.40499999999997,168.24,192.39333333333332,186.215,339.525,269.0683333333333,261.85833333333335,201.704,188.53666666666666,172.50666666666666,,,,,214.3425,260.5575,246.44,,247.24,240.93750000000003,229.308,193.294,180.024,175.114,176.53799999999998,L8
2017-11-30 22:19:44+00:00,400.02250000000004,370.78999999999996,361.272,372.032,367.31399999999996,369.372,337.604,324.124,302.348,306.70599999999996,301.92199999999997,290.146,278.484,277.114,276.655,287.882,291.57399999999996,274.294,276.212,281.92600000000004,275.264,292.8275,270.48199999999997,269.87600000000003,278.536,283.22799999999995,289.19399999999996,295.45799999999997,308.828,324.168,332.456,334.45799999999997,344.65999999999997,338.004,341.83,350.286,354.68600000000004,340.348,196.946,208.02500000000003,207.368,228.24200000000002,237.95500000000004,,,,190.42333333333332,180.89000000000001,187.42333333333332,185.64,196.1375,194.4225,193.23000000000002,167.975,186.29,186.12,194.42333333333332,185.40499999999997,168.24,192.39333333333332,186.215,337.908,273.9625,258.445,203.42000000000002,191.205,172.50666666666666,,,,,213.97333333333336,264.4066666666667,245.25,,,221.39000000000001,250.03666666666666,194.01749999999998,180.97250000000003,177.255,179.04,L8
2018-02-02 22:19:27+00:00,,331.13,338.0,347.155,346.515,343.8,324.495,306.21500000000003,293.44,291.68499999999995,286.30499999999995,277.22,260.305,259.385,262.14,267.935,271.315,242.4,257.005,260.87,255.07499999999996,255.63,250.81,251.61,260.40999999999997,261.66499999999996,266.745,271.58000000000004,276.58500000000004,289.62,300.22,292.85,316.455,311.03499999999997,303.755,268.915,301.58000000000004,293.76,180.855,190.23000000000002,188.44,212.805,,,,,,,,,,173.77,178.45,,,,,,,,,300.875,253.97000000000003,228.53,195.79000000000002,199.21,,,,,,195.35,251.66,261.72,229.43,,189.15,,179.64,172.29,,,L8
2018-02-11 22:13:14+00:00,,322.08,336.3866666666667,342.45666666666665,340.74,336.6066666666667,320.03333333333336,304.34,292.30333333333334,289.74666666666667,284.75,276.2966666666667,260.5566666666667,259.07,261.66,268.36333333333334,271.32,228.76333333333332,256.37,258.13666666666666,251.71999999999994,256.825,251.49333333333334,252.06333333333336,259.62333333333333,258.0566666666667,262.62666666666667,267.05,269.0466666666667,281.4266666666667,295.0566666666667,289.65333333333336,310.9266666666667,304.52,297.6066666666667,263.5833333333333,289.7766666666667,284.08666666666664,180.855,190.23000000000002,188.44,212.805,,,,,,,,,,173.77,178.45,,,,,,,,,291.0366666666667,248.11666666666667,231.67,194.58,187.07,,,,,,195.35,244.115,253.17999999999998,230.17000000000002,243.71,189.78,,179.64,172.29,,,L8
2018-02-18 22:19:22+00:00,,316.3925,333.7825,338.96500000000003,336.195,332.46000000000004,316.725,302.21,290.245,286.995,282.3675,273.9975,259.7425,257.81,260.60249999999996,267.195,269.955,217.49,256.3175,256.1875,249.48749999999998,256.41333333333336,251.4475,251.765,258.4425,254.675,260.0775,264.315,265.1325,276.39750000000004,290.8675,288.08,306.45,295.4525,292.9475,261.2375,281.12,277.7575,180.855,190.23000000000002,188.44,212.805,,,,,,,,,,173.77,178.45,,,,,,,,,284.6975,244.3975,231.01999999999998,198.805,181.98000000000002,,,,,,191.64999999999998,242.26999999999998,247.2775,226.99,243.71,185.90333333333334,,172.97,172.29,,,L8
2018-04-07 22:18:58+00:00,,315.344,333.91,337.52,333.938,330.416,315.202,301.576,289.222,284.328,282.178,273.9975,259.572,257.36400000000003,260.46799999999996,267.448,270.198,224.74200000000002,258.19,256.048,249.48749999999998,256.66499999999996,252.53199999999998,253.154,259.93199999999996,254.666,259.212,264.004,265.1325,276.39750000000004,290.8675,288.08,306.45,295.4525,290.53000000000003,259.316,275.232,274.846,180.855,190.23000000000002,188.44,212.805,,,,,,,,,,173.77,178.45,,,,,,,,,282.752,243.31599999999997,230.882,203.958,190.82500000000002,,,,,,195.92999999999998,242.26999999999998,246.63000000000002,230.755,242.235,197.9225,236.38,172.97,172.29,164.93,,L8
2018-05-02 22:12:33+00:00,,315.67,334.33833333333337,337.2766666666667,333.3966666666667,329.6616666666667,315.1666666666667,302.13,289.3566666666666,283.53833333333336,282.37833333333333,273.544,260.26666666666665,258.28833333333336,261.06,268.20166666666665,271.40000000000003,232.23666666666668,259.86333333333334,256.65166666666664,249.402,257.58599999999996,254.23000000000002,254.9433333333333,261.5216666666667,254.79333333333332,259.8566666666666,264.8383333333333,266.226,275.89,291.494,286.578,306.158,293.35,290.7366666666667,258.855,274.51500000000004,274.155,180.35666666666665,191.8033333333333,188.44,212.805,,,,,,167.55,168.99,,,177.26,181.16666666666666,,,,,,,,,282.2716666666667,244.415,231.85333333333332,206.58833333333334,191.08800000000002,170.12,,,,,197.825,245.5675,252.73333333333335,237.842,242.13,204.12,222.75,181.46,179.815,164.93,,L8
2018-06-19 22:12:21+00:00,402.91,305.878,331.5780000000001,332.64,328.12600000000003,323.61,311.588,310.205,288.88199999999995,281.54,281.248,277.902,265.9266666666667,257.952,260.604,267.27,270.304,229.51800000000003,259.354,254.85199999999995,246.64999999999998,257.58599999999996,254.392,255.17399999999998,260.65200000000004,252.45999999999998,256.628,261.562,260.365,268.1975,284.485,282.47499999999997,300.59749999999997,286.40250000000003,284.44,253.98200000000003,263.774,263.86199999999997,179.14,191.01999999999998,186.01,211.63,,,,,,167.55,168.99,,,178.28499999999997,180.25,,,,,,,,,272.438,239.94,231.79199999999997,206.86399999999998,189.0575,183.065,178.45,,,,198.64999999999998,243.53666666666666,254.23000000000002,237.842,242.13,207.8625,222.75,182.37,187.34,164.93,,L8
2018-07-28 22:18:51+00:00,350.78,309.28,333.84833333333336,334.79,330.01,325.0783333333333,313.8233333333333,311.9485714285714,290.945,282.45666666666665,282.9916666666667,278.43833333333333,266.4,259.4216666666667,262.55,268.82166666666666,272.175,237.71,262.125,257.065,249.12599999999992,260.02666666666664,257.1166666666666,257.68333333333334,263.11333333333334,256.3433333333333,258.76666666666665,264.12833333333333,264.92199999999997,273.87399999999997,287.37800000000004,283.77,302.28599999999994,290.04200000000003,285.8416666666667,254.87833333333333,263.774,263.86199999999997,182.37,194.13,186.01,211.63,,,,,188.53,174.06,174.255,194.39,185.07,182.25,185.00666666666666,166.22,176.78,201.14,215.73,192.81,,,186.97,272.438,239.94,231.79199999999997,206.86399999999998,189.0575,183.065,178.45,,,,198.64999999999998,243.53666666666666,261.74666666666667,237.842,242.13,207.8625,222.75,180.25666666666666,179.525,167.62,177.79,L8
2018-08-22 22:12:54+00:00,334.7733333333333,319.38250000000005,339.55,338.5475,332.77750000000003,327.8075,317.6125,319.786,293.53999999999996,281.2175,286.5,281.375,270.284,261.925,266.435,273.47,278.08750000000003,269.6775,270.78000000000003,262.28,255.57999999999993,265.12,264.8275,265.85,270.755,264.82,263.855,270.53,278.5233333333333,288.37666666666667,296.51666666666665,286.94,307.97,299.39000000000004,289.9275,256.89,264.8433333333333,269.3966666666667,185.95000000000002,198.18999999999997,,,,,,,186.865,175.85666666666665,175.84333333333333,190.515,184.33499999999998,187.81000000000003,191.2266666666667,167.095,176.54500000000002,203.99,216.39499999999998,195.68,,198.21,189.515,279.19000000000005,247.64666666666668,235.53,228.0233333333333,196.96333333333334,183.065,178.45,,246.04,,204.0,259.85,281.35249999999996,262.73333333333335,249.94999999999996,240.23333333333332,236.17999999999998,214.44666666666663,177.20666666666668,170.22666666666666,179.695,L8
2018-08-29 22:19:08+00:00,327.545,319.61600000000004,342.178,339.134,333.658,328.778,319.168,319.25666666666666,296.072,282.244,287.908,280.894,269.75333333333333,262.396,267.092,273.954,280.074,272.72999999999996,271.98400000000004,263.472,257.5324999999999,266.804,265.95799999999997,266.994,271.912,267.082,264.712,271.714,280.23,291.65,296.2475,288.0375,308.9075,302.95500000000004,289.9275,257.52799999999996,265.6325,271.1225,187.48000000000002,198.535,192.31,222.57,,,,,186.46,177.4775,177.10500000000002,192.00666666666666,186.64333333333332,188.3725,191.755,172.63,178.36,203.87,215.13666666666666,196.42999999999998,171.97,214.47500000000002,199.53666666666666,280.20500000000004,252.1875,236.465,225.48749999999998,195.1275,178.39,178.45,,252.08499999999998,,204.0,266.6033333333333,285.964,269.445,262.25,240.23333333333332,246.115,227.0525,178.875,171.845,181.20333333333335,L8
2018-09-14 22:19:12+00:00,327.866,319.61600000000004,342.178,345.3966666666667,334.37166666666667,329.6066666666667,319.84666666666664,318.48428571428576,297.71999999999997,284.39166666666665,289.6033333333333,280.68333333333334,270.2342857142857,263.71999999999997,267.62,274.03333333333336,280.074,275.44,276.60833333333335,264.91,266.21999999999997,269.2033333333333,270.795,272.4583333333333,272.37166666666667,268.925,264.712,271.714,282.52,296.55,296.2475,288.0375,313.29,302.95500000000004,289.9275,257.52799999999996,265.6325,272.678,187.79000000000002,198.34199999999998,189.41,222.57,,,,,186.13,178.754,177.204,191.695,187.2775,188.506,191.398,174.4375,179.0775,202.405,212.6175,194.8975,172.055,217.41333333333333,203.5025,280.67400000000004,255.988,235.94,225.128,199.34199999999998,183.7275,178.45,172.06,261.18333333333334,,204.0,275.5775,287.36833333333334,272.17199999999997,268.568,253.59499999999997,253.45,232.49,178.875,175.48399999999998,182.01999999999998,L8
2019-01-04 22:19:27+00:00,309.10499999999996,318.64,340.47499999999997,345.8,334.85,330.10200000000003,320.65600000000006,312.318,298.434,285.284,289.262,275.02799999999996,265.78000000000003,263.334,267.08799999999997,273.31399999999996,280.88,275.626,276.934,265.968,265.70199999999994,270.688,271.48199999999997,273.034,271.89,271.368,265.505,273.39,282.89400000000006,299.28799999999995,293.915,287.8275,311.808,298.5775,286.73333333333335,259.82,263.11333333333334,272.5525,189.8975,199.19,189.41,222.57,,,,,186.13,181.555,179.2575,191.695,187.2775,189.5725,192.5975,174.4375,179.0775,202.405,212.6175,194.8975,172.055,217.41333333333333,203.5025,279.225,256.2525,232.8675,222.0525,193.07999999999998,184.39,,171.4,248.57999999999998,224.17,208.17,275.40999999999997,288.46999999999997,275.66249999999997,272.4375,265.48999999999995,268.66,238.47799999999998,176.0533333333333,178.1225,182.01999999999998,L8
2019-02-14 22:13:09+00:00,310.0575,315.345,336.21000000000004,342.802,333.26000000000005,329.194,319.104,308.522,296.02200000000005,284.69,288.144,273.6,264.446,262.008,264.424,270.952,277.79999999999995,271.154,274.316,264.692,265.532,268.6940000000001,269.20200000000006,270.74800000000005,270.162,269.206,265.1925,273.04499999999996,283.478,299.35,291.895,288.0375,311.67,294.0225,287.2766666666667,258.4866666666667,260.4475,272.5525,190.25333333333333,198.8033333333333,189.41,222.57,,,,,185.33,181.88333333333333,179.17,190.79666666666665,188.01333333333332,189.36999999999998,191.95666666666668,177.17666666666665,179.84333333333333,202.82666666666668,211.58,195.59333333333333,172.055,217.41333333333333,209.01333333333332,279.225,254.084,231.58800000000002,220.38400000000001,193.07999999999998,185.33666666666667,,186.83,247.314,239.45500000000004,211.325,273.08599999999996,280.53200000000004,272.174,265.162,260.8375,266.966,242.05,176.67999999999998,180.72666666666666,183.42999999999998,L8
2019-03-02 22:13:05+00:00,310.5933333333333,309.44666666666666,326.97,340.5825,330.7275,327.3075,315.52000000000004,304.325,290.48249999999996,284.325,286.35,271.51250000000005,262.09,260.5825,261.085,267.805,271.51666666666665,261.20000000000005,271.50750000000005,263.3025,264.97999999999996,265.855,266.3375,267.4725,267.4225,265.29,264.4866666666666,273.06666666666666,283.72,300.28999999999996,289.59666666666664,287.84333333333336,311.615,281.03333333333336,283.89000000000004,255.07,266.56,270.8966666666667,187.10500000000002,196.78,186.51,,,,,,181.68,177.505,174.66,188.87,185.75,186.58499999999998,187.66,177.86,177.2,200.3,203.61,182.875,172.14,223.075,216.935,277.53,248.96,226.1175,214.5525,201.17666666666665,191.11,177.89,196.195,244.5075,260.57666666666665,212.9333333333333,271.06,265.78000000000003,266.29,250.5175,259.8975,264.725,229.08999999999997,171.995,190.04,184.47,L8
2019-04-03 22:12:56+00:00,295.9766666666667,310.1175,329.01,330.655,330.045,326.835,314.65000000000003,303.46500000000003,287.23249999999996,283.3575,285.6325,271.995,261.04999999999995,259.54,260.86499999999995,267.9275,273.64,255.09000000000003,264.245,262.625,254.23249999999996,262.2925,258.34,258.6675,266.51,263.3225,266.5075,275.94,285.375,298.555,293.0825,290.5525,307.0225,285.5775,288.1375,256.14,276.435,271.11333333333334,188.81,200.155,,,,,,,183.47,174.905,175.965,190.425,184.28,188.01,190.29500000000002,179.55,173.195,208.175,208.39999999999998,179.545,166.7,228.815,220.91,278.75,243.53250000000003,226.7175,214.29,206.98666666666668,191.85000000000002,187.11,214.3775,236.27,273.28,215.0025,262.7525,265.7,266.0325,239.54500000000002,250.325,261.2675,226.90499999999997,177.76666666666665,180.16,172.96,L8
2019-05-05 22:12:52+00:00,298.535,312.654,330.962,332.96799999999996,332.06,328.696,316.90600000000006,305.84000000000003,289.514,286.098,288.72200000000004,275.366,263.37399999999997,262.12399999999997,264.062,270.558,276.31399999999996,259.504,266.898,265.772,257.62399999999997,265.11,260.66999999999996,260.962,269.004,266.702,269.692,278.906,288.948,301.848,297.20799999999997,295.05600000000004,312.87600000000003,292.452,292.44,260.0,284.90999999999997,275.235,192.13,203.9466666666667,181.92,228.52,234.43,213.66,,,187.92999999999998,179.9766666666667,180.78666666666666,193.04333333333332,188.50333333333333,193.73666666666668,194.82666666666668,181.24333333333334,175.98000000000002,213.84,214.52666666666664,186.0533333333333,168.51,232.27333333333334,224.91666666666666,292.5375,252.144,238.11399999999998,220.142,215.8,191.685,181.39,214.3775,239.942,283.072,217.468,274.742,274.992,273.54,239.54500000000002,250.325,264.7,233.474,181.2875,181.38,175.95499999999998,L8
2019-06-06 22:13:11+00:00,305.104,316.12833333333333,334.5933333333333,336.42833333333334,335.66,332.45666666666665,320.74,309.98333333333335,293.2933333333333,290.63666666666666,292.8666666666667,279.54,267.12833333333333,266.07,268.18833333333333,274.0266666666667,279.685,264.3316666666667,270.115,270.56666666666666,262.82666666666665,269.51,264.25666666666666,264.71,272.135,270.73,273.935,282.69666666666666,293.0133333333333,305.88,301.865,299.18666666666667,319.12333333333333,304.5466666666667,292.44,266.298,293.035,283.096,198.68,208.3525,197.765,234.695,241.66,213.66,,,187.92999999999998,179.9766666666667,188.04000000000002,204.245,195.13,200.945,201.19,188.5575,179.685,217.755,220.22,197.3575,171.12,232.27333333333334,216.125,301.684,262.5366666666667,250.28333333333333,231.00333333333333,227.4,188.904,181.39,233.02200000000002,253.4416666666667,294.90333333333336,237.47833333333332,284.66,283.23833333333334,280.735,239.54500000000002,250.325,264.7,233.474,182.542,181.71,179.70000000000002,L8
2019-06-29 22:19:29+00:00,306.3883333333333,317.82571428571424,336.48285714285714,337.77,337.0757142857143,333.51714285714286,322.27714285714285,311.63142857142856,294.52714285714285,292.38142857142856,294.7557142857143,281.32428571428574,268.18857142857144,267.5842857142857,270.0885714285714,275.74142857142857,281.53000000000003,266.3957142857143,271.87857142857143,272.2642857142857,264.74571428571426,271.13571428571424,265.4442857142857,266.0957142857143,273.72714285714284,272.33714285714285,275.5642857142857,284.54857142857145,295.0614285714286,307.94,304.64,301.57142857142856,323.06714285714287,311.8314285714286,292.44,268.16,297.56857142857143,284.0516666666667,199.282,209.95,200.10666666666665,234.22000000000003,240.36333333333334,213.66,,,192.3,183.98250000000002,189.656,208.408,198.26,204.426,202.99200000000002,191.936,180.356,220.542,222.648,200.924,172.2975,234.75,209.496,306.8566666666666,266.62,257.2185714285714,233.41285714285712,236.37166666666667,197.04166666666666,196.82999999999998,244.54333333333332,262.5571428571429,294.90333333333336,249.91,287.5828571428571,288.55857142857144,284.9714285714286,239.54500000000002,250.325,264.7,240.6183333333333,182.542,188.255,179.70000000000002,L8
2019-07-24 22:13:24+00:00,307.06857142857143,320.8457142857143,340.01714285714286,340.97285714285715,339.8014285714286,336.13571428571424,325.13571428571424,315.20142857142855,297.6928571428571,296.3528571428571,299.25,285.44428571428574,271.14142857142855,270.76714285714286,273.7857142857143,279.0957142857143,284.67857142857144,274.81428571428575,275.19714285714286,276.0957142857143,268.90142857142854,274.38,268.5757142857143,269.04857142857145,276.71999999999997,276.2914285714286,279.40999999999997,288.06857142857143,299.45714285714286,311.61,308.4371428571429,305.6857142857143,327.1671428571429,323.30571428571426,299.222,268.64,307.4657142857142,288.34166666666664,199.82500000000002,210.745,200.9725,233.87,239.3875,213.66,,,193.56599999999997,185.7,189.94000000000003,211.17,199.68999999999997,204.91666666666666,203.22666666666666,193.48000000000002,180.33,221.105,223.225,202.605,169.23600000000002,234.75,205.25,312.25500000000005,272.71714285714285,263.62,239.60285714285715,249.93499999999997,202.0514285714286,204.63600000000002,261.16333333333336,275.91285714285715,309.05,267.5885714285714,290.0214285714286,293.4857142857143,291.77285714285716,242.86333333333334,252.10666666666668,267.6525,243.06599999999997,183.31833333333336,185.736,180.07999999999998,L8
