dates,nzd0075-0000,nzd0075-0001,nzd0075-0002,nzd0075-0003,nzd0075-0004,nzd0075-0006,nzd0075-0007,nzd0075-0008,nzd0075-0009,nzd0075-0010,nzd0075-0011,nzd0075-0012,nzd0075-0013,nzd0075-0014,nzd0075-0015,nzd0075-0016,nzd0075-0017,nzd0075-0018,nzd0075-0005,satname
1999-08-26 22:04:44+00:00,,,,,348.07,357.68,363.78,368.66,344.63,333.38,287.43,304.32,,335.24,341.44,339.56,314.97,282.47,,L7
1999-09-27 22:04:48+00:00,364.72,,360.33,,348.185,359.14,362.79499999999996,363.16,339.01,320.11,287.03,297.765,232.52,335.64,340.91499999999996,334.695,311.925,282.595,343.99,L7
1999-11-14 22:04:42+00:00,365.425,365.33,360.33,,350.99,359.43666666666667,363.30999999999995,362.02666666666664,343.1033333333333,328.9733333333333,304.4166666666667,294.09666666666664,229.305,336.1366666666667,341.1166666666666,333.4166666666667,313.4666666666667,286.92333333333335,348.24,L7
2000-01-01 22:04:37+00:00,365.1766666666667,361.46,361.645,,351.8525,358.83,362.78,360.165,343.985,333.0475,310.4575,293.7925,232.3166666666667,334.46000000000004,340.78999999999996,332.73,312.90500000000003,286.6725,346.4066666666667,L7
2000-01-17 22:04:35+00:00,365.1766666666667,361.44666666666666,361.7033333333333,,352.422,360.096,362.474,358.968,342.026,335.52799999999996,313.73400000000004,304.27,258.43,334.788,340.902,333.816,313.692,288.742,345.9225,L7
2000-05-24 22:03:46+00:00,364.68,359.505,362.39,,361.9766666666667,364.98,364.18,357.6066666666666,347.8833333333334,350.20666666666665,336.84,334.10999999999996,312.16333333333336,339.8433333333333,348.1666666666667,341.41333333333336,317.06,298.31333333333333,348.4166666666667,L7
2000-07-11 22:03:17+00:00,321.33,366.225,358.445,,365.745,365.9533333333334,364.16,358.8866666666667,340.28666666666663,348.4266666666667,339.3,349.82666666666665,345.28,338.75666666666666,346.52666666666664,346.78499999999997,315.2266666666667,304.51,347.9666666666667,L7
2000-08-12 22:02:54+00:00,322.53499999999997,371.03,359.69,,376.79,368.1666666666667,365.97666666666663,362.01,347.2333333333333,349.50333333333333,347.4433333333333,355.46999999999997,350.44,343.87000000000006,347.3666666666666,348.925,315.91,300.845,349.71500000000003,L7
2000-09-13 22:02:26+00:00,333.50333333333333,352.53,359.69,,376.79,368.1666666666667,365.03999999999996,360.15,347.46999999999997,346.895,347.4433333333333,355.46999999999997,336.3425,339.8525,343.405,348.925,310.9225,300.845,349.71500000000003,L7
2000-10-15 22:01:56+00:00,333.50333333333333,352.53,359.69,378.42,368.595,368.1666666666667,365.976,360.15,347.46999999999997,346.895,347.4433333333333,355.46999999999997,336.3425,339.8525,343.405,348.925,311.70799999999997,297.97333333333336,350.6133333333334,L7
2001-01-03 22:02:12+00:00,342.05,357.5933333333333,357.02,366.645,355.125,362.92333333333335,363.082,358.1875,339.79,341.6,338.47666666666663,348.51,329.2,333.01,335.45,342.44,308.855,273.06333333333333,343.97,L7
2001-06-12 22:01:24+00:00,339.32,367.72,351.68,354.87,349.85,357.04,355.63,356.21,320.615,338.72,328.2,342.39,332.81,326.63,331.52,,,237.27,338.11,L7
2001-08-15 22:00:38+00:00,318.73,,,,,365.15,365.54,366.23,324.555,346.23,339.31,352.68,346.41,,,375.9,322.25,271.95,348.68,L7
2001-12-05 22:00:18+00:00,318.73,,,,,367.445,365.54,370.45500000000004,339.41,349.275,339.31,352.68,346.41,,,367.38,321.345,276.97999999999996,353.05,L7
2001-12-21 22:00:29+00:00,341.54499999999996,,,,,367.445,355.375,370.45500000000004,354.555,349.275,339.31,352.68,346.41,,,367.38,321.345,276.97999999999996,353.05,L7
2002-01-06 22:00:31+00:00,341.54499999999996,,,,,367.21000000000004,359.1466666666667,368.96333333333337,357.6233333333333,352.65000000000003,342.875,356.85,361.115,,,354.3,332.0833333333333,280.82,354.33,L7
2002-01-22 22:00:40+00:00,348.08,355.66,363.49,367.42,353.7,363.4175,358.28,364.79,353.1875,349.4175,338.27666666666664,354.16,355.48,335.8,341.58,350.185,327.63,279.625,350.61,L7
2002-02-23 22:00:43+00:00,361.8333333333333,355.66,367.39,367.42,366.685,363.32,357.77750000000003,363.425,355.74,349.6375,337.30333333333334,353.6666666666667,356.00666666666666,338.155,344.87,349.27750000000003,328.015,281.875,352.215,L7
2002-06-15 22:00:19+00:00,361.8333333333333,355.66,372.1233333333333,367.42,373.34666666666664,364.9275,362.214,362.8775,355.92,353.635,344.2325,358.67999999999995,360.075,349.06,357.62000000000006,353.2775,335.95,291.28999999999996,354.45250000000004,L7
2002-07-01 22:00:15+00:00,364.46000000000004,369.105,372.4225,370.675,371.7475,365.02599999999995,366.062,362.376,355.72400000000005,352.83000000000004,343.974,357.908,356.84399999999994,346.9525,353.995,349.024,332.538,293.906,353.6,L7
2002-07-17 22:00:08+00:00,364.46000000000004,357.3966666666667,372.4225,372.24333333333334,371.7475,364.4,365.94199999999995,361.17999999999995,352.97200000000004,350.908,342.412,354.784,350.63800000000003,345.456,351.774,356.07800000000003,332.268,292.154,352.202,L7
2002-08-18 21:59:57+00:00,367.77,358.56666666666666,375.40000000000003,374.655,377.7633333333333,367.49,368.50749999999994,363.40749999999997,356.245,353.705,345.745,356.28499999999997,352.245,347.87,354.3225,360.6375,342.06,296.1825,355.39,L7
