dates,satname,nzd0075-0000,nzd0075-0009,nzd0075-0010,nzd0075-0011,nzd0075-0012,nzd0075-0013,nzd0075-0014,nzd0075-0015,nzd0075-0016,nzd0075-0017,nzd0075-0018,nzd0075-0001,nzd0075-0002,nzd0075-0003,nzd0075-0004,nzd0075-0005,nzd0075-0006,nzd0075-0007,nzd0075-0008
2004-02-21 21:50:47.082000,L5,385.22,347.00,374.72,360.42,367.24,338.82,354.50,343.16,,,,384.51,374.83,380.01,,,281.32,376.26,366.13
2004-06-12 21:53:11.618000,L5,370.15,,,,,,,,,,,378.29,370.73,373.58,367.80,297.69,,,
2004-07-30 21:54:28.143000,L5,387.02,378.94,381.42,371.74,380.77,378.64,376.62,380.80,373.65,359.77,331.89,394.78,388.54,390.48,392.13,377.26,395.51,393.65,383.30
2004-09-16 21:55:41.721000,L5,,,,,,424.38,416.29,419.75,411.09,397.77,370.38,,,,,,,,
2004-11-03 21:56:42.977000,L5,408.42,383.21,382.48,379.91,400.35,405.68,405.43,417.98,396.40,376.85,343.18,409.80,399.79,401.83,408.60,387.11,394.70,388.03,387.53
2004-11-19 21:56:55.269000,L5,393.81,372.23,372.68,370.80,371.84,371.60,376.12,392.10,382.57,369.14,347.37,387.66,402.02,402.78,404.32,391.19,408.78,404.93,378.08
2005-02-23 21:58:31.621000,L5,,,,,,422.77,413.94,405.76,404.93,388.82,372.24,,,,,,,,
2005-03-11 21:58:44.158000,L5,,,,,422.17,418.96,411.15,408.02,404.26,387.03,369.24,,,,,,,,
2005-03-27 21:58:51.619000,L5,,,411.25,411.03,414.39,412.63,415.49,419.24,421.23,407.92,379.07,,,,,,,,
2005-04-12 21:58:55.193000,L5,384.31,362.80,376.26,375.09,396.56,384.54,387.09,387.43,370.90,353.13,331.53,390.26,381.20,387.94,391.94,375.24,381.49,375.66,365.77
2005-07-17 21:59:35.576000,L5,354.67,350.46,347.23,328.20,328.24,331.51,325.30,330.19,,,,366.32,353.51,360.66,340.71,336.10,360.09,363.59,358.86
2006-04-15 22:03:30.798000,L5,410.39,405.82,411.59,407.22,412.23,409.38,405.58,411.48,398.29,383.08,367.46,414.47,403.64,405.96,417.87,,,,414.83
2006-05-17 22:03:57.969000,L5,,,,,,414.90,415.40,416.65,410.91,401.35,372.12,,,,,,,,
2006-06-02 22:04:12.415000,L5,396.89,386.10,392.76,392.89,409.76,389.70,383.56,384.69,378.74,362.06,336.00,400.80,393.32,396.86,398.72,376.21,396.79,398.29,394.71
2006-07-04 22:04:41.660000,L5,,,,,421.89,415.49,415.67,418.23,412.77,395.93,377.33,,,,,,,,
2006-11-25 22:06:19.953000,L5,380.79,350.28,358.71,350.21,359.96,354.38,348.21,353.64,344.29,331.25,318.41,362.09,352.64,341.83,350.08,338.26,348.45,349.96,344.32
2006-12-11 22:06:28.205000,L5,380.36,,,,,,,,,,,297.60,,,,,,,
2008-02-16 22:01:58.190000,L5,383.92,373.17,375.62,370.11,375.28,374.04,369.28,377.84,371.59,346.39,328.00,390.37,382.44,391.58,394.21,376.75,397.46,387.47,386.08
2008-02-16 22:02:22.163000,L5,385.33,374.05,376.97,370.80,376.36,375.19,371.16,378.31,372.67,348.31,329.58,390.83,383.29,392.43,396.07,377.81,398.40,387.84,386.91
2011-01-07 22:01:44.406000,L5,,402.46,404.03,404.23,407.84,403.23,407.45,402.26,395.43,378.50,360.49,411.06,398.58,403.83,409.79,393.34,411.35,404.39,403.48
2011-03-12 22:01:43.554000,L5,399.72,381.22,388.23,380.88,391.83,386.82,383.26,387.12,374.38,356.66,339.74,398.88,389.53,388.94,391.67,378.59,394.05,388.63,383.58
2011-09-04 22:00:27.603000,L5,377.95,351.19,302.20,325.69,303.17,,,,,,,386.15,370.51,374.97,345.74,353.92,379.76,379.66,364.00
2013-05-20 22:13:50.559000,L8,363.13,363.02,360.97,353.74,357.96,354.58,359.04,368.66,363.84,343.45,326.49,377.61,367.03,370.42,374.46,354.62,372.43,371.35,364.24
2013-06-05 22:13:51.261000,L8,368.92,362.56,371.25,385.40,385.27,362.57,373.50,372.49,378.30,347.64,329.21,375.81,378.71,363.89,390.61,352.13,375.67,375.44,369.11
2013-06-21 22:13:43.313000,L8,287.47,,,,,,,,,,,,,,,,,,
2013-07-07 22:13:24.262000,L8,345.84,356.40,341.51,350.91,362.21,354.86,364.23,375.46,369.84,344.05,,361.99,356.30,360.78,363.25,348.93,368.07,365.36,358.37
2013-07-07 22:13:48.209000,L8,312.53,351.32,337.57,339.12,347.96,349.80,347.30,360.41,346.65,,,358.20,352.48,357.93,358.77,344.31,365.22,361.52,354.66
2013-08-08 22:13:49.700000,L8,291.35,318.47,325.44,313.30,320.84,312.73,314.38,307.41,,,,,,,,,348.83,334.56,336.19
2013-09-09 22:13:25.749000,L8,362.87,357.66,360.71,349.25,356.67,352.44,354.04,360.12,355.67,335.89,316.39,369.36,363.00,367.00,361.44,349.38,370.98,367.75,362.03
2013-09-09 22:13:49.699000,L8,360.53,355.99,358.82,347.58,354.56,351.06,350.17,357.11,353.56,335.89,316.95,366.99,361.20,365.23,360.14,348.14,369.54,365.56,359.77
2013-09-25 22:13:17.289000,L8,373.26,372.75,377.92,379.61,396.20,393.97,439.20,,377.19,357.20,335.36,382.43,372.56,379.64,388.53,367.98,387.77,381.15,388.78
2013-09-25 22:13:41.239000,L8,372.60,372.37,376.44,376.70,393.60,392.93,418.16,419.92,376.91,356.82,333.93,382.01,372.32,379.06,387.26,367.20,387.21,380.86,387.84
2013-10-27 22:13:07.896000,L8,350.81,358.33,324.51,303.47,349.85,367.78,364.53,338.65,,339.45,322.12,365.06,356.76,367.25,361.80,349.84,371.30,366.37,362.32
2013-10-27 22:13:31.854000,L8,351.29,358.64,324.79,304.12,349.95,368.22,365.05,338.47,,339.20,321.06,365.40,357.27,367.58,361.99,350.17,371.59,366.73,362.81
2013-11-12 22:13:08.247000,L8,369.94,360.34,365.13,351.49,357.17,355.48,358.96,370.15,362.25,340.52,317.36,374.41,369.47,371.90,366.78,351.60,381.61,368.64,364.29
2013-11-12 22:13:32.202000,L8,370.31,360.46,365.21,351.53,357.24,355.53,358.85,369.95,362.18,340.46,316.29,374.50,369.75,372.18,367.87,351.71,381.76,368.99,364.63
2013-11-28 22:13:02.012000,L8,364.49,351.41,348.21,330.00,,,,362.95,358.58,335.83,315.05,364.40,356.30,361.79,357.30,346.30,364.72,354.80,349.63
2013-11-28 22:13:25.971000,L8,367.24,354.20,349.85,335.05,341.76,,,373.36,361.16,337.91,315.58,366.18,358.57,367.03,360.46,348.27,370.18,361.83,357.04
2013-12-14 22:12:57.636000,L8,367.94,356.04,357.14,350.18,355.75,352.98,353.29,368.30,354.15,334.60,316.40,370.82,363.06,368.00,363.99,348.84,369.87,361.94,360.05
2013-12-14 22:13:21.591000,L8,368.48,357.00,357.96,351.37,356.60,353.87,357.79,369.39,356.85,338.08,319.64,371.93,364.99,369.36,365.69,348.95,370.96,362.37,361.08
2014-01-15 22:12:33.689000,L8,367.99,355.37,356.86,349.88,356.04,352.35,354.20,369.22,352.93,336.14,318.32,368.83,359.36,363.06,364.35,349.54,368.11,359.31,355.02
2014-01-31 22:12:28.855000,L8,386.30,371.62,378.47,368.88,376.07,374.74,373.10,378.46,374.36,354.33,338.38,385.92,374.23,380.42,383.45,371.38,390.53,383.64,381.10
2014-01-31 22:12:52.806000,L8,389.33,376.64,383.83,374.90,383.21,379.71,377.76,401.75,381.51,362.35,343.66,393.59,386.22,384.84,387.59,380.01,394.94,389.82,388.52
2014-02-16 22:12:38.819000,L8,,356.26,358.17,348.86,356.80,352.94,354.04,360.19,353.40,332.93,315.51,355.88,357.79,356.19,357.75,345.26,368.38,360.77,352.82
2014-03-04 22:11:59.077000,L8,389.28,398.69,,409.14,393.99,386.72,386.36,390.75,382.07,372.19,327.17,384.67,373.57,386.24,401.14,379.17,395.62,391.83,402.37
2014-04-05 22:11:34.747000,L8,374.70,360.81,366.29,362.24,368.30,363.18,358.85,366.80,357.16,343.21,326.62,378.41,364.71,365.72,377.76,354.64,372.53,371.66,364.15
2014-04-05 22:11:58.702000,L8,381.37,373.89,372.85,367.57,374.21,368.60,364.21,372.40,363.27,348.45,333.09,386.94,371.97,375.30,388.56,362.67,379.53,380.73,369.19
2014-04-21 22:11:18.224000,L8,362.15,,403.99,357.31,356.07,352.76,358.42,368.97,359.37,336.03,316.17,369.10,360.55,365.38,362.02,349.95,375.43,374.97,
2014-04-21 22:11:42.175000,L8,362.46,,418.62,374.31,357.18,353.74,361.83,374.00,362.15,338.45,319.89,370.84,362.05,366.19,364.85,350.98,,,
2014-05-23 22:11:18.694000,L8,362.92,356.35,356.35,351.05,355.46,352.01,352.36,369.78,359.15,340.06,323.91,373.32,364.58,363.57,380.81,350.92,369.94,365.23,360.07
2014-07-26 22:11:19.207000,L8,364.93,368.54,370.53,366.75,367.84,363.03,365.32,373.08,363.21,343.57,324.89,377.24,368.74,371.87,381.78,357.29,371.20,371.92,367.72
2014-07-26 22:11:43.162000,L8,365.13,368.68,370.28,366.76,367.66,362.58,364.50,372.55,362.29,342.64,323.96,377.26,368.94,372.14,380.49,356.89,371.18,371.73,367.77
2014-08-11 22:11:51.972000,L8,362.22,359.51,364.00,356.58,363.24,356.53,358.36,365.90,361.27,339.05,321.26,372.65,364.55,368.92,372.78,351.58,369.79,368.44,363.49
2014-10-14 22:11:38.746000,L8,372.52,374.03,373.59,358.76,365.37,359.34,363.63,370.20,361.95,345.02,320.76,376.45,368.78,372.75,370.48,359.92,378.86,380.45,372.32
2014-10-14 22:12:02.705000,L8,376.88,379.50,379.37,365.31,377.49,367.06,372.21,375.34,366.65,349.38,325.06,379.59,371.85,376.04,378.50,367.81,385.49,387.03,375.93
2014-10-30 22:11:34.905000,L8,366.00,360.19,359.65,352.12,357.21,354.38,352.31,359.88,353.88,336.72,316.73,368.06,362.43,372.59,381.79,351.36,371.55,365.35,361.16
2014-10-30 22:11:58.859000,L8,366.02,359.93,359.49,351.83,356.82,354.19,351.92,359.69,353.61,336.32,316.27,367.93,362.15,372.33,381.46,351.25,371.35,365.26,360.92
2014-12-01 22:11:36.363000,L8,367.70,356.28,358.29,349.89,358.42,353.63,348.50,359.69,352.50,335.72,318.34,365.89,358.94,361.78,361.22,348.10,368.63,362.78,359.44
2014-12-01 22:12:00.318000,L8,368.22,355.40,356.83,349.01,357.48,352.83,347.84,358.70,351.73,334.17,315.94,365.89,358.63,361.40,360.99,347.85,368.27,361.91,359.23
2015-01-18 22:11:24.746000,L8,365.33,355.81,356.80,350.37,354.81,353.42,347.01,356.65,353.98,337.04,319.74,363.53,356.01,361.56,359.14,347.55,365.24,359.53,355.42
2015-01-18 22:11:48.696000,L8,363.70,353.68,354.37,347.47,351.78,349.72,344.35,351.13,349.35,331.94,316.61,360.80,352.30,358.19,357.06,345.39,362.14,357.60,353.00
2015-03-07 22:11:06.255000,L8,364.92,357.24,364.65,360.30,359.25,356.92,358.07,360.24,360.84,337.95,315.45,365.08,363.11,369.96,372.32,349.46,367.62,363.19,359.60
2015-03-07 22:11:30.209000,L8,364.68,357.78,366.03,360.94,359.63,358.33,359.23,362.26,362.08,340.90,318.41,366.62,363.60,370.70,372.52,349.94,368.85,363.63,360.70
2015-04-24 22:10:44.446000,L8,374.58,369.92,373.28,368.14,373.13,366.53,372.37,386.61,379.08,358.82,340.23,380.03,370.69,373.92,387.74,361.94,381.57,377.76,372.09
2015-04-24 22:11:08.401000,L8,374.60,369.64,373.05,368.02,372.98,366.32,372.31,386.48,378.88,358.42,340.08,380.18,370.57,373.69,387.49,361.85,381.48,377.55,371.67
2015-05-10 22:10:28.533000,L8,363.87,363.58,366.93,362.64,367.84,357.35,361.85,369.00,362.56,347.13,325.82,375.40,365.21,376.51,377.04,354.21,372.36,371.70,365.39
2015-05-10 22:10:52.487000,L8,362.66,360.47,362.43,355.48,360.94,354.71,354.85,361.99,354.34,340.87,322.54,371.34,362.33,370.83,370.52,350.49,369.55,368.00,362.56
2015-06-11 22:10:40.593000,L8,367.09,359.74,363.54,354.06,359.84,355.58,360.13,366.05,357.76,343.18,323.13,372.86,369.51,372.07,396.98,350.56,371.70,367.89,365.65
2015-06-27 22:10:46.339000,L8,365.98,357.64,361.16,351.46,357.12,352.19,356.32,368.01,357.00,342.13,322.74,373.78,366.81,370.13,372.79,349.12,370.17,366.81,363.11
2015-06-27 22:11:10.298000,L8,365.54,356.90,359.66,350.48,356.18,351.71,355.33,365.73,355.36,340.07,321.28,372.70,366.24,369.18,371.93,348.17,369.01,365.91,362.37
2015-07-29 22:11:01.897000,L8,361.79,360.34,361.83,351.67,358.66,354.76,356.56,360.85,354.57,339.91,321.39,374.76,366.23,371.80,372.97,349.35,369.92,368.55,361.79
2015-07-29 22:11:25.856000,L8,361.85,359.98,361.40,351.48,358.48,354.55,355.78,360.05,354.20,339.25,320.85,374.61,366.02,371.61,372.67,349.11,369.69,368.44,361.52
2015-08-14 22:11:31.426000,L8,,365.24,327.28,348.38,380.63,375.64,376.01,,,,,,,,359.14,350.73,375.84,379.97,376.79
2015-11-02 22:11:31.889000,L8,366.67,356.99,357.62,352.27,358.31,355.58,354.95,360.42,352.69,339.66,321.25,364.07,358.30,359.81,360.89,348.97,395.85,363.37,361.57
2015-12-20 22:11:33.546000,L8,367.83,354.71,357.59,351.28,357.98,352.45,348.27,356.53,351.14,339.62,317.95,366.49,362.82,364.16,362.36,349.18,369.65,361.18,357.15
2015-12-20 22:11:57.501000,L8,368.17,355.09,358.45,351.87,358.55,352.79,348.72,357.29,351.60,340.46,318.50,366.79,363.46,365.37,363.75,349.52,370.23,361.81,357.60
2016-02-22 22:11:18.630000,L8,367.10,355.22,356.40,350.01,354.66,352.40,350.68,355.18,348.72,332.60,317.24,368.54,362.84,363.51,361.86,346.97,372.48,361.06,358.41
2016-02-22 22:11:42.580000,L8,368.08,355.95,357.02,350.26,354.95,352.73,350.72,355.14,348.97,332.86,316.97,368.97,363.36,363.75,362.41,347.48,372.97,362.27,359.18
2016-03-09 22:11:16.948000,L8,402.69,398.07,411.57,,,,,,,408.21,369.54,403.70,393.98,394.48,401.16,392.71,402.78,408.69,398.16
2016-03-09 22:11:40.902000,L8,366.34,353.49,357.73,352.50,355.64,351.53,349.73,356.84,349.84,332.15,317.05,367.23,360.99,362.43,361.97,346.89,368.15,360.44,358.48
2016-03-25 22:11:08.402000,L8,364.72,359.25,360.28,355.65,359.46,356.18,363.64,,,,,365.65,360.08,363.14,366.51,352.97,366.09,362.00,355.66
2016-03-25 22:11:32.353000,L8,364.69,359.91,360.98,356.97,360.09,357.01,365.90,,,,,365.87,360.33,363.28,367.14,353.23,366.27,362.31,356.18
2016-04-10 22:11:01.721000,L8,365.67,354.75,358.11,359.21,362.30,394.17,372.53,369.57,345.59,342.95,316.71,365.57,357.09,359.55,364.98,344.68,369.81,363.14,360.06
2016-04-26 22:11:21.230000,L8,,329.04,332.96,314.66,333.33,315.05,,,,,,,,,,,304.57,334.59,333.43
2016-05-12 22:10:56.720000,L8,364.98,359.59,363.05,354.03,360.54,355.85,359.23,362.20,354.97,340.76,324.00,373.67,363.68,368.65,377.43,347.84,371.43,367.25,361.80
2016-05-12 22:11:20.683000,L8,364.51,358.95,361.93,353.38,359.86,355.12,357.48,360.23,353.97,339.09,322.86,372.46,362.80,367.12,375.45,347.28,370.46,366.41,360.67
2016-06-13 22:11:06.720000,L8,,,,,,,,,,,,348.40,337.14,342.28,313.08,304.93,,,
2016-06-13 22:11:30.674000,L8,,,,,,,,,,,,347.16,335.18,339.89,310.91,302.61,,,
2016-06-29 22:11:15.136000,L8,,359.17,363.13,354.24,368.25,368.09,363.94,376.06,372.30,344.23,329.60,,,,,388.63,372.24,369.48,364.36
2016-06-29 22:11:39.087000,L8,307.65,307.04,312.18,309.10,336.13,342.84,332.29,326.93,,,,,,,,,,,
2016-07-15 22:11:22.376000,L8,,351.29,355.49,349.36,353.95,349.34,349.30,352.41,347.34,332.78,316.38,,314.17,332.18,304.44,308.56,,341.91,340.60
2016-07-15 22:11:46.335000,L8,,346.46,350.01,343.35,348.62,343.65,341.72,345.27,340.75,322.15,308.13,,,,,,,,
2016-08-16 22:11:29.744000,L8,362.29,356.68,355.83,349.49,356.11,352.39,353.81,358.19,351.67,335.55,317.96,372.81,366.77,365.56,361.16,349.00,368.28,364.75,358.91
2016-08-16 22:11:53.694000,L8,362.31,357.00,355.89,349.73,356.26,352.62,354.08,358.42,351.93,335.43,317.56,373.47,367.34,366.29,361.10,349.13,368.60,364.92,359.25
2016-11-04 22:11:45.464000,L8,364.72,355.96,354.32,349.36,353.13,351.94,337.97,341.11,334.53,316.37,316.95,365.76,359.84,363.56,356.91,349.21,367.74,368.06,359.01
2016-11-04 22:12:09.415000,L8,364.31,356.47,356.03,350.12,353.73,351.91,337.83,341.83,335.60,317.16,317.96,365.53,359.46,363.41,357.27,348.62,367.69,368.29,359.28
2016-11-20 22:12:09.409000,L8,366.33,353.50,356.70,345.55,351.79,349.30,345.53,350.16,344.42,330.96,313.45,366.77,358.31,362.10,359.02,343.37,366.51,360.15,354.67
2017-07-02 22:11:12.012000,L8,302.47,,,,,,,,,,,349.75,345.94,346.87,309.15,300.23,,,
2017-07-18 22:11:40.412000,L8,365.45,358.81,361.68,351.67,357.75,353.29,349.73,354.50,352.01,337.86,321.65,374.86,370.56,369.51,382.15,347.03,369.64,367.24,363.83
2017-08-19 22:11:29.174000,L8,365.50,359.13,362.59,353.74,360.91,356.45,363.95,366.44,353.85,341.10,323.54,373.86,368.44,370.24,382.49,349.08,371.11,368.22,363.86
2017-08-19 22:11:53.133000,L8,365.82,359.27,361.54,352.93,360.96,355.75,362.78,366.27,352.80,339.80,320.85,374.16,368.58,370.63,378.10,349.15,371.15,368.20,364.21
2017-09-04 22:11:31.619000,L8,371.26,360.88,367.17,354.59,363.21,357.09,363.29,370.95,361.52,344.96,324.86,379.42,375.15,373.03,387.25,351.49,378.06,371.97,369.06
2017-09-04 22:11:55.578000,L8,370.84,360.64,366.90,354.51,362.58,356.96,363.18,370.70,360.24,344.61,324.25,379.22,375.27,372.73,386.67,351.09,377.80,371.75,368.92
2018-01-10 22:11:30.163000,L8,371.04,355.16,357.31,350.71,358.49,352.65,353.37,357.66,351.87,334.74,317.87,370.03,363.50,363.87,371.28,347.82,370.18,364.35,361.32
2018-01-10 22:11:54.118000,L8,370.61,354.62,357.14,350.15,358.01,352.23,352.53,356.42,350.87,333.56,317.05,368.96,362.58,363.37,369.87,347.30,369.25,363.90,360.67
2018-01-26 22:11:21.264000,L8,367.41,353.48,355.92,350.04,355.93,351.66,352.44,356.00,348.48,332.95,318.59,367.58,361.77,362.81,365.65,345.68,367.81,360.80,358.31
2018-01-26 22:11:45.215000,L8,367.40,353.54,356.03,350.11,356.06,351.79,352.66,356.22,348.64,333.02,318.61,367.70,361.92,362.89,365.74,345.76,367.95,361.12,358.51
2018-03-31 22:10:51.947000,L8,368.62,359.23,363.45,358.99,360.62,355.46,360.43,365.32,365.91,,,378.94,311.87,354.73,,395.18,375.39,365.85,362.53
2018-03-31 22:11:15.901000,L8,369.85,359.59,365.51,359.33,361.37,356.27,361.56,367.55,367.53,,,379.99,311.96,359.28,,398.16,375.18,366.26,363.03
2018-04-16 22:10:42.721000,L8,,335.29,335.82,318.58,331.76,336.58,327.48,312.47,,,,345.79,341.36,345.78,346.41,310.46,294.30,331.59,339.65
2018-04-16 22:11:06.667000,L8,370.96,383.66,386.40,381.09,381.97,370.07,368.83,366.65,363.58,344.52,323.21,381.07,376.36,381.48,395.45,360.69,395.38,370.39,392.01
2018-05-02 22:10:33.919000,L8,,324.56,347.20,315.93,357.57,351.49,350.32,353.79,347.23,329.10,313.86,,,,,,,,
2018-05-02 22:10:57.873000,L8,363.76,353.28,363.49,359.62,364.14,359.68,354.36,363.68,357.27,339.37,321.45,365.91,337.41,314.83,,348.15,332.48,370.19,362.61
2018-05-18 22:10:23.040000,L8,359.44,356.36,357.05,352.03,356.87,353.33,354.07,359.17,354.21,336.84,322.70,369.48,361.24,364.07,368.76,344.13,370.10,364.22,358.70
2018-07-05 22:10:30.841000,L8,367.11,370.72,368.64,364.19,377.92,379.27,384.32,387.14,384.11,346.05,329.25,372.56,367.67,370.99,376.72,349.78,378.04,368.07,365.48
2018-07-05 22:10:54.795000,L8,368.34,375.31,369.90,368.06,380.25,404.46,386.81,387.94,385.00,347.04,330.32,372.96,368.40,371.75,381.08,350.29,397.09,368.51,365.72
2018-08-06 22:10:46.333000,L8,,308.17,327.50,313.80,,,,,,,,,,,,312.93,318.83,329.04,313.99
2018-08-06 22:11:10.291000,L8,364.22,359.51,361.77,354.72,359.80,355.25,355.18,363.36,355.25,336.17,319.10,372.93,365.62,369.13,375.49,348.51,368.80,365.76,364.44
2018-09-07 22:11:00.442000,L8,367.09,357.82,362.34,355.51,358.77,355.14,352.68,360.43,353.60,333.55,317.01,370.28,367.01,363.59,376.67,348.25,372.50,367.42,364.46
2018-09-07 22:11:24.397000,L8,366.77,356.75,361.19,354.45,357.60,353.98,351.17,356.61,352.46,331.70,315.45,368.86,366.11,363.00,374.44,347.75,371.66,366.56,363.67
2018-10-09 22:11:13.339000,L8,363.78,353.61,356.89,357.63,348.47,329.57,374.79,299.67,349.05,331.03,312.93,366.74,358.27,361.87,356.86,337.85,368.19,361.87,358.20
2019-02-14 22:11:09.519000,L8,371.39,355.95,357.35,353.25,359.42,355.58,377.05,370.75,355.22,333.39,318.40,369.62,362.69,363.55,369.74,352.03,368.67,362.34,358.73
2019-02-14 22:11:33.473000,L8,370.31,354.62,356.58,352.44,358.73,355.02,376.38,369.84,354.42,331.74,317.17,367.84,361.08,362.76,367.98,350.96,367.39,360.67,356.34
2019-03-02 22:11:05.349000,L8,370.30,358.09,361.85,354.16,359.73,356.14,354.49,359.43,351.76,335.27,318.85,366.10,359.37,367.07,377.50,349.80,369.59,367.33,362.62
2019-03-02 22:11:29.304000,L8,370.00,358.16,362.07,354.26,359.83,356.19,354.80,360.00,351.87,335.54,319.41,366.09,359.44,367.29,378.52,349.83,369.63,367.36,362.65
2019-05-21 22:11:27.314000,L8,362.82,360.34,367.13,357.36,360.09,358.30,361.46,370.40,359.07,341.19,322.99,374.41,367.89,371.08,377.68,350.19,380.00,371.08,370.70
