dates,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0041,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0053,nzd0528-0054,nzd0528-0055,nzd0528-0056,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0051,nzd0528-0052,satname
2013-11-03 22:22:32+00:00,,352.57,342.78,340.8375,356.24,361.055,362.72428571428566,363.9814285714286,364.0785714285715,363.5814285714286,360.6385714285715,350.18,363.0425,364.5125,347.595,362.695,363.9425,366.052,365.69,360.558,356.26800000000003,354.644,351.948,355.59000000000003,344.6471428571429,345.2657142857143,343.1914285714286,331.55833333333334,365.558,360.7683333333334,358.9766666666667,358.8385714285714,359.91833333333335,355.86285714285714,358.43857142857144,359.9242857142857,361.19714285714286,356.85571428571427,354.015,347.956,338.86199999999997,340.37166666666667,340.10499999999996,336.88,348.368,349.705,357.625,358.33166666666665,355.3425,361.34999999999997,353.402,350.57,359.4583333333333,357.8316666666667,349.1016666666667,363.59000000000003,360.9916666666666,L8
2013-11-19 22:22:25+00:00,,349.895,344.72749999999996,341.575,356.785,361.4833333333333,362.96428571428567,364.17285714285714,364.44428571428574,363.75857142857143,360.78000000000003,351.38571428571424,363.295,364.7625,348.705,362.37250000000006,363.3725,366.08399999999995,365.86400000000003,360.93,357.228,355.054,352.67999999999995,356.43399999999997,345.7857142857143,346.52571428571434,343.38142857142856,332.21999999999997,365.365,360.51,358.81,358.72571428571433,359.5933333333333,355.27714285714285,357.9771428571429,359.42857142857144,360.65857142857146,356.2257142857143,354.092,347.60833333333335,338.92,340.35714285714283,340.0642857142857,336.2285714285714,348.5233333333333,350.196,358.152,359.64000000000004,356.03200000000004,361.6975,355.545,352.63714285714286,360.41833333333335,359.0316666666667,350.43833333333333,364.375,361.2357142857143,L8
2014-03-11 22:21:19+00:00,,347.22,353.23,354.16,360.99,364.3999999999999,364.69249999999994,366.26250000000005,367.005,365.4525,363.52000000000004,356.12999999999994,365.32,367.41,358.7,363.79,363.28,366.17499999999995,366.62,363.12,362.255,358.30000000000007,358.61,363.53999999999996,351.89,353.0450000000001,345.92250000000007,333.60333333333335,364.6833333333334,362.8433333333333,360.06,360.3525000000001,359.59,355.2575,357.6875,359.07250000000005,360.57,356.346,353.12749999999994,345.3725,338.7675,340.025,339.965,339.0475,349.03499999999997,351.9575,359.405,363.61250000000007,356.6075,361.6975,366.19,363.6975,367.9233333333334,368.1366666666667,360.11000000000007,367.7125,362.045,L8
2014-04-21 22:14:29+00:00,,347.22,349.765,353.21000000000004,360.52,364.93666666666667,365.2133333333333,366.44666666666666,367.6966666666667,365.93333333333334,364.05333333333334,356.99333333333334,364.595,367.395,356.91999999999996,363.96500000000003,364.01,367.405,367.685,363.34000000000003,362.795,358.99,359.095,362.69666666666666,352.1766666666667,353.45,346.2633333333333,333.63000000000005,364.68333333333334,363.07,360.1066666666666,360.8833333333334,360.2,356.50333333333333,359.04,359.7950000000001,360.8333333333333,356.42999999999995,353.3925,346.77,338.9533333333333,339.75333333333333,339.75,339.74666666666667,348.82666666666665,350.88000000000005,359.01666666666665,362.35999999999996,360.00666666666666,363.7733333333333,366.28,363.1966666666667,365.49666666666667,367.18666666666667,358.91,367.53000000000003,362.95,L8
2014-07-17 22:20:39+00:00,,,344.90999999999997,348.975,359.96500000000003,361.7,363.71500000000003,365.18,366.29499999999996,364.46500000000003,362.845,353.82,364.065,366.775,353.21,364.28499999999997,365.56,366.945,368.745,362.625,362.115,357.695,357.475,359.92499999999995,346.73,347.04499999999996,344.365,332.54499999999996,365.53999999999996,361.5,359.44500000000005,359.405,358.995,355.35,359.94,360.28,360.38,356.57,353.52666666666664,348.72,339.34,340.065,340.58500000000004,339.90999999999997,349.55,349.255,358.83500000000004,356.975,363.98,365.935,366.95,359.29,358.055,359.78499999999997,350.505,365.54499999999996,363.65,L8
2014-08-02 22:20:46+00:00,,,344.99333333333334,349.81333333333333,359.25,361.97333333333336,363.8933333333334,364.9466666666667,366.15000000000003,364.55,362.77333333333337,354.05,364.1766666666667,366.45666666666665,353.2933333333333,363.9533333333334,365.31,366.82,368.60999999999996,362.55,361.73,358.1566666666667,357.18,359.68,347.37999999999994,346.72333333333336,344.22,332.6433333333333,365.4433333333333,361.9866666666667,359.52333333333337,359.3933333333334,358.65333333333336,354.68,359.775,360.03999999999996,360.09999999999997,356.4275,353.3725,348.3566666666666,339.5233333333333,339.91,340.8,339.2266666666667,349.5133333333333,349.84666666666664,358.83500000000004,357.7733333333333,362.515,365.71000000000004,367.25666666666666,359.1433333333334,358.43666666666667,360.83,350.6133333333333,365.6166666666666,363.56666666666666,L8
2014-08-11 22:14:39+00:00,,,341.6575,349.81333333333333,359.25,361.97333333333336,363.8933333333334,364.9466666666667,361.5175,356.1075,362.77333333333337,347.515,359.40999999999997,360.3,353.2933333333333,363.9533333333334,365.31,366.82,368.60999999999996,358.7525,361.73,354.0,347.5225,359.68,342.47,346.72333333333336,337.185,325.47749999999996,360.3575,361.9866666666667,359.52333333333337,359.3933333333334,358.65333333333336,354.68,359.775,360.03999999999996,360.09999999999997,356.4275,353.3725,348.3566666666666,339.5233333333333,339.91,340.8,339.2266666666667,349.5133333333333,349.84666666666664,354.3733333333333,348.225,362.515,365.71000000000004,367.25666666666666,359.1433333333334,358.43666666666667,360.83,350.6133333333333,365.6166666666666,363.56666666666666,L8
2014-08-18 22:20:51+00:00,,,343.492,351.40999999999997,360.1275,362.8325,364.635,365.7925,363.258,358.898,363.25,349.974,361.166,362.02200000000005,354.2575,362.89750000000004,363.635,366.105,368.835,360.284,362.26,355.496,350.29,360.375,344.46799999999996,348.305,338.852,327.456,360.3575,362.585,359.855,360.075,359.93,355.4325,360.1133333333334,360.72333333333336,360.3775,356.93999999999994,354.036,349.1125,339.6825,339.91,341.9525,340.565,350.82,351.11,354.3733333333333,351.05,362.2633333333333,365.71000000000004,367.25666666666666,361.4475,359.325,362.77750000000003,354.27,365.6166666666666,364.4225,L8
2014-09-19 22:20:54+00:00,,349.94,344.3833333333334,352.23400000000004,360.414,362.554,364.56,365.62399999999997,363.6766666666667,359.83833333333337,362.986,351.05,361.9866666666667,362.9666666666667,354.59399999999994,362.756,362.642,365.38,368.29,360.65166666666664,361.794,355.59,351.51666666666665,360.09,345.6466666666667,348.704,339.285,328.04333333333335,361.464,362.714,359.446,359.174,359.994,354.98400000000004,359.8,360.7675,360.195,357.068,354.014,349.27,339.28599999999994,340.115,341.94,340.696,351.242,351.43199999999996,354.3733333333333,353.00499999999994,361.84000000000003,365.3625,367.75,362.69,360.284,363.898,355.252,365.6166666666666,364.4225,L8
2014-09-28 22:14:44+00:00,,350.25,345.15000000000003,352.53833333333336,360.36999999999995,362.01500000000004,364.4433333333333,365.37833333333333,363.7342857142857,360.38714285714286,362.965,351.50857142857143,362.28000000000003,363.64142857142855,355.0133333333333,362.71333333333337,361.8616666666667,364.93,368.15000000000003,360.75857142857143,361.6716666666667,355.62,352.5357142857143,359.9433333333333,346.44428571428574,348.9766666666667,339.54714285714283,328.39142857142855,361.89166666666665,362.7133333333333,358.77333333333337,358.08833333333337,359.805,354.335,358.912,360.11199999999997,360.182,356.71666666666664,353.48,348.6983333333333,338.7133333333333,339.916,341.83500000000004,340.8383333333333,350.78833333333336,351.57166666666666,355.495,354.1857142857143,360.452,365.082,367.922,362.90000000000003,361.03999999999996,364.22,355.6166666666666,366.105,363.902,L8
2015-01-02 22:14:38+00:00,,350.25,344.9583333333333,352.594,360.43399999999997,361.93,364.518,365.454,363.2716666666667,359.695,362.864,350.9883333333333,362.01500000000004,363.01833333333326,354.988,362.42800000000005,361.286,364.428,368.20200000000006,360.3516666666667,361.54800000000006,355.1366666666667,351.5233333333333,359.72999999999996,345.82,348.42,338.6066666666666,327.53999999999996,361.46,362.81399999999996,358.7580000000001,357.706,359.95799999999997,353.92999999999995,358.912,360.11199999999997,360.182,356.924,353.46000000000004,348.83166666666665,338.82166666666666,340.508,342.21999999999997,341.35833333333335,351.37833333333333,352.07,354.66333333333336,353.3933333333334,359.57,364.86499999999995,368.24,363.446,361.42599999999993,364.276,355.736,365.87000000000006,364.01,L8
2015-04-15 22:20:10+00:00,,337.31,332.57,335.87,343.5,346.26,346.59,344.13,345.79,346.51,341.58,329.87,349.26,346.81,334.16,343.09,346.24,351.4,348.26,349.04,340.39,342.36,335.91,341.7,329.04,331.73,328.52,315.48,342.35,342.99,,,,,,,,,,350.11,339.68,342.63,342.42,325.645,352.2,351.85,334.86,329.63,342.78,344.04,340.59,331.82,340.55,329.93,330.01,346.04,343.58,L8
2015-05-01 22:20:00+00:00,,337.31,338.475,344.26,352.25,352.95,354.5,353.68,354.62,346.51,350.77,341.15999999999997,356.83500000000004,356.605,347.33000000000004,353.09,346.24,351.4,348.26,349.04,349.29499999999996,349.32500000000005,345.31500000000005,350.63,337.775,339.99,336.36,323.665,353.71500000000003,352.9,359.66,359.56,,,,358.39,360.94,,,350.11,339.68,342.265,342.42,331.3633333333333,352.2,349.655,334.86,344.07,342.78,344.04,340.59,331.82,349.195,347.125,342.435,354.12,343.58,L8
2015-06-27 22:13:58+00:00,,337.31,333.87333333333333,332.2633333333333,352.25,352.95,354.5,353.68,354.62,346.51,350.77,334.40000000000003,353.9866666666667,356.605,334.81,353.09,348.17,352.56,347.4,333.99,349.29499999999996,349.32500000000005,345.31500000000005,350.63,329.44,329.5566666666667,332.11999999999995,322.24333333333334,354.05,352.9,347.285,359.56,,,,358.39,360.94,,,350.11,339.68,342.265,342.42,331.3633333333333,352.2,349.655,334.86,344.07,342.78,344.04,340.59,331.82,345.9666666666667,339.7266666666667,331.27,354.12,343.58,L8
2015-07-04 22:20:14+00:00,,337.31,336.455,332.6175,354.84999999999997,354.68333333333334,356.67333333333335,356.51,355.84999999999997,353.455,351.8233333333333,336.08,356.20500000000004,360.33,336.99,353.09,348.17,357.7,353.9533333333334,342.76666666666665,350.5833333333333,350.31333333333333,344.65333333333336,350.24333333333334,331.2075,331.4975,333.66999999999996,324.9375,354.05,354.0133333333333,351.31333333333333,357.02,357.54,348.67,357.07,357.82,360.94,,344.67,340.2,334.53,340.49,339.55,328.93,347.64,346.635,344.225,345.16,344.95,344.04,352.475,344.02,348.8075,340.6425,333.90999999999997,353.56666666666666,350.065,L8
2015-07-29 22:14:13+00:00,,344.925,338.11,336.0,356.005,355.7,357.95,357.91,356.9075,355.8633333333333,352.8825,338.836,357.584,361.5425,339.082,356.57,354.16,359.91,356.78499999999997,347.015,351.69,351.105,345.7825,351.6775,333.498,333.104,335.174,326.448,354.05,355.3075,352.42,355.8633333333334,357.355,348.745,355.195,356.3566666666666,358.13,346.34,343.395,339.685,332.765,339.55333333333334,338.365,330.425,346.85,345.7366666666667,346.99666666666667,346.7475,346.12999999999994,351.4,356.68,349.6033333333333,350.96799999999996,342.51599999999996,335.786,354.27750000000003,351.8966666666667,L8
2015-08-21 22:20:33+00:00,,344.925,339.76500000000004,338.575,356.252,356.392,358.902,358.946,357.726,357.1625,353.692,341.0233333333333,358.48,362.29200000000003,341.355,356.765,354.77250000000004,360.52,358.254,349.682,352.244,351.738,346.88,352.226,336.0516666666667,335.08,336.26666666666665,327.50666666666666,356.805,356.248,353.508,355.4875,357.355,348.8833333333334,354.59,355.51,357.42,346.66999999999996,343.53999999999996,340.11333333333334,332.70666666666665,339.1325,338.05,331.576,346.90333333333336,345.2975,348.4675,348.034,346.7125,353.52,358.35,352.675,352.34833333333336,345.20166666666665,337.97499999999997,355.294,352.6875,L8
2015-10-24 22:20:52+00:00,,349.98,342.73499999999996,341.48499999999996,359.62800000000004,360.054,362.572,363.13399999999996,361.61,361.2075,357.45799999999997,345.7033333333334,360.80833333333334,366.236,345.17333333333335,361.7375,358.13,362.964,361.6,352.488,356.358,354.806,351.06,356.338,340.0933333333333,338.835,339.2183333333333,330.49666666666667,362.54249999999996,360.238,354.34999999999997,355.406,357.355,349.685,355.3925,356.204,357.42,347.16333333333336,344.0375,340.365,333.5,339.76599999999996,338.74,337.666,347.945,345.422,353.72499999999997,353.916,350.3425,361.18,365.4325,362.3325,356.50333333333333,350.8283333333333,342.09666666666664,358.742,357.2525,L8
2016-03-16 22:20:36+00:00,,346.95500000000004,349.985,353.66499999999996,361.105,364.365,365.16999999999996,366.43,365.16499999999996,363.565,362.625,357.645,364.07500000000005,367.40999999999997,358.865,363.04,360.82500000000005,364.745,365.98,363.855,362.26,359.605,357.96500000000003,361.515,352.89,354.455,347.28499999999997,336.665,364.65999999999997,364.015,359.34000000000003,357.775,361.63,355.9,359.19,360.17,362.88,353.45,349.395,343.045,338.75,342.685,342.01,342.1,352.025,348.68,358.085,361.18,361.07,366.895,367.525,370.45,365.43,366.03,359.945,364.52,363.085,L8
2016-05-12 22:14:08+00:00,,346.49,347.36,352.735,362.105,364.525,365.88,367.915,365.12,364.44,364.25,356.34,365.895,368.645,360.55,364.685,361.98,365.87,366.97,364.64,363.56,361.51,359.12,360.90999999999997,350.06,353.16999999999996,348.755,339.51,364.02,365.325,361.28,360.17,361.63,360.19,362.0,362.875,363.65999999999997,360.155,355.77,349.94000000000005,345.185,345.53499999999997,345.765,347.12,354.82000000000005,354.385,362.78999999999996,362.03999999999996,367.91999999999996,370.58,368.46000000000004,366.32,364.555,366.195,360.965,367.4,367.005,L8
2016-06-04 22:20:28+00:00,,346.49,346.1066666666666,349.02333333333337,361.1066666666666,363.0,365.1566666666667,366.98333333333335,364.22,363.52,362.75666666666666,353.74,365.1433333333334,367.9533333333334,357.18,364.0366666666667,362.805,365.53499999999997,366.005,362.96500000000003,360.71000000000004,358.145,354.855,359.1433333333334,346.62999999999994,349.53666666666663,347.7166666666667,338.8766666666667,364.02,364.18333333333334,360.68,358.68333333333334,360.51,358.2966666666666,361.44,362.31,363.0366666666667,359.17,355.75333333333333,348.73333333333335,345.05,345.56666666666666,345.66,346.39000000000004,354.56,354.0533333333333,362.43333333333334,359.57,367.61999999999995,371.2166666666667,368.63000000000005,364.575,362.96000000000004,360.57,356.0733333333333,365.3666666666666,366.99,L8
2016-07-06 22:20:41+00:00,,346.49,345.52,346.6,361.145,362.5875,365.16499999999996,367.015,365.0566666666667,364.09666666666664,362.4025,353.9875,365.12,368.2025,356.0975,364.4275,364.6933333333333,366.0933333333333,366.3500000000001,362.95,360.2633333333333,357.3866666666666,353.8766666666667,359.005,345.1875,347.65749999999997,347.47249999999997,339.77,364.02,363.93,361.035,358.705,360.07,358.4975,361.61,362.59749999999997,363.545,359.4575,356.355,349.49,345.05,345.56666666666666,345.66,346.39000000000004,354.56,354.0533333333333,362.43333333333334,359.57,367.61999999999995,371.2166666666667,368.63000000000005,364.575,362.1175,359.2525,353.10749999999996,365.3666666666666,366.99,L8
2016-07-31 22:14:37+00:00,,346.49,346.2,347.21999999999997,361.072,363.322,365.452,367.44,365.7225,365.09000000000003,362.736,354.48199999999997,365.12600000000003,368.2025,356.816,365.17400000000004,365.96000000000004,367.0725,366.985,363.445,360.9525,357.72749999999996,354.6775,359.606,346.036,348.582,348.098,340.528,364.02,364.53000000000003,361.37600000000003,358.86199999999997,360.334,359.012,362.164,363.006,363.796,359.37399999999997,356.51599999999996,349.778,345.5125,346.185,346.6625,347.23,355.01250000000005,355.31,363.295,359.64,368.23749999999995,372.5325,370.49,367.8033333333333,362.656,360.752,352.9,366.645,367.5,L8
2016-08-16 22:14:41+00:00,,346.49,346.0516666666667,347.74666666666667,359.97499999999997,362.6233333333333,364.895,366.6716666666667,364.49,364.372,361.81666666666666,354.18833333333333,364.58,367.4,356.3666666666666,364.7266666666667,364.78000000000003,366.23,366.274,362.682,360.102,356.90999999999997,353.972,359.06166666666667,346.22,348.53,347.4916666666666,339.84833333333336,364.05499999999995,364.1716666666666,360.62000000000006,357.7266666666667,359.66,357.9433333333333,361.60999999999996,362.21000000000004,363.0933333333333,357.8866666666667,354.7416666666666,348.6016666666667,344.284,345.322,345.98400000000004,346.242,354.12800000000004,354.23,362.52799999999996,359.258,366.452,371.62399999999997,370.152,367.56,362.06666666666666,361.1566666666667,353.055,365.994,366.662,L8
2016-09-08 22:21:00+00:00,,346.49,346.3957142857143,348.24142857142857,359.6614285714286,362.25857142857143,364.6685714285714,366.45285714285717,364.18833333333333,364.24333333333334,361.3014285714286,354.3742857142857,364.3671428571429,367.185,356.1871428571429,364.15857142857146,363.9783333333333,365.8766666666667,366.065,362.2283333333333,359.8333333333333,356.635,353.7933333333333,358.99285714285713,346.32714285714286,348.53999999999996,346.7185714285714,339.38428571428574,364.1333333333334,363.8442857142857,359.93857142857144,357.0128571428572,359.19714285714286,357.4757142857143,361.0185714285714,361.3885714285714,362.27714285714285,356.96999999999997,354.0242857142857,347.9414285714286,343.7833333333333,344.77833333333336,345.585,345.51666666666665,353.8516666666667,353.59666666666664,362.1933333333333,359.2633333333333,365.21,371.0216666666667,369.6583333333333,368.09,361.90714285714284,361.8128571428571,353.25714285714287,365.7966666666667,366.06166666666667,L8
2017-01-30 22:20:50+00:00,,,348.73333333333335,351.8633333333333,357.71000000000004,360.33,363.15333333333336,364.39000000000004,361.8233333333333,362.6466666666667,359.50666666666666,354.77666666666664,363.17,365.68,356.4166666666667,361.6466666666667,360.1766666666667,363.77333333333337,364.1166666666666,360.8233333333333,358.95000000000005,355.99666666666667,354.13333333333327,358.32666666666665,349.0,350.0466666666667,344.8733333333333,337.06333333333333,364.17,362.15333333333336,356.94,354.06666666666666,357.46000000000004,354.4866666666667,358.06666666666666,357.22,359.00333333333333,352.17333333333335,349.18333333333334,343.49,340.15333333333336,341.8433333333333,343.57,342.65333333333336,351.68,349.81333333333333,360.1499999999999,360.06666666666666,360.6933333333333,367.3,367.9949999999999,368.5199999999999,363.1033333333333,365.2633333333333,355.8966666666667,364.75666666666666,363.07666666666665,L8
2017-04-04 22:20:20+00:00,,347.72,350.735,354.46000000000004,361.555,362.95500000000004,364.925,366.31,364.75,364.04499999999996,363.61,356.46500000000003,365.24,367.775,361.1,363.41499999999996,362.77,365.435,365.07,363.85,362.275,360.645,358.845,360.41499999999996,352.86,353.835,349.86,337.755,364.83,363.325,358.695,357.865,359.83500000000004,355.695,358.76,357.67,360.055,354.935,352.63,344.09000000000003,340.485,341.71000000000004,343.935,344.115,351.845,349.665,360.645,362.13,363.29999999999995,366.455,366.72,366.37,367.685,366.845,359.71,366.58,362.695,L8
2017-04-20 22:20:11+00:00,,347.72,350.09666666666664,354.9466666666667,362.74,363.91,365.57666666666665,367.39000000000004,366.0833333333333,365.86999999999995,364.31666666666666,357.16333333333336,366.16333333333336,368.8,362.3833333333334,364.85999999999996,364.9066666666667,366.7733333333333,366.34,364.6433333333334,363.0933333333333,361.73,359.44666666666666,361.41333333333336,352.99,354.6133333333333,350.37999999999994,339.2833333333333,365.60999999999996,364.3666666666666,359.6333333333334,358.7733333333333,360.59,356.3033333333333,359.79333333333335,359.1333333333334,360.9533333333334,355.8633333333334,353.82666666666665,345.33666666666664,341.23333333333335,342.3933333333334,344.23,344.59,352.52666666666664,350.6566666666667,360.78999999999996,362.46000000000004,363.89333333333326,367.14000000000004,366.89,366.45,366.1033333333333,367.8766666666667,361.8866666666666,367.39000000000004,363.57,L8
2017-05-06 22:20:07+00:00,,347.72,349.4375,355.0075,362.99,364.74,365.8425,367.935,366.755,366.7725,364.6825,357.2025,366.9425,369.2025,362.705,365.2475,365.6675,367.555,366.5325,365.435,363.3025,362.155,359.8875,361.59000000000003,352.1775,354.575,350.65999999999997,340.19,366.13,364.8125,360.2025,359.4275,361.12,357.03499999999997,360.76,359.8625,361.47249999999997,356.37,354.58,346.77750000000003,341.95500000000004,342.96000000000004,344.625,344.69,352.7375,351.32,360.72249999999997,362.10249999999996,364.2675,367.5625,366.6166666666666,365.70666666666665,365.09000000000003,367.7375,361.2675,367.63,363.9225,L8
2017-07-09 22:20:35+00:00,,347.72,349.518,354.79,363.41999999999996,364.74,365.8425,367.935,366.755,366.7725,364.6825,357.2025,368.13199999999995,369.978,362.962,365.906,366.844,368.424,366.48400000000004,365.435,363.3025,359.918,359.8875,361.59000000000003,352.1775,354.575,350.65999999999997,339.13,366.13,364.178,360.302,359.99,361.95799999999997,357.886,361.306,360.962,362.294,357.408,355.97200000000004,348.96999999999997,343.704,343.896,345.508,345.22799999999995,354.03000000000003,352.36,361.756,362.10249999999996,365.92999999999995,367.5625,366.6166666666666,363.825,363.216,365.13,359.912,367.716,365.216,L8
2017-08-03 22:14:35+00:00,,347.72,348.7,354.24,363.74799999999993,364.29,365.755,368.37,367.7675,367.545,365.065,356.735,368.344,370.502,362.794,366.73199999999997,368.466,369.232,367.142,365.07000000000005,363.35,359.748,359.63249999999994,361.2325,351.17,354.0225,350.605,340.052,368.015,364.55199999999996,360.60200000000003,359.896,362.03,357.794,361.57599999999996,361.20799999999997,362.194,357.2,356.13199999999995,349.144,344.08000000000004,343.72,345.184,344.41999999999996,353.754,352.32399999999996,361.438,360.115,365.63,368.265,366.0425,362.134,361.586,364.854,359.92,367.48400000000004,365.09,L8
2017-09-27 22:21:00+00:00,,347.72,349.2,354.52833333333336,363.585,363.67400000000004,365.552,368.38800000000003,367.688,367.24,364.824,357.00200000000007,367.9883333333333,370.3066666666667,362.7166666666667,366.01500000000004,367.595,368.5083333333334,366.9066666666667,364.70000000000005,363.31399999999996,359.69,359.32,360.808,351.728,354.11,350.088,340.5016666666667,367.62199999999996,364.7033333333333,360.65000000000003,359.81333333333333,361.9883333333333,357.51666666666665,361.31333333333333,361.02833333333336,361.9916666666666,356.7083333333333,355.7683333333334,348.75500000000005,343.8883333333333,343.5783333333334,345.20166666666665,344.07,353.59999999999997,352.105,361.2183333333333,360.116,365.1933333333333,368.508,366.206,362.065,362.53833333333336,365.67,360.605,367.43833333333333,364.9316666666666,L8
2017-11-30 22:20:56+00:00,,,349.96,353.71333333333337,363.46999999999997,362.87999999999994,365.2133333333333,368.1666666666667,367.32500000000005,365.975,364.24,356.1600000000001,368.2433333333333,370.59,361.8333333333334,365.6000000000001,367.8,368.21,366.5825,363.87000000000006,363.30333333333334,358.06,358.80999999999995,360.4433333333333,351.40999999999997,352.76,347.94,340.13000000000005,368.86,363.7233333333333,360.4066666666667,359.53000000000003,362.3733333333333,357.7166666666667,360.9100000000001,361.23,362.0366666666666,356.45666666666665,356.0833333333334,349.73,345.10666666666657,343.74333333333334,345.52,343.1466666666667,354.21,352.1500000000001,361.62999999999994,357.675,365.9533333333333,369.095,365.59,358.42333333333335,361.37000000000006,363.31,359.31666666666666,366.7266666666667,365.5866666666666,L8
2018-02-27 22:14:19+00:00,,349.2,352.46500000000003,355.79,361.79999999999995,364.4433333333333,366.2633333333333,368.3566666666666,366.655,365.32,363.84000000000003,358.58,365.245,368.51,362.80499999999995,363.31,363.555,366.0333333333333,365.7866666666667,365.24333333333334,363.51666666666665,361.1233333333333,359.40000000000003,361.04333333333335,354.29499999999996,355.405,348.905,342.65,364.95000000000005,364.77,360.08,360.845,361.78,357.025,359.875,358.71500000000003,360.07000000000005,354.985,353.15,347.78499999999997,343.16499999999996,342.77,344.6,345.17499999999995,352.31,349.95,360.015,361.105,363.01,369.48,366.86,361.72,367.84000000000003,370.0,366.55999999999995,367.21,364.14,L8
2018-03-06 22:20:26+00:00,,350.28,352.78000000000003,356.49333333333334,361.8333333333333,364.935,366.65999999999997,368.34,366.8,366.0933333333333,364.1766666666667,359.1766666666667,365.44666666666666,368.61999999999995,363.8733333333333,364.3566666666666,364.5466666666666,366.6,366.075,365.7925,363.4525,361.82,359.425,361.2025,354.51,355.9066666666667,349.05,342.68,365.1333333333334,364.8233333333333,360.39333333333326,361.54333333333335,361.71,357.65333333333336,359.74333333333334,358.8566666666666,360.4566666666667,355.49666666666667,353.52666666666664,348.51,343.25333333333333,342.9866666666667,344.58,345.85999999999996,352.1966666666667,350.0133333333333,359.72333333333336,361.45666666666665,363.16499999999996,368.885,366.885,363.615,368.27,370.02,366.56333333333333,366.14,363.625,L8
2018-06-03 22:13:23+00:00,,350.28,353.32000000000005,356.2,361.45,362.99,365.12000000000006,365.62000000000006,365.24333333333334,364.81666666666666,362.95666666666665,357.7833333333333,364.0433333333333,366.2966666666667,357.6933333333333,365.95,362.6333333333334,366.27,364.15000000000003,364.08666666666664,360.97,359.28000000000003,357.0366666666667,359.42,350.8033333333333,351.5466666666666,349.56500000000005,342.645,364.67500000000007,362.20666666666665,360.4666666666667,362.6033333333333,362.07666666666665,358.7366666666667,358.8,358.3,360.1766666666667,355.15000000000003,353.39000000000004,349.24,342.58,342.45,344.43,346.6766666666667,351.57,349.60999999999996,359.52500000000003,359.5333333333333,368.105,368.29,366.91,362.145,358.2166666666667,357.93,354.81666666666666,364.825,366.355,L8
2018-07-12 22:19:56+00:00,,351.4433333333333,351.27,353.03499999999997,361.15,362.2225,364.995,365.8,365.2525,364.6725,362.59749999999997,356.95500000000004,363.97249999999997,366.91,357.365,366.28749999999997,364.40999999999997,367.19,364.92,363.755,360.46500000000003,358.44,356.0625,357.5075,348.88,349.1875,349.24333333333334,341.0733333333333,366.09666666666664,362.2725,360.95,362.65250000000003,362.135,358.26750000000004,358.4875,357.215,359.1725,353.4875,352.79999999999995,347.8775,342.0625,341.5025,343.51,344.39,349.96000000000004,347.73,358.3933333333334,357.5775,367.4633333333333,368.29,366.91,360.74,359.1,355.2225,352.4825,363.80999999999995,366.18,L8
2018-07-21 22:13:49+00:00,,351.545,350.2375,351.342,360.92199999999997,361.336,364.592,365.51,365.04200000000003,363.96799999999996,362.306,355.434,363.698,366.874,357.32800000000003,366.204,364.804,366.918,365.164,362.984,359.884,357.41999999999996,355.29200000000003,357.038,348.186,348.02,348.4175,340.52750000000003,366.5,362.32,360.70799999999997,362.096,361.608,357.11199999999997,357.498,356.178,357.96000000000004,352.032,351.39399999999995,346.654,340.804,340.27,342.47,342.498,348.53000000000003,346.3,356.95,356.31399999999996,366.44,367.46000000000004,365.49,359.7625,359.396,354.86400000000003,351.386,362.635,365.37,L8
2018-09-07 22:14:12+00:00,,351.79,348.3233333333333,349.7675,360.2925,359.42500000000007,363.4475,364.57500000000005,364.3375,362.9575,361.08,354.015,363.315,366.2925,354.90250000000003,366.6775,365.12249999999995,367.11749999999995,365.215,361.0175,358.13250000000005,354.89750000000004,353.485,354.815,346.075,345.3875,347.5933333333333,338.17,368.5,361.985,360.8625,361.72249999999997,361.56,355.83250000000004,356.39,354.91249999999997,356.275,349.085,349.685,344.77250000000004,338.725,338.1575,340.7225,339.51,346.46,344.4575,355.3633333333334,353.89,366.785,367.34000000000003,366.075,359.0775,356.0075,350.29,346.4925,362.6175,365.86749999999995,L8
