dates,satname,nzd0012-0000,nzd0012-0001,nzd0012-0002,nzd0012-0003,nzd0012-0004,nzd0012-0005,nzd0012-0006,nzd0012-0007,nzd0012-0008,nzd0012-0009,nzd0012-0010,nzd0012-0011,nzd0012-0012,nzd0012-0013,nzd0012-0015,nzd0012-0016,nzd0012-0017,nzd0012-0018,nzd0012-0019,nzd0012-0020,nzd0012-0021,nzd0012-0022,nzd0012-0023,nzd0012-0024,nzd0012-0014,nzd0012-0025
2018-04-07 22:16:59.037000,L8,331.46,350.23,359.31,341.74,335.87,321.21,335.17,338.30,340.89,343.20,347.43,,,,,,,,,,,,,,,
2018-05-09 22:16:40.331000,L8,336.14,358.20,366.24,349.17,343.62,331.09,339.41,345.72,349.09,348.02,352.41,344.69,,,,,,,,,,,,,,
2018-05-25 22:16:28.178000,L8,343.81,358.44,376.99,355.10,351.11,331.15,340.40,348.45,349.50,348.40,352.28,345.39,,,,,,,,,,,,,,
2018-06-10 22:16:26.226000,L8,355.31,358.36,375.85,352.22,353.76,326.83,338.40,341.48,338.07,342.47,,,,,,,,,,,,,,,,
2018-06-26 22:16:36.823000,L8,342.10,358.95,377.97,352.73,350.36,329.54,338.64,346.35,347.23,348.79,352.97,344.61,,,,,,,,,,,,,,
2018-07-28 22:16:51.607000,L8,325.22,349.54,359.89,343.60,336.89,,,,,,,,,,,,,,,,,,,,,
2018-11-17 22:17:31.986000,L8,338.86,358.45,371.10,349.17,345.99,337.30,344.79,351.13,350.81,355.24,358.79,347.34,,,,,,,,,,,,,,
2018-12-03 22:17:30.217000,L8,,363.43,382.02,356.81,348.53,331.26,340.62,349.20,348.58,353.25,353.38,346.88,,,,,,,,,,,,,,
2019-01-04 22:17:27.803000,L8,337.36,355.57,371.41,349.75,344.13,335.39,343.83,350.64,347.99,354.50,353.61,346.52,,,,,,,,,,,,,,
2019-02-05 22:17:21.574000,L8,340.95,358.63,372.64,350.99,345.11,333.86,342.09,350.08,351.01,352.85,355.06,346.05,,,,,,,,,,,,,,
2019-03-25 22:17:09.739000,L8,340.57,359.97,371.15,351.62,345.12,333.51,342.39,351.67,352.31,354.71,357.32,346.52,,,,,,,,,,,,,,
2019-04-26 22:16:59.330000,L8,339.38,357.33,372.41,349.59,349.76,333.59,338.50,347.58,346.27,352.07,351.29,343.57,,,,,,,,,,,,,,
2019-05-28 22:17:17.913000,L8,340.89,358.92,372.04,351.03,354.30,335.29,340.50,351.88,348.09,356.24,352.30,344.59,,,,,,,,,,,,,,
2019-06-29 22:17:29.720000,L8,340.57,359.30,369.84,350.95,349.81,333.51,339.87,351.29,351.13,348.88,352.94,344.39,,,,,,,,,,,,,,
2019-07-31 22:17:38.893000,L8,346.99,362.05,384.02,359.10,353.07,343.21,351.02,358.04,356.43,361.30,363.26,352.94,,,,,,,,,,,,,,
2019-11-04 22:17:58.697000,L8,337.45,355.46,366.01,348.84,346.20,337.51,344.15,351.53,350.29,355.96,354.30,346.86,,,,,,,,,,,,,,
2019-11-20 22:17:54.950000,L8,339.14,356.30,372.15,350.01,344.13,333.78,341.12,349.81,348.95,353.56,354.68,346.90,,,,,,,,,,,,,,
2019-12-06 22:17:54.623000,L8,,302.17,331.20,315.46,340.13,337.45,340.88,347.97,349.36,342.17,,,,,,,,,,,,,,,,
2019-12-22 22:17:51.823000,L8,340.25,357.28,366.10,350.77,347.49,339.88,345.55,353.66,351.51,358.00,355.59,347.44,,,,,,,,,,,,,,
2020-01-07 22:17:47.735000,L8,341.51,357.71,380.22,345.77,356.05,337.41,346.19,349.20,352.71,357.48,357.71,348.90,,418.60,,,,,,,,,,,422.87,
2020-02-08 22:17:38.924000,L8,339.47,358.45,371.07,351.79,346.56,341.58,343.64,351.21,352.57,357.95,356.07,348.91,,,,,,,,,,,,,,
2020-02-24 22:17:35.189000,L8,339.81,359.14,370.71,352.22,346.24,340.84,341.91,351.72,354.10,355.44,356.44,348.27,,,,,,,,,,,,,,
2020-03-11 22:17:28.877000,L8,338.31,358.41,363.70,349.72,346.10,339.91,340.65,352.83,350.15,356.14,354.16,345.95,,,,,,,,,,,,,,
2020-03-27 22:17:20.128000,L8,331.30,347.58,358.72,343.55,335.70,,,,,,,,,,,,,,,,,,,,,
2020-04-28 22:17:04.952000,L8,338.97,359.03,372.30,350.07,345.63,333.05,340.36,352.89,356.40,360.36,361.63,346.46,,,,,,,,,,,,,,
2020-07-17 22:17:28.975000,L8,390.50,380.14,381.25,356.11,358.06,340.90,362.76,373.82,426.05,,,,,,,,,,358.12,356.60,433.76,,,,,
2020-08-02 22:17:33.048000,L8,348.74,361.26,373.55,354.40,351.94,332.73,341.53,352.76,352.22,357.87,358.55,347.91,,,,,,,,,,,,,,
2020-09-03 22:17:46.393000,L8,340.31,355.87,372.27,354.97,343.06,332.84,342.73,353.24,356.54,359.36,359.04,347.60,,,,,,,,,,,,,,
2021-01-25 22:17:44.203000,L8,339.30,356.30,370.07,349.76,341.44,333.69,339.62,350.88,351.98,356.48,355.52,345.34,,,,,,,,,,,,,,
2021-04-15 22:17:16.883000,L8,336.17,355.75,364.23,348.00,336.87,,,,,,,,,,,,,,,,,,,,,
2021-05-01 22:17:07.841000,L8,338.46,357.58,375.38,348.28,347.72,333.74,339.57,352.05,355.19,360.58,354.88,344.43,,,,,,,,,,,,,,
2021-05-17 22:17:12.707000,L8,341.57,355.84,377.16,350.08,352.88,332.41,339.31,351.28,349.60,355.67,353.09,344.64,,,,,,,,,,,,,,
2021-07-04 22:17:29.944000,L8,350.02,361.79,378.63,357.58,353.42,330.16,339.07,347.80,351.28,354.60,354.82,345.69,,,,,,,,,,,,,,
2021-10-24 22:18:01.850000,L8,345.01,358.06,317.07,362.20,346.28,328.70,341.68,349.93,350.90,356.60,354.02,343.48,,,,,,,,,,,,,,
2021-11-09 22:17:58.951000,L8,341.57,357.05,363.11,351.82,343.44,332.45,342.64,347.11,352.97,351.58,358.35,347.90,,,,,,,,,,,,,,
2021-11-25 22:17:57.047000,L8,345.11,413.74,391.55,389.28,,402.34,386.14,355.59,353.40,365.08,363.94,411.68,419.75,412.02,,357.31,377.88,405.81,408.00,394.16,365.49,,,,400.75,
2021-12-19 22:17:52.616000,L9,342.44,359.56,369.92,351.09,343.30,334.23,341.25,349.01,353.40,357.41,358.71,348.58,,,,,,,,,,,,,,
2022-01-04 22:17:52.138000,L9,346.94,356.30,366.17,355.09,347.36,333.59,339.99,348.91,350.12,356.48,353.88,348.84,,,,,,,,,,,,,,
2022-01-20 22:17:51.591000,L9,350.31,355.50,370.32,359.99,343.40,329.96,339.90,348.73,349.71,355.72,355.29,349.17,,,,,,,,,,,,,,
2022-01-28 22:17:44.030000,L8,344.95,362.71,366.16,357.03,345.36,331.97,339.80,351.23,350.28,356.24,353.79,345.91,,,,,,,,,,,,,,
2022-02-21 22:17:43.336000,L9,342.13,358.99,362.64,352.94,341.04,,,,,,,,,,,,,,,,,,,,,
2022-05-12 22:17:13.223000,L9,335.32,361.45,365.32,352.13,342.62,331.54,342.35,345.01,351.30,351.38,354.14,345.43,,,,,,,,,,,,,,
2022-06-05 22:17:39.656000,L8,345.86,357.46,371.45,350.42,343.68,331.32,340.70,346.53,351.80,351.92,353.66,345.92,,,,,,,,,,,,,,
2022-06-13 22:17:12.050000,L9,343.68,360.09,373.22,353.24,348.07,333.01,341.08,347.01,352.20,352.55,353.61,345.33,,,,,,,,,,,,,,
2022-06-21 22:17:48.970000,L8,343.16,358.76,373.22,353.73,346.34,329.46,339.30,346.44,347.19,353.62,352.37,345.41,,,,,,,,,,,,,,
2022-07-15 22:17:24.696000,L9,343.62,358.37,363.47,352.85,351.57,327.91,342.45,346.39,349.96,349.04,353.67,345.40,,,,,,,,,,,,,,
2022-07-31 22:17:39.593000,L9,341.60,358.27,363.70,354.53,351.65,329.01,340.28,349.05,349.38,355.53,352.91,346.93,,,,,,,,,,,,,,
2022-08-08 22:18:05.196000,L8,340.82,361.91,373.65,355.90,345.43,329.58,343.56,348.23,352.09,353.51,358.47,347.31,,,,,,,,,,,,,,
2022-09-09 22:18:11.619000,L8,337.93,365.79,364.55,357.19,344.11,329.92,340.34,346.95,349.03,354.71,353.79,347.63,,,,,,,,,,,,,,
2022-10-27 22:18:13.761000,L8,354.82,364.17,379.06,383.71,378.84,353.31,382.88,390.41,,,,,,,,354.90,363.67,359.02,363.89,367.35,360.52,,,,,
2022-11-04 22:18:00.514000,L9,388.59,357.16,363.13,358.46,348.29,329.30,342.63,345.92,349.96,352.94,355.62,346.21,,,,,,,,,,,,,,
2022-11-12 22:18:10.437000,L8,336.57,357.60,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-22 22:17:59.519000,L9,344.34,358.78,364.84,356.96,347.67,329.45,341.38,348.61,347.80,353.82,353.53,347.93,,,,,,,,,,,,,,
2023-01-15 22:17:53.980000,L8,340.48,360.61,364.38,350.48,343.05,331.85,340.73,345.48,349.55,351.14,355.23,345.92,,,,,,,,,,,,,,
2023-01-31 22:17:58.841000,L8,349.36,356.93,365.82,352.59,350.55,328.73,338.41,345.96,346.24,354.67,352.09,345.33,,,,,,,,,,,,,,
2023-02-08 22:18:06.517000,L9,351.87,365.95,373.79,358.02,349.72,334.20,344.60,350.01,351.47,356.33,361.71,349.56,,,,,,,,,,,,,,
2023-02-16 22:17:50.035000,L8,344.12,368.70,365.00,358.75,349.17,324.42,337.77,341.99,343.01,346.39,351.46,344.76,,,,,,,,,,,,,,
2023-03-04 22:17:37.574000,L8,336.76,354.31,364.50,356.63,353.89,326.28,336.70,342.83,345.54,350.26,351.65,345.69,,,,,,,,,,,,,,
2023-03-28 22:17:33.498000,L9,341.77,357.30,364.66,353.00,350.24,327.66,337.95,344.90,342.44,348.94,351.24,346.01,,,,,,,,,,,,,,
2023-04-13 22:17:27.047000,L9,338.98,358.97,373.13,354.31,347.89,327.32,337.48,342.46,345.98,348.96,352.10,345.43,,,,,,,,,,,,,,
2023-05-15 22:17:12.111000,L9,345.31,374.25,367.20,358.71,359.97,324.24,339.66,344.35,347.01,346.71,350.59,348.22,,,,,,,,,,,,,,
2023-05-31 22:17:04.101000,L9,361.70,361.70,375.78,357.17,356.92,320.31,337.79,343.74,344.25,348.08,350.01,345.77,,,,,,,,,,,,,,
2023-06-16 22:16:54.981000,L9,330.37,344.60,353.34,341.67,337.29,,,,,,,,,,,,,,,,,,,,,
2023-06-24 22:17:06.399000,L8,346.00,358.65,367.28,355.17,364.03,324.41,337.60,345.20,343.86,350.68,348.56,345.56,,,,,,,,,,,,,,
2023-07-02 22:17:05.775000,L9,344.24,359.63,374.85,357.61,371.96,321.63,338.90,342.11,343.19,347.12,350.10,344.44,,,,,,,,,,,,,,
2023-07-26 22:17:23.328000,L8,344.23,359.25,376.84,356.85,361.62,324.29,337.60,345.04,345.80,350.69,352.58,345.86,,,,,,,,,,,,,,
2023-08-03 22:17:19.817000,L9,335.12,356.03,365.20,355.88,359.32,,,,,,,,,,,,,,,,,,,,,
2023-09-12 22:17:38.225000,L8,341.22,360.41,371.67,353.50,351.48,325.68,341.36,343.87,349.94,353.67,354.82,346.76,,,,,,,,,,,,,,
2023-09-20 22:17:40.026000,L9,338.98,357.54,366.51,351.00,344.23,326.43,338.08,344.67,345.31,348.41,354.26,346.31,,,,,,,,,,,,,,
2023-09-28 22:17:43.092000,L8,333.19,352.37,362.68,351.68,341.74,324.25,337.35,344.79,342.86,352.91,351.71,343.62,,,,,,,,,,,,,,
2023-10-14 22:17:45.774000,L8,336.75,355.76,366.31,350.70,344.20,330.71,337.79,344.48,344.30,348.45,352.94,346.24,,,,,,,,,,,,,,
2023-10-22 22:17:50.479000,L9,339.12,357.28,370.21,350.91,343.56,326.47,338.25,341.72,345.95,346.20,350.68,344.72,,,,,,,,,,,,,,
2023-11-07 22:17:46.155000,L9,342.74,363.02,379.84,360.77,351.31,324.53,338.13,341.34,389.14,399.57,345.27,,,,,,,,,,,,,,,
