dates,nzd0012-0000,nzd0012-0001,nzd0012-0002,nzd0012-0003,nzd0012-0004,nzd0012-0005,nzd0012-0006,nzd0012-0007,nzd0012-0008,nzd0012-0009,nzd0012-0010,nzd0012-0011,nzd0012-0012,nzd0012-0013,nzd0012-0015,nzd0012-0016,nzd0012-0017,nzd0012-0018,nzd0012-0019,nzd0012-0020,nzd0012-0021,nzd0012-0022,nzd0012-0023,nzd0012-0024,nzd0012-0014,nzd0012-0025,satname
1999-10-04 22:10:38+00:00,,,393.69,392.94,401.23,324.37,340.26,341.53,351.62,353.56,354.73,,,396.82,382.71,,408.43,,397.98,395.01,,,404.03,,,,L7
2000-03-28 22:10:07+00:00,,,393.69,392.94,401.23,324.2,340.305,343.41999999999996,351.78999999999996,351.325,354.89,348.01,,396.82,382.71,,408.43,,397.98,395.01,,,404.03,,,,L7
2000-09-20 22:08:03+00:00,,,,,,324.16499999999996,340.85,345.885,352.22,353.245,357.125,349.68,,,379.42,,,,,,,,,,,,L7
2000-10-06 22:07:59+00:00,,,,,,324.3,341.37,346.46,352.48,357.4,359.2,351.35,,,379.42,,,,,,,,,,,384.33,L7
2001-02-27 22:07:54+00:00,,,,,,324.95000000000005,341.19,346.705,352.4,357.56,357.93,351.98,,,379.42,,,,,,,,,,,384.33,L7
2001-06-19 22:07:05+00:00,,,,,,325.6,340.83,346.95,352.32,357.72,356.66,351.21500000000003,,,,,,,,,,,,,,,L7
2001-11-26 22:06:09+00:00,,,,,,,,,,351.89,,349.82,,,,,,,,,,,,,,,L7
2002-02-14 22:06:29+00:00,,,,,,323.52,339.93,344.96,350.58,350.46500000000003,354.04,347.41,,,,,,,,,,,,,,,L7
2004-05-18 21:58:14+00:00,,,,,,322.8,330.87,340.2,341.95,343.94,346.4,348.06,338.18,,,,,,,,,,,,,,L5
2004-08-22 22:00:48+00:00,,,,,,328.28999999999996,336.475,343.76,348.065,345.45,350.83,350.71500000000003,336.945,,,,,,,,,,,,,,L5
2005-01-13 22:03:41+00:00,,358.26,373.8,369.19,368.5,332.29999999999995,339.885,340.435,348.65,345.845,351.22,348.09000000000003,335.71,,,,,,,,,,,,,,L5
2005-02-14 22:04:09+00:00,,358.26,373.8,369.19,368.5,327.34,337.32666666666665,340.6366666666667,350.2266666666667,349.6166666666666,354.67333333333335,352.08666666666664,341.78999999999996,,,,,,,,,,,,,,L5
2005-04-19 22:04:43+00:00,,358.26,379.90999999999997,375.28499999999997,368.5,328.2,337.9566666666667,342.99666666666667,350.98,353.5833333333333,354.5466666666666,354.44666666666666,347.87,,,,,,,,,,,,,,L5
2005-06-06 22:05:05+00:00,,356.90999999999997,376.3733333333333,373.49666666666667,368.96000000000004,328.1175,336.15250000000003,340.8175,348.80499999999995,350.315,353.3,352.47,347.87,,,,,,,,,,,,,,L5
2005-09-26 22:05:42+00:00,,355.56,377.65999999999997,375.65,369.42,332.115,337.355,344.3399999999999,349.3599999999999,349.685,352.22,354.6966666666667,341.62,,,,,,,,,,,,,,L5
2006-02-17 22:08:11+00:00,,358.34,,,,330.19,340.02,347.23,353.09,352.78,357.35,357.44500000000005,341.865,,,,,,,,,,,,,,L5
2006-06-25 22:10:20+00:00,330.61,339.155,334.68,330.39,329.56,330.19,340.02,347.23,353.09,352.78,357.35,357.79,342.11,,,,,,,,,,,,,,L5
2006-08-12 22:10:59+00:00,330.61,346.93333333333334,334.68,330.39,329.56,334.315,342.85,349.365,354.41999999999996,354.14,357.02,357.79,344.165,,,,,,,,,,,,,,L5
2007-09-16 22:10:40+00:00,331.7,329.27,340.02,336.69,332.67,,,,,,,,,,,,,,,,,,,,,,L5
2007-10-02 22:10:31+00:00,331.7,329.27,340.02,336.69,332.67,328.02,341.79,349.37,351.86,355.29,363.92,359.68,347.31,,,,,,,,,,,,,,L5
2008-11-21 22:01:05+00:00,327.01,312.06,,,,,,,,,,,,,,,,,,,,,,,,,L5
2009-01-24 22:02:55+00:00,327.01,312.06,,372.08,369.49,325.77,337.24,343.03,,,,,,,,,,,,,,,,,,,L5
2010-01-27 22:08:26+00:00,375.15,357.31,377.96,376.63,377.95,328.9,332.7,337.49,344.82,347.21,351.43,349.14,337.42,,,,,,,,,,,,,,L5
2010-02-12 22:08:30+00:00,375.15,356.86,377.96,373.435,373.115,323.745,329.505,336.75,343.38,348.53499999999997,352.725,350.62,339.36,,,,,,,,,,,,,,L5
2011-01-14 22:07:31+00:00,350.45,339.68,359.47,350.47,350.84,,,,,,,,,,,,,,,,,,,,,,L5
2011-09-11 22:06:09+00:00,322.85,312.16,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-05-11 22:19:31+00:00,337.76,,,349.78,343.79,326.92,339.31,344.47,347.85,350.11,354.62,346.54,,,,,,,,,,,,,,,L8
2013-06-28 22:19:33+00:00,340.515,360.58,370.54,352.67499999999995,346.305,325.645,338.755,345.395,346.20000000000005,349.4,352.37,345.89,,,,,,,,,,,,,,,L8
2013-07-14 22:19:34+00:00,341.53,362.705,370.54,352.67499999999995,348.8333333333333,325.97,339.4533333333333,346.2866666666667,347.3866666666667,349.6433333333334,353.56666666666666,346.4466666666667,,,,,,,,,,,,,,,L8
2014-05-14 22:17:08+00:00,,,,,,,,,345.65,346.68,351.1,345.47,,,,,,,,,,,,,,,L8
2014-05-30 22:17:11+00:00,339.5,359.11,364.92,349.5,344.81,332.88,338.15,344.65,345.65999999999997,348.895,351.285,346.17,,,,,,,,,,,,,,,L8
2014-07-01 22:17:22+00:00,335.77,353.145,364.92,345.49,339.63,332.88,338.15,344.65,345.65999999999997,348.895,351.285,346.17,,,,,,,,,,,,,,,L8
2014-07-17 22:17:28+00:00,335.77,353.145,364.92,345.49,339.63,328.53499999999997,339.81,345.245,347.0566666666667,349.2866666666667,352.3633333333334,346.1966666666667,,,,,,,,,,,,,,,L8
2015-02-26 22:17:23+00:00,338.39,357.61,,350.86,341.63,328.08,338.12,343.45,344.93,346.72,351.28,345.04,,,,,,,,,,,,,,,L8
2015-07-20 22:17:10+00:00,339.385,357.235,365.28,350.125,342.78,326.0,338.245,344.92499999999995,344.185,347.70500000000004,350.875,345.235,,,,,,,,,,,,,,,L8
2015-08-05 22:17:13+00:00,341.3633333333333,357.235,365.28,350.125,342.78,325.6466666666667,338.98,344.7933333333333,344.73,347.84,351.92,345.9866666666667,,,,,,,,,,,,,,,L8
2015-12-27 22:17:43+00:00,341.0933333333333,356.86,365.28,349.39,343.93,324.43000000000006,339.41,345.4649999999999,344.63,348.4,352.24,346.46000000000004,,,,,,,,,,,,,,,L8
2016-01-12 22:17:40+00:00,339.855,357.115,365.28,349.39,343.93,324.43000000000006,339.41,345.4649999999999,344.63,348.4,352.24,346.46000000000004,,,,,,,,,,,,,,,L8
2016-09-08 22:17:48+00:00,342.01,358.65,,353.79,,,,,,,,,,,,,,,,,,,,,,,L8
2016-10-10 22:17:54+00:00,339.375,357.29999999999995,366.64,351.33500000000004,339.21,330.72,340.4,344.22,343.2,347.45,353.31,346.49,,,,,,,,,,,,,,,L8
2017-04-20 22:16:59+00:00,348.8,357.45,380.39,356.34,351.32,325.73,339.34,345.73,345.49,350.24,353.72,346.54,,,,,,,,,,,,,,,L8
2017-06-07 22:17:15+00:00,345.935,358.21000000000004,376.885,353.53999999999996,349.91499999999996,328.05,340.005,346.625,346.495,349.89,352.94000000000005,346.04,,,,,,,,,,,,,,,L8
2017-07-09 22:17:23+00:00,346.78000000000003,359.7733333333333,376.885,354.7166666666667,349.0833333333333,328.50333333333333,341.73,345.2166666666667,346.03999999999996,351.0333333333333,353.26,346.7966666666667,,,,,,,,,,,,,,,L8
2017-10-29 22:17:53+00:00,343.46000000000004,359.58,373.38,352.90333333333336,346.2066666666667,330.57666666666665,342.6366666666667,345.70666666666665,347.40000000000003,350.06666666666666,353.4533333333334,346.6466666666667,,,,,,,,,,,,,,,L8
2018-02-18 22:17:22+00:00,339.905,357.09000000000003,,350.9,342.91499999999996,332.395,341.515,346.44,348.615,349.29999999999995,353.46500000000003,346.725,,,,,,,,,,,,,,,L8
2018-05-09 22:16:40+00:00,338.555,357.755,366.24,349.17,343.38,331.965,340.19000000000005,345.70000000000005,348.375,351.26,352.63,347.36,,,,,,,,,,,,,,,L8
2018-05-25 22:16:28+00:00,340.3066666666667,357.98333333333335,371.615,352.135,345.95666666666665,331.6933333333333,340.26,346.6166666666666,348.75,349.83,352.455,346.375,,,,,,,,,,,,,,,L8
2018-06-26 22:16:36+00:00,340.755,358.225,373.73333333333335,352.3333333333333,347.0575,331.155,339.855,346.55,348.37,349.48333333333335,352.6266666666667,345.7866666666667,,,,,,,,,,,,,,,L8
