dates,nzd0395-0000,nzd0395-0001,nzd0395-0002,nzd0395-0003,nzd0395-0004,nzd0395-0005,nzd0395-0006,nzd0395-0007,nzd0395-0008,nzd0395-0009,nzd0395-0010,nzd0395-0011,nzd0395-0012,nzd0395-0013,nzd0395-0014,nzd0395-0015,nzd0395-0016,nzd0395-0017,nzd0395-0018,nzd0395-0019,nzd0395-0020,nzd0395-0021,nzd0395-0022,nzd0395-0023,nzd0395-0024,nzd0395-0025,nzd0395-0026,nzd0395-0027,nzd0395-0028,nzd0395-0029,nzd0395-0030,nzd0395-0031,nzd0395-0032,nzd0395-0033,nzd0395-0034,nzd0395-0035,nzd0395-0036,nzd0395-0037,nzd0395-0038,nzd0395-0039,nzd0395-0040,nzd0395-0041,nzd0395-0042,nzd0395-0043,nzd0395-0044,nzd0395-0045,nzd0395-0046,nzd0395-0047,nzd0395-0048,nzd0395-0049,nzd0395-0050,nzd0395-0051,nzd0395-0052,nzd0395-0053,nzd0395-0054,nzd0395-0055,nzd0395-0056,nzd0395-0057,nzd0395-0058,nzd0395-0059,nzd0395-0060,nzd0395-0061,nzd0395-0062,nzd0395-0063,nzd0395-0064,nzd0395-0065,nzd0395-0066,nzd0395-0067,nzd0395-0068,nzd0395-0069,nzd0395-0070,nzd0395-0071,nzd0395-0072,nzd0395-0073,nzd0395-0074,nzd0395-0075,nzd0395-0076,nzd0395-0077,nzd0395-0078,nzd0395-0079,nzd0395-0080,nzd0395-0081,nzd0395-0082,nzd0395-0083,nzd0395-0084,nzd0395-0085,nzd0395-0086,nzd0395-0087,nzd0395-0088,nzd0395-0089,nzd0395-0090,nzd0395-0091,nzd0395-0092,nzd0395-0093,nzd0395-0094,nzd0395-0095,nzd0395-0096,nzd0395-0097,nzd0395-0098,nzd0395-0099,nzd0395-0100,nzd0395-0101,nzd0395-0102,nzd0395-0103,nzd0395-0104,nzd0395-0105,nzd0395-0106,nzd0395-0107,nzd0395-0108,nzd0395-0109,nzd0395-0110,nzd0395-0111,nzd0395-0112,nzd0395-0113,nzd0395-0114,nzd0395-0115,nzd0395-0116,nzd0395-0117,nzd0395-0118,nzd0395-0119,nzd0395-0120,nzd0395-0121,nzd0395-0122,nzd0395-0123,nzd0395-0124,nzd0395-0125,nzd0395-0126,nzd0395-0127,nzd0395-0128,nzd0395-0129,nzd0395-0130,nzd0395-0131,nzd0395-0132,nzd0395-0133,nzd0395-0134,nzd0395-0135,nzd0395-0136,nzd0395-0137,nzd0395-0138,nzd0395-0139,nzd0395-0140,nzd0395-0141,nzd0395-0142,nzd0395-0143,nzd0395-0144,nzd0395-0145,nzd0395-0146,nzd0395-0147,nzd0395-0148,nzd0395-0149,nzd0395-0150,nzd0395-0151,nzd0395-0152,nzd0395-0153,nzd0395-0154,nzd0395-0155,nzd0395-0156,nzd0395-0157,nzd0395-0158,nzd0395-0159,nzd0395-0160,nzd0395-0161,nzd0395-0162,nzd0395-0163,nzd0395-0164,nzd0395-0165,nzd0395-0166,nzd0395-0167,nzd0395-0168,nzd0395-0169,nzd0395-0170,nzd0395-0171,nzd0395-0172,nzd0395-0173,nzd0395-0174,nzd0395-0175,nzd0395-0176,nzd0395-0177,nzd0395-0178,nzd0395-0179,nzd0395-0180,nzd0395-0181,nzd0395-0182,nzd0395-0183,nzd0395-0184,nzd0395-0185,nzd0395-0186,nzd0395-0187,nzd0395-0188,nzd0395-0189,nzd0395-0190,nzd0395-0191,nzd0395-0192,nzd0395-0193,satname
1999-08-17 22:12:50+00:00,,,,,,,,,,,,,,,,,250.32,,,,,,,,,,,,,,,,,,,,,,,,,,323.91,,,236.99,,252.04,300.88,300.04,287.81,,,,,,,,,,,,,,,,,,,,,,,,,246.83,249.22,256.72,,,,,,,,,,282.4,263.42,272.23,267.14,,,,,,,,,,,,,260.36,253.7,,262.85,283.63,283.56,,,274.48,285.33,292.0,275.68,287.48,291.63,296.17,,,318.28,331.25,317.74,308.78,291.61,,,304.71,323.4,319.95,314.31,319.17,,320.07,322.48,335.59,325.36,312.2,328.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-26 22:06:44+00:00,,,202.82,195.57,198.84,197.83,200.42,199.98,201.7,199.69,211.01,210.31,214.81,230.21,230.33,230.56,244.375,232.29,230.66,266.73,229.53,226.24,216.04,200.04,,,,,212.22,,,,,212.97,215.12,212.19,215.9,230.92,,,,,323.91,,,236.99,,252.04,300.88,300.04,287.81,,,,167.73,182.59,191.21,209.84,210.11,213.42,181.02,,,,,,,181.69,199.41,213.42,235.94,227.19,226.17,226.91,218.17,231.68,237.125,236.90000000000003,228.08,226.92,233.61,242.03,233.27,,,237.09,251.93,262.69,252.425,257.77,256.72,246.26,245.7,246.45,258.67,260.51,286.27,279.39,254.54,251.36,244.39,243.38,266.58,246.455,236.735,226.4,250.23000000000002,278.88,272.1,222.59,,271.20000000000005,279.755,284.34000000000003,262.06,276.84000000000003,277.21500000000003,287.45000000000005,,,318.28,331.25,318.3,293.55499999999995,280.22,268.31,269.68,294.345,306.92999999999995,306.705,302.405,313.25,,317.33,316.51,319.375,315.28499999999997,309.42499999999995,321.06,315.77,315.59,314.49,324.77,319.92,323.37,297.27,332.07,322.89,314.59,318.14,321.24,320.36,314.15,280.03,308.31,296.55,302.79,304.62,307.02,314.38,307.06,291.21,313.03,290.62,302.97,304.12,317.79,320.88,318.01,309.62,298.04,304.3,303.12,325.62,295.61,284.56,190.13,,,211.27,283.15,284.39,283.14,285.18,,287.6,,293.32,300.76,313.99,309.68,337.76,,,L7
1999-12-07 22:12:29+00:00,236.85,223.37,203.855,198.91,201.965,201.865,202.31,203.175,203.57999999999998,204.075,215.13,212.41500000000002,221.28,233.41000000000003,232.805,234.525,241.61666666666667,236.245,233.625,254.245,232.29000000000002,229.28,224.615,216.865,268.65,,,233.78,225.57,234.84,,247.29,243.28,223.43,229.755,227.38,234.155,242.76999999999998,254.02,249.43,,,323.91,,,236.99,,252.04,300.88,300.04,287.81,,,,167.73,182.59,186.62,219.325,208.325,199.5,186.8,,,,,,,183.175,197.01999999999998,214.82,229.435,233.95499999999998,230.31,232.805,226.81,233.63333333333333,237.6966666666667,237.70333333333335,234.885,231.07,238.18,243.82,246.76999999999998,,,241.44,251.655,260.8333333333333,252.25333333333333,257.43666666666667,263.2633333333333,263.65999999999997,263.005,258.67499999999995,261.875,260.6,274.455,267.91999999999996,254.245,252.735,248.89,246.535,256.85,243.99,247.11666666666667,240.31,256.55333333333334,268.79,272.1,231.015,,271.20000000000005,279.755,284.34000000000003,261.31666666666666,275.99,278.3833333333334,280.5266666666667,295.05,309.0,305.94,327.14,316.74333333333334,279.50666666666666,279.57666666666665,274.33000000000004,279.19,302.79333333333335,310.06333333333333,295.32,291.92,316.83666666666664,307.21,321.04333333333335,318.1233333333334,319.12333333333333,315.28499999999997,300.48333333333335,320.34,322.21,320.315,320.185,331.53,325.85,326.015,300.52,339.495,325.98,321.17499999999995,324.42499999999995,324.9,322.175,307.59,285.765,315.6,309.815,309.895,305.85,301.0,313.735,320.995,303.105,319.17499999999995,304.805,312.495,311.725,303.025,321.78,319.565,320.24,307.08000000000004,316.52,314.935,323.13,305.72,290.18,195.435,,167.67,216.64,288.02,297.40999999999997,293.13,303.39,334.99,305.425,332.44,302.985,307.485,315.28499999999997,314.375,328.705,,,L7
2000-01-17 22:06:35+00:00,236.85,228.54000000000002,205.11333333333332,203.95000000000002,207.10333333333332,206.86,207.0666666666667,204.53,204.34333333333333,205.67999999999998,215.0,212.62333333333333,221.46333333333334,234.99333333333334,232.805,234.525,240.5675,238.84,236.07333333333335,249.47,234.42333333333332,231.22333333333336,229.35,216.865,284.595,,,240.13,233.22333333333333,244.20499999999998,236.64,251.105,251.72000000000003,232.17,242.27666666666664,237.97,243.90666666666667,250.62666666666667,260.69,259.42,,,323.91,,,236.99,,252.04,300.88,300.04,287.81,,,,167.73,182.59,206.65666666666667,226.79,218.71333333333334,210.91333333333333,199.46333333333334,,,,,,178.98,183.04999999999998,190.65333333333334,215.36666666666667,232.11666666666667,238.20333333333335,232.4433333333333,234.76999999999998,232.51333333333332,236.9525,238.3475,238.60500000000002,236.46666666666667,234.72333333333333,239.86333333333334,246.50666666666666,246.76999999999998,,,244.12333333333333,253.10333333333332,260.8333333333333,243.1725,250.3625,253.36,263.65999999999997,263.005,258.67499999999995,251.70333333333335,247.53333333333333,274.455,274.15333333333336,256.5466666666667,255.26999999999998,250.06666666666663,248.73333333333335,253.35333333333332,243.48000000000002,244.57,242.21666666666667,252.5225,263.54,272.1,231.015,,271.20000000000005,279.755,284.34000000000003,260.1425,275.99,278.3833333333334,268.27,295.05,309.0,305.94,316.8066666666667,316.74333333333334,267.075,281.9925,282.5133333333333,282.88666666666666,305.4525,310.36749999999995,280.565,291.92,320.75,322.585,321.765,319.40500000000003,319.12333333333333,315.28499999999997,300.48333333333335,324.89,322.21,326.56333333333333,328.69666666666666,336.12333333333333,333.18333333333334,335.67333333333335,300.52,339.495,325.98,321.17499999999995,334.99333333333334,333.9633333333333,315.7166666666667,307.59,285.765,315.6,320.1133333333333,314.37333333333333,312.80333333333334,311.6566666666667,321.28666666666663,320.995,317.4766666666667,319.17499999999995,304.805,312.495,311.725,303.025,321.78,320.84,319.2166666666667,309.0466666666667,316.52,313.62333333333333,321.09666666666664,306.83,290.18,195.435,,185.24,231.29,290.49,298.00666666666666,294.3566666666666,301.80333333333334,326.16499999999996,314.92,319.435,303.76,307.485,315.28499999999997,314.375,328.705,,,L7
2000-03-21 22:06:25+00:00,236.925,228.89666666666668,208.85999999999999,214.15333333333334,211.19666666666663,213.52666666666664,210.30333333333337,207.62333333333333,207.15666666666667,208.31000000000003,215.99666666666667,217.14000000000001,223.82666666666668,236.50666666666666,233.76999999999998,239.63,237.46,241.25,240.63000000000002,241.67999999999998,238.34,233.17666666666665,235.67999999999998,233.82999999999998,270.51,238.99,245.58,243.15333333333334,243.01666666666665,261.46999999999997,256.38,264.76,268.70666666666665,263.68666666666667,275.09,253.07666666666668,260.85,262.9533333333333,264.26666666666665,263.59666666666664,,,,,,,,,,,,,,169.1,186.59,198.82,212.0,230.20333333333335,223.11,212.36333333333334,206.73666666666668,,,,,,176.435,183.15333333333334,184.86333333333334,207.07666666666668,230.205,240.00666666666666,235.65666666666667,237.97333333333336,238.4766666666667,239.86666666666667,238.61666666666667,244.5533333333333,240.11333333333332,248.70000000000002,250.87333333333333,247.09333333333333,269.145,278.66,276.83,247.00333333333333,253.21333333333334,255.67000000000002,240.20666666666668,245.42,251.27,275.03999999999996,272.255,283.48,260.17,256.08,263.06,268.84999999999997,256.1666666666667,257.26666666666665,252.5,250.92999999999998,246.16666666666666,240.67666666666665,245.89333333333335,246.60000000000002,252.85,248.21,,233.36,269.01,266.5,277.78,278.65,259.81333333333333,276.155,286.8,264.73333333333335,296.855,306.02,300.025,311.20666666666665,312.905,252.92999999999998,279.98,284.99333333333334,286.55,313.27666666666664,310.62,272.74,290.195,323.05,316.59,319.6233333333334,318.34333333333336,308.55,306.67,298.04,324.78333333333336,323.49,327.2533333333334,333.23333333333335,337.19666666666666,337.1933333333333,335.0566666666667,304.31,326.46500000000003,323.69,316.365,337.97666666666663,329.3933333333333,318.7766666666667,314.245,303.28499999999997,312.19,326.1066666666666,319.3733333333333,314.2966666666667,314.7766666666667,322.05,322.24,323.1933333333333,317.935,318.61,317.58,316.515,307.16499999999996,330.055,323.67,325.98333333333335,320.71333333333337,327.20000000000005,317.69666666666666,321.5833333333333,310.8066666666667,301.3,204.71,,179.15333333333334,241.3,294.8633333333333,301.82,299.04,314.02666666666664,324.07,318.7766666666667,313.8833333333333,306.09999999999997,312.64,315.91999999999996,318.65999999999997,319.04999999999995,,,L7
2000-08-03 22:11:07+00:00,237.0,229.61,214.06,226.18,211.12,217.83,210.13,209.26,210.14,234.10500000000002,236.475,232.525,236.82999999999998,240.97,244.235,247.81,246.59,246.47,250.40500000000003,249.16000000000003,251.90499999999997,242.095,244.785,241.025,253.49499999999998,249.415,256.225,257.245,252.46499999999997,279.945,274.95,279.115,292.84999999999997,292.615,298.74,266.905,274.6,271.4,274.345,282.395,283.47,271.8,286.0,,284.39,232.52,,,,,,,,169.1,186.59,198.82,207.24,236.945,235.77,225.445,234.64,,,,,,173.89,182.0,182.04,188.55,,232.6,235.81,236.52,236.06,235.15,236.71,253.04,239.02,268.85,255.93,244.945,264.99,266.985,267.455,254.15999999999997,257.735,259.825,259.37,254.02999999999997,268.02500000000003,272.78999999999996,271.39,283.945,289.105,285.15999999999997,269.675,287.485,262.52,264.225,258.64500000000004,261.22,257.40500000000003,260.165,245.805,250.39500000000004,254.615,253.07999999999998,265.93,236.57999999999998,264.655,268.28499999999997,279.05499999999995,278.525,272.865,281.13,291.095,297.275,302.03,300.765,304.35,313.58500000000004,316.245,296.605,277.635,275.87,285.61,307.26,310.5,315.01,313.525,316.38,308.065,312.44000000000005,315.175,307.75,318.275,315.75,323.72,323.51,321.5,336.44,332.95000000000005,341.76,326.2,319.895,309.945,326.66499999999996,328.685,337.71,315.855,330.375,324.07,316.06,312.995,322.36,317.79,315.905,316.6,316.08000000000004,314.82,311.24,318.985,322.95000000000005,315.335,313.7,340.575,337.43,326.5,329.92,333.04,325.66,315.34,327.08,307.54,306.8,208.68,,166.98,,296.27,295.83,297.19,321.85,319.88,299.17,302.78,300.34,311.07,315.26,318.25,318.45,,,L7
2000-08-19 22:10:38+00:00,237.0,229.61,214.06,226.18,211.12,217.83,210.13,209.26,210.14,243.47,239.68666666666664,237.51333333333332,237.76333333333332,242.1933333333333,246.21333333333334,251.17666666666665,250.40666666666667,248.42666666666665,251.32000000000002,250.60333333333335,254.56000000000003,252.73333333333335,257.81666666666666,258.49333333333334,268.99666666666667,254.61333333333332,254.79333333333338,257.6066666666666,256.2733333333333,279.91333333333336,271.6066666666666,282.90000000000003,285.0,289.93333333333334,297.84,272.34,285.43333333333334,290.82,274.345,282.395,287.525,273.755,288.135,,289.35,258.99,295.79,280.02,292.82,295.73,281.43,278.29,277.17,171.17000000000002,186.195,200.515,208.47,251.65666666666667,235.77,225.445,251.0566666666667,269.45,292.18,274.61,,,175.605,182.1,184.555,189.78500000000003,185.93,213.85,223.735,235.22500000000002,244.49,242.79500000000002,240.16000000000003,250.115,243.065,259.255,254.95000000000002,252.57666666666668,263.6033333333333,265.11,276.6433333333333,267.49666666666667,269.94666666666666,267.56666666666666,263.27,259.46999999999997,274.0966666666667,278.1166666666666,273.49666666666667,280.66333333333336,287.25333333333333,285.12666666666667,272.02333333333337,285.41333333333336,266.88,274.41333333333336,272.07,269.5466666666667,269.68666666666667,260.16,245.805,254.62000000000003,256.38000000000005,256.49666666666667,283.15,236.57999999999998,264.655,278.73333333333335,283.81,280.9833333333333,277.99666666666667,286.5466666666667,295.62666666666667,304.3933333333333,310.88,313.82,319.1666666666667,313.58500000000004,316.245,314.61,277.635,275.87,290.3333333333333,320.32666666666665,322.1033333333333,316.61999999999995,313.68666666666667,316.1133333333333,307.39000000000004,312.3866666666667,319.76,307.1433333333334,326.3433333333333,315.75,329.34666666666664,329.2133333333333,331.65000000000003,341.25333333333333,340.9066666666667,349.2733333333333,336.3666666666666,324.22333333333336,311.73333333333335,331.78666666666663,328.43666666666667,337.6433333333333,319.4166666666667,336.4866666666667,330.8533333333333,316.06,312.995,322.36,319.57500000000005,317.09999999999997,319.4433333333333,319.53000000000003,314.82,317.2366666666667,324.74,327.8433333333333,323.6933333333333,322.73,340.2033333333333,337.17,333.505,338.97,336.495,328.985,321.61,325.24,315.24,313.145,208.68,233.3,166.98,295.98,296.27,320.69,305.74,330.065,317.675,311.905,308.4,309.98,319.955,336.475,339.45500000000004,333.89,,,L7
2000-09-04 22:10:22+00:00,237.0,237.325,233.735,250.45500000000004,237.67000000000002,237.61,219.93,221.12,218.45,243.47,239.68666666666664,237.51333333333332,237.76333333333332,242.1933333333333,246.21333333333334,251.17666666666665,250.40666666666667,248.42666666666665,251.32000000000002,250.60333333333335,254.56000000000003,252.73333333333335,257.81666666666666,258.49333333333334,268.99666666666667,254.61333333333332,254.79333333333338,267.18,256.2733333333333,279.91333333333336,271.6066666666666,285.84250000000003,292.35249999999996,295.7925,299.8825,282.95,290.265,295.7875,274.345,282.395,287.525,273.755,288.135,,289.35,258.99,295.79,280.02,292.82,295.73,281.43,278.29,277.17,171.29666666666665,187.82666666666668,200.74666666666667,217.13333333333333,255.2975,237.4466666666667,229.74666666666667,254.47750000000002,268.66499999999996,278.20000000000005,274.61,,,176.26,183.21,184.555,189.78500000000003,185.93,206.34,221.95000000000002,235.22500000000002,244.49,242.79500000000002,240.16000000000003,250.29999999999998,245.74666666666667,257.5466666666667,253.8725,252.81,262.7725,264.3275,276.6433333333333,267.49666666666667,269.94666666666666,267.56666666666666,265.4275,262.7075,275.6225,277.0125,274.74,281.22249999999997,287.835,285.2875,279.04,284.625,268.2875,274.46250000000003,271.055,269.3325,268.5825,261.08500000000004,248.5,257.99,258.4825,257.5125,274.73,245.38333333333333,263.6666666666667,275.52750000000003,281.395,280.1725,276.9525,287.8575,294.01,302.625,306.4525,312.93,317.3175,313.7166666666667,316.86333333333334,314.0575,280.6466666666667,283.6433333333334,292.9275,319.555,321.56,317.0875,312.96,317.7675,310.665,312.3866666666667,322.56,312.665,326.7,315.75,329.34666666666664,328.7375,329.6825,338.9675,338.85,345.72749999999996,336.3666666666666,324.22333333333336,320.745,335.29999999999995,333.78499999999997,340.3125,319.4166666666667,336.4866666666667,330.8533333333333,316.06,315.80333333333334,322.98333333333335,319.53000000000003,316.7475,319.4433333333333,319.53000000000003,314.82,317.2366666666667,324.3075,327.2925,323.78499999999997,323.4266666666667,339.485,337.22,335.18333333333334,341.7633333333333,339.9166666666667,329.62333333333333,321.61,325.24,315.24,319.49666666666667,208.68,233.3,166.98,297.05,308.97,319.56666666666666,312.02,328.40000000000003,315.5366666666667,318.42333333333335,313.3666666666666,324.55333333333334,319.955,346.07,350.09999999999997,333.89,369.82,,L7
2000-09-20 22:10:03+00:00,,243.70499999999998,255.835,275.02500000000003,268.82500000000005,261.16999999999996,234.74,236.76999999999998,230.05,251.69666666666663,249.67666666666665,249.57666666666668,244.96666666666667,251.89666666666668,253.12333333333333,257.1566666666667,256.62333333333333,256.6933333333333,259.83,257.0,261.3933333333334,263.81333333333333,268.08,265.9166666666667,278.10999999999996,264.59999999999997,265.3833333333334,272.22749999999996,265.21999999999997,269.76,268.7966666666667,280.76500000000004,285.4525,288.7075,292.4325,290.8325,295.755,300.1675,284.51,292.84,287.525,273.755,288.135,,289.35,258.99,295.79,280.02,292.82,295.73,281.43,278.29,277.17,172.6,189.41333333333333,204.23000000000002,217.31000000000003,261.0175,244.02,235.63666666666668,260.0175,246.79999999999998,278.20000000000005,274.61,,,178.73000000000002,184.95666666666668,187.69,190.645,186.51,194.24666666666667,217.33333333333334,222.3,256.39,251.58499999999998,252.885,251.90666666666667,249.1266666666667,254.25333333333333,251.8675,257.9675,259.94,261.47,272.9733333333333,275.47999999999996,276.81333333333333,272.34999999999997,269.90999999999997,268.39,279.6025,279.74,278.2575,275.065,288.8025,283.5175,282.4375,287.42,273.79,281.92,276.02250000000004,274.735,275.82000000000005,267.2325,259.08,270.36250000000007,261.67,267.945,271.7325,255.16,261.7733333333333,276.135,280.8875,280.9425,281.67,290.2375,294.5875,303.1,306.7975,313.21750000000003,318.11249999999995,312.8533333333333,320.73333333333335,319.18,282.30333333333334,289.97333333333336,298.60249999999996,323.83666666666664,327.33,319.985,314.13333333333327,320.13,314.0575,315.8233333333333,325.3725,315.18,328.41999999999996,318.17499999999995,331.46,332.3025,333.69,342.59,342.47,346.5625,343.78999999999996,333.09666666666664,324.7175,339.1475,340.265,341.7825,327.56666666666666,337.06666666666666,326.98333333333335,318.14,322.0566666666667,325.2633333333333,320.4,319.2966666666667,320.67,322.72333333333336,325.205,325.76,328.8933333333334,330.31333333333333,327.3333333333333,328.28999999999996,343.9566666666667,337.115,337.83,345.75666666666666,341.56333333333333,332.22333333333336,331.06,325.66499999999996,327.105,321.99333333333334,246.14,223.31,205.95,301.53000000000003,321.67,331.90000000000003,320.21999999999997,329.83,316.27,326.9866666666666,321.08666666666664,332.2333333333333,332.355,352.26666666666665,366.025,349.33,369.82,,L7
2001-03-15 22:10:15+00:00,,242.37,258.26,275.32,273.43,264.95,239.75,240.56,233.34,242.14499999999998,255.00500000000002,255.32,256.75,265.26,260.915,262.25,260.03499999999997,264.69000000000005,267.71000000000004,264.06499999999994,263.31500000000005,267.53999999999996,264.01,263.90999999999997,270.79499999999996,271.13,276.04,272.78,270.845,271.72,271.37,273.275,275.41499999999996,277.375,280.875,285.3,285.27,284.595,288.815,284.71,283.41,267.2,287.17,287.68,284.45,284.45,278.13,,,,,,,176.43,193.48000000000002,220.14,222.41500000000002,245.99,249.64000000000001,245.82,228.34500000000003,214.12,,,,,179.02,187.51,192.465,188.875,190.21,205.825,204.41500000000002,211.92,241.08000000000004,237.91,252.90499999999997,253.8,252.23000000000002,253.78500000000003,258.685,262.9,265.37,268.45000000000005,267.685,267.985,271.245,266.03,274.71999999999997,272.455,271.32500000000005,279.32,281.245,273.625,287.025,283.395,281.2,283.03,280.105,285.875,275.72,274.755,275.96000000000004,267.175,266.595,275.80000000000007,265.78,282.06000000000006,263.01,256.61,265.46,279.565,278.725,285.82000000000005,282.5,288.20500000000004,295.23,299.21000000000004,301.235,303.725,307.84000000000003,310.975,319.73,302.05499999999995,285.34000000000003,294.725,308.345,322.78,323.02,321.13,322.9,321.95000000000005,317.765,317.385,320.96000000000004,314.59000000000003,313.57500000000005,320.42999999999995,324.23,328.505,325.13,329.22,337.14,338.03499999999997,338.33,332.76,323.36,332.29499999999996,329.93,332.8,330.055,329.965,314.315,318.28499999999997,317.9,321.96500000000003,317.21,309.66,319.28499999999997,322.005,326.23,325.935,323.85,324.39,,,,,334.44,341.9,337.98,333.46,334.24,327.93,331.27,314.29,246.14,213.32,205.95,310.49,,332.83,321.79,326.14,322.08,324.86,325.94,323.38,335.87,333.85,,,,,L7
