dates,satname,nzd0395-0000,nzd0395-0001,nzd0395-0002,nzd0395-0003,nzd0395-0004,nzd0395-0005,nzd0395-0006,nzd0395-0007,nzd0395-0008,nzd0395-0009,nzd0395-0010,nzd0395-0011,nzd0395-0012,nzd0395-0013,nzd0395-0014,nzd0395-0015,nzd0395-0016,nzd0395-0017,nzd0395-0018,nzd0395-0019,nzd0395-0020,nzd0395-0021,nzd0395-0022,nzd0395-0023,nzd0395-0024,nzd0395-0025,nzd0395-0026,nzd0395-0027,nzd0395-0028,nzd0395-0029,nzd0395-0030,nzd0395-0031,nzd0395-0032,nzd0395-0033,nzd0395-0034,nzd0395-0035,nzd0395-0036,nzd0395-0037,nzd0395-0038,nzd0395-0039,nzd0395-0040,nzd0395-0041,nzd0395-0042,nzd0395-0043,nzd0395-0044,nzd0395-0045,nzd0395-0046,nzd0395-0047,nzd0395-0048,nzd0395-0049,nzd0395-0050,nzd0395-0051,nzd0395-0052,nzd0395-0053,nzd0395-0054,nzd0395-0055,nzd0395-0056,nzd0395-0057,nzd0395-0058,nzd0395-0059,nzd0395-0060,nzd0395-0061,nzd0395-0062,nzd0395-0063,nzd0395-0064,nzd0395-0065,nzd0395-0066,nzd0395-0067,nzd0395-0068,nzd0395-0069,nzd0395-0070,nzd0395-0071,nzd0395-0072,nzd0395-0073,nzd0395-0074,nzd0395-0075,nzd0395-0076,nzd0395-0077,nzd0395-0078,nzd0395-0079,nzd0395-0080,nzd0395-0081,nzd0395-0082,nzd0395-0083,nzd0395-0084,nzd0395-0085,nzd0395-0086,nzd0395-0087,nzd0395-0088,nzd0395-0089,nzd0395-0090,nzd0395-0091,nzd0395-0092,nzd0395-0093,nzd0395-0094,nzd0395-0095,nzd0395-0096,nzd0395-0097,nzd0395-0098,nzd0395-0099,nzd0395-0100,nzd0395-0101,nzd0395-0102,nzd0395-0103,nzd0395-0104,nzd0395-0105,nzd0395-0106,nzd0395-0107,nzd0395-0108,nzd0395-0109,nzd0395-0110,nzd0395-0111,nzd0395-0112,nzd0395-0113,nzd0395-0114,nzd0395-0115,nzd0395-0116,nzd0395-0117,nzd0395-0118,nzd0395-0119,nzd0395-0120,nzd0395-0121,nzd0395-0122,nzd0395-0123,nzd0395-0124,nzd0395-0125,nzd0395-0126,nzd0395-0127,nzd0395-0128,nzd0395-0129,nzd0395-0130,nzd0395-0131,nzd0395-0132,nzd0395-0133,nzd0395-0134,nzd0395-0135,nzd0395-0136,nzd0395-0137,nzd0395-0138,nzd0395-0139,nzd0395-0140,nzd0395-0141,nzd0395-0142,nzd0395-0143,nzd0395-0144,nzd0395-0145,nzd0395-0146,nzd0395-0147,nzd0395-0148,nzd0395-0149,nzd0395-0150,nzd0395-0151,nzd0395-0152,nzd0395-0153,nzd0395-0154,nzd0395-0155,nzd0395-0156,nzd0395-0157,nzd0395-0158,nzd0395-0159,nzd0395-0160,nzd0395-0161,nzd0395-0162,nzd0395-0163,nzd0395-0164,nzd0395-0165,nzd0395-0166,nzd0395-0167,nzd0395-0168,nzd0395-0169,nzd0395-0170,nzd0395-0171,nzd0395-0172,nzd0395-0173,nzd0395-0174,nzd0395-0175,nzd0395-0176,nzd0395-0177,nzd0395-0178,nzd0395-0179,nzd0395-0180,nzd0395-0181,nzd0395-0182,nzd0395-0183,nzd0395-0184,nzd0395-0185,nzd0395-0186,nzd0395-0187,nzd0395-0188,nzd0395-0189,nzd0395-0190,nzd0395-0191,nzd0395-0192,nzd0395-0193
2020-07-17 22:19:28.765000,L8,,178.00,201.92,209.63,205.54,232.23,233.36,208.44,207.52,205.30,211.29,219.64,222.38,230.44,238.65,237.17,251.22,250.65,258.73,254.67,252.61,261.90,264.91,262.52,263.98,260.18,275.18,271.35,262.15,,,,,217.90,225.31,230.76,226.43,224.97,214.89,,,227.95,243.54,251.23,268.40,285.63,310.14,312.48,312.28,315.65,313.12,312.90,306.69,302.31,292.91,221.18,231.16,231.75,231.63,231.14,254.52,238.68,248.90,239.95,209.25,245.18,239.49,225.67,,,,178.65,182.42,190.66,185.09,186.07,179.20,186.88,204.82,213.81,214.76,213.81,212.34,222.61,232.55,231.34,226.79,228.12,225.85,225.31,237.72,265.35,297.82,272.44,276.17,282.20,279.08,315.74,279.78,276.09,275.81,274.04,270.54,266.36,258.00,263.38,263.67,264.76,262.46,253.88,266.92,268.83,271.82,275.40,273.45,282.75,284.95,287.58,291.08,298.61,300.39,301.73,302.44,299.45,288.49,295.32,300.05,285.78,291.19,303.40,307.37,308.91,306.75,307.68,303.85,300.67,308.56,303.18,310.92,312.17,310.71,315.62,320.07,324.23,322.27,325.34,321.11,315.97,320.56,316.72,310.46,307.13,298.88,298.35,299.62,293.91,294.59,294.42,295.04,316.41,301.84,324.96,295.06,290.85,299.22,298.59,321.68,308.39,341.45,330.43,315.07,326.81,326.10,329.45,332.97,316.31,294.40,288.05,,216.40,281.00,304.60,304.30,316.07,325.76,328.36,334.05,332.70,315.90,332.68,332.76,330.63,324.72,344.35
2020-07-17 22:19:52.728000,L8,,179.17,203.48,211.17,207.36,234.11,235.11,211.02,210.32,207.50,212.98,220.96,224.18,265.55,240.13,239.03,252.90,252.53,260.04,255.78,253.42,262.98,265.64,264.92,265.39,261.19,275.85,272.18,279.60,,,,,218.53,229.66,231.87,228.49,226.33,216.33,,,231.31,244.50,253.06,269.23,286.11,311.98,314.23,341.60,363.58,359.41,335.53,358.10,304.56,295.01,222.53,232.35,232.92,233.45,232.77,257.12,240.27,252.15,243.98,211.24,248.12,243.00,228.77,,,,179.32,183.93,191.21,186.06,186.73,180.08,187.85,206.41,214.44,215.88,215.69,214.21,223.38,233.70,232.52,227.93,229.67,226.50,227.01,238.60,265.76,298.18,273.22,278.29,283.11,280.04,317.51,281.35,277.17,277.00,275.39,271.62,267.49,259.60,264.62,264.96,265.73,263.77,255.84,268.45,270.04,273.02,276.18,274.65,283.82,286.07,288.30,292.65,300.27,301.28,302.48,303.10,301.07,289.26,296.71,300.35,286.67,292.03,304.24,308.24,309.67,308.67,308.79,304.91,301.53,308.99,303.89,311.68,313.72,311.55,316.71,320.72,325.11,324.03,326.23,321.65,316.56,321.66,318.18,311.03,307.64,299.95,299.23,300.62,294.62,295.62,295.10,296.60,316.80,302.69,325.36,295.71,291.73,300.33,299.21,325.85,310.15,342.01,330.70,333.96,328.45,328.13,329.67,333.80,322.06,295.69,290.89,,217.01,280.95,305.38,323.32,329.60,326.49,328.32,334.59,333.31,318.53,333.12,333.31,331.15,325.33,345.91
2020-07-26 22:13:44.447000,L8,,178.76,204.89,215.62,213.34,235.02,240.60,220.38,219.20,209.95,219.27,223.68,229.92,238.49,241.46,244.05,242.29,245.93,245.31,249.25,246.66,245.28,246.73,250.46,256.03,257.61,274.23,263.93,260.22,,,,,213.25,230.16,230.75,226.70,228.47,219.96,,,261.43,241.96,276.02,267.55,294.82,323.93,325.80,321.32,320.35,314.87,314.74,315.97,316.89,301.11,296.11,233.18,258.49,234.18,261.97,269.40,262.41,261.59,248.70,220.75,255.00,244.29,238.18,,,,176.05,181.95,186.02,181.78,180.98,178.56,190.90,210.55,220.57,220.75,214.90,217.31,224.98,235.30,233.58,231.15,232.23,228.84,227.88,242.86,270.14,274.04,273.88,275.88,280.59,280.58,277.44,279.42,279.45,277.45,275.72,273.53,268.03,260.98,269.54,269.61,267.14,266.23,256.08,270.74,271.84,273.15,277.72,274.48,280.50,284.87,290.18,292.96,298.44,300.61,303.85,304.42,303.42,290.77,297.80,302.04,288.77,296.92,306.26,311.60,311.75,305.15,308.81,306.33,306.60,310.04,304.88,309.89,315.78,313.62,321.25,322.59,324.93,326.58,325.03,323.19,319.78,320.70,319.71,311.98,308.24,300.24,299.93,301.32,294.17,296.55,296.94,299.62,300.17,303.78,301.12,302.91,298.24,302.93,304.65,310.39,311.00,318.17,322.67,321.52,319.28,319.05,309.61,312.46,309.84,297.43,295.44,199.85,239.39,294.57,314.06,312.55,299.86,318.60,316.54,319.28,331.80,331.62,338.78,349.31,345.47,325.06,323.87
2020-08-11 22:13:47.460000,L8,216.33,178.48,203.01,212.81,211.36,233.44,239.62,210.82,214.56,209.05,215.19,219.63,226.07,234.78,238.86,242.66,242.88,246.21,242.71,247.98,245.21,245.85,245.91,251.46,254.21,254.64,255.86,258.90,241.02,,,331.05,331.81,347.54,353.86,230.53,226.02,225.99,218.50,,250.30,267.94,287.97,283.28,265.87,293.22,319.03,318.16,316.94,315.95,311.89,309.88,306.62,303.30,293.78,240.36,230.41,234.47,230.20,231.65,258.98,241.92,253.16,237.80,212.64,249.50,236.23,234.69,,,,,,,,182.16,177.76,188.03,210.31,220.00,222.73,213.67,216.94,226.10,236.43,234.06,231.10,231.41,228.93,228.43,242.45,268.21,274.73,273.58,274.73,280.07,278.82,277.52,279.20,278.61,278.03,275.69,273.56,267.73,261.11,267.24,266.93,268.53,266.08,253.10,269.40,272.44,273.56,277.95,274.49,281.34,285.14,290.37,291.38,298.23,299.67,302.60,303.52,302.02,291.69,297.22,303.53,286.85,297.33,306.43,310.91,310.41,306.22,307.91,306.58,306.64,310.80,306.49,311.57,314.93,313.88,321.20,322.92,325.17,326.83,324.57,325.35,318.40,321.32,319.91,313.64,308.47,300.09,300.33,301.25,294.67,296.14,296.93,299.64,297.78,300.23,297.58,297.27,294.07,299.73,300.11,307.98,307.34,314.43,319.72,315.41,312.39,316.58,308.61,307.88,306.03,295.19,232.90,199.36,239.60,291.59,305.54,305.22,298.53,315.79,333.24,339.06,341.50,320.15,324.74,329.50,335.30,323.74,323.39
2020-09-19 22:19:51.801000,L8,,180.83,214.17,217.47,224.29,251.73,250.36,262.95,261.74,253.51,269.83,260.49,259.07,268.03,254.38,251.85,251.08,260.21,262.96,262.02,265.51,261.69,269.40,259.82,269.33,264.32,275.34,271.32,284.30,289.03,294.48,305.61,221.87,221.32,233.26,235.69,231.68,227.15,220.91,,182.53,239.22,249.69,248.73,260.98,298.37,342.75,342.53,323.65,318.24,313.74,311.23,308.97,315.82,307.67,224.54,237.23,233.81,234.72,233.32,258.77,242.72,252.21,236.20,211.84,246.53,233.76,211.48,,,,182.65,185.29,193.03,183.64,188.16,183.20,192.78,209.27,215.42,218.24,219.09,216.05,226.34,235.43,235.09,229.95,232.38,228.65,230.39,245.07,278.71,303.98,291.17,304.51,306.18,322.16,324.45,315.15,317.89,279.02,275.15,272.39,268.09,261.22,264.21,265.73,266.10,258.17,247.13,265.16,271.71,274.13,280.02,277.86,282.15,287.39,291.85,290.64,296.00,301.70,296.73,299.62,296.27,291.09,310.20,309.41,307.90,298.44,311.71,313.80,313.45,306.82,310.75,308.12,308.27,324.18,307.27,352.52,329.53,324.52,320.62,323.69,326.39,329.39,325.15,328.13,319.89,323.15,320.60,314.91,313.57,304.97,301.11,300.91,297.94,297.01,307.09,340.68,346.50,316.11,314.25,321.48,307.10,323.38,309.30,336.44,337.15,343.69,339.13,322.78,340.39,330.77,327.52,335.61,313.85,298.43,289.62,200.99,278.34,342.00,335.36,323.80,325.66,323.42,335.95,334.42,333.11,349.81,347.30,349.55,366.29,327.91,355.96
2020-09-19 22:20:15.764000,L8,,175.76,210.84,211.86,213.74,239.45,245.47,241.77,249.72,241.75,232.00,258.20,257.09,265.10,252.51,249.89,249.99,258.43,261.94,260.74,264.15,259.98,268.10,256.70,267.41,262.60,273.46,268.78,245.44,287.27,291.99,303.73,,218.79,229.06,232.77,227.48,224.47,218.48,,179.98,236.47,248.17,246.58,259.39,296.64,339.27,338.30,319.72,315.83,311.11,203.41,202.84,207.44,306.19,220.68,233.58,231.80,232.09,230.45,251.99,235.88,248.32,231.04,208.25,239.03,217.46,197.31,,,,180.97,183.86,190.62,182.05,186.64,181.90,190.04,206.43,214.43,215.38,216.99,212.76,224.92,233.81,233.21,228.51,230.08,227.54,227.87,243.86,276.88,301.59,286.99,301.13,304.15,319.35,322.81,313.77,316.48,277.47,273.33,271.03,266.60,259.51,262.90,264.06,264.71,256.14,244.94,263.62,268.75,272.78,278.12,275.85,280.60,285.94,290.66,289.21,293.32,300.08,295.44,296.51,293.87,289.54,307.56,308.01,288.56,296.27,309.07,312.71,311.58,304.27,309.19,306.54,306.58,318.68,305.29,313.98,327.59,341.57,318.39,321.60,325.31,327.32,323.63,326.21,318.97,321.68,318.96,313.80,311.80,303.70,299.76,299.19,295.97,295.77,303.72,302.19,343.08,314.61,312.68,320.11,303.33,321.01,308.04,335.41,327.79,342.33,337.59,319.54,339.13,328.81,326.38,330.77,310.13,296.07,286.69,199.33,271.53,296.16,308.50,315.04,324.83,322.71,335.07,332.43,331.84,347.70,345.39,348.70,364.23,326.44,336.24
2020-09-28 22:14:07.130000,L8,,174.93,198.43,201.46,203.67,208.24,207.67,205.00,202.39,204.98,213.91,221.22,221.48,229.99,223.01,232.65,227.50,232.71,229.41,233.30,233.05,242.64,243.53,269.99,255.86,256.06,253.17,265.12,261.38,,,,,,,,,,,,,,,,248.96,286.45,335.57,310.66,341.92,326.09,327.65,308.01,297.69,301.70,307.81,221.61,229.12,234.73,229.12,,,,,,,,,,,,,,,,,176.80,177.52,190.98,207.79,215.95,219.01,213.15,212.79,225.62,233.87,231.31,228.28,225.37,222.92,226.79,242.56,272.60,274.77,281.92,274.48,293.97,279.96,283.63,269.44,267.17,268.69,268.58,266.84,261.93,256.01,262.31,262.96,265.85,261.84,256.21,261.72,264.76,265.60,269.54,261.61,273.49,277.29,281.72,280.21,287.86,,,,166.47,277.87,275.61,298.51,222.54,,276.69,319.79,299.98,289.98,295.89,298.17,297.09,322.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.78,278.13,,,300.83,311.93,311.81,305.30,272.83,194.12,259.32,311.83,306.70,305.34,300.27,319.04,310.19,319.71,322.09,323.89,331.89,347.11,353.02,347.81,347.18
2020-10-21 22:19:55.676000,L8,,185.08,199.58,206.30,209.00,217.17,230.58,204.43,210.16,212.93,220.33,230.48,229.55,238.72,244.02,245.99,246.80,244.45,243.50,242.89,243.02,239.93,243.65,247.40,250.56,252.38,255.16,259.32,,,,,,215.15,224.08,229.74,226.45,221.28,216.29,,252.28,265.97,241.40,268.58,252.25,282.42,328.27,325.11,323.29,318.77,213.44,198.53,200.63,303.38,281.79,222.52,232.34,233.24,232.64,231.49,254.21,244.68,259.07,238.33,215.28,249.46,230.06,185.05,,,,,,185.73,181.29,186.11,182.95,194.24,210.11,215.60,223.96,217.72,216.82,226.00,237.59,235.32,232.30,229.91,226.37,233.66,245.99,274.13,277.26,276.97,278.88,282.14,281.63,280.71,280.67,280.86,279.38,275.90,273.79,269.64,263.21,269.64,267.14,268.74,264.55,255.44,270.76,272.47,276.77,278.78,279.77,283.37,287.51,290.85,294.02,300.15,301.89,303.91,303.83,298.43,294.77,303.18,310.64,291.46,303.40,308.39,313.44,311.84,308.29,310.81,308.67,311.77,314.87,309.36,313.25,316.88,316.62,321.76,326.62,327.70,330.58,323.04,335.48,326.31,325.66,323.55,315.68,313.71,310.84,302.21,304.04,301.26,299.27,303.34,308.14,307.11,304.37,308.01,309.05,303.72,307.45,305.68,314.95,314.73,322.50,324.77,321.11,319.71,318.19,313.21,315.12,312.60,295.49,290.34,227.02,270.34,299.11,309.16,306.29,304.56,314.42,312.09,315.07,317.22,325.17,327.58,339.60,341.98,323.68,327.05
2020-10-21 22:20:19.635000,L8,,184.76,198.70,205.67,209.00,217.98,232.35,204.40,211.18,213.72,220.94,230.80,229.67,238.38,243.70,245.67,246.45,243.87,242.90,242.33,242.50,239.39,243.00,246.80,249.94,251.57,254.61,259.04,,,,,,214.93,223.99,229.68,226.30,221.14,216.23,,249.79,266.29,271.02,268.63,252.64,282.08,332.00,325.94,323.58,319.07,211.91,195.23,199.96,303.39,288.96,222.55,232.41,233.03,232.88,232.90,257.78,248.12,260.14,240.05,215.93,250.36,232.30,185.64,,,,,,185.38,181.83,186.10,183.13,193.65,210.03,215.28,223.71,217.41,216.12,226.09,237.37,235.19,232.01,229.78,226.28,233.08,245.92,273.70,277.21,276.28,278.09,281.76,281.19,280.39,280.42,280.70,279.02,275.56,273.34,269.24,263.00,269.36,267.05,268.52,264.58,255.80,270.57,272.07,276.39,278.31,279.72,283.09,287.27,290.61,293.69,299.60,301.49,303.43,303.53,297.90,294.68,302.68,310.06,291.43,303.59,307.55,313.38,311.44,308.21,310.57,308.19,311.48,314.08,308.90,313.02,316.65,316.48,321.33,326.02,327.46,330.43,322.85,335.01,326.51,325.88,323.40,315.51,313.46,311.44,301.90,304.00,301.52,299.05,303.64,308.22,307.26,304.83,308.32,309.09,304.14,307.50,305.85,314.97,314.87,322.76,324.73,320.93,319.83,318.20,313.24,315.08,312.37,296.20,238.73,227.74,271.76,299.84,309.29,306.27,304.83,314.40,312.17,315.36,317.02,325.89,327.83,342.71,342.58,324.13,327.20
2020-12-24 22:19:54.582000,L8,,177.13,198.01,207.27,210.15,219.95,229.73,211.13,207.01,218.83,239.79,236.59,235.16,244.13,247.81,245.51,244.48,250.35,253.32,252.58,261.64,241.58,245.46,250.58,261.13,260.11,275.70,264.54,,,,,,215.87,225.23,232.49,228.39,223.55,217.70,229.04,235.89,272.07,277.27,274.05,280.95,306.08,334.60,344.78,337.97,321.18,314.77,309.63,307.20,301.67,285.30,224.46,238.22,235.76,239.91,252.84,263.94,254.89,262.21,238.89,216.26,251.87,235.06,185.15,,,,180.06,183.17,188.22,183.38,186.72,186.29,198.66,212.68,217.24,224.52,221.89,218.50,231.50,238.56,236.38,230.72,229.50,227.04,232.85,250.04,276.62,282.76,276.32,282.62,285.58,281.52,289.17,284.20,282.25,280.43,277.16,274.66,271.48,264.99,269.75,267.88,270.87,267.07,261.37,273.67,274.44,277.40,280.01,281.48,284.90,288.84,290.94,293.64,299.53,305.65,303.68,304.37,297.56,358.73,299.04,303.25,298.12,307.42,311.70,314.91,315.86,312.65,311.29,313.11,310.42,317.69,310.43,313.04,317.99,316.83,321.17,324.79,328.52,332.53,324.42,327.79,328.10,324.42,320.74,316.40,314.49,308.13,305.66,303.39,301.34,298.31,301.37,302.93,330.04,307.84,296.72,316.07,334.64,331.01,303.89,326.22,318.46,331.31,330.46,327.70,324.84,324.64,349.38,323.53,342.72,300.07,293.18,223.98,278.65,311.61,327.54,325.22,314.21,318.47,335.60,333.08,351.21,344.27,343.19,351.07,349.50,362.80,353.37
2021-01-25 22:19:43.984000,L8,,169.04,193.44,204.93,207.79,220.14,231.05,205.24,210.83,213.07,226.14,236.29,233.67,242.52,245.62,245.16,265.55,261.78,251.65,251.57,246.99,251.54,261.63,261.29,257.71,266.56,275.09,276.48,273.40,,,,,213.16,232.22,232.07,230.44,223.15,218.50,,260.06,266.53,270.46,267.21,268.71,283.71,305.18,324.15,327.66,318.55,316.65,311.16,309.22,304.24,286.64,239.03,241.18,243.51,235.97,263.35,264.84,253.16,260.62,242.08,221.36,246.71,237.86,222.80,,,,174.61,183.11,185.05,175.94,184.96,184.65,201.74,212.63,220.98,224.12,217.34,220.74,229.55,238.86,234.23,227.72,228.11,227.85,231.60,246.53,311.02,299.71,306.11,291.26,298.62,301.12,281.46,281.44,281.05,280.04,274.64,273.98,269.57,264.05,269.08,269.53,269.29,263.84,260.57,270.65,275.16,277.45,281.26,279.35,284.86,287.36,291.22,298.21,300.47,306.68,308.07,306.85,300.75,291.67,299.47,297.45,300.15,300.21,309.65,312.73,313.25,310.58,310.48,310.21,310.17,321.59,313.24,311.63,314.75,315.41,321.87,330.54,328.32,361.52,324.41,325.90,320.08,321.80,320.62,356.61,346.67,347.42,304.65,303.00,301.10,297.94,297.27,301.85,302.10,337.57,330.48,309.55,333.35,305.42,316.10,314.23,312.07,356.53,330.53,347.65,327.19,342.94,346.92,344.83,331.20,298.00,289.30,231.39,265.72,308.08,321.08,324.96,314.45,327.31,335.23,323.17,322.38,334.65,349.00,348.18,347.30,347.43,357.09
2021-01-25 22:20:07.939000,L8,,166.86,191.64,203.29,205.49,212.19,216.21,202.79,203.84,209.52,218.78,228.70,228.82,239.95,242.97,243.23,262.68,260.02,249.88,250.50,245.27,248.28,258.28,258.95,255.64,264.25,272.64,273.99,272.17,,,,,209.97,226.58,229.42,226.87,220.07,215.46,,237.15,264.66,257.38,265.27,265.34,280.51,302.70,317.98,320.57,315.72,313.06,308.27,305.07,301.00,278.98,226.24,233.46,235.91,230.31,234.01,255.54,243.17,255.47,234.81,215.26,241.90,226.51,,,,,,,,,182.60,182.60,197.97,210.32,216.94,221.12,214.85,217.65,226.45,236.51,232.42,224.89,226.36,225.96,228.50,243.96,309.03,297.63,275.03,287.21,285.39,299.32,278.71,278.98,278.98,278.15,273.01,272.39,268.04,261.70,267.05,266.62,266.98,261.91,256.91,267.45,272.86,275.62,279.28,276.94,282.70,285.54,289.83,294.49,298.37,304.24,305.56,304.84,298.66,288.42,297.42,294.98,296.87,297.33,306.39,311.13,310.27,306.45,308.76,307.53,308.26,317.12,309.95,309.37,312.22,313.68,319.68,327.31,326.78,333.05,322.45,321.86,318.61,319.82,318.54,314.61,316.62,301.77,301.86,301.08,297.47,295.77,294.84,298.21,298.09,296.75,304.95,305.04,284.81,294.46,298.24,309.50,306.00,353.63,328.09,317.24,319.66,311.33,345.15,342.87,321.16,291.28,278.91,224.92,262.95,295.94,314.24,321.75,310.98,326.01,333.17,316.94,320.47,333.17,331.72,331.25,340.82,330.28,349.88
2021-02-10 22:19:41.369000,L8,,,187.61,197.06,202.42,208.42,209.85,203.08,202.79,208.86,214.42,220.57,224.55,237.18,248.37,246.56,239.25,219.81,234.96,247.17,253.02,246.92,247.27,248.13,255.52,263.17,264.33,264.10,,,,,,208.04,223.80,232.21,226.00,225.14,214.03,,170.87,224.38,262.14,225.65,,280.35,303.79,312.63,313.17,318.80,306.39,200.76,298.33,300.27,273.43,221.94,233.36,234.44,233.35,236.17,248.83,239.00,252.00,229.90,211.42,236.05,229.10,,,,,,,,180.33,184.35,182.86,196.72,210.60,223.08,227.72,228.91,225.67,227.59,234.20,234.92,229.39,226.24,224.67,224.42,241.58,273.06,299.48,290.04,294.61,303.12,277.49,277.57,277.01,275.81,277.42,271.71,269.69,266.36,258.08,263.39,264.05,263.37,261.31,251.72,265.46,272.09,272.70,278.56,274.74,278.76,283.53,288.06,293.50,305.90,304.46,307.87,304.38,293.16,289.54,293.52,293.53,291.86,297.08,309.73,311.63,328.52,303.85,310.75,314.55,311.53,317.55,315.08,331.93,309.39,340.81,314.87,321.68,327.33,325.53,321.99,318.87,315.55,318.53,311.42,312.02,308.95,298.10,303.45,297.11,293.94,293.92,301.20,293.32,316.06,299.03,311.43,315.17,283.88,289.91,302.51,300.22,307.67,316.61,296.55,335.62,,,,,,,,,259.39,293.62,313.68,310.43,309.14,321.88,314.39,312.92,319.59,317.91,333.21,328.57,338.51,326.87,331.53
2021-02-19 22:13:51.730000,L8,,170.72,192.39,208.51,211.52,225.96,238.77,211.40,213.76,249.47,235.03,240.12,239.59,245.33,250.30,249.13,243.00,245.61,240.97,243.77,246.09,244.38,246.44,248.12,252.49,253.79,255.82,258.29,,,,,,216.37,233.17,234.48,232.05,225.99,220.07,,261.21,267.68,271.10,270.43,255.89,284.89,311.48,328.73,328.20,325.03,321.81,317.93,316.10,314.52,291.98,252.20,248.51,259.53,258.02,273.96,272.21,260.61,266.61,249.43,230.82,254.00,248.15,239.17,,,,173.00,183.95,187.58,173.66,185.83,185.94,201.29,214.85,221.46,228.77,223.92,223.20,231.98,240.12,238.12,231.30,232.37,232.75,232.12,249.83,275.40,278.30,281.07,282.87,283.13,282.49,282.84,284.48,283.19,282.81,278.93,275.36,273.76,266.34,274.64,274.58,271.95,269.25,258.93,274.50,279.35,278.89,286.04,283.22,288.17,290.24,295.36,299.94,302.54,305.61,307.21,311.83,305.27,323.97,300.72,297.11,300.49,305.91,312.81,315.00,317.02,311.96,312.33,314.70,313.19,320.89,313.76,314.43,318.92,317.02,323.45,328.28,330.25,333.62,329.54,329.68,325.98,325.31,322.44,319.92,321.41,308.27,309.35,306.99,304.39,300.76,300.53,303.93,306.44,303.40,308.25,307.87,301.29,302.14,306.58,315.14,313.61,319.99,325.38,321.60,323.49,321.60,317.08,316.25,313.17,303.73,297.25,,283.85,300.49,312.96,311.49,308.81,317.95,319.25,318.42,324.66,328.25,334.56,335.68,341.97,336.21,332.94
2021-06-02 22:19:21.079000,L8,,,,,173.00,202.43,218.83,227.98,217.55,213.53,229.55,238.25,239.91,241.11,242.55,246.63,244.82,248.30,246.11,245.55,244.14,244.42,245.24,247.24,250.58,256.34,257.97,265.94,245.06,,,,,227.35,230.16,237.60,233.70,227.91,220.11,,,267.62,276.67,276.16,276.10,277.21,304.28,319.07,326.12,320.49,315.20,312.75,306.22,305.09,296.19,268.15,256.94,246.48,253.06,263.34,268.88,260.66,260.81,253.85,225.48,251.48,244.44,239.34,,,,,183.84,185.90,182.65,182.30,181.61,189.19,208.48,218.18,220.64,224.24,218.51,225.85,236.34,235.49,231.56,229.84,232.26,228.65,240.97,265.87,274.42,275.45,277.42,282.45,280.41,278.23,280.43,279.19,278.48,276.78,273.56,269.90,262.25,265.83,269.46,268.64,267.69,255.40,269.48,275.88,276.08,279.49,278.62,283.71,285.74,289.37,293.88,298.54,302.96,307.97,305.62,304.88,285.51,298.83,295.92,297.02,298.65,306.12,309.13,310.12,304.81,307.62,307.41,305.83,310.44,306.46,312.64,315.06,313.84,319.72,321.43,325.84,325.04,327.29,324.06,319.54,323.20,320.93,314.17,311.32,300.95,303.15,303.40,296.00,296.72,295.84,299.37,299.10,299.52,295.56,300.34,292.08,324.63,303.89,303.99,309.70,312.10,318.78,317.53,313.42,315.44,308.91,306.49,305.72,295.74,287.32,,220.74,283.30,305.74,310.83,297.77,326.33,322.80,336.76,313.49,317.56,326.60,346.94,346.93,328.26,323.51
2021-06-02 22:19:45.042000,L8,,,,,175.12,202.93,223.60,235.09,279.73,287.48,237.22,242.74,243.06,243.31,242.97,248.04,246.34,249.23,246.96,246.38,245.35,245.75,245.87,247.94,251.32,258.92,261.45,267.37,245.35,,,,240.08,231.29,235.77,241.66,235.15,229.22,227.31,,,252.53,278.06,277.55,278.81,281.26,305.89,322.77,328.69,322.25,316.83,313.93,307.80,306.01,298.14,272.45,269.57,263.62,266.14,270.49,272.78,264.75,263.73,255.82,232.47,254.35,247.33,240.90,,,,,184.49,188.37,182.80,184.12,183.66,193.31,210.94,222.60,222.55,225.78,220.21,227.41,237.81,236.54,232.75,230.80,234.44,230.29,242.67,267.31,275.31,276.25,279.05,283.98,281.23,279.68,282.09,280.58,279.28,277.51,274.41,270.89,263.13,266.79,271.31,270.30,269.70,256.30,270.99,277.48,277.03,281.87,280.63,285.27,286.60,290.13,294.89,299.47,304.44,309.76,308.17,305.68,288.60,300.66,298.77,299.53,301.35,307.46,310.68,311.89,306.01,308.64,308.69,307.05,312.29,308.11,313.73,316.49,315.01,321.26,323.40,326.88,326.83,328.97,325.15,321.30,325.01,322.67,315.71,313.05,302.91,305.06,304.64,297.82,297.80,298.05,300.98,301.26,300.89,298.35,304.03,294.53,326.33,306.67,306.89,311.92,314.74,321.11,320.30,316.70,319.54,310.09,307.70,308.18,298.49,232.39,,225.28,291.41,308.10,315.34,300.99,335.34,325.01,338.65,316.24,326.49,351.81,348.25,348.08,330.27,325.80
