dates,satname,nzd0395-0000,nzd0395-0001,nzd0395-0002,nzd0395-0003,nzd0395-0004,nzd0395-0005,nzd0395-0006,nzd0395-0007,nzd0395-0008,nzd0395-0009,nzd0395-0010,nzd0395-0011,nzd0395-0012,nzd0395-0013,nzd0395-0014,nzd0395-0015,nzd0395-0016,nzd0395-0017,nzd0395-0018,nzd0395-0019,nzd0395-0020,nzd0395-0021,nzd0395-0022,nzd0395-0023,nzd0395-0024,nzd0395-0025,nzd0395-0026,nzd0395-0027,nzd0395-0028,nzd0395-0029,nzd0395-0030,nzd0395-0031,nzd0395-0032,nzd0395-0033,nzd0395-0034,nzd0395-0035,nzd0395-0036,nzd0395-0037,nzd0395-0038,nzd0395-0039,nzd0395-0040,nzd0395-0041,nzd0395-0042,nzd0395-0043,nzd0395-0044,nzd0395-0045,nzd0395-0046,nzd0395-0047,nzd0395-0048,nzd0395-0049,nzd0395-0050,nzd0395-0051,nzd0395-0052,nzd0395-0053,nzd0395-0054,nzd0395-0055,nzd0395-0056,nzd0395-0057,nzd0395-0058,nzd0395-0059,nzd0395-0060,nzd0395-0061,nzd0395-0062,nzd0395-0063,nzd0395-0064,nzd0395-0065,nzd0395-0066,nzd0395-0067,nzd0395-0068,nzd0395-0069,nzd0395-0070,nzd0395-0071,nzd0395-0072,nzd0395-0073,nzd0395-0074,nzd0395-0075,nzd0395-0076,nzd0395-0077,nzd0395-0078,nzd0395-0079,nzd0395-0080,nzd0395-0081,nzd0395-0082,nzd0395-0083,nzd0395-0084,nzd0395-0085,nzd0395-0086,nzd0395-0087,nzd0395-0088,nzd0395-0089,nzd0395-0090,nzd0395-0091,nzd0395-0092,nzd0395-0093,nzd0395-0094,nzd0395-0095,nzd0395-0096,nzd0395-0097,nzd0395-0098,nzd0395-0099,nzd0395-0100,nzd0395-0101,nzd0395-0102,nzd0395-0103,nzd0395-0104,nzd0395-0105,nzd0395-0106,nzd0395-0107,nzd0395-0108,nzd0395-0109,nzd0395-0110,nzd0395-0111,nzd0395-0112,nzd0395-0113,nzd0395-0114,nzd0395-0115,nzd0395-0116,nzd0395-0117,nzd0395-0118,nzd0395-0119,nzd0395-0120,nzd0395-0121,nzd0395-0122,nzd0395-0123,nzd0395-0124,nzd0395-0125,nzd0395-0126,nzd0395-0127,nzd0395-0128,nzd0395-0129,nzd0395-0130,nzd0395-0131,nzd0395-0132,nzd0395-0133,nzd0395-0134,nzd0395-0135,nzd0395-0136,nzd0395-0137,nzd0395-0138,nzd0395-0139,nzd0395-0140,nzd0395-0141,nzd0395-0142,nzd0395-0143,nzd0395-0144,nzd0395-0145,nzd0395-0146,nzd0395-0147,nzd0395-0148,nzd0395-0149,nzd0395-0150,nzd0395-0151,nzd0395-0152,nzd0395-0153,nzd0395-0154,nzd0395-0155,nzd0395-0156,nzd0395-0157,nzd0395-0158,nzd0395-0159,nzd0395-0160,nzd0395-0161,nzd0395-0162,nzd0395-0163,nzd0395-0164,nzd0395-0165,nzd0395-0166,nzd0395-0167,nzd0395-0168,nzd0395-0169,nzd0395-0170,nzd0395-0171,nzd0395-0172,nzd0395-0173,nzd0395-0174,nzd0395-0175,nzd0395-0176,nzd0395-0177,nzd0395-0178,nzd0395-0179,nzd0395-0180,nzd0395-0181,nzd0395-0182,nzd0395-0183,nzd0395-0184,nzd0395-0185,nzd0395-0186,nzd0395-0187,nzd0395-0188,nzd0395-0189,nzd0395-0190,nzd0395-0191,nzd0395-0192,nzd0395-0193
2013-06-28 22:21:56.988000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.51,223.12,220.54,252.35,224.73,208.70,,,,,,,,,,,,,,,,,,,,,187.92,195.92,203.65,219.85,195.10,208.62,196.33,193.71,221.11,244.95,263.55,270.85,273.29,271.41,278.76,273.02,267.65,268.20,269.01,265.81,264.50,262.97,257.40,249.84,255.23,257.20,258.20,253.72,246.62,259.72,261.26,262.91,269.74,263.47,272.48,274.53,281.63,286.28,287.28,296.32,297.95,296.62,292.04,282.34,285.55,286.39,281.99,286.74,297.50,302.34,305.55,295.05,298.04,297.52,295.67,324.32,294.18,177.24,296.90,298.79,308.76,312.09,320.08,317.54,314.50,302.54,307.14,268.93,289.47,303.12,302.52,290.62,292.00,290.38,290.89,288.48,290.50,290.46,291.31,293.66,288.60,293.17,285.17,296.24,302.39,301.67,308.57,306.20,314.92,308.76,307.84,311.61,304.30,304.04,296.18,254.63,248.13,167.83,212.74,280.07,294.12,296.49,290.20,301.68,298.45,298.50,304.61,306.37,313.07,312.30,323.54,315.19,298.66
2013-07-14 22:21:34.493000,L8,267.23,242.89,226.26,215.38,205.00,199.40,201.07,199.16,196.50,199.78,203.73,210.23,214.27,222.50,229.24,236.87,240.36,244.75,241.29,244.41,244.50,241.35,242.15,242.04,247.39,246.05,247.88,246.99,190.72,,,,225.92,266.89,272.99,278.34,284.05,288.90,290.27,295.89,295.64,295.17,305.48,302.34,305.01,200.06,211.45,212.17,221.38,214.82,222.37,223.66,222.81,211.21,216.44,241.39,237.61,235.28,230.25,227.30,235.06,225.01,203.03,230.93,204.46,,,,,,,,,,,,212.54,228.66,239.59,241.13,253.95,251.17,255.16,259.02,266.95,264.10,269.07,264.33,263.28,260.90,258.29,268.00,276.89,278.72,275.98,277.28,277.66,277.06,274.73,274.56,272.10,272.41,268.75,263.82,255.28,260.26,262.72,264.47,258.64,246.33,261.44,267.31,269.19,273.03,272.28,277.13,280.56,285.95,290.07,298.53,302.99,307.04,302.14,300.22,283.83,292.65,292.20,285.71,292.07,300.72,301.59,307.53,299.80,306.47,306.07,302.13,308.47,341.70,308.51,308.72,307.88,313.56,318.76,326.58,324.53,320.73,311.33,315.11,291.55,303.06,311.82,313.15,296.26,298.47,300.91,299.49,298.01,297.91,303.28,299.08,301.91,299.04,301.02,296.99,301.42,309.19,307.78,317.41,317.30,322.63,324.96,312.15,330.01,332.00,307.34,300.54,268.63,262.51,195.42,214.08,289.80,309.67,312.54,323.42,320.02,322.41,308.39,303.97,347.38,335.39,348.65,351.06,362.22,308.14
2013-07-14 22:21:58.456000,L8,267.99,243.35,228.55,216.92,205.75,200.16,203.24,200.32,197.02,200.54,204.26,210.57,214.52,223.02,230.77,238.65,240.62,244.98,241.65,244.90,244.92,240.77,242.01,241.45,247.83,246.77,248.10,247.15,230.63,,,,226.78,267.48,273.69,279.08,284.75,289.35,290.85,296.31,296.54,296.92,307.07,363.52,336.62,367.31,362.88,303.17,304.56,309.62,308.59,307.35,300.97,301.67,286.12,241.93,241.72,236.59,230.97,229.03,235.98,226.36,204.69,236.92,206.01,,,,,,,,,,,,214.09,228.76,240.13,241.18,254.62,251.98,256.22,260.04,265.95,264.50,269.06,264.66,263.43,261.59,259.66,267.93,277.21,279.08,276.17,277.51,277.91,277.34,274.83,274.90,272.63,272.68,269.02,264.06,255.77,260.63,263.05,265.72,259.18,246.83,261.74,267.56,269.37,273.29,272.31,277.14,280.77,286.30,290.42,299.35,304.33,307.59,302.30,300.50,284.25,294.30,292.88,286.29,292.63,301.05,301.82,307.71,300.12,307.05,306.87,302.84,339.56,342.20,310.34,309.52,308.95,315.10,319.34,327.92,325.79,321.65,311.95,315.73,295.26,305.26,312.44,313.74,296.61,298.95,301.41,299.99,298.71,299.04,319.65,301.09,302.74,300.36,301.92,298.60,301.88,309.88,308.89,318.11,318.73,323.58,326.85,312.79,343.87,334.19,325.38,301.97,271.02,264.11,195.67,214.86,291.77,311.04,314.19,324.01,320.14,323.63,309.99,318.91,348.17,337.23,349.27,352.88,363.20,308.54
2013-07-30 22:21:59.508000,L8,272.86,243.59,237.00,221.01,207.05,201.59,215.52,202.03,199.54,204.89,206.15,212.00,218.46,229.47,235.89,238.80,240.92,244.15,240.34,243.19,244.03,240.71,243.28,242.85,242.25,244.10,246.67,245.25,219.35,,,,,248.66,271.82,279.91,284.97,293.11,288.17,294.17,296.88,296.66,302.82,302.75,305.89,307.89,301.57,307.89,309.21,311.37,313.40,310.12,305.92,305.43,290.86,227.76,248.30,237.00,234.99,227.48,230.84,208.67,230.86,242.02,206.95,,,,,,,,,,,,182.43,186.30,211.78,234.90,254.56,236.66,209.82,236.01,235.41,259.98,227.39,232.83,255.92,263.76,261.42,270.25,276.60,278.03,277.67,279.00,277.52,279.03,276.21,275.28,275.05,273.09,269.64,263.80,255.62,264.61,263.80,265.94,259.83,246.08,263.78,266.12,269.88,274.73,272.38,278.33,283.24,286.51,289.38,295.42,300.32,301.00,303.43,299.68,290.06,294.88,294.72,286.73,294.57,302.84,306.35,309.65,301.35,306.77,304.43,300.92,306.06,302.68,308.74,311.84,310.10,313.22,319.59,324.32,320.57,322.80,310.85,317.20,304.59,309.19,308.95,307.80,295.85,297.32,297.90,295.67,297.33,298.47,297.14,297.82,300.06,296.10,297.77,296.58,301.94,305.57,308.06,313.69,312.88,320.38,315.42,311.84,319.23,309.76,310.06,301.10,267.14,265.54,195.71,215.72,287.62,300.01,303.82,295.84,309.78,305.27,307.99,311.31,315.12,327.61,339.71,348.26,328.75,305.72
2013-09-16 22:21:33.422000,L8,256.10,235.42,216.86,206.59,198.46,196.07,198.78,194.65,192.63,196.41,200.51,208.79,211.98,224.11,232.07,235.90,240.33,243.49,241.12,245.93,270.45,249.36,265.36,265.98,246.87,247.39,249.03,255.43,210.26,,,,210.80,236.01,268.87,304.64,289.32,312.83,291.66,293.41,303.18,295.09,318.00,330.78,339.26,301.96,291.88,177.29,181.88,184.27,182.28,172.98,173.87,180.61,211.83,223.58,233.19,230.66,229.16,224.01,213.28,203.91,173.54,,,,,,,,,,,,,173.65,186.08,203.93,242.97,237.65,252.05,239.97,216.16,254.77,262.11,263.44,232.33,264.88,254.11,259.71,253.68,271.73,276.92,277.73,276.88,279.70,279.18,292.95,278.37,275.50,273.93,271.90,266.77,263.22,255.19,262.32,263.08,263.03,261.08,250.95,265.26,267.33,269.97,276.01,270.54,279.77,284.95,288.81,294.79,325.13,302.24,302.32,303.38,296.54,299.83,292.39,293.15,287.57,291.37,303.29,310.59,312.24,300.46,310.79,314.97,318.72,310.79,303.58,313.77,317.56,311.12,314.12,318.07,324.32,321.82,320.84,312.25,316.77,305.27,307.81,314.40,333.38,296.65,299.59,300.12,295.28,322.66,303.62,305.60,310.43,302.91,308.32,315.11,309.67,323.17,309.41,324.32,325.75,329.85,331.97,348.42,335.58,332.05,329.60,326.01,303.39,263.41,268.36,211.75,217.21,290.50,305.87,305.53,304.48,308.17,306.86,310.44,311.00,315.70,320.18,349.29,341.36,328.37,306.34
2013-09-16 22:21:57.385000,L8,254.05,233.26,213.94,204.46,197.19,194.60,195.74,193.26,191.46,194.58,198.88,206.88,210.28,221.59,229.15,232.71,238.27,241.61,238.79,243.80,249.41,246.25,244.39,252.24,244.05,245.50,246.27,253.38,194.29,,,,,233.60,267.19,302.97,287.25,310.37,288.74,291.05,300.75,291.33,316.26,328.44,338.33,299.32,288.95,175.24,180.85,182.67,180.72,171.51,172.61,179.49,208.39,221.22,230.68,228.11,226.65,221.84,211.06,202.28,170.80,,,,,,,,,,,,,170.61,184.24,200.32,228.64,226.44,209.09,239.43,212.44,251.76,252.55,261.94,230.71,259.27,251.85,256.76,251.77,269.52,275.24,275.60,274.83,277.84,276.92,281.89,276.02,273.44,271.36,269.75,264.68,261.07,252.97,260.14,261.13,260.97,258.89,248.70,263.25,264.82,268.05,274.38,268.50,278.17,283.05,286.88,291.99,297.73,300.76,300.82,301.50,294.81,296.64,289.20,291.06,285.60,289.51,301.78,308.68,309.93,298.70,308.02,311.55,317.22,309.07,301.93,311.30,313.80,308.81,311.47,316.73,322.79,320.32,319.00,310.24,314.85,302.21,305.09,312.52,308.83,295.05,297.69,297.97,293.87,294.64,301.09,301.01,308.43,301.16,300.19,313.15,299.50,317.47,307.88,322.44,324.54,328.30,329.91,345.27,333.52,330.95,309.33,324.63,301.98,260.92,265.25,205.13,214.95,287.73,303.84,303.74,302.01,305.93,301.73,307.42,308.46,314.01,316.38,347.38,338.04,325.71,304.35
2013-10-18 22:21:25.531000,L8,260.72,237.74,223.24,210.63,201.95,201.98,210.85,202.17,267.09,274.96,262.06,253.54,260.67,277.19,264.47,263.07,273.00,275.31,255.51,275.71,274.85,270.23,261.65,267.38,260.16,262.22,250.47,253.74,246.31,241.02,237.27,257.05,274.68,268.97,276.73,292.00,295.52,299.31,292.30,308.10,308.01,311.16,317.08,316.24,333.37,337.23,328.20,335.64,331.54,348.22,344.60,341.96,335.94,312.35,301.46,301.47,308.01,306.55,311.38,314.74,330.05,316.48,318.75,302.00,290.72,281.93,,,,,,,,,189.47,186.59,218.96,209.87,237.51,236.91,256.75,233.30,232.43,269.54,305.90,264.38,263.58,259.58,259.80,259.12,254.13,273.61,302.47,293.72,295.92,291.92,283.17,281.65,279.33,311.13,307.22,272.41,270.38,310.88,294.04,296.17,285.50,297.60,264.02,291.95,286.24,296.07,298.80,283.38,303.20,293.80,300.04,299.02,302.97,311.80,300.60,305.32,313.79,307.70,308.39,294.85,299.93,296.67,295.18,331.67,337.63,334.21,343.50,329.28,315.50,319.00,318.22,321.50,313.23,333.54,317.37,324.52,325.54,341.08,320.24,331.51,312.14,345.25,321.91,351.68,329.34,318.06,321.26,320.25,303.10,305.06,297.90,297.83,313.41,315.04,300.19,294.65,312.10,310.93,311.92,317.94,313.28,327.10,319.67,329.77,333.57,332.61,331.69,323.36,327.70,328.54,271.29,267.74,227.20,261.12,310.37,306.66,318.09,311.86,318.56,315.31,315.76,327.55,327.12,336.92,336.92,341.96,339.71,306.01
2013-10-18 22:21:49.490000,L8,263.30,240.73,226.28,212.86,290.52,291.40,286.08,284.02,234.84,276.35,263.61,255.65,261.74,279.21,266.62,265.08,274.89,277.06,259.66,277.33,276.38,271.73,262.81,269.27,261.75,263.16,251.55,254.95,247.50,242.36,252.07,258.69,276.84,270.86,278.59,293.27,297.05,300.55,294.17,309.28,309.34,312.26,317.92,318.48,335.21,339.20,330.21,338.41,332.18,350.32,346.02,343.89,337.90,314.11,302.55,303.95,309.94,307.95,312.08,316.41,331.71,317.84,320.67,305.30,249.74,284.01,,,,267.96,289.43,279.78,,,190.56,187.56,221.76,210.88,238.73,238.04,257.94,234.86,263.62,271.20,307.81,265.52,265.14,260.98,261.71,260.99,256.66,274.53,302.04,296.12,296.73,294.90,289.61,283.39,280.60,313.66,309.19,273.80,271.82,284.10,295.76,297.56,286.81,300.22,265.06,294.15,305.88,297.53,298.84,285.30,303.99,293.57,301.25,300.42,305.46,313.14,302.13,307.81,315.27,309.16,309.71,296.35,301.63,298.24,296.40,332.25,338.62,335.65,345.33,330.94,317.57,320.24,319.25,322.45,314.78,334.23,318.50,326.73,326.17,342.02,320.91,333.20,312.89,347.12,322.69,352.86,330.75,319.71,322.15,321.94,303.97,309.71,299.41,299.24,315.09,316.14,302.02,295.30,314.24,312.18,313.86,318.75,314.67,328.30,321.09,330.50,334.44,333.33,333.35,325.68,329.35,330.03,273.82,231.17,307.65,290.01,312.02,307.65,318.98,312.82,320.35,316.86,316.00,328.65,329.06,337.83,338.79,343.97,341.21,337.08
2013-10-27 22:15:31.632000,L8,256.07,233.63,216.22,206.42,198.64,197.55,199.33,197.08,195.14,201.19,210.87,212.85,220.98,229.09,235.81,241.49,239.07,245.50,245.36,245.40,244.51,239.97,243.92,245.46,247.88,247.38,247.98,249.13,,,,,212.78,241.95,270.31,279.76,287.80,289.35,287.73,290.89,293.93,292.12,302.46,301.36,302.49,303.39,292.32,304.53,312.81,312.85,312.55,309.94,302.17,299.22,272.29,225.96,230.53,232.99,229.63,224.28,216.95,205.24,177.93,,,,,,,,,,,,,,,,,,,,,,208.71,263.78,255.93,259.29,254.39,256.33,248.73,267.81,273.33,274.15,269.40,272.32,274.82,273.48,278.92,280.44,278.17,544.24,414.13,425.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.55,325.21,326.72,307.95,314.87,322.37,329.34,310.56,223.40,,,,,,,,,,,,209.51,244.00,328.97,287.54,175.43,,,,,,,,,,,,,,,,,,,,,,,,321.50,323.57,285.59,276.48
2013-11-12 22:15:31.992000,L8,256.03,233.94,217.31,205.72,198.35,196.39,199.87,194.00,194.19,198.10,206.95,209.01,216.68,226.70,229.45,239.62,241.19,243.65,241.97,243.10,243.96,238.89,242.17,244.08,244.63,245.92,246.46,247.98,,,,,222.70,242.41,269.69,278.94,289.77,319.41,289.40,292.00,294.14,291.44,301.88,301.73,296.98,301.37,289.62,300.75,306.98,311.76,311.62,309.03,301.05,298.15,248.31,233.48,230.56,230.93,227.98,222.55,215.12,209.10,191.60,,,,,,,,,,,,,185.52,211.26,215.62,241.37,242.37,254.51,234.93,222.95,260.12,263.06,266.69,257.80,261.30,255.24,255.08,254.00,272.67,278.45,282.60,276.79,278.91,280.38,278.69,278.09,276.61,274.90,271.32,267.53,265.28,256.31,262.70,262.76,261.77,262.44,258.37,265.57,269.83,271.20,275.97,274.96,281.57,285.35,288.85,293.29,298.83,258.45,257.16,274.34,294.66,299.61,292.47,293.41,290.19,292.46,304.56,312.81,312.97,304.87,308.53,309.62,308.89,306.13,306.78,310.03,314.37,313.40,315.73,319.32,326.09,324.85,318.78,314.30,319.11,309.79,306.71,313.02,311.57,298.64,300.02,298.59,299.10,294.60,291.28,295.27,296.23,300.52,304.32,300.30,291.35,302.81,308.47,311.71,315.41,316.63,320.38,318.23,320.36,320.62,309.50,316.47,306.44,261.89,266.15,195.38,221.51,293.53,304.85,306.27,304.87,314.66,316.39,308.41,312.51,316.41,322.15,326.38,335.17,325.67,304.69
2013-12-14 22:15:21.385000,L8,257.54,234.95,218.38,206.69,204.93,198.39,208.91,199.61,193.15,198.20,200.18,211.17,213.54,226.04,230.43,233.45,240.59,239.96,241.70,242.54,244.15,244.30,265.65,265.47,274.15,269.62,263.35,266.26,256.08,233.45,218.91,269.90,222.65,245.69,285.98,302.05,301.46,305.74,311.13,316.24,308.33,302.14,313.14,304.38,300.73,299.01,287.35,295.68,305.93,309.70,313.43,306.53,303.11,297.70,270.61,222.74,230.31,229.69,228.84,229.48,211.33,201.43,162.40,,,,,,,,,,,,183.78,189.61,205.71,204.10,236.71,240.03,250.04,246.83,250.45,230.97,264.74,228.59,249.76,260.79,232.48,251.02,255.99,272.36,278.65,293.23,250.06,208.14,284.69,249.79,249.81,184.15,277.43,225.52,181.09,188.75,199.91,163.15,180.31,221.79,260.34,213.45,173.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.56,273.39,279.00,317.93,326.60,322.96,316.31,317.23,320.43,312.81,309.75,306.73,312.97,300.44,300.80,303.20,292.80,291.85,282.41,293.24,295.57,297.80,302.12,300.11,298.72,303.44,306.13,300.56,314.80,308.06,323.53,321.44,314.97,311.74,307.14,308.37,322.15,257.91,175.93,192.17,250.49,294.47,304.77,304.96,305.50,313.95,306.45,310.27,311.56,314.99,320.87,324.53,330.67,324.85,294.60
2013-12-21 22:21:03.131000,L8,266.36,242.15,223.35,209.75,202.86,201.30,205.59,200.81,196.90,206.23,290.28,298.36,306.79,235.60,237.05,242.79,249.53,247.52,245.91,246.92,247.51,244.91,247.29,247.66,251.32,251.87,257.53,254.22,,,,,210.54,247.63,274.04,286.96,292.10,318.90,295.82,303.17,299.91,297.75,303.61,305.82,303.54,307.30,301.59,308.60,314.52,315.02,315.56,311.44,306.23,302.56,282.78,231.67,239.58,234.74,230.83,287.07,290.97,210.12,274.10,258.97,198.98,,,,,,,,,193.15,183.74,184.06,212.22,213.26,240.82,243.60,253.32,243.95,252.32,240.32,264.32,263.17,259.68,257.38,256.95,253.51,253.72,276.85,280.05,281.14,280.81,281.91,281.91,280.82,279.29,279.34,276.98,273.69,270.98,267.65,263.17,266.57,265.40,267.50,264.30,272.08,265.82,269.84,273.73,278.45,277.11,283.25,288.10,290.62,295.07,301.40,303.91,308.09,305.93,298.69,298.44,297.96,297.19,295.52,298.29,309.21,315.49,312.72,306.52,311.55,309.50,309.70,307.38,309.30,310.80,314.84,314.90,320.27,321.03,328.40,329.98,322.02,320.91,325.82,326.97,326.92,317.38,314.21,299.00,300.49,302.25,299.39,297.78,297.04,304.86,301.73,301.41,304.03,304.67,300.33,303.09,309.02,333.61,317.83,324.58,325.46,332.82,323.08,321.07,315.05,317.40,308.96,271.78,270.19,240.74,284.84,298.79,306.93,307.15,304.98,310.62,314.45,312.46,321.35,320.67,326.14,331.09,340.29,331.05,307.13
2013-12-21 22:21:27.090000,L8,266.37,242.65,223.59,210.31,202.35,201.34,205.24,200.62,197.44,205.97,210.88,219.81,222.93,235.35,237.22,242.94,249.66,247.99,246.26,247.17,247.70,245.44,247.80,248.28,251.68,252.28,256.87,254.87,,,,,209.81,247.17,274.16,286.15,292.38,304.17,296.57,303.72,299.91,297.94,303.85,305.95,304.07,307.31,299.67,308.21,314.01,199.82,214.37,202.04,179.58,302.97,282.79,229.59,237.57,234.61,231.42,252.34,289.65,210.06,219.96,258.29,201.52,,,,,,,,,192.76,182.84,183.58,210.69,212.91,241.61,243.63,253.21,243.76,251.78,239.52,264.56,263.43,245.97,257.81,256.86,253.57,253.45,276.97,280.39,281.69,281.00,282.29,282.26,281.13,279.57,279.36,277.14,273.88,271.31,267.85,262.88,266.72,265.49,267.67,264.36,270.52,266.05,270.15,273.84,278.60,277.31,283.41,288.13,290.70,295.37,301.51,304.09,308.46,306.30,299.29,297.50,297.68,297.12,295.18,297.83,309.13,315.42,313.02,306.93,311.63,309.69,309.93,307.74,309.27,310.90,314.85,314.83,320.41,321.09,328.32,329.64,322.62,320.36,325.05,326.72,326.67,317.06,314.36,299.17,300.39,302.05,299.47,297.79,296.52,304.07,301.36,301.39,303.97,304.43,300.42,302.89,308.94,332.60,317.75,324.19,325.23,332.33,322.75,320.85,314.60,317.31,309.16,271.68,270.31,239.73,266.51,297.63,306.82,306.97,305.03,310.43,313.98,312.05,319.76,320.30,325.73,330.63,339.56,330.76,307.32
2013-12-30 22:15:13.133000,L8,267.38,242.50,225.21,220.45,199.62,171.73,,,212.40,194.84,236.53,257.19,275.23,300.43,291.27,276.58,264.55,270.60,273.92,263.46,278.12,276.32,268.31,262.73,262.10,261.42,270.66,271.20,,,,,,242.64,269.45,285.90,297.90,300.62,302.74,309.57,247.14,270.62,228.13,284.58,333.32,307.55,315.00,276.99,204.03,195.03,,,,,,,,,,,,,,,,,,,,,,,,,,180.04,186.22,206.89,235.10,235.70,220.66,237.92,224.12,238.88,240.22,262.01,254.07,247.69,252.73,252.17,251.04,262.13,296.80,278.24,262.20,194.65,,241.58,277.37,281.51,281.95,276.44,270.65,269.32,263.32,268.38,263.62,262.34,263.52,256.45,263.60,271.20,265.21,277.58,276.60,283.77,284.64,289.75,299.38,308.68,303.01,308.40,311.09,231.57,298.87,291.44,298.78,289.84,293.27,298.88,293.44,312.67,289.25,303.64,316.13,312.94,296.92,296.41,328.53,323.65,335.42,344.79,327.55,330.28,328.86,330.13,308.70,316.95,315.51,312.82,318.85,317.69,304.60,307.64,303.79,281.25,262.50,222.79,168.72,,,,168.03,233.23,267.68,261.88,317.16,321.37,319.86,332.67,321.23,326.93,313.76,320.15,321.37,296.66,223.51,,,,,298.62,316.76,313.53,309.36,319.45,306.98,317.29,333.80,323.09,326.27,330.47,326.59,303.01
2014-02-07 22:20:33.142000,L8,305.79,270.68,235.31,219.29,207.94,204.82,218.03,204.42,203.65,207.94,219.53,212.93,221.34,231.93,236.81,246.87,247.33,252.13,246.75,249.67,248.30,247.33,245.77,250.36,251.59,252.45,252.86,253.12,,,,,209.02,249.48,276.71,283.78,289.38,295.19,296.33,296.68,305.72,302.70,308.20,309.03,307.12,310.02,306.93,313.16,315.30,317.88,318.88,317.43,311.98,308.27,292.46,239.43,280.92,243.48,246.88,300.29,295.55,263.44,207.35,167.77,221.68,172.07,218.38,,,,,,,,,184.63,222.13,228.64,244.73,245.35,254.32,254.24,241.41,242.83,262.43,264.46,260.71,258.23,260.36,256.54,259.09,277.81,283.04,285.55,281.39,283.68,286.05,283.39,283.99,283.03,279.29,277.06,274.18,269.64,267.58,268.21,271.50,266.44,266.94,265.45,269.83,273.51,273.62,278.39,279.26,286.46,289.87,292.40,298.99,301.35,305.74,309.38,305.61,301.03,305.68,300.50,303.09,301.12,302.74,312.81,315.39,316.55,309.93,311.34,313.00,310.57,308.52,307.45,312.84,316.52,314.69,323.86,322.34,329.79,332.21,323.61,322.15,322.83,323.26,322.31,316.88,317.03,304.00,305.41,305.34,305.73,299.63,299.66,303.41,302.63,303.72,304.36,307.32,300.48,305.31,310.50,314.22,321.59,323.09,325.77,328.71,325.32,326.84,322.10,327.63,314.02,275.43,279.33,203.81,267.74,303.38,311.97,309.94,307.54,313.84,316.13,314.37,319.06,324.37,347.65,334.77,332.96,330.79,315.75
2014-02-07 22:20:57.101000,L8,304.22,269.94,234.12,218.27,207.23,203.78,216.65,203.83,202.79,207.27,218.88,212.23,220.03,230.63,235.64,246.08,246.16,251.21,245.53,247.99,247.48,246.04,244.82,249.43,250.83,250.84,252.03,251.69,,,,,209.20,248.76,275.72,282.83,288.35,294.23,294.96,295.92,304.48,301.42,307.04,308.18,306.10,309.03,305.97,312.11,314.38,316.68,317.87,316.49,311.26,307.32,290.80,239.63,279.82,243.20,235.45,299.33,294.28,262.68,206.99,166.93,220.04,,,,,,,,,,,185.38,219.99,227.23,243.87,245.68,254.00,253.53,243.13,242.47,261.36,263.57,260.54,257.78,260.33,256.17,258.08,277.16,281.96,284.63,280.41,282.94,285.12,282.44,283.18,282.19,278.56,276.25,273.40,268.82,266.98,267.63,270.66,265.84,265.93,267.16,268.88,272.55,272.84,277.57,278.22,285.63,289.41,291.58,298.02,300.41,304.79,308.50,304.75,299.29,305.26,299.85,301.83,300.41,301.84,311.77,314.87,315.52,308.96,310.62,312.00,309.75,307.72,306.52,312.25,315.85,314.35,323.15,321.35,329.12,331.53,322.73,321.23,321.82,322.43,321.65,316.33,316.31,302.96,304.58,304.68,305.08,298.77,299.08,302.62,301.91,302.94,303.79,306.57,299.86,304.65,310.26,313.76,320.29,322.72,324.94,328.25,324.80,326.80,321.65,326.32,312.90,274.34,232.58,203.90,268.72,302.80,310.73,308.70,307.27,313.38,315.93,313.84,317.69,323.55,347.21,334.40,331.68,330.28,314.68
2014-03-20 22:14:13.571000,L8,241.35,243.10,224.15,218.24,214.56,223.16,240.08,233.42,232.72,227.73,223.50,219.68,220.93,230.62,262.29,258.62,282.95,284.02,245.79,251.41,250.37,251.76,264.71,251.64,252.16,249.40,251.99,252.59,,,,317.20,326.60,304.57,324.21,308.53,287.26,291.59,293.46,294.62,297.06,294.49,305.81,303.10,302.33,302.96,295.61,296.62,302.11,211.47,222.03,222.95,208.92,214.58,276.93,229.03,228.01,231.28,226.55,226.81,207.73,203.65,,,,,,,,,,,,,,,213.14,199.14,235.48,241.94,227.27,236.08,244.83,243.00,265.30,266.24,260.03,247.32,253.27,259.74,258.97,275.30,293.50,291.04,283.38,277.84,283.47,280.13,285.40,286.05,281.33,276.33,270.38,263.77,257.62,266.02,266.20,263.69,262.78,254.32,269.28,261.10,269.49,274.66,268.20,280.82,292.21,285.32,293.42,288.00,294.63,302.89,299.84,297.01,304.31,291.72,291.99,285.86,281.65,307.21,310.87,369.95,271.61,276.17,305.26,291.37,283.86,206.14,194.24,295.96,306.22,309.67,312.03,317.15,318.81,311.91,304.50,315.03,309.16,320.68,230.78,256.88,255.80,286.32,327.66,310.61,271.02,307.33,159.59,278.56,188.45,259.68,262.67,326.55,294.00,184.39,180.70,259.07,274.90,222.22,285.70,333.24,,271.64,305.42,311.42,,,,,,,,275.73,286.47,254.57,285.20,299.81,308.12,315.84,323.27,304.76,319.87,287.58
