dates,nzd0544-0000,nzd0544-0001,nzd0544-0002,nzd0544-0003,nzd0544-0004,nzd0544-0005,nzd0544-0006,nzd0544-0007,nzd0544-0008,nzd0544-0009,nzd0544-0010,nzd0544-0011,nzd0544-0012,nzd0544-0013,nzd0544-0014,nzd0544-0015,nzd0544-0016,nzd0544-0017,nzd0544-0018,nzd0544-0019,nzd0544-0020,nzd0544-0021,nzd0544-0022,nzd0544-0023,nzd0544-0024,nzd0544-0025,nzd0544-0026,nzd0544-0027,nzd0544-0028,nzd0544-0029,nzd0544-0030,nzd0544-0031,nzd0544-0032,nzd0544-0033,nzd0544-0034,nzd0544-0035,nzd0544-0036,nzd0544-0037,nzd0544-0038,nzd0544-0039,nzd0544-0040,nzd0544-0041,nzd0544-0042,nzd0544-0043,nzd0544-0044,nzd0544-0045,nzd0544-0046,nzd0544-0047,nzd0544-0048,nzd0544-0049,nzd0544-0050,satname
2003-08-13 21:51:32+00:00,,,,,,,273.43,,,,,,270.92,274.21,269.75,303.05,300.92,,,,,275.35,303.58,,257.08,274.87,257.98,,294.99,297.31,268.21,,315.38,,231.97,229.68,217.47,,,,,179.17,254.77,,291.33,182.97,,246.55,251.41,,259.85,L5
2003-10-07 21:58:35+00:00,,,,,,,273.43,346.09,350.16,357.84,351.14,,270.92,274.21,269.75,303.05,300.92,,,,,275.35,303.58,,257.08,274.87,257.98,,294.99,297.31,268.21,,315.38,,231.97,229.68,217.47,,,,,179.17,254.77,,291.33,182.97,,246.55,251.41,,259.85,L5
2003-12-26 21:59:30+00:00,,,,333.92,328.48,337.79,273.43,346.09,351.74,356.99,351.14,,270.92,274.21,269.75,303.05,300.92,,,,,275.35,303.58,,257.08,274.87,257.98,,294.99,297.31,268.21,,315.38,,231.97,229.68,217.47,,,,,179.17,254.77,,291.33,182.97,,246.55,251.41,,259.85,L5
2004-01-20 21:53:24+00:00,,,,337.13,324.70000000000005,338.26,273.43,347.895,351.74,357.4433333333333,352.115,,270.92,274.21,269.75,303.05,300.92,,,,,275.35,303.58,,257.08,274.87,257.98,,294.99,297.31,268.21,,315.38,,231.97,229.68,217.47,,,,,179.17,254.77,,291.33,182.97,,246.55,251.41,,259.85,L5
2004-03-31 21:59:59+00:00,,,299.42,319.6766666666667,298.57,316.27333333333337,267.6,347.895,325.72,332.12,352.115,,279.58,281.5,289.22,298.72,290.01,307.77,295.71,,298.23,275.97,303.06,299.88,258.24,278.96,283.99,282.08,272.22,301.45,281.21,,319.34,286.53,208.25,237.88,231.07,257.2,,,,,271.27,191.66,277.42,201.99,219.35,210.13,245.95,,257.38,L5
2004-05-02 22:00:57+00:00,,,303.355,311.7475,287.3475,307.4575,271.415,349.7,299.49666666666667,310.6225,353.09,268.22,283.65999999999997,279.065,290.76,299.84000000000003,293.615,307.77,298.92499999999995,,298.23,266.04,303.06,299.88,258.425,279.815,280.815,280.92499999999995,282.78,287.575,284.62,231.45,319.34,282.26,208.25,236.885,231.265,254.385,,,,173.55,258.77,200.485,277.42,214.715,215.09,226.32999999999998,245.95,,257.38,L5
2004-05-18 22:01:26+00:00,,,305.3433333333333,307.048,277.72200000000004,301.456,273.06333333333333,349.7,291.66499999999996,297.582,353.09,272.18,283.6466666666667,271.4433333333333,294.6366666666667,301.9166666666667,294.97,307.77,298.92499999999995,,298.23,268.7366666666667,303.06,299.88,245.85333333333335,275.4533333333333,278.42,280.92499999999995,282.78,287.575,279.78,250.975,308.24,288.4633333333333,212.635,236.885,230.15,246.23333333333335,,308.51,200.96,177.41500000000002,258.77,200.485,277.42,206.85666666666665,208.41,226.32999999999998,252.305,216.33,257.38,L5
2004-07-30 21:57:15+00:00,,,304.65250000000003,286.99333333333334,246.53249999999997,276.8675,270.565,,268.6125,264.415,,264.06,281.57,267.6525,296.5,303.0825,295.1225,310.99,298.91,,298.23,269.445,303.06,299.21500000000003,246.97500000000002,276.9225,274.53499999999997,280.92499999999995,289.1766666666667,286.8066666666667,277.805,260.31666666666666,308.8666666666666,289.46,230.86333333333334,236.35333333333332,231.3125,246.23333333333335,313.89,308.51,214.275,177.08333333333334,263.3566666666666,207.00666666666666,277.42,210.3525,211.65,226.32999999999998,252.305,216.33,257.38,L5
2004-10-18 21:59:11+00:00,,346.02,318.73249999999996,305.68666666666667,246.60666666666665,293.2625,271.55333333333334,351.56,266.92333333333335,267.17,355.03,264.06,282.23333333333335,263.03666666666663,298.9266666666667,304.53666666666663,296.82666666666665,314.21,300.51,,,267.27,,298.55,243.22000000000003,276.24333333333334,271.38333333333327,279.77,297.655,279.485,276.67,260.31666666666666,303.63,290.43666666666667,242.17000000000002,235.58999999999997,231.39333333333335,240.75000000000003,313.89,308.51,214.275,177.08333333333334,259.4,214.68,,213.14,209.08333333333334,242.53,258.66,216.33,,L5
2005-01-13 22:06:52+00:00,,346.02,329.15999999999997,337.805,246.92,316.53999999999996,263.07,351.56,261.11,284.24,355.03,247.82,275.34,256.28,302.09,306.58,295.58,314.21,298.88,,,271.57,,298.55,250.34,281.33,262.88,,301.97,285.27,271.88,279.0,310.12,292.45,267.32,235.29,234.8,,313.89,,227.59,176.42,272.53,220.05,,220.84,221.37,,,,,L5
2005-02-14 22:07:21+00:00,335.28,335.325,338.125,328.31,,327.25333333333333,,333.66499999999996,,,355.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-08-09 22:08:46+00:00,335.28,324.63,303.79999999999995,309.32,236.58,308.85,238.85,315.77,271.41,286.56,,237.38,282.05,280.14,294.61,298.67,290.16,299.53,306.63,,285.92,277.13,,,248.74,277.19,280.2,,289.05,277.47,277.3,275.8,,286.28,231.27,239.71,227.14,,,,,184.21,,252.75,278.88,185.3,212.34,211.43,247.48,222.01,258.59,L5
2005-09-10 22:08:55+00:00,,,287.09,,236.58,,238.85,344.26,271.41,286.56,,237.38,282.05,280.14,294.61,298.67,290.16,299.53,306.63,,285.92,277.13,,,248.74,277.19,280.2,,289.05,277.47,277.3,275.8,,286.28,231.27,239.71,227.14,,,,,184.21,,252.75,278.88,185.3,212.34,211.43,247.48,222.01,258.59,L5
2005-11-13 22:09:08+00:00,,342.63,287.09,330.15,236.58,332.25,238.85,345.74,271.41,286.56,344.71,237.38,282.05,280.14,294.61,298.67,290.16,299.53,306.63,,285.92,277.13,,,248.74,277.19,280.2,,289.05,277.47,277.3,275.8,,286.28,231.27,239.71,227.14,,,,,184.21,,252.75,278.88,185.3,212.34,211.43,247.48,222.01,258.59,L5
2006-02-17 22:11:22+00:00,,343.99,,332.15999999999997,,333.45500000000004,,346.68333333333334,,,346.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-04-15 22:06:18+00:00,,343.99,,332.15999999999997,,333.45500000000004,,347.895,,,346.235,208.22,274.16,280.84,294.65,,294.65,306.96,297.67,305.69,296.94,282.38,308.7,305.81,266.0,280.08,289.94,293.7,299.02,301.17,289.38,311.91,323.03,305.53,281.15,256.25,,276.79,297.09,316.29,319.5,,300.98,210.37,282.43,,,289.81,251.37,265.12,260.61,L5
2006-04-22 22:12:36+00:00,,343.99,300.61,315.9066666666667,250.69,316.6466666666667,287.01,347.895,290.85,294.44,330.6133333333333,236.065,278.20000000000005,281.11,293.195,302.29,296.435,309.275,300.095,306.24,298.93,280.355,307.135,304.18,268.9,278.6,289.135,287.84000000000003,300.16499999999996,296.97,289.44,303.74,322.17499999999995,298.46,268.905,253.43,230.76,272.06,298.77,313.6,311.2,175.37,283.14,205.60000000000002,294.95000000000005,222.6,,285.075,251.84,258.395,256.625,L5
2006-07-27 22:13:58+00:00,,345.35,296.21000000000004,295.72333333333336,244.82999999999998,308.845,287.01,348.57,279.64,276.175,300.58,237.59,281.43333333333334,274.22666666666663,291.57666666666665,302.29,296.435,309.275,300.095,306.24,298.93,280.355,307.135,304.18,268.9,274.13666666666666,289.135,285.09,300.16499999999996,296.97,279.51666666666665,289.6766666666667,319.8333333333333,291.52666666666664,263.5,253.43,230.05,262.4433333333333,298.2133333333333,313.6,302.0833333333333,175.37,282.07666666666665,204.40333333333334,290.79,222.6,,285.075,251.84,258.395,256.625,L5
2006-08-05 22:07:55+00:00,,345.35,263.16333333333336,286.9575,243.07333333333335,308.845,287.01,348.57,272.90333333333336,276.9666666666667,291.36,236.91250000000002,275.6925,274.22666666666663,290.07,298.6,296.435,309.275,300.095,306.24,298.93,272.87666666666667,307.135,304.18,262.59999999999997,271.8975,289.135,281.855,295.08666666666664,295.67333333333335,279.51666666666665,289.6766666666667,317.75,290.475,254.7625,246.82666666666668,228.29999999999998,255.955,298.2133333333333,310.12000000000006,302.3925,175.37,278.71500000000003,207.9375,283.96250000000003,210.69,199.84,272.65333333333336,251.18666666666664,247.09,251.42,L5
2006-08-28 22:14:23+00:00,,,248.73000000000002,268.47749999999996,242.5075,275.67499999999995,278.885,,273.485,268.02,269.8275,240.048,277.01800000000003,272.7075,291.794,296.4433333333333,296.435,309.275,300.095,306.24,298.93,276.2175,307.135,304.18,263.78,271.8975,289.07,274.168,296.265,295.015,277.6175,291.3675,307.40999999999997,291.952,254.728,244.91500000000002,230.185,257.494,296.9625,308.19500000000005,302.3925,178.245,272.658,207.9375,283.96250000000003,203.17,197.72,257.6075,251.75,239.24,246.48,L5
2006-09-06 22:08:43+00:00,,,248.73000000000002,268.47749999999996,242.5075,275.67499999999995,278.885,347.6,273.485,268.02,269.8275,240.048,277.01800000000003,272.7075,291.794,296.4433333333333,296.435,309.275,300.095,306.24,298.93,276.2175,307.135,304.18,263.78,271.8975,289.07,274.168,296.265,295.015,277.6175,291.3675,307.40999999999997,291.952,254.728,244.91500000000002,230.185,257.494,296.9625,308.19500000000005,302.3925,178.245,272.658,207.9375,283.96250000000003,203.17,197.72,257.6075,251.75,239.24,246.48,L5
