dates,nzd0563-0000,nzd0563-0001,nzd0563-0002,satname
1999-08-21 21:46:56+00:00,152.5,109.86,138.98,L7
1999-08-28 21:53:11+00:00,149.265,109.875,126.25,L7
1999-09-22 21:47:00+00:00,159.6,125.38333333333333,126.25,L7
1999-10-24 21:46:56+00:00,164.3325,135.9525,126.25,L7
2000-02-04 21:53:01+00:00,169.07,135.9525,126.25,L7
2000-02-20 21:52:53+00:00,175.33200000000002,153.555,113.52,L7
2000-04-01 21:46:34+00:00,177.5525,155.8166666666667,,L7
2000-05-03 21:46:19+00:00,177.22666666666666,138.49,,L7
2000-05-19 21:46:07+00:00,172.64499999999998,131.305,,L7
2000-05-26 21:52:12+00:00,168.218,125.054,121.96,L7
2000-07-13 21:51:43+00:00,164.54999999999998,122.61166666666668,122.925,L7
2000-07-29 21:51:26+00:00,162.58571428571426,120.36714285714287,120.88999999999999,L7
2000-08-07 21:45:08+00:00,156.47142857142856,118.515,119.7725,L7
2000-08-14 21:51:20+00:00,154.99625,119.41444444444444,120.59200000000001,L7
2000-09-15 21:50:49+00:00,149.69125,112.88000000000001,121.34333333333332,L7
2000-11-27 21:44:26+00:00,154.03166666666667,127.58333333333333,121.21999999999998,L7
2000-12-13 21:44:28+00:00,157.24428571428572,135.31285714285715,120.96833333333332,L7
2001-01-05 21:50:40+00:00,162.41750000000002,144.04250000000002,120.96833333333332,L7
2001-01-14 21:44:33+00:00,167.77,154.09625,120.38399999999999,L7
2001-01-21 21:50:46+00:00,167.77,161.31777777777776,120.38399999999999,L7
2001-03-10 21:50:34+00:00,178.955,179.8957142857143,129.87,L7
2001-04-04 21:44:06+00:00,186.472,186.99714285714285,132.255,L7
2001-04-20 21:44:10+00:00,186.472,178.80625,132.255,L7
2001-05-22 21:43:54+00:00,182.50333333333333,172.21222222222224,129.63333333333333,L7
2001-06-30 21:49:36+00:00,172.59,167.66285714285715,122.04333333333334,L7
2001-07-25 21:43:18+00:00,158.43,133.22199999999998,117.5625,L7
2001-09-11 21:42:38+00:00,154.37333333333333,129.934,108.48333333333333,L7
2001-09-18 21:48:41+00:00,159.6225,133.88833333333332,108.48333333333333,L7
2001-10-13 21:42:15+00:00,160.54000000000002,129.92166666666665,114.9275,L7
2001-10-29 21:42:21+00:00,163.46333333333334,137.90666666666667,114.9275,L7
2002-01-17 21:42:52+00:00,173.52,148.41333333333333,119.19,L7
2002-01-24 21:49:06+00:00,173.52,166.84833333333333,134.26,L7
2002-02-02 21:42:54+00:00,173.52,166.84833333333333,119.99,L7
2002-02-18 21:42:54+00:00,173.15833333333333,166.84833333333333,118.93333333333332,L7
2002-02-25 21:49:11+00:00,175.77857142857144,174.3414285714286,118.93333333333332,L7
2002-03-22 21:42:52+00:00,177.5583333333333,178.8516666666667,118.93333333333332,L7
2002-04-07 21:42:52+00:00,177.5583333333333,172.90857142857143,118.93333333333332,L7
2002-04-14 21:49:02+00:00,179.45166666666668,169.9157142857143,111.26999999999998,L7
2002-07-19 21:48:33+00:00,172.568,158.50166666666667,116.93333333333332,L7
2002-09-05 21:48:14+00:00,166.66333333333333,135.24200000000002,128.26,L7
2002-09-14 21:41:55+00:00,165.195,134.50333333333333,128.26,L7
2002-09-30 21:41:47+00:00,162.64,133.935,135.95999999999998,L7
2002-10-23 21:48:03+00:00,165.125,143.98200000000003,135.95999999999998,L7
2002-11-17 21:42:06+00:00,171.10999999999999,153.73833333333334,142.65333333333334,L7
2002-12-10 21:48:29+00:00,173.79666666666665,159.1457142857143,142.65333333333334,L7
2002-12-26 21:48:36+00:00,173.79666666666665,165.13125000000002,142.65333333333334,L7
2003-01-20 21:42:33+00:00,177.744,176.3175,149.85,L7
2003-01-27 21:48:45+00:00,177.744,180.43666666666667,151.85333333333332,L7
2003-02-05 21:42:41+00:00,179.53166666666667,182.185,151.85333333333332,L7
2003-02-21 21:42:44+00:00,179.73285714285717,181.49454545454546,151.85333333333332,L7
2003-03-16 21:48:58+00:00,182.16714285714286,183.70999999999998,145.6125,L7
2003-05-03 21:49:01+00:00,185.904,182.76444444444442,150.3675,L7
2003-05-12 21:42:48+00:00,179.415,175.79,144.652,L7
2003-05-28 21:42:46+00:00,171.1916666666667,166.401,136.12600000000003,L7
