dates,satname,nzd0434-0000,nzd0434-0001,nzd0434-0002,nzd0434-0003,nzd0434-0004,nzd0434-0005,nzd0434-0006,nzd0434-0007,nzd0434-0008,nzd0434-0009,nzd0434-0010,nzd0434-0011,nzd0434-0012,nzd0434-0013,nzd0434-0014,nzd0434-0015,nzd0434-0016,nzd0434-0017,nzd0434-0018,nzd0434-0019,nzd0434-0020,nzd0434-0021,nzd0434-0022,nzd0434-0023,nzd0434-0024,nzd0434-0025,nzd0434-0033,nzd0434-0034,nzd0434-0035,nzd0434-0036,nzd0434-0029,nzd0434-0030,nzd0434-0031,nzd0434-0032,nzd0434-0026,nzd0434-0027,nzd0434-0028
2005-02-14 22:06:33.160000,L5,,218.23,244.36,261.62,276.89,276.87,259.49,256.74,245.37,246.08,245.56,244.45,252.38,241.47,214.15,213.47,195.53,,,,,,,,,,,,,,,,,,,,
2005-04-19 22:07:07.150000,L5,,,,,,246.70,248.02,235.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-29 22:13:46.730000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.76,,,,,,,
2005-09-10 22:08:07.620000,L5,,,,254.15,272.68,276.94,276.20,277.89,275.55,269.12,265.35,268.98,286.03,285.86,220.51,205.16,196.71,,,,,,,,,,,,163.09,299.48,,,,,,,
2005-11-13 22:08:20.468000,L5,,,237.21,257.70,182.45,277.50,288.47,278.27,181.86,256.44,260.02,267.40,262.87,231.82,224.93,218.53,206.76,,,,,,,,,,,,161.67,293.18,,,,,,,
2006-02-01 22:10:13.684000,L5,,,226.44,258.69,269.11,275.12,271.57,265.68,255.33,256.93,258.46,259.64,236.73,230.18,214.22,211.04,193.85,,,,,,,,,,,,,,,,,,,,
2006-02-08 22:16:33.840000,L5,,,234.81,172.32,267.63,274.65,267.13,268.31,261.00,260.87,263.48,271.53,261.91,251.21,224.32,215.44,197.52,,,,,,,,,,,,157.19,301.07,,,,,,,
2006-03-12 22:17:13.956000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.14,,,,,,,
2006-04-29 22:18:05.387000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.70,,,,,,,
2006-10-22 22:20:22.725000,L5,,,,240.77,241.83,248.48,242.99,248.42,256.00,254.33,251.69,252.06,232.61,227.39,203.92,194.78,182.52,,,,,,,,,,,,156.71,309.09,,,,,,,
2006-10-31 22:14:17.081000,L5,,,,234.49,247.26,247.53,246.59,245.77,249.13,253.09,256.78,245.44,245.17,231.75,228.42,204.06,188.04,,,,,,,,,,,,,313.59,,,,,,,
2007-01-26 22:21:06.903000,L5,,,,252.81,255.55,251.92,241.41,235.37,241.24,232.45,235.25,235.54,220.96,234.42,225.47,215.49,195.50,,,,,,,,,,,,,300.90,,,,,,,
2007-02-04 22:14:57.320000,L5,,,,173.17,248.64,240.26,242.82,242.61,237.00,229.55,255.93,256.97,237.35,233.97,222.48,217.37,201.26,,,,,,,,,,,,155.16,296.22,,,,,,,
2007-02-11 22:21:08.430000,L5,,,,249.77,258.32,258.75,258.31,256.91,256.89,246.06,262.00,266.04,235.77,226.00,222.12,214.53,196.58,,,,,,,,,,,162.77,182.61,328.73,,,,,,,
2007-09-07 22:19:19.580000,L5,,,,221.90,238.86,227.79,223.51,232.02,233.93,171.60,214.17,218.07,221.06,224.76,211.07,208.41,201.84,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,,,,,233.56,231.82,252.22,243.93,238.94,233.39,245.92,226.47,217.67,224.15,211.01,199.44,189.98,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:04:28.225000,L5,,,,,,,,,,184.90,213.18,219.82,230.49,223.80,221.94,213.10,199.55,,,,,,,,,,,,176.59,298.01,,,,,,,
2010-01-27 22:10:50.221000,L5,,,,223.24,227.34,210.49,,,,182.59,211.66,216.74,217.05,213.62,214.92,206.69,193.02,,,,,,,,,,,,160.95,292.63,,,,,,,
2011-01-21 22:16:06.266000,L5,,,,230.37,234.27,214.33,200.17,,,184.57,202.58,215.96,229.29,223.53,219.70,210.20,197.92,,,,,,,,,,,,,291.41,,,,,,,
2011-02-15 22:09:58.365000,L5,,,,244.35,243.95,223.27,207.60,212.94,,193.10,209.32,228.16,233.86,228.45,220.01,208.28,196.81,,,,,,,,,,,,159.91,293.74,,,,,,,
2013-05-02 22:27:58.439000,L8,369.19,371.53,382.41,404.12,412.17,415.41,411.63,245.87,233.21,216.74,211.76,223.35,217.14,210.27,207.71,202.73,190.25,372.41,382.32,384.75,380.44,350.22,369.39,356.50,355.29,347.31,352.04,356.66,357.73,362.54,,,,,,,
2013-05-11 22:21:55.010000,L8,,238.53,243.62,244.67,259.01,247.24,230.04,239.80,234.36,224.75,237.55,228.12,217.76,213.42,204.62,196.72,183.00,,,,,,,,,,,,154.01,341.93,,,,,,,
2013-05-27 22:22:02.838000,L8,369.91,230.46,242.21,240.78,250.22,243.96,180.31,233.83,235.27,226.63,217.00,228.55,214.33,365.03,346.11,342.47,318.72,311.68,,341.33,317.54,321.25,366.16,349.28,342.94,345.05,,328.71,340.94,350.20,313.70,327.40,309.64,324.26,,,
2013-06-28 22:21:56.988000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.89,,,,,,,
2013-09-16 22:21:57.385000,L8,,352.34,359.37,370.28,387.08,393.41,227.75,249.76,235.81,229.71,229.68,233.06,284.42,286.97,284.98,278.82,187.49,,366.41,369.01,369.39,347.47,,,,,,,,,,,,,,,
2013-09-23 22:28:04.083000,L8,359.85,,234.95,239.76,250.84,244.59,224.32,245.10,231.12,224.54,219.07,225.84,211.63,207.06,198.83,193.80,186.67,356.52,,371.67,374.26,373.36,,,,,,,159.84,318.08,,,,,,,
2013-10-18 22:21:49.490000,L8,,,,,,,,,,,187.49,205.97,195.21,196.77,189.89,179.97,169.10,,,,,,,,,,,,,290.11,,,,,,,
2013-12-21 22:21:27.090000,L8,352.49,233.20,240.80,250.21,261.10,393.48,388.90,391.78,388.87,407.22,400.15,386.93,212.79,211.07,202.98,195.52,191.44,377.30,381.52,377.89,382.83,387.93,365.94,367.32,363.04,356.65,,378.54,381.79,390.24,369.96,,,,342.46,363.49,375.84
2014-02-07 22:20:57.101000,L8,219.64,232.89,243.51,252.86,257.48,254.84,236.10,251.14,236.45,238.40,227.14,227.29,215.70,210.16,202.04,193.19,187.02,,,,,,,,,,,,160.31,314.54,,,,,,,
2014-03-02 22:26:45.220000,L8,326.84,336.02,311.61,361.07,360.14,366.74,367.16,341.34,373.95,349.64,376.60,359.14,363.87,368.97,372.08,367.40,356.43,350.85,342.68,349.70,332.95,,,,338.62,343.58,,,159.82,331.68,316.23,338.47,342.01,339.99,343.39,345.98,346.95
2014-05-14 22:19:32.642000,L8,337.23,181.97,188.94,179.85,182.09,174.48,170.99,261.17,249.11,242.63,243.70,227.49,214.80,212.34,206.22,196.51,191.32,350.02,349.85,316.58,357.89,350.83,324.22,353.55,347.69,335.73,,,154.95,296.07,318.07,,,,325.58,315.18,322.97
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.75,,,,,,,
2014-07-01 22:19:46.174000,L8,371.49,240.69,247.74,247.76,288.83,288.95,247.00,261.22,255.63,248.37,258.54,248.16,210.99,210.23,202.37,194.76,187.76,347.10,340.26,330.07,344.94,350.72,,,,,342.50,,,359.87,344.23,332.67,338.03,331.38,346.12,340.94,358.09
2014-07-17 22:19:52.017000,L8,364.34,372.35,373.16,395.22,373.08,383.63,384.98,397.85,366.04,378.70,253.97,226.17,212.73,211.51,203.70,196.89,193.33,354.23,363.35,391.64,411.92,420.73,427.03,411.17,400.25,,,,,358.93,,,,,,,
2014-09-03 22:20:06.649000,L8,226.28,185.32,187.02,178.61,182.82,182.52,171.04,172.81,248.04,252.88,372.19,380.38,374.53,375.24,370.06,371.22,191.14,,,,,,,,,,,372.69,346.68,374.48,,,,,,,
2014-09-19 22:20:06.551000,L8,327.81,324.15,314.88,349.58,361.61,352.85,352.15,359.71,347.34,360.69,361.81,361.67,372.25,346.66,345.91,351.32,363.68,358.32,361.08,376.17,368.82,359.35,358.97,330.63,351.39,356.67,326.29,,359.92,373.46,343.87,320.13,346.31,327.56,360.29,343.61,344.94
2014-10-21 22:20:13.482000,L8,324.05,328.26,338.03,336.24,350.88,350.92,354.03,304.64,308.71,313.29,363.13,366.59,365.13,363.48,364.90,365.88,360.26,370.75,373.60,364.36,364.67,366.22,367.35,355.29,344.74,350.22,,354.79,356.95,347.85,341.56,332.72,336.03,352.66,344.16,342.30,341.64
2014-11-06 22:20:13.200000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.72,,,,,,,
2014-12-24 22:20:05.791000,L8,224.33,232.64,243.07,250.82,258.66,259.49,237.34,254.61,249.02,252.30,260.75,253.80,247.99,223.70,267.23,196.73,192.73,,,,,,,,,,,,168.63,313.49,,,,,,,
2014-12-31 22:26:11.523000,L8,320.04,314.07,313.78,326.95,345.12,348.68,347.78,352.05,346.19,350.97,354.41,341.75,349.19,369.27,361.60,194.52,186.31,366.89,387.97,379.93,378.06,,,,,,355.11,363.23,331.14,357.84,328.92,322.22,327.38,330.65,,,318.24
2015-01-16 22:26:11.235000,L8,,,,,,,,,,174.36,186.63,210.85,192.99,185.40,186.65,167.37,,,,,,,,,,,,,,,,,,,,,
2015-02-10 22:19:50.748000,L8,,,233.55,233.87,244.12,237.34,224.95,238.17,224.89,208.89,218.65,226.44,211.12,203.54,200.06,190.26,183.77,,,,,,,,,,,,161.49,306.92,,,,,,,
2015-02-17 22:25:59.091000,L8,223.52,232.16,241.80,246.03,256.13,251.88,242.96,256.68,244.98,252.28,259.99,228.71,220.84,246.55,242.06,191.61,189.16,,,,,,,,,,,,158.99,319.59,,,,,,,
2015-02-26 22:19:46.745000,L8,,235.06,245.55,251.05,259.31,259.65,241.07,256.37,248.14,253.12,261.91,248.13,220.94,249.25,259.81,194.20,192.33,,,,,383.06,380.80,380.66,378.08,,361.31,363.94,160.09,319.39,,,362.41,359.63,391.22,398.01,402.76
2015-04-15 22:19:22.587000,L8,,233.25,242.32,243.30,256.65,249.29,237.39,255.87,241.57,246.26,255.81,230.82,214.26,245.22,205.22,195.80,190.76,,,,,,,,,,353.37,361.56,360.14,364.28,,,,,,,
2015-05-01 22:19:12.426000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.04,,,,,,,
2015-05-24 22:25:14.229000,L8,263.04,232.80,245.03,246.94,260.23,253.03,234.25,253.92,248.13,244.50,255.53,236.39,216.93,217.14,204.97,196.04,191.30,356.37,365.82,370.11,379.20,389.78,381.76,361.97,399.00,412.38,358.15,359.08,364.34,375.08,408.68,,,371.00,415.20,371.28,384.02
2015-07-11 22:25:41.633000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.01,,,,,,,
2015-08-21 22:19:45.276000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.49,,,,,,,
2015-09-06 22:19:50.737000,L8,342.05,308.96,353.67,354.94,360.08,349.32,353.68,310.36,340.81,352.54,344.74,344.47,334.97,311.50,318.07,370.67,380.54,383.76,372.58,376.36,385.29,384.63,389.25,372.48,368.73,365.09,360.48,356.55,366.30,392.12,310.15,339.71,345.42,351.09,340.67,373.86,382.14
2015-09-13 22:26:05.653000,L8,,,322.42,325.31,337.89,337.95,225.60,233.37,230.22,226.36,233.12,236.59,210.88,217.98,200.11,187.85,179.42,,,,,,,,,,,,158.50,303.63,,,,,,,
2015-10-08 22:20:00.596000,L8,,,,223.45,233.57,225.63,212.79,,,203.06,214.37,222.42,205.06,199.41,195.52,183.60,175.11,,,,,,,,,,,,,,,,,,,,
2015-12-27 22:20:07.153000,L8,293.42,229.50,237.68,243.28,250.85,251.94,237.47,246.59,240.00,246.70,256.34,228.35,219.13,245.13,250.40,192.92,195.18,347.32,347.16,,,,,,,,,,158.79,318.69,,,,,,,
2016-01-03 22:26:15.584000,L8,220.29,228.39,235.33,242.90,252.60,252.22,236.27,247.84,239.18,248.66,258.67,228.39,219.31,244.72,249.54,193.00,193.46,,,,,,,,,,,,159.77,313.35,,,,,,,
2016-02-13 22:19:56.477000,L8,220.51,175.19,237.37,244.91,255.27,254.91,240.99,248.77,241.96,252.09,259.76,231.80,220.94,242.20,347.73,360.29,359.55,364.02,366.23,369.80,366.11,367.74,,,,,,,161.76,319.54,417.20,,,,,397.25,413.78
2016-02-20 22:26:03.799000,L8,224.29,297.13,302.22,306.74,318.68,286.12,314.28,314.43,311.71,324.04,321.62,318.98,324.98,332.63,338.29,198.61,189.61,330.25,337.17,338.92,347.44,323.45,,,,,352.81,356.86,359.54,358.83,,,,344.56,,,
2016-02-29 22:19:53.146000,L8,307.48,303.56,282.62,344.25,309.16,342.83,336.35,338.09,332.50,325.02,306.84,246.20,219.42,244.39,240.15,195.90,194.42,348.62,340.91,358.61,353.91,337.80,,,,,371.42,,158.47,318.54,,,394.94,375.55,,,
2016-03-07 22:26:02.901000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.69,,,,,,,
2016-03-16 22:19:48.512000,L8,227.99,230.65,239.49,243.94,257.74,257.78,248.47,250.21,250.03,253.39,260.48,249.57,221.25,243.48,226.92,203.68,339.59,345.13,352.58,361.57,,,,,,,,,156.44,321.15,,,,,,,
2016-04-17 22:19:33.425000,L8,251.18,298.13,310.81,323.37,304.05,333.83,330.43,252.30,258.34,263.88,264.33,243.32,219.74,236.02,204.79,197.08,190.64,330.72,342.40,337.39,346.74,349.13,365.18,379.13,372.18,,355.67,361.04,363.74,379.24,354.69,395.11,392.16,375.01,,381.10,350.28
2016-04-24 22:25:40.542000,L8,274.87,270.36,276.46,282.61,305.45,307.09,305.41,305.09,299.71,316.38,337.12,348.41,220.10,330.74,313.71,336.51,342.90,346.46,337.24,339.54,342.04,327.22,371.21,,,,391.18,373.03,364.46,378.84,376.34,381.49,388.81,381.13,,366.37,376.22
2016-09-08 22:20:12.615000,L8,229.82,232.17,239.41,246.68,257.20,255.23,235.02,245.64,248.55,247.24,260.32,240.42,221.17,235.87,203.30,197.76,357.14,360.49,367.40,348.31,367.21,366.05,374.15,380.94,371.82,369.17,363.71,348.49,349.59,363.02,,,336.70,354.27,373.27,375.09,360.75
2016-11-18 22:26:30.748000,L8,238.19,235.55,244.99,343.07,349.92,343.63,351.93,256.00,235.45,237.95,262.18,256.60,221.54,236.75,241.39,208.27,193.58,,,,,,357.10,325.01,366.53,361.73,,,163.50,342.68,,,,,380.26,,
2017-02-15 22:19:55.596000,L8,227.21,303.99,317.81,337.92,343.34,343.47,342.92,354.76,353.08,347.47,252.12,231.97,219.22,235.45,239.84,198.87,192.33,,365.83,365.72,361.68,372.82,,,,,,,158.92,327.85,344.22,340.21,344.67,,,343.22,354.34
2017-04-20 22:19:23.200000,L8,305.04,309.86,308.85,323.60,293.96,345.85,344.97,302.02,329.31,324.05,326.12,339.44,337.78,340.70,343.36,358.00,362.66,356.92,358.62,353.33,,,,389.57,385.84,338.69,363.41,364.52,376.24,381.81,318.66,336.31,340.66,318.20,370.92,373.60,356.16
2017-05-06 22:19:19.163000,L8,,,,,,,,,,173.93,220.41,215.43,203.25,211.63,194.49,183.96,176.93,,,,,,,,,,,,,247.97,,,,,,,
2017-05-13 22:25:35.346000,L8,,,233.60,242.60,254.20,247.80,224.26,225.82,217.51,190.31,246.47,222.88,213.23,226.22,209.73,197.71,183.66,,,,,,,,,,,,,,,,,,,,
2017-07-09 22:19:47.659000,L8,,,234.48,243.57,256.57,248.93,227.91,230.89,221.82,318.86,242.04,227.50,212.33,217.75,218.54,193.48,184.84,,,,,,,,,,,,,,,,,,,,
2017-08-01 22:26:08.551000,L8,314.89,237.93,245.26,259.40,268.02,262.46,247.48,245.79,239.91,241.88,261.12,257.73,223.47,242.11,237.24,229.89,191.96,339.46,362.31,,,346.78,366.95,369.72,361.92,370.52,349.21,352.37,364.22,363.55,349.29,316.86,337.52,347.47,356.97,364.03,354.30
2017-09-02 22:26:16.853000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.82,,,,,,,
2017-09-18 22:26:19.014000,L8,,,,226.33,235.78,232.77,212.46,,,177.87,226.70,216.92,209.08,212.50,200.62,188.11,173.41,,,,,,,,,,,,,308.35,,,,,,,
2017-11-05 22:26:27.533000,L8,299.74,309.97,306.86,319.97,323.09,328.00,299.87,257.33,305.02,264.54,328.14,330.12,229.35,242.78,242.84,237.79,191.04,355.02,352.03,340.53,344.29,345.39,306.82,332.26,331.02,342.01,314.26,316.26,328.45,310.94,315.64,304.82,258.50,298.16,324.26,319.61,316.27
2017-11-30 22:20:08.264000,L8,223.84,227.60,237.99,246.00,256.84,255.50,233.34,244.30,227.68,227.10,258.37,231.38,219.68,230.40,229.38,231.35,183.76,,,,,,,,,,,,156.31,300.53,,,,,,,
2017-12-16 22:20:10.471000,L8,,,,,,,,,,189.61,209.26,209.75,200.75,202.79,194.45,185.63,172.97,,,,,,,,,,,,,,,,,,,,
2018-02-02 22:19:51.630000,L8,224.21,225.87,238.12,245.31,257.29,254.66,335.79,336.85,333.18,326.79,335.42,226.14,219.96,233.38,213.55,200.73,182.79,,,,,,,,,,,,161.40,312.13,,,,,,,
2018-02-25 22:25:54.146000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.63,,,,,,,
2018-03-06 22:19:38.520000,L8,223.49,230.25,319.18,353.18,363.37,358.22,353.36,343.55,232.66,245.45,263.62,253.94,221.97,236.07,232.36,248.74,188.02,413.95,403.03,381.96,371.04,362.16,,,338.52,333.18,337.00,356.87,362.62,340.56,304.87,316.42,328.80,329.99,326.25,301.77,312.93
2018-04-30 22:25:20.430000,L8,294.40,294.77,321.95,329.68,347.57,350.44,357.34,245.37,235.96,243.53,259.52,254.36,221.90,234.86,231.14,226.86,190.98,,,,,,,,,296.76,314.72,321.92,317.40,333.22,299.59,298.73,288.32,304.56,299.16,277.53,283.14
2018-05-16 22:25:09.912000,L8,312.15,313.18,313.56,310.90,297.19,301.51,339.04,332.24,338.41,349.93,325.03,333.84,335.87,327.42,326.70,334.22,326.59,,,,,338.90,331.88,316.96,321.24,316.80,295.35,327.93,,335.83,287.22,305.48,291.10,289.48,286.82,302.43,305.95
2018-06-01 22:24:57.602000,L8,,,,235.60,251.25,185.32,223.57,221.74,,196.20,222.65,216.30,208.57,213.42,208.60,193.71,178.97,,,,,,,,,,,,,255.98,,,,,,,
2018-06-26 22:19:00.588000,L8,,,,,,,,,,,179.16,203.68,195.17,199.33,187.00,179.21,171.92,,,,,,,,,,,,,204.13,,,,,,,
2018-07-28 22:19:15.360000,L8,320.37,234.89,244.81,260.03,268.82,263.69,243.74,248.65,233.20,234.22,258.17,249.23,218.03,224.40,225.58,197.64,188.91,,,,331.78,343.01,336.02,335.14,321.68,316.66,293.00,304.32,307.03,,312.20,291.27,299.02,309.67,309.46,307.08,300.21
2018-08-20 22:25:39.037000,L8,320.15,313.39,324.14,335.33,349.57,335.72,237.07,254.20,235.07,240.53,259.48,254.28,219.62,231.70,227.54,219.79,187.29,348.29,338.14,338.57,351.06,355.26,347.58,339.91,335.03,328.24,262.54,262.82,152.63,331.59,320.31,325.46,312.81,307.42,305.36,312.45,312.61
2018-10-07 22:25:57.862000,L8,281.82,303.77,288.79,325.54,337.85,340.90,338.50,332.80,298.96,294.29,337.12,340.01,335.90,238.88,241.14,233.34,191.45,307.96,312.86,334.15,344.19,344.15,351.52,333.04,323.83,327.47,338.20,303.09,165.39,327.55,300.59,305.53,303.29,304.26,321.61,300.88,294.16
2018-12-26 22:26:02.982000,L8,309.68,226.72,236.80,241.52,255.51,248.61,229.61,240.90,225.62,226.79,257.45,227.65,218.70,225.71,214.87,197.45,189.26,392.88,407.25,,,,,,,,322.46,333.78,333.34,328.88,,,,331.31,,,
2019-01-11 22:26:01.243000,L8,303.15,300.15,313.50,337.78,354.75,311.41,334.25,246.20,228.83,240.17,259.59,227.22,222.48,230.45,222.98,220.38,214.16,371.32,402.21,398.12,,,,,,,336.45,,158.80,311.93,,,324.96,330.68,,,
2019-02-05 22:19:45.318000,L8,224.68,230.10,241.84,247.74,259.87,258.64,236.25,251.64,233.46,242.46,265.73,225.67,218.03,229.02,213.91,215.94,189.39,,,,414.87,429.17,433.51,405.14,393.94,,317.58,327.78,158.59,325.43,,,,,,,
2019-02-28 22:25:51.358000,L8,224.00,229.93,241.56,246.78,259.11,255.94,234.97,248.37,233.00,237.10,261.63,229.74,219.83,230.53,223.50,217.40,193.72,403.20,395.05,418.68,416.55,,,,,,,331.29,326.36,337.66,,,,,,,
2019-04-01 22:25:42.620000,L8,304.89,279.99,275.39,312.65,312.52,321.27,320.27,286.86,339.99,240.47,300.64,339.13,347.02,309.96,345.30,354.26,319.30,371.25,,,,,,,,,313.30,322.94,156.34,329.91,323.01,318.02,311.71,306.33,373.17,350.62,333.72
2019-04-17 22:25:36.915000,L8,222.99,227.48,238.49,243.11,258.11,254.28,233.79,241.24,230.65,228.31,252.87,226.17,216.67,222.93,221.55,201.70,224.62,,,,,,,,,,,,153.64,332.54,,,,,,,
2019-05-12 22:19:32.441000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.93,,,,,,,
2019-05-19 22:25:47.593000,L8,,232.63,245.27,255.69,269.18,263.01,247.79,252.51,245.20,242.15,263.66,256.97,220.32,230.48,229.67,230.50,220.28,385.52,404.57,395.01,418.40,410.33,417.38,406.33,412.24,,325.73,325.89,321.83,335.64,,,285.18,325.32,,,
2019-06-04 22:25:55.831000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.93,,,,,,,
2019-07-06 22:26:05.791000,L8,,,,242.74,260.28,245.79,229.51,179.88,230.01,178.07,226.37,222.14,214.36,215.80,213.92,193.01,189.11,,,,,,,,,,,,,247.46,,,,,,,
2019-07-31 22:20:02.646000,L8,268.60,237.15,261.57,172.49,335.20,338.49,329.66,328.32,236.12,240.64,258.83,254.78,327.18,311.25,356.20,360.44,363.29,359.29,335.70,365.06,347.03,383.69,366.33,363.89,369.59,349.92,345.87,348.90,367.73,348.35,,355.39,359.90,351.41,,,
2019-08-23 22:26:20.734000,L8,320.76,315.92,322.20,323.79,348.08,359.48,354.18,348.55,342.40,357.94,339.90,356.82,372.16,337.37,374.27,339.66,382.15,372.74,388.28,375.37,396.17,398.07,401.37,398.05,392.54,369.36,361.73,363.47,365.18,369.81,383.95,382.99,354.74,363.12,327.41,,
2019-09-01 22:20:11.708000,L8,296.08,231.81,243.40,254.90,268.67,265.51,261.32,258.78,246.74,259.56,266.30,256.29,232.88,244.38,242.30,232.01,185.53,341.45,376.22,383.85,388.89,392.66,350.96,387.32,390.11,375.05,370.36,362.78,154.42,360.94,367.42,369.92,368.39,359.95,367.35,360.96,361.40
2019-09-08 22:26:24.429000,L8,308.27,279.13,310.89,332.77,340.73,333.38,345.34,337.51,233.19,237.23,261.53,251.23,227.80,246.14,239.85,236.34,186.03,367.26,379.11,376.48,383.97,375.69,382.60,394.41,377.09,364.28,363.57,357.96,349.78,320.47,353.91,355.92,339.77,365.31,374.34,360.16,352.43
2019-09-17 22:20:17.064000,L8,,,,,,,,,,157.59,218.49,211.32,204.58,200.11,196.26,185.22,173.15,,,,,,,,,,,,,231.72,,,,,,,
2019-11-11 22:26:31.992000,L8,297.78,294.12,314.99,245.73,259.16,257.34,237.78,251.86,232.22,242.72,266.36,230.09,220.10,233.05,228.61,228.86,235.12,,,,,,,,,,,,254.31,314.32,,,,,,,
2019-12-22 22:20:15.572000,L8,292.08,295.03,313.65,322.79,321.15,338.74,334.84,336.45,331.92,328.87,263.74,229.08,219.38,229.05,226.49,226.88,232.70,,,,,,,,,,355.91,338.37,343.94,340.22,397.67,384.16,370.88,360.75,,,395.41
2020-02-08 22:20:02.656000,L8,222.58,229.17,239.20,247.36,259.00,258.40,242.37,249.03,231.94,240.90,263.51,226.05,221.82,228.91,231.51,226.13,184.11,,,,,,,,,,,,161.41,355.81,,,,,,,
2020-02-24 22:19:58.916000,L8,223.74,228.46,237.75,246.86,259.61,258.47,234.26,252.00,231.97,236.65,261.30,231.36,218.71,228.27,229.65,228.92,230.35,,,,,,,,,,,,159.38,342.44,,,,,,,
2020-03-11 22:19:52.609000,L8,221.78,229.92,239.09,247.95,259.64,343.26,344.99,340.28,322.56,340.13,259.22,227.07,218.70,229.68,231.01,227.94,224.21,,,,,,,,,,,153.10,258.20,357.98,,,,,,,
2020-03-27 22:19:43.868000,L8,,,,,,,,,153.51,221.16,239.46,203.78,207.78,225.97,220.51,217.32,182.92,395.58,430.71,449.85,461.13,470.59,,,,,,,160.79,314.47,,,,,,,
2020-04-28 22:19:28.688000,L8,,,,,,,,,,,182.15,194.81,190.14,190.43,179.23,174.68,,,,,,,,,,,,,,210.09,,,,,,,
2020-05-05 22:25:35.297000,L8,304.25,184.15,183.58,177.16,178.45,175.07,169.41,345.52,353.12,326.43,348.35,257.82,358.72,369.58,339.77,382.53,384.37,386.93,389.16,400.19,406.00,407.18,,,,,319.88,368.68,366.24,354.68,410.26,402.01,376.58,356.47,399.07,422.69,408.72
2020-05-30 22:19:28.682000,L8,,230.10,244.87,250.50,264.21,256.83,240.86,243.54,236.51,226.93,252.21,223.91,218.11,224.77,208.61,208.34,183.12,,,,,,,,,,,,,,,,,,,,
