dates,nzd0339-0000,nzd0339-0001,nzd0339-0002,nzd0339-0003,nzd0339-0004,nzd0339-0005,nzd0339-0006,satname
2001-12-21 22:02:05+00:00,,195.23,258.65,220.42,260.19,177.48,,L7
2002-03-02 22:08:08+00:00,,195.23,258.65,224.015,259.66499999999996,181.3,245.36,L7
2003-10-16 21:51:19+00:00,246.37,224.32,219.14,215.89,224.42,230.94,,L5
2003-12-03 21:51:55+00:00,247.335,224.97,219.20499999999998,224.76,222.18,227.70499999999998,244.28,L5
2004-01-04 21:52:10+00:00,239.61333333333334,218.36666666666667,213.60666666666665,215.75,217.34666666666666,227.61333333333334,251.435,L5
2005-02-14 22:05:45+00:00,,,202.64,226.39,229.43,221.46,249.46,L5
2005-11-22 22:01:58+00:00,238.71,224.78,225.58,215.67,214.6,216.09,249.26,L5
2006-10-24 22:07:38+00:00,,,208.9,208.62,213.7,215.49,241.76,L5
2007-02-13 22:08:23+00:00,,,208.9,200.405,219.41,219.07,246.70499999999998,L5
2007-10-02 22:12:06+00:00,255.55,211.61,216.88,217.18,240.71,234.88,245.35,L5
2009-01-24 22:04:30+00:00,248.38,231.72,230.94,238.14,222.95,223.26,248.54,L5
2011-01-07 22:03:20+00:00,230.73,197.62,220.8,213.76,219.77,221.29,249.24,L5
2011-01-23 22:03:20+00:00,237.54,213.76999999999998,222.48000000000002,226.12,222.54000000000002,223.33499999999998,253.315,L5
2011-02-08 22:03:23+00:00,237.54,213.76999999999998,221.33333333333334,220.87,220.38333333333333,221.64666666666668,250.17333333333332,L5
2013-09-16 22:21:09+00:00,,,202.85,,262.66,253.21,273.17,L8
2013-10-18 22:21:01+00:00,258.29,245.61,204.155,218.2,253.12,231.95,273.17,L8
2013-10-27 22:14:43+00:00,256.99,248.91000000000003,205.25666666666666,221.485,252.10333333333335,233.67,273.17,L8
2013-11-03 22:20:56+00:00,270.02,256.73,205.25666666666666,241.23666666666668,256.29,239.055,274.83000000000004,L8
2013-11-19 22:20:49+00:00,276.765,261.005,205.25666666666666,251.945,259.91400000000004,242.632,277.77,L8
2014-02-07 22:20:09+00:00,283.538,266.704,205.25666666666666,260.514,263.875,247.64166666666665,281.90250000000003,L8
2014-02-16 22:14:14+00:00,284.105,265.7766666666667,206.7425,256.4316666666667,263.5285714285714,248.27285714285716,280.07,L8
2014-09-28 22:13:32+00:00,,,204.82,229.49,252.66,239.23,263.66,L8
2014-10-14 22:13:38+00:00,257.37,253.52,204.615,229.67000000000002,250.265,239.63,261.385,L8
2014-11-06 22:19:25+00:00,275.26,262.41,204.615,229.67000000000002,254.67,244.15,265.74666666666667,L8
2014-12-01 22:13:12+00:00,275.26,256.0733333333333,205.28666666666666,227.16666666666666,253.935,243.1925,265.74666666666667,L8
2015-01-25 22:19:08+00:00,275.26,253.0075,205.04,232.12,253.446,239.93400000000003,263.88,L8
2015-02-10 22:19:02+00:00,275.26,252.02399999999997,204.422,232.32199999999997,252.83666666666667,237.265,263.88,L8
2015-02-19 22:13:13+00:00,279.0133333333333,254.14000000000001,206.60833333333335,238.745,254.21,239.3814285714286,265.59000000000003,L8
2015-02-26 22:18:58+00:00,279.0133333333333,254.14000000000001,206.60833333333335,238.745,253.88875,238.1375,263.63,L8
2015-04-15 22:18:34+00:00,289.835,254.26400000000004,207.60500000000002,243.2825,255.21857142857144,238.10999999999999,263.526,L8
2015-10-24 22:19:16+00:00,284.23,270.26,266.0,268.5,260.67,250.1,271.55,L8
2015-12-27 22:19:19+00:00,289.045,272.515,271.135,275.775,263.775,252.74,274.145,L8
2016-01-05 22:13:05+00:00,296.7966666666667,281.6233333333333,280.3433333333333,285.3533333333333,272.3333333333333,261.69,282.58,L8
2016-02-06 22:13:01+00:00,287.3125,273.77,262.76,265.6,267.4925,256.2,276.245,L8
2016-02-13 22:19:08+00:00,284.024,272.98999999999995,251.38599999999997,259.82,265.6,254.46599999999998,274.96999999999997,L8
2016-08-07 22:19:13+00:00,270.87,269.87,205.89,236.7,255.35999999999999,240.84,265.18,L8
2016-08-16 22:13:29+00:00,,,,,255.955,240.04000000000002,269.635,L8
2016-09-08 22:19:24+00:00,,,,,253.4766666666667,238.51999999999998,264.93,L8
2017-01-23 22:13:31+00:00,262.33,256.64,213.02,242.57,253.91500000000002,239.5325,266.155,L8
2017-03-03 22:19:01+00:00,262.065,249.46499999999997,208.235,236.48,250.36333333333334,234.33666666666667,262.67499999999995,L8
2017-09-27 22:19:24+00:00,270.53,269.95,198.99,230.73,250.28,235.57,262.27,L8
2017-10-13 22:19:28+00:00,288.90999999999997,282.02,198.99,230.73,265.56,252.835,278.41499999999996,L8
2018-04-07 22:18:34+00:00,307.29,294.09,,,261.705,245.77,268.075,L8
2018-08-22 22:12:54+00:00,,,,,248.05999999999997,228.935,247.86,L8
2018-09-07 22:13:00+00:00,289.31,269.88,215.12,,248.05999999999997,228.935,247.86,L8
2018-09-14 22:18:48+00:00,289.31,269.88,206.98000000000002,225.09,245.86999999999998,229.45000000000002,250.99666666666667,L8
2018-11-10 22:12:56+00:00,300.85,282.71500000000003,206.98000000000002,225.09,259.9166666666667,246.8766666666667,269.2233333333333,L8
2019-03-02 22:13:05+00:00,290.1666666666667,278.5366666666667,206.98000000000002,225.09,260.30333333333334,249.02333333333334,267.30333333333334,L8
2019-09-01 22:19:23+00:00,,,186.26,222.89,254.39,246.42,255.49,L8
2019-09-17 22:19:29+00:00,223.35,,186.26,222.89,247.08999999999997,234.18,245.34,L8
2019-12-22 22:19:27+00:00,231.625,269.08,197.04,228.925,249.66333333333333,229.21,246.17333333333332,L8
2020-03-27 22:18:55+00:00,239.9,269.08,207.82,234.96,248.525,216.31,240.965,L8
2020-05-07 22:12:24+00:00,239.9,269.08,207.82,234.96,250.85666666666668,220.29666666666665,252.05000000000004,L8
2020-09-19 22:19:27+00:00,,,,,245.69333333333336,223.23333333333335,248.37,L8
2020-10-05 22:19:31+00:00,278.47,269.68,207.9,225.14,250.40333333333334,233.56000000000003,257.10333333333335,L8
2020-10-14 22:13:20+00:00,278.47,259.765,206.70499999999998,231.865,250.03,233.5075,255.7975,L8
2020-10-21 22:19:31+00:00,289.355,267.00666666666666,206.70499999999998,250.13666666666666,254.65,239.06,261.278,L8
2020-12-24 22:19:30+00:00,286.47333333333336,267.9325,206.70499999999998,253.3775,255.57,242.346,260.43,L8
2021-02-03 22:13:32+00:00,283.1,268.364,207.86333333333334,250.092,256.25666666666666,243.50333333333333,261.59,L8
2021-02-10 22:19:17+00:00,281.952,268.965,208.03,247.71833333333333,256.6228571428572,244.19571428571427,263.37714285714287,L8
2021-08-30 22:13:14+00:00,,,184.07,223.87,260.09,252.37,272.95,L8
2021-11-02 22:13:26+00:00,285.11,267.46,184.07,241.82,257.29499999999996,249.96,274.81,L8
2021-11-06 22:14:00+00:00,290.425,272.485,184.07,254.61333333333332,260.87666666666667,252.12,274.8533333333333,L9
2022-01-20 22:19:27+00:00,280.04333333333335,270.2033333333333,193.63,254.61333333333332,257.7275,248.3075,268.65250000000003,L9
2022-01-21 22:13:11+00:00,277.325,269.6525,198.42333333333332,254.42,256.682,247.86999999999998,267.152,L8
2022-01-28 22:19:19+00:00,282.662,273.738,198.42333333333332,254.42,260.98333333333335,251.75166666666667,271.59499999999997,L8
