dates,satname,nzd0339-0000,nzd0339-0001,nzd0339-0002,nzd0339-0003,nzd0339-0004,nzd0339-0005,nzd0339-0006
2001-12-21 22:02:05.831000,L7,,195.23,258.65,220.42,260.19,177.48,
2002-03-02 22:08:08.883000,L7,,,,227.61,259.14,185.12,245.36
2003-10-16 21:51:19.969000,L5,246.37,224.32,219.14,215.89,224.42,230.94,258.41
2003-12-03 21:51:55.424000,L5,248.30,225.62,219.27,233.63,219.94,224.47,244.28
2004-01-04 21:52:10.021000,L5,224.17,205.16,202.41,197.73,207.68,227.43,258.59
2005-02-14 22:05:45.214000,L5,,,202.64,226.39,229.43,221.46,249.46
2005-09-10 22:07:19.674000,L5,,,,,210.93,204.52,219.27
2005-11-22 22:01:58.720000,L5,238.71,224.78,225.58,215.67,214.60,216.09,249.26
2006-01-25 22:03:29.142000,L5,,187.28,209.82,209.64,210.09,213.45,235.14
2006-10-24 22:07:38.411000,L5,,,208.90,208.62,213.70,215.49,241.76
2007-02-13 22:08:23.117000,L5,,,,192.19,225.12,222.65,251.65
2007-10-02 22:12:06.896000,L5,255.55,211.61,216.88,217.18,240.71,234.88,245.35
2009-01-24 22:04:30.805000,L5,248.38,231.72,230.94,238.14,222.95,223.26,248.54
2010-10-10 22:09:11.852000,L5,248.28,214.37,215.25,220.24,235.10,228.17,250.05
2011-01-07 22:03:20.155000,L5,230.73,197.62,220.80,213.76,219.77,221.29,249.24
2011-01-23 22:03:20.850000,L5,244.35,229.92,224.16,238.48,225.31,225.38,257.39
2011-02-08 22:03:23.241000,L5,,,219.04,210.37,216.07,218.27,243.89
2013-09-16 22:21:09.463000,L8,,,202.85,271.72,262.66,253.21,273.17
2013-10-18 22:21:01.576000,L8,258.29,245.61,205.46,218.20,243.58,210.69,
2013-10-27 22:14:43.714000,L8,255.69,252.21,207.46,224.77,250.07,237.11,
2013-11-03 22:20:56.205000,L8,296.08,272.37,278.40,280.74,268.85,255.21,276.49
2013-11-19 22:20:49.563000,L8,297.00,273.83,278.19,284.07,274.41,256.94,283.65
2013-12-14 22:14:33.459000,L8,314.67,298.92,295.79,298.43,285.33,274.11,302.53
2013-12-14 22:14:57.422000,L8,315.82,300.04,297.07,299.38,286.08,274.78,303.94
2013-12-21 22:20:39.177000,L8,,229.85,260.95,265.74,261.21,251.11,274.64
2014-02-07 22:20:09.196000,L8,310.63,289.50,289.86,294.79,283.68,272.69,294.30
2014-02-16 22:13:50.683000,L8,289.34,262.51,212.62,270.69,261.76,252.29,273.00
2014-02-16 22:14:14.638000,L8,286.94,261.14,211.20,236.02,261.45,252.06,272.74
2014-04-05 22:13:34.516000,L8,,,,,251.02,239.39,251.58
2014-09-28 22:13:08.778000,L8,281.43,259.29,217.63,247.18,260.24,249.90,271.73
2014-09-28 22:13:32.732000,L8,,,204.82,229.49,252.66,239.23,263.66
2014-10-14 22:13:14.573000,L8,253.66,205.51,201.57,224.53,245.56,237.73,255.70
2014-10-14 22:13:38.532000,L8,257.37,253.52,204.41,229.85,247.87,240.03,259.11
2014-10-21 22:19:25.564000,L8,,,,191.52,233.98,246.46,273.92
2014-11-06 22:19:25.282000,L8,293.15,271.30,275.26,281.86,263.48,253.19,274.47
2014-12-01 22:13:12.181000,L8,251.33,243.40,206.63,222.16,251.73,240.32,
2014-12-01 22:13:36.144000,L8,204.40,244.39,206.19,237.47,253.49,242.15,263.59
2015-01-09 22:19:14.700000,L8,283.83,270.81,,,,,
2015-01-25 22:19:08.635000,L8,,243.81,204.30,246.98,251.49,226.90,258.28
2015-02-10 22:19:02.830000,L8,218.97,248.09,201.95,233.13,249.79,223.92,
2015-02-19 22:12:49.582000,L8,290.64,270.30,261.51,271.82,263.47,253.00,273.72
2015-02-19 22:13:13.545000,L8,286.52,264.72,217.54,270.86,262.45,252.08,272.43
2015-02-26 22:18:58.832000,L8,,,,201.56,251.64,229.43,253.83
2015-04-15 22:18:34.670000,L8,,,,216.23,255.95,240.93,258.62
2015-10-24 22:19:16.646000,L8,284.23,270.26,266.00,268.50,260.67,250.10,271.55
2015-12-20 22:13:09.373000,L8,311.01,294.17,292.24,299.01,284.72,275.28,298.30
2015-12-20 22:13:33.327000,L8,294.19,274.26,270.35,279.45,265.89,256.06,276.76
2015-12-27 22:19:19.236000,L8,293.86,274.77,276.27,283.05,266.88,255.38,276.74
2016-01-05 22:13:05.152000,L8,312.30,299.84,298.76,304.51,289.45,279.59,299.45
2016-01-05 22:13:29.107000,L8,312.85,301.06,298.54,305.28,289.89,279.56,300.33
2016-02-06 22:13:01.784000,L8,258.86,250.21,210.01,206.34,252.97,239.73,257.24
2016-02-06 22:13:25.747000,L8,259.04,250.30,210.20,205.22,253.23,239.77,257.21
2016-02-13 22:19:08.559000,L8,270.87,269.87,205.89,236.70,258.03,247.53,269.87
2016-08-07 22:19:13.378000,L8,,,,,252.69,234.15,260.49
2016-08-16 22:13:29.538000,L8,,,,,259.22,245.93,278.78
2016-09-08 22:19:24.689000,L8,,,,,248.52,235.48,255.52
2017-01-23 22:13:07.208000,L8,259.00,254.36,211.10,236.83,253.39,240.56,267.73
2017-01-23 22:13:31.167000,L8,262.33,256.64,213.02,242.57,255.23,242.57,269.83
2017-03-03 22:19:01.549000,L8,261.80,242.29,203.45,230.39,247.34,224.96,
2017-09-27 22:19:24.491000,L8,270.53,269.95,198.99,230.73,250.28,235.57,262.27
2017-10-13 22:19:28.919000,L8,307.29,294.09,290.03,294.64,280.84,270.10,294.56
2018-04-07 22:18:34.855000,L8,,,,,242.57,221.44,241.59
2018-08-22 22:12:30.412000,L8,,,,,251.07,233.63,248.56
2018-08-22 22:12:54.367000,L8,,,,,253.55,236.43,254.13
2018-09-07 22:13:00.241000,L8,289.31,269.88,215.12,,,,
2018-09-14 22:18:48.928000,L8,,,198.84,225.09,241.49,230.48,257.27
2018-11-10 22:12:56.881000,L8,312.39,295.55,291.82,296.45,284.71,273.72,296.27
2018-11-10 22:13:20.844000,L8,312.02,295.39,291.22,296.27,284.57,273.53,295.61
2019-01-04 22:19:03.634000,L8,262.65,263.62,206.64,230.58,249.49,221.51,
2019-03-02 22:12:41.167000,L8,294.06,273.77,263.09,270.32,264.10,253.41,273.67
2019-03-02 22:13:05.126000,L8,268.80,270.18,,,254.71,242.87,248.37
2019-09-01 22:19:23.782000,L8,,,186.26,222.89,254.39,246.42,255.49
2019-09-17 22:19:29.137000,L8,223.35,,,,239.79,221.94,235.19
2019-10-28 22:13:24.474000,L8,,,,,252.79,238.98,254.90
2019-10-28 22:13:48.433000,L8,,,,,256.97,243.63,263.83
2019-11-13 22:13:21.985000,L8,206.25,230.23,201.42,213.27,237.03,212.49,
2019-12-22 22:19:27.650000,L8,239.90,269.08,207.82,234.96,254.81,219.27,247.84
2020-03-27 22:18:55.950000,L8,,,,,242.24,213.35,234.09
2020-05-07 22:12:24.481000,L8,,,,,255.52,228.27,274.22
2020-09-12 22:13:14.819000,L8,,,176.39,223.28,256.00,244.78,260.51
2020-09-19 22:19:27.846000,L8,,,,,239.32,228.08,236.80
2020-10-05 22:19:31.113000,L8,278.47,269.68,207.90,225.14,256.37,244.33,260.29
2020-10-14 22:13:20.968000,L8,222.62,249.85,205.51,238.59,248.91,233.35,251.88
2020-10-14 22:13:44.927000,L8,221.95,254.43,206.49,237.76,249.50,236.94,254.18
2020-10-21 22:19:31.713000,L8,300.24,281.49,283.04,286.68,273.13,261.27,283.20
2020-12-24 22:19:30.619000,L8,280.71,270.71,263.37,263.10,260.12,244.70,269.98
2021-02-03 22:13:08.109000,L8,289.24,273.25,267.66,270.05,263.72,253.06,274.03
2021-02-03 22:13:32.068000,L8,272.98,270.09,210.18,236.95,259.69,249.29,267.39
2021-02-10 22:19:17.410000,L8,277.36,271.97,208.53,235.85,258.82,248.35,274.10
2021-02-19 22:13:27.767000,L8,282.73,271.92,213.92,268.40,261.04,250.87,272.96
2021-08-30 22:13:14.099000,L8,,,184.07,223.87,260.09,252.37,272.95
2021-08-30 22:13:38.062000,L8,,,,219.48,259.09,251.78,271.64
2021-10-01 22:13:22.595000,L8,281.25,263.04,241.13,241.90,260.26,250.65,273.46
2021-10-01 22:13:46.563000,L8,280.17,258.75,252.07,238.74,259.82,248.96,272.86
2021-11-02 22:13:26.046000,L8,285.11,267.46,261.00,259.77,254.50,247.55,276.67
2021-11-02 22:13:50.004000,L8,282.88,262.43,211.27,256.03,251.95,243.88,274.14
2021-11-06 22:14:00.001000,L9,295.74,277.51,277.45,280.20,268.04,256.44,274.94
2021-11-06 22:14:23.901000,L9,294.53,275.79,271.27,273.22,265.07,254.59,272.47
2021-11-18 22:13:20.648000,L8,359.99,354.92,355.71,342.15,323.77,350.22,325.35
2021-11-18 22:13:44.611000,L8,313.12,293.09,292.00,317.03,282.81,275.06,299.07
2022-01-20 22:19:27.426000,L9,259.28,265.64,203.19,229.04,248.28,236.87,250.05
2022-01-21 22:13:11.780000,L8,269.17,268.00,208.01,253.84,252.50,246.12,261.15
2022-01-21 22:13:35.739000,L8,278.24,269.65,209.01,255.78,254.12,248.28,264.24
2022-01-28 22:19:19.852000,L8,304.01,290.08,291.04,294.18,282.49,271.16,293.81
2022-01-29 22:13:17.402000,L9,306.94,296.41,298.39,301.49,288.68,277.58,298.71
2022-01-29 22:13:41.369000,L9,289.36,276.34,273.24,276.12,264.80,255.84,275.26
2022-02-13 22:19:16.656000,L8,262.23,261.70,204.60,225.24,250.74,241.69,258.51
2022-02-14 22:13:36.888000,L9,312.70,294.31,292.73,293.79,283.61,272.33,295.08
2022-03-09 22:19:13.418000,L9,,,199.53,227.59,259.29,245.68,270.85
2022-04-02 22:18:55.660000,L8,,,187.31,221.39,254.41,238.42,250.62
2022-04-03 22:12:57.221000,L9,,,,224.72,256.32,239.27,256.12
2022-04-03 22:13:21.180000,L9,,,,,254.53,236.68,253.74
2022-05-05 22:12:42.986000,L9,,,,,244.70,236.19,241.30
2022-09-09 22:19:47.446000,L8,,,,,258.59,239.09,270.22
2022-11-13 22:13:53.032000,L9,293.06,276.12,274.11,276.71,263.47,254.93,275.75
2022-12-31 22:13:51.762000,L9,276.17,270.62,212.65,231.31,260.48,244.39,267.20
2023-01-08 22:13:24.303000,L8,316.90,297.51,294.06,297.10,286.01,275.42,296.81
2023-01-08 22:13:48.257000,L8,317.62,298.17,294.55,297.94,287.04,275.75,297.63
2023-01-16 22:13:22.088000,L9,310.16,297.22,296.08,297.99,288.42,329.32,320.61
2023-01-16 22:13:46.043000,L9,310.69,297.67,296.65,298.76,288.84,329.74,321.03
2023-01-24 22:13:46.509000,L8,269.16,269.73,209.19,236.68,253.34,250.82,266.51
2023-02-08 22:19:42.336000,L9,264.11,252.58,204.36,210.25,246.54,237.52,253.58
2023-02-16 22:19:25.853000,L8,278.16,270.11,213.69,233.66,258.60,248.02,267.79
2023-02-17 22:13:25.410000,L9,,,201.50,198.74,239.98,237.96,251.79
2023-03-05 22:13:13.287000,L9,288.01,260.35,217.25,233.86,256.86,245.33,268.64
2023-03-05 22:13:37.250000,L9,289.60,261.27,217.56,234.00,257.35,246.43,270.47
2023-03-13 22:12:59.020000,L8,,,,,234.15,235.77,245.06
2023-03-21 22:13:31.023000,L9,,,,,246.87,235.91,250.48
2023-03-28 22:19:09.316000,L9,,,,,241.64,224.91,247.10
2023-03-29 22:12:48.912000,L8,,,193.43,227.82,253.41,245.11,255.86
2023-03-29 22:13:12.871000,L8,,,,,241.48,235.45,247.31
2023-04-06 22:12:57.203000,L9,,,,210.27,244.56,235.43,248.96
