dates,satname,nzd0195-0000,nzd0195-0001,nzd0195-0002,nzd0195-0003,nzd0195-0004,nzd0195-0005
1999-08-12 21:52:44.265000,L7,291.23,313.72,315.83,307.36,293.30,321.39
1999-09-29 21:52:52.243000,L7,372.33,367.28,338.26,342.22,340.84,327.04
1999-10-15 21:52:49.322000,L7,,393.29,354.52,346.81,347.53,334.64
1999-12-09 21:58:57.676000,L7,,332.53,401.46,375.53,338.25,
2000-02-04 21:52:37.377000,L7,342.67,307.74,314.65,388.53,370.92,267.28
2000-03-14 21:58:35.291000,L7,280.48,299.71,304.60,289.43,,
2000-03-30 21:58:33.541000,L7,368.65,298.89,306.11,386.60,377.25,362.37
2000-08-14 21:50:56.232000,L7,294.20,310.57,313.39,381.35,368.53,362.42
2000-10-17 21:50:01.277000,L7,348.06,361.62,346.09,353.62,352.89,345.24
2001-01-05 21:50:16.585000,L7,338.34,353.90,378.89,377.08,298.66,356.36
2001-03-10 21:50:10.732000,L7,287.12,304.73,309.38,301.72,290.45,
2001-03-26 21:50:01.268000,L7,369.85,379.62,379.37,378.53,371.09,373.51
2001-06-05 21:55:40.577000,L7,293.50,315.66,314.55,302.48,285.67,370.16
2001-06-21 21:55:29.297000,L7,278.59,310.40,316.91,306.24,290.33,
2001-06-30 21:49:12.248000,L7,283.50,311.99,325.71,306.33,,
2001-09-09 21:54:36.880000,L7,287.96,303.79,313.95,302.60,286.82,
2001-09-25 21:54:28.694000,L7,285.93,300.10,307.10,393.90,380.40,357.04
2001-10-11 21:54:09.862000,L7,,329.43,349.45,355.19,335.50,319.64
2001-11-05 21:48:14.934000,L7,396.00,324.32,326.46,318.55,307.18,319.37
2002-01-24 21:48:42.967000,L7,,,350.41,354.74,350.90,337.91
2002-06-01 21:48:28.245000,L7,281.62,304.28,309.68,,,
2002-06-24 21:54:28.353000,L7,310.41,324.08,315.88,325.58,294.91,308.83
2002-07-19 21:48:09.583000,L7,,,,395.84,376.66,328.80
2002-08-20 21:47:58.545000,L7,285.89,308.23,311.55,293.78,282.46,
2002-08-27 21:54:00.253000,L7,351.16,357.20,369.85,369.31,366.00,358.33
2002-10-07 21:47:33.100000,L7,334.56,335.01,316.32,366.47,361.99,344.64
2002-10-14 21:53:43.769000,L7,347.99,355.67,309.15,362.77,357.69,347.07
2002-10-23 21:47:39.211000,L7,353.87,361.07,380.87,374.86,368.61,357.20
2003-01-18 21:54:30.278000,L7,362.59,367.50,306.44,378.97,371.97,356.81
2003-03-23 21:54:40.711000,L7,276.30,,,,,
2003-04-24 21:54:46.433000,L7,283.80,306.87,306.13,298.71,283.92,
2003-05-03 21:48:37.175000,L7,287.83,314.88,312.49,306.15,290.07,
2003-05-10 21:54:46.466000,L7,305.79,354.15,344.01,308.40,299.67,333.21
2003-05-26 21:54:43.917000,L7,280.90,312.86,311.87,298.01,,
2003-07-21 21:42:33.857000,L5,383.32,371.60,381.88,388.67,381.10,369.57
2003-08-06 21:42:51.203000,L5,294.92,311.26,314.93,305.73,305.15,313.61
2003-10-18 21:37:48.406000,L5,303.60,301.90,317.50,282.80,,
2003-10-25 21:44:04.226000,L5,285.32,297.73,307.53,292.81,295.66,305.70
2003-11-19 21:38:14.402000,L5,,,317.07,308.39,308.57,314.34
2004-02-14 21:44:57.678000,L5,338.85,348.29,352.68,347.28,338.10,337.77
