dates,satname,nzd0333-0000,nzd0333-0001,nzd0333-0002,nzd0333-0003,nzd0333-0004,nzd0333-0005,nzd0333-0006,nzd0333-0007,nzd0333-0008,nzd0333-0009,nzd0333-0010,nzd0333-0011,nzd0333-0012,nzd0333-0013,nzd0333-0014,nzd0333-0015,nzd0333-0016,nzd0333-0017,nzd0333-0018,nzd0333-0019,nzd0333-0020,nzd0333-0021,nzd0333-0022,nzd0333-0023,nzd0333-0024,nzd0333-0025,nzd0333-0026,nzd0333-0027
2004-09-16 21:56:53.497000,L5,,,,,,,,,,,,,,,,223.19,261.93,256.96,249.81,243.60,251.29,239.81,230.68,245.73,250.25,243.64,224.24,195.83
2004-10-02 21:57:14.880000,L5,,,,,,,,206.76,221.63,224.79,232.54,231.10,,,210.61,211.87,243.23,245.27,243.38,249.47,249.89,240.31,230.69,232.81,235.48,213.42,185.77,
2004-10-02 21:57:38.853000,L5,,,,,,,,,,,,,,,,199.25,216.50,241.94,236.94,246.51,244.82,239.05,228.38,221.60,230.68,201.60,,
2004-11-10 22:04:11.885000,L5,,,,,,,,,,247.56,250.60,270.61,281.72,269.21,260.02,286.39,296.28,298.45,289.25,287.75,289.08,284.34,266.88,260.84,264.55,269.35,254.27,196.53
2005-02-14 22:05:45.214000,L5,280.08,270.38,267.66,263.13,263.56,264.65,263.60,253.32,245.79,252.80,257.51,277.60,284.05,269.20,269.50,299.30,302.80,290.11,293.41,295.15,295.01,273.66,268.25,266.05,273.54,272.99,257.14,221.85
2005-02-23 21:59:43.397000,L5,,,,,,,219.77,215.31,220.63,223.51,228.98,177.92,,,220.39,225.05,253.15,241.23,234.51,236.06,248.97,241.71,230.99,229.36,231.43,233.25,203.67,180.18
2005-02-23 22:00:07.370000,L5,,,,,,185.56,222.51,216.78,222.43,225.46,231.81,241.09,219.07,,223.19,241.37,255.99,244.33,244.23,241.13,251.07,243.24,235.32,236.76,236.42,241.04,207.07,183.13
2005-03-11 21:59:55.791000,L5,,,,,,,,,,,,,,,,171.67,250.50,233.38,240.09,228.60,216.16,224.26,225.61,219.91,236.62,228.95,201.74,182.94
2005-03-11 22:00:19.764000,L5,,,,,,191.54,214.12,210.46,217.93,223.51,231.59,242.25,249.11,,,189.59,256.65,243.30,247.22,238.37,249.39,234.07,231.69,230.48,242.81,242.66,211.06,187.49
2005-03-18 22:06:10.424000,L5,,,,,,,,,,,,,,,,,247.90,255.38,253.08,242.52,251.28,238.71,233.75,238.85,228.98,220.63,197.03,173.95
2005-04-12 22:00:30.943000,L5,,,,,,,,,,,,,,,,,,,218.36,229.62,221.22,226.76,217.87,218.88,228.74,217.04,202.58,174.42
2005-05-05 22:06:25.562000,L5,,,,,,,227.54,216.34,226.54,224.70,232.34,,265.34,247.83,178.06,268.03,274.83,266.43,264.37,265.93,262.56,251.27,244.44,243.00,252.57,257.82,246.86,203.95
2005-05-30 22:00:27.276000,L5,,,,,,,,,,,,,,,,,,,,,186.64,220.87,232.58,230.52,244.54,246.49,224.24,175.86
2005-09-10 22:07:19.674000,L5,,,,,,,,,,,,,,,,186.06,251.34,233.43,234.51,230.34,222.64,240.25,244.42,246.21,248.11,252.15,233.24,192.65
2005-09-19 22:01:08.704000,L5,,,,,,,186.33,203.70,220.17,224.70,226.62,173.12,,,220.48,188.99,248.83,229.08,226.67,229.42,219.18,228.67,227.50,226.94,231.04,227.02,203.11,177.29
2005-09-19 22:01:32.820000,L5,,,,,,177.02,216.30,206.87,221.14,227.15,228.75,236.54,249.73,223.84,224.93,203.46,252.75,235.77,244.05,234.06,224.57,233.97,231.85,235.18,235.63,238.13,213.81,181.49
2005-11-22 22:01:34.747000,L5,293.33,278.32,260.41,260.51,261.01,259.77,256.85,257.91,259.22,272.65,275.40,292.29,296.04,293.09,278.24,302.72,295.76,283.56,284.18,284.17,276.47,272.91,275.31,281.77,283.54,285.24,274.84,236.85
2005-11-22 22:01:58.720000,L5,293.85,278.56,260.51,261.26,260.76,260.00,256.23,257.98,258.20,273.04,275.90,292.82,296.28,293.30,278.72,302.34,295.99,283.74,284.45,284.24,276.53,273.32,275.59,282.05,283.60,286.75,275.24,236.95
2006-06-25 22:11:56.212000,L5,,,,,,,,,,,,,,,,272.91,195.01,277.16,270.17,265.25,265.03,256.97,256.24,254.78,258.97,259.91,258.35,224.62
2006-08-21 22:06:31.405000,L5,,,,,,,,,,,,,,,,,242.25,230.29,244.27,237.68,233.50,233.55,230.76,217.44,224.38,211.85,188.75,
2006-08-21 22:06:55.521000,L5,,,,,,,,,,,,,,,,,247.19,235.02,247.30,241.70,237.27,238.48,235.82,226.44,229.00,215.09,197.14,170.67
2006-08-28 22:12:47.566000,L5,,,,,,,,,,,,,,,,,,,233.95,231.58,222.54,234.33,201.58,203.81,207.65,195.02,182.89,
2006-09-22 22:06:54.827000,L5,,,,,,,,,,,,,,,,187.54,239.90,233.70,235.90,230.72,227.44,224.12,207.80,208.17,194.97,213.45,196.63,182.35
2006-09-22 22:07:18.800000,L5,,,,,,,,,,,,,,,228.98,208.42,256.28,249.76,248.97,239.92,235.69,232.29,214.04,216.04,207.23,218.84,206.06,188.44
2006-10-08 22:07:29.137000,L5,,,,,,204.68,215.54,212.72,218.43,217.58,222.40,194.93,,,,,,,230.36,226.64,223.40,220.09,220.55,216.73,229.39,221.75,209.46,184.41
2006-10-24 22:07:14.438000,L5,290.30,281.11,277.63,276.68,276.92,285.03,285.55,279.36,280.32,282.40,280.24,295.93,288.93,288.75,283.20,301.33,301.97,295.26,294.06,298.57,297.50,287.89,287.25,288.35,285.08,279.32,270.89,255.66
2006-10-24 22:07:38.411000,L5,290.44,280.17,277.74,276.73,276.99,283.68,284.77,278.35,278.95,283.33,280.84,293.33,288.72,287.64,282.74,300.26,302.00,294.82,293.60,297.65,297.23,287.77,286.94,287.78,284.75,279.01,269.83,252.31
2006-10-31 22:13:29.135000,L5,279.12,267.15,266.10,267.47,262.72,258.02,258.36,277.31,282.47,278.66,279.79,295.30,301.06,290.38,260.63,277.65,282.19,276.07,273.32,273.53,274.75,290.53,291.83,290.77,283.48,284.04,273.75,218.38
2007-02-04 22:14:09.375000,L5,273.87,261.98,260.00,259.23,258.53,262.22,268.38,268.30,270.97,274.11,280.92,293.46,286.48,269.10,264.55,280.62,274.45,259.99,222.29,186.73,,,,,,,,
2007-02-13 22:08:23.117000,L5,,,,,,,194.62,212.03,221.83,218.17,219.58,219.03,,,,211.38,260.46,247.70,248.21,241.17,236.84,239.66,235.73,222.15,224.78,221.42,205.19,
2007-09-09 22:06:09.271000,L5,,,,,,,,,,,,,,,,,226.42,230.79,238.11,232.06,219.99,224.24,222.61,221.07,217.97,213.04,199.73,169.08
2007-09-09 22:06:33.244000,L5,,,,,,,212.95,216.12,226.96,221.02,220.02,229.57,236.19,,,222.11,252.49,237.38,243.60,235.65,225.87,230.40,226.51,225.14,224.51,216.14,202.73,174.60
2007-10-02 22:12:06.896000,L5,,,,,,,198.66,203.05,195.99,210.46,202.22,169.36,181.05,,,194.58,182.21,209.72,219.46,218.38,219.85,214.37,205.66,211.47,208.77,205.63,208.38,179.97
2008-10-29 21:56:36.227000,L5,,,,,,178.81,219.81,218.69,219.79,217.66,213.07,209.94,,,211.20,219.92,255.34,213.77,245.41,223.99,222.43,234.64,214.24,209.34,203.80,196.17,191.02,
2008-10-29 21:57:00.343000,L5,,,,,,,213.59,207.93,205.05,211.18,206.07,183.03,,,,,166.60,200.99,233.33,215.22,214.20,217.47,200.91,200.96,196.12,184.37,,
2009-01-24 22:04:30.805000,L5,,,,,,199.51,213.23,209.81,216.42,221.68,233.70,249.16,246.57,171.74,229.56,205.40,251.80,233.73,230.02,230.23,221.04,225.20,222.84,225.70,239.24,229.69,215.40,188.72
2009-02-02 21:58:34.187000,L5,,,,,,,,,,,,,,,,,,,213.51,216.86,213.69,217.48,213.81,212.45,216.14,212.66,199.19,173.33
2009-02-02 21:58:58.159000,L5,,,,,,,,,,,,,,,,,169.32,190.34,217.62,220.39,216.35,220.38,219.83,214.60,218.71,215.86,201.33,176.13
2009-02-18 21:58:58.554000,L5,,,,,,,,,,,,,,,,,,213.29,222.49,223.60,206.67,217.64,209.82,214.18,211.01,209.09,185.88,172.52
2009-02-18 21:59:22.670000,L5,,,,,,,,,,,,,,,,,,,217.68,222.30,204.18,215.37,207.98,212.57,208.72,206.97,184.19,169.06
2010-02-21 22:03:56.549000,L5,,,,,,,,,,,,,,,,,,232.06,220.36,223.00,216.22,219.74,212.91,206.58,202.54,221.51,207.66,185.62
2010-02-21 22:04:20.664000,L5,,,,,,,209.11,207.40,207.25,214.21,217.27,220.18,181.30,157.33,,181.83,240.96,237.23,224.71,226.57,220.01,224.59,216.17,208.49,204.74,223.32,212.44,187.78
2010-10-03 22:03:04.727000,L5,214.98,205.40,188.52,191.12,257.25,259.99,261.70,263.89,266.01,250.69,211.50,235.44,269.01,176.59,268.75,257.18,287.46,278.42,276.02,272.55,271.62,262.58,253.49,255.52,267.27,250.00,,
2010-10-10 22:09:11.852000,L5,,,,,,195.42,212.37,209.17,219.34,217.78,220.80,200.47,232.48,223.39,213.80,221.72,246.98,241.17,224.34,229.09,219.57,219.51,212.43,208.05,202.89,222.40,216.59,182.16
2010-10-26 22:09:02.853000,L5,,,,,,,,,,,,,,,,,,241.84,244.42,246.11,249.99,243.76,238.96,209.46,206.29,215.71,208.27,175.37
2011-01-07 22:02:56.182000,L5,302.22,292.98,290.64,293.66,296.22,293.73,290.31,290.36,279.99,291.23,289.01,294.89,294.74,298.18,300.17,311.59,309.55,310.72,305.96,300.41,303.02,289.21,283.05,284.73,286.39,288.11,291.65,284.36
2011-01-07 22:03:20.155000,L5,,,,,,216.13,223.49,216.26,218.80,222.35,226.33,224.95,229.79,220.58,226.35,236.99,241.08,237.33,231.78,231.71,228.01,220.61,215.81,210.62,210.82,216.29,202.29,174.32
2011-01-23 22:02:56.734000,L5,284.64,270.23,273.18,269.61,262.66,262.17,262.77,260.89,267.04,265.40,270.42,276.04,279.69,275.02,271.64,282.87,284.13,282.45,276.27,273.72,274.82,266.82,266.03,246.88,251.40,264.75,261.94,235.42
2011-01-23 22:03:20.850000,L5,285.67,270.68,272.38,268.90,262.93,263.04,263.23,261.45,267.94,266.09,271.13,276.80,279.47,275.62,271.40,283.11,284.37,282.99,277.09,274.75,275.01,268.60,267.13,248.92,251.92,264.99,262.93,236.22
2011-02-08 22:02:59.125000,L5,,,,,,,,,,,,,,,,,,,181.95,224.20,210.69,217.86,218.85,211.74,215.30,223.36,210.57,186.54
2011-02-08 22:03:23.241000,L5,,,,,,,,,,,,,,,,,,226.45,216.45,232.03,222.09,222.28,222.54,213.95,217.40,225.81,215.96,190.02
2011-02-15 22:09:10.419000,L5,,,,,,,,200.83,206.16,216.60,227.32,174.74,,,,,,204.06,217.12,216.10,211.29,212.16,205.75,207.80,224.90,220.76,206.23,175.69
2011-03-12 22:02:55.330000,L5,,,,,,,212.40,205.83,219.23,215.38,209.05,212.72,,,,,,227.52,224.31,226.46,223.12,223.06,220.48,209.86,208.96,217.00,202.95,172.87
2011-03-12 22:03:19.303000,L5,,,,,,,197.87,204.60,218.59,216.34,209.18,170.69,,,,,,203.65,223.88,227.19,222.99,223.63,219.62,210.65,208.97,216.96,202.22,172.14
2011-03-28 22:02:50.009000,L5,,,,,,,,202.51,207.71,217.90,222.97,,,,,222.09,243.55,243.99,234.16,234.76,232.57,228.44,221.77,208.05,208.56,215.45,201.56,176.66
2013-05-11 22:21:07.084000,L8,,,,,,,,,,,,,,,,,240.19,235.68,227.84,238.77,234.43,240.77,229.84,224.20,223.65,229.70,227.85,202.85
2013-09-16 22:21:09.463000,L8,,,,,,233.65,243.23,233.89,236.02,237.02,238.77,245.56,240.72,241.40,236.36,253.91,246.64,240.60,240.33,246.19,248.83,240.61,234.93,225.71,226.13,232.97,221.22,189.78
2013-10-18 22:21:01.576000,L8,,,,,,237.05,242.77,237.74,232.04,235.28,238.45,243.74,238.56,230.22,230.71,240.15,244.88,232.53,243.00,246.24,249.22,240.08,236.47,226.10,226.44,232.33,224.95,195.95
2013-10-27 22:14:43.714000,L8,295.39,281.68,282.87,277.78,277.09,279.18,334.31,350.36,367.09,276.96,322.41,284.42,291.87,287.66,313.69,291.48,300.82,305.79,342.78,295.31,340.56,327.31,308.05,331.79,270.35,279.44,292.62,272.86
2013-11-03 22:20:56.205000,L8,311.59,329.01,341.91,318.71,293.60,378.76,340.95,324.20,360.03,355.96,333.10,341.19,327.14,317.51,314.40,314.62,313.51,328.97,330.34,329.47,344.69,321.66,311.68,314.40,317.73,292.45,284.05,290.68
2013-11-19 22:20:49.563000,L8,319.44,324.06,332.76,317.69,317.39,339.47,348.18,341.20,357.66,339.26,333.25,411.87,391.18,358.34,315.29,361.00,325.79,334.58,341.10,355.98,374.99,405.23,410.05,337.24,341.32,309.49,325.60,388.57
2013-12-14 22:14:33.459000,L8,282.68,270.53,271.81,267.21,264.67,267.40,267.67,267.17,265.56,265.01,271.83,271.81,273.19,276.82,279.28,278.64,278.01,274.47,268.20,275.11,279.92,274.63,263.99,255.10,255.46,261.90,263.85,241.29
2013-12-14 22:14:57.422000,L8,283.01,271.02,272.18,268.30,265.10,267.75,268.25,267.83,266.61,265.63,272.91,272.51,274.02,277.27,279.69,278.81,278.44,275.50,269.05,276.29,280.80,275.45,264.65,256.03,256.40,262.77,264.66,241.60
2013-12-21 22:20:39.177000,L8,292.90,278.77,290.28,277.33,276.47,289.96,319.63,327.95,275.86,274.77,283.73,285.76,287.37,285.62,300.35,289.00,322.64,340.90,337.83,313.58,314.61,316.76,303.22,292.16,286.08,307.07,311.47,309.72
2014-02-07 22:20:09.196000,L8,281.73,271.15,273.26,265.80,265.76,266.11,269.73,270.63,265.50,268.96,268.08,275.28,272.79,274.48,274.22,279.70,280.25,278.22,270.09,281.60,283.13,276.51,263.85,254.65,256.78,265.28,265.34,250.30
2014-02-16 22:13:50.683000,L8,,,,,,,,,,,,,238.35,237.52,239.42,247.42,247.41,239.60,236.75,242.53,247.63,239.42,235.97,226.19,226.62,231.87,192.17,200.40
2014-02-16 22:14:14.638000,L8,,,,,,,,,,,,,,226.16,231.71,228.48,242.10,219.64,226.22,234.98,240.51,237.01,231.53,224.52,225.03,225.47,185.44,195.57
2014-02-23 22:19:56.208000,L8,282.03,271.05,271.75,269.38,266.37,265.64,267.12,268.25,264.52,269.79,268.45,274.05,272.96,274.35,266.80,278.21,276.21,271.75,269.04,273.84,282.43,274.88,264.90,251.13,250.92,259.33,263.57,242.31
2014-04-05 22:13:10.561000,L8,,,,,,,,,,,,,,,,215.91,242.47,222.86,223.09,236.55,234.51,239.95,230.95,223.03,220.48,,,
2014-04-05 22:13:34.516000,L8,,,,,,,,,,,,,,,,,241.17,218.40,216.00,235.00,232.38,238.93,229.68,222.37,219.42,,,
2014-05-14 22:18:44.733000,L8,,,,,,,,,,,,,,,,,247.71,243.37,234.34,242.41,239.04,248.69,237.19,222.92,222.68,228.63,222.98,204.02
2014-07-01 22:18:58.248000,L8,,,,,,,,,,,,,,,,,233.17,236.43,221.59,234.76,226.66,232.64,224.21,215.86,209.88,219.07,211.64,190.06
2014-07-26 22:12:55.043000,L8,,,,,,,,,,,,,,,,,241.91,241.86,231.46,237.36,234.04,237.78,230.87,223.18,220.86,224.61,217.07,200.42
2014-07-26 22:13:18.997000,L8,,,,,,,,,,,,,,,,,252.02,249.27,240.14,242.41,245.97,244.75,237.31,225.76,224.57,237.14,221.99,204.13
2014-08-27 22:13:05.288000,L8,,,,,,,,,,,,,,,,212.17,236.12,231.26,224.52,238.41,232.19,236.98,228.88,217.57,216.52,222.04,212.91,189.37
2014-08-27 22:13:29.246000,L8,,,,,,,232.44,212.02,221.00,223.04,238.10,222.96,,228.63,224.92,232.69,239.24,240.42,230.67,240.59,236.04,238.16,230.10,219.95,216.82,224.68,214.49,193.68
2014-09-28 22:13:08.778000,L8,289.99,273.21,274.87,273.41,268.40,268.31,268.63,268.00,267.07,267.34,271.04,271.69,271.31,273.36,272.23,278.30,278.26,274.14,269.16,276.39,281.18,276.46,264.09,254.25,251.41,262.06,263.24,245.81
2014-09-28 22:13:32.732000,L8,,,,,,219.41,232.10,223.51,224.25,229.29,234.68,188.39,226.72,224.20,224.51,236.46,238.76,225.17,227.18,235.77,232.39,234.33,224.88,215.29,212.40,220.11,213.96,186.34
2014-10-14 22:13:14.573000,L8,288.69,276.54,275.32,276.11,271.14,269.42,271.55,269.98,268.84,266.29,271.80,273.94,273.23,275.34,273.60,279.76,280.88,276.46,272.87,278.02,280.41,276.22,268.68,258.43,253.45,263.09,263.95,247.43
2014-10-14 22:13:38.532000,L8,288.25,275.96,275.07,275.72,270.47,269.14,271.11,269.54,268.32,266.00,271.10,272.97,272.85,274.93,273.09,279.31,280.36,275.77,272.32,277.40,279.81,275.48,267.66,257.40,252.70,262.20,263.36,246.28
2014-10-21 22:19:25.564000,L8,302.16,276.60,275.08,274.40,272.13,269.25,307.00,309.90,313.95,266.69,279.42,272.68,271.37,272.75,275.74,278.95,283.71,292.99,270.98,283.42,296.00,302.92,289.94,287.00,252.63,266.04,266.30,266.12
2014-11-06 22:19:25.282000,L8,305.76,298.64,309.92,315.65,312.79,310.73,307.83,294.78,285.90,280.88,278.10,285.07,295.34,298.24,305.18,315.11,302.48,300.28,297.25,301.63,301.50,302.65,300.93,304.00,296.27,289.77,295.97,293.96
2014-11-22 22:19:21.760000,L8,266.47,221.11,250.72,242.47,,,,,,204.16,233.13,240.43,235.66,242.22,237.51,240.63,245.77,239.59,237.21,241.22,245.62,236.93,232.41,225.06,221.16,227.23,225.18,190.77
2014-12-01 22:13:12.181000,L8,,,201.54,238.13,230.49,237.58,236.73,228.48,220.76,231.84,237.54,234.54,225.12,229.03,178.49,,,,,,,,,,,,,
2014-12-01 22:13:36.144000,L8,268.97,252.56,249.65,249.82,246.58,244.80,245.56,243.01,234.25,240.73,244.78,250.94,239.10,239.37,235.18,,,,,,,,235.48,225.67,225.70,228.40,185.63,
2015-01-09 22:19:14.700000,L8,328.45,322.05,316.70,303.73,314.92,322.60,332.38,338.96,343.72,333.78,318.13,294.83,321.96,332.45,316.79,296.92,305.42,298.19,294.19,304.31,299.99,299.31,295.34,290.61,282.70,295.41,295.44,292.98
2015-01-25 22:19:08.635000,L8,299.64,285.90,280.75,288.08,279.65,282.78,291.64,277.77,275.17,281.31,299.39,283.56,293.43,326.75,300.11,301.79,288.39,292.65,286.53,296.06,293.91,289.95,295.31,280.01,285.69,284.92,273.14,295.77
2015-02-10 22:19:02.830000,L8,283.41,271.05,270.86,265.72,266.27,265.66,268.71,267.13,262.90,266.12,268.14,271.30,270.05,268.37,270.94,275.84,278.29,278.77,269.36,274.88,279.22,274.86,267.12,253.27,252.59,260.64,260.78,248.67
2015-02-19 22:12:49.582000,L8,,,,,225.78,229.37,221.52,209.59,219.41,227.15,229.72,222.13,,,,,166.16,220.58,199.32,228.88,234.65,235.56,232.97,222.89,223.93,226.05,218.44,188.76
2015-02-19 22:13:13.545000,L8,,,,237.87,233.37,240.30,243.52,226.59,227.92,234.38,237.62,243.80,199.94,231.30,232.79,240.57,248.01,230.83,209.11,238.28,241.37,237.86,236.51,224.68,225.34,229.69,223.07,195.54
2015-03-23 22:12:32.997000,L8,,,,,,228.30,239.95,225.35,228.38,230.15,238.74,242.36,227.49,233.60,235.76,210.67,186.53,188.38,182.52,,,,,,,,,
2015-03-23 22:12:56.955000,L8,,,,,,230.44,241.24,231.27,228.69,231.28,239.12,242.69,228.27,234.47,235.87,213.60,194.71,192.12,183.57,,,,,,,,,
2015-03-30 22:18:37.685000,L8,,,,,,202.15,220.22,209.30,219.09,223.21,231.19,238.81,,223.86,224.58,228.34,245.37,235.44,225.74,237.23,242.97,239.68,232.49,221.65,222.15,227.87,220.36,198.55
2015-04-15 22:18:34.670000,L8,,,,,,,232.90,205.25,211.19,219.83,234.10,220.56,,,,229.31,247.08,242.64,232.20,239.67,242.26,244.11,237.04,222.55,218.97,230.16,223.83,202.86
2015-05-26 22:12:05.002000,L8,,,,,271.39,260.99,256.44,255.34,259.53,259.29,211.07,226.27,217.09,255.40,242.30,169.65,274.68,270.75,260.67,271.48,276.39,273.73,263.55,252.18,248.80,255.65,263.70,248.27
2015-05-26 22:12:28.969000,L8,,,,,271.48,259.98,253.30,254.44,258.99,257.98,199.57,224.13,215.45,251.99,240.11,167.36,273.40,269.75,257.18,270.97,275.13,273.29,263.35,251.54,248.24,254.53,262.99,248.74
2015-07-20 22:18:46.533000,L8,,,,,,,,,,,,,,,,240.56,256.77,257.35,243.17,249.46,260.93,250.19,240.81,228.95,224.05,233.67,226.41,212.88
2015-07-29 22:13:01.696000,L8,,,,,,,,,,,,,,,,237.48,252.44,247.86,239.97,243.72,245.58,246.33,239.74,226.15,218.73,225.88,204.19,186.46
