dates,satname,nzd0265-0000,nzd0265-0001,nzd0265-0002,nzd0265-0003,nzd0265-0004,nzd0265-0005,nzd0265-0006,nzd0265-0007,nzd0265-0008,nzd0265-0009,nzd0265-0010,nzd0265-0011,nzd0265-0012,nzd0265-0013,nzd0265-0014,nzd0265-0015,nzd0265-0016,nzd0265-0017,nzd0265-0018,nzd0265-0019,nzd0265-0020,nzd0265-0021,nzd0265-0022,nzd0265-0023,nzd0265-0024,nzd0265-0025,nzd0265-0026,nzd0265-0027,nzd0265-0028,nzd0265-0029,nzd0265-0030,nzd0265-0031,nzd0265-0032,nzd0265-0033
2001-09-11 21:42:38.257000,L7,251.99,229.37,227.09,218.19,233.49,249.93,255.41,207.94,216.59,239.96,260.39,240.39,252.92,251.83,259.99,255.35,282.24,276.03,284.39,272.11,266.44,269.15,260.96,253.65,275.98,286.14,267.65,286.19,340.00,367.40,351.10,351.20,368.58,387.25
2001-09-27 21:42:29.269000,L7,,,,,,216.17,225.33,240.11,254.18,279.11,270.96,265.44,265.80,276.35,274.31,286.93,,,,,,,,,,,,,,,,,,
2001-10-13 21:42:15.922000,L7,313.19,286.50,260.10,253.67,249.00,216.53,229.41,233.66,205.53,232.90,251.24,247.49,252.58,258.80,263.58,287.08,,,,,,,,,,315.63,306.68,325.88,346.78,375.19,362.03,372.11,,
2001-10-29 21:42:21.289000,L7,280.19,276.84,263.90,257.36,243.05,277.29,236.18,238.14,244.90,224.46,,,,,,,,,,,,,,,,281.55,289.92,,,,,,382.66,375.96
2002-01-17 21:42:52.816000,L7,240.89,218.53,201.74,201.49,188.68,195.76,198.14,183.57,259.02,256.89,264.81,260.75,,,,,,,,,,,,,287.03,288.10,326.92,310.91,360.17,317.10,355.76,344.75,348.64,366.65
2002-02-02 21:42:54.721000,L7,,,,,,194.74,201.19,183.32,216.07,229.52,219.43,215.36,217.29,238.74,222.33,238.56,257.99,262.53,248.16,254.35,257.09,260.95,262.49,259.58,260.14,271.32,272.77,309.60,341.95,,345.65,324.20,284.18,348.22
2002-02-18 21:42:54.191000,L7,238.76,218.17,199.10,197.97,174.36,191.62,190.14,177.92,200.27,191.79,223.90,222.10,217.35,229.50,204.02,237.78,229.55,242.74,246.27,248.93,231.98,265.79,263.34,257.13,255.71,241.38,252.12,269.15,317.73,309.24,290.67,340.45,313.82,327.50
2002-03-22 21:42:52.399000,L7,291.97,238.73,212.47,212.87,186.05,196.71,203.00,245.03,227.69,254.25,270.47,249.70,263.24,,,,,,298.94,292.84,284.52,278.36,281.16,274.87,278.37,312.34,300.28,310.89,316.41,315.50,298.66,348.99,364.57,366.90
2002-04-07 21:42:52.870000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.99
2002-09-14 21:41:55.072000,L7,241.49,218.81,213.89,209.29,194.41,230.16,207.77,196.72,228.92,230.43,234.44,228.39,247.04,241.25,225.47,251.98,272.44,264.15,257.51,258.62,263.37,267.72,271.10,255.07,268.60,286.59,288.16,285.12,337.05,357.39,345.48,354.66,359.74,383.75
2002-09-30 21:41:47.719000,L7,,,,,,,182.55,184.41,215.64,195.81,237.87,226.60,221.62,237.11,221.35,227.72,251.30,257.18,251.78,251.36,251.66,257.80,257.21,241.96,244.26,250.05,256.86,269.35,308.76,322.70,303.69,352.45,313.83,377.37
2002-11-01 21:41:54.382000,L7,,,,,,,,,,,,,,255.11,228.75,229.56,254.21,244.63,239.83,252.12,248.79,257.41,256.39,258.43,260.25,,294.85,319.28,364.29,314.50,307.95,321.31,374.88,389.49
2003-01-20 21:42:33.373000,L7,226.00,204.39,194.38,192.63,171.76,181.41,180.26,169.27,194.58,177.10,199.25,197.88,196.99,229.33,200.18,213.62,222.85,231.47,204.85,222.70,256.30,276.61,279.08,265.77,206.03,233.59,250.27,262.74,346.22,363.95,354.28,361.39,367.90,380.63
2003-02-05 21:42:41.878000,L7,246.00,231.57,217.15,209.61,185.86,204.44,206.71,263.40,265.04,230.16,251.17,257.81,261.19,255.13,238.61,222.27,249.88,,257.33,256.11,254.59,252.65,260.79,253.36,257.61,275.75,291.30,311.23,331.64,348.97,371.63,305.00,330.57,348.92
2003-02-21 21:42:44.547000,L7,,,,,,,,175.76,199.82,176.10,216.14,213.45,207.16,214.03,202.46,219.77,227.22,211.76,196.49,244.92,228.47,230.77,234.97,225.34,214.51,234.57,252.21,278.04,287.50,312.06,300.59,295.25,315.33,318.58
2003-05-12 21:42:48.091000,L7,277.72,242.00,223.91,205.85,214.96,211.10,243.83,233.53,237.38,252.00,242.49,234.38,244.35,238.89,243.24,265.39,283.10,286.13,259.85,259.50,260.17,261.98,266.74,268.70,286.12,311.07,297.11,302.18,349.81,367.26,360.45,378.88,,
2003-05-28 21:42:46.560000,L7,230.55,207.15,188.37,189.87,178.01,184.82,166.62,185.28,208.78,227.26,214.31,217.84,221.03,222.23,207.33,237.37,283.16,279.48,276.49,286.43,304.11,,,,,,,,,,,,,
2003-09-25 21:31:42.973000,L5,254.55,230.17,224.38,225.07,215.43,218.99,207.54,224.59,238.34,246.50,253.73,242.73,244.51,244.87,237.64,253.35,272.78,277.88,269.80,273.92,279.70,278.68,277.77,278.12,273.08,292.93,288.75,302.13,341.38,352.30,344.67,348.89,352.63,371.06
2003-11-28 21:32:34.027000,L5,279.02,262.01,255.93,245.23,237.30,243.61,252.35,245.95,248.39,244.52,248.47,241.03,246.48,249.86,253.57,271.44,289.73,296.23,289.67,290.31,291.55,288.72,277.02,275.65,276.27,289.93,297.49,310.56,351.46,379.97,372.77,369.52,375.67,391.06
2003-12-14 21:32:38.364000,L5,267.56,245.68,238.70,233.68,224.51,223.14,226.82,220.31,227.08,225.80,238.83,230.11,234.15,235.68,234.77,255.87,278.99,286.93,276.51,278.87,280.30,282.91,264.40,266.41,255.46,276.53,280.62,296.63,329.62,360.19,352.19,351.84,358.29,366.00
2003-12-30 21:32:48.382000,L5,,,,,,,,184.80,208.20,207.30,229.27,221.63,225.28,211.76,202.98,217.18,237.74,243.65,230.39,226.02,247.25,250.02,251.99,243.22,235.45,256.49,,257.28,294.81,308.10,304.73,320.53,317.93,339.52
2004-01-15 21:32:50.035000,L5,,,,,,,,,,,175.14,193.01,170.63,193.02,196.59,215.19,240.70,255.85,250.29,254.85,256.13,258.69,251.54,215.17,,,,,,,,,,
2004-03-19 21:33:10.985000,L5,257.45,231.74,221.44,214.32,207.88,199.35,205.32,213.38,231.89,236.03,243.14,236.11,243.06,241.26,238.47,249.72,268.86,273.91,268.16,269.93,275.96,273.85,276.71,272.12,263.40,285.28,283.68,297.79,334.29,345.19,340.66,346.51,351.92,358.95
2004-05-06 21:34:22.023000,L5,274.60,261.06,252.86,249.66,237.04,240.84,247.46,249.47,251.58,244.55,245.64,245.79,247.05,255.27,255.69,269.87,285.34,285.40,286.62,282.20,282.62,289.19,286.08,278.60,275.42,294.52,298.11,320.12,346.33,362.88,363.66,360.54,370.41,383.16
2004-06-23 21:35:46.683000,L5,263.30,247.51,239.87,230.03,235.33,234.48,237.74,240.24,240.39,249.08,249.09,242.60,254.55,247.30,249.87,264.63,276.22,279.01,272.02,273.19,277.60,279.65,281.10,283.44,283.03,298.29,307.73,324.95,347.93,371.94,353.97,359.76,375.14,384.53
2004-07-25 21:36:37.854000,L5,281.82,268.26,253.40,261.39,246.13,241.96,249.09,255.39,274.75,257.44,258.58,269.95,271.49,265.45,258.30,282.00,297.72,293.41,286.00,301.07,297.87,297.64,294.11,296.58,312.46,,321.92,336.00,356.90,370.87,366.83,363.68,377.82,383.25
2004-08-10 21:36:56.635000,L5,259.07,228.71,220.33,218.40,208.01,210.19,208.50,214.28,227.59,234.30,248.00,239.56,247.86,246.45,237.89,256.06,272.63,271.07,268.66,266.37,268.88,271.96,275.60,270.65,269.53,289.17,289.53,310.22,342.63,356.31,348.07,350.57,355.19,372.49
2004-10-13 21:38:32.826000,L5,251.12,225.03,216.79,215.59,213.27,213.07,215.04,217.39,237.47,245.82,254.38,245.22,240.09,242.15,233.38,249.01,269.07,272.20,266.82,272.05,279.19,278.48,279.45,278.31,275.83,293.25,292.79,297.29,336.30,345.38,343.31,346.05,349.64,368.75
2005-02-18 21:40:42.163000,L5,257.72,239.58,265.72,277.80,233.49,219.94,222.53,230.90,271.16,258.42,247.66,232.11,236.17,238.23,232.82,245.77,260.20,265.25,271.10,269.70,272.48,278.32,278.27,275.17,265.08,278.89,278.61,294.57,332.54,347.35,330.70,345.65,355.95,365.09
2005-05-09 21:41:19.893000,L5,274.17,256.91,251.48,240.24,248.90,238.53,243.99,243.31,249.82,251.68,253.77,251.45,259.91,256.67,249.98,259.64,279.69,288.17,285.58,276.91,279.83,286.82,290.89,291.03,287.88,299.86,312.25,333.05,355.60,366.50,364.63,373.49,,
2005-05-25 21:41:28.038000,L5,277.11,257.73,246.24,236.26,238.33,239.28,248.58,242.74,253.19,252.90,249.52,246.42,254.46,259.52,249.29,264.18,278.65,290.68,289.01,281.57,285.79,285.65,284.89,287.35,293.51,302.50,300.53,333.87,360.80,377.37,369.07,366.59,383.38,390.58
2005-06-10 21:41:36.102000,L5,266.05,249.21,240.96,234.35,225.43,230.93,239.49,233.43,248.65,253.08,258.07,247.76,257.13,243.84,242.60,262.13,280.85,283.95,273.45,276.40,276.19,283.11,280.81,286.99,286.82,301.21,311.38,313.60,350.68,366.42,356.97,360.03,370.86,384.43
2005-06-26 21:41:40.412000,L5,263.59,241.37,235.59,224.14,222.44,217.05,224.11,225.46,238.10,238.88,242.42,241.08,252.91,240.55,237.55,259.58,278.46,283.34,279.75,272.64,270.76,274.07,273.95,276.28,280.92,288.57,304.47,316.61,345.48,364.25,355.75,361.52,358.92,375.69
2005-07-12 21:41:47.390000,L5,260.22,240.68,230.80,228.09,224.57,226.92,231.04,229.80,242.91,248.11,246.31,241.05,244.52,240.88,238.22,254.99,274.94,276.14,276.01,279.18,279.72,279.24,282.85,281.93,287.14,300.25,298.73,309.11,339.93,360.53,352.17,355.28,363.04,382.07
2005-07-28 21:41:57.832000,L5,253.51,226.01,219.15,222.34,215.35,212.67,208.59,227.98,243.39,248.01,246.73,231.00,241.57,236.00,231.09,244.77,266.92,271.24,274.00,270.95,275.41,278.31,279.60,278.70,275.88,283.90,282.49,289.31,333.74,345.26,342.90,346.03,362.23,371.85
2005-08-29 21:42:10.705000,L5,252.31,230.87,226.26,226.73,215.38,216.38,207.44,212.49,229.46,235.58,242.10,235.11,242.48,243.39,235.04,262.38,276.75,279.69,278.30,272.92,277.29,278.09,266.97,265.50,263.82,280.23,283.68,291.59,334.78,356.26,352.20,356.36,362.55,370.78
2006-01-20 21:44:01.121000,L5,261.36,246.90,234.88,230.74,224.17,233.25,231.38,232.47,243.88,240.61,241.48,233.29,237.64,240.98,236.47,251.02,268.00,280.36,277.24,275.99,279.12,285.89,286.92,283.21,277.52,288.09,286.61,304.55,338.36,356.44,340.90,358.04,365.57,376.41
2006-02-21 21:44:44.561000,L5,283.44,273.57,260.49,255.10,256.19,259.34,255.29,268.96,278.10,257.44,255.33,251.54,262.66,268.50,266.04,273.28,288.18,299.81,289.77,284.20,286.99,291.20,294.82,293.68,290.23,310.84,316.18,340.85,355.33,381.18,366.05,366.11,374.72,386.18
2006-03-09 21:45:04.554000,L5,262.61,244.23,236.26,227.72,220.76,227.01,222.92,226.55,237.91,232.18,242.66,231.89,240.85,243.47,236.16,252.05,274.59,278.08,273.73,272.85,279.32,280.20,279.04,273.91,259.83,283.35,303.99,308.86,339.24,,359.62,357.64,363.59,378.42
2006-04-10 21:45:40.863000,L5,258.92,238.42,233.19,222.25,215.36,221.75,228.75,227.28,235.79,239.60,245.16,242.42,246.13,242.31,237.72,252.01,272.22,271.46,270.95,265.69,270.29,275.88,277.72,275.74,271.93,290.10,292.05,311.99,345.12,352.99,347.82,352.27,360.24,365.57
2006-04-26 21:45:56.580000,L5,261.49,245.93,235.60,225.51,219.34,221.09,224.96,218.98,239.93,242.28,243.05,237.25,246.67,243.43,241.11,255.83,274.45,275.10,267.34,268.72,273.84,275.37,274.43,275.72,274.09,295.35,299.14,310.95,348.33,361.06,351.38,354.71,361.82,376.39
2006-05-12 21:46:09.770000,L5,287.09,264.71,254.21,248.54,243.84,254.97,252.89,253.84,261.24,257.40,263.09,261.73,266.30,269.15,255.08,272.37,284.05,291.65,285.47,290.35,303.45,,,,,,,,,,,,,
2006-06-13 21:46:37.602000,L5,,,,,,,,178.10,203.82,212.88,200.08,206.46,207.15,215.09,200.42,220.85,237.56,234.21,236.05,242.46,237.87,237.31,246.98,248.82,246.81,259.63,243.74,266.70,268.04,321.01,319.61,325.94,320.06,339.12
2006-09-01 21:47:43.231000,L5,281.73,249.08,251.98,248.41,241.86,247.41,255.92,253.97,261.93,263.73,,,,,,,298.13,296.93,288.18,281.87,287.80,288.68,288.25,291.08,304.40,,,,,,,,,
2006-09-17 21:47:54.852000,L5,258.93,226.46,221.13,219.16,207.06,206.57,206.01,211.37,230.74,237.14,256.63,244.11,251.71,249.91,243.86,262.06,278.19,276.80,265.93,263.84,267.07,271.66,269.71,268.79,264.58,293.48,293.07,309.12,348.19,357.08,352.68,345.26,341.40,360.30
2006-12-06 21:48:41.029000,L5,253.32,230.45,221.79,222.98,222.91,230.36,230.20,228.71,231.89,233.36,241.12,231.37,233.03,221.00,212.07,224.21,250.69,260.56,261.32,254.28,253.84,260.69,265.06,264.89,266.59,277.10,288.18,303.10,319.02,326.36,324.52,324.32,333.86,347.36
2007-01-07 21:48:55.368000,L5,,,,,,,,,,158.07,201.03,196.98,210.39,205.91,213.67,229.80,246.38,231.40,229.91,229.38,231.20,231.77,233.42,223.41,236.57,247.61,252.40,280.90,322.11,342.11,328.19,342.27,302.09,277.92
2011-01-02 21:43:59.020000,L5,256.48,224.72,220.23,221.91,215.00,199.73,207.38,203.39,217.99,229.54,237.62,228.47,234.78,245.44,242.84,261.44,280.10,272.56,272.15,272.14,263.09,265.97,266.35,268.82,259.65,281.32,284.28,313.66,348.68,364.90,354.54,352.64,372.46,376.20
2013-04-29 21:55:51.104000,L8,233.95,219.94,204.61,203.37,183.28,198.71,206.43,204.86,207.44,208.02,211.09,209.56,208.79,214.75,205.60,219.72,235.03,244.62,240.38,239.05,239.38,242.68,240.25,238.15,236.77,258.52,266.20,278.94,303.01,322.13,307.38,318.63,360.05,368.89
2013-05-31 21:56:07.688000,L8,246.70,268.98,254.49,257.56,250.82,251.22,256.53,234.80,258.56,253.41,242.06,246.35,235.87,225.30,215.11,256.62,278.18,288.14,284.13,278.96,261.67,272.67,268.15,275.26,290.93,302.84,310.59,329.06,353.56,375.15,354.03,361.59,372.32,385.94
2013-07-18 21:56:02.364000,L8,,,,,,,,,,,,,,,,,,,191.84,208.29,222.70,226.85,225.54,226.87,221.81,235.67,,,,,,,,
2013-08-19 21:56:06.167000,L8,244.91,240.93,212.79,207.03,202.57,201.93,216.18,225.88,216.73,223.27,220.50,215.70,218.49,222.39,214.01,233.38,257.12,265.95,261.77,264.39,292.16,277.64,302.54,271.98,269.85,,312.53,286.98,328.85,321.51,315.25,326.93,358.15,375.35
2013-10-06 21:55:57.648000,L8,235.72,221.14,202.71,203.56,193.57,195.47,202.76,199.14,206.60,210.47,223.14,213.20,214.57,217.92,208.65,220.50,244.54,249.95,249.40,246.67,245.83,255.40,255.14,246.53,242.16,258.57,262.88,279.84,329.64,321.46,312.37,322.66,328.90,355.34
2014-02-11 21:54:56.823000,L8,230.90,218.27,202.81,201.23,187.42,196.29,201.88,192.28,205.74,205.82,215.17,208.68,211.53,213.68,206.74,218.96,239.15,245.11,242.99,241.50,238.83,247.63,251.96,248.13,233.05,257.96,263.46,279.85,338.54,322.77,347.12,340.08,363.32,379.87
2014-02-27 21:54:44.238000,L8,231.93,216.26,201.47,200.49,184.26,194.37,202.67,195.25,205.62,206.54,211.32,208.29,210.67,214.35,204.78,220.36,236.61,247.12,232.45,238.87,238.55,243.61,238.60,235.51,224.26,259.84,264.56,277.12,320.89,320.46,349.78,353.66,360.52,380.16
2014-03-15 21:54:34.241000,L8,235.53,222.10,210.74,205.99,192.25,200.90,207.01,202.61,209.36,208.29,214.31,212.82,213.46,223.54,212.05,225.15,241.03,248.05,242.77,241.20,240.12,242.66,239.44,244.87,268.10,260.15,266.95,285.28,324.10,325.84,317.53,334.11,360.42,379.07
2014-05-02 21:53:46.331000,L8,240.09,227.14,213.83,213.12,206.26,204.12,208.27,205.61,211.81,210.71,216.41,215.95,212.78,222.52,210.65,222.84,242.55,247.24,248.69,249.48,243.12,248.18,246.93,245.30,239.23,261.26,267.93,282.90,308.47,323.46,315.52,339.22,358.47,368.81
2014-05-18 21:53:35.635000,L8,238.68,220.62,207.47,206.95,184.85,202.63,205.89,205.11,210.54,209.75,212.91,210.58,210.81,216.55,205.22,219.19,235.96,244.78,241.82,245.38,238.72,242.05,262.64,236.46,238.91,256.70,263.71,276.49,305.11,320.56,310.96,334.43,343.52,369.59
2014-06-19 21:53:47.342000,L8,,,,,,,,172.18,199.21,195.73,200.79,200.69,195.12,,,,,195.55,211.79,229.35,231.51,232.77,233.07,230.08,227.23,249.01,253.43,268.58,277.11,310.17,287.93,310.28,316.37,335.60
2014-07-05 21:53:53.692000,L8,238.13,198.64,236.55,214.20,210.72,205.03,219.57,205.37,208.55,206.61,211.99,211.94,251.33,215.08,203.06,219.53,237.86,248.55,286.80,241.78,284.73,271.45,288.44,238.40,237.63,255.72,266.27,280.57,303.74,316.90,310.19,318.91,323.81,341.05
2014-07-21 21:53:57.022000,L8,,,,,,,,,191.13,191.71,165.31,200.04,169.61,,,,,,204.91,226.62,229.53,231.97,233.96,230.09,224.77,244.74,207.51,260.62,,,,,,323.08
2014-08-06 21:54:05.764000,L8,241.59,224.55,214.17,208.40,199.07,205.46,211.37,208.05,212.11,211.51,217.83,213.43,218.92,218.71,210.35,224.94,243.42,248.42,246.72,247.14,240.89,246.78,253.17,249.63,237.85,257.08,267.12,285.64,327.58,330.44,311.34,343.20,346.14,379.46
2014-09-07 21:54:12.743000,L8,236.39,222.55,213.90,211.02,205.42,200.64,205.84,202.85,206.82,203.55,220.85,210.83,213.03,217.54,209.01,222.62,242.96,247.80,241.16,245.04,241.20,247.00,251.96,244.83,222.15,256.85,264.39,287.71,315.58,318.56,311.20,336.37,328.07,346.46
2014-09-23 21:54:09.418000,L8,233.87,221.63,210.87,207.78,197.32,202.24,204.90,206.97,209.39,207.36,221.64,210.80,213.43,220.57,208.85,221.97,243.77,247.88,248.56,250.07,245.75,250.66,259.48,245.55,236.41,260.63,265.77,286.75,330.48,325.22,314.86,341.80,336.79,361.69
2014-10-25 21:54:16.772000,L8,255.71,245.61,234.03,233.22,239.89,244.24,247.52,242.77,251.83,242.50,234.45,237.39,235.93,241.38,235.90,250.91,272.02,289.92,287.19,278.32,277.74,277.39,276.50,270.27,281.98,299.28,308.78,330.35,348.42,368.09,359.50,355.59,357.48,374.94
2014-11-10 21:54:18.528000,L8,227.51,212.49,197.43,201.90,184.13,196.44,201.21,202.31,204.24,202.94,212.31,206.50,206.42,209.27,203.70,213.85,235.66,242.74,236.42,236.61,239.92,241.66,242.90,234.96,223.30,255.39,256.32,272.29,300.07,317.24,308.89,313.17,319.98,332.21
2014-12-28 21:54:07.841000,L8,227.97,208.84,196.62,198.29,182.93,191.94,195.40,193.23,202.67,203.74,210.24,206.33,207.00,209.83,202.04,215.14,234.30,243.08,236.61,235.30,238.74,241.67,240.67,234.79,231.54,256.21,258.41,275.69,305.28,319.18,311.53,316.32,323.65,338.33
2015-03-18 21:53:39.323000,L8,,,,,,,,,177.89,204.83,215.27,211.29,211.51,212.22,206.70,215.07,228.94,236.15,252.24,231.66,240.20,181.92,244.14,224.17,234.34,263.34,310.85,287.45,340.01,350.05,322.14,355.76,368.21,385.49
2015-04-03 21:53:26.876000,L8,233.35,222.28,203.03,203.66,182.84,198.65,205.80,200.79,205.42,206.81,212.10,209.40,209.20,213.27,204.11,216.74,235.37,243.98,238.81,238.18,238.37,241.62,238.49,236.81,228.92,258.15,265.61,279.16,305.22,322.27,312.68,329.71,364.19,372.60
2015-04-19 21:53:26.711000,L8,234.65,226.14,206.21,205.88,184.78,204.09,208.38,205.36,210.09,210.37,213.29,209.62,210.80,214.52,206.10,218.65,237.41,246.13,245.03,241.92,240.28,245.84,247.10,244.80,273.05,282.78,313.60,281.07,351.30,344.03,352.92,368.18,362.97,366.47
2015-05-05 21:53:12.716000,L8,236.32,221.60,206.69,204.88,189.48,204.01,205.83,204.12,209.31,209.89,211.68,209.46,210.41,214.34,204.74,217.74,237.07,244.82,238.05,236.68,238.58,239.72,239.91,234.55,238.04,256.16,267.54,282.30,304.86,323.11,311.16,357.13,360.18,365.21
2015-06-06 21:53:16.624000,L8,248.12,230.99,207.75,221.61,210.98,214.95,214.76,216.60,222.84,214.13,211.93,211.04,219.49,216.65,209.11,224.92,246.39,258.85,258.58,251.29,246.48,248.26,251.80,264.22,269.56,264.71,289.84,288.98,322.07,328.45,348.02,346.86,369.25,
2015-08-25 21:53:51.592000,L8,233.17,213.55,202.52,203.79,179.37,198.67,204.27,202.70,205.55,203.11,210.63,208.55,210.66,216.23,207.03,220.51,240.09,246.61,238.70,244.60,239.55,240.12,239.59,238.75,228.87,258.05,264.52,280.89,301.99,318.84,309.21,317.60,324.51,344.70
2015-10-12 21:54:05.008000,L8,232.55,216.30,200.94,203.09,188.04,195.94,202.41,198.51,205.63,204.45,216.50,211.97,211.41,211.38,204.62,216.08,236.30,247.99,249.63,243.33,244.15,250.24,259.66,244.92,239.07,258.25,260.41,276.69,305.95,318.24,307.60,317.11,324.47,345.40
2015-10-28 21:54:10.619000,L8,230.91,212.65,199.92,199.36,184.64,193.44,198.44,193.48,204.09,207.12,219.55,211.42,212.06,209.45,202.21,216.58,239.17,247.05,247.92,245.97,244.99,251.24,253.54,238.64,230.80,255.78,259.46,278.25,318.19,317.35,309.42,319.32,324.70,346.82
2015-11-29 21:54:13.512000,L8,234.38,218.46,201.92,197.24,180.33,188.52,197.24,182.53,202.32,201.97,214.27,208.93,212.84,215.38,199.55,212.82,230.36,243.02,253.34,253.88,277.42,266.07,270.67,236.80,231.39,260.10,274.16,,351.25,370.20,315.08,312.68,323.18,336.31
2015-12-15 21:54:12.402000,L8,229.25,210.20,195.77,200.37,181.69,187.78,191.47,181.94,203.26,203.29,213.65,209.42,210.09,209.03,201.37,217.14,235.33,246.97,243.32,239.15,239.61,242.33,239.58,236.39,233.83,258.09,260.05,274.32,307.67,318.86,311.65,316.40,323.79,340.59
2016-01-16 21:54:09.540000,L8,226.87,210.76,194.95,197.88,180.50,188.66,195.57,181.86,201.48,204.38,210.72,205.77,206.27,205.90,200.64,212.39,231.39,241.31,234.00,237.69,237.21,246.52,241.96,236.87,227.79,254.39,261.02,276.19,308.25,320.38,312.08,319.26,326.74,343.31
