dates,satname,nzd0422-0000,nzd0422-0001,nzd0422-0002,nzd0422-0003,nzd0422-0004,nzd0422-0005,nzd0422-0006,nzd0422-0007,nzd0422-0008,nzd0422-0009,nzd0422-0010,nzd0422-0011,nzd0422-0012,nzd0422-0013,nzd0422-0014,nzd0422-0015,nzd0422-0016,nzd0422-0017,nzd0422-0018,nzd0422-0019,nzd0422-0020,nzd0422-0021,nzd0422-0022,nzd0422-0023,nzd0422-0024,nzd0422-0025,nzd0422-0026,nzd0422-0027,nzd0422-0028,nzd0422-0029,nzd0422-0030,nzd0422-0031,nzd0422-0032,nzd0422-0033,nzd0422-0034,nzd0422-0035,nzd0422-0036,nzd0422-0037,nzd0422-0038,nzd0422-0039,nzd0422-0040,nzd0422-0041,nzd0422-0042,nzd0422-0043,nzd0422-0044,nzd0422-0045,nzd0422-0046,nzd0422-0047,nzd0422-0048,nzd0422-0049,nzd0422-0050,nzd0422-0051,nzd0422-0052,nzd0422-0053,nzd0422-0054,nzd0422-0055,nzd0422-0056,nzd0422-0057,nzd0422-0058,nzd0422-0059,nzd0422-0060,nzd0422-0061,nzd0422-0062
2017-01-14 22:20:09.164000,L8,302.83,288.07,294.00,308.48,308.58,327.97,335.17,244.62,247.12,244.92,247.63,199.76,,,,198.37,197.29,185.43,173.79,180.13,191.56,208.23,227.57,241.52,239.33,237.33,241.18,213.09,192.80,204.32,167.90,,,,,,426.66,411.00,408.00,401.19,406.74,392.51,387.01,372.64,365.98,,,,359.29,367.14,369.10,363.74,366.70,372.98,369.85,370.63,383.92,366.41,375.96,375.40,386.95,369.15,372.76
2017-02-15 22:19:55.596000,L8,287.10,281.12,278.34,257.53,253.09,241.58,239.40,219.48,232.51,223.10,227.06,199.23,167.21,187.09,225.76,191.01,189.93,182.37,165.96,174.71,180.68,202.53,214.05,221.13,223.30,222.90,213.64,191.02,175.57,184.12,,,,,,,,,,,,,,,,,,,,,,,,378.62,378.95,379.10,385.94,351.41,371.95,266.49,323.77,334.31,335.67
2017-04-20 22:19:23.200000,L8,292.89,280.97,279.36,270.99,269.41,252.72,246.23,236.32,237.51,231.78,244.09,194.30,,190.22,226.84,240.21,236.86,226.36,169.22,171.39,178.55,200.94,232.28,211.54,222.00,230.80,218.17,198.01,181.90,191.59,164.14,,,,,,,,,,,,,,,,,350.43,344.23,343.69,333.89,342.86,349.90,357.70,350.01,366.07,371.22,371.70,373.03,371.88,374.56,378.02,394.36
2017-06-07 22:19:38.989000,L8,294.20,286.87,288.62,278.93,247.18,244.59,238.34,197.93,229.76,223.28,219.50,,,,,,,,,,172.62,189.84,202.27,201.33,211.71,221.03,209.06,190.10,179.26,184.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.47,344.76,340.35,357.48,355.16
2017-11-30 22:20:08.264000,L8,276.82,261.87,265.81,257.80,258.92,253.06,245.52,231.62,239.01,229.03,238.99,189.69,,,,188.62,232.50,222.58,171.01,173.63,216.83,223.46,223.82,213.09,206.29,226.42,222.47,195.42,181.83,191.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.38,263.58,273.28,316.44,328.28,331.14
2018-01-17 22:20:01.210000,L8,290.88,279.42,286.87,289.12,313.21,327.70,319.16,308.07,333.85,342.75,345.08,319.17,292.27,300.01,293.20,245.90,238.87,255.38,279.40,273.70,232.06,264.70,238.66,262.72,256.32,230.06,279.08,313.92,320.57,301.08,258.33,,351.66,325.91,324.36,319.28,338.33,347.34,345.47,356.37,299.23,352.26,338.76,335.58,335.62,343.46,343.90,349.44,336.72,354.56,338.17,350.78,277.89,341.13,343.15,342.48,353.85,362.63,362.09,365.62,371.92,374.21,354.25
2018-03-06 22:19:38.520000,L8,268.38,258.13,254.76,262.60,246.39,249.16,237.89,225.45,244.01,234.29,234.04,212.91,226.02,195.13,230.08,240.02,232.37,223.17,211.20,210.94,215.67,219.06,214.62,205.44,221.58,254.00,268.02,202.78,186.80,200.55,,,,,,,,,,362.24,355.60,314.45,337.83,339.79,333.95,,,,,,,,349.18,306.26,336.67,353.08,324.33,370.62,372.16,376.25,382.67,375.75,369.63
2018-08-29 22:19:32.027000,L8,259.59,240.39,245.83,229.57,212.19,221.47,204.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01 22:19:54.556000,L8,269.69,257.90,258.47,252.32,253.14,243.96,242.87,223.60,243.37,228.45,237.02,212.95,,,190.95,193.41,229.33,216.76,210.67,209.76,219.66,222.83,212.61,310.94,,,,,,,,,,,,,,,,,,,,,,373.02,383.70,391.32,409.07,417.44,419.76,409.66,,,,,,224.98,262.82,272.93,318.34,330.24,332.86
2018-12-03 22:19:53.961000,L8,266.19,249.84,252.86,243.81,227.84,248.09,,,,,,,,,,,,,,,,,,,,,,,,,304.26,286.73,288.01,310.19,317.43,,,,,,,,,,,,,,,,,,,,,,,218.12,328.27,357.81,359.28,361.46,362.87
2019-02-05 22:19:45.318000,L8,268.81,257.68,254.64,250.34,253.96,246.94,240.56,221.78,244.94,232.17,236.52,194.48,220.39,170.68,226.28,193.37,212.76,226.84,217.87,208.92,210.08,215.65,167.69,169.13,186.10,202.39,224.61,189.37,188.46,186.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.62,262.46,271.77,322.88,338.47,338.03
2019-05-12 22:19:32.441000,L8,294.63,281.61,264.13,276.92,270.18,269.94,245.66,227.45,244.95,240.87,244.33,230.82,236.17,,,195.44,187.69,337.16,320.06,316.41,313.41,307.76,171.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.69,329.25,339.74,354.23,341.88
2019-07-31 22:20:02.646000,L8,318.92,318.71,323.32,309.35,323.45,353.37,349.32,307.43,342.08,348.67,351.54,345.10,318.53,321.24,322.40,312.42,304.66,302.15,259.26,280.79,182.93,250.63,256.85,258.83,259.47,260.34,261.84,190.96,185.40,180.41,,,,,300.17,328.47,353.61,368.82,379.69,,,417.86,427.59,433.47,428.76,437.69,385.75,404.84,417.44,404.34,,,,,349.08,358.46,359.02,361.60,332.75,339.75,334.22,346.46,351.68
2019-09-01 22:20:11.708000,L8,279.65,268.07,261.73,277.48,257.21,270.08,246.93,233.50,250.45,244.60,247.64,233.88,226.14,184.11,229.20,,,328.36,303.10,281.38,272.47,264.02,249.63,,,,,,,,,,,,,,,,,428.51,444.56,438.62,437.91,423.26,385.93,421.42,415.84,,413.43,408.28,404.56,,,346.09,388.26,386.74,389.34,370.84,359.48,265.19,314.89,331.43,362.64
2019-09-17 22:20:17.064000,L8,275.61,268.61,258.60,258.54,251.58,249.84,239.99,222.73,244.80,234.67,334.62,339.68,329.27,325.00,330.60,233.26,,,188.12,199.80,197.79,196.42,181.17,173.63,174.30,177.79,180.50,174.06,,,,,,,,,,386.93,405.25,427.11,445.55,436.49,434.65,406.68,409.85,422.86,415.28,412.60,424.60,394.79,413.80,413.65,391.85,,,389.81,353.19,374.30,367.70,367.58,359.37,353.57,365.40
2019-12-22 22:20:15.572000,L8,274.38,265.00,260.58,246.04,252.25,248.85,241.80,343.86,349.72,353.45,364.25,356.64,220.77,194.84,224.33,198.03,190.76,180.44,169.86,201.05,200.25,202.41,201.77,198.29,195.36,196.66,206.73,220.19,,,,,,,331.45,341.29,349.68,355.57,324.79,380.07,388.67,392.22,,,391.03,398.62,380.81,373.03,,,,,,,,,366.83,227.05,260.58,267.76,332.58,337.02,337.95
2020-02-08 22:20:02.656000,L8,274.78,290.38,260.02,250.76,254.69,251.05,244.52,229.89,245.00,235.82,242.65,219.38,,,,197.23,187.91,179.74,206.56,199.67,199.49,195.39,201.01,195.33,196.53,195.33,208.40,171.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.31,261.51,268.18,312.72,335.15,331.30
2020-02-24 22:19:58.916000,L8,305.52,309.40,260.80,255.57,254.50,249.89,243.34,229.65,245.54,235.49,242.19,243.03,,,,198.12,188.73,179.61,167.92,199.34,196.84,195.48,199.38,192.60,192.61,191.26,201.58,192.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.57,263.37,267.50,314.53,335.67,333.64
2020-03-11 22:19:52.609000,L8,279.69,275.53,260.08,261.65,265.68,267.11,253.23,331.90,339.64,341.70,351.23,350.30,350.06,162.89,222.44,,,,202.92,196.33,194.42,193.48,198.62,196.11,192.72,189.39,205.64,194.42,198.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.24,262.39,267.67,317.68,336.59,331.92
2020-03-27 22:19:43.868000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.68,223.76,205.15,294.41,293.98
2020-04-28 22:19:28.688000,L8,287.38,278.34,264.32,274.83,275.68,294.61,287.38,252.50,279.73,284.23,256.25,250.69,220.31,201.73,219.27,196.77,190.32,181.18,207.71,198.73,195.21,192.73,197.97,196.47,194.88,190.99,202.77,190.62,179.96,,,,,,,,,,,,,,,,,,,,,,,,,355.77,354.34,346.50,341.38,346.58,344.46,359.34,364.68,360.83,366.49
2020-05-30 22:19:28.682000,L8,,,241.36,227.19,212.02,213.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
