dates,nzd0460-0000,nzd0460-0001,nzd0460-0031,nzd0460-0032,nzd0460-0033,nzd0460-0034,nzd0460-0050,nzd0460-0051,nzd0460-0052,nzd0460-0053,nzd0460-0054,nzd0460-0065,nzd0460-0066,nzd0460-0005,nzd0460-0006,nzd0460-0009,nzd0460-0010,nzd0460-0011,nzd0460-0013,nzd0460-0014,nzd0460-0015,nzd0460-0016,nzd0460-0017,nzd0460-0018,nzd0460-0019,nzd0460-0020,nzd0460-0021,nzd0460-0022,nzd0460-0023,nzd0460-0024,nzd0460-0025,nzd0460-0026,nzd0460-0036,nzd0460-0037,nzd0460-0038,nzd0460-0039,nzd0460-0041,nzd0460-0042,nzd0460-0043,nzd0460-0044,nzd0460-0045,nzd0460-0047,nzd0460-0048,nzd0460-0049,nzd0460-0055,nzd0460-0056,nzd0460-0057,nzd0460-0058,nzd0460-0059,nzd0460-0060,nzd0460-0061,nzd0460-0062,nzd0460-0063,nzd0460-0064,nzd0460-0067,nzd0460-0068,nzd0460-0069,nzd0460-0070,nzd0460-0071,nzd0460-0072,nzd0460-0073,nzd0460-0074,nzd0460-0002,nzd0460-0003,nzd0460-0004,nzd0460-0007,nzd0460-0008,nzd0460-0075,nzd0460-0076,nzd0460-0077,nzd0460-0078,nzd0460-0079,nzd0460-0080,nzd0460-0081,nzd0460-0082,nzd0460-0083,nzd0460-0084,nzd0460-0085,nzd0460-0046,nzd0460-0012,nzd0460-0027,nzd0460-0028,nzd0460-0029,nzd0460-0040,nzd0460-0035,nzd0460-0030,satname
2023-01-14 22:26:57.595,416.31,214.50555555555556,,,,,,316.62,278.82,300.55,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1757142857143,185.265,176.10500000000002,,,,,314.51,277.43,264.16,,,,,,,,,,,,,,,L9
2023-01-22 22:26:55.025,416.6366666666667,220.94555555555553,,,,,,316.62,278.82,300.55,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,179.52428571428572,185.265,176.10500000000002,,,,,314.51,277.43,264.16,,,,,,,,,,,,,,,L8
2023-04-03 22:32:28.643,421.78000000000003,232.37999999999997,,,,,,316.62,278.82,300.55,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,183.454,185.265,176.10500000000002,,,,,314.51,277.43,264.16,,,,,,,,,,,,,,,L8
2023-04-11 22:32:38.249,419.47,234.75571428571428,,,,,,316.62,278.82,300.55,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,185.8183333333333,184.66,174.82000000000002,,,,,314.51,277.43,264.16,,,,,,,,,,,,,,,L9
2023-06-06 22:32:08.244,418.95200000000006,247.225,,,,,,,,,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,188.208,181.6025,174.82000000000002,,,,,314.51,277.43,264.16,,,,277.6,270.15,240.45,,,,,,,,,L8
2023-06-22 22:32:13.277,415.03599999999994,243.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,185.528,175.2775,174.41500000000002,,,,,314.51,277.43,264.16,,,,277.6,270.15,240.45,,,,,,,,,L8
2023-06-23 22:25:53.612,415.03599999999994,245.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,182.9416666666667,175.2775,174.41500000000002,,,,,314.51,277.43,264.16,,,,277.6,270.15,240.45,,,,,,,,,L9
2023-07-01 22:26:11.433,415.03599999999994,245.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.305,235.695,246.12,191.16,197.99,195.87,,,182.9416666666667,175.2775,174.41500000000002,,,,,314.51,277.43,264.16,,,,277.6,270.15,240.45,,,,,,,,,L8
2023-07-25 22:26:10.029,412.448,242.17249999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,185.07000000000002,173.20000000000002,172.25,,,,,,,,,,,277.6,270.15,240.45,,,,,,,,,L9
2023-08-01 22:32:27.816,412.448,240.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,185.04,173.885,172.25,,,,,,,,,,,277.6,270.15,240.45,,,,,,,,,L9
2023-09-02 22:32:42.433,406.37166666666667,240.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8,369.16,370.31,364.68,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,185.04,173.885,172.25,,,,,,,,,,,277.6,270.15,240.45,,,,,,328.52,,,L9
2023-10-21 22:26:44.047,404.52250000000004,240.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8,369.16,370.31,364.68,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,181.89,170.69666666666663,,,,,,,,,,,,277.6,270.15,240.45,,,,,,328.52,,,L8
2023-11-05 22:32:54.608,406.808,240.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8,369.16,370.31,364.68,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,181.89,170.69666666666663,,,,,,,,,,,,277.6,270.15,240.45,,,,,,328.52,,,L9
2023-11-30 22:26:52.584,406.808,238.88666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8,369.16,370.31,364.68,,,,,,,,,,,,,,163.54,173.24,167.5,191.16,197.99,195.87,,,181.89,170.69666666666663,,,,,,,,,,,,277.6,270.15,240.45,,,,,,328.52,,,L9
2024-02-26 22:26:35.161,395.96999999999997,237.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8,369.16,370.31,364.68,,,,,,,,,,,,,,,,,,,,,,183.89,,,,,,,,,,,,,,,,,,,,,328.52,,,L8
2024-03-12 22:32:54.954,415.95,237.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.08999999999997,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-04-21 22:32:12.993,415.95,231.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.08999999999997,,,,,,,,,,,,,,,,,,,,,,,,L8
2024-05-08 22:26:10.629,,231.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,178.08999999999997,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-07-02 22:31:58.457,414.86,231.80000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,176.20333333333335,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-07-10 22:32:08.834,421.11,230.82000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,178.47,,,,,,,,,,,,,,,,,,,,,,,,L8
2024-08-19 22:32:26.985,402.90333333333336,229.22200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,177.142,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-09-13 22:26:24.477,385.8125,228.02249999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,176.51000000000002,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-10-14 22:32:47.788,380.074,226.93800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,171.41,171.82,197.31,194.07,207.65,,,176.51000000000002,,,,,,,,,,,,,,,,,,,,,,,,L8
2024-12-25 22:32:56.091,379.4916666666666,227.57750000000001,,,,,,,,297.36,302.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8,250.39,,,,,,,,,,,,,,,,,178.585,173.91,171.43,,,,,,,,,,,,,,,,,,,,,,L9
2025-01-10 22:32:53.155,358.68249999999995,219.64249999999998,,,,,,,,297.36,302.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8,250.39,,,,,,,,,,,,,,,,,176.66,173.91,171.43,,,,,,,,,,,,,,,,,,,,,,L9
2025-01-11 22:26:40.025,358.68249999999995,227.92799999999997,,,,,,,,297.36,302.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8,250.39,,,,,,,,,,,,,,,,,176.66,173.91,171.43,,,,,,,,,,,,,,,,,,,,,,L8
2025-01-18 22:32:48.566,367.08000000000004,233.9,,,,,,,297.38,297.36,308.565,,,204.96,208.68,193.86,210.4,241.23,219.51,242.99,228.28,218.58,,,,,,,,,,,,,,,,,,,,,,,296.8,250.39,317.56,,,,,,,,,,,,,,301.29,338.38,176.66,173.91,171.43,210.91,205.35,341.24,,,,,,,,,247.06,250.99,,220.42,,,,,,,L8
2025-02-03 22:32:49.616,373.5,233.01714285714283,,,,,,,297.38,297.36,308.565,352.98,,204.96,208.68,193.86,210.4,241.23,219.51,242.99,228.28,218.58,,,,,,,,,,,347.21,384.67,363.31,408.09,,,,,,,,,296.8,250.39,317.56,,,,,,354.3,362.04,,,,,,,318.995,343.115,177.9375,173.91,171.43,210.91,205.35,350.11,,,,,,,,,247.06,250.99,,220.42,,,,,,,L8
2025-02-11 22:32:55.449,374.9042857142857,228.3275,,,,,,,297.38,297.36,308.565,352.98,,204.96,208.68,193.86,210.4,241.23,219.51,242.99,228.28,218.58,,,,,,,,,,,347.21,384.67,363.31,408.09,,,,,,,,,296.8,250.39,317.56,,,,,,354.3,362.04,,,,,,,318.995,343.115,176.174,173.91,171.43,210.91,205.35,350.11,,,,,,,,,247.06,250.99,,220.42,,,,,,,L9
2025-03-24 22:26:27.066,384.65999999999997,227.79833333333332,,,,,,,297.38,297.36,308.565,352.98,510.81,204.96,208.68,193.86,210.4,241.23,219.51,242.99,228.28,218.58,,,,,,,,,,,347.21,384.67,363.31,408.09,,,,,,,,,296.8,250.39,317.56,,,,,,354.3,362.04,,,,,,,318.995,343.115,177.26,173.91,171.43,210.91,205.35,350.11,,,,,,,,,247.06,250.99,,220.42,,,,,,,L9
