dates,satname,nzd0472-0000,nzd0472-0001,nzd0472-0002,nzd0472-0003,nzd0472-0004
2013-10-27 22:15:55.590000,L8,313.23,301.62,318.27,307.77,300.43
2014-03-20 22:14:37.534000,L8,,269.30,342.00,331.51,279.31
2014-05-23 22:13:42.455000,L8,,300.47,305.40,295.65,285.03
2014-12-01 22:14:24.062000,L8,,292.18,257.50,297.56,284.08
2016-01-05 22:14:17.033000,L8,295.18,306.57,310.74,307.87,293.36
2016-04-26 22:13:44.974000,L8,297.34,301.69,309.15,300.38,292.92
2019-02-14 22:13:57.218000,L8,296.31,285.33,303.51,302.95,
2019-03-02 22:13:53.044000,L8,310.00,306.44,312.06,307.98,291.61
2020-02-08 22:20:26.619000,L8,296.51,298.35,302.21,295.21,257.75
2022-06-14 22:14:22.918000,L8,,281.88,310.24,310.50,274.47
2023-01-08 22:14:36.179000,L8,306.13,299.74,311.40,302.95,265.17
2024-01-19 22:14:28.085000,L9,303.25,301.05,309.25,298.22,264.17
2025-10-28 22:14:29.416000,L8,302.39,307.16,309.89,302.87,269.86
