dates,nzd0507-0000,nzd0507-0001,nzd0507-0002,nzd0507-0003,nzd0507-0004,nzd0507-0005,nzd0507-0006,satname
1999-08-26 22:07:32+00:00,,308.68,289.21,,,,,L7
2000-05-08 22:06:44+00:00,,,,,,345.77,,L7
2000-06-25 22:06:19+00:00,,,319.17,,,329.74,,L7
2000-12-18 22:05:01+00:00,313.88,298.13,307.33000000000004,286.95,,301.855,,L7
2001-01-03 22:05:00+00:00,313.88,298.13,315.405,286.95,347.47,315.91999999999996,323.34,L7
2001-04-09 22:04:41+00:00,313.88,298.13,328.82666666666665,286.95,347.47,315.91999999999996,341.83,L7
2001-06-28 22:03:56+00:00,333.28,334.28,335.0466666666667,321.74,336.87,324.87,339.82666666666665,L7
2001-07-14 22:03:57+00:00,333.28,330.905,328.0533333333333,308.125,311.80499999999995,299.76,330.7366666666667,L7
2001-08-15 22:03:26+00:00,333.28,330.905,328.0533333333333,302.99,311.80499999999995,298.86999999999995,330.7366666666667,L7
2002-04-12 22:03:25+00:00,,,337.07,,,345.69,,L7
2002-06-15 22:03:07+00:00,,,328.725,,,340.96000000000004,,L7
2002-12-08 22:02:51+00:00,305.81,289.84,302.395,,,336.23,,L7
2002-12-24 22:02:57+00:00,305.81,298.63,293.89,283.84,282.43,297.09,282.3,L7
2003-11-17 21:52:57+00:00,,,335.83,340.37,341.47,338.62,342.76,L5
2004-06-12 21:55:59+00:00,,331.68,316.44,314.16,312.36,307.63,321.73,L5
2004-06-28 21:56:28+00:00,319.7,316.145,299.995,299.70500000000004,302.28499999999997,298.28,308.07500000000005,L5
2004-07-30 21:57:15+00:00,319.7,316.145,310.0,307.7966666666667,311.43666666666667,305.3333333333333,317.06333333333333,L5
2004-10-18 21:59:11+00:00,319.7,316.145,315.08,311.3225,313.92,308.47,319.425,L5
2005-01-22 22:00:50+00:00,323.34,302.63,321.11999999999995,316.4533333333333,318.65333333333336,312.08,319.21999999999997,L5
2005-05-14 22:01:54+00:00,323.34,309.28,303.95,302.37,303.97,299.32500000000005,305.245,L5
2005-10-05 22:02:41+00:00,,315.93,316.525,312.5,312.85,309.645,321.825,L5
2006-02-26 22:05:22+00:00,324.14,312.0,313.305,314.385,313.21000000000004,308.96000000000004,317.5,L5
2006-03-14 22:05:42+00:00,333.7,321.78,315.82666666666665,317.1066666666666,316.05,310.84,320.55333333333334,L5
2006-04-15 22:06:18+00:00,330.0,316.9533333333333,305.96999999999997,308.8933333333334,309.22333333333336,302.8466666666667,312.1266666666667,L5
2006-06-02 22:07:00+00:00,330.0,316.9533333333333,305.96999999999997,308.8933333333334,303.0475,296.105,310.2375,L5
2009-01-17 21:59:44+00:00,331.41,302.62,296.1,295.15,290.6,285.76,289.9,L5
2013-06-05 22:16:38+00:00,,,,,287.69,284.56,300.9,L8
2013-07-07 22:16:35+00:00,,329.77,310.32,,310.13,303.875,317.19,L8
2013-07-23 22:16:34+00:00,327.21,330.11,314.725,,314.95,308.3533333333333,321.75,L8
2013-08-08 22:16:37+00:00,320.7,323.47666666666663,307.0233333333333,293.43,309.075,302.76,318.665,L8
2013-09-25 22:16:28+00:00,320.7,323.47666666666663,307.0233333333333,310.21000000000004,312.57599999999996,305.884,320.162,L8
2013-10-11 22:16:29+00:00,317.9433333333333,321.29999999999995,306.42,307.1466666666667,311.47499999999997,304.5366666666667,320.162,L8
2013-10-27 22:16:19+00:00,317.9433333333333,320.76,306.42600000000004,308.6775,311.5785714285715,306.4985714285714,320.95166666666665,L8
2013-12-30 22:16:01+00:00,317.7125,318.01,304.935,306.938,313.3128571428571,307.3771428571428,321.3883333333333,L8
2014-03-20 22:15:01+00:00,321.12666666666667,314.56,304.4775,310.752,310.522,305.834,317.04249999999996,L8
2014-04-21 22:14:29+00:00,321.75666666666666,313.895,303.41999999999996,306.16999999999996,306.3175,302.7025,313.4375,L8
2014-08-11 22:14:39+00:00,324.5833333333333,318.55,304.8233333333333,306.28666666666663,307.1933333333333,302.59666666666664,315.94,L8
2014-11-15 22:14:49+00:00,325.5,318.545,308.555,309.28499999999997,307.755,304.56,314.92,L8
2015-01-02 22:14:38+00:00,330.15,319.7866666666667,310.25,308.84666666666664,306.83666666666664,303.92333333333335,313.01,L8
2015-06-27 22:13:58+00:00,334.8,319.195,305.96,307.06500000000005,305.565,301.715,312.885,L8
2015-07-29 22:14:13+00:00,,319.345,302.505,307.70000000000005,307.82,300.90999999999997,316.96,L8
2016-04-26 22:14:08+00:00,325.45,318.05,294.66,311.71,310.52,305.2,311.94,L8
2016-05-12 22:14:08+00:00,323.155,317.24,297.70500000000004,310.24,308.28,301.91999999999996,311.805,L8
2016-07-15 22:14:34+00:00,319.64000000000004,316.33,297.27,305.02666666666664,304.62666666666667,296.41333333333336,311.805,L8
2017-08-03 22:14:35+00:00,314.19,315.23,295.44,295.17,291.87,286.42,310.86,L8
2017-12-25 22:14:47+00:00,309.405,308.45000000000005,290.08500000000004,296.23,294.6,286.94,309.39,L8
2018-02-11 22:14:26+00:00,304.62,281.85,275.31,290.5,290.9,282.04499999999996,299.28499999999997,L8
2018-04-16 22:13:54+00:00,304.62,281.85,275.31,296.3933333333334,296.53000000000003,291.1066666666666,306.79333333333335,L8
2018-07-21 22:13:49+00:00,331.33,294.975,293.02,304.4866666666667,303.74,301.2933333333333,315.6233333333334,L8
2018-12-28 22:14:29+00:00,331.33,327.92,320.15,328.945,324.66499999999996,322.58,333.43,L8
2019-01-13 22:14:27+00:00,329.15,322.01,311.82,320.75333333333333,317.53,314.7,324.47333333333336,L8
