dates,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0028,nzd0330-0029,nzd0330-0030,nzd0330-0031,nzd0330-0032,nzd0330-0033,nzd0330-0034,nzd0330-0035,nzd0330-0036,nzd0330-0037,nzd0330-0038,nzd0330-0039,nzd0330-0040,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062,nzd0330-0019,nzd0330-0005,nzd0330-0006,nzd0330-0007,satname
1999-08-28 21:53:35+00:00,,,,,,,328.49,,,319.38,330.01,303.72,295.95,282.38,272.53,284.15,,298.79,,,,,,,,,,317.71,331.96,327.46,330.53,,,,,,,,,,,,,,,344.34,,,,,,,,,,,,,,316.27,,,,L7
1999-09-22 21:47:48+00:00,,,,,,,334.045,,,319.38,330.01,303.72,295.95,282.38,272.53,295.92499999999995,,298.79,,,,,,,,,,317.71,331.96,327.46,330.53,,,,,,,,,,,,,,,352.14,,,,,378.22,370.16,372.58,,,366.0,,,365.18,316.27,,,,L7
1999-10-24 21:47:44+00:00,,,,,,,334.045,,,319.38,330.01,313.42,295.95,282.38,272.53,310.5566666666667,,298.79,,,,,,,,,,317.71,331.96,327.46,330.53,,,,,,,,,,,,,,,352.14,,,,,378.22,370.16,372.58,,,366.0,,,365.18,326.375,,340.94,,L7
2000-01-19 21:53:25+00:00,,,,,,,334.045,,339.33,328.86,329.91499999999996,319.0566666666667,315.605,282.38,272.53,317.3825,344.27,298.79,,,,,,,,,,317.71,331.96,327.46,330.53,,,,,,,,,,,,,,,352.14,,,,,378.22,370.16,372.58,,,366.0,,,365.18,329.74333333333334,,340.94,,L7
2000-04-17 21:47:08+00:00,,,,,,,,,339.33,338.34,329.82,326.725,335.26,,,338.84000000000003,344.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.05,,,,,,,,,,336.48,,340.94,,L7
2000-05-26 21:52:36+00:00,310.76,299.69,295.04,342.65,325.63,275.21,309.43,332.98,335.955,313.47,317.34000000000003,313.28499999999997,322.385,288.08,287.76,312.685,327.98,316.03,313.93,329.0,316.16,312.35,315.68,322.16,316.89,320.75,331.52,319.29,,334.18,321.99,,,,,,,,,,,,,328.2,333.05,347.04,,,,363.725,,,,,,361.33,,,354.35,327.23,,,,L7
2000-06-20 21:46:40+00:00,310.76,292.365,289.46000000000004,342.65,324.5,275.21,309.43,332.98,338.6933333333333,306.7133333333333,317.34000000000003,313.28499999999997,316.6933333333333,287.1,285.595,304.68666666666667,323.25,319.605,316.995,329.0,316.16,312.35,318.33000000000004,320.755,317.66999999999996,322.0,327.92999999999995,319.515,316.82,334.18,321.99,,,,,,,,,,,,,328.2,333.05,347.04,,,349.72,361.99333333333334,365.57,,,,,360.62,,,354.35,327.23,,,,L7
2000-07-13 21:52:07+00:00,319.41499999999996,298.29333333333335,290.97,342.65,330.46666666666664,285.825,309.43,332.98,338.6933333333333,307.635,317.34000000000003,314.17333333333335,317.095,297.44666666666666,291.94,306.99,324.125,319.605,316.995,329.0,316.16,312.35,318.33000000000004,324.6366666666667,317.66999999999996,322.0,327.92999999999995,319.515,316.82,334.045,327.685,,,,,,,,,,,,,328.2,333.05,347.04,,,349.72,362.63,365.57,,,,,360.62,,,354.35,327.23,,,,L7
2000-07-29 21:51:50+00:00,320.8933333333334,301.6575,291.865,342.65,331.4925,285.825,309.43,332.98,338.375,297.40000000000003,304.86,306.095,311.04,301.8675,291.94,296.7,317.41,319.605,316.995,329.0,316.16,312.35,318.33000000000004,334.8375,323.3666666666666,322.0,327.92999999999995,319.515,326.37,335.29,329.74666666666667,,,,,,337.29,,,,,,,328.2,333.05,347.04,,,349.72,362.63,365.57,,,,,360.62,,,354.35,317.98,,,,L7
2000-08-14 21:51:44+00:00,322.705,304.558,292.12800000000004,342.65,331.4925,281.7733333333333,312.45000000000005,332.98,338.375,300.5375,315.31,308.07,311.09000000000003,304.284,297.18,298.765,318.635,326.71,319.83,329.0,318.49,318.505,323.5366666666667,334.354,322.84,321.3633333333333,328.6166666666666,317.61,326.37,334.9175,330.0525,,,341.62,,,337.29,,,,,,,328.2,333.05,352.315,,,349.72,362.794,369.04999999999995,,,,347.95,358.26,354.69,354.13,353.33500000000004,321.065,,,,L7
