dates,satname,nzd0415-0000,nzd0415-0001,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0002,nzd0415-0003,nzd0415-0045,nzd0415-0046,nzd0415-0047,nzd0415-0110,nzd0415-0111,nzd0415-0041,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0019,nzd0415-0020,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0053,nzd0415-0054,nzd0415-0055,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0099,nzd0415-0059,nzd0415-0028,nzd0415-0029,nzd0415-0004,nzd0415-0092,nzd0415-0005,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0021,nzd0415-0022,nzd0415-0091,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0097,nzd0415-0098,nzd0415-0060,nzd0415-0072,nzd0415-0064,nzd0415-0065,nzd0415-0024,nzd0415-0025,nzd0415-0026,nzd0415-0085,nzd0415-0086,nzd0415-0027,nzd0415-0012,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0039,nzd0415-0040,nzd0415-0073,nzd0415-0074,nzd0415-0023,nzd0415-0096,nzd0415-0006,nzd0415-0007,nzd0415-0008,nzd0415-0017,nzd0415-0109,nzd0415-0084,nzd0415-0106,nzd0415-0083,nzd0415-0033,nzd0415-0034,nzd0415-0048,nzd0415-0049,nzd0415-0107,nzd0415-0108
2013-09-02 22:09:40.433000,L8,340.42,388.94,348.55,366.54,381.78,372.05,386.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.63,319.06,325.06,336.90,332.47,,,391.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25 22:15:41.016000,L8,349.97,396.27,,,,398.07,395.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.59,304.09,307.58,318.14,324.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:15:41.373000,L8,351.39,389.73,356.51,,,397.34,391.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.38,332.41,321.23,,,,,,,,,,,,369.60,307.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:15:31.632000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.06,,270.22,,,,,,308.93,331.62
2014-01-24 22:08:45.323000,L8,351.55,380.68,349.83,375.00,,357.22,382.38,,,,,,,,,,355.32,376.83,,,,,,,,,,349.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.56,398.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:08:20.274000,L8,355.03,384.92,,,,344.75,345.41,,,,,,,,,,,,,,,,,,,,389.62,380.75,378.29,,,,,,,,,,,,,,,,,,,,379.69,359.34,319.97,303.71,381.22,,,,,,331.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:14:13.571000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.50,,,,,,,,,,,,,,,,,,335.46,383.13,,,,,,,,,,,,348.30,270.31,359.81,,,,,,,337.40,,,,,,,,,,,,,,
2014-04-30 22:07:22.351000,L8,348.27,393.56,,,,351.85,382.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.57,306.40,311.57,323.62,322.37,364.87,310.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27 22:13:53.214000,L8,,,338.36,321.64,340.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.78,295.14,290.94,305.60,313.50,,269.08,316.47,,,,,,,,,,,,,,,,,,290.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28 22:13:56.699000,L8,,,355.94,,,,388.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.95,334.37,317.83,,,,272.32,273.01,302.21,307.93,312.73,,270.19,,,,287.00,,287.36,,,,,,,,,,,,,291.51,,,,,,,,,,,,,,,,,,,,,,392.31,,,,,,,,,,,,,
2014-10-14 22:14:02.495000,L8,372.05,389.44,,,,403.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:51.967000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.30,298.55,382.31,,,,,,,,,,,,,,,,,385.30,,,,
2014-11-15 22:14:01.388000,L8,370.54,388.97,351.29,352.51,,395.20,384.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.95,339.28,282.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:14:00.103000,L8,372.80,388.17,,,,397.15,388.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07 22:13:29.991000,L8,382.13,375.62,,,,373.66,369.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.23,,320.44,355.29,394.30,284.72,366.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23 22:13:20.918000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.60,283.29,357.39,288.28,331.73,345.62,,,389.92,386.24,324.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.04,,,,,,392.08,386.96,,,,,,,,,331.60,387.60,,,,,,,,397.10,,,,,,,,
2015-04-24 22:13:08.174000,L8,,,352.04,372.15,362.78,,397.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.24,,359.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.16,,,,,,,,,,,,,
2015-05-19 22:06:40.529000,L8,,,345.05,370.53,368.69,,,,,,,,,,,,,,,,362.63,,,,,,,,,,,,,,,,,,386.38,386.35,322.35,,,,,,,,,,,,,,,362.93,,,,,,,,,,322.07,,,,,,,,,,,,,,,,383.99,384.87,,,,,,,,,,,,,,,,,,404.48,,,,,,,,
2015-06-20 22:06:56.810000,L8,329.82,377.23,,,,360.19,397.20,349.65,390.07,351.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-27 22:13:10.096000,L8,333.74,382.92,,,,370.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:07:13.408000,L8,336.09,387.80,349.44,,,372.16,402.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.89,325.48,302.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:13:25.654000,L8,333.87,389.91,344.96,,,367.03,396.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.25,320.36,299.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:24.416000,L8,331.84,378.21,,,,343.12,350.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:30.411000,L8,339.45,386.36,349.79,,,367.90,386.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.37,322.84,295.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:38.780000,L8,347.35,384.14,,,,396.28,390.55,340.56,387.64,333.68,,,,,,,,,,360.09,352.47,,,,,,,,,,,,,,,,,,,,,266.72,,,,,,,,,,,,,,,,,,377.73,,,,,,330.40,403.91,386.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17 22:13:50.272000,L8,346.93,383.17,,,,371.97,383.82,326.70,386.95,,,,,,392.99,397.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18 22:13:56.900000,L8,350.38,338.08,,,,371.84,380.08,,,,,,,,,,,,,361.01,344.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.28,302.25,283.82,310.11,301.67,,,,,,369.79,,,,,,,355.94,398.28,,285.95,364.42,284.05,377.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:47.119000,L8,,,,,,,,,,,,,342.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.73,279.92,,,,,,,,,,,,,,,,,,
2016-01-05 22:13:53.066000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.53,288.93,332.08,344.62,,,,,,,327.98,293.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:25.821000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.35,295.63,337.87,347.30,292.04,393.10,380.79,385.24,320.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.06,385.39,,,,,,,,,,,,,,,,,,399.59,,333.68,,,,,,
2016-04-19 22:07:10.819000,L8,343.72,389.44,,,,373.13,387.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26 22:13:21.011000,L8,341.64,394.93,,,,397.87,386.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12 22:13:20.486000,L8,339.83,393.01,,,,398.15,397.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.42,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:07:18.940000,L8,330.49,385.99,,,,349.89,387.35,,,,,,405.28,389.28,387.39,350.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13 22:13:30.468000,L8,341.65,395.13,,,,388.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08 22:07:32.591000,L8,337.67,392.89,,,382.63,396.39,392.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.76,,,,,,,,,,,,,,,,,,,338.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15 22:13:46.133000,L8,342.96,395.50,,,,395.01,400.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:37.782000,L8,350.33,395.76,,,,396.08,399.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:39.758000,L8,344.29,388.77,,,,355.59,390.67,325.49,,,,,,,391.13,388.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:13:53.501000,L8,317.93,303.04,,,,392.90,375.83,310.10,,,,,,354.56,368.12,378.13,,,,,,,,,,,285.06,403.97,383.01,355.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.95,,,392.40,354.42,383.70,,,,,,,,,,,,331.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:51.328000,L8,344.38,384.94,,,,371.47,387.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.74,348.43,369.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:14:09.198000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.05,363.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31 22:07:51.584000,L8,,,,,,,,,,,332.00,347.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.17,347.17,,386.74,,,377.30,357.39,273.63,278.79
2017-01-23 22:13:55.126000,L8,368.90,377.34,,,,361.68,383.16,352.17,395.26,340.78,,,,,394.87,395.02,,,,,,,,394.42,380.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.62,385.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24 22:13:41.814000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.03,303.33,312.52,327.90,351.08,,382.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:07:09.788000,L8,354.77,388.31,,,,395.68,390.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:07:00.199000,L8,346.66,390.77,347.78,,,379.86,388.55,338.95,387.70,,,,,,396.44,399.32,,,,350.87,360.13,,,,,,,,,,,,,,,,,,,,,,350.42,339.26,304.89,,,,,,,,,,,,,,,,,,,,,323.22,401.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:07:10.251000,L8,339.54,390.19,,,,368.04,388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.75,397.47,336.20,366.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16 22:13:31.641000,L8,336.85,393.12,,,,375.91,390.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:07:23.481000,L8,340.22,393.16,,,,386.60,396.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03 22:13:47.751000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.62,395.62,395.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:43.849000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.93,361.17,373.64,315.67,359.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:55.807000,L8,369.96,385.75,,,,396.59,395.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:46.733000,L8,351.55,379.35,,,,370.68,387.01,,,,,,,,,,,,,,,,,388.93,382.58,388.03,394.22,375.67,371.28,386.48,,,,,,,,,,,,,303.64,284.43,388.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.78,373.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-11 22:13:38.280000,L8,352.26,379.52,,,,355.08,386.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.54,276.02,359.71,,,,336.48,359.37,351.64,347.14,355.49,,281.36,,,,,,,,,,,,,,,,,,,,,,,,346.59,359.18,356.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31 22:13:15.678000,L8,355.52,390.49,,,,400.92,398.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:13:06.453000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.77,339.82,374.74,305.21,,,333.19,,,,,,,,,,,,,,,,,,,292.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02 22:12:57.650000,L8,,382.44,,,,387.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18 22:12:46.768000,L8,346.15,392.83,,,,389.66,397.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:40.110000,L8,347.54,390.04,,,,395.76,395.79,,,,317.56,295.18,,,,,,,,,,,,,,,,,,,,,,,,,,,379.97,383.81,336.36,301.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.71,379.30,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-21 22:13:01.464000,L8,340.38,392.17,,,,379.63,394.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:07:11.120000,L8,349.18,395.01,,,,397.83,393.39,,,,,,,,,,335.19,379.07,330.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:29.549000,L8,371.69,387.27,,,,399.44,395.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10 22:13:44.803000,L8,375.49,389.30,,,,398.66,396.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.60,,,,,,,,,,,,,,,,,,,,,,,,,,,359.29,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11 22:07:14.802000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.37,283.38,380.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:07:21.058000,L8,350.34,397.09,,,,396.17,397.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06 22:13:35.075000,L8,350.28,397.82,,,,392.16,396.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:27.730000,L8,350.01,391.46,,,,380.25,398.30,,,,,,,,,,,,,,,349.32,394.82,301.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.99,,,,,,,,,,,,,,,,,,,348.27,,303.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01 22:07:32.340000,L8,347.71,392.67,,,,373.21,395.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08 22:13:44.519000,L8,340.40,389.10,338.34,342.69,340.37,379.48,395.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24 22:13:48.790000,L8,338.08,395.46,,363.90,387.68,396.00,400.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.75,,,,,,,,,,,,,,,,,,,333.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:41.830000,L8,338.75,391.89,,,,372.44,395.26,,,,,,,,,,323.53,384.92,323.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:47.079000,L8,346.01,394.69,,,,383.36,396.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:08:00.157000,L8,370.14,389.66,359.48,,,398.26,397.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.37,329.23,323.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28 22:14:12.392000,L8,352.09,384.80,,,,370.54,389.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:49.551000,L8,,,356.24,,,,,,,,,,,,,,,,,,,,,,383.06,,,,,,,,,,,,,,382.87,384.22,303.36,,314.15,286.23,388.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.02,388.13,371.70,,,,369.95,384.75,,,,,,,,,323.96,373.85,,,,,,,,,,,,,,,,
2020-05-07 22:13:12.399000,L8,341.03,393.07,,364.53,373.68,370.18,390.58,334.09,356.50,,,,,,391.20,395.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:07:08.444000,L8,331.51,384.27,,358.09,386.75,373.64,380.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.89,,,,,,,,,,,,,,,,,,,321.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08 22:13:23.822000,L8,339.75,394.07,,,,395.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10 22:13:39.526000,L8,341.49,391.41,,,,380.35,401.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26 22:13:44.447000,L8,344.70,395.10,,,,377.67,398.96,357.77,391.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:35.564000,L8,337.81,387.14,346.23,,,371.54,390.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.12,326.71,312.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 22:13:56.166000,L8,349.13,394.23,,,,396.68,394.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21 22:07:54.687000,L8,358.98,390.15,,,,398.66,394.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:57.902000,L8,319.41,348.36,313.42,315.06,373.76,342.62,346.68,,,,,,404.99,390.02,316.89,,,,,,,376.88,360.87,365.85,293.56,298.48,332.89,367.15,350.57,341.78,,,,,,,,,,,,,343.47,307.21,308.85,,,,,,,,,,,399.44,,,,,,317.82,314.64,319.03,318.92,,,,,,279.27,,,,367.15,349.41,362.55,296.97,,,,,,,335.32,389.04,362.04,353.15,354.65,379.50,389.81,364.80,391.31,,,,,,,,,,,,,,,,
