dates,nzd0415-0000,nzd0415-0001,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0002,nzd0415-0003,nzd0415-0045,nzd0415-0046,nzd0415-0047,nzd0415-0110,nzd0415-0111,nzd0415-0041,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0019,nzd0415-0020,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0053,nzd0415-0054,nzd0415-0055,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0099,nzd0415-0059,nzd0415-0028,nzd0415-0029,nzd0415-0004,nzd0415-0092,nzd0415-0005,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0021,nzd0415-0022,nzd0415-0091,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0097,nzd0415-0098,nzd0415-0060,nzd0415-0072,nzd0415-0064,nzd0415-0065,nzd0415-0024,nzd0415-0025,nzd0415-0026,nzd0415-0085,nzd0415-0086,nzd0415-0027,nzd0415-0012,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0039,nzd0415-0040,nzd0415-0073,nzd0415-0074,nzd0415-0023,nzd0415-0096,nzd0415-0006,nzd0415-0007,nzd0415-0008,nzd0415-0017,nzd0415-0109,nzd0415-0084,nzd0415-0106,nzd0415-0083,nzd0415-0033,nzd0415-0034,nzd0415-0048,nzd0415-0049,nzd0415-0107,nzd0415-0108,satname
2016-05-12 22:13:20+00:00,343.72,338.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.63,337.87,,,,,,320.02,,327.98,293.77,,,,,,302.25,283.82,310.11,301.67,,,,,,,,,,,,,,,,285.95,,284.05,,325.42,,,,,,,,,,,,,,,,,,279.92,,,,,,,,,,,,333.68,,,,,,,L8
2016-07-08 22:07:32+00:00,343.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.63,337.87,,,,,,320.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.42,,338.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.68,,,,,,,L8
2016-08-09 22:07:39+00:00,343.72,,,,,,,325.49,,,,,,,,,,,,,,,,,,,,,,,,,,295.63,337.87,,,,,,320.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.42,,338.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.68,,,,,,,L8
2017-04-22 22:07:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.89,,,,,,,,,,,,,,,,,,,,,323.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-05-24 22:07:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.2,,,,,,,,304.89,,,,,,,,,,,,,,,,,,,,,323.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-02-11 22:13:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.02,,,,,,,,,,,281.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-06-28 22:06:40+00:00,,,,,,,,,,,317.56,295.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.36,301.04,,276.02,,,,,,,,,,,281.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-08-31 22:07:11+00:00,,,,,,,,,,,317.56,295.18,,,,,335.19,,330.14,,,,,,,,,,,,,,,,,,,,,,336.36,301.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-06-15 22:07:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,301.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-07-08 22:13:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,301.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.27,,,,,,,,,,,,,,,,,,,,,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-08-02 22:07:41+00:00,,,,,,,,,,,,,,,,,323.53,,323.29,,,,,301.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.27,,,,,,,,,,,,,,,,,,,,,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-10-05 22:08:00+00:00,,,,,,,,,,,,,,,,,323.53,,323.29,,,,,301.26,,,,,,,,,,,,,,,,,,,324.37,,323.55,,,,,,,,,,,327.27,,,,,,,,,,,,,,,,,,,,,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-10-28 22:14:12+00:00,,,,,,,,,,,,,,,,,323.53,,323.29,,,,,301.26,,,,,,,,,,,,,,,,,,,324.37,,323.55,,,,,,,,,,,327.27,,,336.7,,,,,,,,,,,,,,,,,,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-01-09 22:07:49+00:00,,,,,,,,,,,,,,,,,323.53,,323.29,,,,,,,,,,,,,,,,,,,,,,303.36,,319.26,286.23,323.55,,,,,,,,,,,,,,336.7,,,,,,,,,,,,,,,,,309.02,,,,,,,,,,,,,,,,323.96,,,,,,,,,,,,,,,,,,L8
2020-05-07 22:13:12+00:00,,,,,,,,334.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.36,,314.15,286.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.02,,,,,,,,,,,,,,,,323.96,,,,,,,,,,,,,,,,,,L8
2020-06-01 22:07:08+00:00,,,,,,,,334.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.36,,314.15,286.23,,,,,,,,,,,,320.89,,,,,,,,,,,,,,,,,,,321.16,309.02,,,,,,,,,,,,,,,,323.96,,,,,,,,,,,,,,,,,,L8
2020-08-04 22:07:35+00:00,,,,,,,,334.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.71,312.85,,,,,,,,,,,320.89,,,,,,,,,,,,,,,,,,,321.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-12-17 22:14:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.71,312.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,,,,,,,,,,,,,,,,,,,,299.13,,,,,,,,,,,,,,,L8
2021-03-16 22:07:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.01,328.33,338.8,294.87,,,,318.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,299.35,,,,,,,,,,,,,,,,305.89,,,299.13,,,,,,,,310.6,,,,,,,L8
2021-04-08 22:13:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.01,328.33,338.8,294.87,,,338.58,318.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,299.35,,,,,,303.64,,,,,,,,,,305.89,,,299.13,,,,,,,,310.6,,,,,,,L8
2021-05-26 22:13:30+00:00,,,,329.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.01,328.33,338.8,294.87,,,338.58,318.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,299.35,,,,,,303.64,,,,,,,,,,305.89,,,299.13,,,,,,,,310.6,,,,,,,L8
2021-07-13 22:13:43+00:00,,,,329.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.01,328.33,338.8,294.87,,,338.58,318.97,,,,,,,,292.55,300.78,300.05,,,,272.43,,,,,,,,,,,,,,,,,,,,,299.35,,,,,,303.64,,,,,,,,,,305.89,,,,,,,,,,,310.6,,,,,,,L8
2021-12-21 22:07:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.55,300.78,300.05,,,,272.43,,,,,,,,,,,,,,,,,,,,,,,,326.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-01-14 22:07:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.03,,,,,,,,328.37,,,,,,,,,,,326.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-01-21 22:13:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.37,,,,,,,,323.78499999999997,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-01-30 22:07:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.25666666666666,,,,,,,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-02-14 22:14:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.49,328.27,,,,,,,,,,,,,,,274.67,325.25666666666666,,,,,,,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-03-02 22:13:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.49,328.27,,,,,,,,,,,,,,,274.67,323.66249999999997,,,,,,,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-04-28 22:07:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.49,328.27,,,,,,,,,,,,,,,274.67,323.66249999999997,,,,,,326.46,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-05-21 22:13:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,,,338.49,328.27,,,,,,,,,,,,,,,274.67,323.66249999999997,,,,,,326.46,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-06-07 22:07:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,338.49,328.27,,,,,,,,,,,,,,,274.67,323.66249999999997,,,,,,326.46,,320.87333333333333,,,,,,,,,,,331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-06-30 22:14:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,338.49,328.27,,,,,300.45,320.66,306.5,320.4,341.39,,,,,,274.67,323.66249999999997,,,,,,326.46,,320.87333333333333,,,,,,273.32,,,,,335.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-07-01 22:07:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,338.49,328.27,,,,,304.575,317.875,293.365,322.86,341.39,,307.26,,,,274.67,323.66249999999997,,,,,,326.46,,320.87333333333333,,,,,,273.32,,,,,335.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-08-02 22:07:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,338.49,328.27,,,,,301.37666666666667,315.05333333333334,293.365,324.60999999999996,344.93,,308.04499999999996,,,,274.67,318.88,,,,,,326.46,,,,,,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-10-20 22:14:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,345.48,323.5,,,,,301.37666666666667,315.05333333333334,293.365,324.60999999999996,344.93,,308.04499999999996,,,,,,,,,,,326.46,,,,,,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-10-21 22:08:05+00:00,,,,,,,,,,,,,,,,,326.97,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,316.17,,345.48,323.5,,,,,301.37666666666667,315.05333333333334,293.365,324.60999999999996,344.93,,308.04499999999996,,,,,324.85,,,,,,326.46,,,,,,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-12-24 22:08:01+00:00,,,,,,,,,,,,,,,,,326.97,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,322.385,,,,,301.37666666666667,315.05333333333334,293.365,324.60999999999996,344.93,,308.04499999999996,,,,,324.85,,,,,,,,,,,,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-12-31 22:14:15+00:00,,,,,,,,,,,,,,,,,331.555,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,322.42,,,,,294.98,309.41,,328.11,348.47,,308.83,,,,,320.84000000000003,,,,,,,,306.03,286.44,308.15,311.55,,,,,,,,,,,,,,,,,,,,,,,,,,,273.05,,,,,,,,,,,,L9
2023-02-18 22:07:49+00:00,,,,,,,317.98,,,,,,,,,,331.555,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,322.42,,,,,,,,,,,,,,,,320.84000000000003,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,,,,,,,,,,,,,,,,,273.05,,,,,,,,,,,,L8
2023-03-05 22:14:01+00:00,,,,,,,317.98,,,,,,,,,,331.555,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,322.42,,,,,,,,,,,,,,,,319.4666666666667,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,,,,,,,,,,,,,,,,,273.05,,,,,,,,,,,,L9
2023-04-15 22:07:28+00:00,,,,,,,317.98,,,,308.62,287.35,,,,,331.555,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,322.42,,,,,,,,,,,,,,,,319.4666666666667,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,,,,,,,,,,,,,,,,,273.05,,310.47,,,,,,,,,,L9
2023-04-23 22:07:09+00:00,,,,,,,317.98,,,,308.62,287.35,,,,,336.14,,,,,,,,,,,,,,,,,,,331.41,,,,,,,,321.88,,,,,,,,,,,,,,,,316.77500000000003,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,297.55,,,,,,,,,,,,,,,,273.05,,310.47,,,,,,,,,,L8
2023-05-01 22:07:20+00:00,,,,,,,317.98,,,,308.62,287.35,,,,,336.14,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,,,321.88,,,,,,,,,,,,,,,,316.77500000000003,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,297.55,,,,,,,,,,,,,,,,273.05,,310.47,,,,,,,,,,L9
2023-05-24 22:13:16+00:00,,,,,,299.32,317.98,,,,308.62,287.35,,,,,336.14,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,,,321.88,,,,,,,,,,,,,,,,316.77500000000003,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,297.55,,,,,,,,,,,,,,,,273.05,,310.47,,,,,,,,,,L9
2023-06-09 22:13:12+00:00,,,,,,299.32,317.98,,,,308.62,287.35,,,,,336.14,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,274.75,,321.88,,,,,,,,,,,,,,,,316.77500000000003,,,,,288.16,,,306.03,286.44,308.15,311.55,,,,,,,,,,,297.55,333.36,,,,,,,,,,,,,,,273.05,,310.47,,,,,,,,,,L9
2023-08-12 22:13:35+00:00,,,,,,299.32,317.98,,,,308.62,287.35,,,,,,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,274.75,,,,,,,,,,,,,,,,,,316.72,,,,,288.16,,,,,,,,,,,,,,,,,297.55,333.36,,,,,,,,,,,,300.53,,,,,310.47,,,,,,,,,,L9
2023-08-20 22:13:47+00:00,,,,304.4,286.42,299.32,,,,,308.62,287.35,,,,,,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,274.75,,,,,,,,,,,,,,,,,,316.72,,,,,,,,,,,,,,,,,,,,,,297.55,333.36,,,,,,,,,,,,300.53,,,,,310.47,,,,,,,,,,L8
2023-10-08 22:07:46+00:00,,,,304.4,286.42,299.32,,,,,308.62,287.35,,,,,,,,,,,,,,,,,,,,,,284.23,331.6,328.235,326.66,,,,,274.75,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.55,333.36,,,,,,,,,,,,300.53,,,,,310.47,,,,,,,,,,L9
2023-12-10 22:13:57+00:00,,,,304.4,286.42,,,,,,,,,,,,,,,,,,305.33,,,,,,,,,,,,,,,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.53,,,,,,,,,,,,,,,L8
2023-12-18 22:14:08+00:00,,,,304.4,286.42,,,,,,,,,,,,347.23,,,,,,305.33,,,,,,,,,,,,,,,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.53,,,,,,,,,,,,,,,L9
2024-02-04 22:14:07+00:00,,,,304.4,286.42,,,,,,,,,,,,347.23,,,,,,305.33,,,,,,,,,,,,,,295.58,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.21,,,,,,,,,,,,,300.53,,,,,,,,333.23,,,,,,,L9
2024-02-21 22:07:41+00:00,,,,,,,,,,,,,,,,,347.23,,,,,,305.33,,,,,,,,,,,,,,295.58,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.87,,,,,,,356.21,,,,,,,,,,308.31,,,,,,,,,,,333.23,,,,,,,L8
2024-02-29 22:07:47+00:00,,,,,,,,,,,,,,,,,347.23,,,,,,305.33,,,,,,,,,,,,,,295.58,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,,,293.87,,,,,,,356.21,,,,,,,,,,305.7,,,,,,,,,,,333.23,,,,,,,L9
2024-03-15 22:13:37+00:00,,,,,,,,,,,,,,,,,347.23,,,,,,305.33,,,,,,,,286.05,275.4,,,,,295.58,,,336.13,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,,,,333.23,,,,,,,L8
2024-04-17 22:07:27+00:00,,,,,,,,,,,293.52,,,,,,347.23,,,,,,305.33,,,,,,,,286.05,275.4,,,,,295.58,,,336.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L9
2024-05-02 22:13:08+00:00,,,,,,,,,,,293.52,,,,,,347.23,,,,,,305.33,,,,,,,,286.05,275.4,,,,,295.58,,,336.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,346.17,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L8
2024-06-03 22:12:53+00:00,,,,,,,,,,,293.52,,,,,,347.23,,,,,,305.33,,,,,,,,286.05,275.4,,,,,295.58,,,325.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,346.17,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L8
2024-06-04 22:06:59+00:00,,,,,,,,338.51,,,293.52,,,,,,347.23,,,,,,305.33,,,,,,,,286.05,275.4,,287.52,320.37,330.68,292.94,,,325.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,346.17,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L9
2024-06-11 22:13:06+00:00,,,,,,,,338.51,,,293.52,,,,,,347.23,,,,,,302.03,,,,,,,,286.05,275.4,,288.51,320.37,331.315,292.94,,,325.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,346.17,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L9
2024-07-06 22:06:56+00:00,,,,,302.95,,,338.51,,,293.52,,,,,,,,,,,,302.03,,,,,,,,286.05,275.4,,288.51,320.37,331.315,292.94,,,325.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.68,,,,,346.17,,293.87,,,,,,,340.235,,,,,,,,,,308.33,,,,,,,,311.3,,,333.23,,,,,,,L9
2024-08-06 22:13:21+00:00,,,,,302.95,,,338.51,,,293.52,,,,,,,,,,,,302.03,,,,,,,,286.05,275.4,,288.51,320.37,331.315,290.3,,,325.145,,,,,,,,,,,,,,,,,,,,,,,285.84,,,,,337.68,,,,,346.17,,293.87,,,,,,,324.26,,,,,,,,,,308.33,,,,,,,,311.3,,,,,,,,,,L8
2024-08-31 22:07:27+00:00,,,,,302.95,,,338.51,,,293.52,,,,,,,,,,,,302.03,,,,,,,,286.05,275.4,,288.51,320.37,331.315,290.3,,,325.145,,,,,316.02,,,,,,,,,,,,,,,,,,285.84,,,,,,,,,,346.17,,,,,,,,,324.26,,,,,,,,,,313.59,,,,,,,,311.3,,,,,,,,,,L8
2024-09-07 22:13:42+00:00,,,,,302.95,,,334.495,,,293.52,,,,,,325.87,,331.41,,,,302.03,,,,,,,,286.05,275.4,,288.51,320.37,331.315,290.3,,,325.145,,,,325.36,313.185,,,,,,,,,,,,,,,284.06,,,285.84,,,,,,,,,,346.17,,,,,,,,,324.26,,,,,,,,,,313.59,,,,,,,,311.3,,,,,,,,,,L8
2024-12-21 22:07:40+00:00,,,,297.87,305.865,,,330.48,,,,,,,,,325.87,,331.41,,,,,,,,,,,,,,,,,,,,,,,,,325.36,313.185,,,,,,,,,,,,,,,284.06,,,285.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-01-21 22:14:01+00:00,,,,297.87,308.78,,,330.48,,,,,,,,,325.87,,331.41,,,,,,,,,,,,,,,,,,,,,,,,,325.36,313.185,,,326.95,,,,,,,,,,,,284.06,,,285.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-02-14 22:13:48+00:00,,,,297.87,308.78,,,330.48,,,,,,,,,325.87,,331.41,,,,,,,,,,,,,,,,,,,,,,,,319.51,325.36,314.14000000000004,,,326.95,,,,,,,,,,,,284.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-04-11 22:13:41+00:00,,,,297.87,308.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.51,,309.83000000000004,,,326.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L9
2025-05-05 22:13:12+00:00,,,,297.87,308.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.51,,308.50333333333333,,,326.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L8
2025-05-29 22:13:15+00:00,,,,297.87,308.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.6,,319.51,,308.50333333333333,,,326.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L9
2025-07-16 22:13:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.53,,,,317.69,325.95,326.08,,,,311.6,,319.51,,308.50333333333333,,,326.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L9
2025-07-24 22:13:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.53,,,,317.69,325.95,326.08,,,,315.32000000000005,,319.51,,308.50333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L8
2025-08-01 22:13:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.53,,,,317.69,325.95,326.08,,,,314.0133333333333,,319.51,,308.50333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,,L9
2025-10-28 22:14:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.53,,,,317.69,325.95,326.08,,,,314.0133333333333,,,,305.85,,,,,,,,,,,,,,,,,,,,,,,,288.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.66,,,,,,,,,,,,L8
