dates,satname,nzd0546-0000,nzd0546-0020,nzd0546-0021,nzd0546-0022,nzd0546-0023,nzd0546-0024,nzd0546-0025,nzd0546-0026,nzd0546-0027,nzd0546-0028,nzd0546-0029,nzd0546-0030,nzd0546-0031,nzd0546-0032,nzd0546-0033,nzd0546-0034,nzd0546-0035,nzd0546-0036,nzd0546-0037,nzd0546-0038,nzd0546-0039,nzd0546-0040,nzd0546-0057,nzd0546-0058,nzd0546-0059,nzd0546-0060,nzd0546-0061,nzd0546-0062,nzd0546-0063,nzd0546-0064,nzd0546-0065,nzd0546-0066,nzd0546-0067,nzd0546-0068,nzd0546-0069,nzd0546-0070,nzd0546-0071,nzd0546-0072,nzd0546-0073,nzd0546-0074,nzd0546-0075,nzd0546-0076,nzd0546-0077,nzd0546-0078,nzd0546-0079,nzd0546-0080,nzd0546-0081,nzd0546-0082,nzd0546-0083,nzd0546-0084,nzd0546-0085,nzd0546-0086,nzd0546-0087,nzd0546-0088,nzd0546-0090,nzd0546-0091,nzd0546-0098,nzd0546-0099,nzd0546-0100,nzd0546-0101,nzd0546-0102,nzd0546-0107,nzd0546-0108,nzd0546-0109,nzd0546-0110,nzd0546-0111,nzd0546-0112,nzd0546-0116,nzd0546-0117,nzd0546-0118,nzd0546-0119,nzd0546-0120,nzd0546-0121,nzd0546-0123,nzd0546-0124,nzd0546-0125,nzd0546-0126,nzd0546-0138,nzd0546-0139,nzd0546-0140,nzd0546-0141,nzd0546-0142,nzd0546-0143,nzd0546-0144,nzd0546-0145,nzd0546-0146,nzd0546-0147,nzd0546-0148,nzd0546-0149,nzd0546-0150,nzd0546-0163,nzd0546-0164,nzd0546-0165,nzd0546-0166,nzd0546-0167,nzd0546-0168,nzd0546-0169,nzd0546-0170,nzd0546-0171,nzd0546-0172,nzd0546-0173,nzd0546-0174,nzd0546-0175,nzd0546-0176,nzd0546-0177,nzd0546-0178,nzd0546-0179,nzd0546-0180,nzd0546-0181,nzd0546-0182,nzd0546-0183,nzd0546-0184,nzd0546-0185,nzd0546-0188,nzd0546-0189,nzd0546-0190,nzd0546-0191,nzd0546-0192,nzd0546-0193,nzd0546-0194,nzd0546-0195,nzd0546-0001,nzd0546-0002,nzd0546-0003,nzd0546-0004,nzd0546-0005,nzd0546-0006,nzd0546-0007,nzd0546-0008,nzd0546-0009,nzd0546-0010,nzd0546-0011,nzd0546-0012,nzd0546-0013,nzd0546-0014,nzd0546-0015,nzd0546-0016,nzd0546-0017,nzd0546-0018,nzd0546-0019,nzd0546-0044,nzd0546-0045,nzd0546-0046,nzd0546-0047,nzd0546-0048,nzd0546-0049,nzd0546-0050,nzd0546-0051,nzd0546-0052,nzd0546-0053,nzd0546-0054,nzd0546-0055,nzd0546-0056,nzd0546-0089,nzd0546-0092,nzd0546-0093,nzd0546-0094,nzd0546-0095,nzd0546-0096,nzd0546-0097,nzd0546-0106,nzd0546-0127,nzd0546-0128,nzd0546-0130,nzd0546-0131,nzd0546-0132,nzd0546-0136,nzd0546-0137,nzd0546-0151,nzd0546-0152,nzd0546-0153,nzd0546-0154,nzd0546-0155,nzd0546-0156,nzd0546-0157,nzd0546-0158,nzd0546-0159,nzd0546-0041,nzd0546-0042,nzd0546-0043,nzd0546-0103,nzd0546-0104,nzd0546-0105,nzd0546-0122,nzd0546-0129,nzd0546-0133,nzd0546-0134,nzd0546-0135,nzd0546-0160,nzd0546-0161,nzd0546-0162,nzd0546-0114,nzd0546-0115,nzd0546-0186,nzd0546-0187,nzd0546-0113
2020-04-12 22:20:24.358000,L8,,463.61,,,,,,,,,,,,,,,,,,,,,219.85,218.81,511.14,500.74,496.59,507.87,408.67,394.65,382.25,370.52,372.86,352.57,334.18,328.85,321.68,329.90,343.74,366.84,397.11,516.76,491.32,306.41,337.77,366.86,391.93,425.02,447.98,461.74,457.79,455.19,434.92,407.47,,,,,,,,229.37,228.80,502.86,446.39,370.60,367.46,323.20,,,,,230.43,296.67,265.35,,,,504.49,476.59,455.33,433.88,444.13,440.44,347.81,328.78,436.05,432.37,426.35,421.64,,,,504.80,468.25,435.39,396.24,391.46,386.03,363.80,463.38,,,,,,,482.28,276.43,314.89,307.92,523.91,,,,,,,,,,429.38,300.02,292.80,333.22,359.18,488.63,475.50,482.11,465.17,452.44,468.47,464.98,423.35,438.13,337.96,368.93,407.23,423.71,431.43,,156.31,199.01,190.27,210.80,224.47,222.72,193.79,176.75,175.41,189.27,,211.87,342.29,,,,,,,387.92,482.37,488.16,,,,,,415.02,349.07,280.50,368.87,336.24,302.52,291.48,273.76,216.93,,,,,,,263.21,,,,,195.45,196.46,202.94,335.92,335.03,,,355.94
2020-04-12 22:20:48.321000,L8,,458.32,,,,,,,,,,,,,,,,,,,,,229.63,226.27,503.53,498.46,495.60,506.44,405.84,392.37,379.81,368.49,370.02,350.20,332.37,327.26,318.64,328.24,172.28,202.43,228.81,253.46,280.40,310.45,341.97,371.93,398.92,433.82,454.69,469.10,464.76,462.39,442.59,413.61,,,,,,,,279.10,403.68,455.15,448.81,369.30,367.48,,,,,,225.22,286.84,,,,,509.70,482.55,461.32,441.90,451.68,448.27,387.97,387.83,375.74,436.70,431.22,425.07,,,,502.70,466.51,432.74,390.58,382.92,383.49,361.55,454.01,,,,,,374.81,505.75,201.40,182.35,157.13,346.40,,,513.57,422.86,499.05,459.90,399.87,412.23,,421.63,291.73,288.95,305.25,343.71,344.96,335.81,292.19,233.40,257.88,267.55,277.37,291.35,310.99,336.36,368.46,404.47,422.37,429.75,,161.91,203.88,196.49,221.39,233.88,232.79,207.25,190.98,185.34,200.62,187.45,234.36,349.10,,,,,,,409.85,,,,,,,,418.94,341.84,290.33,373.54,339.67,311.40,298.10,282.12,223.42,,,,,,,259.57,,,,,201.39,202.78,173.56,297.98,327.74,,,354.20
2020-04-19 22:26:32.106000,L8,376.23,214.54,210.10,220.31,224.56,235.48,239.13,248.63,255.91,261.69,278.51,275.31,294.84,300.37,306.14,310.92,361.33,405.04,453.14,476.71,491.52,518.36,519.59,505.21,499.64,505.87,511.10,509.63,514.20,500.38,471.18,447.97,441.18,434.58,434.75,442.71,452.58,473.21,488.49,508.12,268.80,352.47,403.87,457.15,494.16,478.85,509.14,504.32,494.96,453.69,390.76,312.45,255.93,482.52,,,,,,,,,,,,,,,,,,,,,,,,,508.15,431.16,514.22,484.99,489.60,505.96,493.33,483.12,462.79,475.82,,389.92,343.08,295.81,234.33,194.13,,,,519.68,487.36,482.64,484.33,498.76,502.18,458.40,454.75,456.10,453.12,439.16,458.72,463.52,426.74,444.65,443.60,424.23,409.13,416.20,378.97,392.43,361.74,377.50,369.12,,,,,,,,,,,,,,,,,,209.10,219.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.43,422.51,450.85,482.80,487.72,431.28,416.81,348.38,320.93,,,,,,,,,,,,379.81,389.85,297.42,,,440.60,398.15,
2020-05-14 22:20:36.493000,L8,321.52,,,,,,,,,,,,,,,,,,,,,,219.56,176.59,170.61,159.27,,456.28,462.66,500.95,502.92,518.64,384.98,362.39,345.13,340.25,338.88,344.88,157.28,200.63,225.24,248.22,279.97,311.50,343.04,374.85,405.14,434.14,455.09,469.36,459.10,466.17,447.27,416.11,,,,,,,,420.65,468.40,450.60,445.41,450.60,,,,,,,,,,,,,502.59,474.92,458.62,443.27,438.71,438.18,417.28,456.33,450.79,446.41,427.76,417.46,,,,519.39,477.31,442.66,388.39,370.71,381.02,358.26,357.53,344.74,325.42,335.41,360.69,367.49,305.75,239.09,199.51,180.39,440.22,503.62,346.66,,456.36,390.61,325.92,,290.41,329.36,317.80,,429.23,449.17,,,,,,,,,,377.54,405.13,433.29,437.04,500.72,468.30,,,,,,,,,,,,,,228.11,357.26,,,,,,,467.77,,,,,,,,385.84,327.88,277.10,361.11,336.78,288.78,285.98,254.90,219.40,,,,,,,,,,,,174.70,196.54,202.63,,,,,
2020-05-21 22:26:24.857000,L8,292.89,,,,,,,,,,,,219.89,269.25,281.28,282.58,307.24,340.67,416.64,443.11,457.49,482.35,284.65,275.90,171.53,,,,,,,,219.94,195.32,247.91,308.30,298.19,331.66,341.35,406.20,310.66,268.66,327.03,349.67,414.37,422.09,401.52,379.61,367.28,,,,166.00,231.33,,,,,,,,515.30,,,,,,,,,,,,,,,,421.56,390.76,365.13,346.12,349.70,346.42,350.61,340.03,335.55,319.52,301.31,287.19,273.12,457.12,454.45,453.64,449.83,446.60,444.91,442.06,437.58,433.27,422.72,417.91,411.57,410.83,399.67,397.55,390.88,382.80,367.65,356.47,361.20,344.41,249.58,,260.46,184.80,,,,302.79,298.37,292.28,,,,,,,,,,,,,,,,,,,,,,,,,,340.60,349.07,,455.03,374.20,341.75,313.14,400.25,512.11,501.62,486.51,,,,485.92,,,,,,,,225.61,,,,,,,,,522.03,,,415.04,421.77,324.41,,,,,,,,452.54,448.74,489.42,,241.35,248.47
2020-05-30 22:20:16.612000,L8,321.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.76,498.28,508.81,518.83,367.98,346.80,343.41,341.68,348.22,152.89,176.23,202.82,239.93,271.39,179.41,233.08,290.27,205.73,254.17,282.68,274.20,199.05,290.55,234.59,168.56,,,,,,,,499.86,474.84,453.67,451.47,489.30,366.47,,,,,,,,,,,488.76,495.97,467.78,433.01,426.48,430.86,433.88,443.78,453.26,445.95,443.26,424.78,414.79,,,,518.47,476.66,441.35,388.02,370.48,381.66,360.10,359.36,346.67,325.21,366.71,358.71,373.07,304.66,237.14,199.47,181.25,178.31,500.40,,,455.26,392.62,335.23,,317.20,324.28,316.78,,403.74,409.36,,,,,,,,,,,,,417.14,434.60,489.36,,,,,,,,,,,,,,,347.17,,,,,,,495.37,,,,,,,516.24,385.08,274.92,,,,,,,,,,,,,,,,,,,,,,240.78,,,,321.01
2020-05-30 22:20:40.575000,L8,322.13,,,,,,,,,,,,,,,,,,,,,,,,,,,447.22,453.84,488.88,500.86,513.86,385.88,370.80,349.79,346.51,342.77,348.98,156.70,181.25,209.19,241.73,274.81,306.51,337.79,366.95,396.05,434.66,448.92,460.30,463.26,464.56,439.73,413.66,,,,,,,,502.01,475.51,413.85,452.33,490.01,366.55,,,,,,,,,,,489.08,497.07,468.28,453.81,442.21,435.15,437.72,448.32,456.35,449.77,448.33,428.24,416.71,,,,522.25,480.71,445.91,390.58,373.88,383.26,361.63,361.46,347.99,327.61,381.64,359.03,376.48,306.14,241.05,200.75,182.33,199.02,498.02,,,457.02,398.57,306.26,,308.24,330.06,319.64,,421.22,412.94,,,,,,,,,,,,433.94,420.67,499.57,494.90,464.52,,,,,,,,,,,,,,352.64,,,,,,,494.47,,,,,,,484.99,390.33,277.02,263.03,357.53,334.51,,,,,,,,,,,,,,,,,,,,,,,324.35
2020-06-15 22:20:50.632000,L8,348.15,464.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.55,497.11,507.55,508.96,369.90,354.27,347.06,342.57,348.38,151.06,179.52,215.60,244.06,275.97,173.65,228.25,286.65,332.26,363.53,375.95,366.93,330.82,290.53,235.84,170.82,416.93,178.33,,,,,,515.99,488.38,459.43,457.32,493.95,377.40,361.75,,,,,,,,,,480.60,498.47,478.94,456.63,445.45,445.26,447.88,452.44,458.81,455.16,453.79,432.80,428.06,208.37,205.55,172.46,497.62,460.97,420.20,376.39,369.80,373.45,356.42,354.42,338.06,321.37,327.25,357.61,366.75,271.29,222.83,190.12,326.15,417.32,,,,,,,492.09,359.69,362.56,336.36,,419.55,414.94,,,,,,,,,,510.38,498.63,443.15,488.61,419.28,427.22,436.59,,,,,,,,,,,,,,476.01,,,,,,,502.33,,,,,463.67,501.59,472.92,396.84,336.82,227.24,378.86,344.95,306.27,297.26,281.95,227.52,,,,,,,,,437.61,510.42,499.21,195.63,205.49,210.21,386.66,375.24,,,383.40
2020-08-02 22:20:44.744000,L8,,457.71,516.18,,481.59,487.88,484.67,452.06,459.41,522.00,482.74,494.98,506.76,395.20,399.51,412.33,430.90,450.61,480.16,484.23,,,255.62,226.44,189.79,172.67,165.94,171.31,168.29,165.57,189.61,168.93,160.69,154.37,147.11,148.63,144.31,161.00,174.78,211.59,230.10,248.73,284.59,316.85,343.79,381.64,406.54,432.58,446.54,454.95,476.61,473.69,451.75,392.93,,,,,,,,250.51,232.79,250.23,511.59,416.56,,,,,,,,,,,,252.70,267.32,183.67,263.10,233.25,219.93,351.66,379.37,330.33,414.49,429.87,424.93,411.03,,,,,,489.76,465.62,452.67,387.33,399.67,385.56,404.88,371.36,347.77,506.17,479.96,410.09,322.92,396.17,408.78,472.60,481.38,,,,,,,,,,,419.82,515.91,483.53,508.55,509.36,485.88,490.04,420.89,458.27,486.17,466.76,455.49,450.81,347.14,373.52,410.50,420.49,429.46,154.31,183.75,213.64,206.22,228.98,241.68,248.58,234.94,257.55,265.08,290.43,293.21,289.79,367.45,,,,,,,212.52,,,,,,,366.29,274.89,278.73,249.40,329.28,318.12,,,,,,,,,,,,,,,,,,,,,,,
2020-09-19 22:21:03.690000,L8,326.83,443.18,475.46,478.06,474.40,481.77,483.57,510.06,,,,,,,,,,,,,,,246.31,223.46,184.71,175.60,153.96,161.89,,,,,,,497.26,509.75,494.21,163.78,184.44,199.52,220.86,246.36,276.06,308.51,339.54,372.03,404.45,439.58,464.58,473.24,470.74,473.79,452.12,516.03,381.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.38,475.36,482.52,480.10,469.47,462.37,443.07,,,,513.62,464.71,421.60,368.77,430.77,429.89,420.19,350.88,332.34,311.68,320.98,335.47,327.88,284.16,212.98,183.44,167.83,150.98,279.92,,,468.33,387.12,258.28,192.79,296.22,316.88,327.05,,,,,388.47,432.73,205.07,221.01,228.09,245.26,255.86,258.95,280.93,297.40,329.43,492.83,453.65,441.41,515.39,148.67,192.44,217.31,212.91,234.02,242.88,248.15,235.41,257.93,268.74,296.37,300.11,283.32,455.65,,,,,,,,,,,,,,,435.45,419.80,197.17,291.43,326.36,311.98,323.28,281.56,239.07,,,,,,,,,,,,241.93,270.36,,,,,,
2020-11-22 22:21:06.915000,L8,242.94,,,,,,,,,,,,,479.29,476.59,519.84,426.63,448.27,469.87,473.57,502.49,499.52,268.46,245.98,210.95,178.21,183.75,190.44,199.99,207.16,221.30,212.19,189.19,168.81,161.10,161.19,168.49,177.46,197.43,221.76,246.33,271.85,293.27,326.17,357.77,390.06,417.95,453.24,480.09,493.69,491.40,488.50,475.83,447.93,247.04,,,,,,,,,,,,,,,,,,,,,,,,,,489.57,407.69,474.88,483.70,458.19,466.12,471.14,484.61,438.93,436.28,221.98,225.79,,488.54,439.09,425.13,422.96,402.49,373.46,336.00,335.49,327.74,309.90,319.68,338.35,349.17,261.45,219.23,181.73,165.08,,,,492.84,378.43,147.26,,,245.17,296.62,243.36,386.19,237.16,277.35,473.83,464.72,513.77,517.65,,,,,,,,,,,,,165.72,190.85,217.00,219.46,239.02,249.82,249.89,238.52,256.57,269.02,303.42,315.43,301.76,396.17,,,,,,,,,,,,,,,436.00,421.15,381.09,385.59,357.88,329.32,317.15,298.38,241.30,513.55,525.07,,,,,,,,,,209.56,212.23,218.61,,,,,
2020-11-22 22:21:30.887000,L8,242.32,,,,,,,,,,,,,482.40,481.57,521.69,426.37,447.58,468.95,473.05,501.01,498.87,268.26,246.17,210.25,178.61,184.15,190.93,200.17,207.55,221.67,212.32,189.27,168.96,161.35,161.44,168.68,178.12,197.99,222.57,246.90,272.63,293.96,326.91,358.58,390.79,418.41,454.09,480.66,494.27,491.90,488.86,475.98,448.19,245.72,,,,,,,,,,,,,,,,,,,,,,,,,,484.87,412.27,476.09,484.55,458.86,466.78,471.85,489.88,440.17,437.55,223.33,226.81,,488.44,437.43,425.11,421.91,400.69,372.89,335.83,335.42,327.37,309.84,319.77,338.62,348.63,260.70,218.76,181.61,164.73,,,,490.42,377.96,146.27,,,243.84,277.17,242.62,384.23,236.02,276.52,471.56,466.72,516.65,410.28,,,,,,497.82,451.55,,,,,,166.16,191.16,217.60,220.13,239.46,250.41,250.19,238.83,256.87,269.42,303.78,315.36,301.42,396.14,,,,,,,,,,,,,,,437.04,422.03,382.16,399.49,358.87,330.12,318.93,299.77,241.98,512.65,524.57,,,,,,,,,,210.81,214.09,220.36,,,,,
2021-02-17 22:27:01.970000,L8,227.19,170.43,180.39,201.97,195.86,214.61,184.45,232.62,233.32,244.41,268.25,252.00,282.43,298.61,314.11,322.50,364.21,398.84,449.05,476.04,496.73,524.39,519.20,507.76,498.83,505.29,507.39,515.56,514.44,497.90,471.99,447.99,442.47,436.31,437.66,448.51,458.40,475.15,493.16,507.97,198.52,297.09,349.29,392.70,442.32,483.02,511.57,508.52,484.05,451.04,395.54,313.53,,484.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.60,423.18,470.12,311.95,469.52,467.42,458.07,454.75,450.91,447.57,446.08,467.26,522.01,421.41,434.21,422.08,453.64,325.42,441.56,,,,,,,301.83,219.20,235.02,291.82,289.89,223.41,234.12,218.82,,,,,,,,,,,,,,,,,,,152.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.11,259.01,352.55,297.57,204.00,242.24,503.65,497.76,498.24,,,,,,,,,,,,484.46,483.12,474.29,,,263.58,336.80,
2021-05-24 22:26:39.339000,L8,304.23,161.53,174.48,189.15,191.42,207.57,185.52,229.15,232.16,240.72,263.01,244.35,277.00,283.85,298.89,306.78,346.64,380.46,435.61,464.21,481.24,507.85,507.67,492.72,483.00,487.42,492.39,494.81,501.63,489.31,460.23,434.97,426.24,422.18,420.89,428.90,439.96,462.46,477.28,495.39,289.20,372.88,424.07,468.91,513.06,471.61,498.39,494.33,507.27,461.76,405.12,327.19,271.50,431.46,,,,,,,,,,,,,,,,,,,,,,,,431.24,401.79,386.19,364.53,363.24,364.79,382.03,354.16,349.15,336.55,324.06,303.06,284.58,471.86,465.43,464.87,459.55,456.25,452.74,450.89,447.63,445.22,434.18,427.80,423.21,420.92,411.58,410.11,403.66,394.67,380.24,368.77,371.92,366.35,360.02,352.05,336.94,333.52,330.18,323.27,320.76,316.59,313.85,301.18,,,,,,,,,,,,,,,,,,,150.68,,,,,,,,,,,,,,358.80,,,,,,,,,,,,,,,252.15,239.65,228.98,195.36,165.91,148.80,509.65,499.82,494.21,,,,,,,,,,,,489.38,482.07,478.12,,,281.05,341.12,
2021-06-18 22:20:38.709000,L8,331.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.81,505.31,474.10,435.59,407.19,352.39,421.67,393.81,159.68,190.78,215.35,243.93,268.30,302.34,333.01,364.33,392.80,421.35,445.91,457.12,453.02,452.63,428.19,398.74,,,,,,,,488.66,475.79,461.73,291.78,339.40,326.67,,,,,,,,,,,510.86,458.96,441.60,423.78,422.06,413.41,413.91,447.53,455.20,449.70,446.97,422.80,407.42,,,,504.17,459.53,424.68,379.97,368.99,377.47,363.15,352.41,338.18,320.17,331.05,349.82,360.09,263.42,224.81,188.82,177.56,147.74,307.90,485.71,,,,,,307.75,334.61,328.87,,,,,,,,,,,,,,,,,,,,,,171.84,186.09,193.14,183.86,164.66,186.89,188.51,,,,,337.72,,,,,,,424.78,,,,,,,,381.82,328.83,,339.70,327.29,291.94,286.19,244.33,166.08,,,,,,,,,,,,,,,184.04,197.89,,,304.37
2021-06-18 22:21:02.676000,L8,338.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.71,502.64,464.42,496.64,471.69,,,491.38,496.35,482.22,499.82,243.85,268.98,174.53,229.08,288.33,330.41,365.78,379.45,369.80,334.38,295.46,245.41,178.06,,492.96,,,,,,504.47,278.51,261.48,332.47,353.14,364.40,194.61,181.37,,,,,,,,,483.70,458.74,441.26,423.76,418.85,413.31,412.30,231.64,256.92,251.93,236.82,422.33,405.06,,,,509.96,473.44,434.91,387.22,375.22,383.76,372.00,359.98,347.28,326.22,390.66,354.81,380.06,284.18,246.53,194.88,182.38,179.70,512.14,366.40,,459.11,399.36,318.45,161.55,314.09,343.11,333.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.99,490.75,,,,,,422.80,,,,,,,488.53,380.46,328.06,,332.19,325.07,286.91,279.13,,,,,,,,,,,,,,,,,277.77,216.53,,,358.48
2021-07-27 22:26:59.768000,L8,,,,,,,,,,,,,,,,,,,,,,,294.13,271.29,221.95,170.87,354.26,352.48,276.78,,378.33,384.66,323.69,326.04,268.70,342.81,358.60,404.51,432.92,172.95,331.72,398.52,205.66,291.87,354.59,393.49,402.83,350.43,307.00,221.88,226.04,204.73,190.81,200.15,,,,,,,,,,,,,,,,,,,,,,,,426.39,411.29,393.32,373.47,367.79,369.28,379.67,369.98,355.13,343.97,341.82,308.29,294.66,463.89,459.94,459.42,453.68,451.43,448.64,447.51,444.47,441.69,429.66,424.96,418.67,405.60,391.00,398.64,392.25,359.87,357.79,346.54,350.25,277.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.96,307.85,151.67,239.24,299.11,,,,163.87,165.38,237.34,344.76,380.18,469.62,,,,,,,,,,,,,,,286.20,,,,,,,,,,,400.49,,,,,,,,,,,466.20,,,,,
2021-08-12 22:27:06.377000,L8,286.85,,,,,,,,,,,,,,,,,,,,217.56,224.38,301.41,380.10,382.26,181.38,372.79,370.94,223.79,,412.34,401.82,389.14,373.80,351.89,380.43,397.22,430.20,450.31,472.38,335.46,401.87,260.35,313.91,375.73,416.56,443.50,450.73,360.71,501.54,448.80,494.96,415.56,201.89,,,,,,,,375.12,457.39,447.70,434.13,425.13,408.32,,,,,,,,,,,379.71,352.71,340.91,350.88,349.59,346.82,350.71,339.34,339.24,334.07,287.42,267.41,211.77,,385.23,425.44,297.23,425.68,434.37,439.10,432.97,430.84,418.82,412.69,405.47,280.64,174.56,389.10,384.98,182.08,353.06,346.65,351.67,,,,305.37,305.71,309.95,305.31,294.17,302.38,296.51,288.04,,,,,,,,,,,,,,,,,,,,366.34,331.51,338.45,221.81,,,,,,,245.03,354.81,377.57,478.35,,,,,,,367.14,,,,,462.86,418.49,401.33,,,,,,,,,,250.13,387.17,396.70,,500.13,490.47,,,481.85,480.21,472.56,,,,374.55,363.77,,,359.11
2021-09-22 22:21:05.391000,L8,,443.15,475.55,475.21,475.07,457.27,447.17,443.09,451.26,453.04,452.40,408.79,391.05,387.03,393.95,406.04,424.23,446.24,473.35,479.48,511.05,500.28,272.66,487.82,479.45,419.35,407.94,407.11,390.20,378.18,366.43,354.63,346.66,330.62,317.38,310.95,307.10,316.49,323.79,347.82,382.58,439.09,464.31,496.51,350.73,384.20,412.05,446.08,474.08,486.52,487.46,480.76,471.41,438.96,231.17,,,,,,,,,,,,,,,,,,,,,,,,,490.45,495.47,489.94,467.13,479.00,496.41,506.30,494.26,480.59,468.33,469.89,228.74,228.43,176.02,489.63,443.12,398.63,343.71,355.91,365.24,342.81,329.63,319.88,310.32,318.37,334.90,344.35,247.10,205.19,163.77,149.55,,,,496.51,422.76,265.77,,,,,,410.49,285.99,282.90,297.22,302.85,260.78,209.86,215.65,226.42,247.28,258.88,260.25,280.67,299.52,328.08,359.46,397.23,413.61,419.75,179.05,195.39,220.88,216.93,241.71,252.50,259.10,247.96,264.21,273.74,299.85,307.38,299.81,388.36,,,,,,,,,,,,,,,434.49,418.38,382.52,372.03,350.75,323.13,307.43,303.39,239.53,516.42,,,,,,,,,,,205.57,218.92,220.40,,,,,
2021-12-19 22:21:04.274000,L9,314.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.29,460.58,176.92,491.71,227.20,304.94,166.45,302.19,306.62,315.17,,369.75,422.54,456.00,494.38,351.46,377.41,414.15,449.77,475.75,488.05,488.86,491.49,476.57,451.59,270.58,,,,,,,,,,,,,,,,,,,,,,,,,491.57,490.05,453.07,467.88,468.88,491.82,490.52,488.56,472.82,460.38,453.44,221.49,224.42,179.98,493.36,453.07,415.98,367.42,355.87,364.13,342.24,336.07,323.40,309.02,317.71,335.36,349.37,274.27,220.50,182.51,163.33,137.98,,,518.31,450.82,263.01,,,278.76,306.06,308.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.22,,,,,,,,,,,,,,,443.67,435.36,378.84,391.78,355.37,329.63,310.03,308.60,243.06,,,,,,,,,,,,215.30,222.69,230.68,,,,,
2022-01-27 22:27:14.862000,L9,304.23,161.81,169.04,190.65,190.64,205.46,169.74,231.14,233.27,243.75,264.32,244.49,279.51,288.11,300.78,308.11,342.16,387.90,440.87,468.32,484.28,513.06,516.30,502.36,489.28,495.23,501.34,502.35,510.64,498.32,466.31,440.63,435.69,430.42,430.46,436.44,447.91,472.29,484.84,504.18,189.01,293.44,349.64,389.17,442.53,479.47,508.13,508.22,485.87,446.46,396.60,317.56,261.30,475.06,,,,,,,,,,,,,,,,,,,,,,,,446.45,415.70,418.60,385.12,377.51,388.79,401.88,393.49,519.12,366.04,426.01,376.70,420.28,362.37,465.33,463.89,459.61,455.06,450.82,446.62,442.94,442.40,432.60,427.58,422.44,414.18,404.13,403.51,398.38,388.59,381.03,369.85,369.98,365.34,358.26,351.51,337.62,334.02,332.27,323.12,320.31,316.12,312.02,303.37,,,,,,,,,,,,,,,,,,,155.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.16,264.71,472.05,496.90,190.56,174.17,508.14,500.48,493.44,,,,,,,,,,,,488.85,479.28,475.24,,,278.61,341.01,
2022-01-28 22:20:55.692000,L8,325.20,418.41,467.37,469.17,467.12,450.75,440.81,431.90,435.48,443.00,439.52,408.92,389.17,383.80,387.89,400.81,420.51,440.66,467.55,475.02,501.56,497.59,284.43,261.37,230.73,208.93,197.96,206.02,217.97,223.53,230.22,225.69,201.46,183.30,179.54,181.91,182.15,196.95,211.11,239.74,262.88,284.48,305.95,334.94,373.85,400.59,429.69,467.00,493.64,507.34,507.29,500.11,492.67,,,,,,,,,,,,,,,,,,,,,,,,,,,495.09,501.27,456.67,473.68,481.23,500.16,495.82,498.09,501.24,494.00,517.78,240.31,237.60,208.00,135.67,435.79,387.35,338.93,352.57,365.97,334.32,328.65,316.64,304.60,310.83,328.50,321.83,245.77,207.43,180.11,158.99,134.42,,,516.45,456.65,388.03,,,224.05,306.39,319.97,383.07,276.65,274.26,289.86,297.24,239.65,198.18,211.41,221.32,241.21,248.53,255.31,271.23,294.16,320.15,356.08,390.24,393.26,408.05,177.69,200.91,231.00,225.95,250.22,256.92,259.97,245.22,265.29,277.92,310.36,324.06,323.87,,,,,,,,,,,,,,,,465.94,444.26,386.75,412.84,358.03,351.09,331.94,320.78,253.21,512.17,,,,,,,,,,,250.39,253.24,247.24,,,,,
