dates,satname,nzd0546-0000,nzd0546-0020,nzd0546-0021,nzd0546-0022,nzd0546-0023,nzd0546-0024,nzd0546-0025,nzd0546-0026,nzd0546-0027,nzd0546-0028,nzd0546-0029,nzd0546-0030,nzd0546-0031,nzd0546-0032,nzd0546-0033,nzd0546-0034,nzd0546-0035,nzd0546-0036,nzd0546-0037,nzd0546-0038,nzd0546-0039,nzd0546-0040,nzd0546-0057,nzd0546-0058,nzd0546-0059,nzd0546-0060,nzd0546-0061,nzd0546-0062,nzd0546-0063,nzd0546-0064,nzd0546-0065,nzd0546-0066,nzd0546-0067,nzd0546-0068,nzd0546-0069,nzd0546-0070,nzd0546-0071,nzd0546-0072,nzd0546-0073,nzd0546-0074,nzd0546-0075,nzd0546-0076,nzd0546-0077,nzd0546-0078,nzd0546-0079,nzd0546-0080,nzd0546-0081,nzd0546-0082,nzd0546-0083,nzd0546-0084,nzd0546-0085,nzd0546-0086,nzd0546-0087,nzd0546-0088,nzd0546-0090,nzd0546-0091,nzd0546-0098,nzd0546-0099,nzd0546-0100,nzd0546-0101,nzd0546-0102,nzd0546-0107,nzd0546-0108,nzd0546-0109,nzd0546-0110,nzd0546-0111,nzd0546-0112,nzd0546-0116,nzd0546-0117,nzd0546-0118,nzd0546-0119,nzd0546-0120,nzd0546-0121,nzd0546-0123,nzd0546-0124,nzd0546-0125,nzd0546-0126,nzd0546-0138,nzd0546-0139,nzd0546-0140,nzd0546-0141,nzd0546-0142,nzd0546-0143,nzd0546-0144,nzd0546-0145,nzd0546-0146,nzd0546-0147,nzd0546-0148,nzd0546-0149,nzd0546-0150,nzd0546-0163,nzd0546-0164,nzd0546-0165,nzd0546-0166,nzd0546-0167,nzd0546-0168,nzd0546-0169,nzd0546-0170,nzd0546-0171,nzd0546-0172,nzd0546-0173,nzd0546-0174,nzd0546-0175,nzd0546-0176,nzd0546-0177,nzd0546-0178,nzd0546-0179,nzd0546-0180,nzd0546-0181,nzd0546-0182,nzd0546-0183,nzd0546-0184,nzd0546-0185,nzd0546-0188,nzd0546-0189,nzd0546-0190,nzd0546-0191,nzd0546-0192,nzd0546-0193,nzd0546-0194,nzd0546-0195,nzd0546-0001,nzd0546-0002,nzd0546-0003,nzd0546-0004,nzd0546-0005,nzd0546-0006,nzd0546-0007,nzd0546-0008,nzd0546-0009,nzd0546-0010,nzd0546-0011,nzd0546-0012,nzd0546-0013,nzd0546-0014,nzd0546-0015,nzd0546-0016,nzd0546-0017,nzd0546-0018,nzd0546-0019,nzd0546-0044,nzd0546-0045,nzd0546-0046,nzd0546-0047,nzd0546-0048,nzd0546-0049,nzd0546-0050,nzd0546-0051,nzd0546-0052,nzd0546-0053,nzd0546-0054,nzd0546-0055,nzd0546-0056,nzd0546-0089,nzd0546-0092,nzd0546-0093,nzd0546-0094,nzd0546-0095,nzd0546-0096,nzd0546-0097,nzd0546-0106,nzd0546-0127,nzd0546-0128,nzd0546-0130,nzd0546-0131,nzd0546-0132,nzd0546-0136,nzd0546-0137,nzd0546-0151,nzd0546-0152,nzd0546-0153,nzd0546-0154,nzd0546-0155,nzd0546-0156,nzd0546-0157,nzd0546-0158,nzd0546-0159,nzd0546-0041,nzd0546-0042,nzd0546-0043,nzd0546-0103,nzd0546-0104,nzd0546-0105,nzd0546-0122,nzd0546-0129,nzd0546-0133,nzd0546-0134,nzd0546-0135,nzd0546-0160,nzd0546-0161,nzd0546-0162,nzd0546-0114,nzd0546-0115,nzd0546-0186,nzd0546-0187,nzd0546-0113
2014-09-19 22:21:18.444000,L8,329.14,,,,,,,,,,,,470.76,428.69,483.19,492.28,430.23,,,,,,245.64,202.55,515.71,500.96,494.58,510.72,146.46,155.95,206.95,180.01,164.61,156.84,146.58,147.19,152.29,162.58,181.62,210.20,235.62,255.87,280.61,312.18,347.57,374.99,406.92,437.56,465.48,474.53,477.66,474.41,459.31,428.99,,,,,,,,,,,,,,,,,,,,,,,,,507.09,482.98,459.12,434.26,460.38,453.84,446.67,455.04,442.69,439.33,428.45,420.96,,,,492.39,454.59,421.70,384.25,375.14,380.26,363.07,362.87,342.55,322.11,332.61,359.68,366.32,265.99,233.93,197.93,215.17,197.23,331.84,486.50,,,,,360.02,346.48,327.94,325.96,467.94,430.71,374.44,505.38,,,392.80,422.85,229.80,386.59,,,389.52,419.01,461.55,463.32,500.24,490.55,469.97,146.61,171.36,206.32,207.82,227.18,236.73,242.13,207.65,244.52,256.10,281.30,278.59,277.39,367.37,,,,,,,,,,,,,,,407.21,203.00,289.94,354.88,333.22,305.00,293.61,270.07,216.82,,,,,,,,,,,,170.43,211.51,206.28,,,,,
2014-10-12 22:27:11.441000,L8,298.96,173.63,186.92,203.18,201.88,220.57,203.76,234.16,240.90,248.10,268.35,256.39,281.41,291.36,312.27,327.33,365.98,402.16,450.36,471.85,493.25,521.02,514.57,493.60,492.95,493.74,498.77,501.58,504.75,491.51,467.52,442.40,431.31,427.04,427.67,433.73,444.00,468.00,482.98,501.98,519.20,273.98,336.02,377.57,432.84,474.79,503.55,500.26,453.03,381.51,313.15,254.25,240.66,247.96,,,,,,,,,,,,,,,,,,,,,,,,442.32,428.04,414.21,385.70,379.11,382.61,395.41,389.91,384.47,365.59,348.66,318.75,301.22,470.84,464.83,464.46,459.21,455.58,449.99,450.43,445.97,443.54,435.52,427.00,415.83,420.77,414.01,406.01,400.16,397.14,378.31,363.73,369.20,363.26,357.55,352.30,336.37,328.80,326.80,316.35,317.09,312.54,307.35,298.00,,,,,,,,,,,,,,,,,,,160.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.87,242.85,251.29,209.76,180.73,155.76,,,,,,,,,,,,,,,,,473.67,,,274.76,339.21,
2014-11-06 22:21:01.126000,L8,314.59,420.28,468.96,467.93,462.17,452.97,440.26,427.36,435.28,435.91,434.72,407.47,399.31,375.94,382.36,399.65,409.71,436.86,460.82,474.84,511.93,494.50,288.30,486.62,480.18,412.53,398.37,401.84,385.00,374.26,359.73,348.97,337.49,320.49,306.52,302.73,302.22,309.26,315.95,331.31,367.79,425.35,456.25,483.50,517.05,385.21,414.45,451.78,476.57,491.13,487.95,485.18,473.02,447.54,245.20,,,,,,,,,,,,,,,,,,,,,,,,,506.84,496.72,483.62,472.97,474.93,492.46,495.07,487.65,479.44,463.84,445.42,221.89,227.55,187.75,485.69,441.35,396.75,366.35,354.84,358.89,342.66,329.28,316.25,305.00,313.24,344.54,342.58,248.76,207.09,165.80,159.85,,,,,,,,,277.86,304.85,308.96,397.66,264.76,271.56,282.84,296.73,243.01,174.64,199.61,213.97,233.65,244.36,252.68,275.47,291.46,318.54,352.42,390.67,403.62,393.88,186.89,204.16,227.87,232.34,250.20,260.45,267.06,257.74,269.97,277.52,304.71,314.47,311.28,390.88,,,,,,,,,,,,,,,437.65,430.14,397.23,398.18,374.23,352.74,329.82,311.36,259.47,503.40,524.28,144.86,,,,,,,,,218.52,222.55,230.90,,,,,
2014-12-15 22:27:04.889000,L8,297.73,169.73,183.08,194.34,191.80,223.28,187.49,234.05,237.63,243.89,269.60,257.02,285.27,291.14,302.74,308.34,343.46,385.68,445.75,472.71,486.94,512.15,519.29,500.27,493.13,493.34,502.30,500.96,509.97,500.49,473.61,447.44,438.05,433.99,431.93,438.91,449.50,474.66,487.70,506.97,185.96,294.68,344.11,387.26,442.25,482.17,511.82,506.41,482.62,446.23,393.37,312.16,,465.44,,,,,,,,,,,,,,,,,,,,,,,,437.96,430.40,411.95,384.17,378.54,380.52,389.55,381.15,373.95,354.19,335.08,315.11,298.32,467.95,461.09,462.08,456.90,453.46,449.89,448.06,444.45,440.76,431.64,422.50,414.82,416.30,408.09,401.68,396.58,393.20,375.38,359.91,366.78,362.83,355.73,347.21,335.37,328.44,325.36,316.04,314.99,311.73,306.27,296.33,,,,,,,,,,,,,,,,,,,157.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.93,444.31,479.39,,,,,,,,,,,,,,,,,,,,470.68,,,280.50,337.98,
2014-12-31 22:26:59.445000,L8,291.49,149.05,176.84,188.88,182.37,203.99,172.86,220.51,228.67,226.92,259.82,245.99,277.03,279.49,292.57,299.23,332.19,374.49,432.99,459.28,472.30,501.64,511.20,482.86,474.93,471.40,472.82,487.46,497.47,485.30,458.42,433.36,430.89,421.24,422.81,432.14,439.56,464.52,480.69,495.25,170.50,278.92,340.29,378.29,432.02,473.18,503.95,499.37,454.39,378.40,306.52,296.69,242.45,,,,,,,,,,,,,,,,,,,,,419.16,241.53,436.84,511.37,432.47,414.64,405.39,367.12,361.49,350.29,344.88,323.97,316.61,319.22,314.19,287.48,287.96,461.22,451.08,453.29,448.74,444.18,441.43,439.61,436.67,431.65,423.07,416.89,406.74,407.88,399.87,394.95,389.80,384.57,364.18,352.44,358.75,354.97,347.56,329.00,329.31,323.39,319.39,311.49,310.65,307.22,300.96,292.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.59,318.56,482.93,,,,,345.69,,,,433.40,,512.03,242.02,,,,,,,,,,,,,,,513.67,,517.72,,,,,451.08,,,272.53,330.01,
2015-01-16 22:26:59.157000,L8,299.69,167.48,183.87,210.71,194.56,226.00,189.03,238.96,245.52,251.42,270.09,259.38,285.30,289.54,301.33,308.55,342.40,384.36,441.74,472.11,484.54,511.95,,503.68,494.04,494.95,501.47,501.85,509.58,501.71,470.75,444.73,436.35,432.10,432.62,439.30,447.84,473.97,490.61,508.11,289.19,362.72,412.31,385.92,501.26,479.37,507.80,504.33,489.67,447.04,395.21,263.04,256.35,473.35,,,,,,,,,,,,,,,,,,,,,,,,438.83,426.95,412.17,383.01,378.49,388.05,412.04,390.76,378.81,356.67,335.87,314.82,297.82,468.02,459.72,461.08,455.44,451.75,447.34,446.11,442.41,440.30,431.32,422.38,415.00,416.44,409.21,403.29,397.76,393.89,375.60,360.06,365.55,363.64,355.58,347.99,336.00,330.06,326.38,318.29,317.26,313.30,307.50,298.77,,,,,,,,,,,,,,,,,,,150.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.51,244.44,238.94,203.04,171.44,154.51,,,,,,,,,,,,,,,,471.04,471.38,,,274.38,338.30,
2015-03-14 22:20:23.206000,L8,,405.66,408.93,406.72,412.01,407.60,403.29,412.43,410.19,408.68,390.84,378.40,362.00,330.10,347.39,360.92,378.14,395.83,417.44,432.49,450.21,462.26,294.49,269.76,243.35,214.85,206.76,209.49,217.90,227.06,237.28,237.99,210.50,195.43,184.62,187.07,191.04,205.63,214.61,247.76,263.28,289.58,315.41,344.28,171.06,236.98,275.13,318.84,332.97,510.45,511.81,503.87,518.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.33,473.75,240.26,241.09,210.26,137.42,345.43,382.29,337.86,343.05,338.99,312.93,317.29,299.02,279.98,290.32,306.87,315.03,223.15,179.07,149.75,128.14,,147.72,240.22,,,,,,,,,267.71,227.66,242.86,251.67,259.80,213.44,136.48,156.23,175.46,196.15,216.58,221.28,234.63,264.39,274.37,306.27,349.35,372.40,392.30,189.37,213.19,245.65,246.00,263.68,269.72,274.91,261.07,278.20,289.06,321.66,327.61,331.32,,,,,,,,,,,,,,,,473.02,454.32,420.65,423.52,403.83,358.48,336.62,323.63,270.67,471.75,489.96,148.43,,,,,,,,,235.13,234.98,244.44,,,459.60,,
2015-03-14 22:20:47.169000,L8,,407.36,409.68,408.38,412.65,408.60,404.21,413.29,410.76,410.15,392.26,378.73,362.03,360.84,347.85,361.19,378.47,396.95,417.91,433.13,450.52,464.08,295.55,482.30,479.45,396.00,380.62,383.67,366.11,351.42,344.62,332.15,331.60,308.61,292.78,287.78,286.95,293.98,303.47,311.74,348.48,399.57,433.33,475.70,172.30,193.35,275.93,321.14,324.92,511.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.82,474.59,241.53,242.42,505.61,373.45,346.38,382.21,338.56,343.64,341.16,313.49,317.85,299.23,280.48,290.91,308.35,315.65,223.37,180.16,149.98,129.19,,148.30,241.75,,,,,,,,,270.40,228.38,243.63,252.75,260.33,214.15,136.71,156.83,175.56,196.58,217.13,223.67,234.76,265.91,274.63,307.10,349.92,373.13,392.77,501.97,474.46,463.59,480.70,505.79,510.50,515.80,262.14,279.52,289.68,322.82,328.13,332.20,,,,,,,,,,,,,,,,474.16,454.37,422.78,423.97,405.28,358.95,337.50,324.97,271.37,474.55,493.27,499.38,,,,,,,,,236.36,235.49,244.98,,,460.41,,
2015-04-06 22:26:20.815000,L8,303.08,175.23,197.79,203.87,208.76,220.19,210.55,238.88,247.55,252.50,271.39,263.88,287.24,303.28,314.45,323.96,364.60,401.55,449.36,477.21,494.52,523.52,516.82,498.67,494.45,500.59,506.28,505.03,510.98,498.99,467.48,448.56,437.82,433.24,431.12,440.40,453.40,473.12,486.69,506.11,178.40,292.19,345.76,387.51,436.75,478.77,506.57,502.82,466.77,388.99,320.10,262.44,243.04,249.05,,,,,,,,,,,,,,,,,,,,,,,,519.63,414.60,405.77,377.73,370.07,375.28,390.56,379.66,364.61,336.48,318.59,307.95,295.23,472.17,464.74,465.03,460.69,456.94,453.59,451.13,447.52,445.36,437.66,429.08,420.18,422.28,414.44,410.80,403.38,400.22,380.46,368.50,369.65,365.59,358.45,353.14,337.11,334.43,332.63,323.26,320.90,315.56,313.44,300.60,,,,,,,,,,,,,,,,,,138.25,162.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.02,235.30,239.97,203.31,169.01,149.07,508.72,502.15,492.94,,,,,,,,,,,,456.88,480.85,475.08,,,230.15,340.96,
2015-08-21 22:20:33.210000,L8,342.08,,,,,,,,,,,463.20,475.36,499.13,483.78,497.90,470.42,,,,,,182.34,162.77,511.55,497.34,482.43,494.77,470.90,455.77,405.24,386.13,434.29,427.70,343.97,336.47,345.88,349.54,358.51,378.63,473.81,469.53,488.92,165.95,220.90,280.01,203.82,257.12,287.66,283.63,233.53,151.64,234.07,169.05,,,,,,,,505.86,473.13,454.53,443.86,492.80,,,,,,,,,,353.84,361.44,,498.96,480.06,455.14,413.04,449.99,449.01,450.12,456.12,440.94,444.91,432.72,417.16,,,,506.70,472.91,424.74,388.07,379.51,383.83,390.74,365.44,347.51,325.82,391.75,409.54,369.85,283.70,411.68,328.56,214.29,196.53,497.22,420.98,,457.56,399.29,336.70,288.42,327.10,336.41,341.79,,,,,,,,,,,,,382.99,324.70,434.46,459.87,499.11,488.89,480.66,135.72,160.53,202.24,203.10,208.52,219.81,217.30,196.01,205.48,220.10,256.03,226.31,228.16,355.04,,,,,,,417.16,401.62,,,,,,,369.93,397.62,,287.29,292.90,288.67,290.93,254.55,136.30,,,,,,,,,,,,165.39,,,,,,,
2015-08-21 22:20:57.178000,L8,342.77,,,,,,,,,,,464.04,475.61,498.31,456.40,423.34,431.20,,,,,,182.79,,509.85,500.08,484.69,497.54,475.69,464.73,402.10,390.96,438.59,140.33,142.80,145.24,146.01,157.20,174.71,201.34,227.65,247.10,274.53,308.08,340.20,371.53,402.06,433.53,452.33,466.96,463.10,457.80,444.85,417.64,,,,,,,,509.84,475.93,457.47,446.67,444.36,,,,,,,,,,353.29,362.51,,499.53,481.25,454.50,414.43,451.89,449.23,450.78,456.65,442.57,446.04,435.30,418.44,,,,511.56,474.16,428.89,389.73,383.17,385.90,393.34,368.56,350.02,327.85,393.64,414.23,377.02,289.05,418.38,338.06,350.11,198.57,500.49,421.69,,462.10,401.97,341.47,291.22,330.87,339.77,343.17,,,,,,,,,,,,,,,433.50,458.50,495.16,486.32,480.38,136.01,161.70,203.68,204.07,210.30,206.74,196.07,197.73,205.55,221.09,253.97,202.22,227.28,356.56,,,,,,,419.20,416.46,,,,,,,370.01,389.64,,288.48,290.66,288.82,291.28,248.82,211.93,,,,,,,,,,,,164.19,,,,,,,
2015-09-29 22:26:59.056000,L8,297.22,163.40,187.01,198.76,200.21,216.77,204.12,234.86,239.29,249.87,279.63,261.06,294.18,305.15,311.09,320.10,365.89,413.43,465.20,483.96,503.50,,515.29,498.09,495.69,498.61,503.47,508.40,509.08,494.93,467.32,448.99,437.73,431.31,431.60,441.81,455.58,474.32,489.40,507.54,198.51,295.76,344.95,389.09,439.69,482.81,510.81,507.80,493.94,453.01,386.29,306.66,251.35,492.77,,,,,,,,,,,,,,,,,,,,,,,,511.20,414.10,421.84,383.86,378.23,398.00,409.70,403.34,389.96,365.31,349.10,342.27,335.32,467.02,460.00,458.68,454.47,451.51,134.22,445.40,443.83,436.47,427.36,421.24,415.85,417.82,409.04,399.96,396.97,391.44,373.93,358.96,364.53,358.50,350.28,347.32,332.92,326.56,324.50,315.51,316.83,312.58,305.48,296.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.16,252.80,266.38,191.94,178.95,162.30,,,,,,,,,,,,,,,,470.19,468.96,,,266.27,330.53,
2015-10-24 22:20:52.499000,L8,326.48,445.90,474.12,470.98,467.35,457.42,440.15,439.22,446.54,442.13,430.86,410.79,398.26,379.89,386.09,402.28,412.37,438.90,464.32,475.31,506.58,498.06,272.77,245.31,215.08,182.22,182.37,188.01,196.98,204.87,217.25,213.39,187.17,169.33,160.44,159.58,165.03,174.93,193.33,219.05,243.56,266.51,287.57,318.69,347.81,381.83,408.20,440.48,471.64,482.13,487.49,482.90,471.34,440.48,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.85,503.19,496.22,489.20,486.23,474.77,219.83,219.82,165.91,495.28,474.30,417.37,388.66,418.27,374.52,371.01,335.00,326.54,317.84,318.55,344.00,341.84,260.53,221.02,211.18,169.93,160.26,239.75,392.44,,,417.84,347.82,358.49,326.71,339.18,323.19,400.20,268.85,276.85,288.51,297.51,260.09,179.48,201.08,218.68,238.84,257.26,260.06,280.63,293.99,324.66,358.53,399.77,414.22,416.73,157.99,187.14,213.94,214.88,233.28,247.35,251.31,234.64,247.29,261.65,300.18,306.05,304.04,387.31,,,,,,,,,,,,,,,459.68,433.01,393.11,411.91,361.09,363.09,316.05,292.46,242.03,508.32,,,,,,,,,,,210.60,217.48,226.48,,,,,
2015-10-24 22:21:16.466000,L8,323.23,438.75,467.27,465.59,463.30,451.80,435.58,433.21,439.19,434.50,420.37,404.64,388.59,377.08,384.11,400.49,410.14,436.79,461.83,471.95,492.44,495.24,277.13,248.73,219.32,187.41,187.41,191.71,201.26,208.58,221.63,216.22,192.17,172.74,165.52,163.31,169.85,180.40,198.84,224.75,248.31,272.03,292.79,324.18,352.67,386.84,412.55,446.30,475.40,487.15,491.42,486.51,475.22,444.85,217.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.95,243.36,282.98,458.42,375.96,396.59,340.06,365.98,341.41,338.02,321.62,307.05,305.06,309.16,332.92,333.47,238.78,203.74,176.44,156.40,139.71,220.15,283.82,,451.87,396.77,256.76,218.01,305.92,327.02,318.99,369.49,265.46,274.38,285.16,295.18,245.37,175.60,196.73,217.07,236.76,254.03,257.32,276.40,290.75,321.28,356.25,397.51,412.02,413.03,166.57,191.23,220.24,220.88,238.79,253.10,254.51,239.27,252.08,267.59,304.42,310.30,307.49,389.47,,,,,,,,,,,,,,,,,,,,,,346.77,419.09,505.52,,,,,,,,,,,492.07,243.18,239.73,,,516.24,,
2015-10-31 22:27:04.990000,L8,295.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.27,368.00,372.01,336.46,198.40,223.83,278.70,291.31,382.22,340.79,380.50,437.93,463.62,401.18,328.01,272.13,439.15,,,,,,,,,,,,,,,,,,,,,,,,440.38,424.16,410.30,381.11,379.58,383.63,393.27,385.05,516.46,500.42,493.61,474.46,427.77,466.83,460.09,460.15,454.66,451.39,447.40,444.87,442.07,434.14,425.18,420.10,413.54,415.30,404.77,399.69,394.95,387.50,371.99,358.96,363.22,360.88,321.76,,174.37,251.47,308.01,332.29,313.33,310.58,304.10,295.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.29,,,,,,,,,,,,,,,453.47,439.39,474.86,201.26,167.51,145.19,,,,,,,,,,,,,,,,,466.33,,,,,
2015-12-27 22:20:55.079000,L8,326.91,437.48,475.46,477.45,475.11,461.35,449.70,436.63,445.87,445.96,445.60,418.20,404.44,382.36,387.39,402.99,415.82,440.99,475.91,482.50,522.91,499.23,275.90,492.78,479.78,412.55,403.62,401.10,385.58,368.60,359.40,348.95,334.10,317.07,306.93,299.67,300.00,307.30,317.39,331.28,370.34,422.23,459.20,491.45,186.64,248.30,295.63,336.14,346.51,331.73,293.85,256.29,204.60,447.13,258.77,,,,,,,,,,,,,,,,,,,,,,,,,493.45,489.08,453.15,467.95,469.54,489.94,487.62,484.04,441.65,432.21,440.50,,,,489.14,444.90,412.11,371.76,364.93,367.51,353.18,345.74,333.03,314.96,324.08,348.48,349.20,259.15,210.29,180.93,161.51,142.40,222.77,283.15,502.50,438.86,380.66,,,291.93,313.35,321.17,394.29,265.85,269.10,286.49,296.05,244.60,177.51,202.12,217.32,235.21,244.06,253.35,276.13,293.18,321.48,352.21,394.93,405.90,408.47,171.57,194.03,221.19,223.38,240.76,252.47,258.05,249.94,263.54,274.89,300.94,309.81,312.49,396.78,,,,,,,,,,,,,,,429.01,417.61,353.54,368.98,341.02,332.32,309.87,294.45,235.18,509.80,,,,,,,,,,,209.38,215.31,219.93,,,,,
2016-01-19 22:27:03.476000,L8,291.39,168.43,181.22,192.02,189.81,217.35,188.15,232.70,241.73,238.44,263.09,250.24,280.18,286.11,295.28,304.02,341.44,380.46,512.47,,,,513.77,502.49,494.27,493.10,499.37,502.19,506.25,490.56,466.90,441.56,432.47,426.10,427.05,435.53,442.25,469.02,485.73,503.89,280.98,357.88,406.12,459.88,497.19,480.17,509.42,507.37,467.98,443.00,391.06,313.07,255.02,470.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.67,456.81,384.64,432.60,382.64,330.65,314.84,302.54,467.77,458.70,459.98,455.73,451.34,448.00,446.19,443.36,437.98,422.47,419.12,414.63,416.46,405.02,397.74,392.09,392.15,374.25,360.03,364.52,361.53,180.86,346.93,334.59,329.29,324.18,319.04,315.02,313.51,306.34,293.44,,,,,,,,,,,,,,,,,,,149.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.48,241.99,254.18,205.38,183.19,151.14,,,,,,,,,,,,,,,,472.63,469.93,,,269.76,336.43,
2016-03-16 22:20:36.438000,L8,340.39,504.19,,,,,,,,,,,464.81,492.20,491.00,498.36,470.37,,,,,,228.44,218.46,170.78,169.10,168.57,168.85,184.72,187.26,202.10,178.52,156.92,148.10,143.72,335.61,328.96,157.76,164.14,201.01,209.90,253.76,279.71,311.93,346.15,376.17,406.77,436.11,464.73,474.58,475.27,473.24,446.40,406.55,,,484.88,384.68,291.75,138.28,,406.25,477.96,406.08,439.28,,,,,,,,,,,,,,505.38,475.05,457.52,427.91,458.76,463.38,443.74,447.73,437.80,433.74,422.87,412.18,,,,495.40,462.93,422.78,387.79,381.50,382.99,373.27,371.39,348.13,325.91,336.06,364.32,367.15,272.70,226.36,199.73,211.96,197.19,490.47,340.24,522.24,453.45,396.49,354.31,283.04,309.35,323.30,337.31,430.49,294.28,292.26,328.17,381.77,501.15,493.72,490.05,526.06,493.97,486.88,469.48,464.84,443.74,346.66,372.92,418.36,424.89,437.68,,159.55,187.01,191.36,199.42,191.25,216.35,190.40,208.76,220.36,260.93,270.02,260.43,351.71,,,,306.84,489.15,504.14,414.00,,,,,,,,404.57,388.51,271.85,300.88,285.18,289.63,284.33,265.40,179.75,,,,,,,,,,,,172.84,,,,,,,
2016-04-08 22:26:35.612000,L8,301.09,172.52,194.21,201.50,205.57,218.02,206.68,239.41,245.91,251.48,276.16,260.11,291.35,300.16,309.02,317.88,356.86,404.16,455.61,481.50,496.18,522.22,,505.35,498.39,499.93,504.76,505.19,504.15,489.58,464.37,443.10,433.01,426.83,428.43,435.04,442.14,465.39,481.11,501.21,188.44,286.07,344.69,387.26,436.99,479.14,506.62,504.00,461.41,388.41,318.56,259.65,243.47,252.87,,,,,,,,,,,,,,,,,,,,,,,,515.61,426.24,418.50,387.69,380.70,388.19,399.25,387.04,370.15,344.27,319.35,310.08,287.33,471.93,466.14,464.59,460.94,457.09,452.77,451.76,447.53,444.90,433.66,427.21,422.84,421.06,412.62,406.05,401.44,397.65,380.35,366.61,368.29,364.20,358.55,352.79,337.57,331.93,330.16,319.50,318.81,313.85,309.01,299.21,,,,,,,,,,,,,,,,,,,146.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.82,242.34,249.16,203.81,177.44,156.14,,,,,,,,,,,,,,,,479.02,475.24,,,274.57,340.26,
2016-05-03 22:20:25.006000,L8,340.41,450.45,515.11,486.11,515.96,486.81,489.22,449.90,484.30,,,,476.24,527.89,523.35,412.12,429.50,499.63,,,,,237.51,512.78,490.23,481.05,429.55,426.53,412.38,406.35,385.48,375.19,365.99,352.08,333.90,333.35,324.32,340.46,353.30,378.37,402.62,448.58,480.90,310.37,343.61,373.44,404.31,259.11,288.23,277.24,229.53,464.09,450.17,420.68,,,,,,,,406.84,403.36,402.14,389.26,375.48,,394.00,,,,,261.21,256.69,,,,,501.69,471.29,436.06,419.86,418.22,439.82,445.04,436.23,438.80,437.75,425.77,417.64,,,,500.87,464.57,429.29,386.99,383.88,384.20,382.55,367.92,347.39,327.36,336.44,368.55,370.52,276.69,228.77,199.48,216.30,195.04,373.80,501.08,,456.74,403.52,349.53,190.36,314.54,323.41,338.55,423.63,275.85,285.07,299.15,349.87,348.61,352.13,340.06,227.47,252.92,266.03,319.73,291.01,309.37,333.09,366.85,403.92,420.11,426.19,,162.80,199.08,200.09,214.36,236.35,228.45,223.03,229.70,256.28,267.32,274.73,278.32,363.57,,,,,,,410.06,,,,,,506.83,497.79,372.38,323.52,,,,258.85,274.21,148.32,171.54,,,,,,,268.58,,,,513.98,166.88,,,386.75,396.25,,,381.64
2016-05-03 22:20:48.969000,L8,342.48,455.61,512.96,,,,,,,,,,475.57,523.87,515.79,420.60,516.53,,,,,,238.21,518.42,493.10,497.63,471.90,498.21,416.68,413.64,392.87,381.06,371.67,355.52,339.27,336.44,333.80,348.21,358.08,384.01,408.59,468.65,486.28,311.84,344.66,152.91,208.99,259.86,288.92,277.86,227.97,462.57,448.71,419.40,,,,,,,,414.87,405.08,403.33,389.84,375.42,500.58,401.38,,,,206.85,272.03,276.99,281.40,,,491.53,502.01,459.98,435.42,421.00,417.90,439.46,445.98,435.03,440.85,438.86,427.81,418.66,,,,508.49,469.79,435.96,390.64,389.55,390.50,390.26,374.41,351.82,331.19,340.33,377.48,380.07,285.38,240.92,203.24,223.42,200.89,451.47,,,463.52,411.05,359.71,198.66,320.57,331.19,342.42,429.71,278.88,291.22,314.08,358.60,354.23,474.74,484.20,459.16,411.85,371.55,328.46,293.54,314.09,340.85,373.01,413.00,423.47,429.43,,162.36,199.78,200.90,207.37,236.52,227.48,205.61,217.22,256.30,263.89,271.70,276.27,363.33,,,,,,,411.16,,,,,,510.00,506.52,374.17,326.64,,,,245.12,213.69,191.68,,,,,,,496.95,273.11,,455.47,462.91,502.01,,,,396.78,404.54,,,392.87
