dates,satname,nzd0336-0000,nzd0336-0001,nzd0336-0002,nzd0336-0003,nzd0336-0004,nzd0336-0005,nzd0336-0006,nzd0336-0007,nzd0336-0008
2015-10-24 22:19:16.646000,L8,263.86,263.31,255.81,233.02,221.29,237.25,232.11,229.33,215.68
2015-12-20 22:13:09.373000,L8,315.95,289.82,284.96,286.17,292.29,267.09,268.22,264.04,255.25
2015-12-20 22:13:33.327000,L8,316.68,291.41,286.01,288.14,293.37,268.80,270.68,265.98,257.99
2015-12-27 22:19:19.236000,L8,257.85,265.10,224.03,251.27,252.60,242.59,235.58,229.52,182.96
2016-01-05 22:13:05.152000,L8,313.45,290.54,284.39,288.06,293.94,269.48,269.72,266.34,256.15
2016-01-05 22:13:29.107000,L8,314.47,292.17,286.25,290.53,295.32,270.90,273.34,267.79,258.01
2016-02-06 22:13:01.784000,L8,,,191.49,217.29,251.93,242.56,236.06,228.36,
2016-02-13 22:19:08.559000,L8,,,,200.65,251.59,237.64,234.52,225.16,
2016-12-22 22:13:14.982000,L8,250.77,223.73,192.87,236.29,249.90,229.26,227.30,225.59,
2017-01-23 22:13:07.208000,L8,267.08,256.46,204.46,245.89,255.75,237.80,232.87,228.91,201.17
2017-01-23 22:13:31.167000,L8,267.70,256.72,206.69,246.97,255.60,239.55,232.90,229.41,201.53
2017-09-27 22:19:24.491000,L8,,,,219.28,267.45,244.30,240.88,233.06,214.21
2017-10-13 22:19:28.919000,L8,,,,,,234.06,230.43,220.89,
2017-11-30 22:19:20.342000,L8,,,219.83,255.75,256.61,229.77,,,
2018-11-10 22:12:56.881000,L8,316.18,288.95,282.34,285.68,288.16,267.02,264.98,260.73,254.22
2018-11-10 22:13:20.844000,L8,316.55,289.08,282.55,285.79,288.39,267.19,265.47,261.27,254.63
2019-01-04 22:19:03.634000,L8,254.65,250.79,211.36,238.61,251.22,231.48,224.94,225.66,179.68
2019-02-14 22:12:45.337000,L8,,,,200.75,249.68,231.26,227.53,220.69,
2019-02-14 22:13:09.296000,L8,266.75,255.92,201.55,215.95,259.11,237.16,235.16,226.09,
2019-03-02 22:13:05.126000,L8,,,,,,241.79,235.91,229.69,
2019-09-17 22:19:29.137000,L8,,,,,,230.68,227.03,,
2019-10-28 22:13:24.474000,L8,256.84,237.86,190.35,217.78,223.01,226.16,224.53,217.06,
2019-10-28 22:13:48.433000,L8,257.50,238.00,189.87,217.03,249.11,225.28,224.74,217.06,
2019-11-13 22:13:21.985000,L8,255.49,237.90,182.21,216.31,225.48,210.00,,,
2019-12-22 22:19:27.650000,L8,273.30,266.52,216.93,235.15,258.54,244.04,234.13,233.04,183.10
2020-09-12 22:13:14.819000,L8,,,,,261.64,244.26,212.70,222.67,
2020-10-14 22:13:20.968000,L8,270.57,255.63,190.23,218.84,256.68,236.65,232.67,228.75,
2020-10-14 22:13:44.927000,L8,,,188.66,216.26,256.80,234.81,231.60,227.89,
2020-10-21 22:19:31.713000,L8,261.45,250.73,,,,233.36,225.76,224.14,
2020-12-24 22:19:30.619000,L8,257.26,250.56,216.55,241.02,250.45,232.19,224.68,222.17,190.00
2021-02-03 22:13:08.109000,L8,257.67,266.17,200.55,196.92,260.37,237.84,233.54,230.46,
2021-02-03 22:13:32.068000,L8,255.94,266.00,200.55,197.26,259.81,237.29,233.19,190.63,
2021-02-10 22:19:17.410000,L8,263.48,262.69,203.50,220.10,263.22,243.44,243.72,234.58,
2021-02-19 22:13:27.767000,L8,291.36,265.58,,192.91,267.72,246.31,241.42,235.98,230.80
2021-11-02 22:13:26.046000,L8,264.60,254.01,191.59,228.54,256.74,229.82,229.30,227.57,193.96
2021-11-02 22:13:50.004000,L8,270.51,256.16,192.22,231.40,258.25,230.74,230.60,228.55,201.32
2021-11-06 22:14:00.001000,L9,,,,,187.59,243.04,246.64,240.15,234.43
2021-11-06 22:14:23.901000,L9,,,,,185.67,242.56,243.43,239.12,232.72
2021-11-18 22:13:20.648000,L8,314.04,289.37,284.09,286.13,290.54,267.80,269.37,261.65,252.94
2021-11-18 22:13:44.611000,L8,313.89,289.45,284.19,285.48,290.56,267.76,269.23,261.62,252.87
2021-12-20 22:13:20.111000,L8,219.53,227.75,192.04,236.94,249.15,230.39,232.96,225.21,177.64
2021-12-20 22:13:44.065000,L8,218.83,226.77,192.04,236.94,248.63,230.60,232.81,225.17,178.26
2022-01-20 22:19:27.426000,L9,,,192.87,228.18,250.40,232.20,228.04,226.03,185.51
2022-01-21 22:13:11.780000,L8,260.61,254.93,193.14,218.49,255.65,238.79,235.79,231.93,179.88
2022-01-21 22:13:35.739000,L8,,,186.97,206.16,252.57,235.22,233.61,180.57,
2022-01-28 22:19:19.852000,L8,290.45,267.56,203.27,234.90,267.64,245.53,243.24,238.73,230.00
2022-01-29 22:13:17.402000,L9,312.28,291.22,286.90,286.26,290.99,269.87,274.98,271.19,259.38
2022-01-29 22:13:41.369000,L9,291.12,267.45,260.25,267.72,269.12,247.93,243.79,238.59,231.83
2022-02-13 22:19:16.656000,L8,255.92,255.34,186.06,214.57,254.87,241.45,233.96,225.36,
2022-02-14 22:13:36.888000,L9,291.62,267.15,203.30,225.23,267.90,246.12,240.64,238.84,230.33
2022-03-10 22:12:59.146000,L8,,,,,,242.92,236.83,233.13,
2022-09-09 22:19:47.446000,L8,,,,,267.52,244.48,235.13,226.83,
2022-12-31 22:13:51.762000,L9,,,197.00,220.12,219.97,224.53,225.46,223.40,
2023-01-08 22:13:24.303000,L8,313.93,289.45,284.53,286.18,287.73,268.08,268.01,265.19,255.42
2023-01-08 22:13:48.257000,L8,314.52,290.09,284.82,287.40,288.42,268.80,269.11,266.23,256.24
2023-01-16 22:13:22.088000,L9,313.28,290.27,285.39,286.03,289.76,268.82,267.44,263.79,254.69
2023-01-16 22:13:46.043000,L9,313.28,290.34,285.46,286.11,289.81,268.98,267.57,263.87,254.71
2023-01-24 22:13:46.509000,L8,260.82,260.03,,224.12,261.55,242.70,234.38,231.19,
2023-02-08 22:19:42.336000,L9,,,,211.82,254.80,237.60,227.97,226.65,
2023-02-16 22:19:25.853000,L8,291.01,266.13,206.47,233.95,268.26,244.66,238.84,238.40,229.98
2023-09-12 22:19:14.051000,L8,,,,,253.37,236.52,229.25,215.03,
2023-10-31 22:13:09.706000,L9,317.49,293.97,285.41,286.05,288.86,266.81,268.55,263.53,255.38
2023-10-31 22:13:33.669000,L9,317.27,294.12,285.49,285.70,288.80,266.64,268.51,263.41,255.29
2023-11-23 22:19:29.215000,L9,278.04,265.80,256.32,262.64,263.60,237.68,227.28,230.28,214.75
2023-11-24 22:13:15.871000,L8,327.75,349.41,337.12,335.13,318.07,318.19,338.04,320.71,328.33
2023-11-24 22:13:39.830000,L8,313.21,282.86,279.23,331.37,314.22,263.76,261.53,257.03,250.57
2024-01-02 22:19:17.594000,L8,272.31,266.73,206.95,236.17,257.84,243.49,229.74,230.94,216.64
2024-01-10 22:19:27.841000,L9,317.15,293.21,289.20,289.25,290.66,269.69,272.89,266.93,257.85
2024-01-11 22:13:08.314000,L8,291.76,267.52,258.32,239.59,258.65,243.16,230.49,238.11,
2024-01-11 22:13:32.277000,L8,292.34,268.17,259.06,246.71,260.13,243.77,232.61,238.94,
2024-02-03 22:19:16.877000,L8,,,,200.09,247.17,230.40,221.27,220.83,
2024-02-04 22:13:19.606000,L9,255.25,234.28,,,,,,,
2024-02-04 22:13:43.561000,L9,253.03,234.99,,,,,,,
2024-02-11 22:19:28.931000,L9,247.00,218.12,,192.04,251.51,231.51,225.12,224.59,
2024-02-12 22:13:06.098000,L8,253.38,,,180.61,258.19,241.37,233.94,228.95,
2024-02-12 22:13:30.056000,L8,256.26,250.62,,182.09,260.54,242.33,234.75,230.51,
2024-02-27 22:19:19.790000,L9,,,,196.12,268.48,246.02,247.53,239.44,230.22
2024-02-28 22:13:24.063000,L8,,,,,,240.65,233.69,227.94,
2024-11-02 22:13:05.642000,L9,,,,,191.14,231.77,228.68,228.42,176.80
2024-11-02 22:13:29.609000,L9,,,,,191.91,232.23,228.65,228.68,177.21
2024-11-17 22:19:14.668000,L8,335.87,289.56,285.04,286.02,285.50,267.67,267.63,262.49,254.56
2024-12-27 22:19:21.861000,L9,315.42,290.06,283.90,286.54,286.77,266.93,268.91,261.97,255.88
2025-01-05 22:13:06.930000,L9,286.23,265.26,217.99,238.91,254.23,242.79,237.72,231.54,205.17
2025-01-05 22:13:30.889000,L9,287.94,265.44,227.14,242.30,256.10,242.92,238.89,232.62,204.88
2025-01-12 22:19:21.390000,L9,,,,234.62,268.60,250.70,247.69,240.14,230.95
2025-01-20 22:19:13.384000,L8,289.94,265.87,228.35,241.86,263.14,244.86,240.45,238.95,229.52
2025-01-21 22:13:13.111000,L9,290.99,267.24,255.89,234.92,267.18,243.57,239.94,237.34,229.45
2025-01-21 22:13:37.070000,L9,291.43,267.65,257.61,238.11,267.47,244.12,240.92,238.47,229.84
2025-02-05 22:19:15.641000,L8,273.82,266.02,250.72,,,,,237.81,213.48
2025-02-13 22:19:22.727000,L9,292.98,178.76,166.70,218.74,268.50,246.58,247.56,239.77,230.72
2025-02-14 22:13:00.313000,L8,295.46,271.67,207.32,264.56,271.15,249.43,246.66,242.27,233.37
2025-02-21 22:19:07.224000,L8,,,,,255.61,242.58,228.19,224.30,
2025-02-22 22:13:09.242000,L9,259.78,225.85,,176.12,263.65,245.18,242.11,238.88,
2025-02-22 22:13:33.201000,L9,250.65,250.37,,,,243.88,230.81,230.73,
2025-03-01 22:19:15.278000,L9,291.82,266.64,,,,244.71,246.48,239.23,
2025-03-25 22:18:51.922000,L8,,,,,257.95,244.61,238.77,227.73,
2025-03-26 22:12:53.328000,L9,,,,176.28,270.34,249.27,244.00,240.76,
2025-10-04 22:13:17.983000,L9,,,,,,224.32,223.86,224.16,
