dates,nzd0539-0000,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138,nzd0539-0005,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0001,satname
1999-11-05 22:13:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,500.57,494.02,487.23,,477.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-07 22:13:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,510.605,506.34999999999997,494.665,,481.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.88,,,,,,,,,,,L7
1999-12-30 22:19:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,510.605,506.34999999999997,494.665,,481.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.28,,,343.9,,336.04,,,,329.95,329.29,329.7,333.49,328.15,325.78,320.78,306.76,,175.19,197.31,190.89,228.62,223.57,229.86,,,230.54,250.45,252.8,264.99,,,,,,,,,,,,,,,,292.68,288.78,,,259.95,257.23,,,,,,,,206.18,,194.74,,317.3,314.77,262.85,267.87,260.5,255.72,,237.55,,,,L7
2000-04-20 22:19:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,510.605,506.34999999999997,494.665,,481.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.29499999999996,,,331.85,,325.395,,322.04,,315.865,346.595,339.565,340.11,330.475,329.07,331.86,317.705,,175.19,197.31,190.89,228.62,223.57,229.86,,,230.54,250.45,252.8,264.99,293.49,,,,323.84,,297.14,,322.33,,,274.23,,,,296.34000000000003,284.005,,,279.29499999999996,260.90999999999997,194.36,,,,,,,218.785,,194.74,,317.3,314.77,262.85,267.87,260.5,255.72,,237.55,,,,L7
2000-05-31 22:12:42+00:00,,,,,,,488.54,,,,,,,,,,,,,,,,,,,520.64,518.68,502.1,,485.34,,,,,,,,,,,,,,,,,,,,,,355.42,,,,,,,,,,,,,,,351.29499999999996,297.17,297.04,331.85,295.38,325.395,292.51,302.57500000000005,,298.05333333333334,346.595,339.565,340.11,330.475,329.07,331.86,317.705,179.41,182.89,200.61,201.39999999999998,220.61,210.755,219.435,,221.73,223.225,244.43,253.43,261.485,285.57500000000005,273.16,,,305.35,,292.17499999999995,311.79,312.73,,,279.98,,,,296.34000000000003,284.005,,,279.29499999999996,260.90999999999997,194.36,,,,,,,218.785,,194.74,,317.3,314.77,262.85,267.87,260.5,255.72,,237.55,,,,L7
2000-09-04 22:11:34+00:00,,,,,,,488.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.92,,,,381.91,376.98,,,,,376.49,,,,,355.42,,,,,,,,,,,,,,,340.31,297.17,297.04,319.8,295.38,314.75,292.51,302.57500000000005,,282.105,363.9,349.43,346.73,332.8,332.36,342.94,328.65,179.41,190.59,203.91,211.91,212.6,197.94,209.01,,221.73,215.91,238.41,254.06,257.98,285.57500000000005,273.16,,,305.35,,292.17499999999995,311.79,312.73,,,279.98,,,,300.0,279.23,,,298.64,264.59,194.36,,,,,,,231.39,,,,,,,,,271.39,,,,,,L7
2000-09-20 22:11:14+00:00,,,,,,,488.54,,,,,,,,,,,,,,,,,492.69,483.35,480.95,468.57,462.9,456.39,453.1,472.66,451.42,452.91,455.71,,,426.485,417.74,415.17,,381.91,376.98,,,,,376.49,,,,,372.515,392.67,396.66,391.76,397.06,390.44,387.37,368.92,375.01,366.88,365.6,,,,,340.31,297.17,297.04,319.8,295.38,314.75,292.51,302.57500000000005,,282.105,363.9,349.43,346.73,332.8,332.36,342.94,328.65,179.41,190.59,203.91,211.91,212.6,197.94,209.01,,221.73,215.91,238.41,254.06,257.98,285.57500000000005,273.16,,,305.35,,292.17499999999995,311.79,312.73,,,279.98,,,,300.0,279.23,,,298.64,264.59,194.36,,,,,,,231.39,,,,,,,,,271.39,,,,,,L7
2000-09-27 22:17:24+00:00,,,,,,,488.54,,,,,,,,,,,,,,,,,492.69,483.35,480.95,468.57,462.9,456.39,453.1,472.66,451.42,452.91,455.71,,,426.485,417.74,415.17,,381.91,376.98,,,,,376.49,,,,,372.515,392.67,396.66,391.76,397.06,390.44,387.37,368.92,375.01,375.73,365.6,,364.99,364.16,355.79,341.19,316.48,312.69,322.0,308.85,309.62,298.74,308.9533333333333,300.18,284.8433333333333,363.9,349.43,346.73,324.305,332.36,342.94,317.58,179.41,190.59,203.91,211.91,212.6,197.94,209.01,,221.73,215.91,238.41,263.04499999999996,237.25,285.57500000000005,273.495,180.67,,288.14,,292.17499999999995,311.79,312.73,204.27,,279.98,195.03,,,286.31,279.23,,,298.64,264.59,193.885,,,,,,,231.39,,,,,,,,,271.39,,231.75,,,,L7
2000-10-29 22:17:19+00:00,,,,,,,488.54,,,,,,,,,,,,,,,,,492.69,483.35,480.95,468.57,462.9,456.39,453.1,472.66,451.42,452.91,455.71,,,426.485,417.74,415.17,,381.91,376.98,,,,,376.49,,,,,372.515,392.67,396.66,391.76,397.06,390.44,387.37,368.92,375.01,375.73,365.6,,364.99,364.16,355.79,342.07,316.48,312.69,324.2,308.85,304.49,298.74,302.40999999999997,300.18,299.36,352.85,342.03,353.44,315.81,365.77,344.44,306.51,179.41,190.59,203.91,249.08499999999998,212.6,197.94,209.01,,221.73,215.91,238.41,270.7033333333333,243.02666666666667,287.65,269.0566666666667,180.67,,270.28999999999996,,287.21,311.79,315.38,204.27,285.56,285.39,195.03,,,272.62,,,,280.79,266.82,193.41,,,,,,,192.23,,194.02,,,,,,,285.41999999999996,,231.75,,,,L7
2001-03-22 22:17:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.58,378.71,,368.53499999999997,360.95000000000005,352.845,342.94,335.04,330.95,333.72,320.82,318.14,312.56500000000005,338.66999999999996,314.345,317.3433333333333,333.28,326.16499999999996,330.725,310.645,365.77,311.53,290.005,186.12,,,284.83500000000004,225.67,181.68,,,,,,279.025,235.55,297.64,267.005,192.75,,253.72,,,,327.63,204.27,285.56,285.05,195.03,,,261.81,,231.02,214.76,280.79,266.82,192.87,311.37,329.2,327.83,314.22,,,192.23,,194.02,278.33,,334.05,302.27,291.38,280.94,290.805,296.57,231.75,282.64,,,L7
