dates,satname,nzd0539-0000,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138,nzd0539-0005,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0001
2013-11-03 22:22:56.012000,L8,,,,,,,,,,,,,,,,523.25,503.97,484.62,456.42,458.80,457.24,456.60,454.38,452.80,452.91,450.29,446.57,443.97,438.61,435.89,433.58,429.26,425.16,422.02,420.90,417.54,410.59,401.85,398.21,393.20,386.37,389.70,395.14,397.97,401.65,405.35,407.57,409.68,411.79,406.04,409.58,412.15,411.25,409.24,404.27,399.70,391.85,389.42,381.44,377.45,374.47,372.82,368.23,366.16,361.92,359.09,359.64,356.96,354.40,354.70,354.05,355.69,359.67,362.31,365.55,367.13,371.02,375.80,375.88,376.40,374.88,373.07,370.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.09,362.54,361.59,355.53,352.10,347.95,345.39,344.97,339.29,341.97,340.52,333.12,334.46,332.86,325.35,323.72,315.68,309.87,300.86,288.67,284.39,273.53,248.42,230.31,241.95,262.95,281.55,284.47,
2013-12-28 22:28:23.669000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.77,515.42,506.01,497.30,489.81,492.15,489.62,486.09,484.09,481.12,480.56,478.30,469.38,467.41,464.76,457.75,448.74,439.25,429.05,415.70,406.96,394.31,387.07,377.88,370.65,360.67,355.20,349.20,340.45,334.50,326.91,320.54,315.53,311.00,306.49,304.28,301.50,299.88,297.71,296.75,296.23,291.49,284.74,278.62,272.21,263.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.96,246.60,237.53,226.32,218.76,209.57,202.32,195.40,187.24,180.87,177.60,166.79,160.91,157.95,,,,,,,,,,,,,,,
2014-02-23 22:21:32.043000,L8,,,,,,,,,,,,,,,,527.66,505.77,491.56,457.55,459.87,468.97,450.28,459.50,458.00,475.86,445.50,444.11,438.36,428.72,417.20,423.32,406.72,405.06,407.46,408.16,408.39,398.05,396.44,401.12,393.42,386.01,390.73,384.91,429.61,390.30,399.92,412.36,418.37,412.42,397.20,398.93,417.65,332.47,353.12,417.62,388.61,288.52,301.01,268.34,354.96,337.11,337.78,347.67,353.16,371.27,362.81,360.21,358.10,355.39,355.95,354.21,354.10,355.61,360.80,363.82,459.70,458.05,413.50,302.15,359.63,372.42,184.13,184.08,282.89,290.08,292.37,286.80,293.41,298.89,301.92,305.33,307.10,304.72,315.03,315.28,317.06,322.30,331.55,347.70,353.70,352.00,353.76,343.12,372.60,354.50,370.19,327.32,376.30,364.46,,267.94,294.02,330.64,219.26,,,259.68,225.84,319.82,331.51,327.08,322.03,317.28,,,,,201.98,226.91,277.18,278.42,261.27,223.83,228.05,235.55,260.85,278.02,278.26,
2014-03-11 22:21:19.920000,L8,,,,,,,,,,,,,,523.38,496.44,487.08,466.66,446.85,431.67,421.66,424.30,427.74,408.34,409.64,410.19,403.02,393.74,395.89,395.55,378.19,387.77,383.64,385.32,388.42,386.76,375.59,371.26,364.70,358.37,354.62,358.21,353.45,362.86,362.85,335.95,362.32,359.60,345.98,342.92,359.59,372.90,377.29,374.24,372.81,380.47,370.76,364.18,364.77,358.68,358.74,352.86,355.21,349.51,333.23,346.41,343.01,340.52,339.23,319.16,337.50,331.28,323.33,341.27,341.95,338.26,332.45,342.41,352.51,337.64,338.54,330.23,323.62,323.85,250.02,245.20,261.85,251.91,263.35,267.91,253.26,261.80,273.84,273.37,296.90,295.52,306.40,307.41,312.86,335.72,342.57,335.25,335.87,324.16,328.55,334.13,316.47,328.73,337.07,336.89,,350.77,321.18,331.72,289.48,292.51,304.53,318.43,291.09,295.63,300.63,301.32,294.77,291.02,291.97,282.39,274.44,278.09,235.43,246.23,254.09,243.32,155.24,151.94,,148.09,241.65,244.10,240.89,
2014-04-12 22:20:49.109000,L8,,,,,,,,,,,,508.61,520.67,498.84,491.12,475.77,457.71,436.31,423.25,404.40,420.46,407.00,403.18,408.18,403.70,400.08,390.06,393.31,388.67,381.47,387.48,384.89,380.84,383.56,381.52,374.65,368.58,363.11,355.34,350.44,357.35,350.28,357.25,360.18,362.05,359.37,355.02,356.33,352.90,360.77,364.07,367.34,362.84,366.42,377.11,368.93,360.06,364.30,354.80,358.02,349.26,354.73,348.43,324.52,345.08,315.69,324.77,311.97,312.44,336.30,320.72,320.31,340.57,338.88,328.01,321.23,324.27,336.99,317.96,329.44,292.16,280.00,273.97,248.32,238.74,268.13,245.14,255.75,268.31,247.13,250.69,259.80,273.28,295.78,294.94,305.05,303.75,309.65,335.39,340.82,335.06,337.27,324.03,322.79,333.10,315.27,326.98,336.17,333.89,,321.34,279.57,312.56,301.55,294.54,304.66,303.16,289.35,293.81,294.97,292.18,284.31,271.30,285.23,284.61,278.85,275.53,231.13,242.31,189.39,159.59,153.65,160.53,,,212.25,234.50,239.75,
2014-07-17 22:20:39.943000,L8,442.87,469.34,490.69,488.89,489.83,494.98,495.75,488.92,465.26,481.95,492.80,470.53,429.14,455.67,445.25,398.72,421.13,298.58,267.10,310.97,276.82,280.36,343.13,289.10,358.85,310.02,344.04,341.88,332.80,328.33,317.13,291.07,260.09,280.15,321.25,310.13,283.36,300.76,310.82,287.53,296.02,228.47,329.20,220.37,231.62,315.62,338.80,318.09,334.24,299.58,333.86,328.22,337.02,346.84,358.58,327.68,275.62,326.72,310.80,313.74,280.15,280.11,303.91,317.56,320.25,271.44,275.30,277.70,294.18,311.06,291.86,277.57,299.61,295.53,301.94,284.45,300.96,293.42,167.71,211.99,211.04,198.54,267.83,,,,211.52,175.87,208.73,207.93,206.33,235.65,245.71,264.66,261.51,280.48,275.95,291.63,289.64,295.23,288.28,275.20,213.51,269.36,,218.53,237.55,277.68,262.12,492.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.70
2014-07-17 22:21:03.910000,L8,446.21,473.83,494.37,491.63,495.53,493.63,503.94,492.64,468.05,482.49,497.91,473.84,411.12,448.47,447.40,404.41,380.57,358.29,353.47,313.48,283.31,281.92,345.50,309.12,361.15,320.59,346.25,344.83,336.53,337.19,320.37,295.34,267.81,323.11,323.06,313.40,289.70,303.43,314.38,289.43,298.40,231.26,323.22,293.35,323.01,321.72,341.98,319.71,336.60,300.40,338.44,337.00,339.01,350.69,360.84,332.18,277.15,331.32,312.19,316.75,283.48,316.67,306.58,319.83,322.69,273.05,306.45,281.60,289.06,313.63,294.62,280.37,301.01,297.51,305.31,285.65,302.52,295.92,239.13,262.43,257.54,199.87,210.67,,,,,,,,,,,,,,,,,,,,,,,,,,,493.81,,,,,,,,,,,,,,,,167.28,201.58,198.62,168.12,154.86,160.58,,,,,,,,458.17
2014-08-18 22:20:51.886000,L8,,,,,,,,,,,,,,509.59,494.75,480.69,463.73,440.51,421.34,418.54,423.03,421.39,405.35,409.91,408.23,399.59,394.07,396.70,395.65,385.40,393.27,387.48,385.22,383.24,383.06,374.24,371.47,363.70,359.07,354.40,359.95,355.90,359.78,359.25,366.51,361.46,365.17,369.48,370.82,363.58,377.15,375.36,371.31,371.56,376.07,368.53,359.28,358.93,351.91,355.12,348.96,357.21,352.69,329.88,349.64,345.73,345.78,319.56,313.85,334.84,321.82,330.15,338.27,337.36,328.72,329.82,336.97,340.71,325.76,333.01,331.08,323.89,321.21,252.50,233.62,262.39,257.00,260.49,269.95,259.29,269.54,275.56,282.53,296.86,298.98,308.94,307.71,315.15,340.64,345.88,339.19,341.83,327.98,323.89,330.22,319.34,334.23,339.24,343.68,,320.50,310.03,302.85,300.99,296.40,302.05,304.40,292.30,291.94,297.62,291.88,281.47,273.03,282.43,280.64,279.81,271.59,271.23,246.57,243.65,206.89,152.38,166.27,,196.65,246.87,255.19,243.91,
2014-08-18 22:21:15.849000,L8,,,,,,,,,,,,,,509.75,495.26,480.82,463.97,440.65,421.33,418.37,423.17,420.81,405.06,410.05,408.17,399.43,394.15,396.85,395.65,385.55,393.05,387.47,385.25,383.54,383.22,374.63,371.40,363.59,359.40,354.36,360.24,357.08,359.60,359.13,366.66,361.27,366.00,369.46,371.19,364.33,377.43,375.46,371.12,371.81,376.44,368.13,359.18,358.83,351.65,354.98,347.41,356.68,352.36,329.84,349.56,345.56,345.81,320.16,314.01,335.32,321.88,329.48,338.71,337.79,328.43,329.66,336.92,340.66,324.69,332.93,331.27,323.85,320.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.88,310.14,302.80,300.62,296.52,302.35,304.20,291.62,290.54,297.61,291.97,281.35,271.90,280.87,280.73,279.95,271.57,271.94,246.71,,,,,,,,,,
2014-09-03 22:20:54.579000,L8,,,,,,,,,,,,,,,526.54,506.85,488.91,470.91,447.40,448.67,451.50,452.49,450.11,432.16,441.27,438.46,435.13,427.68,426.45,421.80,422.07,414.67,399.02,353.40,408.69,401.11,399.56,391.00,387.21,383.25,379.94,358.59,380.79,386.79,384.25,390.81,388.96,399.63,402.12,399.63,403.05,396.02,390.01,351.46,353.06,370.97,361.97,378.85,363.38,310.00,339.39,359.73,290.11,279.92,335.04,288.01,344.01,325.86,408.40,271.86,253.86,273.99,298.41,,288.32,285.61,188.90,302.04,344.69,364.44,441.89,325.90,253.63,,,,,,,,284.63,271.81,,,,,317.64,320.41,345.57,278.56,313.35,305.09,,288.60,194.77,,,,,,256.88,354.81,192.65,,,,,,,242.05,248.13,298.07,297.33,247.27,271.67,235.44,204.69,200.00,201.38,200.76,,,,,,,,,
2014-09-19 22:20:54.477000,L8,,,,,,,,,,,,,,,,,512.56,482.55,457.00,458.12,466.68,463.56,463.24,464.81,450.52,452.79,452.98,447.72,445.48,433.51,435.00,443.97,438.48,444.18,445.51,444.05,436.02,417.04,412.40,403.23,395.30,390.38,401.97,405.60,411.36,433.44,432.29,435.81,438.35,440.06,434.89,436.20,436.23,441.19,430.84,428.43,417.64,401.32,394.10,390.14,387.10,389.43,394.61,392.65,383.19,386.59,385.59,397.87,406.90,393.01,384.97,392.86,399.04,402.61,401.36,407.22,410.16,411.27,405.57,399.98,398.61,396.80,399.07,340.45,331.87,322.29,313.72,322.84,330.36,344.40,340.75,334.65,352.48,351.78,350.99,358.00,365.77,376.21,389.70,393.74,392.97,393.52,396.56,402.84,398.12,388.08,399.45,408.18,431.98,,404.30,401.55,394.31,379.87,356.23,377.10,365.55,383.14,380.63,377.82,374.99,377.57,379.57,340.61,348.12,337.56,331.86,334.03,329.26,314.52,338.53,330.77,343.23,305.23,354.64,362.61,356.75,352.45,
2014-09-19 22:21:18.444000,L8,,,,,,,,,,,,,,511.93,495.13,480.75,463.63,446.00,423.90,415.66,421.99,422.57,406.87,409.50,409.02,401.73,394.02,394.66,395.02,385.19,388.66,385.77,383.60,383.36,381.42,375.74,371.51,363.85,357.39,353.57,360.60,356.23,362.62,363.08,366.16,364.03,364.54,371.54,371.43,367.17,371.12,373.63,373.35,367.10,369.18,362.64,351.54,354.66,350.55,347.69,328.57,347.48,337.75,329.02,345.94,325.67,342.27,314.33,313.80,328.96,320.39,326.07,334.17,334.88,332.15,336.45,338.73,342.06,331.39,332.34,328.71,323.84,323.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.00,311.10,308.53,301.90,289.89,300.70,304.98,285.66,295.94,290.18,292.28,285.73,247.20,284.39,282.88,277.11,274.54,249.11,244.38,255.12,245.86,154.21,165.38,,,,,,
2014-10-12 22:27:11.441000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.78,515.03,505.02,496.31,487.66,491.29,488.18,485.09,483.74,480.77,479.12,475.39,466.92,465.43,461.55,455.00,446.69,437.52,426.70,414.07,405.05,394.61,387.46,377.32,369.81,362.36,356.00,348.59,339.47,333.72,325.64,317.91,313.67,308.23,303.64,301.11,299.70,297.55,294.97,294.68,295.05,287.64,281.28,276.06,268.59,261.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.40,243.68,232.50,226.45,218.92,210.62,201.38,193.36,182.22,176.43,172.07,160.07,,,,,,,,,,,,,,,,,
2014-10-28 22:27:08.358000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.33,514.57,506.74,498.30,489.15,492.58,488.08,485.93,482.45,480.39,478.17,475.98,467.13,464.12,461.24,452.73,445.59,437.26,427.88,413.93,404.17,393.87,386.44,376.40,369.80,361.00,355.07,349.61,338.71,333.63,324.98,319.76,315.34,309.09,304.77,302.22,301.02,298.40,296.66,296.32,294.45,288.83,283.60,278.36,271.32,262.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.37,245.66,237.50,227.79,219.23,211.81,204.37,196.01,187.23,179.51,178.42,166.45,159.86,156.07,,,,,,,,,,,,,,,
2014-11-06 22:21:01.126000,L8,,,,,,,,,,,,,,,523.32,508.17,490.37,468.98,446.70,445.52,447.38,448.97,443.08,435.78,437.25,437.03,432.01,429.64,425.55,424.62,424.45,415.33,416.60,416.14,414.67,408.85,403.12,398.01,393.95,390.81,387.39,385.09,391.47,393.68,396.07,398.96,400.95,404.22,406.01,402.39,405.92,406.50,405.02,402.17,399.16,393.02,385.92,382.07,376.79,372.80,371.66,366.16,364.14,364.13,360.65,358.59,357.50,354.44,352.72,353.43,353.12,355.36,357.11,360.50,363.48,365.46,369.99,373.91,374.08,373.82,373.12,372.38,368.24,285.18,288.32,290.54,288.97,295.09,300.83,303.53,307.07,310.87,312.37,318.90,320.90,328.32,335.88,347.26,362.22,371.05,366.32,366.05,367.65,363.23,360.10,358.78,357.67,363.23,365.95,,365.69,361.02,358.09,351.65,350.07,345.60,343.72,341.81,335.97,338.11,338.19,331.14,331.06,330.71,324.22,318.87,314.11,308.44,301.10,285.58,281.95,273.29,247.98,231.89,234.90,262.75,280.41,282.04,
2014-12-15 22:27:04.889000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.01,521.09,512.82,504.07,494.60,486.17,490.83,485.02,483.03,481.01,478.35,476.18,473.05,466.81,462.79,459.25,452.42,444.76,437.16,425.18,413.05,403.74,392.96,385.84,375.14,368.57,360.12,353.76,347.40,338.19,332.27,324.51,319.58,314.68,308.03,304.44,302.71,300.86,299.35,296.40,295.75,294.95,288.40,284.12,278.41,273.19,263.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.25,247.42,239.87,229.21,222.15,212.92,205.32,198.09,187.10,181.30,179.69,169.04,161.03,158.36,,,,,,,,,,,,,,,
2014-12-31 22:26:59.445000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.19,526.18,514.96,503.62,498.34,502.27,513.58,,514.61,495.57,486.99,483.71,476.97,474.62,471.84,469.84,457.91,445.16,442.37,452.64,423.16,418.17,409.85,402.61,395.73,394.77,373.89,395.34,404.38,395.69,376.76,361.91,347.21,339.19,325.99,322.13,321.82,321.87,325.94,316.07,320.01,316.53,316.94,306.23,300.23,300.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.13,288.20,286.17,280.56,263.69,250.91,239.18,234.33,237.44,232.70,239.25,197.61,196.69,175.38,169.73,161.99,166.52,160.43,,,,,,,,,,,
2015-01-16 22:26:59.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.78,479.83,458.75,487.50,486.86,488.06,487.19,486.06,481.86,471.11,470.68,353.07,302.82,245.63,277.91,297.97,308.72,334.97,321.10,310.46,339.37,287.76,270.24,246.37,277.98,257.11,270.03,212.12,205.81,164.15,188.20,194.45,221.25,236.11,281.09,236.69,257.81,258.56,273.87,297.34,283.57,268.94,276.22,251.17,252.06,224.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.12,220.85,,,152.70,188.51,196.52,190.66,177.70,170.19,167.94,155.91,,,,,,,,,,,,,,,,,
2015-03-14 22:20:23.206000,L8,449.23,500.49,505.21,507.20,505.54,520.01,527.98,,,,517.56,509.96,505.90,480.94,478.01,455.19,438.97,418.87,393.12,388.79,393.21,388.99,392.74,389.58,383.81,385.67,381.58,357.56,370.10,371.42,380.07,371.01,373.70,376.70,375.13,367.59,362.55,358.99,350.73,340.93,353.33,351.98,356.91,360.49,357.44,359.27,359.43,366.43,366.03,358.78,371.61,372.27,368.36,367.38,374.71,366.21,359.65,358.88,352.76,355.05,346.01,352.28,348.65,329.56,346.05,343.03,337.54,321.00,315.75,332.58,325.72,322.55,339.29,335.97,335.67,331.11,336.27,342.45,334.56,334.16,329.16,322.30,321.91,252.83,247.83,262.61,254.20,264.06,267.81,249.24,258.71,276.17,274.95,297.60,295.52,307.67,309.51,314.56,337.95,343.95,338.04,337.79,330.43,329.74,332.20,314.93,327.35,337.20,337.08,516.50,350.22,322.04,338.35,334.33,298.93,305.26,315.35,295.10,298.54,301.67,314.02,288.80,303.91,292.39,284.04,275.79,277.90,246.75,253.38,257.89,255.67,156.73,154.31,,153.39,244.30,264.82,263.44,469.17
2015-03-14 22:20:47.169000,L8,451.50,501.26,505.50,507.52,505.88,520.46,528.47,,,,517.64,510.44,506.02,485.05,478.25,455.43,438.96,419.14,393.29,388.99,393.42,389.25,393.18,389.86,384.25,385.82,381.70,357.51,371.97,371.49,379.92,371.44,374.03,377.10,375.49,368.11,362.59,359.09,351.27,341.14,353.81,352.68,357.21,360.58,358.01,359.20,359.72,366.24,366.35,358.98,372.00,372.60,368.50,367.44,375.16,366.58,359.64,359.09,352.81,355.12,346.01,352.50,348.77,329.86,346.25,343.10,337.53,321.16,316.11,333.11,325.72,322.81,339.71,336.09,335.85,330.98,336.18,342.56,334.32,334.43,329.04,322.52,320.79,252.92,247.14,263.04,254.20,264.27,,,,,,,,,,,,,,,,,,,,,,517.48,350.48,321.61,338.22,334.46,299.71,305.65,314.05,294.51,298.42,301.90,313.68,288.40,303.32,292.02,284.33,276.20,278.65,246.94,254.13,258.16,255.04,157.13,153.63,,152.77,244.50,264.99,263.40,470.05
2015-04-06 22:26:20.815000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.69,510.76,502.46,492.83,487.22,489.18,486.79,485.77,482.86,480.72,479.93,478.42,470.66,467.63,463.89,457.11,450.23,438.70,429.82,415.35,406.66,397.72,389.04,379.10,372.21,364.97,358.14,351.50,341.29,334.78,327.56,321.49,317.04,312.55,305.70,304.16,303.24,300.69,299.18,297.54,297.28,292.56,286.08,280.89,274.52,264.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.77,247.31,239.52,229.05,221.21,211.55,205.08,196.16,186.87,182.54,178.20,166.57,161.18,156.64,,,,,,,,,,,,,,,
2015-04-15 22:20:10.505000,L8,,,,,,,,,,,,,,,521.33,497.59,481.02,459.70,425.34,425.35,435.77,434.11,433.29,429.53,430.71,430.22,425.04,425.27,430.75,423.36,422.36,431.95,430.65,433.02,426.51,413.40,407.15,413.86,417.90,406.31,409.31,410.82,409.43,415.37,410.37,411.68,413.72,428.90,432.96,435.19,429.04,425.51,410.22,413.29,410.14,411.14,406.87,391.58,386.37,395.13,401.59,416.88,396.57,392.24,383.43,375.87,392.36,395.59,384.06,382.52,382.36,380.86,378.44,373.70,390.34,372.91,403.37,400.15,387.43,383.17,372.55,383.85,371.44,364.93,338.04,317.80,328.45,337.80,330.50,316.76,394.08,359.61,362.24,376.26,363.36,388.53,412.43,432.91,422.87,422.76,405.23,439.70,448.70,439.54,426.44,359.13,433.25,423.65,455.66,,373.85,362.03,364.49,349.41,350.76,337.12,339.29,357.06,394.65,368.20,337.29,345.48,363.12,330.61,330.51,327.68,338.86,303.50,340.60,290.81,326.71,285.51,302.58,237.37,239.34,379.73,346.87,383.35,
2015-05-01 22:20:00.344000,L8,192.39,298.09,308.99,475.39,477.63,491.46,494.63,498.90,466.63,487.36,489.96,460.40,449.12,425.76,447.25,431.26,415.28,399.09,377.67,377.17,377.48,381.35,385.40,387.86,380.29,379.10,378.40,377.05,377.93,372.22,378.48,377.16,373.05,374.41,370.08,365.82,361.06,357.81,347.13,343.27,346.69,346.66,349.88,353.66,356.03,354.32,350.84,349.44,346.67,342.32,359.10,365.34,352.08,360.18,370.16,359.50,355.34,352.77,350.58,352.72,323.47,351.63,348.17,321.95,345.14,314.45,338.59,307.74,308.94,326.13,316.76,326.84,333.98,332.73,325.19,325.52,329.10,340.55,330.47,331.76,329.14,297.31,286.76,253.90,252.10,258.72,257.15,263.18,266.18,254.22,267.22,271.77,275.96,290.58,292.52,305.36,306.08,311.81,336.05,343.99,336.02,334.82,325.53,325.34,328.54,311.86,327.40,332.02,330.92,431.05,284.75,272.01,265.69,310.30,298.11,302.03,308.57,289.09,302.46,302.99,294.93,287.06,303.39,294.80,277.36,280.68,274.04,270.09,249.78,249.76,242.62,152.33,156.50,,193.98,245.94,256.81,242.97,242.47
2015-07-11 22:26:29.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.79,513.91,466.67,513.58,516.28,509.59,523.52,512.41,503.39,502.17,496.05,509.81,483.23,478.92,477.65,471.35,472.78,461.32,466.32,466.43,463.86,448.53,452.43,416.64,415.98,437.30,390.82,376.09,403.54,396.25,360.54,369.95,354.32,351.15,331.91,334.15,335.15,332.50,307.08,312.65,311.54,305.33,315.39,318.07,305.36,351.39,302.54,280.14,279.44,264.41,259.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.79,238.69,239.67,217.74,218.66,203.56,206.42,195.10,183.65,179.22,177.54,167.51,,,,,,,,,,,,,,,,,
2015-08-21 22:20:33.210000,L8,442.84,478.99,502.66,506.71,504.88,519.19,523.77,522.08,511.03,498.37,493.63,477.80,468.26,457.86,445.49,433.17,417.66,398.72,379.59,386.95,385.64,381.40,352.33,353.84,367.50,349.76,362.86,354.38,347.30,347.28,343.44,337.55,351.79,346.60,357.14,344.34,352.99,349.41,345.00,341.80,351.40,346.54,347.19,349.39,352.07,353.71,352.85,351.82,348.65,346.82,359.09,365.01,357.37,359.80,371.27,358.35,349.98,344.18,345.09,348.40,323.40,353.41,351.28,324.45,345.92,311.60,343.85,309.83,311.53,330.80,310.42,320.69,338.67,325.89,322.65,331.01,335.81,336.62,329.05,331.29,331.40,325.37,318.63,247.08,223.91,260.34,249.18,256.57,264.39,244.14,246.99,266.40,280.32,288.97,289.65,306.47,306.28,308.81,339.07,337.55,338.26,340.50,324.05,318.05,323.82,314.79,328.71,332.07,336.24,520.44,328.58,309.94,310.39,343.80,298.33,306.23,307.58,293.93,298.48,298.63,298.87,284.59,270.77,281.23,284.22,280.44,269.70,272.42,245.05,250.74,209.49,151.52,161.38,,201.42,250.40,232.87,237.53,467.06
2015-08-21 22:20:57.178000,L8,444.84,482.27,503.24,510.43,505.62,,,523.15,511.27,500.34,494.43,479.45,469.18,459.56,446.75,426.82,419.59,399.83,381.89,388.30,389.77,381.17,354.21,354.73,368.42,350.58,362.61,355.31,350.01,348.55,344.72,338.91,351.18,347.78,356.84,345.33,338.41,350.26,345.78,343.62,354.42,347.37,349.69,350.22,353.67,354.84,353.41,353.21,349.47,347.99,359.62,366.44,358.57,361.01,371.91,358.23,351.79,344.94,344.81,347.84,324.68,354.61,352.45,326.12,346.42,312.24,344.15,310.92,313.08,336.71,313.60,321.75,339.76,329.26,324.48,331.70,336.86,337.66,329.05,334.27,307.87,326.37,318.71,,,,,,,,,,,,,,,,,,,,,,,,,,,523.37,328.27,310.60,312.15,301.65,300.03,307.46,307.01,295.23,299.28,298.95,299.44,283.52,272.48,281.63,283.52,281.83,269.37,273.23,246.18,251.99,,,,,,,,,470.59
2015-09-29 22:26:59.056000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.24,518.13,506.35,494.80,488.13,483.92,476.98,476.23,474.04,473.18,471.65,470.20,469.04,465.22,458.07,457.54,452.59,446.78,438.82,429.88,419.79,409.63,401.57,391.95,382.71,376.36,369.60,363.15,356.81,350.27,340.32,334.67,327.49,321.76,316.39,311.61,304.95,303.15,301.38,298.84,298.53,297.05,294.22,290.07,283.47,278.33,271.75,262.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.83,246.87,239.92,231.63,223.30,213.91,207.94,198.45,189.88,181.88,179.96,165.90,157.93,155.81,,,,,,,,,,,,,,,
2015-10-31 22:27:04.990000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.34,529.79,521.12,513.89,500.56,491.86,483.19,480.76,473.93,475.23,474.82,471.06,471.27,470.42,467.48,464.63,459.84,455.84,452.31,446.99,437.21,427.65,419.61,409.07,401.84,393.96,385.80,375.78,364.91,361.32,355.53,345.66,340.12,333.31,326.89,320.46,315.68,311.42,305.98,303.42,300.94,298.54,296.92,295.28,292.64,286.90,282.27,277.14,269.08,261.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.65,244.41,233.80,224.97,219.26,209.87,202.32,194.73,182.90,176.64,174.91,161.83,,,,,,,,,,,,,,,,,
