dates,satname,nzd0073-0000,nzd0073-0001,nzd0073-0002,nzd0073-0003,nzd0073-0004,nzd0073-0005,nzd0073-0006,nzd0073-0007
1999-09-27 22:04:48.949000,L7,365.35,364.64,349.07,347.22,342.81,341.57,341.01,338.43
1999-11-14 22:04:42.286000,L7,368.45,364.90,360.96,367.58,362.98,367.56,366.64,361.53
2000-01-01 22:04:37.439000,L7,,,,,,,,471.18
2000-01-17 22:04:35.821000,L7,356.22,344.00,338.64,327.29,327.27,327.57,340.38,336.19
2000-05-24 22:03:46.662000,L7,354.06,361.58,348.44,347.64,356.33,361.27,351.34,359.84
2000-07-11 22:03:17.779000,L7,,337.12,347.33,332.78,342.62,372.42,353.39,307.45
2000-08-12 22:02:54.094000,L7,369.22,361.22,359.78,358.73,344.05,359.19,357.95,362.92
2000-09-13 22:02:26.190000,L7,,,,,,354.14,374.26,366.36
2000-10-15 22:01:56.204000,L7,368.46,359.19,351.12,352.38,347.98,350.42,348.52,358.64
2001-01-03 22:02:12.432000,L7,355.45,347.70,341.32,326.71,,,,
2001-02-04 22:02:14.384000,L7,,383.27,385.20,387.96,365.91,372.30,369.92,365.50
2001-06-12 22:01:24.980000,L7,,333.01,337.53,344.65,344.21,355.62,351.10,346.55
2001-08-15 22:00:38.680000,L7,367.71,364.26,361.01,367.96,359.38,363.79,364.73,354.47
2001-10-02 22:00:04.650000,L7,357.09,343.40,360.57,370.59,366.22,348.24,314.00,
2001-11-03 22:00:10.954000,L7,365.36,356.11,353.68,367.05,347.95,354.10,352.52,352.80
2001-12-05 22:00:18.987000,L7,364.46,354.84,340.99,321.86,,,,
2001-12-21 22:00:29.925000,L7,,,,,412.01,393.73,394.71,380.51
2002-01-22 22:00:40.906000,L7,,,,421.54,415.28,411.26,414.10,408.69
2002-02-23 22:00:43.620000,L7,361.00,356.96,347.06,337.68,342.27,344.45,347.54,340.81
2002-03-27 22:00:37.575000,L7,348.93,330.35,324.40,,,,,
2002-04-28 22:00:38.357000,L7,359.83,356.52,344.48,335.41,332.68,346.57,333.95,340.37
2002-06-15 22:00:19.658000,L7,363.49,365.17,355.92,359.75,348.22,346.41,350.02,344.32
2002-07-01 22:00:15.186000,L7,344.27,354.57,353.56,354.41,332.19,348.22,338.29,337.37
2002-07-17 22:00:08.747000,L7,360.24,369.93,362.72,366.43,347.57,342.39,345.97,345.20
2002-08-18 21:59:57.690000,L7,,,422.65,419.24,422.82,428.72,410.76,411.65
2002-09-19 21:59:35.083000,L7,433.46,,,,373.98,369.72,377.85,371.02
2002-11-06 21:59:41.879000,L7,,,,,,380.99,375.50,372.62
2003-07-28 21:48:28.960000,L5,365.28,351.15,345.75,320.95,302.97,312.52,316.39,
2004-06-12 21:53:11.618000,L5,362.35,350.78,340.72,311.98,,,,
2004-07-30 21:54:28.143000,L5,364.68,349.75,348.56,319.30,,312.86,316.33,323.80
2004-09-16 21:55:41.721000,L5,364.24,348.36,340.36,318.59,302.89,307.52,317.59,326.43
2004-11-03 21:56:42.977000,L5,,,,,,308.70,320.06,327.11
2004-11-19 21:56:55.269000,L5,378.44,357.46,344.04,322.92,302.15,,,
2005-02-23 21:58:31.621000,L5,356.21,342.11,333.94,,,,,
2005-03-11 21:58:44.158000,L5,354.73,339.58,326.72,,,,,
2005-05-30 21:59:15.499000,L5,353.67,350.13,342.06,317.18,,,,
2005-07-17 21:59:35.576000,L5,356.17,347.01,349.46,324.13,312.84,,,
2005-11-22 22:00:23.113000,L5,,,,373.10,399.88,377.78,373.23,354.33
2006-04-15 22:03:30.798000,L5,360.03,344.38,333.85,,,,,
2006-05-17 22:03:57.969000,L5,360.56,349.05,339.74,314.63,,,,
2006-07-04 22:04:41.660000,L5,357.75,346.83,332.96,,,,,
2006-08-21 22:05:19.629000,L5,,341.00,376.98,358.44,355.98,369.68,372.66,363.64
2006-11-25 22:06:19.953000,L5,,,,,,312.13,316.07,282.04
2007-02-13 22:06:47.368000,L5,359.98,344.61,330.86,309.78,,,,
2007-09-25 22:04:48.945000,L5,391.72,371.45,362.09,368.63,365.47,360.94,355.55,356.25
2009-01-01 21:56:31.615000,L5,,,,423.66,367.04,375.07,364.12,354.52
2011-01-07 22:01:44.406000,L5,358.87,347.76,334.99,303.05,,,,
2011-03-12 22:01:43.554000,L5,370.67,356.16,346.60,328.60,332.12,332.15,332.27,336.48
2011-03-28 22:01:38.376000,L5,346.70,337.31,335.76,295.37,,,,
2013-05-20 22:13:50.559000,L8,344.43,339.41,331.42,,,,,
2013-07-07 22:13:24.262000,L8,345.65,339.38,332.59,292.64,,,,
2013-07-07 22:13:48.209000,L8,346.42,338.64,332.33,292.85,,,,
2013-08-08 22:13:49.700000,L8,,,,,,320.42,334.94,344.07
2013-09-09 22:13:25.749000,L8,,,,303.23,323.40,320.33,317.36,333.72
2013-09-09 22:13:49.699000,L8,,,,305.01,326.89,323.52,318.76,336.62
2013-09-25 22:13:17.289000,L8,348.90,338.47,329.45,311.29,,320.37,319.54,336.39
2013-09-25 22:13:41.239000,L8,350.65,341.12,332.65,319.00,,323.54,323.75,338.27
2013-10-27 22:13:07.896000,L8,347.03,341.47,339.06,308.75,,,,
2013-10-27 22:13:31.854000,L8,346.68,340.47,336.46,306.90,,,,
2013-11-28 22:13:25.971000,L8,357.36,342.52,326.13,,,,,
2013-12-14 22:12:57.636000,L8,357.37,342.79,335.13,305.73,,319.28,319.30,334.35
2013-12-14 22:13:21.591000,L8,353.42,340.43,330.52,303.00,,,,
2014-01-31 22:12:28.855000,L8,349.39,343.35,329.32,,,,,
2014-01-31 22:12:52.806000,L8,349.59,344.16,329.85,,,,,
2014-02-16 22:12:38.819000,L8,351.45,345.14,335.28,306.00,,,,
2014-04-05 22:11:34.747000,L8,347.25,340.90,328.16,,,,,
2014-04-05 22:11:58.702000,L8,346.26,339.61,324.85,,,,,
2014-04-21 22:11:18.224000,L8,,,,,,316.84,321.12,332.56
2014-04-21 22:11:42.175000,L8,,,,,,311.70,317.89,330.78
2014-07-26 22:11:19.207000,L8,350.99,346.99,338.31,298.48,,329.50,324.34,338.97
2014-07-26 22:11:43.162000,L8,352.34,347.06,339.30,301.79,330.87,330.24,324.55,339.37
2014-08-11 22:11:51.972000,L8,348.14,341.73,333.93,,,,,
2014-10-14 22:11:38.746000,L8,347.12,338.32,327.22,,,,,
2014-10-14 22:12:02.705000,L8,355.62,348.27,345.49,343.07,333.71,343.30,347.75,342.91
2015-01-02 22:11:27.004000,L8,353.34,341.49,332.80,,,,,
2015-01-02 22:11:50.958000,L8,359.41,346.02,338.87,309.22,325.92,324.98,319.10,338.51
2015-02-19 22:11:13.759000,L8,358.29,345.16,333.71,,,,,
2015-03-07 22:11:06.255000,L8,359.94,345.76,336.41,,,,,
2015-03-07 22:11:30.209000,L8,367.96,352.01,342.92,298.60,328.42,327.82,326.42,338.61
2015-04-24 22:10:44.446000,L8,348.00,340.10,328.35,,,,,
2015-04-24 22:11:08.401000,L8,347.87,339.77,328.03,,,,,
2015-05-10 22:10:28.533000,L8,348.78,342.63,332.52,293.61,,,,
2015-05-10 22:10:52.487000,L8,348.79,341.75,331.43,293.50,,,,
2015-06-27 22:10:46.339000,L8,351.68,348.36,340.59,317.78,328.29,327.01,322.72,339.12
2015-06-27 22:11:10.298000,L8,351.19,346.93,339.22,316.25,327.45,325.91,321.68,337.97
2015-07-29 22:11:01.897000,L8,355.76,348.53,342.78,331.68,332.25,331.41,331.06,340.29
2015-07-29 22:11:25.856000,L8,355.45,347.69,342.32,343.85,331.75,331.30,328.10,340.06
2015-12-20 22:11:33.546000,L8,358.35,345.88,338.36,306.85,331.62,330.67,320.57,335.74
2015-12-20 22:11:57.501000,L8,358.16,345.90,338.35,306.86,331.77,330.87,320.70,335.99
2016-02-22 22:11:18.630000,L8,361.37,348.79,339.17,322.68,327.76,340.54,324.56,339.66
2016-02-22 22:11:42.580000,L8,361.99,348.14,339.04,322.37,327.29,339.20,324.33,338.97
2016-03-09 22:11:16.948000,L8,358.52,345.96,336.78,,325.61,322.36,321.18,336.95
2016-03-09 22:11:40.902000,L8,359.39,346.54,337.49,,326.40,323.48,322.00,337.30
2016-04-26 22:11:21.230000,L8,353.95,344.23,335.34,304.14,,322.12,317.95,333.93
2016-05-12 22:10:56.720000,L8,351.02,342.87,337.41,300.56,,322.26,322.46,336.02
2016-05-12 22:11:20.683000,L8,349.83,341.06,335.99,297.57,,319.82,320.04,334.44
2016-05-28 22:11:03.859000,L8,,,,,,387.75,368.83,369.59
2016-06-13 22:11:06.720000,L8,348.24,340.66,336.20,291.39,,,,
2016-06-13 22:11:30.674000,L8,347.69,339.75,335.04,,,,,
2016-06-29 22:11:15.136000,L8,351.66,342.91,336.37,305.64,,324.80,323.24,334.93
2016-06-29 22:11:39.087000,L8,351.74,342.28,335.80,306.58,317.43,323.94,322.27,334.54
2016-08-16 22:11:29.744000,L8,355.82,339.67,325.88,,328.30,330.82,330.42,336.95
2016-08-16 22:11:53.694000,L8,352.04,336.75,321.95,,,,,
2016-09-01 22:11:36.389000,L8,,367.27,351.90,356.15,352.13,358.52,361.09,351.21
