dates,satname,nzd0213-0000,nzd0213-0001,nzd0213-0002,nzd0213-0003,nzd0213-0004,nzd0213-0005,nzd0213-0006,nzd0213-0007,nzd0213-0008,nzd0213-0009,nzd0213-0010,nzd0213-0011,nzd0213-0012,nzd0213-0013,nzd0213-0014,nzd0213-0015,nzd0213-0016,nzd0213-0017,nzd0213-0018,nzd0213-0019,nzd0213-0032,nzd0213-0033,nzd0213-0034,nzd0213-0035,nzd0213-0036,nzd0213-0037,nzd0213-0038,nzd0213-0039,nzd0213-0040,nzd0213-0041,nzd0213-0042,nzd0213-0043,nzd0213-0044,nzd0213-0045,nzd0213-0046,nzd0213-0047,nzd0213-0048,nzd0213-0049,nzd0213-0050,nzd0213-0020,nzd0213-0021,nzd0213-0022,nzd0213-0023,nzd0213-0024,nzd0213-0025,nzd0213-0026,nzd0213-0027,nzd0213-0028,nzd0213-0029,nzd0213-0031,nzd0213-0030
2001-10-13 21:41:51.963000,L7,377.71,361.95,346.48,344.66,351.33,344.35,336.95,338.47,336.29,291.11,335.86,352.99,329.53,326.36,342.09,320.88,318.82,322.57,347.37,332.47,333.59,319.61,342.50,334.21,312.74,312.08,354.23,332.33,330.72,335.49,330.81,324.50,331.15,343.90,358.55,365.83,363.01,361.49,343.72,335.56,332.92,336.65,353.01,352.57,373.15,326.01,,,,311.18,
2002-02-02 21:42:30.783000,L7,390.97,379.21,361.37,355.59,367.24,376.31,384.13,367.69,370.00,364.21,352.96,359.45,361.79,352.09,352.25,366.82,358.22,362.10,363.65,363.29,,,,,,,,,,,,,,,,,,,,361.72,366.15,363.92,363.69,348.78,358.35,348.47,,,,,
2002-04-07 21:42:28.931000,L7,,,,,,,386.75,380.78,358.75,379.91,353.44,352.08,350.06,348.67,353.24,355.81,350.62,359.15,362.05,416.51,351.16,361.07,357.88,360.06,,351.45,347.13,308.21,293.43,295.80,293.05,,,319.29,339.77,351.59,344.75,367.23,333.09,364.04,369.82,368.82,368.07,367.31,375.95,,,411.39,383.36,352.43,366.74
2002-08-29 21:41:39.340000,L7,396.22,383.93,358.76,356.70,361.31,357.94,366.40,371.78,375.21,349.92,365.97,350.60,354.94,351.27,364.77,360.94,359.55,360.84,347.17,360.40,347.25,342.38,360.36,340.41,338.63,349.19,345.78,343.22,340.34,340.65,330.14,355.25,340.42,361.51,372.09,364.63,365.51,346.99,352.12,376.13,381.96,384.88,398.52,391.76,379.09,380.06,364.84,362.64,348.38,305.10,335.30
2002-09-14 21:41:31.043000,L7,385.30,371.51,346.33,304.70,311.68,321.33,324.65,370.46,363.69,368.60,314.12,323.02,314.68,320.13,321.36,313.89,316.22,315.63,327.82,366.60,348.42,346.04,321.06,338.00,320.88,344.40,358.73,323.50,348.86,340.40,353.00,312.98,325.85,346.52,356.28,364.93,344.25,348.43,350.05,366.44,340.22,390.56,347.37,336.50,321.51,,,,,307.78,
2002-10-16 21:41:24.730000,L7,,,,,340.39,349.98,352.07,359.34,362.68,371.82,349.44,344.60,342.58,350.23,352.38,350.74,359.46,368.10,372.08,377.13,351.40,360.04,367.72,355.45,362.53,362.95,359.58,370.64,362.10,348.35,362.62,367.97,371.21,387.69,374.06,416.67,378.86,360.22,441.87,379.14,382.02,393.83,407.35,349.72,330.48,328.35,369.99,358.77,362.32,355.03,367.65
2002-11-01 21:41:30.201000,L7,407.65,392.71,357.73,328.36,385.21,,,,,,349.92,351.50,347.71,347.14,348.90,358.08,360.14,367.40,365.56,379.82,367.08,364.89,366.69,362.46,360.13,361.92,365.78,362.72,358.95,374.41,377.73,375.85,363.43,400.69,,,,,,383.21,379.99,385.58,389.64,395.99,405.65,388.58,377.17,376.13,369.86,357.33,369.31
2003-02-21 21:42:20.469000,L7,,,,,,,,,,,,,,376.64,386.27,374.86,386.61,396.67,,,,,,,,,,,,,,,,,,346.81,369.96,369.98,332.99,,,,,,,,,,,,
2003-04-10 21:42:26.045000,L7,,,,,,394.67,375.26,374.15,374.62,400.65,356.39,357.41,364.74,364.67,370.80,339.38,361.27,368.19,374.13,364.66,359.75,351.03,355.63,359.67,357.29,357.12,347.99,347.88,345.07,347.92,345.82,352.68,359.14,353.15,364.40,372.07,359.79,350.07,349.77,374.02,368.83,364.32,370.14,352.09,314.92,,,,,,
2003-04-26 21:42:25.606000,L7,382.59,362.71,348.42,359.73,341.13,359.02,357.55,355.62,361.62,365.79,354.20,358.09,357.07,368.57,362.08,375.41,356.52,371.96,376.98,378.26,361.75,362.08,336.47,340.14,318.04,349.50,344.58,349.41,342.30,348.46,351.25,352.75,,352.86,371.02,374.51,370.81,356.40,366.16,381.76,381.84,385.33,396.40,334.69,,,,,,334.85,
2003-05-28 21:42:22.600000,L7,399.35,386.17,365.91,356.91,353.73,343.15,352.73,362.02,360.09,345.44,364.74,343.45,356.58,364.60,360.39,361.40,360.99,358.17,364.80,366.00,334.40,339.93,337.94,344.59,340.74,342.70,348.96,344.16,328.27,331.88,329.21,,,344.09,358.19,368.87,357.58,348.84,344.97,365.57,382.38,368.25,365.09,371.42,356.39,345.82,,,,,
2003-07-23 21:30:14.355000,L5,345.69,306.31,284.85,260.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.31,336.24,348.43,351.69,333.67,331.56,,,,,,,,,,,,
2003-12-30 21:32:24.694000,L5,313.40,289.63,262.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.06,322.59,339.10,331.97,318.27,313.89,,,,,,,,,,,,
2004-01-15 21:32:26.348000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.60,339.75,340.31,336.34,322.03,319.96,,,,,,,,,,,,
2004-01-22 21:38:40.402000,L5,312.04,292.90,262.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-06 21:33:58.336000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.15,319.42,333.28,329.31,313.06,311.14,,,,,,,,,,,,
2004-06-07 21:34:54.755000,L5,333.34,309.44,287.40,265.93,269.89,269.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.14,326.06,335.24,339.46,320.15,321.84,,,,,,,,,,,,
2004-06-23 21:35:22.995000,L5,335.13,306.80,279.43,259.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.30,332.54,336.63,321.88,312.28,,,,,,,,,,,,
2004-07-25 21:36:14.167000,L5,338.75,306.13,280.30,258.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.51,333.46,335.26,319.89,311.55,,,,,,,,,,,,
2005-02-18 21:40:18.476000,L5,311.83,289.29,267.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.02,323.73,340.46,334.22,316.01,322.41,,,,,,,,,,,,
2005-03-22 21:40:41.327000,L5,305.69,280.96,257.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:47:03.060000,L5,334.75,303.44,278.79,256.06,262.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:40:56.205000,L5,334.31,305.73,282.69,260.84,268.21,267.89,,,,,,,,,,,,,,,,,,288.04,298.19,301.71,315.17,310.03,310.70,297.91,,,,299.95,331.06,342.62,338.35,324.91,324.75,,,,,,,,,,,,
2005-06-01 21:47:18.718000,L5,331.95,301.41,277.29,259.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10 21:41:12.271000,L5,333.94,301.75,279.74,260.84,,,,,,,,,,,,,,,,,,,,,295.87,301.22,316.24,310.65,306.40,302.28,,,,296.72,327.76,337.25,338.84,324.42,333.00,,,,,,,,,,,,
2005-07-12 21:41:23.560000,L5,349.32,318.53,301.12,291.67,287.36,298.92,290.89,320.36,307.23,287.12,,,,,,,,,,,,,,,,,,,,,,,,312.56,336.11,348.76,345.92,329.84,319.19,,,,,,,,,,,,
2005-07-28 21:41:34.002000,L5,,,,,335.47,339.13,350.68,357.36,325.85,324.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-13 21:41:41.670000,L5,311.49,285.81,265.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:41:46.875000,L5,324.83,302.53,279.36,259.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,339.67,336.75,333.96,316.65,318.62,,,,,,,,,,,,
2005-11-17 21:42:07.585000,L5,315.64,299.27,274.40,259.24,263.85,,,,,,,,,,,,,,,,,,,,,298.11,306.22,305.95,303.28,300.23,281.75,,,308.24,328.18,330.64,329.38,312.65,307.99,,,,,,,,,,,,
2006-02-12 21:50:20.287000,L5,317.56,302.97,277.99,259.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-10 21:45:17.175000,L5,315.26,300.32,272.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.03,329.90,333.02,310.79,311.23,,,,,,,,,,,,
2006-06-13 21:46:13.914000,L5,340.86,316.13,293.10,269.52,270.76,277.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.84,330.85,338.42,336.12,318.56,310.16,,,,,,,,,,,,
2006-06-29 21:46:28.892000,L5,376.99,357.44,338.75,333.20,334.21,343.15,346.32,354.42,343.49,345.42,352.41,350.22,359.44,356.00,357.68,352.98,352.49,358.30,354.15,358.01,342.39,332.39,336.65,339.76,353.46,294.08,339.41,360.99,353.94,352.99,354.75,351.18,353.22,352.24,348.14,358.91,354.92,346.70,350.41,352.12,354.47,352.63,349.81,347.43,349.95,347.78,348.52,353.31,346.77,339.08,345.83
2006-08-23 21:53:23.469000,L5,333.59,310.31,289.58,266.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-01 21:47:19.401000,L5,339.51,309.84,286.69,264.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.40,335.29,348.00,345.44,331.71,337.05,,,,,,,,,,,,
2006-09-17 21:47:31.164000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.98,337.76,351.92,356.75,328.33,321.98,,,,,,,,,,,,
2006-12-06 21:48:41.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.32,366.31,377.12,396.64,377.41,363.92,377.80,,,,,,,,,,,,
2011-01-25 21:49:47.233000,L5,325.25,300.39,281.03,272.55,269.96,273.30,274.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.09,325.60,318.15,311.65,314.82,,,,,,,,,,,,
2011-03-07 21:43:36.874000,L5,324.30,298.45,278.58,273.17,274.13,280.17,282.50,307.56,,,,,,,,,,,,,,,,,,,,,,,,,,296.03,314.84,332.04,322.68,308.15,305.55,,,,,,,,,,,,
2011-10-24 21:47:48.042000,L5,315.73,300.43,270.51,260.59,262.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.20,317.21,344.87,401.45,311.45,319.07,,,,,,,,,,,,
2013-05-31 21:55:43.729000,L8,350.72,325.76,290.79,278.79,283.31,286.90,286.75,319.40,301.87,,,,,,,,,,,,,,,,,,,,,,,,,320.94,336.00,347.13,342.93,321.44,332.67,,,,,,,,,,,,
2013-06-23 22:01:46.719000,L8,371.39,331.41,299.89,296.71,290.22,294.49,301.09,328.86,311.10,317.79,300.10,,,,,,,,,,,,,,,,,,,,,,,322.49,346.62,360.51,349.84,333.34,327.55,,,,,,,,,,,,
2013-07-25 22:01:49.952000,L8,351.20,325.48,291.52,280.38,281.98,286.13,294.37,318.80,305.20,,,,,,,,,,,,,,,,,,,,,,,,,312.02,352.99,360.30,342.46,324.59,331.09,,,,,,,,,,,,
2013-10-06 21:55:33.702000,L8,342.71,319.61,284.05,272.89,276.10,278.12,284.58,308.67,,,,,,,,,,,,,,,,,,,,,,,,,,303.74,342.98,356.94,337.08,320.72,319.85,,,,,,,,,,,,
2013-10-29 22:01:34.321000,L8,335.20,314.66,279.45,269.09,273.96,278.21,282.89,310.48,,,,,,,,,,,,,,,,,,,,,,,,,,303.26,331.27,341.74,338.19,319.74,325.86,,,,,,,,,,,,
2013-11-14 22:01:33.487000,L8,382.85,326.57,293.91,293.82,289.84,297.59,307.43,321.46,297.47,324.73,310.82,317.68,315.87,315.02,316.24,312.52,308.67,311.27,308.52,305.47,,,,,,291.58,318.00,328.31,324.98,315.74,294.88,,,317.95,350.17,352.53,342.64,328.89,325.14,306.44,,,,,,,,,,,
2013-12-09 21:55:16.438000,L8,336.98,315.53,277.41,267.21,272.30,275.91,282.03,308.54,,,,,,,,,,,,,,,,,,,,,,,,,,307.04,334.10,346.57,333.64,323.32,329.79,,,,,,,,,,,,
2014-01-01 22:01:14.509000,L8,355.26,315.15,279.49,269.09,272.41,276.36,282.35,306.98,,,,,,,,,,,,,,,,,,,,,,,,,,305.72,332.25,361.83,330.58,323.59,325.79,,,,,,,,,,,,
2014-01-10 21:54:55.235000,L8,368.55,355.37,295.32,301.84,289.87,295.52,300.12,320.29,314.65,331.51,316.30,315.45,314.56,314.36,315.21,312.07,307.01,310.71,308.14,304.52,,,,,,287.19,299.76,321.86,319.52,310.98,300.62,,290.78,319.85,335.71,347.36,344.91,330.51,327.88,,,,,,,,,,,,
2014-01-17 22:00:59.983000,L8,331.42,309.12,276.02,263.72,268.64,271.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.12,327.13,343.16,328.44,317.56,320.49,,,,,,,,,,,,
2014-02-02 22:00:53.662000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.72,328.17,340.07,329.85,313.85,318.63,,,,,,,,,,,,
2014-02-11 21:54:32.873000,L8,346.79,317.72,285.77,273.65,277.25,282.61,288.03,312.64,,,,,,,,,,,,,,,,,,,,,,,,,,307.60,332.47,347.46,334.04,323.34,325.53,,,,,,,,,,,,
2014-03-06 22:00:25.321000,L8,351.09,318.02,299.60,273.66,277.23,283.48,284.26,312.53,,,,,,,,,,,,,,,,,,,336.10,325.33,388.79,392.88,341.56,,,303.56,353.54,364.86,341.59,327.20,332.77,,,,,,,,,,,,
2014-03-31 21:53:53.631000,L8,340.03,325.24,284.38,266.77,297.32,277.59,281.94,309.79,,,,,,,,,,,,,,,,,,,,,,,,,,300.38,329.30,344.93,332.87,322.54,319.18,,,,,,,,,,,,
2014-04-23 21:59:43.011000,L8,366.01,332.34,297.41,294.64,287.79,292.42,291.67,322.12,319.01,,,,,,,,,,,,,,,,,,,,,,,,,331.29,335.97,353.46,345.36,331.93,330.28,,,,,,,,,,,,
2014-05-02 21:53:22.380000,L8,339.15,311.54,272.40,258.55,267.00,270.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.25,332.65,346.29,337.42,322.58,321.94,,,,,,,,,,,,
2014-05-09 21:59:27.549000,L8,354.88,323.54,299.45,279.05,288.58,283.13,280.20,317.04,,,,,,,,,,,,,,,,,,,,,,,,,,,330.82,365.41,326.37,300.86,339.99,,,,,,,,,,,,
2014-05-18 21:53:11.680000,L8,350.60,324.44,289.38,274.06,278.08,280.01,284.63,316.09,,,,,,,,,,,,,,,,,,,,,,,,,,301.98,332.40,347.18,335.46,323.57,319.61,,,,,,,,,,,,
2014-05-25 21:59:22.796000,L8,391.05,366.79,351.02,351.94,356.96,369.58,373.09,381.62,380.55,393.82,373.13,376.86,373.37,375.30,380.76,369.86,378.62,377.11,372.97,373.44,357.58,360.09,359.02,373.34,378.88,394.90,400.05,367.34,384.60,394.34,383.67,382.04,393.83,377.08,384.55,383.88,,,,362.69,360.04,367.18,374.08,375.14,376.71,372.41,372.27,368.31,370.25,369.33,374.15
2014-06-03 21:53:18.440000,L8,358.61,325.77,293.36,281.42,279.02,284.64,283.92,316.62,304.68,,,,,,,,,,,,,,,,,,,,,,,,,304.73,334.06,345.04,338.63,321.61,322.53,,,,,,,,,,,,
2014-06-19 21:53:23.387000,L8,368.86,326.99,294.51,283.19,283.09,287.42,293.42,320.18,302.29,,,,,,,,,,,,,,,,,,,,,,,,,304.09,334.43,366.90,344.18,353.23,341.84,,,,,,,,,,,,
2014-07-05 21:53:29.728000,L8,348.60,319.00,289.13,272.64,272.13,278.54,279.91,310.09,,,,,,,,,,,,,,,,,,,,,,,,,,300.50,341.98,359.93,346.51,337.11,354.23,,,,,,,,,,,,
2014-07-21 21:53:33.067000,L8,378.00,329.41,300.10,290.90,291.33,293.32,304.65,323.66,,,,,,,,,,,,,,,,,,,,,,,,,,318.75,342.53,351.77,347.61,347.56,341.64,,,,,,,,,,,,
2014-07-28 21:59:47.112000,L8,,,384.44,363.21,372.24,375.96,374.27,385.21,385.89,366.23,366.29,369.58,369.79,368.25,351.21,359.58,348.32,347.13,344.50,336.48,353.21,335.25,360.13,335.43,332.33,354.93,358.24,378.03,379.28,387.69,384.28,378.06,385.36,387.10,377.51,,367.28,352.98,361.41,329.55,326.81,,,,,,,336.80,354.86,366.32,350.48
2014-08-06 21:53:41.801000,L8,382.21,372.24,291.85,281.20,281.50,287.90,292.26,318.25,316.14,,,,,,,,,,,,,,,,,,,,,,,,,328.11,339.78,347.13,343.30,347.19,369.86,,,,,,,,,,,,
2014-09-07 21:53:48.789000,L8,,,,,,300.33,334.57,314.25,323.21,333.32,,,,,,,,,,,,,,,,,,,,,,,,297.64,331.83,344.79,334.99,321.52,320.44,,,,,,,,,,,,
2014-09-14 21:59:59.788000,L8,346.87,325.67,292.95,289.17,282.23,293.08,277.88,313.58,,,,,,,,,,,,,,,,,,,,,,,,,,300.56,341.40,360.79,345.15,327.74,319.94,,,,,,,,,,,,
2014-09-23 21:53:45.463000,L8,343.82,323.70,287.53,274.66,278.23,283.11,288.46,311.77,,,,,,,,,,,,,,,,,,,,,,,,,,308.61,336.94,345.03,339.71,329.48,352.57,,,,,,,,,,,,
2014-11-26 21:53:52.081000,L8,335.67,318.40,280.50,271.01,272.47,277.48,283.73,308.91,,,,,,,,,,,,,,,,,,,,,,,,,,298.52,341.77,346.45,334.33,326.09,335.46,,,,,,,,,,,,
2014-12-03 22:00:01.875000,L8,337.15,316.24,277.10,267.80,272.29,276.90,282.81,308.59,,,,,,,,,,,,,,,,,,,,,,,,,,304.68,333.02,343.31,328.57,318.84,330.15,,,,,,,,,,,,
2015-01-29 21:53:37.750000,L8,369.73,315.68,284.18,274.86,279.07,284.64,287.28,312.47,,,,,,,,,,,,,,,,,,,,,,,,,,341.16,345.42,347.83,334.11,327.89,332.29,,,,,,,,,,,,
2015-02-14 21:53:28.679000,L8,365.89,319.19,291.44,299.54,288.10,298.28,300.51,319.50,303.90,,,,313.24,314.29,313.08,312.64,305.47,312.01,308.37,,,,,,,,,,,,,,289.65,339.56,342.05,349.54,332.70,327.90,335.74,,,,,,,,,,,,
2015-03-09 21:59:30.556000,L8,,,,,,,,,,,,,,,,,,,,,,,310.09,336.16,321.61,350.18,333.93,358.88,340.89,355.19,328.17,349.83,330.35,322.98,347.17,348.79,335.29,348.05,443.29,,,,,,,,,,,,
2015-04-03 21:53:02.921000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.62,328.75,338.59,330.65,322.28,319.82,,,,,,,,,,,,
2015-04-19 21:53:02.761000,L8,351.99,302.58,294.29,290.73,293.05,300.15,312.93,323.90,315.42,365.12,341.87,331.13,323.53,322.31,315.71,327.33,317.70,315.36,311.73,313.52,,,,,,,281.84,312.50,309.52,312.36,307.07,387.01,,,,403.05,337.99,328.45,323.87,,,,,,,,,,,,
2015-05-12 21:58:53.078000,L8,371.46,311.84,298.76,292.89,350.37,343.58,318.09,332.96,321.84,311.31,299.75,,,,,,,,358.72,335.94,,,,,,,,,,,,374.41,386.95,358.11,383.49,385.26,369.06,361.75,354.93,354.24,362.82,356.92,,,,,,,,,
2015-05-21 21:52:43.676000,L8,331.97,301.01,287.31,277.30,280.98,286.82,279.51,319.91,305.07,,,,,,,,,,,,,,,,,,,,,,,,,301.31,335.13,363.26,347.42,343.74,318.06,,,,,,,,,,,,
2015-05-28 21:58:55.699000,L8,369.21,358.83,300.67,304.02,299.18,307.58,318.72,332.60,323.90,319.24,311.99,323.44,318.72,323.54,320.97,325.86,317.30,315.84,320.27,317.48,,,,,,,,317.78,323.76,319.21,310.73,298.46,323.84,335.71,344.75,358.03,359.49,349.01,335.76,306.51,,,,,,,,,,,
2015-06-29 21:59:14.515000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.33,341.02,330.52,326.52,,,,,,,,,,,,
2015-08-16 21:59:34.814000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.03,330.21,343.38,331.45,323.05,311.05,,,,,,,,,,,,
