dates,nzd0375-0000,nzd0375-0001,nzd0375-0002,nzd0375-0003,satname
1999-09-04 22:00:09+00:00,,,297.46,312.77,L7
1999-12-25 22:00:04+00:00,,,297.36,313.94,L7
2000-01-26 22:00:02+00:00,,299.47,297.36,318.46999999999997,L7
2000-02-27 21:59:52+00:00,,299.47,297.36,320.22749999999996,L7
2000-08-05 21:58:20+00:00,,,,327.24,L7
2000-12-11 21:57:36+00:00,,,,317.86,L7
2001-08-08 21:56:12+00:00,,298.66,303.39,323.44,L7
2002-03-04 21:56:09+00:00,316.87,298.23,298.91,319.84,L7
2004-06-05 21:48:24+00:00,,,,302.93,L5
2004-07-07 21:49:21+00:00,,,301.97,303.95000000000005,L5
2005-04-05 21:54:19+00:00,,,,299.75,L5
2005-04-21 21:54:22+00:00,,,309.59,298.515,L5
2005-05-23 21:54:36+00:00,,308.72,306.995,296.7833333333333,L5
2006-02-19 21:57:51+00:00,,,,288.3,L5
2006-06-27 22:00:00+00:00,,,,295.775,L5
2010-10-12 21:57:13+00:00,330.64,301.97,289.2,293.09,L5
2011-09-13 21:55:45+00:00,315.67,297.85,292.26,293.17,L5
2013-04-11 22:09:26+00:00,333.45,317.14,314.78,322.56,L8
2013-05-29 22:09:17+00:00,321.17499999999995,309.25,311.47,319.95500000000004,L8
2013-06-30 22:09:11+00:00,316.94666666666666,305.79,307.83,317.15333333333336,L8
2013-09-02 22:09:16+00:00,314.7075,303.095,305.08,315.58000000000004,L8
2014-01-24 22:08:21+00:00,304.19,292.485,289.345,300.38,L8
2014-03-13 22:07:45+00:00,314.655,289.96,281.86,289.9,L8
2014-04-30 22:06:58+00:00,315.7733333333333,296.445,295.005,304.565,L8
2014-07-03 22:07:01+00:00,312.875,294.02666666666664,291.67,302.43333333333334,L8
2014-08-04 22:07:14+00:00,316.44,299.1033333333333,299.19666666666666,310.8733333333334,L8
2014-12-26 22:07:18+00:00,308.25333333333333,295.58,291.0,302.1766666666667,L8
2015-02-28 22:07:00+00:00,313.175,298.185,288.825,303.65,L8
2015-06-20 22:06:32+00:00,313.175,298.185,288.825,307.7133333333333,L8
2015-07-22 22:06:49+00:00,320.42,303.13,299.505,313.62333333333333,L8
2015-08-23 22:07:00+00:00,334.08500000000004,303.13,299.505,315.62,L8
2015-09-08 22:07:06+00:00,333.725,301.06,298.13,310.9675,L8
2015-11-27 22:07:23+00:00,330.1066666666666,300.49666666666667,295.3633333333333,309.15999999999997,L8
2015-12-13 22:07:21+00:00,329.1225,301.475,295.0425,308.59999999999997,L8
2016-02-15 22:07:09+00:00,326.02,299.90500000000003,290.10999999999996,304.63199999999995,L8
2016-03-02 22:07:07+00:00,320.882,300.064,291.868,300.106,L8
2016-03-18 22:07:01+00:00,324.414,301.33600000000007,293.92199999999997,304.46000000000004,L8
2016-04-19 22:06:46+00:00,324.0,301.48333333333335,294.7633333333333,305.045,L8
2016-05-05 22:06:50+00:00,323.9957142857143,302.38142857142856,295.5785714285715,306.62,L8
2016-06-06 22:06:54+00:00,324.1833333333334,302.69428571428574,296.45285714285717,309.1828571428572,L8
2016-07-24 22:07:13+00:00,323.78600000000006,302.38,297.22857142857146,310.76142857142855,L8
2016-09-10 22:07:27+00:00,326.08,302.7583333333333,297.005,316.02500000000003,L8
2016-10-12 22:07:33+00:00,320.71750000000003,300.4816666666667,294.39000000000004,313.28666666666663,L8
2016-12-15 22:07:29+00:00,318.485,295.39,287.5075,306.5825,L8
2017-01-16 22:07:22+00:00,321.9066666666667,298.334,290.644,307.36199999999997,L8
2017-03-05 22:07:02+00:00,320.265,298.19399999999996,289.71,304.816,L8
2017-04-06 22:06:45+00:00,317.6575,298.404,290.184,299.918,L8
2017-04-22 22:06:36+00:00,316.10749999999996,298.96400000000006,291.058,299.44399999999996,L8
2017-05-08 22:06:35+00:00,315.454,299.00166666666667,291.4983333333333,300.59166666666664,L8
2017-05-24 22:06:46+00:00,314.9483333333333,299.2785714285714,292.6228571428571,302.18142857142857,L8
2017-06-09 22:06:54+00:00,315.2757142857143,299.955,294.22625,304.2075,L8
2017-08-28 22:07:19+00:00,313.03,299.93,295.8742857142857,306.20714285714286,L8
2017-10-31 22:07:31+00:00,314.16666666666663,297.472,294.93399999999997,311.8075,L8
2017-11-16 22:07:28+00:00,314.8299999999999,294.366,291.27599999999995,308.6575,L8
2018-03-24 22:06:44+00:00,321.99,289.2133333333333,281.52,299.22,L8
2018-04-25 22:06:26+00:00,322.68,292.145,285.925,303.68666666666667,L8
2018-05-27 22:06:04+00:00,320.37,300.3666666666666,295.81,308.99,L8
2018-06-28 22:06:16+00:00,320.37,299.875,295.81,310.8975,L8
2018-10-02 22:06:59+00:00,319.56,299.28999999999996,295.6933333333333,312.15,L8
2018-10-18 22:07:05+00:00,319.56,297.78000000000003,293.14,309.534,L8
2019-01-22 22:07:02+00:00,327.79,299.4566666666667,293.56333333333333,306.80333333333334,L8
2019-04-12 22:06:42+00:00,329.96500000000003,304.5466666666667,297.9166666666667,309.1933333333333,L8
2019-05-14 22:06:48+00:00,329.41333333333336,311.4733333333333,305.4066666666667,315.8233333333333,L8
2019-05-30 22:06:57+00:00,329.5775,313.52,307.3225,317.565,L8
2019-08-02 22:07:17+00:00,324.945,310.84000000000003,304.1975,315.515,L8
2019-10-21 22:07:37+00:00,322.5466666666666,309.6725,303.255,315.08,L8
2019-12-08 22:07:32+00:00,309.26,301.5,294.3866666666667,309.28499999999997,L8
2020-01-09 22:07:25+00:00,316.95,303.34,295.1825,309.92,L8
2020-02-26 22:07:12+00:00,324.64,306.72,297.95500000000004,312.84,L8
2020-04-14 22:06:50+00:00,321.255,306.146,297.142,311.10249999999996,L8
2020-05-16 22:06:39+00:00,322.2,305.398,296.804,311.485,L8
2020-06-01 22:06:44+00:00,321.4625,305.96666666666664,297.40333333333336,312.29,L8
2020-07-19 22:07:07+00:00,320.4033333333333,308.422,300.348,314.312,L8
2020-08-04 22:07:11+00:00,317.4575,306.9433333333333,300.21166666666664,314.395,L8
2020-09-21 22:07:30+00:00,319.18600000000004,306.31333333333333,299.2466666666666,314.82666666666665,L8
2021-01-11 22:07:26+00:00,323.74333333333334,310.095,303.67499999999995,318.3825,L8
2021-02-12 22:07:19+00:00,334.9866666666667,318.17333333333335,308.7633333333333,320.9733333333333,L8
2021-03-16 22:07:03+00:00,333.20500000000004,315.105,305.3425,318.6425,L8
2021-04-17 22:06:54+00:00,335.5733333333333,317.7175,308.675,319.9225,L8
2021-05-03 22:06:44+00:00,335.5733333333333,316.272,308.23199999999997,319.606,L8
2021-07-06 22:07:08+00:00,335.5733333333333,316.272,308.23199999999997,319.8433333333333,L8
2021-07-22 22:07:12+00:00,335.105,312.004,304.776,318.28999999999996,L8
2021-08-23 22:07:25+00:00,326.915,307.17600000000004,300.226,316.1883333333333,L8
2021-09-08 22:07:29+00:00,324.94,306.19666666666666,299.1433333333334,315.08428571428567,L8
2021-09-24 22:07:32+00:00,324.42,305.7183333333333,298.7216666666667,314.3142857142857,L8
2022-01-06 22:07:29+00:00,322.5875,301.6,293.504,308.43999999999994,L9
2022-02-23 22:07:19+00:00,320.655,301.94,291.86,303.62,L9
2022-05-06 22:07:05+00:00,317.66499999999996,302.25,293.0366666666667,304.07666666666665,L8
2022-05-22 22:07:10+00:00,317.66499999999996,299.71500000000003,292.8275,304.76,L8
2022-06-07 22:07:19+00:00,317.66499999999996,300.744,294.658,307.224,L8
2022-08-26 22:07:46+00:00,,311.0775,301.625,314.35749999999996,L8
2022-09-03 22:07:27+00:00,332.15,310.69,301.62199999999996,314.456,L9
2022-09-19 22:07:33+00:00,332.32,309.8616666666667,301.925,314.7283333333333,L9
2022-10-21 22:07:41+00:00,324.26666666666665,307.0842857142857,299.33,311.95285714285717,L9
2022-10-29 22:07:52+00:00,323.4625,305.61125,298.1175,311.09875,L8
2022-11-06 22:07:39+00:00,325.188,306.37375,298.85125,311.60375,L9
2023-01-25 22:07:37+00:00,325.188,309.45142857142855,299.75428571428574,311.1857142857143,L9
2023-02-18 22:07:25+00:00,324.29333333333335,309.31375,299.07,310.00875,L8
2023-03-14 22:07:23+00:00,323.7416666666667,305.6914285714286,297.48857142857145,308.2785714285714,L9
2023-03-22 22:07:04+00:00,321.75500000000005,305.7057142857143,296.4142857142857,306.4214285714285,L8
2023-04-15 22:07:04+00:00,320.59000000000003,305.34,295.74875,305.82125,L9
2023-04-23 22:06:45+00:00,325.54,309.65375,299.93375,309.41625,L8
2023-06-02 22:06:41+00:00,325.50333333333333,311.98,301.8371428571428,310.3,L9
2023-06-10 22:06:39+00:00,324.53000000000003,311.2375,301.70124999999996,310.83625,L8
2023-07-28 22:07:02+00:00,323.97749999999996,310.13125,301.59499999999997,311.48999999999995,L8
2023-08-05 22:06:59+00:00,324.62,310.12444444444446,302.21666666666664,312.0833333333333,L9
2023-08-13 22:07:07+00:00,324.617,309.583,302.25699999999995,312.181,L8
