dates,satname,nzd0375-0000,nzd0375-0001,nzd0375-0002,nzd0375-0003
1999-09-04 22:00:09.953000,L7,314.02,296.23,297.46,312.77
1999-12-09 22:00:09.551000,L7,323.72,309.35,298.63,315.25
1999-12-25 22:00:04.067000,L7,320.84,309.44,297.26,315.11
2000-01-26 22:00:02.226000,L7,327.56,299.47,316.67,327.53
2000-02-11 21:59:57.866000,L7,331.20,320.58,307.56,319.82
2000-02-27 21:59:52.393000,L7,345.54,334.07,313.35,325.50
2000-03-30 21:59:45.397000,L7,333.55,319.75,311.73,327.22
2000-04-15 21:59:31.785000,L7,324.21,311.66,308.75,317.40
2000-05-01 21:59:30.586000,L7,330.41,314.08,315.84,331.90
2000-05-17 21:59:19.400000,L7,319.32,310.06,309.55,322.19
2000-08-05 21:58:20.584000,L7,319.24,309.62,309.69,328.98
2000-10-24 21:57:29.684000,L7,323.85,306.88,305.02,314.04
2000-11-25 21:57:34.931000,L7,338.50,322.65,311.00,320.67
2000-12-11 21:57:36.803000,L7,324.82,310.11,303.71,306.74
2001-02-13 21:57:39.607000,L7,337.67,321.55,316.95,263.97
2001-05-20 21:57:04.892000,L7,321.99,312.58,315.81,333.01
2001-06-05 21:56:52.440000,L7,313.86,309.88,311.39,321.56
2001-08-08 21:56:12.984000,L7,311.27,298.66,303.39,323.44
2001-09-25 21:55:40.572000,L7,336.70,316.66,317.87,321.33
2001-12-30 21:55:49.115000,L7,342.37,332.78,335.20,328.20
2002-03-04 21:56:09.860000,L7,316.87,298.23,298.91,319.84
2002-09-12 21:55:07.575000,L7,360.70,323.72,337.82,338.97
2002-10-30 21:55:01.471000,L7,353.68,338.17,314.74,325.76
2003-01-02 21:55:34.113000,L7,360.11,339.53,322.84,335.08
2003-01-18 21:55:42.118000,L7,342.52,329.49,316.54,323.24
2003-02-19 21:55:54.479000,L7,352.57,354.51,339.45,328.78
2003-03-23 21:55:52.571000,L7,358.78,363.64,352.46,344.30
2003-07-21 21:43:45.776000,L5,325.24,309.26,298.40,262.90
2004-05-20 21:47:56.357000,L5,306.60,300.63,298.37,305.06
2004-06-05 21:48:24.950000,L5,319.30,308.73,305.74,302.93
2004-07-07 21:49:21.098000,L5,313.01,300.01,301.97,304.97
2005-04-05 21:54:19.058000,L5,340.85,322.29,312.78,299.75
2005-04-21 21:54:22.812000,L5,333.46,314.30,309.59,297.28
2005-05-23 21:54:36.577000,L5,319.11,308.72,304.40,293.32
2006-02-19 21:57:51.685000,L5,320.68,308.57,301.39,288.30
2006-06-27 22:00:00.431000,L5,327.34,309.59,303.85,303.25
2006-11-27 21:55:35.233000,L5,330.74,322.46,325.50,327.68
2010-10-12 21:57:13.086000,L5,330.64,301.97,289.20,293.09
2011-02-17 21:57:12.898000,L5,329.37,314.86,300.41,286.48
2011-09-13 21:55:45.838000,L5,315.67,297.85,292.26,293.17
2013-04-11 22:09:26.995000,L8,333.45,317.14,314.78,322.56
2013-05-29 22:09:17.297000,L8,308.90,301.36,308.16,317.35
2013-06-30 22:09:11.994000,L8,308.49,298.87,300.55,311.55
2013-09-02 22:09:16.475000,L8,307.99,295.01,296.83,310.86
2014-01-24 22:08:21.364000,L8,300.39,289.96,281.86,289.90
2014-03-13 22:07:45.256000,L8,328.92,312.41,312.62,314.91
2014-04-30 22:06:58.400000,L8,318.01,302.93,308.15,319.23
