dates,nzd0388-0000,nzd0388-0001,nzd0388-0002,nzd0388-0003,nzd0388-0004,nzd0388-0005,nzd0388-0006,nzd0388-0007,nzd0388-0008,nzd0388-0009,nzd0388-0010,nzd0388-0011,nzd0388-0012,nzd0388-0014,nzd0388-0015,nzd0388-0016,nzd0388-0017,nzd0388-0013,nzd0388-0018,nzd0388-0019,nzd0388-0020,nzd0388-0021
2022-03-17 22:19:29+00:00,316.37624999999997,317.41999999999996,294.76714285714286,292.125,355.1933333333333,291.2885714285714,287.0728571428571,289.2728571428571,284.0471428571429,294.32375,293.69,300.6616666666667,311.3233333333333,305.81857142857143,283.2525,284.10125,281.8457142857143,252.60833333333335,280.0642857142857,283.77,298.13,305.565
2022-03-25 22:19:32+00:00,316.10999999999996,317.0433333333333,296.07625,292.99666666666667,339.525,291.84250000000003,287.25875,289.4125,284.42125,293.68,293.9642857142857,300.7557142857143,311.3233333333333,305.42125,283.39444444444445,284.2933333333333,282.03,252.57571428571427,280.0642857142857,283.61571428571426,297.9675,305.565
2022-03-26 22:13:11+00:00,315.806,316.571,296.96444444444444,272.455,329.014,292.3411111111111,287.25444444444446,289.6644444444444,284.16,293.406,294.03,300.63125,311.3233333333333,304.90666666666664,283.01300000000003,284.094,281.74,252.57571428571427,279.905,282.51875,297.9675,305.565
2022-04-02 22:19:19+00:00,315.5681818181818,315.97090909090906,297.73699999999997,260.966,329.014,292.48699999999997,287.152,290.036,284.537,293.6127272727272,294.30111111111114,300.93111111111114,311.3233333333333,305.235,283.1981818181818,284.3445454545454,281.83299999999997,251.95125,280.0377777777778,282.21333333333337,297.4555555555555,305.565
2022-04-03 22:13:45+00:00,315.49083333333334,315.60499999999996,295.2409090909091,252.48666666666668,329.014,291.84999999999997,286.98454545454547,290.28636363636366,284.59909090909093,293.34083333333336,294.262,300.93111111111114,311.3233333333333,305.0263636363636,282.81083333333333,284.5225,281.92,251.95125,280.066,281.842,297.4555555555555,305.565
2022-04-27 22:13:34+00:00,315.35,315.1869230769231,296.19,248.1042857142857,322.4066666666667,291.9475,286.64916666666664,288.45416666666665,284.59909090909093,293.34083333333336,294.262,300.861,311.3233333333333,305.0263636363636,282.39923076923077,284.5225,281.92,251.95125,280.066,281.842,297.4555555555555,305.565
2022-05-05 22:13:06+00:00,312.49461538461543,311.98846153846154,296.5176923076923,250.39,313.96,291.1284615384615,285.78,286.6530769230769,284.18916666666667,290.4275,293.95454545454544,300.4509090909091,301.765,301.412,282.39923076923077,284.5225,281.92,251.95125,280.066,281.842,297.4555555555555,305.565
2022-05-28 22:19:06+00:00,311.88230769230773,311.16692307692307,296.38461538461536,252.64999999999998,303.03000000000003,290.74916666666667,285.8383333333333,287.2291666666667,284.29545454545456,290.81636363636363,293.84000000000003,300.62,301.765,301.412,282.1666666666667,285.4281818181818,281.92,252.05285714285714,280.066,281.842,297.4555555555555,305.565
2022-06-22 22:13:14+00:00,311.9814285714286,310.9857142857143,297.2192857142857,257.15700000000004,300.46166666666664,290.22846153846154,285.6623076923077,285.2346153846154,284.29545454545456,290.81636363636363,293.84000000000003,300.62,301.765,301.412,282.1666666666667,285.4281818181818,281.92,252.05285714285714,280.066,281.842,297.4555555555555,305.565
2022-07-31 22:19:39+00:00,311.62857142857143,310.5307142857143,299.26071428571424,260.4227272727273,289.048,290.42333333333335,285.55583333333334,284.6433333333333,284.16999999999996,290.922,294.0733333333333,300.57,304.08,301.0655555555556,282.74,285.46666666666664,281.96666666666664,251.705,280.55125,281.42555555555555,298.29857142857145,311.23
2022-08-09 22:13:58+00:00,311.57399999999996,310.4766666666667,299.9166666666667,263.395,289.5316666666667,290.2646153846154,285.3784615384615,284.4738461538461,284.2218181818182,290.7027272727273,294.13800000000003,300.533,304.08,301.0655555555556,282.74,285.46666666666664,281.96666666666664,251.705,280.55125,281.42555555555555,298.29857142857145,311.23
2022-09-09 22:20:11+00:00,310.7683333333334,309.2683333333333,301.91249999999997,257.649,289.75857142857143,289.7,281.831,281.5577777777778,284.5057142857143,290.3725,294.2514285714286,300.24142857142857,,296.82,280.38714285714286,284.54833333333335,282.12,251.02999999999997,279.506,278.60499999999996,293.59,
2023-01-08 22:14:12+00:00,327.02250000000004,306.7133333333333,306.8666666666666,294.58499999999987,291.53499999999997,290.01,270.7149999999999,282.44,284.74,289.82500000000005,294.72,300.35,,264.83,274.1,280.28,,,275.96,273.62,285.02,
2023-01-15 22:19:53+00:00,330.838,315.83,313.7275,305.5566666666667,303.28333333333336,300.44,285.6066666666666,295.475,296.4,296.19666666666666,304.52,308.35999999999996,327.26,297.73,274.1,301.485,319.34,,275.96,273.62,307.19,338.8
2023-01-23 22:19:56+00:00,327.29333333333335,314.04,309.178,305.5566666666667,303.28333333333336,295.8525,284.15999999999997,293.81666666666666,281.97333333333336,288.0925,277.15333333333336,287.04499999999996,280.7,298.23333333333335,278.76,296.3833333333333,300.92499999999995,252.19,278.11,278.14,303.5133333333333,315.9
2023-02-08 22:20:06+00:00,331.86400000000003,316.95750000000004,309.265,309.91499999999996,304.9533333333333,297.58500000000004,285.175,297.24333333333334,275.94,286.7475,254.66,268.835,264.09999999999997,300.52,281.2,294.1275,295.27,253.0,279.53,280.3533333333333,302.5,305.8233333333333
2023-02-16 22:19:49+00:00,328.3433333333333,315.51200000000006,307.478,309.91499999999996,302.73,296.642,285.174,295.4175,270.545,283.54200000000003,246.7175,258.76,257.25,300.31,281.865,292.344,292.0275,252.98333333333335,279.435,281.1325,301.238,303.545
2023-02-24 22:19:51+00:00,325.5342857142858,313.6066666666667,304.795,309.91499999999996,298.798,293.54,283.6666666666667,288.07,262.788,283.54200000000003,240.81,249.09333333333333,257.25,295.365,281.05,289.72666666666663,288.71,251.4275,277.938,280.56800000000004,299.0416666666667,303.545
2023-03-05 22:13:37+00:00,324.1975,313.13714285714286,305.05571428571426,304.0333333333333,298.798,292.31857142857143,283.75857142857143,288.17,262.895,281.4116666666667,238.20666666666668,245.44571428571427,257.25,295.9771428571429,280.885,289.29285714285714,287.3566666666666,251.266,278.56333333333333,280.665,299.0416666666667,303.545
2023-03-21 22:13:54+00:00,324.52500000000003,313.15000000000003,297.20142857142855,304.0333333333333,300.7175,291.5442857142857,287.0857142857143,287.62285714285713,259.10571428571427,279.466,235.50428571428571,234.54999999999998,257.25,295.5971428571429,281.175,288.85714285714283,285.9785714285714,247.6833333333333,277.39,280.31333333333333,297.90500000000003,303.545
2023-04-13 22:19:26+00:00,321.9122222222222,311.25,295.9325,304.0333333333333,300.7175,290.0375,284.44124999999997,283.98625,259.10571428571427,279.466,235.50428571428571,234.54999999999998,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-04-14 22:12:57+00:00,320.796,310.82,296.6355555555556,301.5425,296.162,289.9522222222222,284.32,283.32,256.13625,279.775,235.50428571428571,242.5625,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-05-23 22:18:53+00:00,319.6127272727273,310.387,297.65700000000004,298.902,292.34499999999997,288.92199999999997,284.21999999999997,283.002,255.1633333333333,280.5142857142857,235.50428571428571,248.90666666666664,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-06-08 22:19:00+00:00,318.78000000000003,310.0263636363636,298.25363636363636,297.6566666666667,291.1471428571428,287.67,284.12636363636364,282.8690909090909,255.1633333333333,281.3025,237.04375,254.151,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-06-09 22:13:12+00:00,317.9915384615385,309.53583333333336,298.47333333333336,296.7128571428571,291.1471428571428,287.67,284.12636363636364,282.8690909090909,255.1633333333333,281.3025,237.04375,254.151,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-06-16 22:18:54+00:00,316.86785714285713,308.97076923076924,298.36615384615385,296.7128571428571,291.1471428571428,287.67,284.12636363636364,282.8690909090909,255.1633333333333,281.3025,237.04375,254.151,257.25,290.2625,279.7871428571429,286.685,283.99625,247.6833333333333,275.64285714285717,280.31333333333333,297.90500000000003,303.545
2023-07-27 22:13:26+00:00,312.32166666666666,309.2966666666667,299.5125,295.4371428571429,291.1928571428572,288.116,284.239,282.367,247.8985714285714,282.9871428571429,238.58571428571426,256.79999999999995,238.50666666666666,282.0383333333333,279.1816666666667,280.7683333333334,278.3533333333333,246.78199999999998,274.87333333333333,279.844,290.4775,291.19000000000005
2023-08-20 22:13:47+00:00,315.44454545454545,312.20000000000005,302.13818181818186,299.51142857142855,294.8733333333333,290.51222222222225,287.0222222222222,283.22777777777776,242.85799999999995,289.7933333333333,256.1366666666667,273.5525,247.92,271.34499999999997,276.2875,278.01,282.93600000000004,242.3833333333333,271.93,276.99,293.78666666666663,
2023-08-27 22:19:35+00:00,315.54545454545456,312.52454545454543,304.0172727272727,298.8075,295.4216666666667,292.2522222222222,287.81777777777774,284.81666666666666,248.74399999999997,289.69,269.3883333333333,286.0375,247.92,271.39,276.1825,278.32750000000004,283.212,240.19499999999996,271.53000000000003,276.33,296.65,
2023-08-28 22:13:20+00:00,315.07,312.03916666666663,304.0841666666667,296.5733333333333,293.9057142857143,291.994,287.06,282.823,245.85833333333332,289.69,273.61571428571426,287.87,247.92,271.39,276.1825,278.32750000000004,283.212,240.19499999999996,271.53000000000003,276.33,296.65,
2023-09-29 22:13:26+00:00,318.56363636363636,315.6818181818182,311.57000000000005,300.0233333333333,298.02625,296.4211111111111,290.75,287.19666666666666,243.83749999999998,296.2357142857142,299.56166666666667,308.52500000000003,247.92,261.87,274.41499999999996,291.72,285.92,,267.75500000000005,,325.70500000000004,337.53
2023-10-07 22:13:56+00:00,318.14666666666665,315.54749999999996,311.7216666666667,299.57399999999996,297.28555555555556,296.74699999999996,290.306,287.533,248.08599999999996,296.215,299.9171428571429,307.84555555555556,247.92,266.32666666666665,277.00333333333333,290.42,285.025,217.79,271.3833333333334,280.89,316.36,337.53
2023-11-24 22:13:39+00:00,325.097,319.4166666666667,319.52799999999996,301.66625,303.48142857142864,306.58000000000004,295.78000000000003,294.0957142857143,252.5666666666666,304.53285714285715,304.22625,310.3285714285715,247.92,273.03000000000003,279.77500000000003,296.73333333333335,289.9933333333333,217.79,274.495,280.89,316.36,349.27
2024-02-12 22:13:30+00:00,327.1857142857143,321.015,322.23,300.25,299.895,306.7085714285714,293.50500000000005,292.75000000000006,249.135,305.59,308.86428571428576,309.17333333333335,,271.91,281.3433333333333,293.1125,288.25,232.855,276.22999999999996,282.45,310.9,349.27
2024-02-19 22:19:39+00:00,323.96714285714285,316.085,319.0585714285714,297.865,296.95000000000005,305.05,290.96833333333336,291.705,249.135,303.49333333333334,307.3357142857143,305.3933333333334,,271.91,281.3433333333333,288.412,281.1375,232.855,276.03,281.93333333333334,303.02,349.27
2024-02-20 22:13:55+00:00,322.15,315.1028571428571,317.31624999999997,295.71714285714285,295.73,303.5925,289.96000000000004,291.6242857142857,247.794,301.86,307.3357142857143,304.6385714285715,,272.3275,282.235,287.175,281.232,237.95333333333335,277.06399999999996,281.5775,301.366,349.27
2024-02-27 22:19:43+00:00,323.44,315.98999999999995,317.7242857142857,299.48799999999994,297.1383333333334,305.48999999999995,291.6333333333333,297.77500000000003,246.84750000000003,301.75857142857143,307.81666666666666,304.7716666666667,,270.6,282.065,287.81,281.75200000000007,239.5,277.43600000000004,280.772,299.79333333333335,349.27
2024-02-28 22:13:48+00:00,321.74,316.2442857142857,316.485,298.5133333333333,296.9128571428572,304.1675,291.21,297.2742857142857,248.592,301.23625,306.2185714285714,304.7716666666667,,270.6,282.065,287.81,281.75200000000007,239.5,276.33666666666664,281.63666666666666,300.4814285714286,349.27
2024-03-15 22:13:37+00:00,320.7011111111111,315.97499999999997,315.5622222222222,298.28285714285715,295.92875000000004,303.16555555555556,290.38875,296.4125,249.71166666666667,300.2233333333333,304.82,304.44571428571425,,270.6,282.065,287.7528571428571,281.93666666666667,241.212,276.8128571428571,281.5,299.8975,349.27
2024-04-07 22:19:11+00:00,316.75875,311.06,311.57,293.72166666666664,291.53333333333336,300.07,286.9585714285714,290.4185714285714,247.34500000000003,298.10249999999996,301.6616666666667,300.845,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,361.01
2024-04-23 22:19:02+00:00,315.6666666666667,310.34875,310.49444444444447,293.64142857142855,289.8985714285714,297.97333333333336,285.24,287.28375,245.22428571428574,296.9555555555555,300.31142857142856,295.7942857142857,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,361.01
2024-05-10 22:13:24+00:00,315.122,310.6233333333333,310.116,294.06625,289.91875,297.034,285.56666666666666,287.09666666666664,249.14625,296.34599999999995,299.4825,296.4,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,361.01
2024-06-03 22:12:53+00:00,309.956,310.015,304.002,291.2555555555556,288.7088888888889,292.97333333333336,285.56666666666666,287.09666666666664,249.14625,292.79777777777775,294.4957142857143,296.4,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,
2024-06-19 22:13:01+00:00,310.28636363636366,310.30636363636364,304.9063636363636,292.103,289.432,293.706,285.696,286.142,249.14625,292.79777777777775,294.4957142857143,296.4,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,
2024-07-13 22:13:14+00:00,311.0,310.94,305.91249999999997,293.1209090909091,290.3418181818182,294.39,286.7518181818182,286.9145454545455,249.14625,292.79777777777775,294.4957142857143,296.4,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,
2024-08-05 22:19:06+00:00,310.7923076923077,310.94,305.91249999999997,293.1209090909091,290.3418181818182,294.39,286.06333333333333,286.415,249.60333333333335,292.14,294.1375,296.08222222222224,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,
2024-08-06 22:13:21+00:00,310.4542857142857,310.5876923076923,305.60923076923075,292.6875,290.06166666666667,293.7558333333333,286.06333333333333,286.415,249.60333333333335,292.14,294.1375,296.08222222222224,,268.18,281.17,279.6466666666667,281.09666666666664,247.0675,275.22714285714284,280.4485714285714,294.2,
2024-10-09 22:13:21+00:00,309.2914285714285,310.0366666666667,305.19,291.65333333333336,288.59000000000003,291.618,285.2583333333333,282.18,252.225,290.265,294.2525,289.865,237.58,304.54,285.25,280.52,284.68,252.31,284.42,,299.88,
2024-11-02 22:13:29+00:00,309.68499999999995,310.96999999999997,311.89000000000004,291.352,290.2900000000001,301.33,287.668,292.0683333333333,258.8,299.39,301.2175,306.19,237.58,318.98,285.25,280.52,284.68,252.31,284.42,,319.195,340.58
2024-11-09 22:19:39+00:00,309.6033333333333,310.73,312.21,290.322,290.86199999999997,302.77599999999995,287.478,292.00666666666666,246.50666666666666,302.2333333333333,303.72999999999996,308.04,237.58,318.98,278.84000000000003,276.095,277.155,252.31,279.51,279.35,319.195,340.58
2024-11-17 22:19:38+00:00,309.6033333333333,310.73,312.21,290.322,290.86199999999997,311.06666666666666,287.478,292.00666666666666,246.50666666666666,302.2333333333333,303.72999999999996,308.04,237.58,318.98,278.84000000000003,276.095,277.155,252.31,279.51,279.35,319.195,340.58
2025-01-04 22:19:38+00:00,310.735,311.96333333333337,321.34000000000003,302.54,302.86,314.97499999999997,293.878,294.898,246.50666666666666,304.8825,307.335,312.39250000000004,237.58,324.56,294.9433333333333,293.21,277.155,252.31,296.1666666666667,301.71000000000004,331.2866666666667,340.58
2025-01-05 22:13:30+00:00,310.735,311.96333333333337,325.33,309.312,309.56800000000004,318.24285714285713,299.52833333333336,299.33833333333337,246.50666666666666,304.8825,307.335,312.39250000000004,237.58,324.56,304.9975,303.7925,277.155,252.31,306.51250000000005,312.3,334.385,347.55499999999995
2025-01-12 22:19:45+00:00,308.03,308.99,327.0,310.81499999999994,312.1,317.9857142857143,300.87333333333333,300.278,246.50666666666666,303.20799999999997,305.068,311.46000000000004,237.58,323.40000000000003,306.196,304.36800000000005,284.9533333333333,252.31,308.37600000000003,310.3325,331.822,341.25666666666666
2025-01-20 22:19:37+00:00,308.89250000000004,309.5266666666667,322.2866666666667,310.81499999999994,312.1,314.6975,299.2271428571429,299.11333333333334,246.5075,303.20799999999997,305.068,311.46000000000004,238.12,320.766,303.41333333333336,301.8533333333333,284.9875,253.63,303.9916666666667,306.41400000000004,327.33166666666665,331.4325
2025-02-13 22:19:46+00:00,309.9266666666667,308.8666666666667,321.54333333333335,318.44666666666666,320.47333333333336,313.52625,299.29,298.8783333333334,241.69,307.455,308.4275,315.94000000000005,234.32333333333335,320.766,299.95142857142855,299.07,283.79200000000003,252.32666666666668,299.79285714285714,301.9683333333333,322.52714285714285,331.4325
2025-03-18 22:13:06+00:00,309.9266666666667,308.8666666666667,323.28000000000003,320.77750000000003,320.9575,314.3811111111111,301.41875,300.9942857142857,241.69,310.83799999999997,308.4275,317.22200000000004,234.32333333333335,321.6816666666667,302.14875,300.6725,288.04,252.32666666666668,299.79285714285714,301.9683333333333,322.52714285714285,332.464
2025-03-25 22:19:15+00:00,309.73,308.73,320.39125,314.934,314.95799999999997,311.737,299.71777777777777,299.77750000000003,240.708,310.83799999999997,291.43,317.22200000000004,234.32333333333335,319.19714285714286,300.06888888888886,298.7655555555555,287.2785714285714,251.24,297.36875,291.15285714285716,319.02375,332.464
2025-05-04 22:19:17+00:00,310.06800000000004,309.246,316.10499999999996,311.1616666666667,314.95799999999997,309.7344444444445,301.245,297.42,239.25,311.2366666666666,279.19666666666666,318.51,232.695,319.284,301.92125,301.04625,287.71166666666664,250.88333333333335,299.2185714285714,291.15285714285716,318.9666666666667,330.435
