dates,satname,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0022,nzd0016-0023,nzd0016-0021,nzd0016-0055,nzd0016-0056,nzd0016-0057
2016-01-12 22:17:40.472000,L8,398.00,421.90,408.06,396.62,390.46,388.99,378.21,366.92,340.89,379.44,371.69,325.85,362.20,295.97,,,,338.52,339.17,335.07,332.76,336.64,356.58,361.63,354.67,358.56,,,,,,,,,,,,,,,,,,,,,,,,,,,322.28,317.21,343.09,,,413.71
2016-04-01 22:17:14.685000,L8,391.62,416.68,406.30,391.24,386.29,385.58,373.82,346.36,331.54,375.14,367.38,323.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08 22:17:48.858000,L8,449.58,422.18,414.20,402.00,396.37,392.36,385.13,376.42,348.19,389.46,380.51,348.04,381.62,376.98,387.96,376.92,359.72,359.79,368.41,372.84,371.34,369.22,367.84,369.49,376.02,377.77,375.57,366.38,366.00,370.46,366.02,361.09,359.68,333.23,289.23,330.99,349.15,358.47,363.62,362.03,372.47,334.74,319.11,339.98,341.59,,,,,,329.61,351.84,364.96,361.07,383.63,354.84,348.64,337.36
2016-09-24 22:17:49.840000,L8,392.51,420.43,409.53,393.36,392.52,390.69,380.22,366.97,337.36,382.00,372.98,336.85,313.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10 22:17:54.274000,L8,391.29,417.10,406.32,392.26,388.60,386.99,373.83,353.58,337.87,377.09,369.56,323.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26 22:17:56.874000,L8,454.97,451.52,410.75,398.60,394.26,392.40,381.49,371.43,343.22,383.39,373.13,331.69,360.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 22:17:38.957000,L8,395.62,416.11,406.71,391.54,380.58,385.32,369.98,346.92,334.41,376.68,365.83,321.49,347.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03 22:17:25.727000,L8,395.02,416.73,407.00,391.90,388.57,385.43,367.82,341.93,334.34,374.82,364.39,322.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19 22:17:15.956000,L8,399.64,423.82,410.93,401.08,396.18,391.90,381.42,369.44,318.58,316.48,374.45,336.16,365.00,,309.56,308.79,296.17,353.07,337.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20 22:16:59.468000,L8,397.77,421.68,409.25,395.59,390.86,388.65,374.13,353.48,338.45,378.95,368.19,325.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 22:17:15.240000,L8,398.31,419.49,410.64,398.23,393.18,390.43,378.68,363.81,341.63,380.68,371.98,331.31,371.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09 22:17:23.906000,L8,,,,,,,,,,388.88,381.28,347.82,385.31,402.87,,,,,,379.18,375.67,,,,,,,426.78,418.55,412.28,408.82,364.32,366.53,371.54,302.49,334.39,353.96,363.56,367.43,369.45,376.42,358.43,352.08,351.71,351.75,344.65,330.21,327.02,333.53,349.79,360.61,359.11,409.82,386.05,382.85,357.73,351.47,340.93
2017-07-25 22:17:30.862000,L8,395.94,420.39,409.14,394.29,391.91,388.97,376.48,356.63,340.27,380.64,372.07,329.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10 22:17:37.375000,L8,383.77,409.91,,,,,,305.96,325.37,352.08,324.77,326.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27 22:17:48.664000,L8,397.69,418.23,403.72,394.85,393.33,392.59,382.76,373.39,344.50,385.52,375.71,336.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29 22:17:53.844000,L8,398.51,418.96,408.28,395.90,391.19,388.90,376.05,363.74,343.33,380.03,370.41,328.87,348.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30 22:17:44.511000,L8,396.99,418.32,406.39,393.08,389.03,387.93,373.51,355.75,334.12,377.66,370.12,325.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16 22:17:46.727000,L8,401.14,420.36,416.72,394.86,392.91,389.62,353.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18 22:17:22.771000,L8,365.73,412.11,412.29,385.72,313.29,393.00,386.95,359.53,342.11,388.59,374.52,338.74,378.90,,383.91,368.42,309.77,330.59,364.47,365.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 22:16:59.037000,L8,400.50,421.32,412.06,398.15,394.29,392.32,379.96,366.59,342.54,384.73,374.82,330.78,375.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09 22:16:40.331000,L8,400.57,421.52,410.18,399.60,394.88,391.84,380.68,368.65,341.45,384.56,374.31,333.53,374.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25 22:16:28.178000,L8,402.48,421.63,411.57,403.94,398.22,395.80,386.11,371.26,349.71,388.76,381.41,349.87,370.50,,,,,,,,,364.88,359.01,373.44,370.47,376.93,370.49,364.37,385.23,343.26,,,,,,,,,,,,328.19,346.17,350.76,348.56,,,,331.18,342.71,355.90,351.94,324.15,315.94,371.42,355.40,346.01,335.33
2018-06-26 22:16:36.823000,L8,405.13,423.67,413.32,403.47,396.97,393.57,382.39,363.42,344.49,387.67,376.79,340.70,374.59,,,,,,,,,358.54,354.48,362.56,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28 22:16:51.607000,L8,400.25,420.02,412.29,404.77,398.25,395.10,355.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.76,313.87,350.74,343.60,,,,,,,,,,,,,
2018-11-01 22:17:30.804000,L8,401.48,422.64,412.35,396.83,394.99,392.57,381.41,370.54,345.41,385.29,368.81,342.07,380.13,365.72,314.29,296.90,364.90,366.64,360.91,330.91,,368.67,362.53,375.83,369.62,372.65,373.15,363.98,361.29,322.38,,,,,,325.90,336.88,336.96,336.86,365.91,370.80,331.73,313.26,,,,,,,,,,321.23,363.69,332.63,,,
2018-11-17 22:17:31.986000,L8,400.28,420.18,409.36,393.62,392.75,389.08,373.60,350.80,337.30,378.33,367.67,329.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03 22:17:30.217000,L8,,,,,,,,,,387.43,300.68,361.73,,,331.72,377.18,365.26,358.99,375.54,330.60,,,,,,,344.85,364.60,368.12,368.64,364.38,,,,,,,,,343.22,370.42,346.74,316.20,351.23,351.77,302.01,332.12,327.59,337.88,349.04,361.34,358.74,,,,356.30,353.98,337.99
2018-12-19 22:17:28.292000,L8,404.35,422.79,413.02,398.19,395.74,393.99,381.70,370.07,343.73,386.02,374.52,334.97,369.67,,,,323.62,352.40,365.95,332.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04 22:17:27.803000,L8,399.61,418.49,408.43,394.66,391.69,387.48,373.92,357.35,337.89,375.47,365.83,326.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:17:21.574000,L8,400.87,418.74,408.96,398.36,391.95,388.49,372.81,354.39,338.40,376.18,366.96,325.73,350.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25 22:17:09.739000,L8,399.38,417.71,409.50,399.58,391.82,388.88,372.53,352.59,335.91,354.75,366.92,325.14,352.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26 22:16:59.330000,L8,399.26,419.78,410.24,400.35,392.77,389.27,378.39,361.85,335.71,378.84,369.23,328.20,368.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12 22:17:08.680000,L8,399.61,423.18,410.23,395.91,393.16,387.91,376.55,353.84,333.16,376.53,367.72,333.61,358.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28 22:17:17.913000,L8,404.54,424.85,415.10,403.59,396.51,394.29,383.52,369.29,340.56,388.67,378.91,360.83,374.38,376.38,384.60,371.79,358.70,356.11,366.32,363.19,,,,,359.25,328.73,338.24,363.09,359.25,332.21,319.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29 22:17:29.720000,L8,455.22,462.21,413.32,401.03,396.50,394.72,380.56,367.30,344.27,390.14,380.50,360.16,374.94,348.49,386.03,370.94,,,,,,,,,,372.81,340.96,364.03,360.31,347.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31 22:17:38.893000,L8,307.76,411.29,401.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03 22:17:57.660000,L8,414.55,429.90,422.31,407.72,,,,,,,,373.50,387.55,384.35,388.66,378.97,368.87,369.30,372.97,379.68,376.30,,,,,,,,,,,,,,,,,,,,,,,,,,323.01,329.25,336.76,349.67,365.41,362.51,370.70,368.43,385.60,359.90,358.07,340.98
2019-11-04 22:17:58.697000,L8,456.40,452.21,416.13,403.72,399.14,396.54,385.07,372.39,346.72,390.49,380.90,360.22,381.83,379.20,387.96,370.86,365.19,362.95,371.33,373.70,374.68,372.11,368.39,394.98,380.66,376.89,380.84,374.20,373.73,372.22,374.11,362.47,357.12,324.45,325.31,333.82,348.75,369.92,369.80,371.29,370.01,353.88,350.85,353.59,356.67,345.99,332.87,327.74,335.60,346.38,360.08,359.06,324.00,363.81,376.03,356.85,353.35,337.48
2019-11-20 22:17:54.950000,L8,404.24,422.34,412.16,401.07,395.49,392.72,382.15,361.24,343.25,384.67,373.50,340.92,313.13,,,,320.73,343.00,320.06,330.92,328.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-06 22:17:54.623000,L8,,,,,423.09,418.26,411.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:17:51.823000,L8,451.70,451.33,414.79,403.11,398.60,396.37,384.57,372.04,345.12,390.32,375.74,339.40,381.30,381.89,388.78,374.78,369.26,365.37,371.53,374.11,377.08,378.07,371.64,392.18,379.36,379.34,385.37,376.70,372.67,372.80,374.67,366.20,359.98,330.20,342.36,330.79,339.48,379.79,373.02,373.25,371.46,354.76,316.08,355.28,353.48,349.11,,,,,,,366.95,370.89,381.06,,,
2020-01-07 22:17:47.735000,L8,481.82,332.04,305.34,,,,,,,,,,,,,402.61,372.25,364.02,370.86,377.14,388.31,362.85,366.48,385.89,375.20,373.84,380.80,371.86,371.37,369.75,343.54,,,,,329.09,334.15,360.09,366.63,364.65,365.05,,,,,,,,,,,,324.38,313.02,343.08,,,
2020-02-08 22:17:38.924000,L8,405.31,426.51,413.67,403.70,398.76,393.87,384.09,370.93,346.19,385.99,373.58,349.01,383.53,380.75,389.51,374.02,366.42,366.23,372.44,375.18,377.00,374.36,367.39,394.03,378.32,381.12,384.91,372.44,373.21,371.37,374.38,365.95,358.12,,,338.45,344.02,355.83,370.98,375.33,374.09,,,354.42,354.26,348.60,,,,,,,325.14,370.17,378.57,,,
2020-02-24 22:17:35.189000,L8,404.46,424.70,413.44,403.17,398.88,393.62,383.46,369.15,344.61,385.16,373.51,349.85,383.18,381.07,390.05,375.56,366.96,366.67,372.69,373.94,376.96,375.06,368.41,390.37,379.95,383.59,385.50,374.64,374.18,371.87,377.70,365.52,358.27,,,337.87,347.24,356.19,371.62,375.32,374.35,,,354.89,354.37,347.91,,,,,356.25,359.13,326.06,370.28,379.48,355.51,353.30,337.35
2020-03-11 22:17:28.877000,L8,399.92,420.70,409.31,394.10,393.15,387.12,368.96,304.16,285.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:17:20.128000,L8,400.46,420.51,409.46,399.67,393.95,388.18,373.84,352.52,338.97,379.17,369.35,333.67,367.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12 22:17:12.700000,L8,402.81,422.80,413.77,402.81,399.05,393.60,381.43,360.60,340.54,384.03,369.06,353.44,374.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01 22:17:22.957000,L8,501.94,424.06,415.39,402.04,397.93,394.81,382.75,369.58,346.27,387.98,375.58,348.32,317.51,349.18,362.98,338.60,331.01,352.66,366.28,364.31,,,,,,,,,,,,,,,,,,,,,,312.23,310.17,351.81,352.16,,,,,,,,,,,,,
2020-08-02 22:17:33.048000,L8,398.82,415.76,410.02,399.85,394.84,391.63,372.30,350.84,344.02,385.24,347.11,318.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03 22:17:46.393000,L8,401.03,420.21,411.95,401.03,394.24,391.16,379.08,358.29,343.35,384.34,373.90,339.42,374.70,368.09,,,322.61,349.18,346.80,361.67,,364.42,357.60,366.53,358.23,366.17,368.13,367.13,365.62,361.33,,,,,,,,,,,,,,,,,,,,,,,,316.17,,,,
2021-01-09 22:17:48.906000,L8,399.61,419.00,411.30,397.91,394.28,388.92,376.01,357.83,342.82,370.32,369.34,336.03,317.13,,,,329.42,352.20,361.90,329.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25 22:17:44.203000,L8,402.05,462.33,410.29,401.06,394.15,389.62,377.26,356.46,343.30,378.46,367.95,334.61,367.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.23,338.23,,,,333.55,,
2021-04-15 22:17:16.883000,L8,392.97,412.63,402.02,384.85,387.33,373.63,316.24,,,,,,,,,,,,,,,,356.32,363.52,360.77,365.86,346.19,364.86,363.83,337.31,,,,,,,,,,,,,,,,,,,,,354.39,351.20,,,,351.95,344.27,
2021-05-01 22:17:07.841000,L8,400.10,418.00,409.26,400.08,392.92,387.31,376.45,353.45,338.96,376.49,367.72,332.87,364.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17 22:17:12.707000,L8,405.89,423.05,413.55,403.55,398.63,393.77,384.39,369.27,345.07,387.97,374.54,351.43,372.93,376.70,384.90,367.79,332.68,330.06,351.03,335.33,333.55,,,,,,363.41,363.79,362.13,343.35,,,,,,,,,,,,,,,,,,,,,355.02,354.21,317.88,,372.74,353.00,346.05,337.46
2021-07-04 22:17:29.944000,L8,398.42,418.84,409.53,392.91,390.29,389.46,376.62,313.26,337.92,379.36,370.69,331.65,370.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24 22:18:01.850000,L8,399.26,419.23,409.96,398.93,391.39,390.43,376.81,357.63,344.17,380.29,373.31,331.43,365.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09 22:17:58.951000,L8,397.23,419.33,408.80,393.48,390.44,388.61,375.45,353.60,341.52,381.47,372.55,330.00,365.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-25 22:17:57.047000,L8,396.97,419.57,406.97,392.80,392.37,390.81,369.90,354.60,342.64,390.33,374.87,334.00,360.85,324.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19 22:17:52.616000,L9,400.26,418.55,408.38,392.39,390.03,388.91,374.37,353.99,339.29,375.11,367.61,330.17,356.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:17:52.138000,L9,401.43,419.96,409.29,395.85,389.51,387.67,374.54,352.95,335.12,376.85,367.46,329.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 22:17:49.562000,L8,398.97,418.08,407.95,393.57,388.01,387.36,371.99,349.71,336.00,374.66,364.54,329.69,353.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 22:17:51.591000,L9,399.76,419.43,408.86,391.46,390.96,388.77,372.50,351.65,336.26,376.31,367.08,331.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28 22:17:44.030000,L8,405.29,423.57,412.68,401.88,395.33,392.42,379.28,357.99,342.66,383.44,373.04,333.85,373.43,327.55,382.14,369.95,331.40,353.28,338.98,349.19,351.92,363.50,360.29,361.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.08,318.11,345.33,,,
2022-02-21 22:17:43.336000,L9,405.82,423.96,414.96,403.00,396.88,401.54,385.72,365.98,348.15,391.19,382.18,335.23,377.03,370.85,385.61,371.16,358.24,360.05,364.70,366.57,,,,,323.26,362.32,362.03,365.11,359.89,370.45,333.80,,,,,,,,,,371.48,332.64,315.79,346.08,344.04,339.80,,,,,,,,,,,,
2022-03-09 22:17:37.608000,L9,403.27,421.34,412.08,399.14,393.44,392.64,377.03,358.42,339.67,380.43,373.49,329.81,364.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18 22:17:25.504000,L8,404.96,420.60,408.97,403.13,400.98,380.99,,,,,,,,,,,,,,,,,,,355.14,367.36,352.26,362.38,343.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04 22:17:26.026000,L8,400.67,419.51,411.08,399.14,390.83,387.55,375.76,307.68,330.59,341.84,372.00,332.06,365.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 22:17:13.223000,L9,403.80,454.21,413.27,401.48,395.06,393.48,381.85,367.82,342.55,389.53,376.38,335.65,373.32,370.76,385.97,370.22,351.02,357.39,362.05,360.71,364.30,366.51,362.08,359.34,359.22,368.81,362.31,366.93,351.53,346.73,,,,,,,,,,,,315.70,314.76,342.30,335.76,335.76,,,,,351.43,352.54,322.27,,371.43,353.85,344.25,331.98
2022-06-05 22:17:39.656000,L8,402.42,419.83,411.38,397.54,392.02,391.51,380.73,354.74,338.80,382.26,372.76,334.88,371.73,,,,,,,,,362.27,355.04,352.86,353.86,362.70,352.95,362.48,349.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13 22:17:12.050000,L9,406.46,424.29,414.71,399.82,396.30,395.47,385.41,361.94,345.68,388.41,380.46,340.77,374.54,367.52,383.66,370.90,348.67,337.21,,,,338.30,355.66,342.59,358.43,374.64,364.55,364.64,361.57,346.72,,,,,,,,,,,,313.36,308.84,341.38,,,,,,,,,,,,,,
2022-06-21 22:17:48.970000,L8,402.08,419.70,411.10,398.43,391.99,388.03,375.53,346.64,336.84,381.88,373.38,329.54,366.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15 22:17:24.696000,L9,325.12,,,,,,,,,377.40,372.73,335.63,366.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08 22:18:05.196000,L8,404.81,420.37,412.92,399.99,391.55,393.79,380.33,364.86,346.14,380.16,375.00,336.69,371.69,,,,,,,,,,,,,,332.04,361.53,341.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 22:18:11.619000,L8,400.04,418.77,410.06,394.77,390.82,389.52,376.39,353.71,342.03,378.12,374.00,331.49,366.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19 22:18:03.080000,L9,398.25,418.75,408.60,393.29,390.69,389.45,372.44,358.86,340.49,378.03,371.52,330.96,365.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:18:00.514000,L9,400.70,419.19,409.77,393.57,376.28,351.24,293.34,307.58,336.49,378.68,371.18,330.25,360.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12 22:18:10.437000,L8,333.30,418.81,416.45,,,,,,364.88,386.51,374.55,372.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-22 22:17:59.519000,L9,406.03,421.67,412.12,398.66,392.42,389.53,376.83,354.70,336.77,381.24,373.26,333.86,330.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15 22:17:53.980000,L8,401.96,419.83,408.02,393.85,389.28,386.76,365.97,335.17,335.84,372.74,367.92,327.24,354.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31 22:17:58.841000,L8,401.30,419.27,410.19,397.97,388.95,382.70,360.51,348.98,333.80,375.37,368.88,331.20,354.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08 22:18:06.517000,L9,402.67,418.92,410.65,396.25,390.43,386.93,370.32,350.66,340.43,375.90,367.77,329.51,359.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16 22:17:50.035000,L8,394.71,418.92,408.14,391.91,388.92,382.19,361.52,340.83,336.42,371.67,366.80,327.57,355.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04 22:17:37.574000,L8,395.44,418.95,409.34,392.82,390.93,385.95,367.00,348.48,341.45,377.77,369.91,330.91,361.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 22:17:33.498000,L9,395.56,421.15,410.41,393.53,391.04,387.83,370.60,347.96,339.29,378.62,371.04,333.86,359.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13 22:17:27.047000,L9,396.16,419.09,409.95,395.76,390.95,387.73,372.56,342.52,342.32,377.83,371.57,334.76,362.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15 22:17:12.111000,L9,399.12,425.08,411.83,400.64,395.79,393.55,383.06,368.63,333.93,352.78,350.25,329.35,375.80,375.84,381.80,372.76,351.53,355.74,364.58,360.44,,,,355.84,354.15,362.32,362.36,362.92,350.95,330.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23 22:16:53.942000,L8,380.35,410.53,400.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31 22:17:04.101000,L9,399.16,424.72,415.27,390.29,383.08,,394.14,379.85,348.57,394.92,387.14,337.75,368.87,,321.38,369.26,295.67,356.77,362.56,358.83,319.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16 22:16:54.981000,L9,397.75,422.65,411.75,398.56,394.50,392.02,380.29,356.31,339.91,380.69,375.08,330.77,368.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24 22:17:06.399000,L8,397.19,421.09,412.71,399.47,394.05,394.10,382.00,366.66,343.98,386.84,380.59,332.16,369.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-02 22:17:05.775000,L9,397.72,421.48,412.34,399.55,394.86,394.14,383.23,369.96,342.29,388.28,381.78,333.35,373.84,,,,,,,,,,,,,,326.35,363.29,348.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10 22:17:17.518000,L8,393.75,418.26,410.88,401.54,397.36,399.58,384.29,376.38,348.45,395.86,387.42,339.15,375.29,382.13,339.36,296.34,,353.77,365.22,363.90,320.46,365.09,359.16,362.27,356.33,366.96,371.19,365.45,373.72,350.07,,,,,,,,,,,,,,,,,,,,,,,319.32,313.34,372.35,,,
2023-07-26 22:17:23.328000,L8,402.20,426.83,416.31,406.21,399.01,399.63,389.65,380.68,348.16,398.04,390.99,336.45,376.65,383.20,389.56,374.88,363.43,362.92,374.97,373.51,375.64,370.03,368.10,394.43,364.09,380.10,382.53,373.90,380.29,375.79,362.08,,,,,,315.21,367.99,361.53,356.29,361.18,333.45,317.14,341.70,343.43,344.65,,,325.94,339.11,353.48,351.94,325.60,359.69,378.72,343.73,,
2023-08-03 22:17:19.817000,L9,399.87,422.29,414.67,403.43,398.14,315.52,372.34,318.52,324.47,348.34,379.01,332.13,370.66,350.50,,,339.86,349.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12 22:17:38.225000,L8,392.52,417.27,413.97,400.96,395.77,394.93,383.77,364.18,346.35,388.23,383.30,333.34,368.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-20 22:17:40.026000,L9,393.63,419.09,409.73,396.92,391.48,389.89,378.18,360.42,341.13,382.60,375.91,328.46,363.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28 22:17:43.092000,L8,,,428.31,412.78,398.03,402.79,391.48,379.04,339.92,319.43,,,,,,,,,366.50,370.35,373.50,365.11,364.24,397.55,360.54,377.29,372.95,367.24,382.49,422.11,374.76,383.25,350.15,,,,,,,,,,,,,,,,,,,,325.48,351.53,378.34,,,
2023-10-14 22:17:45.774000,L8,400.21,422.11,414.63,402.35,396.22,396.59,384.28,365.39,346.81,388.66,382.54,335.24,371.69,324.42,312.79,366.87,326.54,353.76,358.87,341.02,336.59,358.75,358.58,357.22,349.91,353.44,358.33,358.96,342.10,347.32,,,,,,,,,,,,,,,,,,,,,,,319.50,317.92,367.14,,,
2023-10-22 22:17:50.479000,L9,393.33,417.35,407.95,394.26,390.29,387.65,374.14,350.10,339.09,380.06,371.15,327.83,357.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15 22:17:47.856000,L8,396.10,420.42,408.71,394.15,390.08,388.95,371.37,315.66,344.82,378.89,370.82,328.89,356.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
