dates,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0021,nzd0016-0022,nzd0016-0023,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0055,nzd0016-0056,nzd0016-0057,satname
2006-02-17 22:08:11+00:00,,,,,,,,351.66,336.30999999999995,359.46,,342.135,333.83,,,,,,,,,330.20000000000005,306.04999999999995,,,,,,,226.03,313.43,302.66,,,,,,,,,,,,223.25,254.68,283.18499999999995,266.635,237.525,230.16,256.07,286.69,282.225,307.33500000000004,274.12,,,,,L5
2006-06-25 22:10:20+00:00,,,,,,,,,339.6,367.69,,339.82,338.29999999999995,,,,,,,,,325.26,309.26,308.45,320.22,,,,,,,,,,,,,,,,,,181.48,224.52499999999998,269.29,287.76,248.42,240.825,234.20999999999998,259.275,290.72,286.38,311.07,284.44,242.53,,,,L5
2006-12-02 22:12:34+00:00,,380.38,362.44,354.38,351.66,353.37,337.4,318.79,325.6,367.69,324.48,298.26,345.82,,,,,,,,,317.91,,308.45,310.32000000000005,300.63,,,,,,,,,,,,,,,,,181.48,223.91,275.54,291.74,,246.31,223.29500000000002,264.27,273.88,276.57,312.59,284.44,242.53,,,,L5
2007-10-02 22:10:31+00:00,,,,,,,,,339.86,361.86,,330.7,,,,287.18,245.49,227.79,309.65,317.18,,344.69,307.56,,,,,,,217.35,331.14,316.98,287.76,302.89,,,,,,,,,,217.38,264.4,284.17,248.49,239.41,236.86,260.78,288.24,291.44,314.3,275.06,232.62,250.07,,,L5
2008-11-21 22:01:05+00:00,,,,,,,,,,,,,343.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.99,260.39,282.8,251.12,234.28,237.42,253.76,280.37,289.48,313.08,,,,,,L5
2009-01-24 22:02:55+00:00,418.31,,,,,,,,364.36,369.48,,354.2,352.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.77,221.99,260.39,282.8,263.825,239.57999999999998,246.77499999999998,258.15,292.15,286.39,317.67499999999995,267.58,241.35,,,,L5
2010-01-27 22:08:26+00:00,416.91,,,,,,,,345.31,361.83,361.55,346.98,343.81,,,296.54,245.66,,,,218.36,335.31,313.81,,,,,,,,,,,,,,,,,,,,,225.29,264.86,290.54,263.96,242.2,233.87,255.23,290.86,285.78,314.98,,,,,,L5
2010-11-27 22:07:24+00:00,,,,,,,,,344.83,,,,318.91,,,306.62,273.1,,,,,331.17,310.03,307.38,,,,,,,,,,,,,,,,,,,,216.92,255.75,282.44,259.3,244.15,232.43,255.47,295.36,293.5,314.91,291.31,,,,,L5
2011-01-14 22:07:31+00:00,,,,,,,,,344.83,,,347.33,318.91,,,304.82,286.805,,,,230.86,331.85,314.455,307.38,,,,,,,,,,,,,,,,,,,180.31,221.385,259.86,286.03499999999997,259.32500000000005,243.72,240.76,257.74,296.745,294.49,316.42,291.31,231.76,,,,L5
2011-09-11 22:06:09+00:00,,,,,,,,,333.2,361.21,,334.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.88,231.16,235.86,,,262.82,262.8,,,,,,,L5
2013-05-11 22:19:31+00:00,384.53,,,,,,353.32,325.03,333.4,,353.28,305.52,,,,303.42,,,301.35,,268.94,325.51,,,308.26,,,,,,,,,,,,,,,,,,201.54,228.97,260.51,296.4,239.19,223.01,254.04,263.99,251.1,273.83,313.02,,255.13,252.71,303.32,259.94,L8
2013-06-28 22:19:33+00:00,387.33,,,,,,353.32,329.245,334.53999999999996,,353.28,305.52,,325.69,307.09,301.78,,,304.145,,272.565,326.475,308.4,342.71,331.1,,320.77,,,333.87,,304.03,,,,,,,,,263.4,295.36,208.95999999999998,231.975,260.51,297.155,239.885,226.07999999999998,257.65,289.055,271.66,281.95,313.63,357.24,273.89,259.18,311.28999999999996,250.175,L8
2013-07-14 22:19:34+00:00,387.33,,,,,,353.32,330.7833333333333,335.59999999999997,,353.28,309.94,320.62,326.86,307.09,301.78,279.17,,304.145,,272.69666666666666,327.4533333333333,309.04499999999996,343.885,338.48333333333335,294.62,320.77,,,334.20500000000004,,304.03,,,,,,,,,263.4,295.36,209.47666666666666,232.22,260.51,298.7266666666667,239.6,226.85666666666665,259.05333333333334,297.2966666666667,275.05,296.04333333333335,313.72333333333336,356.675,273.55333333333334,259.43333333333334,309.84666666666664,256.21,L8
2013-08-31 22:19:38+00:00,387.33,,,,,,353.32,331.2725,335.0625,,353.28,309.94,320.62,326.86,307.09,301.78,275.495,234.74,313.31,,272.325,326.775,307.44666666666666,324.6433333333334,338.48333333333335,294.62,320.77,,,334.20500000000004,,304.03,,,,,,,,,263.4,295.36,209.945,231.35750000000002,260.51,298.8575,239.6275,227.195,258.685,300.19,280.0375,300.655,314.61,352.10999999999996,273.55333333333334,267.8625,310.72249999999997,261.0775,L8
2014-02-23 22:18:20+00:00,388.0,,389.55,,,,354.51,333.32500000000005,332.765,368.25,351.22,312.09,,,,312.39,271.82,234.74,331.64,,271.21,326.385,307.47,273.3,,,311.5,,,,,,,,,,,,,,,,204.89999999999998,227.635,254.09,295.975,237.11,225.27,256.47,307.12,271.89,292.095,315.80499999999995,342.98,,293.15,313.35,275.68,L8
2014-03-27 22:17:50+00:00,388.0,,389.55,,371.51,375.93,354.81,333.84000000000003,333.58,368.95500000000004,352.45000000000005,308.99,,,,310.015,,,304.47,,,328.28,311.03,264.625,,,311.5,,,328.22,,,,,,,,,,320.36,267.17,296.03,200.255,228.185,254.60000000000002,292.685,236.195,224.89,255.36,306.32,268.31,272.73,317.55499999999995,327.28,,,315.62,261.33,L8
2014-04-12 22:17:37+00:00,384.075,,389.55,,371.51,376.6,355.4866666666667,334.43333333333334,334.77,369.27666666666664,353.4533333333334,307.39,328.45,316.98,,311.4266666666667,250.39,,304.47,,,329.33,301.44,264.625,330.69,,311.5,,,328.22,,,293.69,,,,,,,329.18,267.17,296.03,201.48333333333335,229.24333333333334,255.84,292.76,236.87666666666667,225.09666666666666,259.28,308.68,263.32666666666665,274.1933333333333,317.69,327.28,,,315.62,300.85,L8
2014-05-30 22:17:11+00:00,384.075,,389.55,,371.51,376.6,355.4866666666667,335.6125,335.335,369.27666666666664,354.3025,307.12,328.45,316.98,,311.4266666666667,250.39,,304.47,,,329.6275,302.8225,272.60999999999996,330.69,,311.5,,286.04,329.57500000000005,,,293.69,,,,,,,329.18,267.17,296.03,202.6825,229.5375,255.98250000000002,293.52,237.73250000000002,225.8825,259.1466666666667,309.57,271.46500000000003,278.0025,319.9425,327.28,255.41,253.7,308.83000000000004,314.5333333333333,L8
2014-07-17 22:17:28+00:00,383.15000000000003,,389.55,,371.51,376.6,355.4866666666667,335.07399999999996,334.57399999999996,369.27666666666664,354.3025,301.65999999999997,328.45,316.98,,307.825,266.115,,304.47,,247.49,328.532,304.242,274.92,330.69,,309.155,311.92,275.54,329.57500000000005,,,278.53999999999996,,,,,,,329.18,267.17,296.03,203.69400000000002,230.344,255.98250000000002,294.666,238.686,226.6,258.6825,301.944,273.746,279.40999999999997,318.438,327.28,260.565,253.855,308.83000000000004,321.09749999999997,L8
2014-09-19 22:17:42+00:00,380.725,,,,371.51,376.6,355.975,335.87399999999997,334.948,369.78999999999996,355.1675,298.842,326.265,320.39,316.1,309.33,280.7966666666667,270.65,304.47,,261.875,328.51,302.63,286.3725,326.395,,306.81,311.92,275.54,329.57500000000005,,301.42,278.53999999999996,,,,,,310.39,327.08,297.71500000000003,296.04999999999995,205.005,231.305,256.61333333333334,297.45,240.39000000000001,229.044,260.7,300.66999999999996,280.508,285.312,319.408,333.625,283.2633333333333,253.855,310.25333333333333,317.27200000000005,L8
2015-01-25 22:17:32+00:00,,,,,,,,337.875,333.845,,353.26,302.21000000000004,324.08,323.8,312.19,310.03,313.70500000000004,270.65,302.58,,276.26,329.19,309.02,290.45500000000004,320.47,,,,,,,301.42,,,,,,,310.39,321.755,320.59000000000003,294.225,203.51,230.97,261.16,300.78999999999996,240.68,231.015,260.06,300.595,269.03,286.78,316.99,339.97,328.66,,313.1,316.735,L8
2015-02-26 22:17:23+00:00,,,,,,,,337.84999999999997,325.24666666666667,366.84,351.9066666666667,302.21000000000004,324.08,323.8,312.19,310.03,313.70500000000004,270.65,302.58,,276.26,328.28,294.145,290.45500000000004,320.47,,,,,,,301.42,,,,,,,310.39,321.755,320.59000000000003,294.225,201.675,227.965,259.66,297.76666666666665,239.67666666666665,228.42,256.1933333333333,299.92,262.12,282.02666666666664,315.48,339.97,328.66,,305.665,294.7633333333333,L8
2015-06-02 22:16:44+00:00,,,,,,,,337.81999999999994,320.895,366.84,350.52,305.69500000000005,,,308.28,301.65,317.25,,302.58,343.58,275.4,328.1933333333333,299.43666666666667,274.66,318.84,,,,,,,,,,,,,,,321.16499999999996,323.58500000000004,272.85,201.675,227.965,259.5733333333333,296.2866666666667,239.02,227.01666666666665,256.3833333333334,300.38,265.92333333333335,282.65,314.59,355.44,310.26,,298.23,285.82,L8
2015-07-20 22:17:10+00:00,380.3,,,,,,,339.27,325.3233333333333,366.84,350.52,307.83666666666664,344.34,,321.24,301.65,303.79499999999996,,302.58,343.58,275.4,332.145,302.365,274.66,335.865,,,,,342.71,,,,277.36,,,,,320.98,331.21666666666664,330.67,272.85,201.675,227.965,259.5733333333333,303.895,239.7675,228.4425,258.325,305.08,275.3575,289.605,320.1725,357.79499999999996,329.26,,298.23,287.935,L8
2015-08-05 22:17:13+00:00,379.32500000000005,,,,,,,339.52,325.8333333333333,366.84,349.2,309.0,344.34,,319.38,,290.34,,297.49,340.41499999999996,275.4,331.9075,302.16499999999996,261.18,331.13,,,,,342.71,,,,277.36,,,,,320.98,321.2966666666667,338.9166666666667,240.925,199.84,245.59500000000003,259.03666666666663,306.58,239.8575,228.97,259.2875,308.03999999999996,284.445,297.535,323.4875,356.86999999999995,324.4766666666667,258.83,301.96500000000003,273.2775,L8
2015-10-24 22:17:40+00:00,379.32500000000005,,,,,,361.28,340.23333333333335,335.7833333333333,372.57,356.82,310.5125,337.1,330.83,319.38,313.35,313.645,,297.49,336.0,294.565,332.335,309.7966666666666,282.095,336.8833333333333,,,,,336.125,,,,277.36,347.37,,267.62,,316.855,322.15250000000003,338.9166666666667,235.6833333333333,241.49,263.57500000000005,266.3066666666667,309.8325,239.5725,231.32250000000002,263.90250000000003,312.31,294.06,302.9075,326.3375,356.89,324.2575,258.83,307.93,280.7633333333333,L8
2015-12-11 22:17:42+00:00,379.32500000000005,,,,,,361.28,340.23333333333335,336.0775,372.1,355.145,312.35999999999996,337.1,330.83,319.38,311.70000000000005,322.1566666666667,,297.49,331.25333333333333,313.73,333.15250000000003,309.68499999999995,277.5133333333333,335.215,,,,,336.125,,,,277.36,347.37,228.32,267.26,355.86,316.855,322.0725,326.46666666666664,226.86499999999998,222.23000000000002,252.81333333333336,264.98,307.0125,239.19,229.32750000000001,260.39750000000004,312.4175,291.5025,295.64750000000004,327.5875,356.67749999999995,328.92333333333335,256.35,309.54,273.7733333333333,L8
2015-12-27 22:17:43+00:00,379.32500000000005,,,,,,360.63,340.4875,336.71,372.1766666666667,355.50333333333333,312.55,333.64000000000004,329.495,319.38,312.68333333333334,327.925,261.41,299.975,331.315,318.46500000000003,332.95,303.62333333333333,285.0,339.046,262.01,,,,334.27666666666664,,,,277.36,347.37,228.695,267.26,349.755,316.855,322.27,318.6275,226.86499999999998,216.07333333333335,252.81333333333336,263.1225,304.962,238.87999999999997,229.608,261.418,312.3,284.32000000000005,291.684,326.258,356.78,329.91,256.35,313.0375,290.985,L8
2016-01-12 22:17:40+00:00,379.26666666666665,,,,,,360.63,338.96400000000006,335.97166666666664,371.315,354.345,311.788,333.64000000000004,329.495,319.38,309.9125,327.82,261.41,299.975,331.315,318.46500000000003,325.83666666666664,304.365,285.0,339.046,280.19,,,,334.27666666666664,,260.94,239.91,277.36,347.37,217.16333333333333,267.26,349.755,316.855,322.27,318.6275,226.86499999999998,212.0025,246.61,262.418,303.12166666666667,238.80499999999998,228.20833333333334,260.5783333333333,306.075,279.3066666666667,288.20166666666665,324.2416666666667,356.78,329.91,256.35,311.686,299.38599999999997,L8
2016-04-01 22:17:14+00:00,377.71,,,,,,360.63,337.45000000000005,336.034,371.315,354.284,314.97,328.2900000000001,329.495,308.35,302.014,337.19,244.35500000000002,299.64,329.33666666666664,318.46500000000003,321.084,301.4066666666667,291.5825,344.3233333333333,283.19666666666666,,,,330.05999999999995,,260.94,239.91,,347.37,217.16333333333333,267.26,349.755,312.73,323.05333333333334,301.9733333333333,225.2,209.696,237.485,262.51800000000003,297.56399999999996,238.63600000000002,227.144,259.084,297.098,272.402,279.228,318.76,354.265,317.24333333333334,275.015,313.15,315.9425,L8
2016-09-08 22:17:48+00:00,376.27,,,,,,,340.83500000000004,337.305,,358.07500000000005,319.385,338.23,331.14,308.35,270.42,343.74,286.01,296.82,,329.91,328.33500000000004,309.36,287.51,355.21,289.21,,,,,,,,,327.16,,307.33,,313.49,335.16,324.94000000000005,197.26,206.115,247.7,260.05,307.28999999999996,239.835,228.78,256.64,274.59,281.65,283.47,313.32,328.66999999999996,285.815,326.0,313.02,338.78499999999997,L8
2016-10-10 22:17:54+00:00,,,,,,,,344.105,340.17499999999995,,360.62,314.03,334.645,331.14,,,343.74,342.08500000000004,,296.15,329.91,330.28499999999997,308.35,288.43,352.9,249.38,273.82,,,331.18,347.95,299.11,,262.93,327.16,,303.225,,300.695,328.96500000000003,335.97,233.04,210.56,248.065,277.13,307.07,240.175,237.59,264.14,310.73,287.41,288.41,318.27,328.92499999999995,276.37,351.485,314.3,343.38,L8
2017-01-30 22:17:38+00:00,381.89,,,,,,357.13,342.58666666666664,339.1133333333333,373.02,357.5833333333333,313.16,329.84,331.14,,,343.74,340.99333333333334,295.96,296.15,329.91,330.21,301.43666666666667,288.43,351.76666666666665,249.38,273.82,,,331.18,347.95,299.11,,262.93,327.16,,303.225,,300.695,328.96500000000003,335.97,233.04,208.47,241.0233333333333,267.435,303.43333333333334,239.91,232.76,264.41999999999996,308.05,272.09000000000003,281.93,314.77,332.83666666666664,276.37,351.485,313.935,343.38,L8
2017-04-20 22:16:59+00:00,381.86,,,,,,357.13,339.74,336.99,373.02,351.51,311.42,320.23,,,,,338.81,294.645,259.0,,309.40999999999997,297.925,,349.5,,,,,,,268.3,221.31,,,,,,,,,,203.555,226.38,259.685,295.035,239.255,228.745,259.12,307.61,270.83,280.91999999999996,313.645,340.66,,,309.41499999999996,342.23,L8
2017-06-07 22:17:15+00:00,381.86,,,,,,357.13,341.95,338.51,373.02,357.495,315.61,320.23,344.76,,,,338.81,294.645,259.0,324.2,294.55,297.925,,351.315,,,,,337.71,,268.3,221.31,,,,305.87,,323.18,319.71,327.7,296.54,203.555,226.38,259.685,305.53333333333336,239.255,228.745,261.29,310.23,282.02,294.7366666666667,322.59999999999997,351.275,,357.9,309.41499999999996,343.745,L8
2017-07-25 22:17:30+00:00,382.1933333333333,,,,,,357.13,341.4525,338.92,373.02,357.495,315.61,324.165,344.76,304.68,252.25,,338.81,294.645,259.0,324.2,293.24,300.03000000000003,284.45,341.43666666666667,,,,,337.71,,268.3,280.925,,,,305.87,,323.18,319.71,327.7,296.54,205.31333333333336,228.33,259.685,305.2075,240.11666666666667,229.8166666666667,261.8025,310.55,282.22249999999997,295.8725,320.5875,351.275,274.18,357.9,309.4533333333333,343.745,L8
2017-10-29 22:17:53+00:00,381.135,,,,,,356.27,339.8533333333333,338.46,369.94,357.505,316.595,328.1,344.76,304.68,252.25,,,,,324.2,292.81,290.445,284.45,337.405,,,,,337.71,,,340.54,,,,305.87,,323.18,319.71,327.7,296.54,202.88,230.365,252.54,306.60999999999996,238.07999999999998,220.12,259.28,313.49,280.6333333333333,297.1766666666667,320.66333333333336,361.89,274.18,357.9,309.53,340.69,L8
2018-04-07 22:16:59+00:00,380.72,,,,,,356.27,336.915,336.18,369.94,354.015,313.82,,,,,,,,,,324.58000000000004,277.28,,,,,,,,,,,,,,,,,,,,196.93,228.5,252.54,289.07,234.32,208.28,248.87,,254.67,269.88,306.93,,,,,324.325,L8
2018-05-09 22:16:40+00:00,383.30499999999995,,,,,,,340.46000000000004,337.265,,358.25,318.365,331.72,,302.43,251.64,,,,,,328.33500000000004,291.61,,,,,,,333.95,348.77,,,,350.04,,304.61,,,,,,,,,303.01,244.47,232.08,265.78,313.18,291.92,292.72,315.62,,340.6,355.98,353.62,325.835,L8
2018-06-26 22:16:36+00:00,385.24333333333334,,,,,,,341.76,337.98,,360.2833333333333,318.365,336.06,,306.17,255.265,,,,343.88,,328.8433333333333,297.83666666666664,,,289.35,,,,314.82,348.77,,339.01,,350.04,234.6,292.06,,,299.17,,291.97,,,,305.74,245.05,231.69,264.79499999999996,312.96000000000004,297.62,297.98,328.175,355.78,343.125,356.775,351.15999999999997,330.7333333333333,L8
2018-11-17 22:17:31+00:00,387.855,,,,,,360.07,343.22,338.975,,360.23,321.0,322.37,,309.91,258.89,,342.24,,336.365,,329.935,296.415,273.25,346.82,317.475,271.76,,,295.32,349.34,,325.68,,,233.815,291.54499999999996,,,309.925,317.83,295.42,,,257.52,300.985,243.89999999999998,230.585,265.475,314.605,297.92499999999995,292.78,326.83500000000004,356.25,332.525,356.685,352.51,340.32,L8
2019-01-04 22:17:27+00:00,386.74,,,,,,360.78,342.67499999999995,338.755,,355.83000000000004,321.9,320.80999999999995,359.7,,,,342.24,,327.155,322.53,330.12,282.54,291.315,346.82,348.16,271.76,,289.12,292.895,349.34,304.24,293.175,,,232.57,300.45,,320.65,320.68,309.695,299.545,207.0,232.8,257.52,294.29499999999996,241.82,230.48000000000002,266.88,313.975,291.19999999999993,283.365,313.95,356.72,322.4,355.8,355.4,339.5,L8
2019-02-05 22:17:21+00:00,386.95666666666665,,,,,,360.5933333333333,341.8433333333333,338.96333333333337,374.62,355.58,322.18333333333334,326.25,342.305,327.01,311.16,338.01,343.875,,326.3833333333333,322.29999999999995,331.01666666666665,293.79,297.13,350.08500000000004,348.1333333333334,271.76,299.21,302.33500000000004,292.895,349.34,328.175,293.175,,,232.66,299.12666666666667,,320.65,320.68,309.695,299.545,226.84,248.475,268.29499999999996,294.57,242.50333333333333,231.1966666666667,266.76,314.1333333333334,292.4966666666666,283.07,314.08666666666664,356.72,327.8633333333333,355.20000000000005,355.74666666666667,339.5,L8
2019-03-25 22:17:09+00:00,386.40999999999997,,,,,,360.425,340.6425,338.2425,373.365,354.92,322.2175,327.34999999999997,342.305,327.01,311.16,338.01,343.875,,326.3833333333333,322.29999999999995,330.8925,289.01,294.565,350.08500000000004,347.15,271.76,299.21,302.33500000000004,292.895,349.34,328.175,293.175,,,231.9975,289.48,,320.65,320.68,309.695,299.545,226.84,242.2733333333333,265.0233333333333,294.18,242.8125,230.74,265.35249999999996,313.0575,292.8375,282.7975,313.5075,355.52,329.7375,355.20000000000005,355.045,339.5,L8
2019-04-26 22:16:59+00:00,386.328,,,,,,361.394,341.602,337.94,375.45666666666665,355.78000000000003,324.12399999999997,335.804,344.7033333333334,327.01,311.16,338.01,343.875,,317.9375,322.6066666666666,331.996,294.11,294.565,352.31666666666666,347.15,271.76,299.21,302.33500000000004,288.95666666666665,353.01,337.30333333333334,313.40000000000003,,,232.55599999999998,289.48,,305.895,313.815,312.7733333333333,297.3,226.84,242.2733333333333,278.89,294.772,243.11999999999998,230.86399999999998,264.83599999999996,313.728,295.696,286.31800000000004,314.95799999999997,355.52,333.584,355.16,355.20799999999997,339.73333333333335,L8
2019-05-28 22:17:17+00:00,387.248,,,,,,361.725,343.404,337.71400000000006,375.45666666666665,357.82399999999996,327.66999999999996,343.67,344.7033333333334,327.01,311.16,338.01,345.51,,314.3,315.1875,332.4925,297.9666666666667,298.9225,355.06500000000005,346.87250000000006,256.62,299.21,302.33500000000004,303.52,356.68,337.30333333333334,326.04,272.3,,232.4375,284.78000000000003,,305.895,306.95,310.245,296.51500000000004,226.84,242.2733333333333,286.0133333333333,295.09,243.3575,231.11249999999998,264.26,313.0425,296.4875,287.31750000000005,320.316,354.32,331.734,354.84000000000003,355.08000000000004,341.58666666666664,L8
2019-06-29 22:17:29+00:00,387.248,,,,,,361.725,343.075,338.2566666666667,375.45666666666665,357.82399999999996,328.82666666666665,343.67,344.7033333333334,327.01,311.16,338.01,345.51,,314.3,318.658,332.4925,297.9666666666667,298.9225,355.06500000000005,346.87250000000006,256.62,299.21,302.33500000000004,303.52,356.68,337.30333333333334,326.04,272.3,,231.73200000000003,288.5725,,305.895,310.04499999999996,310.245,296.51500000000004,226.84,242.2733333333333,300.575,296.082,244.11399999999998,231.362,264.57000000000005,314.622,298.32399999999996,291.334,324.3233333333333,354.32,329.3066666666667,357.1433333333334,356.055,341.58666666666664,L8
