dates,nzd0235-0000,nzd0235-0001,nzd0235-0002,nzd0235-0003,nzd0235-0005,nzd0235-0006,nzd0235-0007,nzd0235-0008,nzd0235-0009,nzd0235-0010,nzd0235-0011,nzd0235-0012,nzd0235-0013,nzd0235-0014,nzd0235-0015,nzd0235-0016,nzd0235-0017,nzd0235-0019,nzd0235-0020,nzd0235-0023,nzd0235-0024,nzd0235-0025,nzd0235-0026,nzd0235-0028,nzd0235-0029,nzd0235-0030,nzd0235-0031,nzd0235-0018,nzd0235-0021,nzd0235-0022,nzd0235-0027,nzd0235-0004,satname
1999-08-05 21:46:35+00:00,311.74,325.19,309.24,304.27,216.22,303.97,,261.68,,,,,,,,,,335.46,356.5,,285.2,295.78,228.27,291.44,294.3,293.7,309.05,,,,,,L7
1999-08-21 21:46:33+00:00,326.13,331.45500000000004,311.41499999999996,308.015,216.22,303.97,,258.625,,372.19,,,,,,,,335.725,357.675,,303.005,312.85,235.185,298.61,300.12,298.255,314.59000000000003,,,,,,L7
1999-09-22 21:46:36+00:00,326.13,331.45500000000004,311.41499999999996,308.015,216.22,303.97,,258.625,,372.19,,,,,,,,346.3,357.675,,303.005,312.85,235.185,298.61,304.99666666666667,298.255,314.59000000000003,,,,,,L7
1999-10-24 21:46:32+00:00,333.14000000000004,331.45500000000004,311.41499999999996,308.015,216.22,303.97,,258.625,,354.905,357.16,,,,,,377.44,347.98,356.28999999999996,,310.34666666666664,308.19,248.4466666666667,297.78999999999996,302.6675,296.87,314.09666666666664,335.59,,,,,L7
2000-04-01 21:46:10+00:00,347.16,,327.52,300.57,239.13,316.46,,260.16,,337.62,357.16,,,,,,377.44,353.02,353.52,,333.14,298.87,278.03,296.15,301.425,300.19,326.62,342.74,,,309.42,,L7
2000-05-19 21:45:43+00:00,356.56,,330.27,312.275,239.13,322.725,,303.92,,,,,,,,,,358.28,,,339.875,,281.09,327.14,311.155,316.155,340.03,349.89,,,319.33000000000004,,L7
2000-06-04 21:45:32+00:00,356.56,323.72,320.99666666666667,305.05333333333334,239.13,322.725,,307.99333333333334,359.21,364.68,368.08,,362.7,358.95,,,372.61,348.715,358.17,,339.875,314.29,268.655,315.955,309.7633333333333,315.71999999999997,334.65333333333336,345.635,,366.34,318.57666666666665,,L7
2000-08-07 21:44:45+00:00,348.48,327.82000000000005,319.0025,305.05333333333334,250.45,317.9166666666667,,308.2175,364.735,344.46000000000004,368.08,,362.7,358.95,,,348.06,347.36999999999995,358.17,,332.5366666666667,305.97,262.78333333333336,313.5333333333333,305.8325,311.94,329.5225,347.6466666666667,274.16,346.73,318.57666666666665,,L7
2001-01-14 21:44:09+00:00,340.4,331.92,313.02,,261.77,302.21500000000003,,322.41999999999996,359.845,335.68,,292.25,340.59,342.3,,,338.77,344.68,,173.05,327.75,297.65,251.04,308.005,299.35,301.35,328.025,345.32500000000005,274.16,329.96000000000004,264.14,,L7
2001-04-04 21:43:43+00:00,,,287.21,255.34,,294.875,215.61,335.95,349.43,354.95,367.7,295.855,340.59,347.09000000000003,168.29,,347.53499999999997,330.94,,185.44,337.64,296.99,,307.32,296.01,296.435,341.92,336.28,,332.8,264.14,,L7
2001-04-20 21:43:46+00:00,318.98,328.21,296.185,255.34,,297.34,211.005,335.95,349.43,354.95,367.7,293.77,340.59,347.10999999999996,165.685,,342.73333333333335,322.29499999999996,349.14,185.44,337.64,296.99,,307.32,296.01,296.435,341.92,336.28,,332.8,264.14,,L7
2001-05-22 21:43:30+00:00,318.98,328.21,305.7266666666667,255.34,,297.34,220.89000000000001,341.25,363.43,354.95,367.7,293.77,340.59,347.10999999999996,165.685,,342.73333333333335,333.6333333333333,349.14,185.44,334.635,296.99,,307.32,304.6566666666667,307.7366666666667,341.92,336.28,,332.8,264.14,,L7
2001-07-25 21:42:54+00:00,327.81,328.21,307.14750000000004,255.34,276.76,297.945,220.89000000000001,335.985,376.28999999999996,362.78,367.7,294.53,,350.6966666666667,165.685,,325.5833333333333,336.9025,349.14,197.83,323.84000000000003,298.47,272.0,,302.8733333333333,307.06333333333333,,333.58,272.87,323.67,,,L7
2001-08-10 21:42:36+00:00,327.81,332.15999999999997,307.764,255.34,276.76,301.52,217.065,320.3566666666667,368.2033333333333,347.765,367.7,294.53,,346.8725,161.57666666666668,,323.35,336.78599999999994,349.14,197.83,323.84000000000003,299.1033333333333,253.935,306.1,304.23749999999995,305.26,310.99,333.58,272.87,323.67,,,L7
2001-08-26 21:42:25+00:00,318.72,332.15999999999997,310.04833333333335,248.615,266.19,305.675,219.998,312.36,358.1925,351.7633333333333,367.7,294.53,,345.32399999999996,161.57666666666668,,323.35,337.70166666666665,349.14,211.755,326.4266666666667,298.45,251.89666666666668,309.5,302.396,303.852,316.265,338.14,272.87,323.67,253.38,,L7
2001-09-11 21:42:14+00:00,314.065,332.44666666666666,308.92,248.615,266.19,305.675,219.998,308.166,358.1925,340.3075,367.7,294.53,,345.32399999999996,161.57666666666668,,323.35,335.20285714285717,347.53499999999997,209.78333333333333,315.7425,296.2,248.14,309.5,302.396,303.852,316.265,338.14,272.87,323.67,253.38,,L7
2001-09-27 21:42:05+00:00,314.065,332.44666666666666,308.92,248.615,281.74333333333334,305.675,219.998,308.166,358.1925,340.3075,367.7,294.53,,345.32399999999996,161.57666666666668,,323.35,335.20285714285717,347.53499999999997,209.78333333333333,315.7425,296.2,248.14,309.5,305.80833333333334,303.852,316.265,338.14,272.87,323.67,253.38,160.91,L7
2001-10-13 21:41:51+00:00,320.57800000000003,327.6775,313.95,241.89,281.74333333333334,309.6933333333333,222.94,308.166,358.1925,325.7925,,289.6,,343.68499999999995,158.22000000000003,,317.4533333333334,334.86571428571426,347.9666666666667,202.60666666666665,315.288,297.556,253.638,295.1066666666666,309.498,307.1225,315.13000000000005,339.77,272.87,323.67,253.38,160.91,L7
2001-10-29 21:41:57+00:00,319.2,327.5,315.415,230.43,281.74333333333334,313.40500000000003,227.07500000000002,308.166,358.1925,325.26,343.91,,,342.31,153.36,,309.615,338.4016666666667,347.38000000000005,202.60666666666665,315.288,297.556,253.638,295.1066666666666,309.498,307.1225,315.13000000000005,339.77,272.87,323.67,253.38,160.91,L7
