dates,satname,nzd0154-0000,nzd0154-0001,nzd0154-0002,nzd0154-0003,nzd0154-0004,nzd0154-0005,nzd0154-0006,nzd0154-0007,nzd0154-0008,nzd0154-0009,nzd0154-0010,nzd0154-0011,nzd0154-0012,nzd0154-0013,nzd0154-0014,nzd0154-0015,nzd0154-0016,nzd0154-0017,nzd0154-0018,nzd0154-0019,nzd0154-0020
1999-09-20 21:58:32.521000,L7,196.25,182.52,161.78,,,,,,,,,,,,,,,,,,
1999-10-22 21:58:28.758000,L7,233.07,259.68,298.70,266.39,279.91,307.54,221.41,222.92,301.22,314.53,321.69,302.37,328.83,332.65,331.43,339.13,255.82,260.88,254.75,248.74,333.25
1999-12-09 21:58:33.708000,L7,,,,,,,311.43,317.36,314.30,340.90,338.65,347.67,356.50,345.65,359.47,358.16,359.88,354.00,354.06,355.20,350.67
1999-12-09 21:58:57.676000,L7,,206.21,246.16,259.12,267.75,269.51,264.44,266.08,267.13,291.80,287.50,290.26,301.38,290.19,294.25,278.58,301.70,299.63,301.07,302.86,305.36
2000-02-27 21:58:16.566000,L7,189.58,197.04,162.75,94.24,,,,,,,,,,,,,,,,,243.13
2000-02-27 21:58:40.521000,L7,188.22,193.22,161.78,86.00,,,,,,,,,,,,,,,,,
2000-03-14 21:58:11.336000,L7,218.39,197.23,148.08,,,,,,,,,,,,,,,,,,
2000-03-14 21:58:35.291000,L7,188.20,194.05,147.08,,,,,,,,,,,,,,,,,,
2000-03-30 21:58:09.573000,L7,278.93,272.41,292.91,304.11,,302.45,308.06,318.18,298.53,334.95,330.27,243.34,259.11,252.49,261.98,264.66,254.98,262.41,253.13,249.48,323.87
2000-03-30 21:58:33.541000,L7,279.59,272.16,293.09,304.82,310.60,235.32,222.81,225.15,225.72,247.53,248.68,245.63,259.01,251.85,261.86,263.43,254.60,261.64,252.35,248.46,322.98
2000-08-05 21:56:44.750000,L7,186.81,,,,,,,,,,,,,,,,,,,,
2000-09-22 21:56:05.544000,L7,187.02,,,,,,,,,,,,,,,,,,,,
2000-09-22 21:56:29.431000,L7,196.82,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:56:00.959000,L7,,,255.89,268.93,272.02,279.24,277.27,281.50,305.87,,,,,,,,,,,,
2000-12-27 21:56:05.061000,L7,138.26,132.21,148.03,293.01,273.72,297.21,214.39,239.55,244.58,259.84,256.35,255.81,269.50,273.73,274.89,274.76,262.83,335.95,332.14,335.11,336.01
2001-01-12 21:56:06.772000,L7,240.17,198.23,152.82,,,,,,,,,,,,,,,,,,233.48
2001-01-12 21:56:30.696000,L7,241.55,200.87,152.80,,,,,,,,,,,,,,,262.70,256.42,352.69,293.03
2001-03-17 21:56:16.575000,L7,195.83,208.95,161.92,215.16,,,202.31,224.80,224.86,249.43,251.12,254.79,,,,,,262.53,263.59,261.85,244.95
2001-06-05 21:55:16.607000,L7,268.99,,,,,236.73,221.03,231.88,240.36,251.94,249.31,253.79,265.01,255.86,265.82,271.39,262.64,263.56,258.54,251.10,243.10
2001-06-05 21:55:40.577000,L7,273.89,228.18,,288.54,306.99,237.88,225.79,233.45,243.68,255.62,250.66,255.03,266.57,260.52,267.71,273.15,264.31,264.13,259.92,254.01,246.85
2001-09-09 21:54:12.928000,L7,241.40,188.85,89.15,,,,,,,,,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,,,250.23,271.54,242.49,282.08,236.95,286.57,292.25,296.68,300.89,308.95,310.76,309.40,314.11,270.27,299.67,298.22,298.16,291.82,251.54
2001-10-11 21:53:46.024000,L7,233.84,244.46,,,,315.10,221.86,222.76,224.88,245.37,234.05,244.50,258.09,328.20,332.64,324.94,324.89,318.71,326.39,317.25,317.76
2001-10-11 21:54:09.862000,L7,232.61,208.20,158.24,273.46,297.63,283.48,222.98,321.77,324.14,327.31,329.15,331.96,335.57,330.09,337.10,327.15,328.81,323.04,331.64,322.41,323.32
2001-12-30 21:54:13.275000,L7,239.09,190.66,157.62,,,,,,,,,,,,,,,,,,
2001-12-30 21:54:37.254000,L7,,,256.29,308.76,319.54,320.62,313.26,315.54,326.11,337.65,337.66,344.34,347.06,348.01,340.84,337.78,341.88,343.91,342.28,336.92,345.12
2002-01-15 21:54:23.534000,L7,,,258.33,266.02,273.08,287.09,271.95,,,,295.09,309.76,321.30,319.27,,,,,,,
2002-01-31 21:54:26.647000,L7,257.10,213.11,161.84,90.97,,,,,,,,,,,,,,,,,
2002-01-31 21:54:50.570000,L7,233.17,192.55,37.15,,,,,,,,,,,,,,,,,,
2002-02-16 21:54:54.191000,L7,222.56,185.14,118.35,,,,,,296.58,281.42,226.85,,,,,,,,,,
2002-05-23 21:54:18.991000,L7,270.07,266.57,162.42,306.47,315.84,232.73,225.67,230.47,242.79,251.78,246.30,249.67,332.29,333.28,332.27,312.73,258.31,262.69,257.19,254.07,251.05
2002-08-27 21:53:36.267000,L7,267.26,275.00,284.49,283.45,302.46,302.18,297.06,300.92,305.09,,,,,,,,,,,,
2002-08-27 21:54:00.253000,L7,258.22,106.39,138.37,280.10,293.45,295.62,,,,,,,,,,,,,,,
2002-09-12 21:53:31.762000,L7,,236.66,252.33,258.42,275.09,275.09,273.62,276.66,282.16,314.70,306.48,318.18,337.66,326.97,325.30,322.31,325.12,311.96,285.75,275.92,272.35
2002-10-14 21:53:19.813000,L7,234.51,298.33,295.35,215.76,312.57,314.09,306.11,306.90,312.00,327.13,326.95,329.48,339.42,,,,,,,330.15,331.54
2002-10-14 21:53:43.769000,L7,,245.91,246.36,259.81,281.43,278.98,272.73,272.40,282.98,290.56,294.50,300.59,313.44,307.52,303.19,306.08,303.56,312.50,312.34,302.43,300.28
2002-10-30 21:53:25.867000,L7,,,234.56,259.94,281.29,280.03,314.95,312.01,327.47,334.37,334.16,345.53,350.43,352.81,345.09,348.81,306.04,314.84,313.14,275.00,306.17
2002-12-01 21:53:52.985000,L7,248.44,200.55,147.92,,,,,,,,,,,,,,,,,,
2002-12-01 21:54:16.937000,L7,261.32,207.17,293.18,293.59,313.72,315.90,229.85,225.21,230.28,252.05,249.70,236.57,,,,,,,,,233.33
2003-01-18 21:54:06.301000,L7,,256.70,255.52,267.47,271.79,271.29,271.30,270.43,337.94,342.40,340.44,347.31,347.93,349.41,345.53,347.82,339.82,346.45,340.53,353.38,348.14
2003-01-18 21:54:30.278000,L7,245.98,200.42,148.03,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:16.760000,L7,192.16,197.01,150.51,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:40.711000,L7,198.69,198.34,155.85,,,,,,,,,,,,,,,,,,
2003-05-26 21:54:19.958000,L7,,255.63,255.02,260.01,276.34,270.55,271.92,276.57,289.63,295.57,294.43,299.65,305.07,302.55,304.33,303.48,294.03,359.85,356.70,341.36,351.45
2003-05-26 21:54:43.917000,L7,,255.08,251.08,259.86,275.23,270.00,271.58,276.44,288.66,294.38,293.89,299.12,304.74,301.88,303.73,276.11,297.04,359.28,356.83,342.30,350.89
2003-07-21 21:42:09.884000,L5,217.80,176.01,141.47,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,218.65,178.94,142.53,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:27.230000,L5,213.01,162.63,,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,217.37,169.71,136.44,,,,,,,,,,,,,,,,,,
2003-10-25 21:43:40.253000,L5,242.10,206.12,168.54,250.69,275.59,281.37,277.24,273.38,283.70,290.47,294.17,298.10,299.70,298.90,299.16,302.76,284.69,279.43,278.07,276.17,269.10
2003-10-25 21:44:04.226000,L5,235.96,202.48,163.54,240.19,268.14,275.87,270.49,267.14,277.09,281.32,286.20,289.13,292.23,290.15,291.36,294.64,275.31,270.52,271.53,267.84,262.21
2004-02-14 21:44:33.705000,L5,219.50,181.13,156.26,,,,,,,,,,,,,,,,,,
2004-04-02 21:44:54.996000,L5,256.60,215.72,175.19,247.36,267.28,272.26,267.98,263.39,275.82,274.34,275.69,280.42,285.21,286.56,288.22,285.11,280.92,273.37,274.65,266.37,265.30
2004-04-02 21:45:18.969000,L5,259.12,215.57,176.90,246.42,267.66,272.70,268.86,263.87,277.48,274.98,277.13,282.67,285.80,287.80,288.36,286.14,280.50,274.25,276.49,267.01,265.96
2004-04-18 21:45:25.586000,L5,271.63,225.29,187.05,255.93,273.24,273.44,270.45,267.31,279.65,283.24,290.15,287.69,291.82,293.89,295.15,296.67,291.02,287.56,289.74,281.89,279.92
2004-04-18 21:45:49.558000,L5,,,309.47,304.15,319.42,313.16,304.23,308.39,315.47,313.77,319.60,319.08,321.58,327.05,325.07,332.46,326.91,329.32,331.83,318.91,321.54
2004-05-04 21:45:52.076000,L5,222.68,180.69,151.16,,226.04,242.55,233.81,224.43,232.90,241.16,251.20,,,,,,,,,,
2004-05-04 21:46:16.049000,L5,219.47,171.96,144.52,143.95,,,,,,,,,,,,,,,,,
2004-05-20 21:46:20.465000,L5,222.64,166.35,141.78,122.27,,,,,,,,,,,,,,,,,
2004-05-20 21:46:44.438000,L5,230.99,183.37,151.71,151.45,,243.13,243.47,229.80,234.77,252.00,254.62,,,,,,,,,,
2004-06-05 21:46:48.916000,L5,221.92,162.20,146.23,,,,,,,,,,,,,,,,,,
2004-06-05 21:47:12.889000,L5,244.80,204.30,175.00,230.78,260.57,263.38,257.99,247.61,259.13,254.34,250.98,,,,,,,,,,
2004-07-07 21:47:45.207000,L5,222.96,163.56,148.09,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,224.42,163.70,150.57,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:09.192000,L5,220.57,167.99,142.79,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,221.67,168.17,143.80,,,,,,,,,,,,,,,,,,
2004-09-09 21:49:19.975000,L5,213.96,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:49:43.196000,L5,248.09,202.47,160.08,244.48,266.54,266.87,268.07,263.39,276.39,281.41,283.04,291.41,291.09,290.37,292.48,289.33,282.15,273.53,276.02,269.84,263.22
2004-09-25 21:50:07.312000,L5,248.09,202.47,160.33,244.48,266.54,266.87,268.07,264.42,276.39,281.41,283.12,291.41,291.07,290.52,292.48,289.87,282.15,273.53,276.35,269.84,263.22
2005-01-15 21:51:45.464000,L5,235.56,180.24,145.78,146.53,213.17,235.89,226.86,221.83,233.53,234.75,251.19,,,,,,,,,,
2005-01-15 21:52:09.437000,L5,267.17,202.22,174.61,244.72,263.94,265.59,261.27,260.43,273.95,277.64,278.13,288.29,293.04,295.04,296.90,295.37,288.34,277.03,278.99,272.83,269.88
2005-03-20 21:52:38.190000,L5,235.13,196.57,160.82,220.23,,248.26,240.87,227.82,248.66,257.26,262.18,,,,,,,242.78,256.03,252.29,250.75
2005-04-21 21:52:46.920000,L5,257.42,225.59,193.17,254.80,274.62,276.20,271.45,267.51,278.79,287.91,291.93,285.54,293.92,297.41,302.19,299.85,292.29,287.03,281.22,281.09,278.14
2005-05-23 21:53:00.685000,L5,231.48,185.57,155.14,,,,,,,,,,,,,,,,,,
2005-11-15 21:54:02.336000,L5,,,204.05,256.66,279.10,283.47,276.28,277.11,288.22,280.51,284.72,275.83,284.74,278.40,,,,,,,
2005-11-15 21:54:26.309000,L5,,,166.05,233.23,252.14,264.78,258.49,244.43,233.01,,,,,,,,,,,,
2006-02-19 21:56:15.936000,L5,222.44,191.34,161.30,148.98,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,,275.57,278.01,287.47,302.36,293.92,285.09,282.37,293.84,302.48,304.58,306.17,308.25,310.59,309.38,312.05,308.62,303.31,304.64,293.41,294.07
2006-04-08 21:57:12.628000,L5,253.93,211.68,183.42,245.76,266.20,269.55,266.31,265.31,270.13,278.55,281.32,282.33,288.58,286.38,290.51,289.58,283.41,279.70,276.95,274.66,267.61
2006-04-08 21:57:36.601000,L5,254.23,212.85,184.24,246.53,266.71,269.36,266.35,266.22,270.86,278.70,281.60,282.32,288.69,286.48,291.38,289.79,284.51,279.70,278.04,274.69,267.78
2006-06-27 21:58:48.654000,L5,220.52,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:58:38.362000,L5,226.61,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,226.41,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:00:28.480000,L5,278.68,232.60,229.40,233.55,,271.96,250.87,252.04,278.21,299.60,243.66,,267.23,297.91,297.80,286.27,287.18,277.90,281.13,271.00,271.96
2007-09-18 21:58:42.182000,L5,276.49,247.45,280.62,285.54,309.46,303.26,298.65,313.46,313.45,316.92,326.12,322.27,325.24,330.29,321.80,323.86,323.81,316.32,316.74,313.05,313.18
2008-12-25 21:50:10.387000,L5,247.35,213.87,188.81,254.06,275.37,276.16,269.86,267.80,277.31,284.38,285.83,281.68,281.27,275.00,285.62,280.32,270.40,268.89,271.81,270.31,263.99
2009-11-26 21:56:28.873000,L5,,,,,,,,,,,,,292.71,288.41,292.80,290.04,279.35,272.86,279.16,276.37,269.82
2009-12-12 21:56:13.982000,L5,233.75,202.90,163.57,222.38,,,,,,,,,,,,,,,,,
2010-01-13 21:56:25.416000,L5,238.46,199.99,171.10,235.86,244.89,253.39,248.59,233.69,258.60,257.47,259.16,,,,,,,242.25,252.65,249.46,245.36
2010-02-14 21:56:32.865000,L5,230.54,195.14,168.14,,,,,,,,,,,,,,,,,,
2010-10-28 21:55:27.339000,L5,250.52,211.28,185.45,253.27,272.23,275.86,267.28,265.98,280.67,286.38,285.37,288.49,290.67,289.39,287.94,283.01,281.90,268.43,274.48,269.34,270.79
2010-10-28 21:55:51.312000,L5,269.26,280.55,289.92,288.61,299.30,299.82,290.92,294.07,304.78,313.78,311.69,319.72,321.17,321.24,320.75,324.94,321.43,320.26,314.61,315.47,319.84
2010-11-13 21:55:25.438000,L5,221.02,182.32,157.53,,,,,,,,,,,,,,,,,,
2010-12-31 21:55:32.560000,L5,257.09,208.59,180.56,245.25,267.09,268.16,263.18,262.12,273.16,278.25,282.37,274.90,288.53,279.58,284.58,279.14,275.75,266.09,273.79,269.11,264.15
2010-12-31 21:55:56.533000,L5,,,,,,,,,,,,,,,,,,246.22,256.78,253.72,250.38
2013-05-29 22:07:41.466000,L8,188.16,165.36,138.89,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,195.07,169.37,143.83,,,,,,,,,,,,,,,,,,
2013-06-30 22:07:36.163000,L8,195.80,151.80,133.48,,,,,,,,,,,,,,,,,,
2013-06-30 22:08:00.117000,L8,195.71,151.79,133.49,,,,,,,,,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,193.98,157.45,122.16,,,,,,,,,,,,,,,,,,
2013-09-02 22:07:40.639000,L8,189.85,159.17,137.40,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,189.72,158.96,137.04,,,,,,,,,,,,,,,,,,
2013-10-20 22:07:26.886000,L8,189.67,162.05,133.90,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:22.900000,L8,197.49,169.04,115.41,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:46.855000,L8,199.46,170.32,119.45,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:13.797000,L8,202.00,178.13,143.41,,,,,,,,,,,,,,,,,254.73,249.35
2013-11-21 22:07:37.752000,L8,199.15,174.82,142.01,,,,,,,,,,,,,,,,,,
2013-12-07 22:07:14.870000,L8,237.96,203.41,147.23,237.39,251.75,249.80,243.61,245.10,262.73,267.02,266.71,,270.97,269.54,256.98,246.52,,,,,
2014-01-24 22:06:45.554000,L8,191.06,158.13,133.02,68.79,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,192.02,159.61,134.80,75.40,,,,,,,,,,,,,,,,,
2014-02-09 22:06:33.299000,L8,191.94,161.04,139.89,72.03,,,,,,,,,,,,,,,,,
2014-02-09 22:06:57.254000,L8,191.10,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:06:20.497000,L8,191.75,161.17,142.83,133.39,,280.82,297.26,300.78,,,,,,,,,,,,,
2014-02-25 22:06:44.447000,L8,188.82,,,,,,,,,,,,,,,,,,,,
2014-03-29 22:05:52.007000,L8,,254.00,246.91,264.76,577.43,299.36,295.74,296.51,305.34,304.88,316.84,314.89,320.32,276.57,276.28,278.33,278.03,267.80,268.41,259.11,258.37
2014-03-29 22:06:15.961000,L8,276.82,184.23,157.07,234.54,251.45,248.76,242.74,244.80,258.88,264.68,264.97,261.46,270.95,273.56,271.56,269.75,264.36,264.62,264.07,256.47,252.75
2014-04-30 22:05:22.578000,L8,192.28,159.65,140.27,,,,,,,,,,,,,,,,,,
2014-04-30 22:05:46.536000,L8,191.07,157.02,139.25,,,,,,,,,,,,,,,,,,
2014-05-16 22:05:09.831000,L8,190.41,162.27,140.15,,,,,,,,,,,,,,,,,,
2014-08-04 22:05:38.545000,L8,193.05,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:05:42.763000,L8,192.03,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:06:06.726000,L8,199.10,160.24,133.19,,,,,,,,,,,,,,,,,,
2014-10-07 22:05:49.968000,L8,187.89,158.84,135.70,,,,,,,,,,,,,,,,,,
2014-11-08 22:05:52.173000,L8,190.06,161.41,139.18,,,,,,,,,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,189.53,160.18,138.85,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:24.487000,L8,205.32,204.58,157.37,232.29,247.01,248.32,237.98,240.38,256.56,262.88,260.55,,267.65,267.52,261.69,262.50,261.20,256.32,255.21,255.59,252.32
2015-02-28 22:05:48.437000,L8,189.46,197.68,144.96,87.64,,,,,,,,,,,,,,,,,
2015-07-06 22:05:06.214000,L8,236.35,198.74,163.43,297.09,310.17,267.41,303.73,307.84,316.49,324.94,327.11,323.25,336.62,279.46,329.00,306.12,329.37,270.40,265.03,280.76,286.98
2015-07-06 22:05:30.173000,L8,235.95,198.79,162.57,277.68,309.77,305.42,303.41,281.64,315.24,323.71,326.52,284.29,275.15,278.62,327.99,303.61,268.97,269.61,264.86,276.26,284.59
2015-07-22 22:05:37.569000,L8,195.10,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:05:24.610000,L8,189.13,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:05:48.569000,L8,188.96,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:05:43.801000,L8,223.01,188.96,149.51,237.48,248.88,251.20,243.75,243.47,259.16,264.96,264.65,264.56,270.49,269.51,269.18,266.59,262.45,259.35,257.57,254.99,256.41
2015-10-26 22:06:07.756000,L8,220.25,186.48,148.41,233.55,247.20,248.63,241.32,241.54,256.62,262.86,261.83,256.14,266.63,266.20,262.89,263.82,259.52,256.74,255.27,252.68,253.73
2015-12-13 22:05:45.605000,L8,,,,,,,,,,,,,,,349.89,345.72,332.52,306.06,329.66,339.77,267.57
2015-12-29 22:05:45.209000,L8,,,,,,,,,,,,,,,,,,,255.25,258.60,252.24
2015-12-29 22:06:09.164000,L8,,,,558.86,528.30,,,265.96,259.55,268.46,265.62,264.70,274.11,266.82,267.98,269.23,266.39,264.08,260.16,261.55,256.67
2016-03-02 22:05:31.567000,L8,217.74,166.04,143.69,229.40,,,,,,,,,,,,,,,,,
2016-03-02 22:05:55.525000,L8,222.98,192.44,147.69,233.64,245.54,243.30,238.28,237.52,255.68,261.12,261.18,256.71,263.41,,,,,,,,
2016-05-21 22:05:14.459000,L8,193.69,157.79,138.63,,,,,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,198.81,160.51,140.75,129.12,,,,,,,,,,,,,,,,,
2016-09-10 22:05:51.530000,L8,188.31,157.46,138.75,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,186.10,,,,,,,,,,,,,,,,,,,,234.45
2016-10-12 22:05:57.250000,L8,185.64,155.50,138.35,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,185.66,154.98,138.33,,,,,,,,,,,,,,,,,,
2016-10-28 22:05:59.220000,L8,208.63,175.43,156.52,233.96,251.51,252.16,244.74,246.36,259.16,267.60,268.01,268.58,270.74,264.76,,,,260.69,258.74,258.48,260.19
2016-10-28 22:06:23.178000,L8,208.04,174.52,156.40,232.94,249.78,250.46,243.15,243.58,257.06,266.35,266.19,266.51,268.33,262.12,,,,258.99,257.50,257.01,258.27
2016-12-15 22:06:18.115000,L8,249.70,182.78,161.49,237.74,253.41,253.31,244.76,248.70,260.77,268.74,267.64,266.63,273.43,273.83,275.84,272.50,,263.39,263.45,259.99,260.42
2017-01-16 22:05:47.126000,L8,192.82,165.98,158.31,94.35,,,,,,,,,,,,,,,,,
2017-01-16 22:06:11.085000,L8,192.83,164.90,158.87,94.97,,,,,,,,,,,,,,,,,
2017-02-01 22:05:40.248000,L8,257.18,176.05,167.91,241.50,256.71,252.48,246.83,251.71,262.51,270.43,269.81,270.15,274.05,275.36,274.75,275.53,271.23,269.35,263.51,267.02,260.16
