dates,nzd0154-0000,nzd0154-0001,nzd0154-0002,nzd0154-0003,nzd0154-0004,nzd0154-0005,nzd0154-0006,nzd0154-0007,nzd0154-0008,nzd0154-0009,nzd0154-0010,nzd0154-0011,nzd0154-0012,nzd0154-0013,nzd0154-0014,nzd0154-0015,nzd0154-0016,nzd0154-0017,nzd0154-0018,nzd0154-0019,nzd0154-0020,satname
1999-09-20 21:58:32+00:00,,,,218.32,186.09,228.48,186.9,224.22,200.21,,,,,,,,,258.88,253.52,249.14,,L7
1999-12-09 21:58:33+00:00,244.72,195.96,,211.13,185.49,228.6,190.365,218.275,199.575,246.19,241.17,223.35,250.36,257.53,257.9,261.33,247.08,260.1,254.89,250.87,188.13,L7
2000-03-14 21:58:35+00:00,230.405,195.34,,210.21,185.22,226.82333333333335,188.10666666666668,218.87333333333333,198.67666666666665,243.285,239.16,220.89999999999998,252.66000000000003,251.12,256.16999999999996,256.515,242.32,258.7133333333333,252.99333333333334,248.67333333333332,189.85500000000002,L7
2000-03-30 21:58:09+00:00,243.0,195.34,,206.155,184.78499999999997,225.995,188.71000000000004,216.2,197.90999999999997,243.285,239.16,220.89999999999998,252.66000000000003,251.12,256.16999999999996,256.515,242.32,258.63,252.73000000000002,248.44,189.85500000000002,L7
2000-08-05 21:57:08+00:00,242.14,194.72,,208.37,184.68,224.75,197.185,221.225,199.38,240.38,237.15,212.625,253.41500000000002,243.255,254.44,250.135,240.41500000000002,252.61,243.235,242.285,189.685,L7
2001-06-05 21:55:16+00:00,,,,,192.63,227.8,214.65,222.9,216.22,243.97,237.07,206.38,,242.37,255.89,262.03,250.04,,251.95,242.53,181.32,L7
2001-09-09 21:54:36+00:00,,,,,192.63,227.8,210.72,217.01999999999998,211.19,239.09,232.255,210.89499999999998,,244.35500000000002,255.89,257.695,239.575,251.02,246.64999999999998,243.425,181.32,L7
2001-09-25 21:54:04+00:00,,,,,192.63,226.235,213.93999999999997,218.97333333333333,215.04666666666665,240.06000000000003,234.12666666666667,221.89,256.31,246.7266666666667,256.365,257.0133333333333,241.62333333333333,255.05,248.5533333333333,244.41,189.905,L7
2001-10-11 21:54:09+00:00,,,,,192.63,225.79,215.42000000000002,218.445,215.39,240.305,233.61,226.6525,255.64499999999998,247.79,255.80666666666664,256.4925,243.7175,255.05,248.5533333333333,244.41,189.905,L7
2001-12-30 21:54:13+00:00,,,157.62,204.55,186.82,225.03,218.29000000000002,218.4025,210.48999999999998,241.2025,233.865,233.04,255.64499999999998,249.93,255.60333333333332,256.14250000000004,242.97750000000002,256.60999999999996,249.24666666666667,247.04,196.525,L7
2002-01-31 21:54:50+00:00,252.81,208.71,158.625,194.93,185.415,215.39249999999998,218.86399999999998,218.83,208.88400000000001,242.042,235.06800000000004,233.04,255.64499999999998,249.93,255.60333333333332,257.044,241.978,258.3425,250.4925,249.10750000000002,196.88333333333333,L7
2002-08-27 21:54:00+00:00,263.92,,,221.68,,235.83,233.2,235.21,,256.47,246.31,252.05,263.69,267.7,269.69,268.89,260.14,262.64,265.88,292.34,,L7
2002-12-01 21:53:52+00:00,260.475,198.76,,204.495,182.52,226.86,226.75,226.41500000000002,214.32,251.25,242.25,232.385,263.69,264.16999999999996,245.24,266.495,250.995,261.735,260.87,273.14,202.74,L7
2003-01-18 21:54:30+00:00,253.26333333333332,197.5,,204.495,182.52,226.86,223.86666666666667,223.70666666666668,204.68,248.36666666666667,240.4,232.01333333333332,263.69,255.97666666666666,238.5,263.55,249.39333333333332,260.3333333333333,257.56,263.69,202.46,L7
2003-03-23 21:54:16+00:00,247.93499999999997,197.5,,200.42000000000002,186.75,221.01999999999998,219.25,221.15666666666667,204.68,243.2733333333333,241.26,232.67666666666665,262.92,248.47333333333333,230.14666666666668,258.25,243.23000000000002,258.6433333333333,252.29666666666665,248.28,201.29666666666665,L7
2003-10-25 21:44:04+00:00,248.0,206.89,169.28,244.72,267.54,,,,,,287.59,292.62,293.04,,,,278.59,271.97,271.03,271.27,,L5
2004-02-14 21:44:33+00:00,237.005,191.605,169.28,244.72,247.925,236.29,227.52,212.27,221.28,231.85,287.59,292.62,293.04,,248.39,241.25,278.59,271.97,271.03,271.27,,L5
2004-04-02 21:45:18+00:00,246.8066666666667,199.92333333333332,172.305,242.89,252.48333333333335,252.20999999999998,246.48000000000002,212.27,221.28,231.85,279.42499999999995,285.58500000000004,287.235,282.55,266.40999999999997,262.025,278.05999999999995,270.785,272.335,267.08,,L5
2004-05-04 21:46:16+00:00,246.21000000000004,196.44,175.33,241.06,244.955,252.20999999999998,246.48000000000002,212.27,221.28,231.85,271.26,278.55,281.43,282.55,266.40999999999997,262.025,277.53,269.6,273.64,262.89,217.03,L5
2004-07-23 21:48:33+00:00,246.21000000000004,196.44,175.33,241.06,244.955,252.20999999999998,246.48000000000002,212.755,217.325,217.44,254.285,278.55,281.43,282.55,266.40999999999997,262.025,277.53,269.6,252.14,262.89,218.25,L5
2004-09-25 21:50:07+00:00,258.02,209.51,167.365,236.815,260.38,264.95,263.695,213.24,240.10000000000002,237.89999999999998,261.15000000000003,280.16499999999996,282.53999999999996,283.03499999999997,284.36,283.26,274.91999999999996,268.35,256.28999999999996,261.7,229.95666666666668,L5
