dates,satname,nzd0257-0000,nzd0257-0001,nzd0257-0002,nzd0257-0003,nzd0257-0004,nzd0257-0005,nzd0257-0006,nzd0257-0007,nzd0257-0008,nzd0257-0009,nzd0257-0021,nzd0257-0022,nzd0257-0023,nzd0257-0024,nzd0257-0025,nzd0257-0026,nzd0257-0010,nzd0257-0016,nzd0257-0017,nzd0257-0018,nzd0257-0019,nzd0257-0020,nzd0257-0011,nzd0257-0027,nzd0257-0012,nzd0257-0013,nzd0257-0014,nzd0257-0015
2015-01-27 22:06:23.288000,L8,300.66,287.77,276.05,271.02,272.54,257.29,251.09,255.10,270.12,277.86,263.27,258.40,250.05,249.32,262.81,252.05,273.46,279.83,316.52,271.11,270.09,263.59,,285.11,256.07,267.90,267.66,263.52
2015-02-28 22:06:12.396000,L8,,273.54,255.37,257.35,248.51,238.81,236.02,241.56,248.36,,,,,,,,,,,,,,,,,,,
2016-03-18 22:06:13.953000,L8,281.05,282.80,263.51,268.27,265.03,271.27,268.52,,,,,,,,,,,,,,,,330.65,,307.01,321.50,334.84,
2016-08-09 22:06:27.877000,L8,268.88,279.44,275.60,269.31,259.03,252.37,234.90,239.90,251.19,241.48,,,,,,,254.38,,,,,,,,,,,
2016-09-10 22:06:39.443000,L8,347.71,338.41,298.30,333.96,331.12,342.33,326.69,335.91,279.17,277.85,262.49,257.98,246.80,248.89,257.02,242.24,270.14,266.93,269.61,270.45,268.59,259.57,233.41,,244.73,271.52,265.15,260.75
2016-10-12 22:06:45.172000,L8,,,,,317.54,327.20,318.99,309.38,343.38,360.94,,,,,,,343.16,,365.66,332.91,357.06,339.60,342.99,264.24,,,,
2017-04-06 22:05:57.916000,L8,319.39,313.98,314.32,314.71,307.23,249.52,294.57,297.83,308.73,313.91,269.20,259.58,252.64,255.37,258.75,351.42,324.64,277.40,274.63,274.37,273.31,267.14,347.88,369.91,250.55,269.16,263.10,274.67
2017-04-22 22:05:48.327000,L8,325.48,285.92,274.14,269.29,300.81,319.37,348.62,328.92,333.74,279.25,266.77,264.88,252.03,252.67,264.36,371.48,272.67,277.98,271.15,275.50,271.96,264.26,247.35,,253.19,270.44,264.84,264.61
2017-05-08 22:05:47.247000,L8,298.38,298.33,293.77,296.68,300.34,297.18,302.51,283.58,304.79,325.64,,,,,,,340.96,,,,,,336.54,,347.08,347.99,,
2017-11-16 22:06:40.336000,L8,291.89,288.69,269.37,269.53,271.17,261.30,250.74,249.35,278.60,276.64,308.63,260.77,249.66,305.27,319.25,317.92,270.49,273.20,270.76,313.99,290.73,329.22,,357.39,250.89,275.11,265.07,262.73
2017-12-02 22:06:34.857000,L8,296.81,295.09,279.84,278.65,283.86,282.21,290.96,299.83,322.30,328.31,311.86,307.38,292.70,296.41,305.61,317.19,345.96,336.40,330.88,301.01,315.86,322.34,323.53,322.00,358.75,360.00,339.67,281.92
2018-03-08 22:06:03.851000,L8,355.21,307.16,301.52,314.73,315.22,324.05,315.11,324.40,280.09,340.21,270.24,260.65,256.32,259.48,262.52,247.93,364.19,275.94,272.66,276.93,271.77,265.81,,,255.13,272.96,267.91,261.26
2018-11-19 22:06:22.186000,L8,,,228.99,241.87,244.32,259.52,242.60,238.71,248.75,,,,,,,,,,,,,,,258.37,,,,
2018-12-21 22:06:18.644000,L8,268.00,279.03,245.23,265.31,251.60,238.86,231.42,240.28,248.22,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:11.622000,L8,284.57,279.95,263.38,264.62,244.21,238.59,231.45,240.19,245.32,,,,,,,,,,,,,,,,,,,
2019-03-27 22:05:59.546000,L8,289.62,280.77,263.26,264.14,239.20,231.83,233.65,239.80,246.54,,,,,,,,,,,,,,,,,,,
2019-04-12 22:05:54.693000,L8,290.43,282.98,265.42,265.43,247.10,240.38,235.58,242.91,254.30,245.85,,,,,,,256.36,,,,,,,,,,,
2019-08-18 22:06:35.194000,L8,304.42,290.68,277.52,280.90,265.65,277.75,297.71,310.58,336.40,356.36,263.19,258.34,245.09,245.81,254.14,341.86,361.30,269.88,268.29,269.00,273.80,263.15,337.83,,239.93,273.94,262.04,262.28
2019-10-21 22:06:49.847000,L8,291.46,282.77,270.37,269.45,259.21,253.31,250.01,251.21,278.18,276.06,265.02,261.48,251.52,252.73,258.83,255.33,265.59,274.66,270.14,272.37,269.12,264.39,235.25,359.96,256.76,273.43,267.50,261.88
2019-12-08 22:06:44.689000,L8,301.35,310.28,317.68,267.74,251.92,244.54,245.05,247.41,261.57,272.66,263.42,255.50,245.57,252.00,251.38,249.55,269.16,379.26,363.44,363.89,361.58,262.17,357.31,275.78,361.48,349.12,387.65,372.12
2020-02-10 22:06:28.847000,L8,286.91,282.62,274.64,275.26,281.51,281.35,282.69,295.33,305.25,323.91,,,,308.97,311.81,308.20,256.28,353.48,,,,,334.68,335.48,334.62,369.97,377.17,359.04
2020-03-13 22:06:18.160000,L8,299.75,287.83,278.86,271.25,260.43,303.51,249.82,258.92,281.82,283.20,258.96,251.08,250.11,247.32,253.80,350.48,282.13,,380.54,379.57,263.85,254.77,306.70,363.42,282.11,279.19,262.25,
2020-03-29 22:06:09.106000,L8,294.61,284.18,263.36,266.26,251.32,236.07,232.74,241.02,251.58,232.60,368.91,,,,,,,376.17,375.79,376.10,380.31,349.93,,,,,,
2020-10-07 22:06:45.752000,L8,285.07,282.33,266.03,270.95,261.12,248.46,248.41,245.63,268.99,271.39,363.75,256.89,242.90,246.30,260.39,326.41,265.41,265.96,267.62,342.88,353.91,356.72,369.33,334.67,,,,259.22
2021-02-12 22:06:31.303000,L8,298.50,294.16,285.00,272.72,286.80,242.34,292.41,293.41,304.62,322.21,330.96,313.12,315.86,312.29,312.62,316.55,252.38,,,,,337.29,,322.14,,,,
2021-03-16 22:06:15.871000,L8,,,241.79,242.75,231.90,232.38,226.31,233.71,244.57,,,,,,,,,,,,,,,,,,,
2021-05-03 22:05:56.714000,L8,350.25,342.99,353.41,270.06,265.19,250.85,252.54,253.29,281.36,277.02,262.82,258.43,249.21,248.91,250.81,,269.91,273.20,271.79,274.98,269.07,264.70,,,260.32,273.42,262.93,263.98
2022-01-14 22:06:39.395000,L8,278.29,271.95,250.15,252.32,245.90,241.50,231.34,240.13,241.91,,,,,,,,,,,,,,,,,,,
2022-01-22 22:06:42.172000,L9,356.06,285.18,270.70,299.62,311.71,323.72,322.46,338.00,362.65,338.34,264.34,257.65,250.53,248.99,255.45,249.96,349.07,272.57,269.47,271.42,270.98,262.25,342.42,332.11,335.58,347.91,346.94,258.57
2022-01-30 22:06:34.320000,L8,290.33,280.31,266.27,263.98,257.72,251.17,248.36,253.27,278.76,273.83,,,,,,,265.15,,,,,,,309.29,,,,
2022-02-23 22:06:32.050000,L9,272.29,277.27,346.63,345.88,336.80,331.93,338.22,245.64,254.83,244.71,,,,,,,258.40,,,,,,,,,,,
2022-03-27 22:06:22.460000,L9,287.25,285.45,267.77,266.15,258.26,247.75,251.25,249.29,274.24,277.48,262.74,256.33,250.06,250.06,261.70,246.88,268.96,270.76,270.51,271.23,268.30,264.20,233.48,,356.73,,,257.52
2022-04-28 22:06:11.016000,L9,322.92,316.88,306.47,289.41,289.46,295.22,303.61,315.08,335.20,314.95,264.61,261.31,252.91,249.94,263.57,341.97,350.10,270.64,269.69,274.63,271.05,266.46,355.63,,349.80,346.41,359.34,254.86
2022-05-06 22:06:17.651000,L8,359.68,308.88,318.50,269.39,264.49,310.48,296.68,347.62,358.42,358.76,266.53,262.60,253.22,253.22,254.94,,353.55,372.79,386.56,277.09,272.57,268.01,,,347.75,348.59,345.32,357.94
2022-06-15 22:06:03.914000,L9,,,234.08,263.52,234.57,227.05,225.36,227.54,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:06:56.211000,L8,284.17,282.26,274.05,267.43,260.14,251.80,244.48,243.57,260.30,242.86,,,,,,,258.43,,,,,,,,,,,
2022-09-03 22:06:40.023000,L9,,,237.57,257.53,251.20,241.34,231.46,236.82,254.28,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:53.495000,L9,,,,,,,,,,,,,,,,,,370.07,365.17,366.31,,,,348.87,,356.55,372.85,369.42
2022-12-24 22:06:50.044000,L9,274.89,279.53,259.75,267.94,257.03,244.83,240.68,244.36,259.07,265.64,336.44,343.49,240.87,317.08,324.32,329.77,263.30,,,,,329.06,,334.04,,,,
2023-02-18 22:06:37.945000,L8,320.34,310.69,311.73,306.65,259.66,251.24,253.65,253.36,277.59,274.04,336.16,342.03,338.96,250.37,258.46,246.80,268.61,346.16,270.39,271.30,270.34,260.49,350.49,278.57,355.24,335.72,345.61,354.57
2023-03-14 22:06:35.185000,L9,284.93,282.67,343.96,336.82,317.78,330.45,250.52,253.87,277.07,282.52,349.70,339.89,357.09,357.96,258.46,245.80,270.63,367.19,369.30,348.64,360.93,350.00,,,247.34,269.07,353.31,360.08
2023-03-30 22:06:23.236000,L9,293.09,283.70,270.13,266.11,260.80,247.82,249.34,248.65,279.46,274.76,263.03,260.45,249.82,250.02,256.42,,267.45,272.82,268.96,270.86,270.00,265.42,234.77,262.35,247.10,265.73,265.22,264.45
2023-04-07 22:06:04.212000,L8,282.61,284.62,269.82,264.53,256.31,245.54,239.95,242.73,255.86,259.99,339.20,334.40,315.98,306.43,314.36,335.97,258.43,,,346.87,342.98,344.74,334.01,334.07,,,,
2023-04-15 22:06:16.894000,L9,290.93,286.86,270.64,269.10,260.66,251.54,250.96,252.98,265.64,269.18,261.51,258.77,247.87,249.05,252.58,,265.63,265.27,264.12,270.06,265.95,261.20,,,234.45,250.97,262.25,260.52
2023-04-23 22:05:57.137000,L8,344.58,290.31,272.79,267.33,321.88,313.38,322.39,308.75,277.26,,259.36,251.47,245.72,242.37,245.18,,,,338.00,346.41,325.33,258.10,,,334.37,229.00,377.00,
2023-05-25 22:05:44.594000,L8,280.69,283.28,263.90,264.84,260.15,249.19,247.03,246.73,260.19,262.67,,,,,,,261.73,,,,,,,,,,,
2023-06-10 22:05:51.824000,L8,289.13,284.99,269.57,266.73,262.63,252.21,247.30,249.00,269.26,271.62,,,,,,,268.38,,,,,,,,,,,
2023-08-21 22:06:16.088000,L9,282.13,284.92,265.73,267.47,260.63,250.88,244.09,248.71,259.74,259.10,336.97,349.45,361.40,356.79,,,264.55,357.43,355.63,353.77,347.92,339.85,336.02,,338.97,344.66,349.05,356.77
2023-08-29 22:06:26.093000,L8,,,,242.65,231.02,233.28,229.94,239.00,250.55,325.19,,,,,,,333.25,,,349.89,353.74,352.94,,,,,,
2023-11-09 22:06:36.795000,L9,289.90,285.39,267.15,267.77,262.22,254.01,251.44,251.57,280.81,279.97,269.87,260.16,251.00,251.79,261.07,256.91,272.41,275.51,272.15,273.80,273.15,267.70,336.70,287.13,355.37,268.36,265.93,262.15
2023-11-25 22:06:44.562000,L9,301.12,296.76,299.66,305.06,307.78,313.99,315.79,320.73,317.17,326.72,306.82,304.67,295.50,263.04,300.45,310.47,296.63,358.16,355.60,354.76,365.75,371.61,309.27,310.27,322.81,366.37,349.65,343.37
2024-01-12 22:06:42.879000,L9,294.05,288.30,271.10,266.27,263.04,253.01,290.32,295.83,310.52,312.05,267.76,261.70,254.24,253.40,333.19,341.63,272.14,274.16,273.17,276.33,273.83,267.46,234.38,356.59,250.39,266.68,267.23,260.81
2024-01-28 22:06:42.172000,L9,314.63,298.91,284.21,293.49,284.60,282.86,299.36,314.72,319.29,337.95,263.46,258.25,250.90,250.04,257.96,245.61,329.03,272.68,274.39,276.08,273.56,264.63,328.00,309.10,246.37,261.48,263.85,261.83
2024-02-13 22:06:41.897000,L9,276.75,279.12,251.80,263.68,255.52,242.56,238.44,243.78,255.40,246.03,,,,,,,253.59,365.76,,,,,356.46,254.26,354.81,,375.69,348.03
2024-02-29 22:06:35.434000,L9,286.49,286.49,279.06,267.74,293.91,252.37,271.15,271.45,288.18,305.34,267.24,260.94,250.90,249.44,262.02,248.54,270.09,349.69,383.72,372.00,372.64,268.39,,,249.07,353.53,368.08,360.47
2024-03-24 22:06:06.022000,L8,,,,268.13,271.18,282.91,282.49,296.58,251.69,,,,,,,,,352.37,,,,,,,325.64,333.91,347.18,356.95
2024-04-17 22:06:15.767000,L9,364.84,356.73,274.05,269.59,262.22,256.06,248.35,337.12,320.21,300.15,264.13,268.23,256.24,256.11,263.17,341.71,334.13,275.78,273.71,275.84,271.73,268.44,343.44,365.24,252.19,267.43,266.64,261.32
2024-05-03 22:06:01.963000,L9,379.07,364.16,363.18,327.52,344.35,318.55,345.11,252.14,281.35,281.48,266.94,264.47,260.98,253.35,254.28,340.58,273.58,273.86,275.35,276.12,276.67,267.76,233.16,,250.78,268.04,266.65,260.81
2024-06-04 22:05:47.886000,L9,295.38,286.97,276.46,291.91,282.99,289.17,292.00,309.19,333.35,346.86,260.52,257.13,243.93,350.29,,,356.23,,268.14,266.30,265.84,257.75,352.77,,335.57,353.06,362.27,
2024-06-20 22:05:30.931000,L9,288.16,282.08,271.92,265.67,259.26,255.84,249.28,251.52,269.47,255.64,,,,,,,264.41,,,,,,,,,,,
2024-11-11 22:06:27.642000,L9,273.24,275.87,255.97,262.85,257.24,254.73,241.36,251.60,257.67,250.84,,,,,,,263.34,,,,,,,,,,,
2025-01-14 22:06:37.191000,L9,278.81,278.24,259.09,264.46,256.22,247.65,241.71,245.61,256.28,256.43,332.77,343.19,333.96,296.78,250.85,,258.65,,,,262.38,252.78,,,,,,
2025-05-06 22:06:06.538000,L9,295.97,287.01,318.48,322.83,321.94,335.95,342.85,326.43,358.41,279.67,372.74,266.14,254.56,252.13,247.93,,271.25,344.93,338.48,347.04,350.98,358.62,,,252.70,354.77,346.78,339.12
2025-06-07 22:05:53.033000,L9,269.79,277.64,255.74,261.39,249.66,239.30,233.89,240.17,249.31,238.25,,,,,,,251.60,,,,,,,,,,,
2025-06-15 22:06:04.647000,L8,269.79,278.68,258.00,261.42,254.72,240.56,239.36,241.44,252.16,241.56,,,,,,,251.55,,,,,,,,,,,
2025-07-25 22:06:18.368000,L9,266.87,277.33,255.10,261.13,253.92,240.64,233.79,238.84,253.13,228.46,,,,,,,,,,,,,,,,,,
2025-08-26 22:06:33.318000,L9,,,,,,,328.28,340.97,347.36,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:43.857000,L8,274.85,275.48,248.78,268.72,260.55,248.41,236.63,244.18,256.05,246.43,,,,,302.81,318.94,260.79,,,,,,,320.92,,,,
2025-11-14 22:06:48.423000,L9,287.74,283.99,345.74,326.56,342.63,,,,,,,,,,,,,343.07,270.13,,,,,,,,,367.30
