dates,satname,nzd0042-0000,nzd0042-0001,nzd0042-0002,nzd0042-0003,nzd0042-0004,nzd0042-0005,nzd0042-0006,nzd0042-0007,nzd0042-0008,nzd0042-0009,nzd0042-0010,nzd0042-0011,nzd0042-0012
1999-07-25 22:04:15.362000,L7,,,,307.38,307.47,330.95,335.33,335.17,341.51,340.92,346.22,347.81,341.53
1999-09-27 22:04:25.056000,L7,414.15,345.52,327.64,327.09,371.31,357.58,369.51,344.95,371.35,390.34,66.14,147.72,405.14
1999-10-04 22:10:38.131000,L7,346.58,336.99,336.14,342.66,326.25,326.27,311.25,325.04,318.66,322.17,129.90,191.16,240.71
1999-11-14 22:04:18.343000,L7,382.36,331.18,331.43,331.93,335.34,345.61,338.27,341.68,348.56,346.29,351.09,351.22,351.38
1999-11-21 22:10:24.244000,L7,349.13,345.31,331.53,,,,,,,,126.36,320.72,310.27
1999-12-07 22:10:30.042000,L7,451.81,394.76,403.60,398.84,409.34,413.52,407.98,392.93,397.30,392.11,390.66,374.07,357.16
2000-01-17 22:04:11.868000,L7,,386.65,395.11,371.14,392.49,392.46,395.60,408.53,409.56,429.51,402.54,396.34,405.16
2000-02-09 22:10:19.398000,L7,413.39,339.85,329.57,,,,,,,,,233.45,
2000-03-28 22:10:07.233000,L7,,,,,,,,,,,,212.04,260.03
2000-04-29 22:09:53.797000,L7,,,,,,,,,,,,303.72,316.42
2000-05-24 22:03:22.722000,L7,,,,,,,,,,337.54,346.01,353.44,342.12
2000-08-03 22:08:44.137000,L7,,,,360.44,336.69,349.09,352.31,340.50,354.26,350.84,344.02,339.39,317.20
2000-08-12 22:02:30.151000,L7,390.85,349.08,340.84,369.16,348.56,343.61,349.28,349.26,354.85,351.52,363.77,369.08,360.43
2000-09-04 22:08:22.800000,L7,,,,,,,,,,,,122.14,177.13
2000-11-07 22:07:53.532000,L7,,,,,,,322.36,325.07,331.67,337.69,317.00,324.78,323.53
2001-02-27 22:07:54.461000,L7,445.80,398.54,,337.13,359.71,339.82,337.47,339.44,334.81,348.11,333.76,331.52,315.18
