dates,satname,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0003,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0179,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0084,nzd0303-0089,nzd0303-0090,nzd0303-0107,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0180,nzd0303-0181,nzd0303-0013,nzd0303-0014,nzd0303-0040,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0150,nzd0303-0004,nzd0303-0012,nzd0303-0015,nzd0303-0016,nzd0303-0168,nzd0303-0011,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0091,nzd0303-0009,nzd0303-0010,nzd0303-0122,nzd0303-0123,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0005,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0158,nzd0303-0159,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0008,nzd0303-0017,nzd0303-0083,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0007,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0006,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0099,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0121,nzd0303-0124,nzd0303-0082,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0132,nzd0303-0133,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0098,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0097,nzd0303-0081,nzd0303-0048,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0130,nzd0303-0131,nzd0303-0052,nzd0303-0053,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0096,nzd0303-0066,nzd0303-0067,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0050,nzd0303-0051,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0095,nzd0303-0049,nzd0303-0076,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0068,nzd0303-0128,nzd0303-0129,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0111,nzd0303-0125,nzd0303-0126,nzd0303-0127
2006-08-23 21:54:11.272000,L5,,,,277.02,321.66,338.35,297.79,296.66,317.42,335.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:54:44.695000,L5,312.65,344.97,332.63,285.86,326.97,344.27,302.06,304.40,321.31,,358.80,,,,,318.83,349.33,355.23,259.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.04,,,,,,350.56,297.53,360.84,350.89,342.99,373.63,,,,,,376.73,370.78,368.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-13 21:55:19.357000,L5,,372.72,384.95,272.69,316.67,362.63,357.34,305.15,325.87,343.37,310.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:01:45.476000,L5,,,,270.77,336.36,343.76,305.23,310.97,325.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.93,338.58,,,,,,,,345.26,377.12,,,375.46,306.01,278.55,281.41,264.37,,,,,387.34,,,,308.65,287.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-30 21:55:36.438000,L5,,,,283.73,330.25,349.92,311.53,306.73,326.38,347.93,,,,,333.53,347.27,287.51,283.90,248.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25 21:57:13.056000,L5,331.60,355.55,343.64,281.97,339.97,353.08,313.27,308.34,326.48,390.52,357.80,,,,,,,,,335.37,346.03,378.21,376.30,,,,,,,,,,,,,,,,,,,,,355.56,,,,,,,,,,,,,,,,343.54,,,,,,358.61,323.69,367.30,367.42,370.28,375.28,,,,,,,373.52,370.32,368.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:22.162000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.26,,,,,,,,,,,,,,,,,,,,,,,,,385.90,332.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.78,273.19,298.02,,,,,313.26,314.78,,,,306.82,297.64,,,,,,,,,,,,,,,293.01,319.93,306.54,276.34,,,,,,,,,
2009-12-12 21:57:25.758000,L5,,,,299.74,341.39,356.01,317.99,316.39,329.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.74,349.27,,360.53,293.99,,,258.29,,319.95,366.34,374.04,,310.84,,,,,,,,362.25,372.68,,,,,,,,,,,,,,,,,,,361.68,,,,,,277.42,380.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:57:37.192000,L5,,,,282.59,335.52,350.41,313.34,303.63,320.62,391.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:57:41.230000,L5,,,,290.64,339.30,351.39,310.14,306.96,321.23,384.43,,,,,,344.92,288.16,283.05,253.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:56:49.113000,L5,,,,,,,,,,,,,,,332.35,331.17,288.38,283.23,255.72,,,,,,,373.61,335.70,312.80,290.90,295.57,,,,,,,,,,,,,,,,273.84,,,,,,362.28,342.61,,,,,,,,335.03,363.97,376.71,,374.60,,,,,,,,365.91,383.37,,,,,,,,,,,,,,,,,,,366.75,,,,,,,368.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31 21:56:44.336000,L5,,,,292.17,344.37,353.38,339.52,338.24,326.33,347.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25 21:50:35.036000,L5,,,,287.92,346.59,357.85,328.04,313.56,330.64,354.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:56:48.782000,L5,253.52,275.77,347.18,375.77,,,,,,,,,,,,,,342.22,304.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.29,,,,,,,,,,,,,,,,,292.08,294.16,322.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:08:47.205000,L8,,,,306.80,355.90,365.38,342.22,312.38,328.03,366.83,,,,,,,,,,339.87,376.47,358.08,364.17,,,,,,,,,290.31,372.62,304.04,309.43,343.59,391.19,,346.02,382.33,374.30,,391.38,325.15,306.94,,,,,,,351.24,352.88,,362.94,,,,291.18,345.07,325.86,324.52,326.07,,264.98,,,,,,,356.66,379.29,368.43,,,,,,361.01,,,,,,,,,,,,,366.51,,,,268.05,267.86,266.91,291.19,,,,,350.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:53.334000,L8,,346.66,314.47,,,,,,,,374.08,,,,,,,,,,,,,,,,,,,,,,,,,316.02,362.89,322.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.35,352.98,305.81,331.59,355.21,358.57,301.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07 22:02:40.903000,L8,,,,287.67,347.53,352.56,339.52,332.53,321.52,336.80,,,,,,,,,,333.24,380.46,381.46,,,,,,,,,,,,,,,,,,,,,362.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23 22:02:34.637000,L8,,,,296.28,350.70,359.28,332.69,301.06,319.70,331.90,,,293.97,308.01,295.06,298.69,288.25,287.78,253.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:08:48.035000,L8,,332.84,303.23,,382.37,365.26,343.73,309.53,328.38,,,,,,,,,,,320.43,332.85,354.04,358.12,361.61,349.71,369.56,369.77,365.74,374.10,380.97,,,,,,,,,,,,,381.93,,,,,,,,,356.35,341.53,,,,,,320.83,,323.13,344.50,336.44,,366.86,332.47,345.51,368.28,,,,,333.02,374.57,,,302.40,353.58,369.42,,,,,,,,,,,,,,370.84,370.88,380.48,314.80,275.39,269.50,353.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25 22:02:37.865000,L8,,,,,,,,,,,,,,,,294.01,284.43,287.60,280.05,,,,,,,,,,,,,,,,,,,,342.07,297.48,,,,,,,,,,,,380.45,,,,,,,349.07,,329.26,,,275.14,364.55,,,,,,,,373.75,367.51,,,,,,,358.63,,,,,332.91,338.12,,,,,,,,,,319.18,320.26,286.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.84,336.77,282.29,,,,,,,,,,,,,307.73,,,,,,,,,,,,,,,,,,,,,,,,,358.07,,,,,,,,,,,,,
2013-08-17 22:08:51.042000,L8,,,,312.47,368.23,373.95,344.58,310.09,329.79,384.57,,,,,,,,,,342.92,356.27,356.25,367.97,,,,,,,,,291.01,376.92,321.17,370.88,353.12,391.34,,345.74,381.70,379.98,,,331.45,307.97,,,,,,,361.83,346.99,,,,,,,,331.62,380.75,357.14,,311.44,347.88,338.60,,,,,357.85,339.15,372.97,,,331.32,361.74,358.54,,,,,,,,,,,,,,366.52,,,,,,,366.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:52.512000,L8,,,,300.51,351.94,359.02,316.57,297.18,318.09,331.96,,303.69,292.13,309.72,295.13,294.58,286.22,285.67,253.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.60,258.12,304.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.43,287.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29 22:02:22.230000,L8,,,,301.49,344.58,352.68,356.84,330.75,330.04,333.90,328.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.63,,,,,,,,,,,,,,,,,,,,292.51,,,,,,,,,,,,,,,,,,,,,310.55,338.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14 22:02:21.400000,L8,,,,298.82,351.55,353.24,302.75,295.79,311.83,334.89,,311.97,286.88,311.09,296.43,282.04,290.49,285.72,247.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.60,279.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:08:25.669000,L8,,,,295.19,351.09,355.64,317.33,300.41,315.31,333.22,,327.32,285.80,313.16,292.47,288.38,289.92,287.89,251.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30 22:02:16.559000,L8,,,,301.02,356.26,362.76,338.25,309.66,325.90,346.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16 22:02:09.908000,L8,,,,294.83,354.18,358.76,333.47,302.47,316.56,341.82,,,293.80,316.39,299.43,294.05,294.67,293.68,254.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:57.409000,L8,,,,293.27,353.39,355.43,318.12,302.26,318.82,336.05,,315.23,294.73,311.84,299.40,296.17,292.10,287.68,254.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-02 22:01:41.567000,L8,,,,300.78,357.30,359.28,343.54,311.44,324.71,352.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.79,325.12,,,248.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:07:32.361000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.33,294.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06 22:01:13.234000,L8,,,,298.88,355.21,361.36,339.07,305.86,319.56,337.86,,306.80,300.44,315.46,304.09,304.03,297.41,288.73,249.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.85,294.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:34.437000,L8,,344.58,351.93,309.58,362.57,373.50,349.53,321.57,334.02,394.47,377.00,,,,,,,,,,,,,,,,,,,,,297.21,376.45,321.17,311.49,345.44,384.61,,347.21,320.45,375.17,,,,,,271.41,,,,,,,,356.31,,,309.95,296.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.89,264.52,260.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:06:21.708000,L8,,,,307.93,361.18,367.76,345.91,316.45,329.14,390.94,,,,,,,,,,344.66,338.30,359.32,373.00,,,,,328.39,358.12,371.08,,287.44,309.10,301.16,290.97,341.51,371.64,,,,,,389.38,,,,275.72,,,,,372.27,335.79,,360.91,,,307.68,292.35,,333.94,376.75,332.78,,291.89,,,,,,,,378.89,385.21,,,313.99,365.53,373.66,,,,,,,,,,,,,,371.51,368.79,,,273.01,263.90,258.49,345.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-25 22:00:10.718000,L8,,343.62,342.35,,,,,,,,377.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.23,,,,,,,,,,257.27,295.96,,,,,,,375.20,340.64,373.76,,,,,,378.01,382.10,,,284.96,365.14,373.93,,,,,,,,,,,,,,358.08,,,,,,,371.33,348.73,266.18,340.15,340.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:26.739000,L8,,,,308.33,356.99,370.35,346.51,311.62,380.29,,,,,,,,,,,338.61,335.89,358.43,366.24,,346.35,322.12,361.51,357.65,376.46,379.52,,,,264.07,286.05,334.00,364.81,341.46,,,,,384.15,301.42,310.62,372.64,261.82,,,,,353.99,306.31,,,242.52,302.69,262.47,328.77,,320.10,336.07,273.22,,355.87,337.74,342.30,368.83,,,,354.04,332.84,344.81,,,296.22,364.23,372.66,,,,,,,,,,,,,,359.33,,390.88,235.62,272.45,265.00,355.43,357.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.49,,,,,336.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-17 22:06:32.826000,L8,,,,309.65,362.89,370.74,348.34,312.00,378.58,,,,,,,,,,,321.13,336.54,350.80,363.37,359.48,364.18,371.43,369.71,369.55,308.44,320.79,,,,260.28,284.18,330.59,363.17,371.40,,,,,381.55,,,360.91,269.51,,,,,,,,,241.59,307.05,264.96,326.48,,,,,,349.83,335.08,333.74,371.45,,,,,328.06,332.91,,,,363.27,371.02,,,,,,,,,,,,,,334.67,,379.24,,297.37,265.68,345.80,352.69,,,,,,,,,360.09,,,,,,,,,,,,,,,,,,,,,,,347.87,393.88,,,,,,,,371.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:06:38.032000,L8,,,,308.13,357.35,364.87,344.05,310.47,329.03,,,,,,334.44,310.88,293.15,295.38,256.58,342.05,365.49,352.67,367.72,341.85,316.75,369.30,363.07,365.55,378.71,388.57,,271.49,298.47,265.56,284.70,333.50,368.21,,,,,,385.50,,,365.95,270.29,,,,,376.51,331.27,,,,283.18,312.76,,,324.45,380.18,323.44,,265.07,342.79,341.21,,,,,,375.36,381.64,,,307.46,366.52,374.41,,,,,,,,,,,,,,370.51,,,,,,,,,,,,,,,,353.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-12 22:00:31.114000,L8,,,,310.48,356.93,364.89,342.62,310.14,378.40,,,,,,,,,,,313.98,331.95,348.91,355.81,314.25,311.18,301.28,304.28,310.92,304.74,315.73,,,,,,,,,,,,,375.45,,,356.83,258.98,,,,,275.28,305.54,,,245.94,305.03,266.35,,,,331.43,263.24,,309.82,326.15,335.64,363.40,,,,,328.71,340.93,,,266.86,363.74,366.25,,,,,,,,,,,,,,333.58,,350.33,,,,,344.19,,,,,367.96,,,,309.68,,,,,,,,,,,,,,,,,,,,,,,394.56,391.62,,,,,,367.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:06:50.418000,L8,,343.72,349.01,306.02,359.22,367.75,344.17,308.20,327.05,395.63,,,298.27,312.30,303.41,305.19,292.70,292.27,255.76,,,,,,,,,343.57,363.10,373.61,,,378.45,317.74,375.76,347.18,391.66,,,,,,,,,,,,,,,373.75,340.91,,357.68,336.56,,,286.47,,332.04,381.76,,,301.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13 22:00:42.730000,L8,,,,300.79,354.86,361.86,343.48,306.33,324.23,344.75,,,295.23,310.83,300.91,303.61,290.41,293.31,258.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29 22:00:44.046000,L8,,,,293.02,351.09,351.27,306.35,295.41,311.60,328.06,,298.88,278.88,299.96,291.07,289.08,278.49,280.22,248.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.37,253.70,285.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.53,280.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:04.045000,L8,,,,302.61,356.20,363.14,343.07,309.07,323.81,352.65,,322.84,295.30,314.61,302.53,303.29,296.33,292.38,258.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.59,346.30,,,,,,,,363.31,378.53,384.98,,388.10,,,,,,,,,391.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17 22:00:50.637000,L8,,,,305.70,358.32,368.04,344.28,311.09,329.62,361.61,,,297.43,320.83,303.96,308.07,298.35,294.21,260.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.05,325.81,,,,,,,,340.61,340.76,357.97,,372.15,,,,,,,,355.81,347.99,,,,,,,,,,,,,,,,,,,367.68,,,,,,,367.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:06:54.981000,L8,,,,303.31,357.87,362.55,344.49,310.62,336.01,,,,292.89,314.37,301.17,303.56,296.37,293.28,253.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.64,344.07,,,,,,,,365.26,,,,383.23,,,,,,,,388.49,379.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 22:00:41.874000,L8,,,,294.75,358.87,355.86,346.65,310.42,317.11,350.76,,,,,302.37,306.66,297.30,295.13,253.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20 22:00:37.655000,L8,,,,296.93,358.66,364.30,347.96,310.60,320.19,349.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27 22:06:47.246000,L8,,,,298.71,359.68,361.03,342.84,308.33,325.28,339.60,,314.93,293.87,314.92,301.20,299.86,294.86,292.29,254.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
