dates,satname,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0003,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0179,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0084,nzd0303-0089,nzd0303-0090,nzd0303-0107,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0180,nzd0303-0181,nzd0303-0013,nzd0303-0014,nzd0303-0040,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0150,nzd0303-0004,nzd0303-0012,nzd0303-0015,nzd0303-0016,nzd0303-0168,nzd0303-0011,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0091,nzd0303-0009,nzd0303-0010,nzd0303-0122,nzd0303-0123,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0005,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0158,nzd0303-0159,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0008,nzd0303-0017,nzd0303-0083,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0007,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0006,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0099,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0121,nzd0303-0124,nzd0303-0082,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0132,nzd0303-0133,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0098,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0097,nzd0303-0081,nzd0303-0048,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0130,nzd0303-0131,nzd0303-0052,nzd0303-0053,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0096,nzd0303-0066,nzd0303-0067,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0050,nzd0303-0051,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0095,nzd0303-0049,nzd0303-0076,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0068,nzd0303-0128,nzd0303-0129,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0111,nzd0303-0125,nzd0303-0126,nzd0303-0127
2001-12-30 21:55:25.157000,L7,,352.49,352.02,286.84,313.76,329.36,303.05,315.17,387.34,,386.58,,,,,,347.38,352.90,266.99,,,,,,,,,,,,,278.98,381.26,281.98,291.79,392.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:55:42.088000,L7,,,,,,,,,,,,,,,,,,,,,,,,329.92,320.49,301.54,309.22,334.09,320.87,335.96,,,,,,,,,,,,,,,,356.04,,,,,,,,,,,,,,,,,,324.90,,,,,,,,,,,,,,,,,354.60,354.78,352.28,,,,,,,,,,,,,,,,,,255.89,253.79,271.05,326.60,,,,,315.43,,,,,,,,,,308.24,321.63,332.81,345.62,356.12,331.72,324.37,284.39,,,,,,325.71,376.74,349.80,350.71,,,,366.03,,,,,,,332.40,,,,,,,,,,,,,,,,,,358.92,370.69,,,,,,,,,,,,,,,,,
2002-02-25 21:49:35.857000,L7,355.87,381.41,286.16,274.04,301.21,315.71,284.08,303.13,318.44,336.09,,,301.33,311.27,299.73,298.90,283.94,279.64,250.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-04 21:55:45.898000,L7,,,,275.40,298.38,321.19,283.88,306.69,324.78,337.05,,305.72,307.52,304.39,307.54,305.30,294.06,280.30,254.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-14 21:49:26.507000,L7,,,,268.64,295.04,316.67,279.76,297.10,319.24,330.67,,300.64,296.25,301.77,298.83,301.63,284.75,281.02,249.72,,,,,,,,,,,,387.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-16 21:49:21.851000,L7,259.91,269.42,276.47,265.73,289.66,315.89,274.55,300.29,318.32,327.63,,292.79,284.99,293.35,291.42,287.88,280.52,276.03,242.32,,,,,,,,,,,,383.16,,318.72,373.79,294.13,332.10,375.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-20 21:48:46.449000,L7,,,,273.12,299.39,322.43,285.04,300.67,319.15,345.13,,,,,,339.55,347.25,279.73,253.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.37,387.64,361.43,316.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12 21:54:43.623000,L7,,,,,,,,,,,,257.81,261.66,264.96,269.93,265.53,261.56,247.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.92,235.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.24,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.52,299.57,
2002-10-14 21:54:31.916000,L7,,,,270.52,299.51,319.92,285.41,297.37,318.07,331.76,,296.68,299.35,299.79,303.53,302.61,291.25,281.61,254.42,,,,,,,,,,,,383.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.25,311.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-23 21:48:27.128000,L7,,,,,,395.19,278.51,290.20,312.79,324.47,,,,287.55,295.98,292.97,290.98,280.78,256.35,,,,,,,,,,,,371.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-10 21:48:53.163000,L7,,,,281.75,309.55,334.56,298.95,310.59,335.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-26 21:48:59.976000,L7,,,,,,,,,,,,276.72,282.86,291.01,290.11,291.08,282.67,271.57,244.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.66,260.13,,,,,,322.06,266.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.72,289.71,,,,,,,,,,,,,,,,,373.09,333.58,275.48,,,,,,,,,,,,,,,,,314.46,284.44,315.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:10.157000,L7,,,,274.70,301.70,327.69,289.12,306.59,325.12,341.60,,302.00,299.59,307.94,306.33,300.02,296.82,288.50,256.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.31,259.36,280.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.65,303.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:49:02.380000,L7,,,,274.11,308.20,329.54,291.58,309.90,320.43,353.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19 21:55:30.495000,L7,,,,280.65,314.49,347.70,303.92,318.83,340.43,,,,,,,,,,,,,,,,,,,,,,,290.80,360.39,319.93,285.55,353.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.50,275.84,381.34,,,,
2003-03-07 21:55:34.413000,L7,303.11,285.19,290.88,271.93,314.13,347.71,318.92,326.44,339.60,359.03,317.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.27,318.80,,,,,,,268.01,329.66,326.53,300.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-16 21:49:22.109000,L7,,,,,322.89,351.13,342.84,337.76,331.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.44,327.22,312.71,,,,,,,,,,,,,,,272.31,317.81,272.98,,,,361.71,320.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:55:28.617000,L7,272.13,284.12,289.92,,304.55,342.49,320.82,280.86,295.84,353.76,281.57,,,,328.89,320.09,305.67,299.68,,352.96,355.60,,,,,,,,,,,,,,,,,,353.23,355.76,363.97,,340.23,,,,,,,,,,,,330.34,350.17,320.10,,290.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:34.349000,L7,,,,,286.76,316.73,277.42,284.66,307.58,315.77,,278.47,273.39,280.42,285.29,300.85,316.10,278.02,274.58,,,,,,,,,,,,363.76,,,,,,,,,,,,,,,,197.17,247.62,267.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.91,285.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-03 21:49:25.094000,L7,,,,270.81,303.10,333.20,294.28,307.09,322.80,337.79,,325.10,298.51,299.90,311.08,302.20,296.48,287.59,250.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:43:21.660000,L5,,,,,291.65,314.23,274.18,280.85,306.55,319.84,,,,,,,,,,,,,,,,,,,,,380.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:37:21.273000,L5,,333.29,321.30,271.48,304.08,334.81,283.24,300.46,318.98,,358.42,,,,,,,,,,,,,,,,,,,,,274.49,375.34,279.24,286.29,331.18,,,324.84,364.88,277.12,,,,,,,,,,,365.20,354.88,,,,,,,391.78,356.07,355.51,,,374.03,365.99,366.88,337.99,358.81,319.19,354.66,,370.03,357.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:39:37.913000,L5,319.76,355.72,346.75,,,,,,,,370.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.89,346.26,,,,,,,377.54,373.14,377.36,352.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:06.772000,L5,,,,275.07,311.59,336.87,293.84,302.48,319.22,,,,,,,,,,,,,,,,,,,,,,,,,323.37,307.15,387.08,380.73,369.21,,,,,,,,372.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.89,313.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.86,,,,299.76,322.80,352.41,,,,,,,,,,,,,349.47,353.89,350.96,343.55,346.82,,,281.43,,,,,,,,,,,,,,,,,,348.73,,,332.76,311.23,,312.57,,,
2004-04-18 21:46:37.219000,L5,322.78,349.76,351.69,275.47,309.85,338.38,290.77,301.16,319.89,385.47,375.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:47:32.241000,L5,,,,276.48,310.51,341.03,285.41,301.29,319.06,364.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.35,,,,,,,,,255.94,289.34,271.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:00.835000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.50,341.39,290.21,282.06,239.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:20.968000,L5,,,,,290.78,313.65,273.91,292.19,312.43,322.00,,280.76,280.44,282.13,283.33,282.52,272.78,264.01,238.00,,,,,,,,,,,,378.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.49,288.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-08 21:49:38.691000,L5,,,,279.37,319.94,343.33,300.41,312.98,327.57,,,,,,,,,,,326.44,334.17,369.43,370.48,,,,,,,,,282.93,363.73,276.05,284.30,348.94,374.41,,,,,,,309.19,386.61,,,,,,,358.16,308.95,,,,,,,,336.96,353.18,,,371.10,344.13,292.64,337.90,362.62,305.41,354.73,360.10,350.39,357.25,,,,,368.29,,,,,,,,,,,,,,384.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:55.115000,L5,,,,267.80,301.80,329.81,284.09,292.65,311.92,328.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:52:57.240000,L5,,,,278.02,313.64,334.83,286.03,308.27,322.91,344.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-31 21:53:09.442000,L5,324.88,356.14,342.42,273.03,311.81,338.79,297.04,303.44,323.91,335.78,367.88,,,,324.51,331.43,346.51,350.25,346.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:53:40.021000,L5,,,,275.42,318.75,348.57,309.61,308.78,324.67,,,,,,,,345.93,349.81,255.20,320.00,330.69,351.41,360.21,,,,,,,,,,355.35,327.22,303.66,353.77,387.00,274.55,,,,,383.17,326.48,299.54,,,,,,,,,,,,,,346.03,,,,,,,362.37,308.77,341.65,360.99,343.48,362.83,366.25,,,,,,,364.03,,,,,,,,,,,,,,,,,,,253.69,350.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:53:54.943000,L5,323.78,351.11,341.13,277.24,316.76,347.64,313.56,312.51,330.24,355.05,365.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.41,326.46,,,,,,,,353.98,365.76,384.75,,382.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:58.696000,L5,320.58,336.65,332.71,275.49,317.12,346.76,306.53,307.09,320.76,383.05,362.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-07 21:54:04.924000,L5,,,,,,,,,,,,,,,,,336.77,336.01,354.63,305.44,316.11,341.64,353.17,,,,,,,,,272.03,345.23,268.85,272.25,327.08,340.04,,,,,,363.78,300.57,288.56,,,,,,,287.54,279.52,,,,,,,,343.38,330.53,358.23,373.40,365.73,344.17,293.10,340.07,355.16,325.93,354.84,349.89,349.81,357.19,,,,,362.83,386.95,,,,,,367.47,376.73,357.95,349.32,,,,353.74,281.69,375.77,,,,,355.74,271.54,281.74,266.90,262.28,350.15,,,,,385.34,,,,,390.83,,,,,,288.45,302.81,329.72,311.63,,,,,,,,,,,,343.61,327.56,378.13,,,,,,,,,,,270.15,319.66,313.08,345.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:06.521000,L5,,,,274.85,312.04,339.13,292.88,304.56,320.66,329.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.26,291.74,,,,,,,,,,,,282.79,,,,,,,,,,,,,,,,294.58,338.80,336.23,,,,
2005-06-08 21:54:20.810000,L5,324.36,346.64,343.43,274.99,312.48,341.73,302.26,304.81,320.29,392.52,371.23,,,,,311.07,341.23,352.21,251.98,329.70,343.01,374.73,372.83,,,,,,,,,277.00,380.67,281.88,283.49,325.74,,,,,,,,318.96,389.41,,,,,,,372.97,302.74,,,,,,,,357.25,364.59,380.15,,384.16,362.61,377.05,349.40,365.40,350.25,367.72,357.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20 21:48:42.854000,L5,,,,270.61,305.76,330.17,293.26,291.69,313.87,334.21,,,,,334.57,342.44,277.61,273.37,246.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:54:55.892000,L5,,,,268.26,307.12,327.65,279.96,291.85,309.47,326.24,,286.00,280.06,289.80,287.60,285.03,281.81,270.38,247.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-12 21:54:58.298000,L5,,,,265.19,304.39,328.44,282.75,274.99,305.82,325.36,,280.76,277.19,287.07,288.86,283.49,276.99,270.07,238.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.85,278.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:54:56.334000,L5,,,,277.24,317.23,335.10,295.15,300.07,316.43,337.53,,292.91,293.29,302.88,298.57,287.66,286.02,277.79,252.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:54:51.334000,L5,,,,274.41,313.91,325.91,284.34,297.36,313.72,338.75,,294.65,293.68,302.84,294.84,290.98,285.27,280.39,241.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.30,283.07,,,,,,,,257.93,317.21,273.49,,,,,,,,,,,,,,,,,,,,,,,,,,288.34,297.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-08 21:48:52.559000,L5,,,,270.12,308.36,329.23,284.95,290.40,308.66,321.32,,279.21,279.71,286.03,283.57,279.07,261.91,267.64,243.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.41,285.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27 21:50:46.347000,L5,325.65,352.90,345.19,279.91,330.52,347.50,312.54,311.52,329.95,,365.81,,,,,,,,,332.78,337.61,382.77,375.74,,,,,,,,,,,,,,,,,,,,,359.09,,,,,,,,354.10,317.63,,,,,,,,352.59,373.32,,,378.68,361.18,306.16,364.23,367.66,352.96,370.50,,384.59,378.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:28.213000,L5,335.16,357.45,357.36,277.67,319.32,345.83,308.45,305.73,321.57,348.68,378.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.09,323.99,,,,,,,,366.82,367.31,,,,,,,,,,,,,331.81,104.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-04 21:53:04.449000,L5,,,,270.06,308.08,328.46,279.67,287.55,308.24,324.46,,,,,,,,,,,,,,,,,,,,,384.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:59:36.315000,L5,,,,297.67,335.79,354.05,313.07,309.13,333.62,,,,,,,,330.81,343.85,257.03,305.58,318.91,347.95,349.03,349.47,360.40,359.58,361.18,361.70,378.83,394.88,,,,,,,,,,,,,381.35,,,342.39,,,,,,,,,,,,,,359.48,317.21,,,247.43,359.49,286.30,272.25,342.36,345.45,,,,332.74,341.02,,,,,,367.05,,,,,,,,,,,,,350.54,,384.34,,,,,346.84,,,,,337.75,,,,373.45,,,,,,,,,,,,,,,,,,,,,,,361.57,345.03,337.87,384.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
