dates,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0003,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0015,nzd0267-0016,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0021,nzd0267-0022
2002-02-18 21:42:54+00:00,308.95,290.98,210.875,,166.99,194.87,225.22,219.565,238.09500000000003,250.06999999999994,262.93500000000006,253.55499999999995,246.67999999999998,248.4925,257.69,254.4225,253.81,247.80249999999998,244.55249999999998,215.74666666666667,205.02999999999997,219.39999999999998,234.555
2002-03-22 21:42:52+00:00,308.95,290.98,210.875,,166.99,194.87,225.22,219.565,238.09500000000003,247.755,263.22,255.38,245.14999999999998,246.60750000000002,258.0675,255.3625,251.7475,246.755,244.19,218.80333333333337,204.84,222.07,235.83
2002-09-14 21:41:55+00:00,,,,,,,,258.39,269.66,257.395,263.68,,,240.29,258.46,256.14,250.16,246.23,249.035,225.695,193.9,,
2002-09-30 21:41:47+00:00,,,,,,207.34,236.24,260.725,268.82500000000005,263.54499999999996,,,,,,,,250.03,249.545,231.9,,,
2003-01-20 21:42:33+00:00,,,,,,207.34,236.24,260.725,276.35,257.4733333333333,282.36,271.41,267.36,,286.14,278.89,280.66,250.03,258.3666666666666,236.335,214.78,,
2003-02-05 21:42:41+00:00,,,,,,207.34,236.24,260.725,276.35,250.42,282.36,253.19,243.205,234.88,265.93,259.18,260.055,243.93,246.89249999999998,236.335,214.78,,
2003-02-21 21:42:44+00:00,,,,,,207.34,236.24,260.725,276.35,250.42,282.36,250.52666666666667,236.27333333333334,229.76999999999998,258.06666666666666,256.80333333333334,253.04666666666665,241.6966666666667,243.96599999999998,236.335,218.035,,
2003-05-12 21:42:48+00:00,,,,,,,,,291.4,226.09333333333336,282.36,251.6525,239.0325,238.68999999999997,258.7975,261.03999999999996,254.0975,245.63333333333333,243.305,231.985,207.74,,260.5
2003-09-25 21:31:42+00:00,,,,170.96,195.49,,,,,203.69,,255.03,247.31,256.53,260.99,273.75,257.25,261.84,252.48,223.2,187.15,,260.5
2003-11-28 21:32:34+00:00,300.73,269.81,240.89,170.96,195.49,,,,,,,,,,,,,,,,,,
2003-12-14 21:32:38+00:00,300.73,269.81,240.89,171.35000000000002,202.34,256.7,284.2,300.52,,,,,,295.77,,,,303.04,,,,,
2003-12-30 21:32:48+00:00,300.73,269.81,240.89,166.74,198.46666666666667,251.415,284.685,304.44,,,,,,295.985,,,,298.515,,,,,
2004-05-06 21:34:22+00:00,300.73,269.81,226.805,164.63,199.95499999999998,251.415,284.685,304.44,,,,,,295.985,,,,298.515,,,,,
2004-06-23 21:35:46+00:00,,,212.72,187.54000000000002,190.72,246.13,285.17,308.36,,,,,,296.2,,,,293.99,,,,,
2004-07-25 21:36:37+00:00,,,212.72,198.22,,,,,,,,,,,,,,,,,,,
2004-08-10 21:36:56+00:00,,,212.72,187.3033333333333,189.39,,,297.16,,,,,,,,,,,,,,,
2004-10-13 21:38:32+00:00,,,212.72,180.6,188.56,254.96,,297.16,,,,,,,,,,,,,,,
2005-02-18 21:40:42+00:00,,,,160.065,190.245,248.61,274.34,291.25,296.72,288.64,288.83,,274.75,,,,,,,,,,
2005-05-09 21:41:19+00:00,,,,159.89999999999998,188.91,245.32,274.34,291.25,296.72,288.64,288.83,,274.75,,,,,,,,,,
2005-05-25 21:41:28+00:00,,,,160.51666666666665,187.40333333333334,245.32,274.34,291.25,296.72,293.06500000000005,288.83,,274.75,,,,,,,,,,
2005-06-10 21:41:36+00:00,,,,160.9875,188.075,246.44666666666663,274.34,291.25,296.72,293.06500000000005,288.83,,274.75,,,,,,,,,,
2005-06-26 21:41:40+00:00,296.17,,221.59,160.9875,188.075,246.44666666666663,274.34,291.25,296.72,293.06500000000005,288.83,,274.75,,,,,,,,,,
2005-07-12 21:41:47+00:00,296.17,,221.59,163.594,188.075,246.44666666666663,274.34,291.25,296.72,293.06500000000005,288.83,,274.75,,,,,,,,,,
2005-07-28 21:41:57+00:00,296.17,,221.59,163.03166666666667,191.296,246.44666666666663,274.34,291.25,296.72,293.06500000000005,288.83,,274.75,,,,,,,,,,
2005-08-29 21:42:10+00:00,296.17,,221.59,164.89333333333335,192.594,252.94999999999996,283.41,301.87,,297.49,,,,,,,,310.26,,,,,
2006-02-21 21:44:44+00:00,,,,168.765,200.945,261.77,282.89,305.51,299.72,,,,,,,,,310.26,,,,,
2006-03-09 21:45:04+00:00,,,,164.35500000000002,196.05,236.22,274.635,301.03,291.485,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-04-10 21:45:40+00:00,,,,164.5533333333333,195.54999999999998,241.575,274.635,302.08,291.485,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-04-26 21:45:56+00:00,,,,164.475,194.5975,241.575,274.635,302.08,291.485,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-05-12 21:46:09+00:00,,,,164.75799999999998,193.988,241.575,274.635,302.08,291.485,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-06-13 21:46:37+00:00,303.9,,233.5,164.75799999999998,193.988,241.575,274.635,302.08,291.485,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-09-01 21:47:43+00:00,303.9,,233.5,164.682,191.47,246.52666666666667,266.9,298.545,283.25,277.75,279.45,,,289.52,292.79,,,292.03,,,,,
2006-09-17 21:47:54+00:00,303.9,,233.5,165.028,191.094,251.09,,304.18,,292.53,,,,,,,,,,,,,
2006-12-06 21:48:41+00:00,303.9,,233.5,165.03000000000003,178.5533333333333,247.0966666666667,258.71,282.08,276.74,282.68500000000006,275.24,,,,,281.17,,283.9,256.87,238.78,210.79,223.83,253.97
2011-01-02 21:43:59+00:00,,,,167.53,,249.67,,,285.33,,,,,,,,,,,,,,
2013-04-29 21:55:51+00:00,,,,,171.76,209.29,238.25,259.95,250.65,258.05,264.11,254.65,248.96,271.19,265.26,262.67,268.57,262.26,250.0,230.03,,,
2013-05-31 21:56:07+00:00,,,,,171.76,209.29,238.25,259.95,250.65,258.05,264.11,254.65,248.96,271.19,275.45,262.67,268.57,262.26,250.0,230.03,,,
2013-07-18 21:56:02+00:00,,,,,168.18,212.46499999999997,238.945,263.18,254.95,260.81,265.83000000000004,254.65,251.70499999999998,273.495,276.24333333333334,270.615,268.57,270.375,250.0,230.03,217.31,242.53,274.94
2013-08-19 21:56:06+00:00,,,,,169.55999999999997,215.30999999999997,241.25666666666666,267.18666666666667,260.12333333333333,260.81,265.83000000000004,254.65,251.70499999999998,273.495,276.24333333333334,270.615,268.57,270.375,250.0,230.03,217.31,242.53,274.94
2013-10-06 21:55:57+00:00,,,,,171.385,213.1975,240.1,266.59749999999997,259.095,260.81666666666666,265.63000000000005,258.02,252.48000000000002,273.73333333333335,274.53249999999997,270.615,268.57,274.2733333333333,255.325,232.635,213.185,233.97,272.515
2014-02-11 21:54:56+00:00,,,,152.41,175.26,210.6866666666667,238.41,266.78666666666663,259.13,259.575,263.8,258.205,253.885,272.34000000000003,268.99,264.46,274.0,271.86,253.73499999999999,235.24,208.865,229.54,270.09
2014-02-27 21:54:44+00:00,,,,153.945,176.83333333333334,203.6966666666667,233.42666666666665,261.5466666666666,252.10999999999999,257.52666666666664,262.44,256.34666666666664,249.67333333333332,270.23,267.9733333333333,261.195,270.28,267.19,249.64666666666665,231.315,208.10999999999999,230.84666666666666,267.2
2014-05-02 21:53:46+00:00,,,,153.945,176.48333333333335,204.66,233.62333333333333,261.16333333333336,251.17666666666665,256.6066666666666,262.3566666666667,257.5366666666667,251.79666666666665,269.59666666666664,270.75,263.1666666666667,274.0566666666667,264.49,250.87,231.12,207.63499999999996,233.565,264.31
2014-05-18 21:53:35+00:00,,,,153.945,176.115,205.77,234.8,261.78,252.2275,258.115,263.4725,257.0975,252.55,270.3875,271.8925,264.31,276.33,267.20000000000005,253.01,231.12,207.63499999999996,233.565,264.31
2014-06-19 21:53:47+00:00,,,,153.945,173.876,207.16799999999998,235.39600000000002,262.156,252.714,258.68,264.52200000000005,256.742,253.954,271.36,273.002,266.34000000000003,277.88,269.382,255.506,232.96,207.63499999999996,233.565,264.31
2014-07-05 21:53:53+00:00,,,,153.945,173.876,207.16799999999998,233.60333333333332,262.156,249.26166666666666,255.505,260.835,253.865,250.73333333333335,271.36,269.91,261.9166666666667,273.02,269.382,255.506,232.96,195.23,222.37,264.31
2014-08-06 21:54:05+00:00,,,,153.945,173.876,209.2266666666667,234.81857142857143,263.30333333333334,250.67000000000002,256.77714285714285,261.8885714285714,254.20428571428573,252.10999999999999,271.79333333333335,269.91,261.9166666666667,273.02,271.0733333333333,257.21,232.96,201.35999999999999,222.37,264.31
2014-09-07 21:54:12+00:00,,,,,168.785,212.94400000000002,236.56666666666663,264.996,251.8166666666667,257.965,263.105,254.47166666666666,255.125,273.39,271.235,262.27750000000003,274.39,276.735,263.7425,235.745,204.47333333333333,221.75,
2014-09-23 21:54:09+00:00,,,,,168.74,213.39333333333332,237.12285714285713,265.1266666666667,252.97857142857143,258.9371428571429,264.00428571428574,255.0942857142857,257.45285714285717,276.10166666666663,275.17600000000004,266.36400000000003,277.13800000000003,277.47200000000004,264.48,237.41666666666666,209.2475,230.18999999999997,
2014-10-25 21:54:16+00:00,,,,,169.61333333333334,213.51,237.305,265.20428571428573,253.49375,259.53625,264.22125,255.09625,257.54125,274.90285714285716,275.38666666666666,266.36400000000003,277.13800000000003,277.1816666666667,263.285,235.9525,210.18800000000002,230.18999999999997,
2014-11-10 21:54:18+00:00,,,,,169.16166666666666,213.3557142857143,236.73375000000001,264.68142857142857,253.2675,259.475,264.06125000000003,253.44375,256.42125,273.47714285714284,273.63166666666666,264.924,274.864,275.0733333333333,260.2366666666666,233.61499999999998,207.94833333333335,227.73,265.16
2015-04-03 21:53:26+00:00,,,,,169.58333333333331,211.94999999999996,236.39333333333335,264.00666666666666,253.66333333333333,259.84,263.95,253.42500000000004,254.79999999999998,265.02,271.6433333333334,260.41,267.365,266.64666666666665,249.46666666666667,229.30666666666664,209.64666666666665,224.925,260.935
2015-04-19 21:53:26+00:00,,,,,166.875,212.88,236.85250000000002,264.5025,254.10000000000002,259.9975,264.2225,253.57333333333335,251.91666666666666,267.40333333333336,271.47249999999997,260.41,267.365,268.07,248.6925,230.45499999999998,211.3775,224.925,260.935
2015-05-05 21:53:12+00:00,,,,,164.715,213.91249999999997,237.1,264.825,254.29000000000002,259.5625,264.0975,253.32000000000002,249.25666666666666,269.63,270.34,260.41,267.365,265.51666666666665,247.82500000000002,230.08666666666667,210.52,224.925,260.935
2015-06-06 21:53:16+00:00,262.52,,,,162.8175,218.5775,240.925,268.04499999999996,257.2475,263.175,268.46500000000003,258.8966666666667,248.165,278.83666666666664,273.93,268.005,272.175,270.53666666666663,252.92000000000002,235.4466666666667,217.40500000000003,229.5,256.71
2015-10-12 21:54:05+00:00,262.52,,,,167.32,215.53249999999997,239.5625,266.1175,256.96000000000004,260.9575,268.4325,257.675,250.25333333333333,275.5025,273.645,265.97,277.195,270.51666666666665,253.29500000000002,234.52666666666667,208.94,222.93,
2015-10-28 21:54:10+00:00,262.52,,,,172.87,212.4125,238.265,264.8625,256.15,259.1825,267.7475,258.21000000000004,254.61,274.2825,274.4225,263.9166666666667,276.9866666666667,266.0733333333333,253.37,232.63,197.735,225.37,
2015-12-15 21:54:12+00:00,,,,,180.36999999999998,200.10666666666668,232.31333333333336,259.51000000000005,251.25333333333333,251.45333333333335,262.49666666666667,254.92333333333332,259.77666666666664,265.28333333333336,271.95666666666665,258.2133333333333,270.78,259.71666666666664,244.07000000000002,228.05999999999997,195.79666666666665,225.37,
2016-01-16 21:54:09+00:00,,,,,180.0975,196.8725,230.665,256.9175,249.245,248.91500000000002,261.06,253.1,253.72,259.415,269.145,255.67,267.0125,255.41249999999997,241.7875,226.55,193.5425,220.74333333333334,251.42
2016-02-01 21:54:07+00:00,,,,,179.238,196.09,230.41199999999998,256.28000000000003,248.87199999999999,248.32,260.694,252.388,252.67799999999997,259.824,268.264,255.25799999999998,266.322,255.22799999999998,241.03000000000003,226.46599999999998,195.32,221.35500000000002,256.195
2016-02-17 21:53:58+00:00,,,,,178.49833333333333,194.22166666666666,229.52333333333334,255.705,247.73000000000002,247.8066666666667,259.5783333333333,251.28166666666667,249.99333333333334,260.0366666666667,267.63,254.79333333333332,264.8,255.245,240.94833333333335,226.86833333333334,196.17999999999998,221.35500000000002,257.64
2016-03-04 21:53:57+00:00,,,,,178.36999999999998,193.92000000000002,229.3457142857143,255.7257142857143,247.6157142857143,247.76142857142855,259.4485714285714,251.1157142857143,248.99142857142857,260.29,267.15285714285716,254.8114285714286,263.7157142857143,255.22142857142856,240.65,226.53,197.54571428571427,221.962,257.65
2016-04-21 21:53:36+00:00,,,,,178.15166666666664,192.775,228.82000000000002,255.24333333333334,247.93714285714287,249.32000000000002,259.95285714285717,251.45000000000002,250.04714285714286,261.81142857142856,268.2242857142857,255.82999999999998,263.3357142857143,256.2185714285714,242.18,226.94285714285715,199.68857142857146,226.292,257.65
2016-05-23 21:53:41+00:00,,,240.63,,177.59199999999998,190.692,227.97600000000003,254.098,247.23166666666668,248.645,259.56166666666667,250.69000000000003,248.51833333333335,260.8983333333333,267.25,255.16666666666666,261.13,255.75333333333333,241.43166666666664,226.73166666666668,200.61,225.91250000000002,257.65
2016-07-26 21:54:04+00:00,,,240.63,,175.95,195.9225,230.41750000000002,256.19,248.462,251.83999999999997,260.87,251.06199999999998,247.9,266.446,269.59000000000003,257.492,265.602,260.57800000000003,244.564,227.80599999999998,207.58,231.1375,262.4975
2016-08-11 21:54:06+00:00,,,240.63,,175.585,198.8975,232.5625,258.4025,249.70999999999998,253.91799999999998,261.97799999999995,251.948,249.68200000000002,267.676,272.894,258.992,271.97799999999995,263.21200000000005,246.06,228.33800000000002,209.87599999999998,234.58749999999998,264.4125
2016-08-27 21:54:14+00:00,,,240.63,,176.61499999999998,202.5375,234.755,259.83500000000004,251.45999999999998,255.214,263.714,252.42800000000003,252.846,268.53000000000003,274.876,259.794,273.97400000000005,263.924,246.522,228.03599999999997,211.12399999999997,232.69400000000002,265.4375
2016-09-12 21:54:18+00:00,,,240.63,,176.7325,201.86,234.695,260.40250000000003,252.06599999999997,255.61999999999998,263.502,251.13400000000001,255.006,268.672,276.74,259.808,274.598,263.502,245.76,228.11999999999998,210.97199999999998,231.58800000000002,265.44
2016-12-17 21:54:19+00:00,,,,,177.06799999999998,200.37,233.57,259.83000000000004,251.05,253.542,262.212,250.74200000000002,251.26999999999998,265.806,275.942,258.21200000000005,273.378,260.702,242.002,227.02599999999998,206.32199999999997,225.18800000000002,265.44
2017-02-03 21:54:05+00:00,,,,,177.83800000000002,196.424,232.23499999999996,259.20000000000005,250.715,251.85750000000002,260.87,250.04000000000002,251.68249999999998,264.33,275.72499999999997,257.14250000000004,272.1775,258.8325,240.465,226.64999999999998,204.66749999999996,223.38750000000002,263.65000000000003
2017-06-11 21:53:45+00:00,,,,,178.93,182.9,211.16,240.195,237.72,246.77,258.6433333333333,245.52999999999997,237.755,253.17000000000002,267.675,252.265,261.21500000000003,253.03,235.625,222.52,183.72,208.82,259.24
2017-06-27 21:53:50+00:00,,,,,175.295,194.34333333333333,219.54500000000002,245.57500000000002,245.75,258.55,266.18666666666667,254.375,232.37,266.94500000000005,274.495,248.54,256.66,250.25,232.77,219.52,174.38,205.06,259.24
2017-08-14 21:54:07+00:00,,,,,170.235,198.75,224.56333333333336,251.27666666666667,248.82333333333335,259.27,268.8,254.5,240.23000000000002,267.35,275.8666666666667,256.365,265.85,258.34000000000003,240.495,224.115,194.48000000000002,215.89,264.295
2017-10-01 21:54:18+00:00,,,,,171.48000000000002,198.235,226.065,253.395,249.8525,257.96,267.135,254.18,241.95000000000002,266.34000000000003,274.27250000000004,256.56333333333333,265.2366666666667,257.9533333333333,241.09666666666666,224.57000000000002,197.01666666666665,215.19333333333336,262.4666666666667
2017-12-04 21:54:13+00:00,,,,,171.8775,197.22,226.38600000000002,254.102,249.79000000000002,256.264,265.986,253.92600000000002,242.2475,263.258,272.338,256.235,265.0575,257.445,241.655,225.7575,198.04500000000002,215.19333333333336,262.4666666666667
2018-06-30 21:53:07+00:00,298.25,,,,176.91,224.59,244.18,269.77,263.27,263.08,,,,,,,,282.04,,243.63,,,
2018-07-16 21:53:15+00:00,298.25,,,,176.91,224.59,244.18,269.77,263.27,251.45499999999998,220.96,236.08,233.55,216.16,257.85,247.29,252.07,262.19,231.97,230.985,174.2,202.81,221.81
2018-10-04 21:53:50+00:00,298.25,,,,167.29,209.625,236.93,265.335,258.28499999999997,251.83333333333334,240.885,245.07,240.835,239.865,264.15,253.97500000000002,260.65,261.0933333333333,237.51,229.71666666666667,190.95499999999998,210.82,244.215
2018-10-20 21:53:56+00:00,298.25,,,,165.46,203.62333333333333,234.1,263.51666666666665,256.76,250.96,247.72333333333336,248.53333333333333,243.46666666666667,247.02666666666664,264.95,255.8066666666667,262.0366666666667,260.76,239.86333333333334,228.6225,198.14,213.73000000000002,251.47333333333336
2018-11-05 21:54:00+00:00,298.25,,,,163.665,199.8625,232.14,262.115,255.1325,250.49,250.79500000000002,249.5075,242.39249999999998,249.3425,265.045,255.8125,261.75,259.452,239.24,227.724,197.18,215.5,253.87
2018-12-07 21:53:57+00:00,298.25,,,,162.878,199.216,231.456,261.95,254.68200000000002,251.035,253.452,252.632,243.53000000000003,253.036,265.968,256.564,263.546,259.4483333333333,240.552,227.66666666666666,200.13600000000002,215.5,253.87
2019-06-17 21:53:54+00:00,,,,,161.81,207.78,232.68,258.66,251.6,253.3,263.06,249.71,245.79,266.71,267.2,254.92,264.93,260.68,241.12,224.74,214.06,237.1,
2019-08-04 21:54:09+00:00,281.84,249.66,,,165.84,215.825,244.415,264.95000000000005,258.04,253.3,263.06,249.71,245.79,266.71,267.2,254.92,264.93,260.68,241.12,224.74,214.06,237.1,
2019-11-08 21:54:26+00:00,281.84,249.66,,,163.28666666666666,206.90666666666667,239.07000000000002,262.42,255.47000000000003,251.085,260.69,251.75,245.62,262.79999999999995,266.265,255.565,263.365,257.89,240.465,224.85000000000002,206.74,227.125,261.01
2020-01-11 21:54:15+00:00,281.84,249.66,,,163.66,200.35000000000002,236.6833333333333,261.53999999999996,253.9766666666667,246.055,256.64,252.485,237.49,253.755,262.865,254.495,258.90999999999997,253.2,238.19,223.005,194.77499999999998,218.01999999999998,258.7
2020-01-27 21:54:11+00:00,281.84,249.66,,,163.29000000000002,197.5675,234.125,260.24,252.54250000000002,246.12333333333333,256.92333333333335,252.76666666666665,238.92333333333332,255.64000000000001,263.3566666666666,255.09333333333333,260.45666666666665,254.92666666666665,239.37,224.14666666666668,199.25666666666666,220.27666666666664,261.0933333333333
2020-06-03 21:53:36+00:00,,,,,161.49666666666667,194.65666666666667,228.81000000000003,257.42333333333335,248.88,246.6966666666667,258.26,252.65666666666667,239.43666666666664,258.2266666666667,264.82,255.86666666666665,260.7833333333333,258.7133333333333,240.64333333333332,223.74,199.175,225.42333333333332,261.135
2020-07-21 21:53:58+00:00,,,,,163.47666666666666,206.4533333333333,234.56000000000003,261.7966666666667,253.11999999999998,252.29,263.4766666666667,253.39499999999998,252.19000000000003,263.03000000000003,267.03,257.40999999999997,263.16499999999996,262.41999999999996,242.67999999999998,226.43,208.22,228.69,265.88
2020-10-25 21:54:24+00:00,,,,,165.28666666666666,208.74333333333334,236.1966666666667,263.06,254.33,253.64666666666668,264.32,254.22500000000002,252.64999999999998,264.325,268.31500000000005,258.37999999999994,263.37,265.565,242.885,224.18,198.61,224.13,257.95
2020-11-26 21:54:24+00:00,,,,,166.60750000000002,205.68,235.39249999999998,262.045,253.53249999999997,252.41250000000002,263.375,254.25,253.6975,264.4066666666667,268.06666666666666,258.1133333333333,264.24,264.6133333333333,243.52999999999997,225.2,201.27,222.63,262.40999999999997
2020-12-12 21:54:25+00:00,,,,,168.55,202.10500000000002,234.1575,261.575,253.14249999999998,251.47,262.4875,254.32000000000002,251.15499999999997,260.9433333333333,266.32666666666665,257.6633333333333,264.28,263.46,243.50333333333333,224.79,201.12,217.29999999999998,260.00666666666666
2021-01-13 21:54:15+00:00,,,,,169.206,200.868,233.37599999999998,261.04200000000003,252.584,250.78000000000003,261.698,254.31,248.416,261.655,266.46000000000004,257.66749999999996,264.1375,262.84,243.2875,225.4275,203.4,219.6925,261.85249999999996
2021-04-03 21:53:50+00:00,,,,,170.972,196.65,231.378,259.01599999999996,250.738,249.294,259.966,253.908,245.414,262.672,267.316,257.724,264.54200000000003,263.43999999999994,243.97199999999998,226.22200000000004,204.686,221.804,263.37600000000003
2021-05-05 21:53:33+00:00,,,,,171.23399999999998,198.814,232.14600000000002,259.178,250.602,249.35,260.688,253.93400000000003,245.504,264.12,268.244,257.47799999999995,265.03999999999996,263.808,244.532,226.946,206.86599999999999,224.65,263.498
2021-07-08 21:53:58+00:00,,,,,170.875,205.21,234.1675,260.1425,251.505,252.2475,262.53499999999997,252.9825,246.0125,267.56500000000005,270.685,259.66999999999996,267.12,266.1,246.4475,227.79500000000002,209.8925,229.5775,263.84000000000003
2021-08-09 21:54:11+00:00,,,,,172.005,214.31,239.29749999999999,260.55333333333334,255.7625,259.175,263.8666666666666,252.54999999999998,248.86333333333334,268.8233333333334,271.96,260.33333333333326,268.25666666666666,267.8066666666667,247.71666666666667,227.9466666666667,209.77666666666667,230.48,262.6566666666667
2021-08-25 21:54:16+00:00,,,,,170.728,214.41199999999998,239.1,261.625,256.40999999999997,259.142,265.3375,254.25,248.86333333333334,270.42,271.96,260.33333333333326,268.25666666666666,270.8825,249.83,230.31,212.9675,230.48,262.6566666666667
2021-12-23 21:54:21+00:00,,,,,170.115,215.4375,239.69,261.7233333333333,257.48,260.0025,265.67333333333335,254.8766666666667,248.63,268.31,270.225,261.23499999999996,272.64,276.7366666666667,250.95000000000005,230.65333333333334,211.09,224.12,266.4
2021-12-31 21:54:19+00:00,,,,,170.25,210.14600000000002,237.192,260.4375,255.448,257.222,263.145,253.60750000000002,244.88,261.26,264.98,258.68,267.75,271.74,246.97750000000002,227.95499999999998,204.41,219.04,261.98
2022-01-08 21:54:19+00:00,,,,,171.2,206.63600000000002,235.73200000000003,259.485,254.61599999999999,255.46999999999997,261.8075,255.15250000000003,246.18666666666664,259.57,262.06666666666666,255.6,265.5733333333333,270.185,244.54250000000002,227.24,204.04749999999999,217.92333333333332,264.6766666666667
2022-02-01 21:54:12+00:00,,,,,171.2,206.38666666666666,235.42,259.752,254.61599999999999,255.46999999999997,268.346,255.15250000000003,246.18666666666664,265.11,270.0425,261.61249999999995,265.5733333333333,270.185,244.54250000000002,227.24,204.04749999999999,217.92333333333332,264.6766666666667
2022-02-25 21:54:08+00:00,,,,154.68,171.9775,199.536,231.462,258.69,249.66250000000002,248.7775,267.094,254.1725,247.61,263.444,269.588,260.928,265.5825,266.9575,241.375,224.375,200.7725,222.0175,267.1825
2022-04-14 21:53:55+00:00,233.12,,171.9,154.68,179.478,199.536,231.462,258.69,249.66250000000002,248.7775,267.094,254.1725,247.61,263.444,269.588,260.928,265.5825,266.9575,241.375,224.375,200.7725,222.0175,267.1825
2022-04-22 21:53:52+00:00,233.12,,171.9,154.265,179.32333333333335,205.63,235.275,261.18,255.32200000000003,248.7775,267.094,254.1725,247.61,263.444,269.588,260.928,265.5825,266.9575,241.375,224.375,200.7725,222.0175,267.1825
2022-04-30 21:53:48+00:00,233.12,,171.9,152.98333333333332,178.51571428571427,207.58999999999997,236.21428571428572,261.6557142857143,256.4533333333333,251.788,267.6466666666667,256.548,250.802,267.1616666666667,269.588,260.928,265.5825,269.404,244.91199999999998,226.15,200.7725,222.0175,267.1825
2022-06-25 21:54:18+00:00,233.12,,171.9,152.98333333333332,177.88714285714286,210.46714285714285,237.29714285714286,262.2157142857142,257.56333333333333,254.00799999999998,268.68333333333334,256.28200000000004,250.704,269.15000000000003,271.596,261.352,264.67,267.13800000000003,245.238,225.676,204.0325,228.155,268.2575
