dates,satname,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0015,nzd0267-0016,nzd0267-0021,nzd0267-0022,nzd0267-0003
1999-08-21 21:46:56.985000,L7,,,,,222.74,249.27,268.60,275.48,269.18,278.70,264.19,265.82,280.52,277.45,269.82,269.23,238.44,226.41,299.08,290.01,230.85,258.75,
1999-09-22 21:47:00.785000,L7,340.18,291.14,289.55,183.36,233.72,254.22,278.88,281.68,274.15,338.87,291.28,305.60,284.54,313.77,292.07,292.14,270.21,237.67,,,,,
1999-10-24 21:46:56.203000,L7,325.25,307.56,,292.53,304.12,318.11,336.66,338.62,324.11,326.26,326.68,314.04,333.56,329.60,305.14,295.72,237.32,253.82,329.53,317.02,298.55,321.00,
2000-02-13 21:46:48.016000,L7,,,,,263.33,287.51,304.82,,229.02,233.82,219.67,205.58,235.88,243.68,294.41,288.81,277.50,280.95,235.09,233.46,296.36,234.44,
2000-04-01 21:46:34.573000,L7,,,,,222.76,248.22,278.31,279.56,268.87,279.92,269.55,291.70,282.23,286.71,263.98,265.68,248.51,238.94,284.99,281.93,252.53,290.89,
2000-05-03 21:46:19.161000,L7,,,,183.09,262.42,256.25,271.51,276.74,271.15,269.10,264.41,277.13,284.00,278.02,260.32,266.96,233.41,207.54,255.14,272.81,198.70,227.59,
2000-05-19 21:46:07.873000,L7,,,,,,,,270.87,281.86,296.55,289.49,264.36,284.06,291.20,273.10,269.26,244.67,231.12,286.65,306.70,260.35,291.58,
2000-08-07 21:45:08.975000,L7,,,,181.00,293.07,318.25,318.00,320.06,320.65,321.98,315.85,308.02,306.24,,276.82,282.76,252.31,235.77,319.07,317.92,261.55,310.74,
2000-10-26 21:44:22.850000,L7,,,,273.53,292.56,280.04,304.32,362.18,345.82,324.62,313.93,313.81,,,,,288.44,277.26,,,291.85,315.86,
2001-04-04 21:44:06.948000,L7,335.18,314.22,,183.56,293.10,307.34,345.31,339.38,275.76,320.45,311.87,311.03,289.28,296.68,319.15,294.21,271.76,279.82,334.24,288.50,292.75,311.73,
2001-04-20 21:44:10.657000,L7,,,,,231.47,253.20,275.66,278.81,281.50,283.45,268.06,261.01,281.96,312.25,317.50,324.23,296.38,277.21,319.26,317.40,298.85,261.76,
2001-05-22 21:43:54.652000,L7,,,,285.39,328.04,276.24,318.49,345.69,337.16,315.80,297.47,292.87,309.09,338.46,321.20,312.21,287.86,269.89,322.03,329.81,278.52,308.51,292.54
2001-07-25 21:43:18.753000,L7,,,298.95,191.79,249.77,274.15,305.49,288.54,320.44,312.75,307.07,306.70,,,,282.95,279.97,263.28,,,289.36,325.40,296.97
2001-08-10 21:43:00.495000,L7,,,,179.57,234.46,258.97,281.80,281.22,283.11,291.66,277.71,275.83,284.88,286.10,300.50,269.86,241.60,234.25,315.96,314.12,256.79,290.00,
2001-09-11 21:42:38.257000,L7,318.63,293.64,238.43,254.40,266.57,289.55,307.29,338.85,300.02,,,,,,,282.58,271.69,267.95,,,291.07,,258.28
2001-09-27 21:42:29.269000,L7,312.11,287.64,257.81,181.79,232.19,253.17,280.92,280.47,326.38,325.54,322.58,271.16,320.85,308.91,301.75,295.23,299.33,272.83,279.81,304.70,258.64,263.86,291.52
2001-10-13 21:42:15.922000,L7,,,,,231.98,256.75,278.74,280.58,285.30,290.74,288.20,281.34,311.66,299.70,268.29,270.46,239.35,230.28,306.55,313.16,263.21,270.54,
2001-10-29 21:42:21.289000,L7,308.83,235.53,210.71,244.74,266.63,328.00,304.70,306.78,296.32,292.13,,,,,,,,,,,,,227.45
2002-01-17 21:42:52.816000,L7,353.47,316.82,296.57,283.35,315.86,,,,,,,,,,298.70,279.62,248.68,,,293.95,,,256.83
2002-02-02 21:42:54.721000,L7,,,,,,,,,,,249.39,275.39,272.67,283.36,273.96,269.30,242.60,234.65,278.85,278.63,239.37,277.25,
2002-02-18 21:42:54.191000,L7,304.29,249.75,,199.22,230.19,254.78,278.21,277.62,303.73,313.34,295.49,,,,286.52,287.53,277.42,,,,,,
2002-03-22 21:42:52.399000,L7,309.15,292.79,,263.14,273.72,289.91,301.52,306.23,305.65,,281.57,285.57,306.17,297.38,298.67,290.08,268.59,236.36,,,,,286.40
2002-09-14 21:41:55.072000,L7,,,,,251.44,272.41,290.22,289.80,281.95,295.30,300.91,294.38,314.66,314.26,309.03,270.94,250.32,257.71,303.66,308.29,265.83,292.37,
2002-09-30 21:41:47.719000,L7,,,,,231.48,253.62,281.69,282.16,278.60,283.77,262.29,300.88,284.47,316.24,264.80,263.49,247.99,250.25,302.84,296.56,261.53,293.44,
2003-01-20 21:42:33.373000,L7,,,,,,,,,244.71,260.51,247.97,236.26,247.35,264.38,249.55,228.08,225.56,203.92,264.42,258.92,224.82,246.48,
2003-02-05 21:42:41.878000,L7,,,,,,,,,,233.74,248.53,236.57,247.44,262.18,252.46,226.77,228.06,206.13,253.97,256.79,226.30,246.13,
2003-02-21 21:42:44.547000,L7,,,,,221.69,243.54,265.80,268.66,255.37,270.76,254.10,237.52,250.40,263.18,250.38,251.26,227.73,207.14,264.71,256.44,225.10,246.10,
2003-05-12 21:42:48.091000,L7,,,,,246.00,266.66,289.93,286.71,289.86,296.31,300.65,292.99,321.78,320.31,330.62,308.24,277.36,263.10,313.43,326.16,275.90,303.11,
2003-05-28 21:42:46.560000,L7,312.78,287.94,,268.58,291.23,307.22,335.97,302.91,317.34,302.14,305.79,306.05,332.19,327.39,327.55,314.29,285.20,259.99,315.47,332.36,278.31,304.11,252.89
2003-09-25 21:31:42.973000,L5,,,,183.68,249.17,270.17,292.37,300.39,292.87,303.42,291.12,280.42,314.08,309.22,303.56,299.17,270.51,247.76,307.07,309.73,262.27,294.70,
2003-11-28 21:32:34.027000,L5,,,,212.04,245.92,273.05,280.29,279.75,280.63,283.54,277.54,273.40,292.16,308.56,297.97,288.65,269.39,233.47,300.32,307.22,248.48,279.07,
2003-12-14 21:32:38.364000,L5,,,,204.34,245.78,273.27,287.01,279.94,283.35,285.25,278.96,270.49,290.73,308.84,296.91,287.90,267.49,232.68,297.26,309.69,239.87,277.72,
2003-12-30 21:32:48.382000,L5,,,,181.59,237.10,274.71,297.08,295.45,292.16,300.63,294.71,275.87,290.66,292.05,284.22,276.38,267.13,242.78,287.60,291.69,262.02,294.29,
2004-05-06 21:34:22.023000,L5,,,,185.60,250.00,272.59,297.72,296.63,290.41,287.13,285.22,284.91,302.98,298.26,295.22,290.17,270.47,249.11,300.55,303.04,258.66,292.20,
2004-06-23 21:35:46.683000,L5,,,,243.31,267.61,283.09,305.52,301.33,303.37,307.85,299.66,298.94,321.34,320.49,310.14,303.78,280.16,261.49,309.77,316.98,272.24,304.70,216.08
2004-07-25 21:36:37.854000,L5,,282.26,261.63,261.56,273.78,298.57,319.56,323.49,314.50,313.14,308.29,308.66,322.83,324.31,314.45,305.55,286.12,271.56,315.54,318.35,286.09,327.77,265.69
2004-08-10 21:36:56.635000,L5,,,,180.09,240.38,268.75,287.59,290.81,285.95,303.12,293.61,284.67,317.72,313.60,293.59,289.68,266.40,247.38,308.36,309.59,262.63,308.52,
2004-10-13 21:38:32.826000,L5,,,,,245.95,267.30,299.30,292.69,294.77,297.30,293.11,273.19,296.96,300.10,293.61,296.99,271.63,257.33,294.74,306.90,267.11,303.31,
2005-02-18 21:40:42.163000,L5,,,,185.16,232.57,264.77,281.50,286.47,276.85,277.58,276.80,267.98,296.27,295.23,293.29,281.53,267.46,249.84,284.54,297.28,262.15,296.96,
2005-05-09 21:41:19.893000,L5,,,,181.44,241.13,267.84,291.46,298.16,292.44,294.71,289.19,283.11,303.87,305.18,295.20,287.43,266.90,250.66,299.33,306.27,265.82,296.63,
2005-05-25 21:41:28.038000,L5,,,,,246.54,269.13,291.60,291.24,286.89,298.35,284.25,276.91,303.17,302.23,296.33,290.69,268.94,249.11,296.17,302.51,263.90,300.04,
2005-06-10 21:41:36.102000,L5,,,,183.91,239.78,262.64,290.66,289.97,291.96,296.60,290.51,288.61,305.37,300.94,290.99,286.56,271.78,255.76,299.06,303.74,271.82,304.82,
2005-06-26 21:41:40.412000,L5,,,,230.50,252.32,277.25,297.41,301.17,294.98,302.78,298.03,297.88,321.89,320.74,306.51,297.83,273.53,260.60,313.90,318.99,269.93,304.19,
2005-07-12 21:41:47.390000,L5,,,,233.79,260.76,282.76,303.18,313.24,313.94,310.64,300.95,290.88,315.13,314.30,306.30,305.65,280.30,265.56,311.91,307.48,279.61,307.56,
2005-07-28 21:41:57.832000,L5,,,,,,,,,253.96,266.41,251.04,248.75,270.98,276.30,264.88,270.62,248.82,226.63,263.62,273.74,245.53,272.36,
2005-08-29 21:42:10.705000,L5,,,,189.74,251.35,273.34,289.96,288.12,287.64,295.09,284.01,277.01,304.65,325.94,303.26,310.48,271.89,243.29,310.36,318.50,254.83,288.61,
