dates,satname,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0015,nzd0421-0051
2004-07-14 21:56:06.935000,L5,,,358.40,320.90,291.41,296.22,232.29,294.90,,,,,,,,,,,,,,,,,,378.36,382.05,370.75,370.86,373.09,357.76,352.32,349.18,352.21,344.07,,,,,,,,,,,,,,,,,
2004-07-23 21:50:08.771000,L5,,245.56,329.67,312.85,292.74,291.58,,341.46,335.26,347.81,299.49,351.55,340.22,287.30,337.03,356.43,372.39,369.83,375.71,373.51,354.29,370.11,372.22,385.08,377.53,363.13,368.76,366.96,367.04,365.19,351.72,356.58,342.54,349.71,335.19,329.71,337.26,332.62,332.37,333.67,333.43,340.50,335.55,336.49,,,,,,,,
2004-07-30 21:56:27.722000,L5,,,,320.14,296.96,291.29,227.91,348.59,321.87,306.72,322.69,343.68,342.65,299.95,316.57,360.04,365.68,370.66,381.32,376.94,337.11,375.95,376.42,380.69,383.31,365.36,374.50,369.31,374.90,361.75,362.10,340.85,356.05,,,,,,,,,,,,,,,,,,331.42,
2004-08-08 21:50:26.495000,L5,283.54,265.89,322.72,311.22,294.50,295.20,332.28,340.18,341.03,329.35,337.25,334.18,327.47,346.67,337.86,347.28,364.35,365.66,372.57,368.44,352.66,364.93,356.87,372.14,373.90,361.39,361.52,366.51,365.27,363.81,353.03,340.66,337.54,335.78,333.03,320.21,332.27,324.44,319.94,331.36,334.27,338.76,341.01,,,,,,,,334.47,
2004-09-25 21:51:43.061000,L5,295.09,283.92,322.35,307.56,295.43,293.10,275.46,325.86,312.27,284.51,294.06,296.52,310.05,303.58,298.25,340.77,366.60,365.73,364.06,360.17,332.50,350.09,344.23,363.69,364.69,349.71,337.15,363.67,357.86,353.26,342.78,329.28,328.32,319.94,315.95,301.60,312.73,308.84,299.55,312.16,310.03,316.40,315.80,323.65,328.98,334.26,359.74,375.61,376.28,367.01,321.77,366.98
2004-10-02 21:58:02.684000,L5,300.48,289.75,323.28,316.67,315.19,331.00,334.25,340.92,340.76,346.87,345.32,345.01,337.12,345.73,341.76,349.23,369.21,368.89,371.99,377.14,374.09,378.13,382.95,383.81,382.09,372.63,364.56,364.39,363.64,357.84,350.30,341.65,346.02,336.72,334.96,335.74,344.46,,,,,,,,,,,,,,346.27,
2004-10-27 21:52:23.346000,L5,284.22,269.89,309.41,299.94,282.97,291.51,,318.47,295.47,279.08,290.42,296.82,305.11,286.67,284.87,314.27,353.55,352.39,358.15,353.11,342.48,343.82,346.93,366.86,368.50,347.95,285.60,352.62,346.02,339.22,329.89,315.59,308.48,302.86,300.14,288.61,312.64,305.03,296.84,311.01,310.14,314.61,305.95,304.59,311.21,316.28,330.36,351.73,359.21,358.89,313.62,368.96
2005-01-15 21:53:45.186000,L5,308.45,314.69,331.41,320.57,338.48,350.69,,,,349.92,350.85,352.64,346.85,355.69,346.37,356.83,370.68,377.86,391.25,389.81,,,,,,373.77,370.32,375.18,367.64,361.78,353.18,344.82,347.90,354.93,,,,,,,,,,,,,,,,,354.62,
2005-02-07 22:00:14.931000,L5,291.09,309.27,333.83,298.06,307.71,318.47,322.17,332.42,323.37,289.63,297.87,299.62,304.48,324.46,326.57,352.22,376.71,379.96,381.49,373.09,351.72,350.05,358.15,367.82,366.56,345.45,345.51,361.19,354.32,367.11,353.04,342.52,345.94,345.87,348.83,,,,,,,345.43,325.93,317.24,326.19,323.23,332.69,323.32,,,347.88,
2005-02-23 22:00:31.200000,L5,275.84,260.31,298.51,266.03,256.75,271.86,,,,261.63,273.13,280.69,295.74,270.11,264.51,,348.74,350.29,354.83,343.55,311.71,316.51,310.71,347.80,351.43,,,339.86,339.08,335.75,273.30,298.60,300.99,295.08,287.88,260.11,301.87,298.33,286.01,305.07,309.02,307.52,301.20,308.71,315.98,275.19,,,344.16,349.56,,345.43
2005-03-04 21:54:27.824000,L5,275.05,263.48,300.51,266.25,259.08,273.57,,,,,,,,,,,347.93,347.66,353.77,342.74,298.99,319.23,325.26,351.93,351.86,,,343.98,336.53,331.99,316.67,305.45,288.15,287.12,292.21,272.45,307.10,303.04,289.92,305.02,305.54,310.42,302.07,315.68,311.98,263.77,289.49,318.09,351.65,353.83,,347.75
2005-04-05 21:54:42.889000,L5,301.63,307.30,336.53,316.18,295.02,319.60,338.21,345.66,332.88,299.86,330.99,307.82,314.07,311.07,313.06,344.89,369.69,370.79,378.86,378.69,351.23,362.70,369.76,382.87,379.67,365.95,358.52,367.25,364.08,360.62,351.03,331.42,341.20,340.71,337.24,329.66,332.56,336.48,325.84,333.36,329.43,332.55,330.02,340.01,,,,,,,344.61,
2005-05-23 21:55:00.408000,L5,,,,,,,,248.27,271.32,272.25,273.22,280.65,289.37,261.35,,,,,,,,,,,,,,,,,,277.38,287.18,287.95,284.55,256.79,264.30,255.39,,278.84,235.36,291.64,239.37,275.32,293.88,289.92,318.14,,,,,
2005-06-08 21:55:08.756000,L5,,,,,,,,282.31,320.44,289.85,293.65,298.71,327.37,303.55,319.01,340.01,355.80,363.47,374.26,372.82,353.91,375.54,372.95,380.65,378.19,364.26,376.83,370.97,364.91,358.31,350.24,340.91,338.37,338.41,334.20,330.11,331.79,332.62,334.27,,,,,,,,,,,,,
2005-06-15 22:01:22.260000,L5,275.27,247.12,317.78,308.53,296.24,309.61,332.39,310.08,307.28,291.25,299.50,300.97,320.02,287.07,315.94,332.91,344.73,353.19,363.92,362.46,345.99,362.16,351.96,363.08,362.87,339.50,355.93,362.57,354.01,355.05,338.32,328.18,333.17,325.37,325.24,309.52,325.31,317.93,315.97,321.73,322.20,327.09,324.76,332.97,,,,,,,244.49,
2005-06-24 21:55:13.674000,L5,,,,,,,,278.73,303.74,292.43,291.82,293.96,310.74,282.61,317.54,,,360.14,374.63,373.60,353.83,370.50,345.56,369.40,374.23,344.25,369.09,362.49,358.61,360.28,342.40,338.83,340.71,337.00,327.39,326.43,333.26,325.14,327.75,329.54,329.91,329.78,338.03,331.56,,,,,,,,
2005-07-01 22:01:25.987000,L5,,219.78,329.96,317.76,292.93,293.42,237.01,287.98,319.79,302.45,331.74,306.40,332.25,295.03,329.65,,371.81,370.22,377.44,377.42,359.68,375.74,360.10,369.74,379.54,369.95,369.00,370.78,362.58,361.75,352.56,354.45,352.09,354.38,341.92,337.37,334.96,330.75,328.93,338.43,329.03,336.80,330.26,,,,,,,,,
2005-07-10 21:55:19.319000,L5,287.75,264.90,326.44,310.08,291.76,291.26,270.89,326.86,341.48,320.15,299.16,303.50,344.40,344.54,338.76,350.93,369.77,376.35,381.47,379.52,352.75,377.90,371.07,378.88,381.37,376.32,372.99,375.69,370.18,371.82,356.87,356.71,350.57,349.85,339.44,342.11,342.44,333.44,341.26,,,,,,,,,,,,343.44,
2005-08-27 21:55:43.837000,L5,,,,,,,,289.19,285.05,281.39,278.86,286.48,294.66,272.87,268.90,,,,,,295.34,330.15,318.70,310.92,339.63,,,,,,268.82,304.00,296.33,292.58,288.60,258.85,279.15,278.14,217.84,296.46,289.91,296.37,287.76,294.40,306.54,307.72,319.73,321.29,343.73,345.82,,359.32
2005-09-19 22:01:56.650000,L5,331.15,322.95,338.60,324.66,322.96,338.75,335.69,342.09,336.19,334.73,339.13,345.83,345.34,345.64,347.52,369.36,,,,,,,,,,377.12,371.94,374.12,369.95,364.15,356.86,349.44,354.84,350.14,343.86,336.57,340.28,325.85,323.69,333.19,330.13,335.25,328.65,338.62,,,,,,,358.94,
2005-09-28 21:55:44.137000,L5,328.29,332.91,342.03,332.01,341.83,342.78,323.87,328.83,315.23,296.16,319.18,328.68,323.26,326.60,311.82,345.27,358.47,362.39,380.91,370.86,346.87,355.70,368.98,377.18,363.76,359.68,355.23,326.31,352.77,366.79,,,,328.95,313.16,325.14,313.55,,,,,,,,,,,,,,331.60,
2005-10-05 22:01:53.080000,L5,305.98,311.70,329.56,315.37,321.94,338.11,340.67,343.33,347.09,,354.67,353.72,342.99,353.98,341.23,360.32,370.67,370.26,377.44,378.82,378.86,378.74,,,,377.38,371.11,376.24,371.79,365.69,359.86,359.88,353.19,347.58,344.05,338.34,342.60,338.58,332.10,,,,,,,,,,,,350.81,
2005-11-22 22:02:22.550000,L5,321.98,313.79,333.05,327.13,336.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-25 22:03:52.972000,L5,276.21,274.66,300.57,266.39,263.02,272.82,,309.68,270.38,259.58,269.38,277.44,290.40,265.94,269.78,,352.37,351.89,354.87,343.51,319.41,324.81,322.42,338.47,344.68,,,,,,248.96,295.28,294.33,297.32,294.40,262.65,294.91,293.64,274.17,297.20,294.11,289.23,275.25,296.52,299.85,296.75,316.30,335.13,353.92,352.01,310.54,351.21
2006-02-19 21:58:15.515000,L5,279.90,272.07,300.79,274.93,271.05,274.51,,303.32,272.08,258.14,262.95,277.66,291.42,265.95,260.25,,346.18,346.24,346.52,338.17,296.17,307.13,321.35,347.91,349.50,,,343.84,341.72,335.53,326.67,311.40,307.28,299.97,291.62,264.21,297.83,293.86,272.89,301.30,300.59,302.87,293.30,308.59,311.78,305.33,318.12,349.75,356.14,354.94,,351.58
2006-02-26 22:04:34.983000,L5,,,,,,,338.62,344.56,340.61,326.73,339.85,334.52,325.52,332.92,314.68,347.02,367.77,368.34,371.61,373.39,356.74,357.71,376.24,387.44,386.82,368.21,365.87,371.04,366.20,361.56,348.70,333.08,338.47,339.99,331.84,327.00,337.18,327.75,325.96,331.01,337.18,333.15,333.85,340.31,,,,,,,338.95,
2006-05-17 22:05:57.691000,L5,285.54,275.88,326.17,314.47,295.37,293.67,243.64,343.89,342.15,353.20,347.25,354.10,338.07,307.97,339.18,365.43,376.37,378.34,390.35,387.05,380.34,,,,382.75,374.75,377.80,377.63,375.89,368.64,365.10,352.33,347.71,350.92,345.30,,,,,,,,,,,,,,,,,
2006-06-27 22:00:24.118000,L5,,,,,,,,269.92,310.17,286.87,288.74,298.74,313.95,285.83,318.56,,358.40,371.73,373.06,377.11,,,,,,375.31,385.56,377.53,373.97,368.19,361.13,357.49,,,,,,,,,,,,,,,,,,,,
2006-09-06 22:07:31.437000,L5,,,,,,,,,,,,,,,,,389.62,388.91,388.28,389.22,343.86,373.56,372.05,389.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-22 22:07:42.773000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.81,298.97,305.92,293.66,271.45,291.63,284.32,275.17,288.63,290.88,288.87,284.84,290.73,310.38,312.98,343.98,300.71,351.24,337.23,,351.86
2006-10-08 22:07:52.968000,L5,306.09,313.99,343.63,326.41,346.19,,,,,,,359.84,350.03,357.82,350.61,363.15,367.75,368.43,376.88,390.43,,,,,,,,374.92,366.06,361.83,350.81,345.29,345.22,337.94,338.22,,,,,,,,,,,,,,,,353.11,
2006-11-02 22:01:56.430000,L5,297.07,297.61,330.74,303.51,302.48,321.84,334.08,339.84,334.24,296.14,338.90,340.55,314.60,351.03,321.93,355.74,373.55,374.45,378.42,375.68,347.75,356.27,362.98,379.99,374.83,365.92,353.32,366.58,370.39,365.59,354.57,345.12,344.93,341.27,341.04,331.02,332.53,325.25,320.43,327.13,326.73,331.42,327.28,337.99,,,,,,,351.41,
2006-12-11 22:08:27.926000,L5,307.73,310.90,324.99,311.15,329.47,344.56,,327.46,334.35,325.62,336.00,342.80,328.36,337.28,327.70,364.96,378.78,379.13,380.76,378.23,367.35,377.24,381.65,382.63,361.04,356.82,350.41,358.18,358.03,351.56,344.19,331.93,338.75,342.91,340.39,332.54,339.52,333.90,332.41,,,316.08,321.07,324.30,330.85,335.40,358.64,388.28,378.25,,342.44,
2007-01-05 22:02:28.201000,L5,324.71,324.59,349.25,333.04,346.33,,,,,,,,,,,,,,,,,,,,,,,,375.34,363.27,359.41,353.66,352.05,351.88,348.61,,,,,,,,,,,,,,,,,
2007-01-21 22:02:33.422000,L5,286.15,279.97,310.44,285.54,277.99,289.06,319.11,324.09,308.78,269.92,288.76,294.32,304.59,325.50,301.44,318.73,365.39,353.77,357.83,353.21,332.54,329.17,341.29,360.73,360.29,347.94,338.06,363.39,361.46,353.44,340.24,327.85,331.45,309.21,314.48,294.34,309.44,299.64,297.52,303.78,307.91,318.60,313.42,325.53,325.81,328.39,338.72,373.50,367.68,363.89,337.37,362.20
2007-09-09 22:06:57.074000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99,347.91,344.23,340.35,308.68,310.02,309.13,308.73,291.91,265.54,281.70,281.39,,,266.48,303.96,301.39,304.69,309.88,311.87,340.95,330.77,358.34,349.18,,355.26
2008-02-16 22:04:21.599000,L5,,237.99,282.41,244.03,269.05,277.94,,,,,,,,,,,340.09,340.58,343.73,325.70,308.73,308.49,318.45,338.14,343.99,,,342.28,335.45,331.24,312.70,297.02,297.52,,,262.34,291.04,289.08,277.96,295.84,298.69,306.12,297.88,309.92,314.69,302.72,315.00,343.50,348.95,344.16,,345.67
2008-02-25 21:58:00.859000,L5,264.36,253.94,291.00,262.42,270.14,277.02,,,,,,,,,,,345.15,343.85,344.70,312.43,308.71,312.01,320.52,335.48,341.86,,256.08,343.36,339.86,331.62,311.38,304.40,273.21,,269.95,262.81,291.69,289.64,279.54,300.88,297.17,305.44,281.11,310.06,310.64,306.75,328.10,334.67,355.01,352.33,,350.29
2008-10-29 21:57:24.173000,L5,292.23,276.52,316.42,304.88,292.86,302.20,277.32,336.20,310.25,291.62,285.53,300.65,313.51,283.44,292.59,317.56,354.00,357.98,365.14,352.75,339.02,354.52,350.00,371.97,366.73,351.53,287.33,354.34,350.03,341.18,333.00,313.17,310.75,296.30,292.36,292.63,307.09,314.38,294.79,314.44,325.36,322.98,312.03,321.29,308.16,313.10,344.27,369.27,361.05,358.82,311.48,355.38
2008-12-25 21:52:09.965000,L5,279.10,266.41,303.82,276.54,261.55,263.83,,,,,,,,,,,344.47,352.64,358.32,335.94,303.37,319.01,329.42,357.52,354.97,,257.64,345.91,327.86,338.72,320.20,306.67,295.18,289.01,284.92,265.31,293.67,302.12,291.63,313.29,313.61,301.81,259.05,318.24,309.20,303.90,315.27,354.25,355.45,360.94,,356.69
2010-01-13 21:58:24.995000,L5,,,,,,,,,,,,,,,,,343.70,350.45,356.10,311.24,,,,,,,,,,,272.89,287.67,261.01,279.74,276.17,244.81,281.54,292.63,217.43,,,,243.83,293.69,233.93,260.19,,342.41,353.97,356.58,,319.17
2010-01-29 21:58:29.033000,L5,292.02,287.39,317.86,299.11,284.14,325.73,330.74,345.76,325.03,289.98,296.13,307.99,314.69,330.88,311.91,334.54,366.84,369.26,378.85,368.51,340.64,344.46,369.29,382.77,382.77,363.95,361.31,369.73,365.10,360.97,346.87,331.79,334.36,333.95,331.37,321.49,323.58,322.55,322.77,,,,,,,,,,,,334.58,
2010-10-19 22:03:43.463000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.53,286.44,299.84,303.62,277.90,229.41,243.84,234.60,,,,,,233.34,241.06,310.72,357.32,365.95,362.28,352.06,,350.03
2010-12-22 22:03:41.192000,L5,289.98,299.31,317.02,296.96,287.02,303.50,310.94,326.48,314.69,278.81,273.37,284.02,302.95,269.80,302.06,330.71,373.59,375.30,376.42,365.77,348.15,350.87,341.76,362.74,361.36,344.28,268.41,353.91,349.14,360.90,348.39,335.62,340.81,334.19,334.57,322.40,331.63,322.77,302.62,313.54,309.62,312.36,311.33,319.06,322.09,,,,,,338.52,
2011-02-17 21:57:36.728000,L5,277.41,258.66,304.23,277.57,265.98,266.17,,,,,,,,,,,352.46,346.12,354.75,334.87,314.18,321.48,332.61,356.29,358.51,,263.15,344.93,336.75,338.56,311.71,301.92,286.63,290.03,292.80,257.28,288.72,293.22,251.36,306.91,304.16,312.49,285.75,302.22,304.59,267.29,313.03,330.37,348.73,354.44,,367.17
2011-03-12 22:03:43.133000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,258.76,337.57,331.56,333.61,301.66,292.38,280.94,287.82,290.97,257.84,280.25,279.73,,297.31,294.50,295.71,258.05,300.85,307.73,293.73,314.62,320.79,339.77,345.92,,347.58
2011-09-13 21:56:09.668000,L5,298.32,302.84,328.01,311.28,298.98,332.12,344.65,348.58,337.39,315.53,338.10,337.54,330.01,352.37,328.45,347.63,369.71,369.77,374.17,373.38,358.34,363.31,373.68,381.50,381.66,367.17,366.37,372.56,364.74,361.08,348.45,337.67,334.61,339.61,336.64,327.55,331.32,327.98,333.79,337.57,334.67,341.68,331.34,,,,,,,,344.46,
2013-05-29 22:09:41.256000,L8,,219.72,301.17,305.06,285.69,282.40,242.45,283.58,307.76,286.91,276.76,289.03,308.25,286.45,275.47,,332.29,349.99,355.66,352.35,330.27,350.77,323.86,350.66,351.40,333.73,356.69,344.05,333.81,338.07,327.74,327.35,322.89,329.21,298.99,290.72,307.34,298.37,312.25,307.93,308.75,317.59,307.22,312.09,311.30,323.89,308.22,344.02,347.42,356.24,,355.03
2013-06-05 22:15:51.038000,L8,,,,,,,,227.55,233.33,263.09,253.56,256.60,258.72,234.83,,,,,,,,,,,,,,,,,,292.80,289.01,279.65,274.54,262.97,252.57,240.18,,275.24,273.43,277.46,216.34,264.72,283.78,289.15,282.91,,,,,
2013-06-30 22:09:35.948000,L8,,,,,,,,278.12,308.88,286.06,275.37,282.26,299.34,271.41,324.20,,,349.00,371.27,349.61,309.30,356.68,321.23,353.27,356.94,353.59,354.71,351.01,347.43,345.66,329.24,335.84,332.54,334.49,311.83,294.69,328.11,321.59,324.07,327.39,325.24,323.51,322.14,327.56,331.44,,,,,,,
2013-07-07 22:15:47.998000,L8,,,,,,,,283.01,303.43,291.95,284.11,286.26,307.04,268.95,322.54,,322.95,352.37,356.26,361.58,,,,,,378.60,381.36,347.30,370.24,367.04,332.66,339.52,341.93,332.40,304.26,317.97,323.54,329.50,333.68,320.96,325.40,323.05,327.39,328.99,336.61,343.99,,,,,,
2013-07-23 22:15:46.703000,L8,277.70,252.53,320.78,300.42,291.94,294.07,277.03,304.09,301.17,293.62,284.05,282.29,289.82,263.38,270.37,323.20,340.20,349.37,347.20,346.20,327.67,344.37,330.06,353.72,347.90,348.66,334.38,336.78,340.38,332.77,325.18,324.45,317.89,314.00,289.93,295.91,298.41,293.24,315.46,306.06,311.76,312.12,325.28,,,,,,,,316.93,
2013-09-02 22:09:40.433000,L8,286.23,280.18,327.56,301.37,289.57,290.40,252.93,312.23,308.50,284.39,281.41,278.93,295.58,305.38,257.83,317.43,343.61,343.45,347.49,344.80,328.40,338.69,326.86,346.90,349.22,332.79,327.31,340.32,334.24,330.80,321.56,313.03,309.63,300.51,298.62,291.19,296.47,288.84,293.04,299.44,303.09,306.17,306.37,308.62,326.73,337.83,365.45,341.16,363.17,351.68,285.44,359.71
2013-09-25 22:15:41.016000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.70,276.83,283.33,287.84,288.61,,,,,331.36
2013-10-11 22:15:41.373000,L8,275.98,245.30,285.97,283.37,276.28,257.13,223.55,,,,,,,,,,,,,,307.13,311.56,311.20,322.36,330.30,,,321.86,315.39,314.32,299.08,289.85,285.54,,,,,,,280.01,275.80,279.51,278.32,280.28,288.33,292.96,295.43,312.74,331.67,331.31,,333.32
2013-10-27 22:15:31.632000,L8,284.91,273.61,308.19,294.02,284.64,298.72,261.04,319.54,316.05,281.40,301.12,278.27,296.28,305.04,283.66,313.45,342.75,342.79,346.99,347.89,325.33,334.94,328.80,344.59,349.56,337.97,329.86,347.11,345.68,343.95,324.06,316.40,318.57,312.95,305.77,293.02,299.74,293.93,290.66,300.41,300.17,305.38,304.99,309.39,316.15,327.17,362.77,355.56,354.66,351.34,302.49,354.22
2013-12-07 22:09:14.668000,L8,263.75,238.28,284.81,266.23,249.20,249.93,217.50,,,,,,,,,,,,,,,290.72,292.55,316.46,330.54,,,,,,,,,,,,,,,280.34,280.27,278.18,,,,,,,,,,
2013-12-14 22:15:21.385000,L8,,,,,,,,,,,,,,,,,,,,,,298.29,295.41,285.55,322.54,,,,,,,,,,,,,,,,,,,241.73,284.07,243.08,292.70,330.61,,,,
2014-01-24 22:08:45.323000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.30,251.73,249.79,240.26,243.74,239.40,217.25,275.80,276.01,276.58,278.39,279.29,284.68,242.87,284.49,325.01,328.74,334.52,,333.66
2014-02-25 22:08:20.274000,L8,278.02,270.32,301.55,289.05,273.24,291.44,253.64,313.57,308.48,262.27,262.86,255.48,273.63,248.13,,302.34,344.58,342.22,346.30,344.14,320.93,321.07,322.90,342.17,343.85,326.98,319.74,333.37,329.30,326.72,314.76,306.67,308.83,298.02,299.99,290.22,299.21,284.75,287.47,295.89,294.63,301.94,298.16,304.98,306.32,334.40,296.41,343.92,357.37,355.06,294.87,367.87
2014-03-13 22:08:09.214000,L8,280.55,264.30,301.40,291.81,278.92,274.13,238.90,309.25,303.51,262.89,264.71,263.24,276.46,302.61,,305.02,341.85,342.46,345.43,344.86,321.43,327.72,323.09,344.81,345.60,321.15,325.44,336.13,330.00,328.29,315.48,306.64,305.52,298.41,299.57,288.79,300.70,287.39,287.23,298.94,296.68,307.26,301.42,314.33,310.44,320.69,,,,,290.38,
2014-03-20 22:14:13.571000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.98,320.76,317.90,303.60,297.81,296.07,284.18,268.57,243.85,286.07,279.42,273.96,288.17,285.67,288.19,288.21,293.54,295.66,303.40,301.42,344.58,345.79,337.80,,345.38
2014-04-30 22:07:22.351000,L8,,,,,,,,275.91,269.72,275.07,265.66,272.87,269.68,260.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:07:14.657000,L8,,,,,,,,220.68,274.63,264.22,256.99,258.68,267.24,237.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:25.958000,L8,,,,,,,,274.28,304.28,285.44,273.46,281.89,295.24,266.29,318.33,,,,,,,,,,,,334.22,342.05,327.59,326.16,319.50,320.55,315.06,300.19,285.73,292.05,293.55,280.65,313.79,303.78,296.58,302.95,305.65,310.56,316.25,325.42,,,,,,
2014-08-04 22:07:38.344000,L8,,,,,,,,307.19,304.15,280.65,283.08,285.03,297.58,286.66,263.34,,,,,,331.96,345.10,321.86,346.29,347.65,322.37,289.45,338.27,336.69,335.24,248.26,308.30,311.65,301.54,285.44,293.52,304.37,285.74,291.79,300.93,301.64,309.65,298.76,312.03,312.12,326.74,372.45,324.06,352.13,342.30,,359.14
2014-08-27 22:13:53.214000,L8,,,,,,,,280.30,273.14,271.60,260.94,266.60,274.87,252.45,,,,,,,,,,,,,,,,,,,,,,,,,,272.17,269.49,275.66,220.53,272.70,283.06,241.49,284.42,,,,,
2014-09-28 22:13:56.699000,L8,292.23,292.18,317.24,303.22,298.95,320.85,323.38,329.07,327.11,316.75,316.87,331.19,323.34,325.50,333.44,337.38,354.79,350.68,359.36,359.73,355.57,357.84,354.59,362.55,360.55,359.37,358.49,355.53,346.26,347.36,337.76,347.59,339.86,337.55,324.18,320.03,326.36,333.99,328.19,340.97,330.16,325.10,325.96,331.34,335.20,340.91,374.14,384.56,373.83,368.48,308.16,366.18
2014-10-14 22:14:02.495000,L8,,,,,,,,,,,,,,,,283.78,327.16,332.38,337.06,336.50,,,,334.94,336.64,304.62,,328.57,323.67,322.26,309.54,299.34,300.43,288.98,292.75,284.48,288.54,280.67,275.55,285.43,,283.94,283.88,289.76,293.18,296.56,307.04,349.54,344.16,344.55,296.64,344.43
2014-10-23 22:07:51.237000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.04,281.40,282.29,225.35,284.07,289.18,243.11,288.51,337.78,330.82,331.97,,336.72
2014-11-08 22:07:51.967000,L8,279.88,304.47,312.30,287.94,272.84,278.39,256.80,315.38,306.11,264.50,263.92,263.51,278.76,250.48,253.28,300.94,347.03,346.34,347.98,343.95,321.95,320.04,322.50,343.31,351.37,330.78,,339.43,332.95,334.46,320.69,303.80,308.70,298.30,301.93,292.73,307.62,294.30,291.70,298.74,299.22,304.16,296.18,304.45,311.10,323.14,365.26,348.65,364.56,353.25,303.79,
2014-11-15 22:14:01.388000,L8,276.71,262.51,290.25,283.15,270.71,281.33,256.14,306.51,299.17,262.65,262.97,262.84,280.31,248.55,251.66,301.94,337.56,337.62,340.26,338.60,316.13,320.53,317.00,336.55,339.48,318.39,,331.33,325.43,324.17,312.59,296.68,301.78,293.17,295.60,287.49,294.67,285.41,279.53,291.34,290.89,294.25,287.97,299.57,303.36,314.80,311.29,349.17,351.08,346.48,298.84,345.00
2014-12-01 22:14:00.103000,L8,269.08,271.15,297.94,283.39,281.66,337.23,256.17,316.53,296.53,273.83,272.24,271.82,285.03,299.73,256.87,294.84,340.88,341.26,346.84,337.55,318.35,322.19,318.69,330.69,354.72,324.95,,332.10,325.14,324.24,314.85,300.64,306.71,295.47,294.43,289.39,297.60,278.41,318.58,300.96,297.26,300.17,293.15,306.76,306.58,323.09,363.36,386.86,,,294.17,
2014-12-26 22:07:42.898000,L8,266.36,254.42,280.94,269.35,250.70,252.72,246.68,,,,,,,,,,,,,,310.91,309.73,310.89,335.30,341.23,322.03,,330.75,325.76,321.68,310.77,292.98,301.22,292.51,295.09,285.00,292.49,280.23,272.98,288.24,287.08,289.53,288.20,295.17,301.36,308.85,291.17,342.95,340.74,339.42,,352.76
2015-01-18 22:13:48.486000,L8,271.42,261.70,312.42,276.24,261.86,255.83,,,,252.01,262.83,256.01,278.40,306.14,,299.70,346.20,338.92,341.30,340.76,314.78,319.35,323.17,344.38,351.44,326.73,,340.04,329.66,328.87,314.87,297.21,305.27,298.28,297.66,287.97,296.61,284.15,283.51,294.01,293.45,292.09,294.66,297.50,302.94,339.99,370.61,348.51,349.62,339.17,297.48,368.93
2015-02-03 22:13:44.870000,L8,271.90,263.12,316.06,277.18,266.26,276.91,253.51,310.46,301.26,254.55,264.75,255.04,277.70,244.43,,301.31,347.02,341.87,345.10,342.68,315.37,322.64,322.33,346.79,351.10,322.52,,340.89,330.82,337.94,313.41,302.61,309.48,300.87,299.85,288.83,295.35,283.42,283.64,294.51,292.30,294.97,294.97,329.92,,,371.78,344.90,346.16,366.00,298.61,373.05
2015-02-12 22:07:27.072000,L8,273.02,265.07,285.94,276.71,266.70,252.40,252.72,308.80,299.51,,,,,,,287.12,343.66,344.45,350.57,348.02,319.87,314.34,322.82,343.45,347.22,328.79,,332.36,328.20,325.80,270.84,300.41,306.14,296.51,299.29,290.04,295.65,281.55,283.42,293.82,291.44,291.41,292.63,295.79,301.61,276.69,279.04,343.21,348.50,344.78,299.44,360.83
