dates,satname,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0015,nzd0421-0051
2015-02-19 22:13:37.503000,L8,275.62,264.12,308.17,281.25,272.91,286.73,233.80,311.77,301.92,258.71,262.35,257.45,274.66,306.20,,301.48,350.09,343.44,351.96,345.63,317.42,319.29,323.51,372.52,330.46,322.33,,,,,,,,,,,262.12,269.18,279.89,303.74,294.82,302.72,295.76,305.30,299.00,307.35,294.04,353.66,,,296.97,
2015-02-28 22:07:24.273000,L8,,269.26,313.28,288.04,275.00,253.87,251.92,307.75,298.47,,,,,,,298.78,346.74,339.46,341.78,345.64,323.74,324.30,319.69,341.83,347.25,321.16,,328.46,325.75,325.61,257.04,308.21,310.89,335.83,300.79,289.88,294.06,280.41,288.44,291.77,291.31,296.00,331.92,338.46,317.23,272.63,277.15,343.82,351.11,340.01,296.39,
2015-03-07 22:13:29.991000,L8,277.33,261.96,278.75,281.26,281.09,291.92,246.11,311.46,312.61,279.11,294.62,271.50,274.24,,,308.38,350.25,352.19,353.02,354.21,325.87,338.52,330.12,355.83,353.78,328.36,,348.69,333.56,342.34,327.84,308.21,303.92,299.52,250.60,289.08,304.46,340.11,,,,,,,,,,,,,302.86,
2015-03-23 22:13:20.918000,L8,,263.84,290.98,293.17,283.92,267.74,220.48,,,,,,,,,290.09,336.95,337.79,339.34,343.95,316.33,320.86,320.62,342.06,342.09,,,,,,250.70,304.27,304.94,294.08,295.26,281.62,287.96,279.26,282.70,289.25,287.02,288.77,290.97,294.68,301.33,307.09,279.81,,,,287.59,
2015-04-01 22:07:01.610000,L8,,272.40,319.84,298.47,287.70,265.60,230.94,305.42,298.56,,,,,,,300.84,344.28,343.63,344.61,351.07,327.06,332.45,322.70,344.78,345.79,322.99,258.42,330.91,327.79,327.07,315.47,305.90,305.94,296.43,299.61,288.88,292.45,280.49,292.15,294.76,292.79,338.60,337.76,,,274.90,332.49,401.13,,,284.45,
2015-04-24 22:13:08.174000,L8,,,289.09,294.30,276.07,275.02,,,,,,,,,,,,,,,,,,,,,,,,,,,301.72,275.24,273.04,273.50,,,,,,,,,,,,286.21,354.85,331.02,,340.70
2015-05-19 22:06:40.529000,L8,268.36,247.58,342.34,310.17,289.48,291.94,249.96,322.15,,,350.59,341.23,343.53,311.18,343.87,365.25,355.31,364.71,368.32,363.43,340.50,369.25,377.90,372.29,369.23,368.09,365.07,368.73,373.03,370.92,368.53,359.67,349.05,348.74,342.46,,,,,,,,,,,,306.09,344.31,371.28,375.51,302.96,
2015-06-27 22:13:10.096000,L8,,,,,,,,271.94,302.99,280.27,270.63,278.18,295.73,267.89,325.88,,,,,,298.47,364.88,316.28,335.46,341.17,318.19,329.73,329.72,356.38,344.41,248.32,337.19,323.12,319.94,283.35,282.63,313.45,279.25,318.45,319.08,310.96,326.91,325.60,322.34,321.55,327.12,,,,,,
2015-07-22 22:07:13.408000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.24,253.95,266.41,244.85,247.27,216.94,,262.85,280.24,287.12,215.83,287.71,304.33,308.69,,282.63,323.07,352.02,,343.05
2015-07-29 22:13:25.654000,L8,,,,,,,,271.85,274.85,275.72,264.16,274.50,283.35,257.26,,,,,,,,,,,,,,,,,,,291.62,267.94,271.25,263.72,249.95,220.90,,243.26,275.68,274.60,218.66,280.25,291.10,228.88,275.09,278.42,332.44,327.22,,351.66
2015-09-08 22:07:30.411000,L8,295.22,317.48,336.45,306.29,299.80,347.26,341.92,,,,,358.79,355.50,349.39,341.52,358.42,367.56,360.19,362.86,362.02,377.09,,372.65,362.64,371.09,362.21,370.39,361.82,351.87,341.19,351.31,347.76,345.31,325.35,328.20,318.69,328.95,324.93,324.64,324.60,314.14,318.88,324.07,334.34,,,,,,,311.56,
2015-09-24 22:07:37.598000,L8,342.04,244.89,,,,,322.23,288.36,311.03,270.58,292.16,305.49,305.28,278.45,302.92,,,,,,,,,,,,,334.54,257.55,278.69,296.70,297.63,293.47,,,267.85,288.41,280.96,278.07,298.93,289.52,293.04,229.84,284.33,295.25,298.82,292.32,325.56,337.93,356.74,,354.31
2015-10-10 22:07:38.780000,L8,285.17,263.40,316.58,294.27,282.48,291.00,256.88,317.46,303.88,272.56,273.82,279.96,291.87,304.90,,305.05,344.05,342.88,338.50,342.89,322.76,326.86,323.96,351.63,351.43,330.56,,342.12,340.93,336.38,325.07,312.17,315.37,293.43,297.79,293.14,308.86,289.37,290.17,307.57,298.69,306.91,300.66,322.83,312.22,328.14,395.33,345.30,366.56,355.77,298.90,366.45
2015-10-17 22:13:50.272000,L8,298.73,310.59,322.00,303.35,302.27,327.75,327.95,330.97,331.43,333.20,343.96,350.54,352.97,349.50,342.58,346.72,353.89,359.50,359.55,360.40,362.75,361.98,360.94,367.57,362.35,360.72,356.99,361.82,348.09,344.04,349.64,332.14,327.40,342.69,317.51,314.35,327.55,319.99,330.67,321.59,315.00,320.93,325.44,322.33,324.90,333.83,,,,,342.24,
2015-11-18 22:13:56.900000,L8,278.32,253.38,286.98,275.23,265.47,265.86,241.96,268.97,271.59,256.95,262.33,263.21,281.71,250.01,,,,,,,,,,,,,,,,,,,245.34,259.00,255.91,267.15,285.86,277.87,256.60,280.17,284.26,279.00,281.65,289.88,293.66,293.58,302.95,344.97,352.13,343.80,,343.46
2015-11-27 22:07:47.119000,L8,270.68,259.02,289.75,272.01,260.42,257.28,248.05,304.45,291.75,262.17,263.06,260.91,274.13,247.67,,290.52,336.10,333.11,334.49,336.01,314.19,312.47,320.23,340.50,342.23,324.09,,332.71,328.98,325.49,310.25,296.23,300.75,288.57,294.31,287.66,295.79,281.70,282.76,291.56,291.00,294.96,295.54,306.74,303.00,322.10,374.48,344.27,352.50,353.75,296.73,353.48
2015-12-13 22:07:45.395000,L8,289.12,311.64,326.52,296.21,275.17,337.11,324.41,337.16,327.11,277.00,292.07,325.61,284.76,351.55,263.44,349.46,363.69,367.17,367.34,360.57,315.66,324.20,330.02,365.33,365.62,342.36,356.53,353.08,329.27,326.88,301.17,314.95,311.79,292.13,300.02,296.87,308.54,300.02,317.41,320.85,320.83,322.58,318.71,312.48,327.98,336.09,368.33,350.97,373.14,362.96,308.74,364.25
2015-12-20 22:13:57.286000,L8,275.94,267.13,309.17,277.18,269.36,291.06,256.70,311.77,300.96,263.92,263.98,263.41,279.24,245.93,249.38,303.88,341.50,334.73,334.60,332.07,318.81,312.13,319.83,329.81,341.05,315.83,,,,,296.73,294.73,298.50,286.39,298.13,289.91,293.25,283.69,272.45,299.10,286.61,297.37,292.02,309.57,303.37,319.74,304.87,345.55,355.89,342.64,302.58,334.95
2015-12-29 22:07:44.999000,L8,264.68,253.35,282.51,263.34,246.81,247.32,220.20,,,,,,,,,,,,,,305.43,304.01,315.44,335.22,345.46,322.23,,264.74,329.29,327.84,307.54,,,,,,,,,284.84,279.59,285.72,287.21,292.53,301.43,308.08,280.51,339.74,353.27,348.64,,339.04
2016-01-05 22:13:53.066000,L8,277.65,265.45,289.88,280.98,269.45,287.96,255.29,305.51,299.11,265.90,268.39,264.72,280.28,306.25,,302.23,339.64,334.15,337.10,337.29,315.11,316.19,326.16,342.07,347.43,323.50,,337.50,331.15,328.55,312.78,297.32,302.97,291.74,294.80,287.77,296.66,284.52,280.61,297.36,293.41,303.98,295.04,308.47,307.55,321.14,297.93,348.64,353.79,354.75,299.99,355.67
2016-01-21 22:13:53.857000,L8,272.48,260.73,286.91,278.43,269.26,284.33,250.42,304.59,298.03,264.95,268.69,263.96,278.54,299.19,,293.53,331.38,331.38,331.02,334.69,313.68,315.12,321.99,340.49,344.22,323.46,,,,,262.46,296.58,301.17,288.76,293.48,284.91,293.45,282.18,276.62,289.33,288.27,296.49,292.08,294.88,300.00,306.24,333.16,346.00,349.10,344.86,296.67,359.25
2016-02-15 22:07:33.404000,L8,282.45,271.32,307.24,291.51,282.54,300.62,317.79,326.12,330.54,284.73,305.00,336.10,294.25,313.04,278.97,308.30,349.60,344.45,343.94,345.51,321.03,330.32,339.61,351.93,357.69,341.47,345.24,348.34,347.34,343.78,325.31,314.08,320.77,301.71,312.57,293.23,305.89,294.63,290.88,306.48,311.47,304.65,307.35,307.56,313.51,318.74,360.82,347.26,388.64,347.75,303.23,361.07
2016-03-02 22:07:31.352000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.83,281.67,286.81,238.94,279.31,298.20,333.53,333.47,,341.29
2016-03-18 22:07:25.821000,L8,282.22,261.23,289.57,291.33,281.94,234.84,233.93,307.73,302.48,271.21,274.34,268.85,272.43,304.34,,293.58,337.07,336.76,337.51,338.81,320.22,318.13,325.82,343.60,343.77,325.75,,,,,,,,,,,,,,,,,,,,,,,,,294.93,
2016-04-19 22:07:10.819000,L8,,,,,,,,303.78,303.12,279.56,285.88,285.90,279.53,309.93,,298.97,342.82,342.04,341.53,343.32,327.29,335.92,324.07,346.19,343.44,323.76,,,,,254.98,300.11,301.89,267.29,290.73,281.40,287.63,279.83,274.75,291.18,293.17,300.34,299.84,312.39,314.59,338.04,332.25,320.13,364.12,349.65,,366.69
2016-04-26 22:13:21.011000,L8,294.70,290.63,317.39,305.68,295.84,312.86,338.33,342.02,340.40,347.75,342.28,346.89,318.54,349.15,341.50,349.50,355.08,358.60,356.60,365.63,354.28,374.45,372.98,367.79,364.45,363.27,359.45,352.99,359.76,359.59,348.37,343.82,333.10,331.62,320.82,325.17,329.46,322.34,323.66,321.28,317.15,320.08,325.25,327.48,327.26,339.24,,,,,306.88,
2016-05-12 22:13:20.486000,L8,,,,,,,,297.15,300.35,288.18,281.95,292.15,301.28,297.70,266.28,,,,,,328.96,348.58,323.42,345.94,342.66,323.62,333.02,335.40,331.51,332.47,323.39,321.78,315.00,297.06,295.57,284.68,306.66,284.72,306.06,309.35,302.83,314.35,306.26,314.45,316.47,325.83,,,,,,
2016-06-13 22:13:30.468000,L8,,,,,,,,,219.45,262.26,258.81,247.77,263.48,242.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08 22:07:32.591000,L8,,,,,,,,282.24,300.87,284.26,284.35,285.80,311.70,268.99,263.61,329.65,333.66,343.01,346.60,355.54,333.95,355.27,326.89,350.44,349.31,328.26,263.43,349.66,346.16,331.01,326.41,316.79,319.94,316.78,317.70,304.32,306.73,287.99,318.59,318.47,318.36,320.77,317.52,317.81,315.83,321.67,,,,,,
2016-07-15 22:13:46.133000,L8,,,,,,,,283.74,303.98,288.84,284.66,287.78,306.20,279.15,257.07,,329.55,351.50,371.58,357.72,327.19,366.05,323.65,348.82,359.85,353.37,352.33,354.84,348.30,344.20,329.69,328.82,333.95,318.36,303.32,296.37,317.71,323.98,329.40,325.50,324.23,322.15,316.28,315.22,321.40,327.91,316.98,296.98,342.47,364.48,,355.84
2016-07-24 22:07:37.782000,L8,,222.32,304.21,304.15,285.00,281.66,234.51,304.80,314.51,284.27,284.70,305.86,296.19,306.60,331.40,335.82,335.60,347.16,350.87,354.93,332.29,355.95,321.83,352.84,349.98,345.82,346.21,342.09,343.46,341.87,326.33,326.17,321.90,324.45,314.17,308.57,316.67,312.95,317.33,318.20,307.50,316.99,314.91,322.43,325.78,338.11,,,,,,
2016-08-09 22:07:39.758000,L8,,267.03,309.42,303.55,285.15,280.48,234.87,312.84,310.94,284.77,298.28,290.07,297.69,313.02,259.76,328.18,351.15,349.21,351.89,355.83,332.06,353.92,325.96,353.51,350.19,329.41,341.63,348.26,344.21,336.97,332.70,333.07,320.03,316.73,321.08,321.52,308.85,309.98,316.29,314.69,317.53,311.77,313.63,313.93,312.82,319.11,374.93,343.15,359.99,354.78,,355.89
2016-09-10 22:07:51.328000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.34,287.65,232.17,279.40,299.94,347.08,334.56,,342.59
2016-10-03 22:14:04.456000,L8,285.31,273.82,321.15,295.96,285.04,290.93,253.46,305.01,297.03,276.06,283.30,277.33,290.56,307.24,258.66,307.08,349.07,340.22,348.05,345.49,323.05,332.77,327.64,345.11,346.15,323.32,259.13,337.27,330.13,349.86,316.50,307.60,305.20,294.97,295.90,289.49,293.43,285.92,288.29,300.28,296.96,313.03,313.92,319.10,310.18,322.28,364.39,353.12,351.71,360.14,298.66,359.28
2016-10-12 22:07:57.049000,L8,284.10,266.97,307.11,291.69,281.03,279.14,255.46,305.47,300.93,270.95,276.88,270.48,279.18,309.10,254.61,304.47,342.23,338.35,338.37,270.09,322.59,329.26,327.92,344.77,346.19,327.44,,337.82,329.29,330.05,314.76,306.07,305.02,297.04,297.18,292.31,293.80,287.24,285.74,294.27,294.72,298.62,297.61,300.76,303.82,325.42,369.08,346.80,356.42,343.48,300.34,359.60
2016-12-15 22:07:53.950000,L8,270.28,260.14,293.14,271.43,253.66,255.31,246.41,313.17,305.43,259.57,264.71,263.65,280.99,297.82,246.22,293.00,,,,271.31,310.37,312.12,322.87,345.31,348.48,323.60,,339.97,334.06,330.17,312.74,301.04,303.20,292.97,297.74,287.96,298.60,282.07,277.73,289.17,290.08,292.60,293.81,296.63,302.90,325.70,368.86,342.39,351.90,354.39,299.04,353.13
2016-12-31 22:07:51.584000,L8,272.59,259.44,292.52,270.60,257.75,265.63,251.74,314.03,305.51,260.32,262.59,264.91,278.09,249.66,250.82,291.42,341.13,337.78,339.94,338.09,315.28,312.22,324.21,345.73,346.25,326.02,,342.98,334.41,331.19,311.43,299.62,303.30,293.91,298.69,287.93,294.30,283.85,277.48,293.54,291.89,300.77,289.44,301.34,302.18,310.55,297.62,338.77,355.29,352.05,299.49,355.67
2017-01-16 22:07:46.911000,L8,267.63,256.95,285.14,264.73,251.70,249.90,247.75,306.06,297.07,253.45,259.72,254.33,273.69,244.28,,,,,,,308.47,307.51,316.65,336.20,344.99,317.34,,344.33,327.97,319.70,307.25,291.98,297.02,262.13,290.90,283.20,288.85,279.00,273.45,287.75,286.50,290.24,291.25,296.20,298.38,310.35,288.40,339.38,350.11,349.59,,354.80
2017-01-23 22:13:55.126000,L8,320.42,331.82,342.84,333.33,337.89,,,,,,,,,,,,,,,,,,382.54,380.99,376.63,367.03,366.20,363.71,361.96,357.81,350.86,346.04,349.98,334.42,334.67,330.36,334.62,332.87,328.36,335.04,331.38,328.03,334.68,331.48,,,,,,,,
2017-02-08 22:13:46.733000,L8,280.16,268.21,318.29,284.47,273.76,300.75,301.94,317.29,312.74,274.24,304.60,318.64,285.17,311.15,259.90,306.27,350.50,347.74,353.51,352.28,322.75,334.94,338.07,355.02,358.10,339.29,347.68,351.30,345.08,339.88,329.41,314.48,316.79,324.39,318.58,297.31,312.71,308.16,305.13,321.92,317.94,321.92,317.24,329.32,326.20,341.58,327.16,405.57,356.99,354.96,299.09,363.81
2017-02-24 22:13:41.814000,L8,274.91,267.96,288.20,281.57,275.41,289.57,246.29,306.09,303.34,264.18,263.84,258.42,274.37,300.28,,305.30,343.27,341.69,344.93,344.75,319.28,326.12,330.65,346.29,345.92,322.37,,331.00,330.05,324.77,314.54,302.56,308.43,298.03,299.35,290.94,309.64,287.60,290.95,302.81,297.86,325.96,304.60,323.93,321.84,339.30,,,,,297.28,
2017-04-06 22:07:09.788000,L8,,,296.07,297.50,254.56,280.90,248.67,309.91,297.10,276.72,267.18,275.31,274.23,259.64,,,,,,,,,,,,,,332.91,326.63,321.13,308.33,303.55,301.06,287.00,292.39,282.15,288.38,281.33,280.67,288.00,285.92,290.22,289.99,292.07,297.96,302.86,283.72,324.99,357.66,344.00,,359.29
2017-04-22 22:07:00.199000,L8,,,,,,,,,220.75,270.59,258.81,269.15,267.76,255.52,,,,,,,293.60,296.81,313.40,292.27,326.57,,,,,,,,255.99,266.14,267.89,260.33,248.88,228.90,,,,,,272.34,270.61,233.29,275.17,284.46,351.80,330.30,,333.82
2017-05-24 22:07:10.251000,L8,,,,,,,,211.34,229.79,265.26,257.70,268.30,270.40,248.48,,,,,,,,,,,,,,,,,,295.16,283.09,274.72,268.66,255.18,245.77,235.27,,249.89,269.86,278.44,214.18,,,,,,,,,
2017-06-16 22:13:31.641000,L8,,,,,,,,,221.39,266.40,260.51,270.01,279.82,249.19,,,,,,,,,,,,,,,,,,291.57,287.59,275.52,270.15,247.79,243.75,216.75,,,,,,,,,,,,,,
2017-06-25 22:07:23.481000,L8,,,326.29,308.65,284.71,281.97,224.00,270.88,302.05,282.53,274.07,285.79,311.77,273.61,320.93,,325.63,354.22,362.41,369.44,337.40,345.94,326.76,347.78,363.39,322.74,361.09,354.89,346.65,348.04,327.89,312.50,314.98,334.59,296.22,292.58,317.90,284.25,326.01,322.07,314.78,324.75,320.47,330.80,326.48,339.47,,,,,,
2017-08-03 22:13:47.751000,L8,,,,,,,,,224.88,268.68,257.90,262.14,270.15,252.01,,,,,,,,,,,,,,,,,,293.16,280.41,276.41,265.90,249.11,247.64,212.73,,,,,,,,,,,,,,335.56
2017-08-28 22:07:43.849000,L8,296.10,290.53,314.94,302.30,296.53,302.11,309.57,321.94,324.97,327.27,314.95,326.17,295.93,318.22,328.58,329.93,364.94,345.93,349.11,345.27,338.38,353.90,333.83,351.60,347.20,339.88,348.61,348.95,346.12,337.94,332.91,325.82,315.36,311.43,309.22,311.10,313.40,308.49,305.48,301.00,308.06,306.44,309.05,314.22,316.61,319.03,348.19,358.76,355.82,355.89,306.25,354.15
2017-09-13 22:07:44.261000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.72,295.84,256.60,272.81,261.01,245.66,,,,277.26,274.01,276.97,219.51,276.17,281.70,233.64,277.35,,,,,
2017-12-02 22:07:46.733000,L8,318.15,339.70,,,,,,,,,351.46,354.37,349.41,348.96,351.17,358.17,367.05,371.39,371.19,372.25,368.63,,,,,380.96,375.94,379.43,376.48,368.02,362.36,351.81,351.53,354.59,,,,,,,,,,,,,,,,,347.61,
2017-12-09 22:13:57.340000,L8,268.44,267.24,298.28,281.26,258.73,257.99,255.70,307.81,304.12,262.00,256.91,259.64,280.64,302.18,262.65,304.22,331.34,337.82,340.44,337.38,319.62,321.16,322.59,337.89,336.44,322.55,,327.80,329.70,326.08,310.25,301.34,304.28,293.45,294.69,289.03,293.94,284.71,284.12,291.72,291.02,301.52,296.60,304.24,299.06,311.30,306.48,347.83,350.76,344.53,299.48,354.24
2018-01-19 22:07:38.489000,L8,307.85,317.07,321.92,309.67,329.72,352.66,,,,,,336.14,350.76,347.68,361.12,330.82,354.19,357.64,354.23,356.26,326.39,358.19,336.81,350.62,343.57,333.23,327.52,349.03,335.27,342.90,314.02,302.73,306.99,298.51,301.00,294.63,307.07,292.04,294.05,305.19,298.84,307.81,296.56,322.14,305.11,328.03,372.49,342.87,355.50,351.89,355.75,360.59
2018-01-26 22:13:45.000000,L8,278.85,267.14,303.96,293.53,290.07,309.50,308.23,323.05,320.73,301.09,308.25,331.45,300.25,314.42,276.31,313.57,342.52,348.44,351.06,349.60,322.94,326.00,325.61,351.45,344.30,329.52,,338.86,330.78,326.81,312.38,303.39,305.08,297.51,297.05,291.05,295.49,285.63,284.15,297.37,307.66,303.92,315.47,305.27,310.04,331.20,356.00,351.29,356.29,347.23,306.68,354.68
2018-02-11 22:13:38.280000,L8,263.51,251.31,279.49,263.18,260.78,255.40,,271.61,272.81,260.80,245.97,256.53,275.39,242.84,,,,,,,,298.64,307.79,296.61,298.79,,,,,,,,,,,,,,,278.23,277.03,276.90,278.96,280.79,286.86,289.70,300.83,340.76,333.49,326.46,,336.52
2018-03-15 22:13:22.165000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.07,267.56,269.82,220.66,243.86,277.71,241.85,291.35,,,,,
2018-03-31 22:13:15.678000,L8,285.88,277.39,341.98,299.02,288.22,296.82,230.29,314.89,310.16,288.79,302.82,313.14,295.88,314.06,273.51,322.86,348.91,347.93,350.56,348.90,328.50,342.85,328.97,351.65,352.17,332.20,336.87,349.44,339.90,336.31,324.26,328.80,312.12,301.57,308.72,291.95,314.63,294.78,298.27,313.16,305.69,319.28,310.26,329.01,327.64,340.66,371.41,350.22,361.41,364.34,297.40,369.49
2018-04-16 22:13:06.453000,L8,,,,,,,,288.68,279.88,271.38,261.00,271.26,270.24,254.96,,,,,,,,,,,,,,,,,,,269.32,275.76,277.36,262.06,274.44,274.11,221.48,279.90,273.53,277.19,218.09,,,,,283.71,344.17,331.21,,336.45
2018-04-25 22:06:50.725000,L8,318.29,328.08,337.88,317.21,310.40,323.80,,,,,,,,,,,,,,,,,380.67,380.62,359.71,351.43,352.82,360.82,355.64,351.71,349.38,345.17,338.32,329.84,326.20,322.82,327.66,329.49,334.92,,,,,,,,,,,,,
2018-05-02 22:12:57.650000,L8,,,,,,,,214.27,270.73,271.08,259.34,263.37,272.02,260.05,,,,,,,,,,,,,,,,,,294.28,283.59,277.61,270.51,260.49,249.95,238.24,,273.79,271.62,275.97,275.77,273.87,285.62,289.27,272.93,284.46,342.12,324.75,,335.46
2018-05-18 22:12:46.768000,L8,,,307.97,300.86,284.94,285.57,232.74,301.53,306.85,293.70,287.64,305.48,305.97,300.09,314.79,,339.15,350.81,350.80,352.33,331.66,356.90,326.10,352.71,345.83,334.89,265.65,348.82,346.04,336.66,324.36,320.13,314.49,310.23,306.57,293.87,305.23,291.37,314.83,312.72,312.18,320.62,313.80,315.09,318.16,326.32,368.77,344.11,355.27,355.97,,
2018-06-28 22:06:40.110000,L8,,,,,,,,248.06,270.73,272.35,260.47,269.48,283.38,249.40,,,,,,,,,,,,,,,,,,298.35,293.36,279.27,273.81,263.81,245.55,235.98,,282.53,283.00,286.78,289.82,274.19,295.68,304.38,291.12,,,,,
2018-07-21 22:13:01.464000,L8,,,,,,,,296.12,303.24,286.74,287.98,295.67,294.37,279.87,276.78,,,,,,326.23,349.69,321.82,345.36,343.97,325.44,327.03,334.10,330.46,329.78,257.41,309.08,308.94,299.84,293.65,289.41,309.91,284.23,314.64,307.68,303.41,313.73,309.75,320.15,323.18,330.20,,,,,,
2018-08-31 22:07:11.120000,L8,,,,,,,,238.36,279.36,273.36,259.63,268.00,271.61,258.53,,,,,,,,,,,,,,297.92,315.25,308.49,,,,,,,,,,274.22,269.24,275.98,218.35,263.05,267.70,234.84,276.99,,,,,
2018-10-18 22:07:29.549000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.35,284.97,238.40,280.99,323.35,330.06,327.59,,341.08
2018-11-10 22:13:44.803000,L8,311.85,322.75,333.35,311.47,304.31,344.22,,345.31,343.87,345.84,345.44,347.99,356.48,353.39,354.72,358.91,364.26,365.27,372.85,365.82,359.15,369.50,369.90,373.14,377.80,370.88,367.78,359.89,360.86,355.18,352.70,344.38,341.49,339.60,342.85,,,,,,,,,,338.75,340.38,372.75,406.53,376.94,371.88,358.55,365.66
2018-12-21 22:07:30.529000,L8,286.37,276.82,354.84,294.60,287.81,311.62,307.93,330.87,321.34,299.99,306.10,323.50,300.22,315.53,300.92,321.76,347.90,349.85,354.39,351.69,325.87,340.22,336.92,357.19,355.72,338.61,302.21,351.10,348.33,344.88,330.57,326.26,324.11,329.40,317.42,302.20,325.79,297.89,304.76,313.49,325.69,325.18,323.03,330.12,,,,,,,316.59,
2019-01-22 22:07:26.086000,L8,267.40,261.53,298.45,276.59,260.46,254.69,253.42,311.85,301.80,259.83,234.34,,,,,292.91,341.07,339.14,344.21,340.36,316.62,316.12,315.03,344.65,345.26,328.77,,342.47,332.63,329.50,311.19,305.40,303.88,290.27,296.50,289.59,298.81,284.61,282.78,288.80,287.77,286.10,285.62,292.78,297.15,304.21,297.68,341.80,349.03,348.03,298.39,351.86
2019-02-07 22:07:23.498000,L8,272.93,269.89,324.44,282.02,264.99,293.95,253.90,309.27,303.41,262.90,254.67,260.44,273.96,303.49,253.25,300.83,344.91,342.94,345.75,273.54,320.86,320.47,322.81,346.83,346.06,328.26,,345.59,332.51,330.36,315.79,307.76,304.41,295.07,297.18,289.52,297.91,286.25,284.86,292.56,292.09,295.35,292.51,298.40,301.62,307.15,370.33,345.20,359.39,343.91,299.12,362.70
2019-02-14 22:13:33.263000,L8,252.44,270.71,303.24,289.07,276.06,296.61,255.31,315.39,305.80,264.25,256.06,,,,,265.18,332.98,342.05,341.54,342.69,321.46,317.57,312.86,331.89,331.16,,,324.76,321.33,331.52,315.88,307.51,304.83,297.63,298.04,292.09,300.18,289.92,289.66,297.77,299.30,293.96,277.31,,,,,348.02,353.59,352.57,294.97,353.14
2019-03-02 22:13:29.085000,L8,280.38,272.53,304.89,290.92,280.01,297.06,235.52,313.23,306.36,269.61,257.92,263.14,277.79,300.10,252.12,306.77,347.30,347.06,351.17,348.02,322.39,325.42,324.76,346.38,348.60,327.09,,351.46,335.13,342.18,317.95,308.95,305.45,295.75,298.09,290.33,294.17,285.19,286.49,292.42,292.23,292.36,292.16,300.43,301.84,309.98,302.04,346.23,355.75,363.11,297.71,362.86
2019-03-11 22:07:14.802000,L8,286.20,276.40,300.21,294.70,282.59,302.48,304.00,326.67,322.46,274.70,308.96,322.45,285.94,316.29,261.92,313.35,339.41,347.54,352.17,344.77,328.96,334.87,331.65,356.00,351.61,330.96,335.36,333.69,,,245.99,305.06,296.94,322.50,234.56,276.74,285.96,284.77,281.32,289.58,291.13,290.15,304.13,322.11,318.15,316.81,331.12,334.48,360.90,355.93,305.79,358.54
2019-04-03 22:13:20.444000,L8,288.80,321.64,358.83,308.59,340.05,,,,,,354.89,358.11,354.29,357.76,355.02,359.00,368.13,369.79,369.93,365.26,341.00,372.98,373.55,378.87,374.42,344.72,363.65,366.17,365.36,365.61,364.97,355.42,355.85,349.76,350.86,,,,,,,,,,,,393.57,403.20,374.54,377.67,318.89,
2019-05-30 22:07:21.058000,L8,264.12,240.88,327.00,306.36,287.17,287.97,242.71,300.39,306.69,288.61,293.45,286.99,306.32,302.49,304.44,,364.60,364.75,366.42,367.69,338.55,369.13,324.13,366.87,360.33,336.14,367.64,353.33,354.79,349.77,335.10,348.03,347.82,339.90,333.43,328.84,338.37,335.92,,,,,,,,,,,,,,
2019-06-06 22:13:35.075000,L8,,241.58,298.85,300.46,285.87,288.54,218.32,292.97,283.45,280.18,276.10,291.25,288.97,267.62,,314.97,326.94,320.04,340.62,338.18,323.70,339.17,325.42,335.24,327.59,260.48,260.54,,,,252.84,298.42,294.34,279.84,271.12,269.27,275.88,268.31,275.26,282.25,279.29,282.30,283.90,284.69,296.18,301.03,298.66,,,,289.57,
2019-07-01 22:07:32.340000,L8,,,,,,,,221.98,229.51,256.88,256.32,260.97,268.65,245.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
