dates,satname,nzd0504-0000,nzd0504-0001,nzd0504-0002,nzd0504-0003,nzd0504-0004,nzd0504-0005,nzd0504-0006,nzd0504-0007
1999-08-26 22:07:32.686000,L7,481.11,288.95,290.07,293.36,295.26,299.80,335.73,289.63
1999-12-16 22:07:33.708000,L7,286.38,295.20,293.00,,,,,
2000-05-08 22:06:44.900000,L7,288.95,298.91,293.61,303.32,303.23,311.23,335.24,357.10
2000-06-25 22:06:19.852000,L7,292.27,313.92,305.81,307.60,322.65,315.74,,326.36
2000-12-18 22:05:01.704000,L7,419.71,,,293.24,300.03,302.61,299.00,289.60
2001-01-03 22:05:00.181000,L7,415.44,288.28,288.93,292.11,299.84,302.81,308.69,286.99
2001-02-20 22:05:00.525000,L7,345.24,343.29,348.70,358.43,352.95,353.80,358.50,358.42
2001-04-09 22:04:41.882000,L7,286.88,292.21,290.82,297.82,300.84,306.10,338.96,306.24
2001-06-28 22:03:56.771000,L7,285.55,304.87,308.45,302.09,300.58,332.38,,
2001-08-15 22:03:26.328000,L7,284.56,290.67,292.38,293.41,297.23,303.79,275.43,
2001-10-02 22:02:52.358000,L7,322.13,325.98,327.90,335.68,343.71,344.05,344.04,350.93
2001-11-03 22:02:58.699000,L7,280.97,288.05,287.77,291.87,296.26,301.25,271.51,268.95
2002-03-11 22:03:31.366000,L7,282.30,291.39,287.43,297.46,301.10,298.42,280.43,353.69
2002-06-15 22:03:07.576000,L7,283.96,300.05,307.02,309.41,312.34,307.24,283.06,306.42
2002-11-22 22:02:45.529000,L7,295.34,300.78,308.64,308.77,312.71,312.51,298.17,309.84
2002-12-08 22:02:51.522000,L7,370.80,322.63,324.40,330.44,335.54,327.48,319.05,328.61
2002-12-24 22:02:57.022000,L7,287.52,290.80,337.14,337.99,330.62,326.57,282.45,335.53
2004-01-20 21:53:24.777000,L5,282.49,298.91,304.72,302.82,301.05,301.46,284.80,
2005-10-05 22:02:41.026000,L5,296.79,307.49,311.22,306.84,309.98,307.72,297.01,
2005-11-06 22:02:46.848000,L5,284.37,311.45,323.89,323.55,334.61,330.19,322.03,290.56
2010-12-22 22:04:29.137000,L5,277.53,291.43,291.73,289.80,289.15,290.30,272.60,
2011-03-12 22:04:31.079000,L5,290.43,305.74,309.43,305.82,308.35,306.96,290.83,
2013-07-07 22:16:35.929000,L8,,,,,,,,287.08
2013-07-23 22:16:34.633000,L8,288.69,295.68,300.87,300.55,301.03,302.25,277.60,
2013-08-08 22:16:37.441000,L8,287.74,296.87,298.63,299.95,299.79,302.76,275.08,
2013-10-11 22:16:29.291000,L8,445.07,303.50,307.73,307.80,303.47,305.81,290.12,289.32
2013-12-30 22:16:01.055000,L8,283.63,289.94,293.43,294.35,290.70,296.47,275.39,
2014-02-23 22:21:32.043000,L8,296.65,304.14,308.82,312.24,308.27,310.37,288.77,295.14
2014-03-11 22:21:19.920000,L8,293.74,304.49,308.98,311.65,311.60,310.16,290.68,
2014-03-20 22:15:01.497000,L8,298.12,310.32,311.69,312.77,317.37,311.96,287.11,290.84
2014-08-11 22:14:39.696000,L8,300.30,309.05,314.07,315.67,329.25,313.81,291.03,307.15
2014-11-15 22:14:49.314000,L8,298.31,307.89,311.91,313.44,310.87,313.85,307.36,301.43
2015-01-02 22:14:38.674000,L8,316.04,328.80,330.13,325.33,327.07,333.67,327.03,321.81
2015-07-29 22:14:13.585000,L8,,,,,,,,279.14
2015-10-17 22:14:38.194000,L8,294.09,306.07,310.62,310.90,309.96,310.34,288.30,
2016-01-05 22:14:40.992000,L8,293.65,301.68,305.57,309.81,307.83,308.22,288.16,285.41
2016-04-26 22:14:08.933000,L8,300.52,311.52,317.90,317.52,314.94,312.24,298.48,
2016-05-12 22:14:08.416000,L8,295.64,308.45,314.46,314.78,312.32,311.96,290.44,
2016-08-16 22:14:41.427000,L8,288.33,297.23,299.48,301.87,300.92,300.71,277.43,276.55
2016-09-01 22:14:48.072000,L8,285.34,294.90,298.58,301.57,296.31,296.93,273.59,
2017-01-23 22:14:43.048000,L8,289.91,298.65,301.97,304.17,303.65,304.04,283.34,282.71
2017-04-20 22:20:11.117000,L8,283.29,293.29,296.30,296.65,296.55,296.82,274.99,
2017-08-03 22:14:35.682000,L8,293.01,303.96,311.33,315.10,315.84,310.45,285.48,
2018-02-11 22:14:26.201000,L8,286.81,293.54,298.37,298.20,297.15,299.29,278.00,
2018-03-15 22:14:10.086000,L8,300.82,311.89,316.59,314.78,317.73,321.02,301.45,302.88
2018-05-18 22:13:34.690000,L8,,,,,,,,287.30
2018-09-07 22:14:12.130000,L8,283.61,293.50,297.20,298.36,295.36,298.20,276.41,
2018-11-10 22:14:32.733000,L8,299.10,307.87,311.97,313.14,313.78,314.16,296.13,
2018-12-28 22:14:29.227000,L8,305.05,314.12,317.45,320.55,321.06,319.27,312.97,308.62
2019-02-14 22:14:21.185000,L8,284.97,295.26,300.06,302.20,298.14,301.99,276.72,
2019-02-21 22:20:30.485000,L8,360.26,338.85,399.14,323.98,310.40,311.41,349.02,398.28
2019-03-02 22:14:17.011000,L8,302.85,311.79,316.31,317.86,317.65,317.27,298.80,301.31
2019-09-26 22:14:56.917000,L8,283.38,292.23,292.88,273.07,,,,
2019-11-13 22:14:57.837000,L8,303.70,312.55,318.30,320.06,318.91,322.26,298.94,
2019-11-29 22:14:55.870000,L8,300.15,310.03,315.11,317.51,315.41,316.55,298.42,294.35
2020-01-23 22:20:55.593000,L8,300.16,311.13,316.02,317.97,319.47,319.48,296.47,298.33
2020-03-04 22:14:32.767000,L8,306.02,316.28,319.23,324.94,321.47,323.60,301.11,304.78
2020-03-11 22:20:40.527000,L8,286.79,298.79,304.94,306.50,303.18,306.07,280.20,
2020-07-26 22:14:32.385000,L8,300.55,314.57,323.83,327.59,325.36,324.68,288.80,310.71
2020-10-14 22:14:56.808000,L8,291.26,304.27,310.72,311.08,307.92,310.71,286.55,284.48
2021-02-19 22:14:39.648000,L8,293.23,305.41,312.15,303.39,312.06,312.76,286.84,
2021-08-14 22:14:45.391000,L8,294.99,310.25,318.74,320.67,321.27,316.50,294.58,306.53
2021-11-18 22:14:56.496000,L8,292.66,305.33,310.88,312.08,310.25,311.81,284.31,282.64
2021-12-12 22:14:55.412000,L9,305.07,317.45,323.78,326.89,322.76,327.55,302.85,303.71
2022-01-13 22:14:50.477000,L9,301.88,314.40,319.60,319.57,322.02,320.20,289.99,295.56
2022-01-28 22:20:55.692000,L8,300.42,313.89,318.89,322.56,321.57,321.53,290.13,
2022-02-06 22:14:44.088000,L8,291.91,304.84,312.42,312.64,311.93,312.05,284.90,
2022-02-22 22:14:38.338000,L8,305.76,319.11,323.19,326.14,327.02,329.98,302.35,318.67
2022-03-02 22:14:37.725000,L9,300.89,313.60,319.51,320.91,322.43,322.45,291.00,
2023-01-08 22:15:00.142000,L8,292.69,305.66,311.55,312.36,312.95,311.64,285.21,
2023-02-17 22:15:01.258000,L9,296.44,308.28,316.42,315.40,315.05,313.70,286.53,
2023-02-25 22:14:39.957000,L8,299.31,311.51,316.69,318.16,317.93,315.39,288.15,294.17
2023-03-05 22:14:49.135000,L9,323.23,325.26,331.98,333.07,325.66,330.94,339.83,347.29
2023-04-06 22:14:33.046000,L9,303.74,315.22,320.20,323.37,321.74,317.34,290.40,
2023-11-24 22:14:51.719000,L8,303.11,318.54,324.74,326.75,324.36,327.45,298.37,
2023-12-10 22:14:45.117000,L8,292.61,304.83,310.69,312.13,311.77,310.04,283.23,282.20
2024-01-11 22:14:44.166000,L8,308.03,326.35,330.03,332.07,333.18,331.61,303.65,309.03
2024-02-04 22:14:55.450000,L9,292.87,305.41,312.01,313.95,310.89,310.89,282.49,
2024-02-12 22:14:41.937000,L8,302.85,315.87,322.12,324.46,324.16,322.26,296.02,
2024-03-07 22:14:47.781000,L9,288.37,302.10,309.55,306.21,290.30,306.12,278.06,
2024-04-16 22:14:07.010000,L8,288.58,302.37,309.03,308.86,305.58,307.22,279.02,
2024-06-19 22:13:49.014000,L8,325.40,332.90,333.51,333.66,335.14,350.40,343.66,352.36
2024-07-05 22:13:57.118000,L8,308.85,329.39,333.02,352.33,362.29,365.81,356.46,333.53
2024-08-30 22:14:23.037000,L9,287.32,300.63,309.53,311.12,308.91,306.38,279.37,
2024-09-07 22:14:30.806000,L8,299.88,313.48,319.26,323.72,322.86,317.28,293.59,299.41
2024-09-23 22:14:30.418000,L8,285.35,299.84,307.01,307.72,306.68,304.68,278.10,
