dates,nzd0105-0000,nzd0105-0001,nzd0105-0002,nzd0105-0003,nzd0105-0004,nzd0105-0023,nzd0105-0024,nzd0105-0025,nzd0105-0026,nzd0105-0027,nzd0105-0028,nzd0105-0029,nzd0105-0066,nzd0105-0067,nzd0105-0068,nzd0105-0073,nzd0105-0074,nzd0105-0075,nzd0105-0076,nzd0105-0078,nzd0105-0079,nzd0105-0080,nzd0105-0081,nzd0105-0082,nzd0105-0083,nzd0105-0084,nzd0105-0099,nzd0105-0100,nzd0105-0101,nzd0105-0102,nzd0105-0103,nzd0105-0104,nzd0105-0105,nzd0105-0118,nzd0105-0119,nzd0105-0120,nzd0105-0133,nzd0105-0134,nzd0105-0135,nzd0105-0136,nzd0105-0137,nzd0105-0138,nzd0105-0005,nzd0105-0006,nzd0105-0007,nzd0105-0042,nzd0105-0043,nzd0105-0044,nzd0105-0045,nzd0105-0046,nzd0105-0047,nzd0105-0048,nzd0105-0049,nzd0105-0050,nzd0105-0051,nzd0105-0052,nzd0105-0053,nzd0105-0054,nzd0105-0055,nzd0105-0056,nzd0105-0057,nzd0105-0058,nzd0105-0059,nzd0105-0060,nzd0105-0061,nzd0105-0062,nzd0105-0063,nzd0105-0125,nzd0105-0126,nzd0105-0130,nzd0105-0131,nzd0105-0132,nzd0105-0165,nzd0105-0166,nzd0105-0167,nzd0105-0168,nzd0105-0169,nzd0105-0170,nzd0105-0069,nzd0105-0070,nzd0105-0071,nzd0105-0072,nzd0105-0085,nzd0105-0086,nzd0105-0087,nzd0105-0091,nzd0105-0092,nzd0105-0093,nzd0105-0094,nzd0105-0095,nzd0105-0096,nzd0105-0097,nzd0105-0098,nzd0105-0115,nzd0105-0116,nzd0105-0117,nzd0105-0008,nzd0105-0021,nzd0105-0022,nzd0105-0030,nzd0105-0150,nzd0105-0151,nzd0105-0152,nzd0105-0031,nzd0105-0032,nzd0105-0033,nzd0105-0064,nzd0105-0065,nzd0105-0009,nzd0105-0010,nzd0105-0011,nzd0105-0108,nzd0105-0109,nzd0105-0110,nzd0105-0111,nzd0105-0112,nzd0105-0127,nzd0105-0128,nzd0105-0129,nzd0105-0139,nzd0105-0140,nzd0105-0141,nzd0105-0142,nzd0105-0143,nzd0105-0144,nzd0105-0145,nzd0105-0146,nzd0105-0147,nzd0105-0148,nzd0105-0154,nzd0105-0155,nzd0105-0156,nzd0105-0012,nzd0105-0013,nzd0105-0157,nzd0105-0158,nzd0105-0159,nzd0105-0160,nzd0105-0161,nzd0105-0162,nzd0105-0163,nzd0105-0164,nzd0105-0171,nzd0105-0172,nzd0105-0173,nzd0105-0174,nzd0105-0175,nzd0105-0176,nzd0105-0177,nzd0105-0178,nzd0105-0015,nzd0105-0016,nzd0105-0017,nzd0105-0018,nzd0105-0019,nzd0105-0037,nzd0105-0038,nzd0105-0039,nzd0105-0040,nzd0105-0041,nzd0105-0077,nzd0105-0088,nzd0105-0089,nzd0105-0106,nzd0105-0107,nzd0105-0113,nzd0105-0114,nzd0105-0122,nzd0105-0123,nzd0105-0124,nzd0105-0179,nzd0105-0149,nzd0105-0153,nzd0105-0121,nzd0105-0034,nzd0105-0035,nzd0105-0036,nzd0105-0090,satname
2003-08-13 21:48:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.14,291.91,304.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-03 21:50:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.73,294.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.84,,,,,289.14,291.91,304.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-14 21:54:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.25,,,,,315.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.82,,,,,,,,,,L5
2004-10-18 21:56:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.25,,,,,315.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.76,295.58,302.87,,,,,,,,,,,,,,,,,,,330.22,,,,,276.49,286.68,,318.94,330.29,329.71,,,331.98,337.43,342.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.82,,,306.66,295.19,,,,,,L5
2004-11-19 21:56:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.25,,,,,315.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.565,277.96,302.87,,,,,,,,,,,,,,,,,,,330.22,,,,,280.22,291.28499999999997,,320.575,327.39,330.185,,,333.51,337.43,342.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.82,,,309.035,295.19,,,,,,L5
2005-03-11 21:58:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.565,277.96,316.83000000000004,,,,,,,,,,,,,,,,,,,,,,,,286.50666666666666,292.24,,324.46666666666664,327.39,330.185,,,333.51,337.43,342.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4566666666667,318.24,,,,,,L5
2005-09-03 21:59:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.79,,,,,,,,,,,,,,,,,,,,,,,,299.08,294.15,,294.61,303.08,308.74,,,,303.52,310.61,,,,322.75,338.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3,341.29,,,,,,L5
2005-11-22 22:00:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76,305.05,309.36,,,,,,,,,,,,,,,,,,,,,,,277.83,287.09,292.09,302.28,256.97,303.08,308.74,,,,303.52,310.61,,,,322.75,338.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.66,319.31,,,,,,L5
2006-04-15 22:03:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.61,364.12,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76,305.05,309.36,,,,,,,,,,,,,,,,,,,,,,,277.83,287.09,292.09,302.28,296.76,,,,,,,343.37,,333.75,,332.86,347.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.66,318.91499999999996,,,,,,L5
2006-10-24 22:06:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.01,337.57,,,,,,,,,,,,,,,,,277.04,,,279.95,272.65,,293.85,301.57,310.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.19,,,,,,L5
2009-01-24 22:03:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.83,317.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.03,,,,,,,,,,,,,,,,,,306.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.37,,,,,,L5
2009-02-02 21:57:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.83,317.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.03,,,,,,,,,,,,,,,,,,306.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.91,314.09,,,,,,,,,,,,265.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.37,,,,,,L5
2011-03-12 22:01:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.65,345.83,361.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98,302.46,308.94,,,331.46,,320.32,280.61,319.02,350.61,348.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-04-13 22:01:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.65,345.83,361.97,,319.13,320.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98,302.46,308.94,,,331.46,,313.485,276.655,313.71500000000003,350.61,338.655,,298.04,300.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-09-04 22:00:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.86,,348.65,345.83,361.97,,317.445,322.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98,302.46,308.94,,,331.46,,309.67,274.7366666666667,314.4433333333333,336.99,333.74333333333334,,300.055,297.83500000000004,,340.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-05-20 22:13:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.61,,,,294.61,299.91,304.96,316.18,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,277.37,297.5,291.9,299.5,305.84,322.75,333.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.93,289.39,,294.73,289.59,,,,310.35,,,,321.22,,,333.07,,,,,,,,308.69,,,309.06,330.71,,,,342.53,,,,,,,,,,,,,,,,,,,,291.58,,,,,,,,,,,,,L8
2013-10-27 22:13:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.61,,,,284.68,285.49,291.79499999999996,313.44,317.065,,,,,,,,,,,,,,,,,,,,,,,,,,,277.37,297.5,285.12,289.16999999999996,291.815,322.75,333.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.93,289.39,249.59,280.925,283.695,,,,310.35,,,,321.22,,,333.07,,,,,,,,308.69,,,309.06,330.71,,,,342.53,,,,,,,,,,,,,,,,,,,,291.58,,,,,,,,,,,,,L8
2013-11-28 22:13:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.75,271.07,278.63,310.7,295.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.34,278.84,277.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.14,313.55,317.03,,,,,,,,,,,,,,249.59,267.12,277.8,,,,,,,277.73,282.82,292.65,298.42,323.16,322.96,329.69,,,338.8,353.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.1,321.35,,,,,,L8
2013-12-14 22:13:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.75,271.07,278.63,310.7,295.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.34,278.84,277.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.875,310.67,314.735,,,,,,,,,,,,,,249.59,267.12,277.8,,,,,,,273.885,281.105,288.53499999999997,296.17,317.96000000000004,318.455,327.885,,,336.51,349.74,353.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.85,310.095,,,,,,L8
2013-12-30 22:13:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,335.08,336.37,,,,,,,,,268.28999999999996,268.935,272.05,295.26,292.325,292.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.34,278.84,273.13,,,,,,,,,,,,,,,,,,,,,336.28,,,,,,,,305.875,310.67,314.735,,,,,,,,,,,,,,249.59,267.12,277.8,303.44,,325.31,,,334.0,292.0566666666667,297.13666666666666,303.1433333333334,311.5266666666667,317.96000000000004,318.455,327.885,,,336.51,349.74,353.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.85,310.095,,,,,,L8
2014-01-31 22:12:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,335.08,336.37,,,,,,,,,268.28999999999996,268.935,272.05,295.26,292.325,275.71000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.34,278.84,273.13,,,,,,,,,,,,,,,,,,,,,336.28,,,,,,,,305.875,310.67,317.6033333333333,,,,,,,,,,,,,,249.59,267.12,277.8,303.44,,325.31,,279.0,317.62,295.22,297.0925,303.93,311.40500000000003,317.96000000000004,318.455,328.3533333333333,,,336.51,349.74,353.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8866666666667,310.095,,,,,,L8
2014-05-07 22:11:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,335.08,336.37,,,,,,,,,261.83,266.8,265.47,279.82,289.52,275.71000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.47,324.99,334.15,,,,350.03,,,,,,,,,,,,,,,336.28,,,,,,,,305.875,310.67,317.6033333333333,,,,,,,,,,,,,,,,,303.44,,325.31,,279.0,317.62,295.22,297.0925,303.93,311.40500000000003,317.96000000000004,318.455,328.3533333333333,,,335.5466666666667,349.74,353.9,302.94,322.02,,320.9,339.05,314.04,291.07,,357.04,,,,,,,,,,,,,,,,,,,,,,,,,,307.8866666666667,310.095,,,,,,L8
2014-12-01 22:12:00+00:00,,,,,,,,,,,,,,,286.67,279.53,,,,,,,,,,,,,,,,,,,,,314.67,,315.31,321.52,,,,,,,,247.84,280.01,,,,258.07,256.6,287.2,,,,,,,,,,,,,,,273.34,279.24,,,,,,,,310.53,300.25,299.18,272.03,,,241.74,,,286.52,,,,,,,,,,,,,,,,,,,,312.25,,,,,,,,,277.52,288.15,290.36,,,328.54,314.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.41,,,,,,,,,,,,,,,,,L8
2015-01-02 22:11:50+00:00,,,,,,,,,,,,,,,286.67,279.53,,,257.75,,,,,,,,,,,329.94,269.53,268.85,,301.42,,,302.06,296.48,312.83000000000004,315.955,309.43,,,,,,,247.84,280.01,,,,258.07,256.6,287.2,,,,,,,,,,,,,304.93,310.37,273.34,279.24,269.1,,,,,,,310.53,301.03999999999996,303.395,287.565,,,241.74,,,286.52,301.15,,,,,316.68,295.68,306.55,,,,,,,,,,,,312.25,,,,,,,,,277.52,288.15,290.36,,,327.68,316.65,,318.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.41,,,,,,,,,,,,,,,,,L8
2015-04-24 22:11:08+00:00,,,,,,,,,,,,,,,286.67,279.53,,,257.75,,,,,,,,,,,329.94,269.53,268.85,,301.42,,,302.06,296.48,312.83000000000004,315.955,309.43,,,,,,,247.84,280.01,,,,258.07,256.6,287.2,,,,,,,,,,,,,304.93,310.37,273.34,279.24,269.1,306.46,334.65,,,318.09,316.01,310.53,301.03999999999996,303.395,287.565,,,241.74,,,286.52,301.15,,,,,316.68,295.68,306.55,,,,,,,,,,,,312.25,,,,,,,,,277.52,288.15,290.36,,,327.68,316.65,,318.41,,,,,,,,,,,,,277.77,318.04,345.12,310.2,323.68,299.28,297.37,,336.53,,,366.84,,,,,,,,,,,,,314.41,,,,,,,,,,,,,,,,,L8
2015-05-10 22:10:52+00:00,,,,,,,,,,,,,,,286.67,279.53,,,257.75,,,,,,,,,,,329.94,269.53,268.85,,301.42,,,302.06,296.48,312.83000000000004,315.955,309.43,,,,,,,247.84,280.01,,,,258.07,256.6,287.2,,,,,,,,,,,,,304.93,310.37,273.34,279.24,269.1,306.46,334.65,,,318.09,316.01,310.53,301.03999999999996,303.395,287.565,,,241.74,,,286.52,301.15,,,,,316.68,295.68,306.55,,,,,,,,,,,,312.25,,,,,,,,,277.52,288.15,290.36,,,327.68,316.65,,318.41,,,,,,,,,,309.18,,,281.505,318.09000000000003,342.08000000000004,310.825,324.65,299.28,297.37,,336.53,,,369.885,,,,,,,,,,,,,314.41,,,,,,,,,,,321.39,,,,,,L8
2015-07-29 22:11:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.46,334.65,,,318.09,316.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.18,,,281.505,318.09000000000003,342.08000000000004,302.36999999999995,324.65,299.28,297.37,,336.53,,,369.885,,,,,,,,,,,,,,,,,,,,,,,,321.39,,,,,,L8
2015-12-20 22:11:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3,312.85,312.8,,,,,,,,,,,,,,,,,266.24,,,,,,272.57,278.69,282.15,294.35,314.55,319.96,327.21,,,334.75,,,,,,285.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.69,314.6,,,,,,L8
2016-01-21 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.08000000000004,308.855,309.88,,,,,,,,,,,,,,,,,266.24,,,,,,272.57,276.265,280.78,292.37,316.20500000000004,317.94,323.155,,,332.91499999999996,344.72,,,,,285.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.32,314.04,,,,,,L8
2016-02-22 22:11:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.08000000000004,308.855,309.88,,,,313.98,,,,,,,,,,,,,271.675,,299.24,280.99,,,297.25,276.60999999999996,282.6333333333333,293.28000000000003,316.20500000000004,317.94,323.155,,,335.1466666666667,346.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.32,314.04,,,,,,L8
