dates,satname,nzd0105-0000,nzd0105-0001,nzd0105-0002,nzd0105-0003,nzd0105-0004,nzd0105-0023,nzd0105-0024,nzd0105-0025,nzd0105-0026,nzd0105-0027,nzd0105-0028,nzd0105-0029,nzd0105-0066,nzd0105-0067,nzd0105-0068,nzd0105-0073,nzd0105-0074,nzd0105-0075,nzd0105-0076,nzd0105-0078,nzd0105-0079,nzd0105-0080,nzd0105-0081,nzd0105-0082,nzd0105-0083,nzd0105-0084,nzd0105-0099,nzd0105-0100,nzd0105-0101,nzd0105-0102,nzd0105-0103,nzd0105-0104,nzd0105-0105,nzd0105-0118,nzd0105-0119,nzd0105-0120,nzd0105-0133,nzd0105-0134,nzd0105-0135,nzd0105-0136,nzd0105-0137,nzd0105-0138,nzd0105-0005,nzd0105-0006,nzd0105-0007,nzd0105-0042,nzd0105-0043,nzd0105-0044,nzd0105-0045,nzd0105-0046,nzd0105-0047,nzd0105-0048,nzd0105-0049,nzd0105-0050,nzd0105-0051,nzd0105-0052,nzd0105-0053,nzd0105-0054,nzd0105-0055,nzd0105-0056,nzd0105-0057,nzd0105-0058,nzd0105-0059,nzd0105-0060,nzd0105-0061,nzd0105-0062,nzd0105-0063,nzd0105-0125,nzd0105-0126,nzd0105-0130,nzd0105-0131,nzd0105-0132,nzd0105-0165,nzd0105-0166,nzd0105-0167,nzd0105-0168,nzd0105-0169,nzd0105-0170,nzd0105-0069,nzd0105-0070,nzd0105-0071,nzd0105-0072,nzd0105-0085,nzd0105-0086,nzd0105-0087,nzd0105-0091,nzd0105-0092,nzd0105-0093,nzd0105-0094,nzd0105-0095,nzd0105-0096,nzd0105-0097,nzd0105-0098,nzd0105-0115,nzd0105-0116,nzd0105-0117,nzd0105-0008,nzd0105-0021,nzd0105-0022,nzd0105-0030,nzd0105-0150,nzd0105-0151,nzd0105-0152,nzd0105-0031,nzd0105-0032,nzd0105-0033,nzd0105-0064,nzd0105-0065,nzd0105-0009,nzd0105-0010,nzd0105-0011,nzd0105-0108,nzd0105-0109,nzd0105-0110,nzd0105-0111,nzd0105-0112,nzd0105-0127,nzd0105-0128,nzd0105-0129,nzd0105-0139,nzd0105-0140,nzd0105-0141,nzd0105-0142,nzd0105-0143,nzd0105-0144,nzd0105-0145,nzd0105-0146,nzd0105-0147,nzd0105-0148,nzd0105-0154,nzd0105-0155,nzd0105-0156,nzd0105-0012,nzd0105-0013,nzd0105-0157,nzd0105-0158,nzd0105-0159,nzd0105-0160,nzd0105-0161,nzd0105-0162,nzd0105-0163,nzd0105-0164,nzd0105-0171,nzd0105-0172,nzd0105-0173,nzd0105-0174,nzd0105-0175,nzd0105-0176,nzd0105-0177,nzd0105-0178,nzd0105-0015,nzd0105-0016,nzd0105-0017,nzd0105-0018,nzd0105-0019,nzd0105-0037,nzd0105-0038,nzd0105-0039,nzd0105-0040,nzd0105-0041,nzd0105-0077,nzd0105-0088,nzd0105-0089,nzd0105-0106,nzd0105-0107,nzd0105-0113,nzd0105-0114,nzd0105-0122,nzd0105-0123,nzd0105-0124,nzd0105-0179,nzd0105-0149,nzd0105-0153,nzd0105-0121,nzd0105-0034,nzd0105-0035,nzd0105-0036,nzd0105-0090
2002-04-28 22:00:38.357000,L7,,,,257.52,297.80,,,,,,,,341.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.41,285.92,,,,322.76,317.46,,,,,,,,,,,,,,,,278.22,330.19,371.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.74,,,,383.55,339.82,315.14,302.32,318.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:00:19.658000,L7,,,,,,,,,,,,,340.16,345.22,362.37,363.45,,362.57,270.36,328.53,325.02,334.81,347.39,338.83,,,304.31,306.09,321.42,273.59,351.42,360.35,362.75,296.62,288.01,284.46,,,,,,,,,,319.51,295.33,246.64,243.28,255.66,285.78,287.85,286.42,272.68,,,,285.35,275.55,263.71,277.20,327.16,322.18,335.80,313.91,320.20,333.30,333.40,344.99,,,,,,396.40,334.16,317.28,394.58,375.88,296.75,270.06,313.75,305.46,303.42,324.71,,,,,341.86,372.70,328.20,330.38,,,330.01,,,,,,,,,,,313.52,327.51,,,,341.28,329.43,323.14,292.13,262.83,341.32,360.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.47,368.27,361.31,342.62,,,,277.96,299.10,327.44,,,,282.93,,,,357.96
2002-08-02 22:00:01.321000,L7,,,,,,,,,,,,,,,,321.47,311.22,,,,,,,,346.56,360.18,,278.36,358.46,319.90,,,,,,,335.67,334.85,341.69,347.68,345.39,367.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.00,336.20,335.44,,,,,,,,271.43,273.88,295.98,,,,314.61,327.96,280.50,286.84,288.64,,,,,,,,,,,331.75,332.35,350.82,,,,,,,,,,,,372.09,312.04,,293.59,311.05,,,,,,368.93,370.44,376.28,,,,,,,,,,,,,,,,,,270.49,291.42,362.54,349.56,348.43,347.19,,,,,,,,,,,,277.92,262.38,,,379.91,,,,,383.44,346.46,353.99,,,,,305.68
2002-09-19 21:59:35.083000,L7,,,,,,,,,,,,,347.13,350.34,358.30,,,,,,,,,,,,,,,,270.62,288.31,378.47,,,,,,,,,,,,,,,245.19,264.78,279.61,261.57,279.24,302.80,329.73,303.75,317.00,311.65,318.30,350.79,280.20,,,,,,,,,,,,,,,,,,,367.35,374.62,359.96,345.47,,,,,,,,,,,,,,,,,,,,,,,,,338.28,347.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.21,337.71,338.24,324.55,,,,,,,,,,,,,,,,,,,,,361.52,,,,,,,
2002-10-21 21:59:36.443000,L7,279.39,310.31,350.89,286.62,301.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.13,332.73,282.24,211.63,262.69,274.09,297.62,277.92,263.91,296.76,325.32,334.76,302.43,297.61,288.26,316.89,297.80,290.08,275.01,305.64,332.66,348.44,324.57,321.94,286.24,333.51,335.77,341.31,368.13,361.78,266.81,323.20,346.75,367.25,350.54,378.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-06 21:59:41.879000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.82,318.48,310.21,342.19,,,,,,309.20,302.70,350.07,294.39,307.16,283.36,169.35,280.54,301.79,,,,,,281.26,310.23,298.63,318.89,298.20,294.80,,,,,,359.40,271.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.32,309.89,316.99,299.69,301.92,313.39,341.34,365.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.90,322.62,,,,,220.21,,,,
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.47,289.53,302.63,343.47,368.75,287.66,312.29,380.22,281.84,286.02,265.57,366.79,366.52,368.27,324.70,357.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.06,346.99,365.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-25 22:00:18.779000,L7,,337.90,321.33,351.30,271.90,,,,,,,,,,,359.18,,,,,,,,,281.06,288.72,,,,,,,,303.71,313.53,357.70,,,,,,,340.46,,,,,,,,,,,,352.72,321.85,319.77,309.43,305.33,306.98,332.22,354.17,331.62,330.13,346.39,,,,,,,,,,,,,,378.90,345.86,337.13,331.85,285.66,286.93,359.97,325.46,341.68,312.00,314.34,279.42,256.78,280.59,260.22,341.63,335.29,304.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-30 22:00:31.029000,L7,,,,,,,,,,,,,,,,,,,,,302.69,312.80,275.48,288.53,304.75,366.71,371.70,377.81,341.15,,,,,284.25,332.04,301.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.21,,357.83,357.76,376.22,290.41,323.79,268.15,341.89,300.06,311.37,,,,,,308.96,328.12,,281.43,273.15,254.91,302.51,328.22,326.66,314.85,296.88,305.87,266.80,,,,,,,,,,,,,,,,,,,,344.86,298.69,306.44,345.78,,,,355.51,344.14,371.90,379.15,,,,,,,,,,,,,,265.84,293.06,301.73,289.88,292.52,296.06,318.30,375.11,367.57,361.29,364.05,,,,,,,,,,,,320.32,308.70,,,359.47,297.37,349.03,368.43,299.78,,,,,,,,371.75
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.96,361.56,331.87,360.00,310.32,329.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.14,291.91,304.80,,,304.48,305.71,327.88,281.11,316.15,350.26,312.75,330.59,330.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.51,340.13,357.48,379.99,386.78,389.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.99,331.38,,,332.60,327.94,327.72,292.31,329.97,348.95,346.34,354.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.73,294.84,332.84,351.66,368.00,341.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.98,368.45,381.55,,,,,,,,,,,,,,,,,337.25,322.99,331.78,340.23,339.22,342.84,345.44,358.48,354.02,346.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.18,,,,,,
2004-07-14 21:54:07.355000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.87,,306.25,,343.18,335.50,320.49,315.01,348.90,,,,,,,,,,,,,,,,,,,,,,,,,,330.93,265.64,,,,,,,,,,,,,,,,,,,,,,,,,358.96,340.66,343.14,,,,,,,,,,,,,,,,,,,,,,,,348.00,,330.22,279.08,,,,,322.46,307.54,,,,,,,,,321.77,339.54,361.98,346.95,362.71,,,,,,,,,,,,,,,,,,,,,,,,372.57,334.20,333.82,334.82,310.24,,343.02,,329.60,,,,
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.11,351.11,353.58,367.87,368.86,389.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.66,317.96,326.11,,,327.90,329.65,322.24,277.63,318.79,339.76,335.30,350.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.76,295.58,302.87,,,,,,,,,,,,,,,,,,,,,,,,276.49,286.68,305.51,318.94,330.29,329.71,,,331.98,337.43,342.35,342.94,355.35,362.78,365.86,380.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.66,295.19,,,,,
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.25,298.43,306.96,,,,,,,,,,,,,,,,,,,,,,,,287.02,290.64,304.93,321.98,326.79,331.62,,,335.52,342.09,348.35,343.23,356.13,368.03,377.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.48,289.61,,,,,
2004-11-19 21:56:55.269000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.37,260.34,,,,,,,,,,,,,,,,,,,,,,,,,283.95,295.89,307.88,322.21,324.49,330.66,,,335.04,340.69,355.85,356.00,366.85,380.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.41,,,,,,
2005-02-07 21:58:15.209000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.71,312.27,326.53,309.94,311.65,311.77,322.82,330.52,332.10,352.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.94,,,,,,
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.19,370.44,377.14,,,,,,,,,,,,,,,,,,,,306.63,293.48,298.19,298.37,311.44,332.19,354.78,362.30,375.12,375.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.95,367.12,,,,,
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.45,332.71,330.79,,,,,,,,,,,,,,,,,,,,,,,274.11,299.08,294.15,304.76,332.25,353.64,355.48,,,357.17,353.77,357.55,364.72,354.32,379.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.30,341.29,,,,,
2005-03-27 21:58:51.619000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.50,320.94,337.55,345.40,288.89,266.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.02,309.29,330.59,347.97,329.64,324.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.57,281.07,336.90,265.69,281.57,308.83,277.61,317.77,297.93,293.06,303.33,314.52,385.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03 21:59:56.285000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.87,333.06,342.73,355.94,333.52,344.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.67,298.70,322.95,,,,256.97,303.08,308.74,,,277.51,303.52,310.61,280.24,316.73,329.98,322.75,338.33,297.00,299.65,330.81,350.53,389.03,375.61,365.67,373.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76,305.05,309.36,,,,,,,,,,,,,,,,,,,,,,,277.83,287.09,292.09,302.28,341.59,352.19,359.00,,,359.75,364.90,370.11,370.34,379.11,379.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.66,319.31,,,,,
2006-04-15 22:03:30.798000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.61,364.12,365.05,379.93,350.00,342.68,,,,,,,,,,,,,,,,,,,,,,,314.44,309.72,333.80,,,,,,,,,,,,,,,,,,,,,,,,,,,296.76,322.30,322.36,,,332.26,318.79,343.37,332.31,333.75,347.70,332.86,347.33,315.94,324.13,378.53,359.87,393.18,,,,,,,,,,,,,,,,,,,,,,,,,254.21,318.52,,,,,
2006-06-02 22:04:12.415000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.57,271.70,280.01,307.13,319.30,313.55,319.44,323.81,318.63,,,,,,,,,,,,,,,,,,,,,,,,,,283.73,297.22,,300.64,305.66,321.29,323.31,295.72,342.36,307.49,318.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.91,294.82,,334.07,292.14,348.93,349.87,341.23,359.75,371.76,359.87,,,,,,,,280.46,290.83,308.61,268.19,334.82,313.17,303.55,314.08,299.22,298.75,300.43,391.26,386.36,373.78,385.01,374.67,,,,,,,,,,,,,,,,,,,,,,,,278.86,,,,
2006-08-21 22:05:19.629000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.71,280.85,,,300.12,261.82,306.31,373.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.55,355.34,,,,,253.07,,,,
2006-10-24 22:06:02.805000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.62,334.01,337.57,,,,,,,,,,,,,,,,,277.04,286.14,279.98,279.95,272.65,280.27,293.85,301.57,310.14,323.90,358.19,358.62,358.20,,,360.09,372.21,375.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.41,342.19,,,,,
2006-12-11 22:06:28.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.26,307.14,304.27,303.38,306.44,249.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.55,295.39,300.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.42,273.05,370.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.98,,,,,,,,,,,,,,,,,,,,,,,,,,,320.37,323.91,329.39,,,327.02,339.13,338.94,336.12,338.87,353.66,367.01,364.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.22,,,,,
2007-09-25 22:04:48.945000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.19,362.77,302.07,322.69,358.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.62,,,312.68,321.46,302.75,260.75,353.11,364.07,369.56,374.03,339.84,309.97,278.25,267.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.89,323.79,324.49,,,329.64,343.59,351.50,347.35,357.39,364.03,364.85,373.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:03:19.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.83,317.16,,,,,,352.99,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.60,321.61,308.03,,,,,,,,,,,,,,,,,348.68,306.32,,,,,,,,,,,,,,,,,,,,,,,,332.95,,,,,,,,,,376.02,,,,,,,,,,,,,265.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.37,,,,,
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.91,314.09,328.72,,,336.10,347.90,349.01,349.06,362.91,369.53,370.32,379.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12 22:08:54.083000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.45,233.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.34,280.18,265.50,303.95,293.90,375.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.65,,,,,,285.29,,,,
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.27,,,,,,,,,,,,,,,,,,,,,,,,,,,282.66,308.77,323.64,,,339.59,349.78,350.13,353.43,360.96,371.22,373.08,381.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.57,,,,,
2011-03-12 22:01:43.554000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.65,345.83,361.97,381.76,389.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98,302.46,308.94,,,331.46,329.33,320.32,280.61,319.02,350.61,348.26,347.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.61,336.12,340.77,362.76,319.13,320.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.15,302.87,306.65,272.70,308.41,331.33,329.05,337.66,298.04,300.76,320.35,336.55,376.45,358.99,374.10,378.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-04 22:00:27.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.86,346.92,306.86,323.88,342.67,351.97,315.76,323.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.26,310.58,302.04,270.90,315.90,323.37,323.92,344.57,302.07,294.91,309.34,340.82,383.47,371.68,373.75,378.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.97,294.61,,,,294.61,299.91,304.96,316.18,339.00,349.33,,,,,,,,,,,,,,,,,,,,,,,,,,277.37,297.50,291.90,299.50,305.84,322.75,333.25,342.67,363.93,329.09,329.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.93,289.39,347.19,294.73,289.59,235.06,239.39,283.59,310.35,,,397.39,321.22,364.24,,333.07,352.84,,,,,,,308.69,374.48,374.79,309.06,330.71,311.32,304.03,309.86,342.53,390.05,386.48,376.76,382.26,,,,,,,,,,,,,,,,291.58,,,,,,,352.42,,,,,
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.15,333.24,334.53,359.85,325.67,322.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,314.98,322.71,285.59,321.35,345.70,316.75,330.45,305.85,302.52,306.87,341.25,388.41,380.23,372.04,387.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09 22:13:49.699000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.86,311.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.80,322.22,269.62,283.78,268.25,372.41,317.79,318.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:13:41.596000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.73,278.36,321.96,,,,,,,,,,,,,,,,,,,,,381.54,,,,,,,
2013-10-27 22:13:31.854000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.75,271.07,278.63,310.70,295.13,340.49,,,,,,,,,,,,,,,,,,,,,,,,,,,247.29,278.34,278.84,277.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.96,,,,,,,,,,,,,,249.59,267.12,277.80,316.01,316.31,326.62,343.83,356.95,344.45,354.65,356.08,360.41,363.13,348.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.82,343.65,,,,,
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.52,316.14,320.32,,,,,,,,,,,,,,,,,,,,,,,273.31,289.45,293.94,298.38,324.37,323.00,333.52,,,366.03,352.57,357.81,362.67,368.10,372.43,377.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.82,323.38,,,,,
2013-11-28 22:13:25.971000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.14,313.55,317.03,,,,,,,,,,,,,,,,,,,,,,,277.73,282.82,292.65,298.42,323.16,322.96,329.69,,,338.80,353.34,359.85,364.99,371.50,375.61,379.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.10,321.35,,,,,
