dates,satname,nzd0105-0000,nzd0105-0001,nzd0105-0002,nzd0105-0003,nzd0105-0004,nzd0105-0023,nzd0105-0024,nzd0105-0025,nzd0105-0026,nzd0105-0027,nzd0105-0028,nzd0105-0029,nzd0105-0066,nzd0105-0067,nzd0105-0068,nzd0105-0073,nzd0105-0074,nzd0105-0075,nzd0105-0076,nzd0105-0078,nzd0105-0079,nzd0105-0080,nzd0105-0081,nzd0105-0082,nzd0105-0083,nzd0105-0084,nzd0105-0099,nzd0105-0100,nzd0105-0101,nzd0105-0102,nzd0105-0103,nzd0105-0104,nzd0105-0105,nzd0105-0118,nzd0105-0119,nzd0105-0120,nzd0105-0133,nzd0105-0134,nzd0105-0135,nzd0105-0136,nzd0105-0137,nzd0105-0138,nzd0105-0005,nzd0105-0006,nzd0105-0007,nzd0105-0042,nzd0105-0043,nzd0105-0044,nzd0105-0045,nzd0105-0046,nzd0105-0047,nzd0105-0048,nzd0105-0049,nzd0105-0050,nzd0105-0051,nzd0105-0052,nzd0105-0053,nzd0105-0054,nzd0105-0055,nzd0105-0056,nzd0105-0057,nzd0105-0058,nzd0105-0059,nzd0105-0060,nzd0105-0061,nzd0105-0062,nzd0105-0063,nzd0105-0125,nzd0105-0126,nzd0105-0130,nzd0105-0131,nzd0105-0132,nzd0105-0165,nzd0105-0166,nzd0105-0167,nzd0105-0168,nzd0105-0169,nzd0105-0170,nzd0105-0069,nzd0105-0070,nzd0105-0071,nzd0105-0072,nzd0105-0085,nzd0105-0086,nzd0105-0087,nzd0105-0091,nzd0105-0092,nzd0105-0093,nzd0105-0094,nzd0105-0095,nzd0105-0096,nzd0105-0097,nzd0105-0098,nzd0105-0115,nzd0105-0116,nzd0105-0117,nzd0105-0008,nzd0105-0021,nzd0105-0022,nzd0105-0030,nzd0105-0150,nzd0105-0151,nzd0105-0152,nzd0105-0031,nzd0105-0032,nzd0105-0033,nzd0105-0064,nzd0105-0065,nzd0105-0009,nzd0105-0010,nzd0105-0011,nzd0105-0108,nzd0105-0109,nzd0105-0110,nzd0105-0111,nzd0105-0112,nzd0105-0127,nzd0105-0128,nzd0105-0129,nzd0105-0139,nzd0105-0140,nzd0105-0141,nzd0105-0142,nzd0105-0143,nzd0105-0144,nzd0105-0145,nzd0105-0146,nzd0105-0147,nzd0105-0148,nzd0105-0154,nzd0105-0155,nzd0105-0156,nzd0105-0012,nzd0105-0013,nzd0105-0157,nzd0105-0158,nzd0105-0159,nzd0105-0160,nzd0105-0161,nzd0105-0162,nzd0105-0163,nzd0105-0164,nzd0105-0171,nzd0105-0172,nzd0105-0173,nzd0105-0174,nzd0105-0175,nzd0105-0176,nzd0105-0177,nzd0105-0178,nzd0105-0015,nzd0105-0016,nzd0105-0017,nzd0105-0018,nzd0105-0019,nzd0105-0037,nzd0105-0038,nzd0105-0039,nzd0105-0040,nzd0105-0041,nzd0105-0077,nzd0105-0088,nzd0105-0089,nzd0105-0106,nzd0105-0107,nzd0105-0113,nzd0105-0114,nzd0105-0122,nzd0105-0123,nzd0105-0124,nzd0105-0179,nzd0105-0149,nzd0105-0153,nzd0105-0121,nzd0105-0034,nzd0105-0035,nzd0105-0036,nzd0105-0090
2013-12-14 22:13:21.591000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.61,307.79,312.44,,,,,,,,,,,,,,,,,,,,,,,270.04,279.39,284.42,293.92,312.76,313.95,326.08,,,334.22,346.14,353.90,358.70,365.84,371.62,376.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.60,298.84,,,,,
2013-12-30 22:13:13.343000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,335.08,336.37,363.66,,,,,,,,261.83,266.80,265.47,279.82,289.52,292.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.47,,,,,,,,,,,,,,,,,,,,,336.28,,,,,,,,361.77,369.64,375.39,,,,,,,,,368.26,356.52,354.90,,,,,,303.44,308.69,325.31,337.20,340.05,334.00,328.40,329.20,332.36,342.24,381.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.96,372.70,,,,,
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.69,343.62,323.34,,,,,,,,,,,,,,,,,256.17,263.47,270.69,267.97,279.00,301.24,304.71,296.96,306.29,311.04,356.63,354.77,329.29,,,380.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.96,347.65,,,,,
2014-02-16 22:12:38.819000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.51,336.40,384.86,394.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.57,310.41,,,327.19,338.35,344.34,269.62,356.80,364.09,366.36,367.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05 22:11:58.702000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.40,328.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.34,316.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21 22:11:42.175000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.40,346.76,370.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.44,246.97,318.35,301.49,,,,,,,,,,,,,,371.78,360.97,371.03,375.26,374.30,357.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07 22:11:26.052000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.99,334.15,346.22,368.39,360.02,350.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.62,348.32,366.87,302.94,322.02,373.39,320.90,339.05,314.04,291.07,293.89,357.04,397.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26 22:11:43.162000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.20,330.87,324.45,351.62,315.59,316.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.28,,,,,249.91,332.94,332.27,,,,,,,379.78,339.30,385.45,,,,,,,,260.59,302.73,320.33,300.64,297.48,301.67,319.00,384.78,375.27,368.54,377.48,,,,,,,,,,,,,,,,,,,,,,,349.11,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,,,,,,,,,,,,,,,,,,,256.86,245.97,336.50,311.16,287.75,309.01,348.36,315.48,345.81,,,255.77,,360.38,297.94,308.10,319.74,322.38,,,,,,,,,,,,,,,,,,,,,,,,,,328.63,,,,,,,,,,,,,,,313.66,,,,,,,316.61,325.56,319.09,299.19,,,,,,,,,,,,,,,,,,,,,,,,,,,358.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.99,329.95,321.05,,,322.07,306.05,336.85,,,,303.47,,,,367.41
2014-12-01 22:12:00.318000,L8,,,,,,,,,,,,,360.23,,286.67,279.53,361.42,335.94,,,,,,,,,,,,,343.84,337.77,336.46,,,,314.67,322.69,315.31,321.52,342.60,,,,,,,247.84,280.01,315.38,310.64,282.74,258.07,256.60,287.20,,,,,348.75,360.84,,,369.50,348.02,356.04,350.45,,247.76,273.34,279.24,332.08,,,,,,,310.53,300.25,299.18,272.03,,,241.74,,328.96,286.52,364.06,328.11,,,,,,,,,,,,,,,,,358.15,312.25,,,,,,,,,277.52,288.15,290.36,,,328.54,314.93,325.90,352.36,365.47,372.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.41,352.69,,,,,,,,,,,,,,,370.21
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,,,,358.55,327.74,320.01,257.75,,,,,,,,,,,329.94,269.53,268.85,347.61,301.42,,,289.45,296.48,310.35,310.39,309.43,324.17,,,,,,,,,,,,,,,,,,,,,,,,,,304.93,310.37,,,269.10,,,,,,,351.72,301.83,307.61,303.10,,,,,,,301.15,349.85,353.68,,,316.68,295.68,306.55,,,,,361.59,358.32,,,,,,,,,,,,,,,346.50,343.99,341.11,343.55,336.46,326.82,318.37,319.34,318.41,322.97,332.78,350.69,371.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.79,346.40,,,,,369.93,,,,,,
2015-04-24 22:11:08.401000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.46,334.65,327.43,352.44,318.09,316.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.82,359.21,277.77,318.04,345.12,310.20,323.68,299.28,297.37,297.90,336.53,380.86,376.81,366.84,378.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10 22:10:52.487000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.27,332.88,335.80,357.20,320.86,320.65,,,,,,,,,,,,,,,,,,,,,,,,,323.81,,,,,,,,,,,,,,,,,,,,,,,,,,,352.54,339.24,348.40,,,309.18,350.42,370.13,285.24,318.14,339.04,311.45,325.62,307.15,301.72,310.54,340.43,387.21,378.26,372.93,384.01,,,,,,,,,,,,,,,,,,,,,,,321.39,,,,,
2015-06-27 22:11:10.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.01,310.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.39,281.63,256.03,292.60,,,,291.18,290.65,295.05,307.07,376.60,368.05,361.28,363.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.52,317.47,346.68,374.31,335.04,323.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.60,332.99,372.58,,,,,,,,,,,,,,,285.46,303.27,311.18,313.88,341.86,379.74,380.74,367.18,373.79,378.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:11:57.501000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.92,339.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.30,312.85,312.80,,,,,,,,,,,,,,,,,266.24,227.83,,,,,272.57,278.69,282.15,294.35,314.55,319.96,327.21,,,334.75,350.19,358.04,361.35,370.45,375.71,379.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.69,314.60,,,,,
2015-12-27 22:18:07.368000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.28,363.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21 22:11:54.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.86,304.86,306.96,,,,,,,,,,,,,,,,,,,,,,,,273.84,279.41,290.39,317.86,315.92,319.10,,,331.08,344.72,349.07,355.37,365.63,370.43,373.28,384.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95,313.48,,,,,
2016-02-22 22:11:42.580000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.74,,,,,,,,,,,,,,,,,,,,,,351.10,352.22,373.79,335.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.50,360.33,362.29,,,,313.98,,,,,,,,,,,,,277.11,283.27,299.24,280.99,,,321.93,277.30,286.34,295.10,368.75,342.31,351.64,,,339.61,347.84,354.99,358.65,367.39,374.54,374.05,386.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.85,356.51,,,,,
2016-03-09 22:11:40.902000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.05,313.43,313.91,,,,,,,,,,,,,,,,,268.66,237.99,289.81,266.34,269.03,287.04,283.32,283.78,288.86,299.82,320.78,321.23,327.08,,,340.92,348.93,367.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.33,345.35,,,,,
2016-03-25 22:11:32.353000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.46,336.85,353.11,395.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.17,311.00,320.24,,,326.86,334.39,345.04,346.88,354.12,362.78,367.44,349.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26 22:11:21.230000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.05,336.72,350.35,370.78,351.50,372.94,,,,,,,,,,,,,,,,,,,,,,,268.23,308.47,327.75,,,,,,,,,,,,,,,,,,,,,,287.59,282.58,296.58,311.24,332.31,330.49,307.71,324.24,,,323.20,340.53,339.67,280.87,321.71,365.37,323.57,337.99,352.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.58,312.53,,,,,
2016-05-12 22:11:20.683000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,329.49,339.37,359.36,327.18,327.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.82,316.24,326.31,282.00,321.00,342.82,311.49,326.17,311.93,313.08,333.38,347.78,389.55,382.66,377.12,392.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:11:53.694000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.03,315.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.40,297.21,290.93,320.88,331.02,332.70,359.45,327.62,321.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.66,,,,,322.08,408.81,315.97,,,,280.35,288.10,291.90,,,308.14,342.13,359.73,290.00,321.34,344.55,317.27,337.36,305.92,300.80,305.73,340.04,385.20,380.01,371.20,378.87,,,,,,,,,,,,,,,,,,,,,,,367.99,,,,,
2016-10-10 22:18:18.228000,L8,,,,,,,,,,,,,,,,,,,,,,,,,278.22,284.23,,,,303.28,316.97,303.98,337.78,,,,295.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.76,362.33,,305.52,303.45,,,,,,,,,,,270.87,265.25,254.39,319.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.56,372.37,301.35,292.35,365.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.97,314.71,303.45,342.44,,,338.76,,,,,,341.65,,,,366.49
2016-11-04 22:12:09.415000,L8,,,,,,,,,,,,,,,357.62,325.92,322.87,337.01,347.13,378.33,,,,,,,,,,,,,,334.27,344.21,,280.15,296.69,296.22,292.40,298.09,286.70,,,,,,,,,,,,,,,,267.63,285.68,294.34,362.26,,,,,,,,,,,262.15,,,,,,,355.18,369.45,367.65,303.29,,,,,,,,,,,,,,341.16,,,,,321.73,347.50,372.88,,,,,,,,,,,,,,,,,276.99,297.15,308.34,307.50,310.71,317.49,318.54,304.53,294.21,299.68,374.25,375.33,376.15,,,375.11,,,,,,,,,,,,,,,,,,,,,,,,,,350.20,,,,,,,,,,,316.44,373.47,,,,,
2016-11-20 22:12:09.409000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.84,299.27,312.41,,,,,,,,,,,,,,,,,,,,,,,,277.11,280.41,289.11,318.36,319.70,327.59,,,337.00,347.84,355.31,358.96,367.65,371.19,376.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.34,313.02,,,,,
2016-12-22 22:12:03.110000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.84,324.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.46,301.41,310.76,,,,,,,,,,,,,,,,,,,,,,,328.52,375.31,286.12,292.21,322.36,327.13,333.30,,,337.75,346.12,353.60,361.59,363.53,373.06,377.51,,,,,,,,,,,,,,,,,,,,,,352.09,,,,,,,,,300.17,316.33,,,,,352.02
2017-02-24 22:11:42.029000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.63,365.37,347.94,,,,,,,,,,,,,,,,,257.48,285.04,304.28,316.64,328.92,319.66,322.50,321.93,334.78,333.46,380.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.90,354.01,,,,,
2017-03-19 22:17:39.906000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.41,340.32,289.19,,,,,,,,,,,,240.06,239.67,315.49,317.32,352.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.79,290.66,345.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13 22:11:17.034000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,282.10,,,,,,,,,212.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.41,318.67,285.13,,,,,,,,,,,,,287.28,285.07,,,,,,,,,,341.27,345.45,,,,,,,,314.79,318.27,339.08,,,,311.33,312.46,,,,,,,,,,,,255.51,299.94,285.47,272.60,285.58,304.78,302.50,291.36,324.23,305.41,333.69,332.37,330.55,,,342.88,353.44,379.81,,,,,,,,,,,,,,,,,,,,,,,,,349.37,380.79,,,,,269.76,351.98,354.09,,312.49,326.44,252.12,,,,
2017-06-16 22:11:31.847000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.05,304.05,260.56,,,,,,,,,,,358.31,350.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.12,316.11,321.86,366.45,346.36,339.75,,,,,,,,,,,,,344.80,336.18,334.01,,,,,,,,,,,,,,,,,,,,,,,,,,,329.12,326.64,283.65,323.83,304.16,351.78,,,,,,,,,,282.96,316.14,299.70,270.52,300.73,259.58,306.72,326.83,307.86,330.42,367.43,364.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.58,365.25,,,,256.99,,,,,,,,,,,,,,,,,,,,,,,,,,352.87,310.68,303.64,337.71,343.11,329.85,326.40,327.00,364.77,334.83,334.64,,,,,,,,,,,,,,,,,,,,,,,350.82,348.86,,,,,,,,,,,,,,,326.87,,367.12,297.60,250.91,267.41,284.86,292.29,293.49,374.75,,,,345.35,345.83,357.22,,,380.01,381.14,,,,265.67,303.28,329.78,314.00,326.96,378.36,,,,,,,,,,,,,,,,,,,,,,,,,281.11,,348.16,352.70,,,,,
2017-08-03 22:11:47.949000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.00,286.77,293.16,301.06,302.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.38,317.31,324.92,319.69,356.48,319.39,317.65,,,,,,,,,,,,,,,,,,,,,,,373.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.88,286.27,329.32,,,,,,,,271.03,303.29,328.12,302.88,297.31,302.86,328.51,385.95,377.45,369.27,377.48,,,,,,,,,,,,,,,,,,,,,,335.22,,,,,,
2017-08-19 22:11:53.133000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.46,327.06,334.72,364.38,333.33,325.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.38,292.96,305.60,,,322.49,340.55,346.07,272.79,316.61,336.59,325.39,338.06,309.30,310.01,318.73,358.18,386.46,382.60,370.92,387.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04 22:11:55.578000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.11,339.58,348.08,354.84,360.16,369.09,366.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10 22:11:54.118000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.39,,,,,,,,,,,,,,,,,,,,,,,,,,,315.57,321.23,326.75,,,332.73,347.56,353.52,353.25,354.06,365.10,371.15,384.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.42,,,,,
2018-02-11 22:11:38.494000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.82,298.79,312.23,,,,,,,,,,,,,,,,,,,,,,,269.30,275.88,279.59,291.70,318.92,322.26,328.71,,,336.31,344.92,352.06,353.79,354.90,362.89,371.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.85,316.74,,,,,
2018-04-16 22:11:06.667000,L8,,,,,,,,,,,,342.22,,,,273.03,310.46,314.07,275.56,,,,,,,,,,,,,,312.32,,,,,308.88,288.18,,,287.76,,,,,,,,,,,,298.28,286.12,328.49,301.93,,,,,,,,,,,,,,,,,,,,,,,,,309.38,,244.97,285.31,,,283.43,295.78,276.67,,,,,,,,302.00,332.64,332.20,305.34,315.57,,273.21,257.15,,,,,,,314.61,,,304.54,275.82,,,,261.96,253.79,261.14,273.68,313.35,310.53,296.91,288.34,300.00,302.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.50,298.48,361.86,311.43,301.64,373.16,,,,,,306.37,,,,,,
2018-05-02 22:10:57.873000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.49,312.20,331.82,261.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06 22:11:10.291000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.03,318.59,315.23,366.88,316.49,331.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.39,302.09,305.53,275.36,313.54,327.26,312.44,327.20,306.88,297.00,298.83,330.88,382.18,374.73,371.88,379.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:11:24.397000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.62,344.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25 22:11:42.546000,L8,,,,,,,,,,,,,,,,293.62,264.21,303.22,320.62,327.83,,,,300.43,299.74,304.11,308.23,319.45,304.56,,,,,355.91,,254.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.04,374.25,,,,,,,,,,,,316.35,303.89,320.61,,,,,,,,,,328.42,319.35,,,,,,,,,,,,,,,,334.44,,,,,,276.77,272.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.58,340.68,322.43,365.74,368.30,,,326.06,,,,,,288.91,,,,331.85
2019-02-14 22:11:33.473000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.25,322.29,326.31,,,331.55,344.70,351.62,325.83,264.86,364.66,371.74,386.08,,,,,,,,,,,,,,315.48,309.97,,,,,,,,,,,,,,,,,,306.11,338.71,335.44,
2019-03-02 22:11:29.304000,L8,,,,,,,,,,,,,,,316.25,,,,,,,,,,,,,,,,,,,,,,300.07,309.85,308.63,306.48,311.96,308.66,,,,,,,,,,,,,,,,,,,,,,,,,,,260.75,269.71,283.01,289.17,,,,,,,346.63,363.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.47,322.28,,,,261.19,270.91,270.67,312.94,317.84,314.38,315.11,324.76,343.88,374.13,362.17,364.82,365.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.09,,,,,,
2019-04-19 22:11:14.619000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.42,333.09,339.49,359.89,327.89,323.12,,,,,,,,,,,,,,,,,,,,,,,,,316.46,,,,,,,,,,,,,,,,,,,,,,,,,,,328.55,329.18,328.56,,,333.50,344.67,356.44,308.55,321.10,370.48,328.91,340.78,304.50,300.97,310.15,348.23,384.27,381.99,372.17,380.32,,,,,,,,,,,,,,,,,,,,,,,321.41,,,,,
