dates,nzd0157-0000,nzd0157-0001,nzd0157-0002,nzd0157-0003,nzd0157-0004,nzd0157-0005,nzd0157-0006,nzd0157-0007,nzd0157-0008,nzd0157-0009,nzd0157-0010,nzd0157-0011,nzd0157-0012,nzd0157-0013,nzd0157-0014,satname
1999-10-22 21:58:28+00:00,317.1,294.2,295.52,300.88,291.73,293.98,299.86,286.01,296.03,291.88,298.42,302.58,271.96,257.04,278.18,L7
1999-12-09 21:58:57+00:00,317.385,298.94,299.91499999999996,302.34000000000003,293.025,295.155,301.17,288.38,297.25,293.645,298.23,303.54499999999996,273.03499999999997,269.82500000000005,278.20000000000005,L7
2000-03-14 21:58:35+00:00,316.84666666666664,297.22333333333336,298.5,302.19,292.66333333333336,295.08,300.64000000000004,287.46666666666664,296.25,292.9666666666667,297.8,302.92,272.48,273.40333333333336,277.62,L7
2000-03-30 21:58:33+00:00,315.7975,295.5375,297.53,301.28499999999997,292.02,294.7475,300.24,286.86,295.855,291.545,296.6625,302.405,274.7725,273.40333333333336,277.62,L7
2000-08-05 21:57:08+00:00,315.8333333333333,296.64000000000004,298.71333333333337,301.61999999999995,295.48,295.4866666666667,300.96,288.51,295.33666666666664,292.01,296.31666666666666,301.3466666666667,285.49666666666667,276.53999999999996,276.46,L7
2001-01-12 21:56:30+00:00,326.92499999999995,305.65,305.885,306.32,303.06500000000005,300.84,307.805,294.70500000000004,298.73,297.56,302.12,303.08,288.665,272.52,276.47,L7
2001-06-21 21:55:05+00:00,329.71,303.7,305.37,304.935,297.165,298.825,305.56,292.95500000000004,299.01,297.015,301.005,304.95,286.11,310.36,276.47,L7
2001-09-09 21:54:36+00:00,321.105,304.16499999999996,305.7,303.15999999999997,297.34000000000003,295.76,301.23,294.415,297.65,296.05,296.53,305.25,288.505,321.03499999999997,292.89,L7
2001-10-11 21:54:09+00:00,321.6033333333333,300.2633333333333,302.6066666666666,302.3833333333333,295.09,294.90333333333336,300.50333333333333,294.415,292.65999999999997,291.745,295.895,299.325,282.73333333333335,321.03499999999997,284.805,L7
2002-08-27 21:53:36+00:00,318.5,294.8,300.64,301.43,293.32,293.5,302.72,289.8,295.11,290.99,296.62,300.36,274.79,,277.1,L7
2002-10-14 21:53:43+00:00,318.5,294.8,300.64,301.43,293.32,293.5,302.72,289.8,295.11,290.99,296.62,300.36,274.79,312.58,277.1,L7
2003-01-18 21:54:06+00:00,319.18,299.895,302.845,302.65999999999997,294.355,295.18,302.995,291.19,295.045,290.365,297.305,301.32,275.15999999999997,324.185,278.47,L7
2003-05-26 21:54:19+00:00,319.86,299.77,303.72,301.955,293.96500000000003,296.76,302.725,293.29499999999996,296.94500000000005,290.22,297.935,302.355,275.53,335.79,281.66999999999996,L7
2003-10-25 21:43:40+00:00,318.12,298.905,299.93,300.655,295.115,295.365,297.805,295.095,300.62,293.475,297.325,300.58500000000004,250.4,251.92,275.0,L5
2004-02-14 21:44:33+00:00,318.12,303.26,297.47,301.29,297.69,294.07,293.43,296.18,302.33,296.25,296.77,298.74,250.4,251.92,255.7,L5
2004-07-07 21:48:09+00:00,294.93,287.45,274.71,283.13,280.93,268.03,,,,,,,,,244.9,L5
2004-09-25 21:49:43+00:00,303.625,290.935,285.155,289.935,285.01,277.08,291.32,288.29,291.83,282.94,291.48,295.03,234.9,254.94,267.07,L5
2005-01-15 21:52:09+00:00,311.53999999999996,296.20500000000004,293.815,294.21500000000003,286.12,281.21000000000004,282.975,284.635,291.83,282.94,291.48,295.03,237.42000000000002,249.67000000000002,279.81000000000006,L5
2010-12-31 21:55:32+00:00,308.9,298.06,288.09,291.7,287.53,282.15,282.68,274.94,284.98,,,,247.33,260.57,279.34,L5
